date,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max
2019-01-09,17.87430555555555,17.65902777777778,18.541666666666668,90.21944444444446,12.6,13.7,12.4,55.3,34.2,21.6,37.4,100.0
2019-01-10,14.265972222222224,16.700000000000014,14.379166666666666,93.62847222222221,12.0,16.2,11.9,76.3,21.1,17.3,22.7,100.0
2019-01-11,17.947916666666668,17.510416666666664,19.03125000000001,90.79027777777782,12.7,16.0,12.6,61.6,33.1,20.3,38.7,100.0
2019-01-12,14.781944444444447,16.50833333333334,14.791666666666666,97.09930555555557,12.5,12.6,12.4,83.9,22.2,17.4,23.3,100.0
2019-01-13,18.63125,17.497916666666665,19.795138888888882,88.10555555555555,11.8,15.7,11.9,53.1,35.1,20.4,39.8,100.0
2019-01-14,18.52777777777778,17.893749999999997,19.714583333333344,88.34166666666665,11.8,16.0,11.6,54.4,34.1,20.7,40.5,100.0
2019-01-15,16.13125,17.440972222222225,16.365277777777777,95.68750000000003,12.4,16.5,12.2,77.4,28.1,19.0,30.9,100.0
2019-01-16,18.165972222222226,17.493750000000006,19.292361111111116,91.86527777777775,12.9,12.4,12.6,60.4,32.5,19.9,37.6,100.0
2019-01-17,17.438888888888897,17.674999999999997,18.072916666666668,91.3048611111111,12.7,16.4,12.4,49.5,32.6,19.8,38.0,100.0
2019-01-18,17.952777777777772,17.78749999999999,18.918055555555565,89.70833333333336,12.9,13.9,12.6,56.6,34.3,21.6,37.0,100.0
2019-01-19,18.511111111111113,18.420833333333338,19.542361111111113,87.49236111111111,12.7,16.2,12.4,55.6,34.2,22.2,38.5,99.8
2019-01-20,15.292361111111113,17.322916666666668,15.467361111111106,94.38125,12.6,16.6,12.4,71.1,26.7,18.7,31.4,100.0
2019-01-21,17.813194444444445,17.712500000000006,18.795833333333334,88.92083333333333,12.4,15.0,12.3,50.4,34.1,21.1,38.3,99.3
2019-01-22,16.668749999999992,17.61249999999999,16.92013888888889,92.55277777777779,12.6,16.3,12.0,62.3,30.9,19.8,34.8,100.0
2019-01-23,18.654166666666654,18.039583333333333,19.456249999999997,88.0083333333333,12.0,15.3,11.9,51.1,38.0,21.9,39.7,100.0
2019-01-24,18.804861111111105,18.488888888888894,19.513888888888882,88.18888888888884,12.8,16.5,12.5,43.1,37.8,22.0,37.9,100.0
2019-01-25,17.357638888888882,17.947222222222223,18.113888888888898,89.86597222222223,12.6,15.6,12.3,45.6,34.7,20.7,37.4,99.4
2019-01-26,17.524305555555554,17.940277777777773,18.393055555555538,89.09236111111112,12.7,16.4,12.4,49.7,33.3,20.6,36.5,99.8
2019-01-27,18.684722222222224,18.120833333333326,19.559722222222213,85.34652777777782,12.2,15.9,12.0,45.0,37.9,21.9,39.3,98.6
2019-01-28,15.554166666666667,17.0263888888889,15.777777777777791,93.5763888888889,12.4,13.6,12.2,83.0,22.5,18.4,25.8,100.0
2019-01-29,18.434027777777768,18.009722222222216,19.57083333333333,88.42916666666666,12.4,15.9,12.0,47.5,36.5,21.6,37.9,99.9
2019-01-30,16.909722222222214,17.565972222222218,17.971527777777773,91.67430555555553,11.3,13.8,10.9,50.3,31.4,20.7,35.8,100.0
2019-01-31,13.435416666666672,16.32291666666668,13.386805555555561,99.08194444444446,11.9,15.7,11.6,90.8,19.7,17.0,21.4,100.0
2019-02-01,17.730555555555547,17.33819444444445,19.02638888888889,89.13472222222224,11.7,15.2,11.4,52.2,34.9,21.2,37.4,99.2
2019-02-02,18.349305555555553,17.48194444444444,19.520833333333343,89.46805555555551,11.7,10.2,11.4,51.5,33.1,21.1,38.6,100.0
2019-02-03,17.25208333333334,17.708333333333336,17.961805555555557,93.91597222222224,11.9,15.9,11.4,66.9,29.1,19.9,34.7,100.0
2019-02-04,18.710416666666664,18.24444444444445,19.544444444444437,92.47638888888892,13.0,15.3,12.5,42.6,36.1,21.4,39.8,100.0
2019-02-05,18.165277777777778,18.354166666666668,18.876388888888883,90.45555555555556,12.5,16.5,12.1,43.3,33.8,21.3,35.9,100.0
2019-02-06,14.940277777777773,16.99513888888888,15.21666666666666,97.62777777777782,11.9,16.0,11.6,70.4,29.6,18.8,36.0,100.0
2019-02-07,18.339583333333326,17.711111111111112,19.222222222222225,93.70555555555558,12.0,15.0,11.7,65.1,30.2,20.4,34.3,100.0
