date,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max
2019-02-08,15.83402777777778,17.73819444444445,15.945138888888879,96.11319444444445,12.1,16.8,11.9,80.9,22.4,18.9,23.8,100.0
2019-02-09,13.431944444444449,16.412500000000005,13.469444444444447,99.26736111111109,11.6,15.9,11.5,93.3,18.5,17.1,19.8,100.0
2019-02-10,16.82152777777778,17.11388888888889,17.766666666666666,92.90486111111112,11.7,15.4,11.5,68.0,30.4,19.9,33.3,99.5
2019-02-11,14.452083333333333,16.572916666666664,14.516666666666667,96.2236111111111,12.0,15.9,11.7,84.1,21.7,17.8,22.8,100.0
2019-02-12,17.952777777777772,17.083333333333336,19.47847222222221,89.04999999999998,11.9,11.3,11.6,51.6,31.4,20.4,38.0,99.6
2019-02-13,18.17569444444444,17.868055555555557,19.01319444444444,89.43194444444444,12.3,15.9,11.8,43.7,33.4,21.1,36.7,100.0
2019-02-14,16.275694444444447,17.30486111111111,16.802777777777774,93.675,12.0,14.7,11.4,78.5,24.8,19.3,29.7,100.0
2019-02-15,13.931249999999999,16.36666666666666,14.113194444444442,96.51111111111112,11.4,15.7,10.7,79.7,24.9,17.6,30.8,100.0
2019-02-16,17.34097222222222,16.960416666666667,18.181250000000006,92.14305555555553,12.2,12.6,11.9,57.2,30.7,19.3,34.2,100.0
2019-02-17,18.636805555555554,17.95763888888889,20.076388888888886,87.59444444444442,12.2,15.9,11.9,43.1,33.0,21.2,37.9,99.9
2019-02-18,18.15694444444445,17.710416666666667,19.456944444444453,87.32916666666664,12.0,13.1,11.7,48.0,31.9,20.6,39.1,100.0
2019-02-19,14.656249999999991,16.844444444444424,14.417361111111116,99.36458333333334,13.2,16.4,12.6,95.7,17.7,17.4,18.3,100.0
2019-02-20,18.78402777777777,17.793750000000003,19.516666666666655,92.19444444444437,13.0,15.1,12.7,46.8,33.8,20.1,37.0,100.0
2019-02-21,18.796527777777772,18.356250000000003,19.772916666666674,85.97013888888893,13.2,16.6,12.7,48.5,33.1,21.3,38.8,99.8
2019-02-22,18.281249999999993,18.118055555555557,18.85763888888888,88.33263888888887,12.5,15.1,12.0,52.4,30.0,20.5,33.5,99.7
2019-02-23,19.60208333333333,18.7875,20.550694444444435,88.53819444444444,13.5,16.8,13.0,42.3,34.8,21.4,40.3,100.0
2019-02-24,19.159722222222232,18.860416666666673,19.756249999999994,90.89236111111107,13.1,16.9,12.5,58.1,30.3,21.2,33.5,100.0
2019-02-25,20.734722222222235,19.56597222222223,21.35208333333333,87.5909722222222,13.7,17.5,12.8,41.3,37.4,21.9,39.9,100.0
2019-02-26,20.915277777777774,19.56805555555556,22.256944444444446,84.73124999999999,13.9,16.0,13.2,41.3,33.8,22.4,39.9,100.0
2019-02-27,19.025694444444454,19.227777777777778,19.35069444444446,93.22222222222223,13.5,17.5,12.8,63.7,28.8,21.2,33.9,100.0
2019-02-28,15.754861111111106,18.332638888888894,15.37986111111111,99.95763888888888,13.9,17.7,13.2,99.0,18.7,19.2,18.7,100.0
2019-03-01,20.404166666666658,19.186805555555562,21.861111111111104,85.28263888888888,13.0,17.1,12.4,42.6,34.3,21.8,40.3,100.0
2019-03-02,19.45416666666667,18.975694444444443,20.536805555555546,84.69166666666665,13.1,16.3,12.5,42.1,29.3,20.8,35.5,100.0
2019-03-03,16.499305555555555,18.499999999999996,16.515972222222224,97.34375000000001,14.4,18.0,14.1,85.0,22.5,19.1,24.0,100.0
2019-03-04,16.94305555555555,18.306250000000006,17.288194444444446,96.08333333333334,13.4,17.5,13.1,51.2,30.6,19.7,33.9,100.0
2019-03-05,18.805,17.781250000000004,20.650000000000002,88.18874999999998,12.9,17.0,12.5,40.7,35.0,19.8,39.3,100.0
