"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"°C"	""	""	""	""	""	""
"06/24/2017 05:30'00"	"42910.2291666667"	"  20.6000"	"  22.7000"	""	""	""	""	""	""	
"06/24/2017 05:40'00"	"42910.2361111111"	"  21.0000"	"  22.8000"	""	""	""	""	""	""	
"06/24/2017 05:50'00"	"42910.2430555556"	"  20.5000"	"  22.7000"	""	""	""	""	""	""	
"06/24/2017 06:00'00"	"42910.2500000000"	"  20.7000"	"  22.7000"	""	""	""	""	""	""	
"06/24/2017 06:10'00"	"42910.2569444444"	"  21.5000"	"  22.7000"	""	""	""	""	""	""	
"06/24/2017 06:20'00"	"42910.2638888889"	"  22.0000"	"  22.8000"	""	""	""	""	""	""	
"06/24/2017 06:30'00"	"42910.2708333333"	"  22.6000"	"  22.8000"	""	""	""	""	""	""	
"06/24/2017 06:40'00"	"42910.2777777778"	"  23.5000"	"  22.8000"	""	""	""	""	""	""	
"06/24/2017 06:50'00"	"42910.2847222222"	"  22.8000"	"  22.9000"	""	""	""	""	""	""	
"06/24/2017 07:00'00"	"42910.2916666667"	"  22.6000"	"  22.9000"	""	""	""	""	""	""	
"06/24/2017 07:10'00"	"42910.2986111111"	"  23.7000"	"  22.9000"	""	""	""	""	""	""	
"06/24/2017 07:20'00"	"42910.3055555556"	"  24.4000"	"  23.0000"	""	""	""	""	""	""	
"06/24/2017 07:30'00"	"42910.3125000000"	"  24.0000"	"  23.1000"	""	""	""	""	""	""	
"06/24/2017 07:40'00"	"42910.3194444444"	"  24.9000"	"  23.1000"	""	""	""	""	""	""	
"06/24/2017 07:50'00"	"42910.3263888889"	"  26.3000"	"  23.2000"	""	""	""	""	""	""	
"06/24/2017 08:00'00"	"42910.3333333333"	"  25.9000"	"  23.3000"	""	""	""	""	""	""	
"06/24/2017 08:10'00"	"42910.3402777778"	"  25.5000"	"  23.4000"	""	""	""	""	""	""	
"06/24/2017 08:20'00"	"42910.3472222222"	"  25.7000"	"  23.5000"	""	""	""	""	""	""	
"06/24/2017 08:30'00"	"42910.3541666667"	"  26.8000"	"  23.6000"	""	""	""	""	""	""	
"06/24/2017 08:40'00"	"42910.3611111111"	"  28.9000"	"  23.7000"	""	""	""	""	""	""	
"06/24/2017 08:50'00"	"42910.3680555556"	"  29.3000"	"  23.7000"	""	""	""	""	""	""	
"06/24/2017 09:00'00"	"42910.3750000000"	"  31.9000"	"  23.8000"	""	""	""	""	""	""	
"06/24/2017 09:10'00"	"42910.3819444444"	"  31.1000"	"  24.0000"	""	""	""	""	""	""	
"06/24/2017 09:20'00"	"42910.3888888889"	"  29.5000"	"  24.1000"	""	""	""	""	""	""	
"06/24/2017 09:30'00"	"42910.3958333333"	"  28.9000"	"  24.2000"	""	""	""	""	""	""	
"06/24/2017 09:40'00"	"42910.4027777778"	"  29.5000"	"  24.4000"	""	""	""	""	""	""	
"06/24/2017 09:50'00"	"42910.4097222222"	"  30.2000"	"  24.5000"	""	""	""	""	""	""	
"06/24/2017 10:00'00"	"42910.4166666667"	"  29.5000"	"  24.5000"	""	""	""	""	""	""	
"06/24/2017 10:10'00"	"42910.4236111111"	"  28.4000"	"  24.7000"	""	""	""	""	""	""	
"06/24/2017 10:20'00"	"42910.4305555556"	"  32.2000"	"  24.8000"	""	""	""	""	""	""	
"06/24/2017 10:30'00"	"42910.4375000000"	"  30.9000"	"  24.9000"	""	""	""	""	""	""	
"06/24/2017 10:40'00"	"42910.4444444444"	"  32.6000"	"  25.0000"	""	""	""	""	""	""	
"06/24/2017 10:50'00"	"42910.4513888889"	"  30.0000"	"  25.1000"	""	""	""	""	""	""	
"06/24/2017 11:00'00"	"42910.4583333333"	"  31.9000"	"  25.3000"	""	""	""	""	""	""	
"06/24/2017 11:10'00"	"42910.4652777778"	"  33.5000"	"  25.4000"	""	""	""	""	""	""	
"06/24/2017 11:20'00"	"42910.4722222222"	"  32.2000"	"  25.6000"	""	""	""	""	""	""	
"06/24/2017 11:30'00"	"42910.4791666667"	"  28.7000"	"  25.7000"	""	""	""	""	""	""	
"06/24/2017 11:40'00"	"42910.4861111111"	"  34.4000"	"  25.8000"	""	""	""	""	""	""	
"06/24/2017 11:50'00"	"42910.4930555556"	"  34.9000"	"  25.8000"	""	""	""	""	""	""	
"06/24/2017 12:00'00"	"42910.5000000000"	"  32.5000"	"  26.0000"	""	""	""	""	""	""	
"06/24/2017 12:10'00"	"42910.5069444444"	"  33.4000"	"  26.1000"	""	""	""	""	""	""	
"06/24/2017 12:20'00"	"42910.5138888889"	"  32.2000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 12:30'00"	"42910.5208333333"	"  31.2000"	"  26.5000"	""	""	""	""	""	""	
"06/24/2017 12:40'00"	"42910.5277777778"	"  30.2000"	"  26.5000"	""	""	""	""	""	""	
"06/24/2017 12:50'00"	"42910.5347222222"	"  30.9000"	"  26.5000"	""	""	""	""	""	""	
"06/24/2017 13:00'00"	"42910.5416666667"	"  30.9000"	"  26.6000"	""	""	""	""	""	""	
"06/24/2017 13:10'00"	"42910.5486111111"	"  30.0000"	"  26.6000"	""	""	""	""	""	""	
"06/24/2017 13:20'00"	"42910.5555555556"	"  29.4000"	"  26.6000"	""	""	""	""	""	""	
"06/24/2017 13:30'00"	"42910.5625000000"	"  28.5000"	"  26.6000"	""	""	""	""	""	""	
"06/24/2017 13:40'00"	"42910.5694444444"	"  28.7000"	"  26.6000"	""	""	""	""	""	""	
"06/24/2017 13:50'00"	"42910.5763888889"	"  28.5000"	"  26.4000"	""	""	""	""	""	""	
"06/24/2017 14:00'00"	"42910.5833333333"	"  28.7000"	"  26.4000"	""	""	""	""	""	""	
"06/24/2017 14:10'00"	"42910.5902777778"	"  28.4000"	"  26.4000"	""	""	""	""	""	""	
"06/24/2017 14:20'00"	"42910.5972222222"	"  30.1000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 14:30'00"	"42910.6041666667"	"  29.4000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 14:40'00"	"42910.6111111111"	"  29.1000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 14:50'00"	"42910.6180555556"	"  28.6000"	"  26.2000"	""	""	""	""	""	""	
"06/24/2017 15:00'00"	"42910.6250000000"	"  29.7000"	"  26.2000"	""	""	""	""	""	""	
"06/24/2017 15:10'00"	"42910.6319444444"	"  29.6000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 15:20'00"	"42910.6388888889"	"  31.5000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 15:30'00"	"42910.6458333333"	"  31.7000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 15:40'00"	"42910.6527777778"	"  30.6000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 15:50'00"	"42910.6597222222"	"  28.8000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 16:00'00"	"42910.6666666667"	"  27.2000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 16:10'00"	"42910.6736111111"	"  27.7000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 16:20'00"	"42910.6805555556"	"  28.7000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 16:30'00"	"42910.6875000000"	"  27.1000"	"  26.3000"	""	""	""	""	""	""	
"06/24/2017 16:40'00"	"42910.6944444444"	"  26.6000"	"  26.2000"	""	""	""	""	""	""	
"06/24/2017 16:50'00"	"42910.7013888889"	"  26.6000"	"  26.2000"	""	""	""	""	""	""	
"06/24/2017 17:00'00"	"42910.7083333333"	"  26.5000"	"  26.1000"	""	""	""	""	""	""	
"06/24/2017 17:10'00"	"42910.7152777778"	"  26.4000"	"  26.0000"	""	""	""	""	""	""	
"06/24/2017 17:20'00"	"42910.7222222222"	"  25.3000"	"  26.0000"	""	""	""	""	""	""	
"06/24/2017 17:30'00"	"42910.7291666667"	"  25.9000"	"  25.9000"	""	""	""	""	""	""	
"06/24/2017 17:40'00"	"42910.7361111111"	"  25.1000"	"  25.9000"	""	""	""	""	""	""	
"06/24/2017 17:50'00"	"42910.7430555556"	"  25.0000"	"  25.8000"	""	""	""	""	""	""	
"06/24/2017 18:00'00"	"42910.7500000000"	"  24.2000"	"  25.7000"	""	""	""	""	""	""	
"06/24/2017 18:10'00"	"42910.7569444444"	"  24.0000"	"  25.6000"	""	""	""	""	""	""	
"06/24/2017 18:20'00"	"42910.7638888889"	"  24.0000"	"  25.5000"	""	""	""	""	""	""	
"06/24/2017 18:30'00"	"42910.7708333333"	"  23.7000"	"  25.4000"	""	""	""	""	""	""	
"06/24/2017 18:40'00"	"42910.7777777778"	"  23.9000"	"  25.3000"	""	""	""	""	""	""	
"06/24/2017 18:50'00"	"42910.7847222222"	"  23.6000"	"  25.3000"	""	""	""	""	""	""	
"06/24/2017 19:00'00"	"42910.7916666667"	"  23.5000"	"  25.3000"	""	""	""	""	""	""	
"06/24/2017 19:10'00"	"42910.7986111111"	"  23.3000"	"  25.1000"	""	""	""	""	""	""	
"06/24/2017 19:20'00"	"42910.8055555556"	"  23.1000"	"  25.1000"	""	""	""	""	""	""	
"06/24/2017 19:30'00"	"42910.8125000000"	"  23.2000"	"  25.0000"	""	""	""	""	""	""	
"06/24/2017 19:40'00"	"42910.8194444444"	"  23.2000"	"  25.0000"	""	""	""	""	""	""	
"06/24/2017 19:50'00"	"42910.8263888889"	"  23.2000"	"  24.9000"	""	""	""	""	""	""	
"06/24/2017 20:00'00"	"42910.8333333333"	"  23.2000"	"  24.9000"	""	""	""	""	""	""	
"06/24/2017 20:10'00"	"42910.8402777778"	"  23.2000"	"  24.8000"	""	""	""	""	""	""	
"06/24/2017 20:20'00"	"42910.8472222222"	"  23.1000"	"  24.8000"	""	""	""	""	""	""	
"06/24/2017 20:30'00"	"42910.8541666667"	"  23.0000"	"  24.7000"	""	""	""	""	""	""	
"06/24/2017 20:40'00"	"42910.8611111111"	"  23.2000"	"  24.6000"	""	""	""	""	""	""	
"06/24/2017 20:50'00"	"42910.8680555556"	"  23.1000"	"  24.6000"	""	""	""	""	""	""	
"06/24/2017 21:00'00"	"42910.8750000000"	"  23.0000"	"  24.6000"	""	""	""	""	""	""	
"06/24/2017 21:10'00"	"42910.8819444444"	"  22.8000"	"  24.5000"	""	""	""	""	""	""	
"06/24/2017 21:20'00"	"42910.8888888889"	"  22.8000"	"  24.5000"	""	""	""	""	""	""	
"06/24/2017 21:30'00"	"42910.8958333333"	"  22.9000"	"  24.4000"	""	""	""	""	""	""	
"06/24/2017 21:40'00"	"42910.9027777778"	"  23.1000"	"  24.4000"	""	""	""	""	""	""	
"06/24/2017 21:50'00"	"42910.9097222222"	"  22.9000"	"  24.4000"	""	""	""	""	""	""	
"06/24/2017 22:00'00"	"42910.9166666667"	"  22.8000"	"  24.4000"	""	""	""	""	""	""	
"06/24/2017 22:10'00"	"42910.9236111111"	"  22.8000"	"  24.4000"	""	""	""	""	""	""	
"06/24/2017 22:20'00"	"42910.9305555556"	"  22.7000"	"  24.4000"	""	""	""	""	""	""	
"06/24/2017 22:30'00"	"42910.9375000000"	"  22.6000"	"  24.3000"	""	""	""	""	""	""	
"06/24/2017 22:40'00"	"42910.9444444444"	"  22.7000"	"  24.3000"	""	""	""	""	""	""	
"06/24/2017 22:50'00"	"42910.9513888889"	"  22.4000"	"  24.3000"	""	""	""	""	""	""	
"06/24/2017 23:00'00"	"42910.9583333333"	"  22.5000"	"  24.3000"	""	""	""	""	""	""	
"06/24/2017 23:10'00"	"42910.9652777778"	"  22.6000"	"  24.2000"	""	""	""	""	""	""	
"06/24/2017 23:20'00"	"42910.9722222222"	"  22.5000"	"  24.2000"	""	""	""	""	""	""	
"06/24/2017 23:30'00"	"42910.9791666667"	"  22.6000"	"  24.2000"	""	""	""	""	""	""	
"06/24/2017 23:40'00"	"42910.9861111111"	"  22.7000"	"  24.2000"	""	""	""	""	""	""	
"06/24/2017 23:50'00"	"42910.9930555556"	"  22.6000"	"  24.1000"	""	""	""	""	""	""	
"06/25/2017 00:00'00"	"42911.0000000000"	"  22.6000"	"  24.1000"	""	""	""	""	""	""	
"06/25/2017 00:10'00"	"42911.0069444444"	"  22.5000"	"  24.1000"	""	""	""	""	""	""	
"06/25/2017 00:20'00"	"42911.0138888889"	"  22.4000"	"  24.1000"	""	""	""	""	""	""	
"06/25/2017 00:30'00"	"42911.0208333333"	"  22.5000"	"  24.1000"	""	""	""	""	""	""	
"06/25/2017 00:40'00"	"42911.0277777778"	"  22.5000"	"  24.1000"	""	""	""	""	""	""	
"06/25/2017 00:50'00"	"42911.0347222222"	"  22.4000"	"  24.1000"	""	""	""	""	""	""	
"06/25/2017 01:00'00"	"42911.0416666667"	"  22.3000"	"  24.0000"	""	""	""	""	""	""	
"06/25/2017 01:10'00"	"42911.0486111111"	"  22.3000"	"  24.0000"	""	""	""	""	""	""	
"06/25/2017 01:20'00"	"42911.0555555556"	"  22.0000"	"  24.0000"	""	""	""	""	""	""	
"06/25/2017 01:30'00"	"42911.0625000000"	"  21.9000"	"  24.0000"	""	""	""	""	""	""	
"06/25/2017 01:40'00"	"42911.0694444444"	"  21.9000"	"  24.0000"	""	""	""	""	""	""	
"06/25/2017 01:50'00"	"42911.0763888889"	"  21.9000"	"  24.0000"	""	""	""	""	""	""	
"06/25/2017 02:00'00"	"42911.0833333333"	"  21.9000"	"  24.0000"	""	""	""	""	""	""	
"06/25/2017 02:10'00"	"42911.0902777778"	"  21.8000"	"  23.9000"	""	""	""	""	""	""	
"06/25/2017 02:20'00"	"42911.0972222222"	"  21.7000"	"  23.9000"	""	""	""	""	""	""	
"06/25/2017 02:30'00"	"42911.1041666667"	"  21.7000"	"  23.9000"	""	""	""	""	""	""	
"06/25/2017 02:40'00"	"42911.1111111111"	"  21.8000"	"  23.9000"	""	""	""	""	""	""	
"06/25/2017 02:50'00"	"42911.1180555556"	"  21.7000"	"  23.9000"	""	""	""	""	""	""	
"06/25/2017 03:00'00"	"42911.1250000000"	"  21.7000"	"  23.9000"	""	""	""	""	""	""	
"06/25/2017 03:10'00"	"42911.1319444444"	"  21.6000"	"  23.9000"	""	""	""	""	""	""	
"06/25/2017 03:20'00"	"42911.1388888889"	"  21.5000"	"  23.8000"	""	""	""	""	""	""	
"06/25/2017 03:30'00"	"42911.1458333333"	"  21.2000"	"  23.8000"	""	""	""	""	""	""	
"06/25/2017 03:40'00"	"42911.1527777778"	"  21.3000"	"  23.7000"	""	""	""	""	""	""	
"06/25/2017 03:50'00"	"42911.1597222222"	"  21.4000"	"  23.8000"	""	""	""	""	""	""	
"06/25/2017 04:00'00"	"42911.1666666667"	"  21.2000"	"  23.7000"	""	""	""	""	""	""	
"06/25/2017 04:10'00"	"42911.1736111111"	"  21.1000"	"  23.7000"	""	""	""	""	""	""	
"06/25/2017 04:20'00"	"42911.1805555556"	"  21.1000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 04:30'00"	"42911.1875000000"	"  21.0000"	"  23.7000"	""	""	""	""	""	""	
"06/25/2017 04:40'00"	"42911.1944444444"	"  20.9000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 04:50'00"	"42911.2013888889"	"  20.7000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 05:00'00"	"42911.2083333333"	"  20.7000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 05:10'00"	"42911.2152777778"	"  20.6000"	"  23.5000"	""	""	""	""	""	""	
"06/25/2017 05:20'00"	"42911.2222222222"	"  20.5000"	"  23.5000"	""	""	""	""	""	""	
"06/25/2017 05:30'00"	"42911.2291666667"	"  20.6000"	"  23.5000"	""	""	""	""	""	""	
"06/25/2017 05:40'00"	"42911.2361111111"	"  20.5000"	"  23.4000"	""	""	""	""	""	""	
"06/25/2017 05:50'00"	"42911.2430555556"	"  20.4000"	"  23.4000"	""	""	""	""	""	""	
"06/25/2017 06:00'00"	"42911.2500000000"	"  20.4000"	"  23.4000"	""	""	""	""	""	""	
"06/25/2017 06:10'00"	"42911.2569444444"	"  20.6000"	"  23.3000"	""	""	""	""	""	""	
"06/25/2017 06:20'00"	"42911.2638888889"	"  20.6000"	"  23.3000"	""	""	""	""	""	""	
"06/25/2017 06:30'00"	"42911.2708333333"	"  20.8000"	"  23.3000"	""	""	""	""	""	""	
"06/25/2017 06:40'00"	"42911.2777777778"	"  21.2000"	"  23.3000"	""	""	""	""	""	""	
"06/25/2017 06:50'00"	"42911.2847222222"	"  21.1000"	"  23.2000"	""	""	""	""	""	""	
"06/25/2017 07:00'00"	"42911.2916666667"	"  21.3000"	"  23.2000"	""	""	""	""	""	""	
"06/25/2017 07:10'00"	"42911.2986111111"	"  20.8000"	"  23.2000"	""	""	""	""	""	""	
"06/25/2017 07:20'00"	"42911.3055555556"	"  21.2000"	"  23.2000"	""	""	""	""	""	""	
"06/25/2017 07:30'00"	"42911.3125000000"	"  21.4000"	"  23.3000"	""	""	""	""	""	""	
"06/25/2017 07:40'00"	"42911.3194444444"	"  22.7000"	"  23.3000"	""	""	""	""	""	""	
"06/25/2017 07:50'00"	"42911.3263888889"	"  23.4000"	"  23.3000"	""	""	""	""	""	""	
"06/25/2017 08:00'00"	"42911.3333333333"	"  23.3000"	"  23.3000"	""	""	""	""	""	""	
"06/25/2017 08:10'00"	"42911.3402777778"	"  24.3000"	"  23.4000"	""	""	""	""	""	""	
"06/25/2017 08:20'00"	"42911.3472222222"	"  25.3000"	"  23.4000"	""	""	""	""	""	""	
"06/25/2017 08:30'00"	"42911.3541666667"	"  25.4000"	"  23.5000"	""	""	""	""	""	""	
"06/25/2017 08:40'00"	"42911.3611111111"	"  25.7000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 08:50'00"	"42911.3680555556"	"  25.7000"	"  23.7000"	""	""	""	""	""	""	
"06/25/2017 09:00'00"	"42911.3750000000"	"  26.2000"	"  23.7000"	""	""	""	""	""	""	
"06/25/2017 09:10'00"	"42911.3819444444"	"  26.0000"	"  23.9000"	""	""	""	""	""	""	
"06/25/2017 09:20'00"	"42911.3888888889"	"  27.1000"	"  23.9000"	""	""	""	""	""	""	
"06/25/2017 09:30'00"	"42911.3958333333"	"  26.1000"	"  24.1000"	""	""	""	""	""	""	
"06/25/2017 09:40'00"	"42911.4027777778"	"  26.1000"	"  24.1000"	""	""	""	""	""	""	
"06/25/2017 09:50'00"	"42911.4097222222"	"  26.7000"	"  24.2000"	""	""	""	""	""	""	
"06/25/2017 10:00'00"	"42911.4166666667"	"  26.2000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 10:10'00"	"42911.4236111111"	"  26.7000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 10:20'00"	"42911.4305555556"	"  25.8000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 10:30'00"	"42911.4375000000"	"  24.9000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 10:40'00"	"42911.4444444444"	"  24.8000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 10:50'00"	"42911.4513888889"	"  23.8000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 11:00'00"	"42911.4583333333"	"  23.9000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 11:10'00"	"42911.4652777778"	"  24.1000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 11:20'00"	"42911.4722222222"	"  24.2000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 11:30'00"	"42911.4791666667"	"  23.8000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 11:40'00"	"42911.4861111111"	"  24.3000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 11:50'00"	"42911.4930555556"	"  24.6000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 12:00'00"	"42911.5000000000"	"  25.6000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 12:10'00"	"42911.5069444444"	"  24.4000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 12:20'00"	"42911.5138888889"	"  24.1000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 12:30'00"	"42911.5208333333"	"  23.5000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 12:40'00"	"42911.5277777778"	"  24.4000"	"  24.5000"	""	""	""	""	""	""	
"06/25/2017 12:50'00"	"42911.5347222222"	"  23.9000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 13:00'00"	"42911.5416666667"	"  24.1000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 13:10'00"	"42911.5486111111"	"  23.4000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 13:20'00"	"42911.5555555556"	"  23.1000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 13:30'00"	"42911.5625000000"	"  22.6000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 13:40'00"	"42911.5694444444"	"  23.0000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 13:50'00"	"42911.5763888889"	"  23.5000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 14:00'00"	"42911.5833333333"	"  24.3000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 14:10'00"	"42911.5902777778"	"  24.1000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 14:20'00"	"42911.5972222222"	"  23.0000"	"  24.4000"	""	""	""	""	""	""	
"06/25/2017 14:30'00"	"42911.6041666667"	"  23.1000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 14:40'00"	"42911.6111111111"	"  23.8000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 14:50'00"	"42911.6180555556"	"  24.3000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 15:00'00"	"42911.6250000000"	"  23.6000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 15:10'00"	"42911.6319444444"	"  23.5000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 15:20'00"	"42911.6388888889"	"  23.5000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 15:30'00"	"42911.6458333333"	"  23.9000"	"  24.2000"	""	""	""	""	""	""	
"06/25/2017 15:40'00"	"42911.6527777778"	"  23.8000"	"  24.2000"	""	""	""	""	""	""	
"06/25/2017 15:50'00"	"42911.6597222222"	"  24.0000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 16:00'00"	"42911.6666666667"	"  24.3000"	"  24.2000"	""	""	""	""	""	""	
"06/25/2017 16:10'00"	"42911.6736111111"	"  25.2000"	"  24.2000"	""	""	""	""	""	""	
"06/25/2017 16:20'00"	"42911.6805555556"	"  25.3000"	"  24.2000"	""	""	""	""	""	""	
"06/25/2017 16:30'00"	"42911.6875000000"	"  24.7000"	"  24.2000"	""	""	""	""	""	""	
"06/25/2017 16:40'00"	"42911.6944444444"	"  23.9000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 16:50'00"	"42911.7013888889"	"  23.5000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 17:00'00"	"42911.7083333333"	"  23.3000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 17:10'00"	"42911.7152777778"	"  23.3000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 17:20'00"	"42911.7222222222"	"  23.7000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 17:30'00"	"42911.7291666667"	"  24.0000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 17:40'00"	"42911.7361111111"	"  23.4000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 17:50'00"	"42911.7430555556"	"  24.1000"	"  24.2000"	""	""	""	""	""	""	
"06/25/2017 18:00'00"	"42911.7500000000"	"  23.6000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 18:10'00"	"42911.7569444444"	"  23.2000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 18:20'00"	"42911.7638888889"	"  22.8000"	"  24.2000"	""	""	""	""	""	""	
"06/25/2017 18:30'00"	"42911.7708333333"	"  22.6000"	"  24.3000"	""	""	""	""	""	""	
"06/25/2017 18:40'00"	"42911.7777777778"	"  22.7000"	"  24.2000"	""	""	""	""	""	""	
"06/25/2017 18:50'00"	"42911.7847222222"	"  22.5000"	"  24.2000"	""	""	""	""	""	""	
"06/25/2017 19:00'00"	"42911.7916666667"	"  22.2000"	"  24.1000"	""	""	""	""	""	""	
"06/25/2017 19:10'00"	"42911.7986111111"	"  22.3000"	"  24.2000"	""	""	""	""	""	""	
"06/25/2017 19:20'00"	"42911.8055555556"	"  22.3000"	"  24.1000"	""	""	""	""	""	""	
"06/25/2017 19:30'00"	"42911.8125000000"	"  22.2000"	"  24.1000"	""	""	""	""	""	""	
"06/25/2017 19:40'00"	"42911.8194444444"	"  22.1000"	"  24.0000"	""	""	""	""	""	""	
"06/25/2017 19:50'00"	"42911.8263888889"	"  22.2000"	"  23.9000"	""	""	""	""	""	""	
"06/25/2017 20:00'00"	"42911.8333333333"	"  22.2000"	"  23.9000"	""	""	""	""	""	""	
"06/25/2017 20:10'00"	"42911.8402777778"	"  22.1000"	"  23.9000"	""	""	""	""	""	""	
"06/25/2017 20:20'00"	"42911.8472222222"	"  22.0000"	"  23.8000"	""	""	""	""	""	""	
"06/25/2017 20:30'00"	"42911.8541666667"	"  22.0000"	"  23.8000"	""	""	""	""	""	""	
"06/25/2017 20:40'00"	"42911.8611111111"	"  22.1000"	"  23.8000"	""	""	""	""	""	""	
"06/25/2017 20:50'00"	"42911.8680555556"	"  22.1000"	"  23.8000"	""	""	""	""	""	""	
"06/25/2017 21:00'00"	"42911.8750000000"	"  22.2000"	"  23.8000"	""	""	""	""	""	""	
"06/25/2017 21:10'00"	"42911.8819444444"	"  22.3000"	"  23.8000"	""	""	""	""	""	""	
"06/25/2017 21:20'00"	"42911.8888888889"	"  22.3000"	"  23.8000"	""	""	""	""	""	""	
"06/25/2017 21:30'00"	"42911.8958333333"	"  22.3000"	"  23.7000"	""	""	""	""	""	""	
"06/25/2017 21:40'00"	"42911.9027777778"	"  22.2000"	"  23.7000"	""	""	""	""	""	""	
"06/25/2017 21:50'00"	"42911.9097222222"	"  22.1000"	"  23.7000"	""	""	""	""	""	""	
"06/25/2017 22:00'00"	"42911.9166666667"	"  22.0000"	"  23.7000"	""	""	""	""	""	""	
"06/25/2017 22:10'00"	"42911.9236111111"	"  22.2000"	"  23.7000"	""	""	""	""	""	""	
"06/25/2017 22:20'00"	"42911.9305555556"	"  22.1000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 22:30'00"	"42911.9375000000"	"  22.3000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 22:40'00"	"42911.9444444444"	"  22.1000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 22:50'00"	"42911.9513888889"	"  22.0000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 23:00'00"	"42911.9583333333"	"  22.0000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 23:10'00"	"42911.9652777778"	"  21.9000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 23:20'00"	"42911.9722222222"	"  22.0000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 23:30'00"	"42911.9791666667"	"  22.0000"	"  23.6000"	""	""	""	""	""	""	
"06/25/2017 23:40'00"	"42911.9861111111"	"  22.0000"	"  23.5000"	""	""	""	""	""	""	
"06/25/2017 23:50'00"	"42911.9930555556"	"  22.0000"	"  23.5000"	""	""	""	""	""	""	
"06/26/2017 00:00'00"	"42912.0000000000"	"  22.1000"	"  23.5000"	""	""	""	""	""	""	
"06/26/2017 00:10'00"	"42912.0069444444"	"  22.0000"	"  23.5000"	""	""	""	""	""	""	
