date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,T20_mean_y,ST_mean_y,T60_mean_y,H_mean_y,T20_min_y,ST_min_y,T60_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,T20_mean_z,ST_mean_z,T60_mean_z,H_mean_z,T20_min_z,ST_min_z,T60_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z
2019-06-27,26.418181818181818,25.05818181818182,26.63454545454546,76.86727272727273,19.6,21.7,19.7,46.8,36.8,28.5,35.5,98.6,26.465277777777782,25.713888888888896,26.69444444444444,76.85694444444447,18.8,21.1,18.9,47.3,35.4,32.8,34.1,99.0,24.47391304347826,24.68260869565217,24.643478260869564,79.64347826086956,22.4,23.4,22.6,57.4,29.5,27.9,29.8,91.2
2019-06-28,24.809090909090916,25.101818181818192,25.180000000000007,91.59818181818181,21.8,24.2,22.1,81.8,28.5,25.9,28.9,98.6,25.818055555555556,25.15277777777778,26.09166666666667,78.77916666666667,19.6,21.7,19.7,46.8,36.8,28.5,35.5,98.6,26.465277777777782,25.713888888888896,26.69444444444444,76.85694444444447,18.8,21.1,18.9,47.3,35.4,32.8,34.1,99.0
2019-06-29,28.449090909090906,26.378181818181826,28.705454545454543,83.01272727272728,22.5,24.6,22.6,51.1,39.4,28.8,37.2,100.0,24.694444444444443,25.181944444444458,25.059722222222227,93.57499999999999,21.8,24.2,22.1,81.8,28.5,25.9,28.9,100.0,25.818055555555556,25.15277777777778,26.09166666666667,78.77916666666667,19.6,21.7,19.7,46.8,36.8,28.5,35.5,98.6
2019-06-30,28.047272727272727,26.74545454545454,28.161818181818177,86.07272727272729,24.2,24.8,24.4,59.7,37.0,28.8,35.5,100.0,27.865277777777777,26.566666666666677,28.15416666666666,84.94305555555556,22.5,24.6,22.6,51.1,39.4,28.8,37.2,100.0,24.694444444444443,25.181944444444458,25.059722222222227,93.57499999999999,21.8,24.2,22.1,81.8,28.5,25.9,28.9,100.0
2019-07-01,26.240000000000006,26.54363636363637,26.47454545454546,94.60909090909092,24.9,26.2,25.1,81.5,29.2,27.2,29.5,100.0,27.45,26.786111111111108,27.597222222222225,88.6138888888889,24.2,24.8,24.4,59.7,37.0,28.8,35.5,100.0,27.865277777777777,26.566666666666677,28.15416666666666,84.94305555555556,22.5,24.6,22.6,51.1,39.4,28.8,37.2,100.0
2019-07-02,25.32545454545455,25.69090909090907,25.425454545454542,89.65999999999998,23.4,25.3,23.5,71.7,28.9,26.2,29.0,100.0,25.966666666666665,26.502777777777784,26.198611111111116,95.11388888888888,24.3,26.0,24.5,81.5,29.2,27.2,29.5,100.0,27.45,26.786111111111108,27.597222222222225,88.6138888888889,24.2,24.8,24.4,59.7,37.0,28.8,35.5,100.0
2019-07-03,25.930909090909083,25.587272727272723,25.88181818181818,86.46545454545456,22.7,24.6,22.8,56.5,32.6,27.3,31.7,100.0,24.78750000000001,25.59722222222221,24.88888888888889,91.49166666666665,22.5,24.8,22.6,71.7,28.9,26.2,29.0,100.0,25.966666666666665,26.502777777777784,26.198611111111116,95.11388888888888,24.3,26.0,24.5,81.5,29.2,27.2,29.5,100.0
2019-07-04,26.87454545454546,26.003636363636364,27.194545454545455,84.98,21.7,24.2,21.8,58.8,36.2,27.7,36.0,100.0,25.290277777777774,25.569444444444443,25.273611111111105,88.60000000000002,22.2,24.6,22.3,56.5,32.6,27.3,31.7,100.0,24.78750000000001,25.59722222222221,24.88888888888889,91.49166666666665,22.5,24.8,22.6,71.7,28.9,26.2,29.0,100.0
2019-07-05,26.756363636363638,25.978181818181813,26.923636363636362,87.25454545454546,23.1,24.7,23.5,64.5,33.0,27.7,33.2,100.0,26.165277777777785,25.980555555555554,26.47222222222222,88.37222222222223,21.7,24.2,21.8,58.8,36.2,27.7,36.0,100.0,25.290277777777774,25.569444444444443,25.273611111111105,88.60000000000002,22.2,24.6,22.3,56.5,32.6,27.3,31.7,100.0
2019-07-06,24.872727272727268,25.48000000000001,25.20545454545455,88.3290909090909,21.5,24.8,21.3,69.5,30.0,26.4,30.4,100.0,26.04722222222222,26.055555555555557,26.25,89.2125,22.3,24.7,22.5,64.5,33.0,27.7,33.2,100.0,26.165277777777785,25.980555555555554,26.47222222222222,88.37222222222223,21.7,24.2,21.8,58.8,36.2,27.7,36.0,100.0
