date,T20_x,ST_x,T60_x,H_x,T20_y,ST_y,T60_y,H_y,T20,ST,T60,H
2019-06-24,24.47391304347826,24.68260869565217,24.643478260869564,79.64347826086956,22.4,23.4,22.6,57.4,29.5,27.9,29.8,91.2
2019-06-25,26.465277777777782,25.713888888888896,26.69444444444444,76.85694444444447,18.8,21.1,18.9,47.3,35.4,32.8,34.1,99.0
2019-06-26,25.818055555555556,25.15277777777778,26.09166666666667,78.77916666666667,19.6,21.7,19.7,46.8,36.8,28.5,35.5,98.6
2019-06-27,24.694444444444443,25.181944444444458,25.059722222222227,93.57499999999999,21.8,24.2,22.1,81.8,28.5,25.9,28.9,100.0
2019-06-28,27.865277777777777,26.566666666666677,28.15416666666666,84.94305555555556,22.5,24.6,22.6,51.1,39.4,28.8,37.2,100.0
2019-06-29,27.45,26.786111111111108,27.597222222222225,88.6138888888889,24.2,24.8,24.4,59.7,37.0,28.8,35.5,100.0
2019-06-30,25.966666666666665,26.502777777777784,26.198611111111116,95.11388888888888,24.3,26.0,24.5,81.5,29.2,27.2,29.5,100.0
2019-07-01,24.78750000000001,25.59722222222221,24.88888888888889,91.49166666666665,22.5,24.8,22.6,71.7,28.9,26.2,29.0,100.0
2019-07-02,25.290277777777774,25.569444444444443,25.273611111111105,88.60000000000002,22.2,24.6,22.3,56.5,32.6,27.3,31.7,100.0
2019-07-03,26.165277777777785,25.980555555555554,26.47222222222222,88.37222222222223,21.7,24.2,21.8,58.8,36.2,27.7,36.0,100.0
2019-07-04,26.04722222222222,26.055555555555557,26.25,89.2125,22.3,24.7,22.5,64.5,33.0,27.7,33.2,100.0
2019-07-05,23.887500000000003,25.123611111111117,24.144444444444446,90.26388888888887,20.4,23.6,20.4,69.5,30.0,26.4,30.4,100.0
2019-07-06,24.876388888888897,24.631944444444443,25.077777777777786,84.51944444444443,20.1,23.2,20.2,52.9,34.6,26.8,34.4,100.0
2019-07-07,25.98888888888889,25.36805555555556,26.209722222222226,84.17222222222225,22.0,24.0,22.1,58.4,34.5,27.3,35.0,97.9
2019-07-08,24.35416666666667,25.020833333333336,24.800000000000004,88.45138888888884,21.4,24.0,21.5,71.2,29.3,25.9,30.8,100.0
2019-07-09,25.016666666666662,24.691666666666666,25.198611111111106,81.73611111111114,21.0,23.4,21.1,46.8,36.5,26.8,36.8,97.8
2019-07-10,26.644444444444442,25.26944444444445,26.83888888888889,73.37777777777778,19.9,22.9,19.8,44.3,38.4,27.9,37.0,91.0
2019-07-11,22.540277777777785,23.913888888888877,22.766666666666666,87.07361111111112,20.3,23.1,20.4,73.8,26.6,24.7,28.1,99.9
2019-07-12,25.799999999999997,24.75277777777778,26.35277777777777,83.42222222222226,21.3,23.0,21.4,59.2,34.6,26.8,36.8,99.3
2019-07-13,25.05972222222222,25.102777777777785,25.5875,87.51805555555558,21.9,24.2,21.7,68.9,29.9,26.0,31.7,100.0
2019-07-14,24.873611111111117,25.023611111111112,25.316666666666674,89.6875,20.5,23.7,20.5,64.4,32.7,26.3,34.5,100.0
2019-07-15,24.65694444444443,25.21527777777776,25.177777777777774,94.91666666666667,22.5,24.7,22.6,78.2,30.0,26.1,32.5,100.0
2019-07-16,22.309722222222227,25.03611111111111,24.431944444444454,96.44444444444444,18.2,24.4,22.2,78.2,30.0,25.9,32.6,100.0
2019-07-17,25.70833333333334,25.965277777777782,27.404166666666676,71.10000000000001,17.3,24.4,21.4,35.3,38.5,28.0,38.6,99.9
2019-07-18,26.66111111111111,26.35972222222222,27.26250000000001,71.01666666666667,23.0,24.9,23.2,45.8,33.9,27.8,35.2,89.3
2019-07-19,25.848611111111115,26.087500000000006,26.50833333333334,71.56250000000003,22.5,25.1,22.8,44.5,32.8,27.1,35.1,89.7
2019-07-20,25.613888888888898,26.440277777777787,26.75972222222222,77.47638888888888,22.2,25.5,23.5,54.8,30.2,27.4,32.3,94.0
2019-07-21,26.619444444444444,26.780555555555555,27.29444444444444,70.79027777777776,22.7,25.9,23.4,50.1,31.6,27.6,32.9,89.3
2019-07-22,26.606944444444455,26.922222222222228,27.118055555555554,73.84027777777777,24.0,26.4,24.3,52.8,30.3,27.5,30.6,87.7
2019-07-23,28.558333333333344,27.312499999999996,29.71250000000001,64.39999999999998,22.8,25.9,23.0,38.5,35.2,28.8,39.4,94.1
2019-07-24,29.66250000000001,28.084722222222222,30.336111111111133,60.837500000000006,23.9,26.5,24.0,36.7,38.5,30.1,39.4,86.7
2019-07-25,29.143055555555552,28.20277777777778,29.82916666666667,60.67222222222223,24.1,26.7,24.0,35.6,39.0,30.0,40.3,77.4
2019-07-26,29.01111111111112,28.394444444444442,29.763888888888896,61.186111111111096,25.2,27.1,24.8,37.7,38.0,30.2,39.2,82.8
2019-07-27,26.813888888888894,27.644444444444453,27.119444444444444,70.64027777777778,24.8,27.0,24.8,47.4,32.7,28.5,34.3,81.4
2019-07-28,28.799999999999997,28.104166666666664,29.834722222222215,63.31111111111113,24.0,26.7,24.1,40.7,34.8,29.6,39.7,85.2
