date,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max
2018-10-27,20.524305555555557,20.82361111111111,20.753472222222232,87.46527777777777,15.7,19.1,14.9,48,29.1,23.0,32.1,100
2018-10-28,18.7,19.565972222222225,19.01111111111111,77.86111111111111,13.1,17.2,12.2,44,28.0,22.2,30.7,95
2018-10-29,18.029861111111117,18.786805555555556,18.44791666666667,78.86111111111111,11.5,16.0,10.8,49,27.1,21.5,30.2,94
2018-10-30,17.938888888888883,18.670833333333327,18.24027777777779,78.72222222222223,11.7,16.1,10.9,40,28.0,21.6,31.8,95
2018-10-31,17.11458333333333,18.213194444444447,17.393055555555563,84.45833333333333,12.3,16.1,11.4,43,27.4,21.2,30.1,100
2018-11-01,16.06111111111112,17.57083333333333,16.48888888888889,86.52777777777777,10.8,15.2,9.8,45,25.5,20.4,29.1,100
2018-11-02,17.022222222222222,17.65416666666666,17.497222222222216,82.85416666666667,10.3,14.8,9.6,47,26.7,20.5,29.9,97
2018-11-03,18.324305555555554,18.659722222222207,18.59652777777779,91.74305555555556,15.2,17.3,14.8,58,24.6,20.6,26.8,100
2018-11-04,18.288194444444454,18.993055555555564,18.420138888888886,97.59027777777777,15.9,18.0,15.5,90,23.0,20.0,24.6,100
2018-11-05,20.11250000000001,19.86319444444445,20.670833333333324,94.74305555555556,16.2,18.2,15.9,72,27.3,21.8,30.3,100
2018-11-06,20.186805555555555,20.597222222222225,20.589583333333344,97.51388888888889,18.3,20.0,18.3,78,24.8,21.8,26.1,100
2018-11-07,20.451388888888893,20.621527777777775,21.00138888888889,91.73611111111111,16.7,19.0,16.6,63,27.0,22.6,29.6,100
2018-11-08,21.013194444444437,20.985416666666676,21.434027777777782,89.64583333333333,17.2,19.4,17.0,61,28.8,23.2,32.0,100
2018-11-09,19.44166666666667,20.376388888888865,19.763888888888896,99.65277777777777,17.9,19.8,17.8,93,23.6,21.3,25.6,100
2018-11-10,20.99930555555556,20.990277777777774,21.634027777777778,87.03472222222223,17.6,19.9,17.6,44,27.0,22.7,29.6,100
2018-11-11,19.584722222222215,20.190277777777784,20.075000000000014,87.4375,15.3,18.5,15.0,56,26.3,22.1,28.8,100
2018-11-12,19.790972222222216,20.261111111111116,20.19236111111111,91.71527777777777,16.1,18.7,16.0,61,25.1,21.6,26.6,100
2018-11-13,19.339583333333334,20.197222222222212,19.579861111111125,94.45138888888889,17.4,19.5,17.3,71,23.7,21.4,24.8,100
2018-11-14,18.9951388888889,19.779861111111114,19.412500000000005,89.03472222222223,15.3,18.3,14.9,52,25.3,21.4,27.7,100
2018-11-15,17.940277777777762,19.026388888888878,18.31527777777778,88.97916666666667,14.0,17.4,13.4,51,23.8,20.6,25.3,100
2018-11-16,18.564583333333335,19.13541666666666,18.983333333333334,89.10416666666667,14.0,17.3,13.8,58,26.1,21.1,28.0,100
2018-11-17,19.36458333333333,19.665972222222237,19.85902777777777,86.59027777777777,15.6,18.2,15.4,45,26.2,21.2,27.0,100
2018-11-18,18.647222222222233,19.393055555555538,19.00972222222221,88.04166666666667,15.0,17.9,14.8,55,25.2,21.1,26.6,100
2018-11-19,18.042361111111113,19.218749999999996,18.368750000000006,97.56944444444444,16.0,18.5,15.9,87,22.0,20.2,23.0,100
2018-11-20,17.652083333333334,18.626388888888876,18.299305555555545,86.06944444444444,14.4,17.4,14.3,46,23.5,20.1,25.7,100
2018-11-21,17.856944444444437,18.51527777777776,18.320138888888884,88.70833333333333,13.6,16.8,13.1,44,25.8,20.5,28.4,100
2018-11-22,17.613194444444435,18.65347222222222,17.975694444444454,93.90972222222223,14.9,17.6,14.6,60,23.0,20.2,24.6,100
