< Measurement Data Text Output >									
									
Date/Time	@date()	T60		ch.3	ch.4	ch.5	ch.6	ch.7	ch.8
		°C	°C						
07/23/2019 13:40'00	43669.56944	34.5	28.9						
07/23/2019 14:00'00	43669.58333	34.6	29						
07/23/2019 14:20'00	43669.59722	35.8	29						
07/23/2019 14:40'00	43669.61111	35.5	29.1						
07/23/2019 15:00'00	43669.625	36	29.1						
07/23/2019 15:20'00	43669.63889	31.7	29.1						
07/23/2019 15:40'00	43669.65278	30.3	28.9						
07/23/2019 16:00'00	43669.66667	31.9	28.7						
07/23/2019 16:20'00	43669.68056	32.6	28.7						
07/23/2019 16:40'00	43669.69444	30.3	28.6						
07/23/2019 17:00'00	43669.70833	29.9	28.5						
07/23/2019 17:20'00	43669.72222	30.7	28.5						
07/23/2019 17:40'00	43669.73611	32.8	28.5						
07/23/2019 18:00'00	43669.75	31.6	28.5						
07/23/2019 18:20'00	43669.76389	29.9	28.5						
07/23/2019 18:40'00	43669.77778	28.5	28.4						
07/23/2019 19:00'00	43669.79167	27.6	28.3						
07/23/2019 19:20'00	43669.80556	27.1	28.2						
07/23/2019 19:40'00	43669.81944	27.4	28						
07/23/2019 20:00'00	43669.83333	27.1	27.9						
07/23/2019 20:20'00	43669.84722	26.9	27.8						
07/23/2019 20:40'00	43669.86111	26.5	27.7						
07/23/2019 21:00'00	43669.875	26.7	27.6						
07/23/2019 21:20'00	43669.88889	26.8	27.6						
07/23/2019 21:40'00	43669.90278	26.8	27.5						
07/23/2019 22:00'00	43669.91667	26.2	27.5						
07/23/2019 22:20'00	43669.93056	26.1	27.5						
07/23/2019 22:40'00	43669.94444	25.7	27.4						
07/23/2019 23:00'00	43669.95833	25.7	27.4						
07/23/2019 23:20'00	43669.97222	25.7	27.3						
07/23/2019 23:40'00	43669.98611	25.7	27.3						
07/24/2019 00:00'00	43670	25.4	27.2						
07/24/2019 00:20'00	43670.01389	25.3	27.2						
07/24/2019 00:40'00	43670.02778	25	27.1						
07/24/2019 01:00'00	43670.04167	25	27						
07/24/2019 01:20'00	43670.05556	25	27						
07/24/2019 01:40'00	43670.06944	25	26.9						
07/24/2019 02:00'00	43670.08333	24.8	26.9						
07/24/2019 02:20'00	43670.09722	24.7	26.8						
07/24/2019 02:40'00	43670.11111	24.7	26.8						
07/24/2019 03:00'00	43670.125	24.8	26.7						
07/24/2019 03:20'00	43670.13889	24.6	26.6						
07/24/2019 03:40'00	43670.15278	24.7	26.6						
07/24/2019 04:00'00	43670.16667	24.4	26.6						
07/24/2019 04:20'00	43670.18056	24.4	26.5						
07/24/2019 04:40'00	43670.19444	24.2	26.5						
07/24/2019 05:00'00	43670.20833	24.2	26.4						
07/24/2019 05:20'00	43670.22222	24.7	26.4						
07/24/2019 05:40'00	43670.23611	25.5	26.4						
07/24/2019 06:00'00	43670.25	26.4	26.4						
07/24/2019 06:20'00	43670.26389	27.2	26.5						
07/24/2019 06:40'00	43670.27778	30	26.5						
07/24/2019 07:00'00	43670.29167	32.2	26.7						
07/24/2019 07:20'00	43670.30556	31.7	27						
07/24/2019 07:40'00	43670.31944	32	27.1						
07/24/2019 08:00'00	43670.33333	30	27.3						
07/24/2019 08:20'00	43670.34722	33	27.3						
07/24/2019 08:40'00	43670.36111	34.7	27.6						
07/24/2019 09:00'00	43670.375	34.3	27.9						
07/24/2019 09:20'00	43670.38889	35.6	27.8						
07/24/2019 09:40'00	43670.40278	35.4	28.1						
07/24/2019 10:00'00	43670.41667	36.7	28.3						
07/24/2019 10:20'00	43670.43056	35.3	28.6						
07/24/2019 10:40'00	43670.44444	34.7	28.8						
07/24/2019 11:00'00	43670.45833	36.4	29						
07/24/2019 11:20'00	43670.47222	36.8	29.2						
07/24/2019 11:40'00	43670.48611	35.8	29.4						
07/24/2019 12:00'00	43670.5	36.4	29.6						
07/24/2019 12:20'00	43670.51389	36.9	29.8						
07/24/2019 12:40'00	43670.52778	36.3	29.9						
07/24/2019 13:00'00	43670.54167	36.2	30						
07/24/2019 13:20'00	43670.55556	36.7	30.1						
07/24/2019 13:40'00	43670.56944	36.9	30.2						
07/24/2019 14:00'00	43670.58333	36.1	30.3						
07/24/2019 14:20'00	43670.59722	36.2	30.5						
07/24/2019 14:40'00	43670.61111	36	30.6						
07/24/2019 15:00'00	43670.625	36.1	30.6						
07/24/2019 15:20'00	43670.63889	34.5	30.5						
07/24/2019 15:40'00	43670.65278	34.8	30.3						
07/24/2019 16:00'00	43670.66667	33.2	30.2						
07/24/2019 16:20'00	43670.68056	33.1	30.2						
07/24/2019 16:40'00	43670.69444	33.1	30.2						
07/24/2019 17:00'00	43670.70833	34.7	30.2						
07/24/2019 17:20'00	43670.72222	32.8	30.2						
07/24/2019 17:40'00	43670.73611	31.6	30						
07/24/2019 18:00'00	43670.75	30.5	29.9						
07/24/2019 18:20'00	43670.76389	29.3	29.8						
07/24/2019 18:40'00	43670.77778	28.4	29.5						
07/24/2019 19:00'00	43670.79167	27.5	29.4						
07/24/2019 19:20'00	43670.80556	26.9	29.2						
07/24/2019 19:40'00	43670.81944	26.8	29						
07/24/2019 20:00'00	43670.83333	26.7	28.9						
07/24/2019 20:20'00	43670.84722	26.7	28.8						
07/24/2019 20:40'00	43670.86111	26.5	28.7						
07/24/2019 21:00'00	43670.875	26.5	28.6						
07/24/2019 21:20'00	43670.88889	26.3	28.5						
07/24/2019 21:40'00	43670.90278	26.4	28.4						
07/24/2019 22:00'00	43670.91667	26.2	28.3						
07/24/2019 22:20'00	43670.93056	26	28.3						
07/24/2019 22:40'00	43670.94444	25.7	28.2						
07/24/2019 23:00'00	43670.95833	25.5	28.1						
07/24/2019 23:20'00	43670.97222	25.3	27.9						
07/24/2019 23:40'00	43670.98611	25.1	27.8						
07/25/2019 00:00'00	43671	25.1	27.7						
07/25/2019 00:20'00	43671.01389	25.1	27.6						
07/25/2019 00:40'00	43671.02778	24.9	27.6						
07/25/2019 01:00'00	43671.04167	24.7	27.5						
07/25/2019 01:20'00	43671.05556	24.6	27.4						
07/25/2019 01:40'00	43671.06944	24.6	27.3						
07/25/2019 02:00'00	43671.08333	24.5	27.2						
07/25/2019 02:20'00	43671.09722	24.5	27.1						
07/25/2019 02:40'00	43671.11111	24.3	27.1						
07/25/2019 03:00'00	43671.125	24.5	27						
07/25/2019 03:20'00	43671.13889	24.6	27						
07/25/2019 03:40'00	43671.15278	24.3	26.9						
07/25/2019 04:00'00	43671.16667	24.3	26.9						
07/25/2019 04:20'00	43671.18056	24.3	26.8						
07/25/2019 04:40'00	43671.19444	24.5	26.7						
07/25/2019 05:00'00	43671.20833	24.6	26.7						
07/25/2019 05:20'00	43671.22222	24.7	26.7						
07/25/2019 05:40'00	43671.23611	24.9	26.6						
07/25/2019 06:00'00	43671.25	25.3	26.6						
07/25/2019 06:20'00	43671.26389	26.2	26.6						
07/25/2019 06:40'00	43671.27778	27.1	26.6						
07/25/2019 07:00'00	43671.29167	28.3	26.7						
07/25/2019 07:20'00	43671.30556	29.1	26.8						
07/25/2019 07:40'00	43671.31944	29.1	26.9						
07/25/2019 08:00'00	43671.33333	30.5	27.1						
07/25/2019 08:20'00	43671.34722	37	27.3						
07/25/2019 08:40'00	43671.36111	35.3	27.6						
07/25/2019 09:00'00	43671.375	33.8	27.9						
07/25/2019 09:20'00	43671.38889	33.3	28.2						
07/25/2019 09:40'00	43671.40278	33.4	28						
07/25/2019 10:00'00	43671.41667	38.1	28.2						
07/25/2019 10:20'00	43671.43056	38.9	28.6						
07/25/2019 10:40'00	43671.44444	37.5	28.9						
07/25/2019 11:00'00	43671.45833	37.6	29.2						
07/25/2019 11:20'00	43671.47222	38.2	29.4						
07/25/2019 11:40'00	43671.48611	36.8	29.6						
07/25/2019 12:00'00	43671.5	38.9	29.8						
07/25/2019 12:20'00	43671.51389	34.3	30						
07/25/2019 12:40'00	43671.52778	34	30						
07/25/2019 13:00'00	43671.54167	32.5	29.9						
07/25/2019 13:20'00	43671.55556	31.1	29.8						
07/25/2019 13:40'00	43671.56944	32.2	29.8						
07/25/2019 14:00'00	43671.58333	35.4	29.8						
07/25/2019 14:20'00	43671.59722	35	29.9						
07/25/2019 14:40'00	43671.61111	35.2	30.2						
07/25/2019 15:00'00	43671.625	36.1	30.3						
07/25/2019 15:20'00	43671.63889	38	30.4						
07/25/2019 15:40'00	43671.65278	36.9	30.5						
07/25/2019 16:00'00	43671.66667	35.4	30.5						
07/25/2019 16:20'00	43671.68056	35	30.6						
07/25/2019 16:40'00	43671.69444	32.3	30.6						
07/25/2019 17:00'00	43671.70833	30.4	30.4						
07/25/2019 17:20'00	43671.72222	30.5	30.2						
07/25/2019 17:40'00	43671.73611	30.2	30.1						
07/25/2019 18:00'00	43671.75	29.6	29.9						
07/25/2019 18:20'00	43671.76389	28.7	29.8						
07/25/2019 18:40'00	43671.77778	28.4	29.7						
07/25/2019 19:00'00	43671.79167	27.8	29.5						
07/25/2019 19:20'00	43671.80556	27.6	29.4						
07/25/2019 19:40'00	43671.81944	27.6	29.3						
07/25/2019 20:00'00	43671.83333	27.5	29.2						
07/25/2019 20:20'00	43671.84722	27.5	29.1						
07/25/2019 20:40'00	43671.86111	27.5	29						
07/25/2019 21:00'00	43671.875	27.5	28.9						
07/25/2019 21:20'00	43671.88889	27.3	28.9						
07/25/2019 21:40'00	43671.90278	27.2	28.8						
07/25/2019 22:00'00	43671.91667	27	28.7						
07/25/2019 22:20'00	43671.93056	26.9	28.7						
07/25/2019 22:40'00	43671.94444	26.8	28.6						
07/25/2019 23:00'00	43671.95833	26.8	28.6						
07/25/2019 23:20'00	43671.97222	26.8	28.5						
07/25/2019 23:40'00	43671.98611	26.5	28.4						
07/26/2019 00:00'00	43672	26.5	28.4						
07/26/2019 00:20'00	43672.01389	26.5	28.3						
07/26/2019 00:40'00	43672.02778	26.4	28.2						
07/26/2019 01:00'00	43672.04167	26.3	28.2						
07/26/2019 01:20'00	43672.05556	26.4	28.2						
07/26/2019 01:40'00	43672.06944	26.3	28.1						
07/26/2019 02:00'00	43672.08333	26	28.1						
07/26/2019 02:20'00	43672.09722	25.8	28						
07/26/2019 02:40'00	43672.11111	26	28						
07/26/2019 03:00'00	43672.125	25.9	27.9						
07/26/2019 03:20'00	43672.13889	26	27.9						
07/26/2019 03:40'00	43672.15278	25.7	27.8						
07/26/2019 04:00'00	43672.16667	25.9	27.8						
07/26/2019 04:20'00	43672.18056	25.7	27.7						
07/26/2019 04:40'00	43672.19444	25.8	27.7						
07/26/2019 05:00'00	43672.20833	25.6	27.7						
07/26/2019 05:20'00	43672.22222	25.6	27.6						
07/26/2019 05:40'00	43672.23611	26.1	27.5						
07/26/2019 06:00'00	43672.25	26.9	27.6						
07/26/2019 06:20'00	43672.26389	28	27.5						
07/26/2019 06:40'00	43672.27778	27.2	27.5						
07/26/2019 07:00'00	43672.29167	31.7	27.5						
07/26/2019 07:20'00	43672.30556	31.5	27.8						
07/26/2019 07:40'00	43672.31944	32.9	28						
07/26/2019 08:00'00	43672.33333	33.7	28.2						
07/26/2019 08:20'00	43672.34722	32	28.4						
07/26/2019 08:40'00	43672.36111	33	28.5						
07/26/2019 09:00'00	43672.375	30.6	28.6						
07/26/2019 09:20'00	43672.38889	30.8	28.3						
07/26/2019 09:40'00	43672.40278	32.9	28.3						
07/26/2019 10:00'00	43672.41667	33.2	28.4						
07/26/2019 10:20'00	43672.43056	33.2	28.5						
07/26/2019 10:40'00	43672.44444	30.8	28.6						
07/26/2019 11:00'00	43672.45833	34.5	28.7						
07/26/2019 11:20'00	43672.47222	37.7	29						
07/26/2019 11:40'00	43672.48611	37	29.3						
07/26/2019 12:00'00	43672.5	39.2	29.6						
07/26/2019 12:20'00	43672.51389	39.9	29.8						
07/26/2019 12:40'00	43672.52778	39	30.1						
07/26/2019 13:00'00	43672.54167	37.7	30.3						
07/26/2019 13:20'00	43672.55556	38	30.4						
07/26/2019 13:40'00	43672.56944	38.2	30.6						
07/26/2019 14:00'00	43672.58333	37.7	30.7						
07/26/2019 14:20'00	43672.59722	33.8	30.6						
07/26/2019 14:40'00	43672.61111	37.1	30.7						
07/26/2019 15:00'00	43672.625	33.8	30.5						
07/26/2019 15:20'00	43672.63889	34.5	30.4						
07/26/2019 15:40'00	43672.65278	35.4	30.3						
07/26/2019 16:00'00	43672.66667	35.1	30.3						
07/26/2019 16:20'00	43672.68056	33	30.2						
07/26/2019 16:40'00	43672.69444	32.7	30.1						
07/26/2019 17:00'00	43672.70833	31.6	29.9						
07/26/2019 17:20'00	43672.72222	30.4	29.7						
07/26/2019 17:40'00	43672.73611	29.5	29.5						
07/26/2019 18:00'00	43672.75	29.4	29.4						
07/26/2019 18:20'00	43672.76389	29	29.2						
07/26/2019 18:40'00	43672.77778	27.9	29						
07/26/2019 19:00'00	43672.79167	27.5	28.9						
07/26/2019 19:20'00	43672.80556	26.5	28.7						
07/26/2019 19:40'00	43672.81944	26.2	28.5						
07/26/2019 20:00'00	43672.83333	25.1	28.4						
07/26/2019 20:20'00	43672.84722	25.2	28.3						
07/26/2019 20:40'00	43672.86111	25.2	28.2						
07/26/2019 21:00'00	43672.875	25.1	28.1						
07/26/2019 21:20'00	43672.88889	24.9	28						
07/26/2019 21:40'00	43672.90278	25.2	27.8						
07/26/2019 22:00'00	43672.91667	25.1	27.8						
07/26/2019 22:20'00	43672.93056	25.2	27.7						
07/26/2019 22:40'00	43672.94444	25.2	27.7						
07/26/2019 23:00'00	43672.95833	25.7	27.6						
07/26/2019 23:20'00	43672.97222	25.9	27.6						
07/26/2019 23:40'00	43672.98611	26.1	27.6						
07/27/2019 00:00'00	43673	26.1	27.7						
07/27/2019 00:20'00	43673.01389	26.2	27.7						
07/27/2019 00:40'00	43673.02778	26.1	27.7						
07/27/2019 01:00'00	43673.04167	26.1	27.7						
07/27/2019 01:20'00	43673.05556	26.2	27.7						
07/27/2019 01:40'00	43673.06944	26.2	27.6						
07/27/2019 02:00'00	43673.08333	26.2	27.7						
07/27/2019 02:20'00	43673.09722	26.2	27.7						
07/27/2019 02:40'00	43673.11111	26.3	27.7						
07/27/2019 03:00'00	43673.125	26.2	27.6						
07/27/2019 03:20'00	43673.13889	25.9	27.6						
07/27/2019 03:40'00	43673.15278	26.2	27.6						
07/27/2019 04:00'00	43673.16667	26	27.5						
07/27/2019 04:20'00	43673.18056	25.9	27.5						
07/27/2019 04:40'00	43673.19444	25.9	27.5						
07/27/2019 05:00'00	43673.20833	26	27.5						
07/27/2019 05:20'00	43673.22222	25.8	27.4						
07/27/2019 05:40'00	43673.23611	25.9	27.4						
07/27/2019 06:00'00	43673.25	26	27.4						
07/27/2019 06:20'00	43673.26389	26.7	27.4						
07/27/2019 06:40'00	43673.27778	26.6	27.4						
07/27/2019 07:00'00	43673.29167	26.4	27.4						
07/27/2019 07:20'00	43673.30556	26.7	27.4						
07/27/2019 07:40'00	43673.31944	27.6	27.4						
07/27/2019 08:00'00	43673.33333	29.1	27.5						
07/27/2019 08:20'00	43673.34722	30	27.5						
07/27/2019 08:40'00	43673.36111	28.2	27.7						
07/27/2019 09:00'00	43673.375	27.4	27.7						
07/27/2019 09:20'00	43673.38889	26.8	27.6						
07/27/2019 09:40'00	43673.40278	26.6	27.5						
07/27/2019 10:00'00	43673.41667	29.3	27.4						
07/27/2019 10:20'00	43673.43056	30.1	27.5						
07/27/2019 10:40'00	43673.44444	28.9	27.6						
07/27/2019 11:00'00	43673.45833	31	27.8						
07/27/2019 11:20'00	43673.47222	32.9	28						
07/27/2019 11:40'00	43673.48611	32.6	28.2						
07/27/2019 12:00'00	43673.5	30.3	28.3						
07/27/2019 12:20'00	43673.51389	32.4	28.4						
07/27/2019 12:40'00	43673.52778	33.5	28.6						
07/27/2019 13:00'00	43673.54167	31.9	28.7						
07/27/2019 13:20'00	43673.55556	30.5	28.7						
07/27/2019 13:40'00	43673.56944	30.3	28.8						
07/27/2019 14:00'00	43673.58333	28.6	28.7						
07/27/2019 14:20'00	43673.59722	28.8	28.6						
07/27/2019 14:40'00	43673.61111	28.5	28.5						
07/27/2019 15:00'00	43673.625	27.8	28.4						
07/27/2019 15:20'00	43673.63889	29	28.3						
07/27/2019 15:40'00	43673.65278	28.7	28.3						
07/27/2019 16:00'00	43673.66667	27.3	28.3						
07/27/2019 16:20'00	43673.68056	27.2	28.2						
07/27/2019 16:40'00	43673.69444	26.7	28.1						
07/27/2019 17:00'00	43673.70833	25.9	27.9						
07/27/2019 17:20'00	43673.72222	26	27.7						
07/27/2019 17:40'00	43673.73611	26.1	27.7						
07/27/2019 18:00'00	43673.75	26.7	27.7						
07/27/2019 18:20'00	43673.76389	26.2	27.7						
07/27/2019 18:40'00	43673.77778	26.3	27.6						
07/27/2019 19:00'00	43673.79167	26.1	27.6						
07/27/2019 19:20'00	43673.80556	26.1	27.6						
07/27/2019 19:40'00	43673.81944	25.9	27.6						
07/27/2019 20:00'00	43673.83333	25.8	27.5						
07/27/2019 20:20'00	43673.84722	25.8	27.5						
07/27/2019 20:40'00	43673.86111	25.6	27.5						
07/27/2019 21:00'00	43673.875	25.4	27.4						
07/27/2019 21:20'00	43673.88889	25.2	27.3						
07/27/2019 21:40'00	43673.90278	25.4	27.3						
07/27/2019 22:00'00	43673.91667	25.2	27.2						
07/27/2019 22:20'00	43673.93056	25.2	27.2						
07/27/2019 22:40'00	43673.94444	25.1	27.2						
07/27/2019 23:00'00	43673.95833	25	27.1						
07/27/2019 23:20'00	43673.97222	25.1	27.1						
07/27/2019 23:40'00	43673.98611	25	27						
07/28/2019 00:00'00	43674	24.9	27						
07/28/2019 00:20'00	43674.01389	25	27						
07/28/2019 00:40'00	43674.02778	24.9	26.9						
07/28/2019 01:00'00	43674.04167	25.1	26.9						
07/28/2019 01:20'00	43674.05556	24.9	26.9						
07/28/2019 01:40'00	43674.06944	24.9	26.8						
07/28/2019 02:00'00	43674.08333	24.9	26.8						
07/28/2019 02:20'00	43674.09722	24.7	26.8						
07/28/2019 02:40'00	43674.11111	24.6	26.7						
07/28/2019 03:00'00	43674.125	24.5	26.7						
07/28/2019 03:20'00	43674.13889	24.5	26.7						
07/28/2019 03:40'00	43674.15278	24.4	26.6						
07/28/2019 04:00'00	43674.16667	24.4	26.6						
07/28/2019 04:20'00	43674.18056	24.3	26.5						
07/28/2019 04:40'00	43674.19444	24.3	26.5						
07/28/2019 05:00'00	43674.20833	24.4	26.5						
07/28/2019 05:20'00	43674.22222	24.5	26.5						
07/28/2019 05:40'00	43674.23611	24.6	26.4						
07/28/2019 06:00'00	43674.25	25.1	26.4						
07/28/2019 06:20'00	43674.26389	25.8	26.4						
07/28/2019 06:40'00	43674.27778	27.1	26.4						
07/28/2019 07:00'00	43674.29167	27.4	26.5						
07/28/2019 07:20'00	43674.30556	28	26.6						
07/28/2019 07:40'00	43674.31944	29.5	26.6						
07/28/2019 08:00'00	43674.33333	31.5	26.8						
07/28/2019 08:20'00	43674.34722	33.2	27						
07/28/2019 08:40'00	43674.36111	36.7	27.2						
07/28/2019 09:00'00	43674.375	33.6	27.5						
07/28/2019 09:20'00	43674.38889	33.9	27.9						
07/28/2019 09:40'00	43674.40278	35.3	28.1						
07/28/2019 10:00'00	43674.41667	35.6	28.3						
07/28/2019 10:20'00	43674.43056	36.8	28.5						
07/28/2019 10:40'00	43674.44444	35.5	28.7						
07/28/2019 11:00'00	43674.45833	35.6	28.9						
07/28/2019 11:20'00	43674.47222	35.9	29						
07/28/2019 11:40'00	43674.48611	35.5	29.1						
07/28/2019 12:00'00	43674.5	36.1	29.2						
07/28/2019 12:20'00	43674.51389	36	29.4						
07/28/2019 12:40'00	43674.52778	35.7	29.4						
07/28/2019 13:00'00	43674.54167	35.3	29.5						
07/28/2019 13:20'00	43674.55556	34.9	29.6						
07/28/2019 13:40'00	43674.56944	35.4	29.7						
07/28/2019 14:00'00	43674.58333	36.8	29.7						
07/28/2019 14:20'00	43674.59722	35.6	29.8						
07/28/2019 14:40'00	43674.61111	36.1	29.8						
07/28/2019 15:00'00	43674.625	36.2	29.9						
07/28/2019 15:20'00	43674.63889	37.7	29.9						
07/28/2019 15:40'00	43674.65278	34.5	29.9						
07/28/2019 16:00'00	43674.66667	32.6	29.9						
07/28/2019 16:20'00	43674.68056	32.7	29.7						
07/28/2019 16:40'00	43674.69444	32.7	29.7						
07/28/2019 17:00'00	43674.70833	33.2	29.6						
07/28/2019 17:20'00	43674.72222	32	29.6						
07/28/2019 17:40'00	43674.73611	30.9	29.5						
07/28/2019 18:00'00	43674.75	28.9	29.4						
07/28/2019 18:20'00	43674.76389	28.5	29.3						
07/28/2019 18:40'00	43674.77778	28.1	29.2						
07/28/2019 19:00'00	43674.79167	27.5	29.1						
07/28/2019 19:20'00	43674.80556	27.3	29						
07/28/2019 19:40'00	43674.81944	27.1	28.9						
07/28/2019 20:00'00	43674.83333	27	28.8						
07/28/2019 20:20'00	43674.84722	27	28.8						
07/28/2019 20:40'00	43674.86111	26.8	28.7						
07/28/2019 21:00'00	43674.875	26.7	28.6						
07/28/2019 21:20'00	43674.88889	26.6	28.6						
07/28/2019 21:40'00	43674.90278	26.5	28.4						
07/28/2019 22:00'00	43674.91667	26.6	28.4						
07/28/2019 22:20'00	43674.93056	26.5	28.4						
07/28/2019 22:40'00	43674.94444	26.6	28.3						
07/28/2019 23:00'00	43674.95833	26.5	28.3						
07/28/2019 23:20'00	43674.97222	26.6	28.3						
07/28/2019 23:40'00	43674.98611	26.4	28.2						
07/29/2019 00:00'00	43675	26.4	28.2						
07/29/2019 00:20'00	43675.01389	26.4	28.1						
07/29/2019 00:40'00	43675.02778	26.1	28.1						
07/29/2019 01:00'00	43675.04167	26.2	28						
07/29/2019 01:20'00	43675.05556	26.2	28						
07/29/2019 01:40'00	43675.06944	26	28						
07/29/2019 02:00'00	43675.08333	25.9	27.9						
07/29/2019 02:20'00	43675.09722	25.8	27.9						
07/29/2019 02:40'00	43675.11111	25.7	27.8						
07/29/2019 03:00'00	43675.125	25.4	27.7						
07/29/2019 03:20'00	43675.13889	25.4	27.6						
07/29/2019 03:40'00	43675.15278	25.3	27.6						
07/29/2019 04:00'00	43675.16667	25.2	27.5						
07/29/2019 04:20'00	43675.18056	25.2	27.5						
07/29/2019 04:40'00	43675.19444	25.3	27.4						
07/29/2019 05:00'00	43675.20833	25.2	27.4						
07/29/2019 05:20'00	43675.22222	25.4	27.4						
07/29/2019 05:40'00	43675.23611	26.5	27.4						
07/29/2019 06:00'00	43675.25	28.3	27.4						
07/29/2019 06:20'00	43675.26389	30.1	27.4						
07/29/2019 06:40'00	43675.27778	30.1	27.6						
07/29/2019 07:00'00	43675.29167	32.9	27.7						
07/29/2019 07:20'00	43675.30556	30.7	27.9						
07/29/2019 07:40'00	43675.31944	33.6	28						
07/29/2019 08:00'00	43675.33333	33.6	28.1						
07/29/2019 08:20'00	43675.34722	33.7	28.2						
07/29/2019 08:40'00	43675.36111	34.1	28.4						
07/29/2019 09:00'00	43675.375	33.5	28.5						
07/29/2019 09:20'00	43675.38889	37.4	28.7						
07/29/2019 09:40'00	43675.40278	36.5	28.6						
07/29/2019 10:00'00	43675.41667	37.7	28.9						
07/29/2019 10:20'00	43675.43056	38.1	29.1						
07/29/2019 10:40'00	43675.44444	37.2	29.4						
07/29/2019 11:00'00	43675.45833	37.6	29.5						
07/29/2019 11:20'00	43675.47222	38.3	29.7						
07/29/2019 11:40'00	43675.48611	37.4	29.9						
07/29/2019 12:00'00	43675.5	37.9	30.1						
07/29/2019 12:20'00	43675.51389	37.9	30.2						
07/29/2019 12:40'00	43675.52778	38	30.4						
07/29/2019 13:00'00	43675.54167	33	30.4						
07/29/2019 13:20'00	43675.55556	37.7	30.4						
07/29/2019 13:40'00	43675.56944	37.5	30.5						
07/29/2019 14:00'00	43675.58333	34.1	30.5						
07/29/2019 14:20'00	43675.59722	34	30.5						
07/29/2019 14:40'00	43675.61111	34	30.4						
07/29/2019 15:00'00	43675.625	30.9	30.4						
07/29/2019 15:20'00	43675.63889	33.5	30.3						
07/29/2019 15:40'00	43675.65278	35.6	30.3						
07/29/2019 16:00'00	43675.66667	33.8	30.3						
07/29/2019 16:20'00	43675.68056	33.5	30.3						
07/29/2019 16:40'00	43675.69444	33.7	30.3						
07/29/2019 17:00'00	43675.70833	34	30.2						
07/29/2019 17:20'00	43675.72222	33.3	30.1						
07/29/2019 17:40'00	43675.73611	31.7	30						
07/29/2019 18:00'00	43675.75	30.8	29.9						
