date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x
2016-11-17,16.42660550458716,15.455045871559637,14.469724770642202,79.1559633027523,7.2,13.3,8.5,55.0,31.9,18.0,23.7,92.0
2016-11-18,15.316513761467888,14.628440366972479,13.734862385321108,81.4862385321101,7.3,12.7,8.2,58.0,28.0,16.7,21.1,98.0
2016-11-19,17.61009174311927,15.157798165137617,15.907339449541283,87.07339449541284,7.8,13.2,8.9,69.0,31.7,18.0,24.4,100.0
2016-11-20,16.583486238532117,16.115596330275235,16.12385321100917,97.01834862385321,13.7,15.5,14.2,86.0,24.4,17.2,20.3,100.0
2016-11-21,19.63302752293578,17.004587155963304,18.057798165137612,90.70642201834862,12.4,15.5,13.1,70.0,30.7,18.9,24.6,100.0
2016-11-22,16.990825688073393,16.73119266055045,16.51009174311927,93.39449541284404,12.2,15.8,13.0,80.0,24.0,17.7,20.6,100.0
2016-11-23,19.52201834862386,17.560550458715603,18.09816513761467,89.0,14.6,16.6,15.0,65.0,28.9,18.9,22.9,100.0
2016-11-24,15.829357798165143,15.997247706422014,14.938532110091739,86.55963302752293,12.0,15.3,12.6,60.0,23.7,16.8,18.8,100.0
2016-11-25,14.077064220183482,14.766055045871564,13.445871559633025,91.85321100917432,9.7,13.9,10.3,71.0,26.8,16.5,21.5,99.0
2016-11-26,13.653211009174308,13.454128440366972,12.38256880733945,84.30275229357798,6.0,11.6,7.0,61.0,27.3,15.8,21.4,95.0
2016-11-27,16.304587155963304,14.642201834862387,14.981651376146784,82.6788990825688,10.8,13.4,11.3,62.0,28.5,16.7,22.9,96.0
2016-11-28,17.408256880733955,16.039449541284398,16.629357798165138,95.4954128440367,13.9,15.3,14.3,87.0,27.9,17.2,22.7,100.0
2016-11-29,16.73027522935779,16.1,15.65412844036697,85.78899082568807,12.6,15.6,13.4,66.0,27.9,16.9,21.1,100.0
2016-11-30,16.85596330275229,15.51467889908257,15.27706422018349,82.42201834862385,12.5,14.7,12.9,61.0,27.0,17.0,20.6,97.0
2016-12-01,16.42935779816513,15.569724770642196,15.564220183486237,87.10091743119266,12.6,14.7,13.0,69.0,25.6,16.9,21.0,97.0
2016-12-02,17.180733944954135,15.991743119266054,16.408256880733948,92.14678899082568,13.3,15.2,13.6,77.0,27.5,17.1,22.7,100.0
2016-12-03,15.590825688073393,15.466972477064232,14.530275229357798,81.11009174311927,12.5,15.1,13.0,55.0,23.1,16.2,18.1,100.0
2016-12-04,17.432110091743123,15.60275229357799,15.949541284403672,82.66055045871559,12.3,14.6,12.7,61.0,28.3,17.5,23.3,94.0
2016-12-05,17.85504587155964,15.959633027522925,16.55596330275229,86.29357798165138,12.4,14.8,12.8,69.0,29.7,17.8,23.9,96.0
2016-12-06,17.459633027522944,16.325688073394502,16.287155963302748,87.65137614678899,13.1,15.4,13.7,64.0,25.7,17.4,20.5,100.0
2016-12-07,16.12935779816514,15.825688073394486,15.16238532110092,84.78899082568807,12.5,15.3,12.9,60.0,26.0,16.8,20.3,99.0
2016-12-08,15.854128440366965,15.097247706422017,14.47064220183486,80.66055045871559,12.1,14.4,12.3,58.0,23.8,16.2,18.3,93.0
2016-12-09,16.246788990825692,15.156880733944954,14.841284403669725,80.44036697247707,12.2,14.5,12.4,59.0,25.7,16.6,20.3,94.0
2016-12-10,17.468807339449533,15.17155963302752,16.100917431192656,82.96330275229357,12.3,14.1,12.5,65.0,27.3,16.6,22.6,94.0
2016-12-11,15.871559633027516,15.237614678899083,14.567889908256879,81.85321100917432,12.3,14.6,12.4,59.0,25.8,16.3,20.4,94.0
2016-12-12,15.949541284403672,14.891743119266055,14.373394495412843,79.26605504587155,11.9,14.2,12.0,59.0,24.9,16.2,19.0,92.0
2016-12-13,15.681651376146787,14.851376146788986,14.55871559633027,81.4862385321101,11.9,14.1,12.0,64.0,25.2,16.2,20.2,91.0
2016-12-14,14.535779816513765,14.845871559633034,14.164220183486233,88.3302752293578,12.6,14.5,12.9,79.0,18.6,15.4,16.8,96.0
2016-12-15,16.68623853211009,15.42935779816514,15.429357798165135,84.97247706422019,12.6,14.7,12.9,63.0,27.1,17.0,21.7,98.0
2016-12-16,14.786238532110081,14.517431192660553,13.398165137614681,78.25688073394495,11.9,14.2,12.1,54.0,20.7,15.1,16.5,88.0
2016-12-17,15.151376146788989,14.519266055045875,13.756880733944953,81.75229357798165,11.2,14.1,11.1,57.0,23.3,15.5,17.8,100.0
