date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x
2019-03-08,27.103999999999996,20.671999999999997,30.468000000000004,67.216,20.2,19.0,19.7,45.3,30.9,21.8,36.9,98.0
2019-03-09,21.356363636363636,19.396363636363635,23.569090909090907,81.0709090909091,13.1,17.7,12.6,40.4,35.9,22.0,41.2,100.0
2019-03-10,22.338181818181816,19.309090909090905,25.080000000000002,78.35454545454547,12.5,17.2,11.8,47.9,37.6,22.8,45.1,97.4
2019-03-11,16.099999999999998,18.749090909090903,15.981818181818184,97.8927272727273,13.6,18.2,13.1,93.1,19.5,19.8,20.5,100.0
2019-03-12,19.463636363636365,18.449090909090902,20.91818181818182,89.27636363636363,13.4,17.3,13.0,50.0,30.3,20.9,36.7,100.0
2019-03-13,21.020000000000003,19.578181818181818,22.794545454545457,85.73272727272726,13.0,17.7,12.6,48.5,35.0,22.0,40.9,100.0
2019-03-14,17.941818181818185,18.619999999999994,18.62727272727272,91.20727272727272,13.1,17.3,12.2,55.9,27.0,20.4,32.8,100.0
2019-03-15,20.025454545454544,18.15090909090909,22.050909090909087,80.81636363636365,12.5,16.3,11.7,48.2,30.0,20.9,38.4,98.3
2019-03-16,19.783636363636365,18.289090909090906,21.449090909090913,81.3890909090909,12.1,16.2,11.9,46.1,31.2,20.6,35.2,100.0
2019-03-17,19.881818181818183,18.638181818181817,21.852727272727265,84.01818181818183,12.5,17.1,11.8,44.1,30.1,20.9,37.3,100.0
2019-03-18,18.97090909090909,18.434545454545454,20.636363636363637,87.54909090909089,12.5,16.9,11.5,64.6,27.4,20.4,35.0,98.0
2019-03-19,20.358181818181823,18.547272727272727,22.430909090909093,79.02545454545455,12.2,16.7,11.9,42.9,33.0,21.0,38.9,96.9
2019-03-20,17.934545454545454,18.363636363636363,18.79090909090909,92.89818181818181,12.9,17.2,12.3,70.2,25.6,19.8,30.3,100.0
2019-03-21,21.84909090909092,18.57272727272727,24.24545454545454,79.34727272727272,12.5,16.9,11.7,44.4,33.1,21.6,41.1,100.0
2019-03-22,18.339999999999996,19.174545454545452,18.721818181818175,99.73818181818184,15.3,18.5,14.8,93.1,25.8,20.1,29.8,100.0
2019-03-23,22.847272727272724,20.412727272727274,25.263636363636373,84.24181818181818,16.1,19.1,15.8,45.6,31.9,22.4,41.5,100.0
2019-03-24,18.581818181818186,18.61999999999999,20.016363636363632,89.24727272727274,12.8,16.4,12.0,49.1,28.4,20.5,34.3,100.0
2019-03-25,18.981818181818188,17.97272727272728,21.101818181818185,77.95272727272729,9.3,15.8,8.2,36.8,31.0,20.7,36.7,100.0
2019-03-26,17.321818181818184,17.7,18.578181818181815,88.7454545454545,8.8,15.5,7.8,46.2,31.0,20.0,38.1,100.0
2019-03-27,18.325454545454544,18.15272727272727,19.720000000000002,80.76909090909088,12.6,17.0,11.9,32.6,29.0,19.8,34.8,100.0
2019-03-28,17.183636363636367,16.676363636363636,19.20545454545455,81.12727272727273,8.4,14.3,7.5,46.7,27.1,19.5,30.4,98.5
2019-03-29,17.810909090909096,17.156363636363636,19.53090909090909,86.77636363636366,9.4,15.0,8.6,47.3,28.1,19.8,35.3,100.0
2019-03-30,17.989090909090912,16.750909090909094,19.761818181818178,76.92363636363632,9.2,14.7,8.3,45.4,26.7,19.7,30.8,95.6
2019-03-31,17.500000000000004,17.19272727272728,18.51090909090909,92.80727272727276,11.1,15.6,10.1,59.5,26.5,19.3,31.9,100.0
2019-04-01,17.723636363636366,17.292727272727273,19.71454545454545,79.52,9.7,15.4,8.8,42.9,27.0,19.7,37.4,100.0
2019-04-02,16.810909090909092,16.083636363636366,18.79636363636363,69.74181818181819,7.2,13.8,6.2,31.3,30.1,18.8,36.3,96.2
2019-04-03,15.29090909090909,15.067272727272726,17.436363636363637,72.97272727272725,5.5,12.7,4.3,32.0,28.1,18.1,30.8,93.6
2019-04-04,17.639999999999997,15.594545454545456,20.69090909090909,65.78545454545454,5.1,12.4,4.2,26.3,30.7,19.9,39.2,95.6
2019-04-05,17.44181818181818,15.40363636363636,19.12909090909091,64.86363636363636,5.3,12.9,4.5,29.1,28.9,18.5,32.9,92.7
2019-04-06,19.496363636363643,16.583636363636366,21.858181818181823,72.94363636363637,6.7,13.4,5.3,30.4,33.9,20.2,39.6,95.1
2019-04-07,22.161818181818187,18.40545454545454,24.967272727272725,71.85636363636365,11.3,15.9,10.3,35.7,34.5,21.4,42.3,99.7
2019-04-08,20.427272727272726,18.012727272727272,22.03272727272727,67.96,9.4,15.7,8.2,34.5,30.1,20.4,34.6,95.6
2019-04-09,21.4,19.03090909090909,23.174545454545456,76.64181818181817,14.0,17.4,13.2,42.0,32.4,20.9,37.7,98.4
2019-04-10,21.48181818181819,18.62727272727273,24.14,69.05272727272725,10.1,16.1,8.8,31.0,33.9,21.8,43.9,94.0
2019-04-11,16.07636363636364,17.81272727272727,16.327272727272728,91.90181818181819,12.2,16.8,11.3,81.5,23.5,19.1,27.4,95.5
2019-04-12,20.91818181818182,18.303636363636365,23.185454545454544,77.2418181818182,10.9,15.5,10.0,37.3,33.3,21.5,41.6,96.5
2019-04-13,19.541818181818176,18.21818181818183,21.098181818181825,84.02181818181819,12.6,16.1,11.6,44.9,27.3,20.7,34.6,97.0
2019-04-14,20.741818181818186,18.165454545454548,22.799999999999997,74.33636363636363,7.8,14.5,6.5,43.5,35.8,22.2,41.6,96.2
2019-04-15,18.227272727272723,18.38,18.92181818181818,83.27272727272731,12.2,16.7,11.1,62.5,25.4,19.9,29.3,97.0
2019-04-16,17.99636363636364,17.62181818181818,20.40181818181818,69.00181818181817,12.1,16.3,12.0,28.0,29.8,19.9,36.3,97.8
