"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	""	""	""	""	""	""
"08/02/2017 18:30'00"	"42949.7708333333"	"  25.4000"	"  80.0000"	""	""	""	""	""	""	
"08/02/2017 18:40'00"	"42949.7777777778"	"  25.3000"	"  79.0000"	""	""	""	""	""	""	
"08/02/2017 18:50'00"	"42949.7847222222"	"  25.2000"	"  80.0000"	""	""	""	""	""	""	
"08/02/2017 19:00'00"	"42949.7916666667"	"  25.2000"	"  80.0000"	""	""	""	""	""	""	
"08/02/2017 19:10'00"	"42949.7986111111"	"  25.1000"	"  80.0000"	""	""	""	""	""	""	
"08/02/2017 19:20'00"	"42949.8055555556"	"  25.1000"	"  79.0000"	""	""	""	""	""	""	
"08/02/2017 19:30'00"	"42949.8125000000"	"  25.1000"	"  80.0000"	""	""	""	""	""	""	
"08/02/2017 19:40'00"	"42949.8194444444"	"  25.1000"	"  80.0000"	""	""	""	""	""	""	
"08/02/2017 19:50'00"	"42949.8263888889"	"  25.0000"	"  81.0000"	""	""	""	""	""	""	
"08/02/2017 20:00'00"	"42949.8333333333"	"  25.0000"	"  80.0000"	""	""	""	""	""	""	
"08/02/2017 20:10'00"	"42949.8402777778"	"  24.9000"	"  80.0000"	""	""	""	""	""	""	
"08/02/2017 20:20'00"	"42949.8472222222"	"  25.0000"	"  82.0000"	""	""	""	""	""	""	
"08/02/2017 20:30'00"	"42949.8541666667"	"  24.9000"	"  82.0000"	""	""	""	""	""	""	
"08/02/2017 20:40'00"	"42949.8611111111"	"  24.9000"	"  82.0000"	""	""	""	""	""	""	
"08/02/2017 20:50'00"	"42949.8680555556"	"  24.9000"	"  82.0000"	""	""	""	""	""	""	
"08/02/2017 21:00'00"	"42949.8750000000"	"  24.9000"	"  80.0000"	""	""	""	""	""	""	
"08/02/2017 21:10'00"	"42949.8819444444"	"  24.9000"	"  80.0000"	""	""	""	""	""	""	
"08/02/2017 21:20'00"	"42949.8888888889"	"  24.8000"	"  80.0000"	""	""	""	""	""	""	
"08/02/2017 21:30'00"	"42949.8958333333"	"  24.8000"	"  83.0000"	""	""	""	""	""	""	
"08/02/2017 21:40'00"	"42949.9027777778"	"  24.8000"	"  81.0000"	""	""	""	""	""	""	
"08/02/2017 21:50'00"	"42949.9097222222"	"  24.8000"	"  81.0000"	""	""	""	""	""	""	
"08/02/2017 22:00'00"	"42949.9166666667"	"  24.8000"	"  81.0000"	""	""	""	""	""	""	
"08/02/2017 22:10'00"	"42949.9236111111"	"  24.8000"	"  81.0000"	""	""	""	""	""	""	
"08/02/2017 22:20'00"	"42949.9305555556"	"  24.7000"	"  83.0000"	""	""	""	""	""	""	
"08/02/2017 22:30'00"	"42949.9375000000"	"  24.7000"	"  83.0000"	""	""	""	""	""	""	
"08/02/2017 22:40'00"	"42949.9444444444"	"  24.6000"	"  81.0000"	""	""	""	""	""	""	
"08/02/2017 22:50'00"	"42949.9513888889"	"  24.6000"	"  80.0000"	""	""	""	""	""	""	
"08/02/2017 23:00'00"	"42949.9583333333"	"  24.6000"	"  83.0000"	""	""	""	""	""	""	
"08/02/2017 23:10'00"	"42949.9652777778"	"  24.5000"	"  85.0000"	""	""	""	""	""	""	
"08/02/2017 23:20'00"	"42949.9722222222"	"  24.5000"	"  84.0000"	""	""	""	""	""	""	
"08/02/2017 23:30'00"	"42949.9791666667"	"  24.5000"	"  85.0000"	""	""	""	""	""	""	
"08/02/2017 23:40'00"	"42949.9861111111"	"  24.4000"	"  83.0000"	""	""	""	""	""	""	
"08/02/2017 23:50'00"	"42949.9930555556"	"  24.4000"	"  83.0000"	""	""	""	""	""	""	
"08/03/2017 00:00'00"	"42950.0000000000"	"  24.4000"	"  84.0000"	""	""	""	""	""	""	
"08/03/2017 00:10'00"	"42950.0069444444"	"  24.4000"	"  85.0000"	""	""	""	""	""	""	
"08/03/2017 00:20'00"	"42950.0138888889"	"  24.4000"	"  86.0000"	""	""	""	""	""	""	
"08/03/2017 00:30'00"	"42950.0208333333"	"  24.4000"	"  88.0000"	""	""	""	""	""	""	
"08/03/2017 00:40'00"	"42950.0277777778"	"  24.3000"	"  89.0000"	""	""	""	""	""	""	
"08/03/2017 00:50'00"	"42950.0347222222"	"  24.3000"	"  88.0000"	""	""	""	""	""	""	
"08/03/2017 01:00'00"	"42950.0416666667"	"  24.2000"	"  88.0000"	""	""	""	""	""	""	
"08/03/2017 01:10'00"	"42950.0486111111"	"  24.2000"	"  90.0000"	""	""	""	""	""	""	
"08/03/2017 01:20'00"	"42950.0555555556"	"  24.1000"	"  89.0000"	""	""	""	""	""	""	
"08/03/2017 01:30'00"	"42950.0625000000"	"  24.1000"	"  90.0000"	""	""	""	""	""	""	
"08/03/2017 01:40'00"	"42950.0694444444"	"  24.0000"	"  90.0000"	""	""	""	""	""	""	
"08/03/2017 01:50'00"	"42950.0763888889"	"  24.1000"	"  90.0000"	""	""	""	""	""	""	
"08/03/2017 02:00'00"	"42950.0833333333"	"  24.2000"	"  91.0000"	""	""	""	""	""	""	
"08/03/2017 02:10'00"	"42950.0902777778"	"  24.3000"	"  94.0000"	""	""	""	""	""	""	
"08/03/2017 02:20'00"	"42950.0972222222"	"  24.0000"	"  93.0000"	""	""	""	""	""	""	
"08/03/2017 02:30'00"	"42950.1041666667"	"  23.9000"	"  93.0000"	""	""	""	""	""	""	
"08/03/2017 02:40'00"	"42950.1111111111"	"  24.0000"	"  94.0000"	""	""	""	""	""	""	
"08/03/2017 02:50'00"	"42950.1180555556"	"  23.8000"	"  94.0000"	""	""	""	""	""	""	
"08/03/2017 03:00'00"	"42950.1250000000"	"  23.8000"	"  95.0000"	""	""	""	""	""	""	
"08/03/2017 03:10'00"	"42950.1319444444"	"  23.8000"	"  96.0000"	""	""	""	""	""	""	
"08/03/2017 03:20'00"	"42950.1388888889"	"  23.7000"	"  96.0000"	""	""	""	""	""	""	
"08/03/2017 03:30'00"	"42950.1458333333"	"  23.7000"	"  96.0000"	""	""	""	""	""	""	
"08/03/2017 03:40'00"	"42950.1527777778"	"  23.5000"	"  95.0000"	""	""	""	""	""	""	
"08/03/2017 03:50'00"	"42950.1597222222"	"  23.6000"	"  94.0000"	""	""	""	""	""	""	
"08/03/2017 04:00'00"	"42950.1666666667"	"  23.7000"	"  92.0000"	""	""	""	""	""	""	
"08/03/2017 04:10'00"	"42950.1736111111"	"  23.7000"	"  93.0000"	""	""	""	""	""	""	
"08/03/2017 04:20'00"	"42950.1805555556"	"  23.8000"	"  94.0000"	""	""	""	""	""	""	
"08/03/2017 04:30'00"	"42950.1875000000"	"  23.7000"	"  95.0000"	""	""	""	""	""	""	
"08/03/2017 04:40'00"	"42950.1944444444"	"  23.8000"	"  95.0000"	""	""	""	""	""	""	
"08/03/2017 04:50'00"	"42950.2013888889"	"  23.7000"	"  95.0000"	""	""	""	""	""	""	
"08/03/2017 05:00'00"	"42950.2083333333"	"  23.8000"	"  96.0000"	""	""	""	""	""	""	
"08/03/2017 05:10'00"	"42950.2152777778"	"  23.9000"	"  97.0000"	""	""	""	""	""	""	
"08/03/2017 05:20'00"	"42950.2222222222"	"  23.6000"	"  96.0000"	""	""	""	""	""	""	
"08/03/2017 05:30'00"	"42950.2291666667"	"  23.8000"	"  96.0000"	""	""	""	""	""	""	
"08/03/2017 05:40'00"	"42950.2361111111"	"  23.9000"	"  97.0000"	""	""	""	""	""	""	
"08/03/2017 05:50'00"	"42950.2430555556"	"  24.1000"	"  98.0000"	""	""	""	""	""	""	
"08/03/2017 06:00'00"	"42950.2500000000"	"  24.2000"	"  98.0000"	""	""	""	""	""	""	
"08/03/2017 06:10'00"	"42950.2569444444"	"  24.4000"	"  97.0000"	""	""	""	""	""	""	
"08/03/2017 06:20'00"	"42950.2638888889"	"  24.8000"	"  98.0000"	""	""	""	""	""	""	
"08/03/2017 06:30'00"	"42950.2708333333"	"  25.1000"	"  97.0000"	""	""	""	""	""	""	
"08/03/2017 06:40'00"	"42950.2777777778"	"  25.2000"	"  94.0000"	""	""	""	""	""	""	
"08/03/2017 06:50'00"	"42950.2847222222"	"  25.4000"	"  94.0000"	""	""	""	""	""	""	
"08/03/2017 07:00'00"	"42950.2916666667"	"  25.4000"	"  92.0000"	""	""	""	""	""	""	
"08/03/2017 07:10'00"	"42950.2986111111"	"  25.7000"	"  91.0000"	""	""	""	""	""	""	
"08/03/2017 07:20'00"	"42950.3055555556"	"  25.6000"	"  91.0000"	""	""	""	""	""	""	
"08/03/2017 07:30'00"	"42950.3125000000"	"  25.8000"	"  90.0000"	""	""	""	""	""	""	
"08/03/2017 07:40'00"	"42950.3194444444"	"  26.3000"	"  89.0000"	""	""	""	""	""	""	
"08/03/2017 07:50'00"	"42950.3263888889"	"  27.2000"	"  88.0000"	""	""	""	""	""	""	
"08/03/2017 08:00'00"	"42950.3333333333"	"  27.8000"	"  83.0000"	""	""	""	""	""	""	
"08/03/2017 08:10'00"	"42950.3402777778"	"  28.2000"	"  82.0000"	""	""	""	""	""	""	
"08/03/2017 08:20'00"	"42950.3472222222"	"  28.7000"	"  79.0000"	""	""	""	""	""	""	
"08/03/2017 08:30'00"	"42950.3541666667"	"  28.9000"	"  74.0000"	""	""	""	""	""	""	
"08/03/2017 08:40'00"	"42950.3611111111"	"  29.1000"	"  69.0000"	""	""	""	""	""	""	
"08/03/2017 08:50'00"	"42950.3680555556"	"  29.2000"	"  70.0000"	""	""	""	""	""	""	
"08/03/2017 09:00'00"	"42950.3750000000"	"  29.5000"	"  64.0000"	""	""	""	""	""	""	
"08/03/2017 09:10'00"	"42950.3819444444"	"  29.6000"	"  69.0000"	""	""	""	""	""	""	
"08/03/2017 09:20'00"	"42950.3888888889"	"  30.0000"	"  69.0000"	""	""	""	""	""	""	
"08/03/2017 09:30'00"	"42950.3958333333"	"  30.2000"	"  66.0000"	""	""	""	""	""	""	
"08/03/2017 09:40'00"	"42950.4027777778"	"  30.3000"	"  68.0000"	""	""	""	""	""	""	
"08/03/2017 09:50'00"	"42950.4097222222"	"  29.6000"	"  68.0000"	""	""	""	""	""	""	
"08/03/2017 10:00'00"	"42950.4166666667"	"  29.2000"	"  65.0000"	""	""	""	""	""	""	
"08/03/2017 10:10'00"	"42950.4236111111"	"  29.4000"	"  68.0000"	""	""	""	""	""	""	
"08/03/2017 10:20'00"	"42950.4305555556"	"  30.0000"	"  64.0000"	""	""	""	""	""	""	
"08/03/2017 10:30'00"	"42950.4375000000"	"  30.8000"	"  63.0000"	""	""	""	""	""	""	
"08/03/2017 10:40'00"	"42950.4444444444"	"  32.1000"	"  60.0000"	""	""	""	""	""	""	
"08/03/2017 10:50'00"	"42950.4513888889"	"  31.9000"	"  59.0000"	""	""	""	""	""	""	
"08/03/2017 11:00'00"	"42950.4583333333"	"  34.6000"	"  54.0000"	""	""	""	""	""	""	
"08/03/2017 11:10'00"	"42950.4652777778"	"  36.8000"	"  46.0000"	""	""	""	""	""	""	
"08/03/2017 11:20'00"	"42950.4722222222"	"  37.2000"	"  43.0000"	""	""	""	""	""	""	
"08/03/2017 11:30'00"	"42950.4791666667"	"  37.0000"	"  47.0000"	""	""	""	""	""	""	
"08/03/2017 11:40'00"	"42950.4861111111"	"  37.3000"	"  47.0000"	""	""	""	""	""	""	
"08/03/2017 11:50'00"	"42950.4930555556"	"  37.2000"	"  45.0000"	""	""	""	""	""	""	
"08/03/2017 12:00'00"	"42950.5000000000"	"  37.3000"	"  43.0000"	""	""	""	""	""	""	
"08/03/2017 12:10'00"	"42950.5069444444"	"  37.9000"	"  43.0000"	""	""	""	""	""	""	
"08/03/2017 12:20'00"	"42950.5138888889"	"  37.0000"	"  48.0000"	""	""	""	""	""	""	
"08/03/2017 12:30'00"	"42950.5208333333"	"  35.3000"	"  48.0000"	""	""	""	""	""	""	
"08/03/2017 12:40'00"	"42950.5277777778"	"  35.5000"	"  49.0000"	""	""	""	""	""	""	
"08/03/2017 12:50'00"	"42950.5347222222"	"  35.0000"	"  47.0000"	""	""	""	""	""	""	
"08/03/2017 13:00'00"	"42950.5416666667"	"  34.7000"	"  51.0000"	""	""	""	""	""	""	
"08/03/2017 13:10'00"	"42950.5486111111"	"  36.1000"	"  50.0000"	""	""	""	""	""	""	
"08/03/2017 13:20'00"	"42950.5555555556"	"  36.9000"	"  46.0000"	""	""	""	""	""	""	
"08/03/2017 13:30'00"	"42950.5625000000"	"  34.5000"	"  58.0000"	""	""	""	""	""	""	
"08/03/2017 13:40'00"	"42950.5694444444"	"  35.6000"	"  49.0000"	""	""	""	""	""	""	
"08/03/2017 13:50'00"	"42950.5763888889"	"  35.0000"	"  54.0000"	""	""	""	""	""	""	
"08/03/2017 14:00'00"	"42950.5833333333"	"  35.0000"	"  49.0000"	""	""	""	""	""	""	
"08/03/2017 14:10'00"	"42950.5902777778"	"  34.7000"	"  52.0000"	""	""	""	""	""	""	
"08/03/2017 14:20'00"	"42950.5972222222"	"  34.1000"	"  53.0000"	""	""	""	""	""	""	
"08/03/2017 14:30'00"	"42950.6041666667"	"  34.2000"	"  52.0000"	""	""	""	""	""	""	
"08/03/2017 14:40'00"	"42950.6111111111"	"  34.4000"	"  53.0000"	""	""	""	""	""	""	
"08/03/2017 14:50'00"	"42950.6180555556"	"  34.7000"	"  51.0000"	""	""	""	""	""	""	
"08/03/2017 15:00'00"	"42950.6250000000"	"  34.4000"	"  54.0000"	""	""	""	""	""	""	
"08/03/2017 15:10'00"	"42950.6319444444"	"  34.1000"	"  55.0000"	""	""	""	""	""	""	
"08/03/2017 15:20'00"	"42950.6388888889"	"  33.6000"	"  53.0000"	""	""	""	""	""	""	
"08/03/2017 15:30'00"	"42950.6458333333"	"  33.2000"	"  55.0000"	""	""	""	""	""	""	
"08/03/2017 15:40'00"	"42950.6527777778"	"  32.8000"	"  57.0000"	""	""	""	""	""	""	
"08/03/2017 15:50'00"	"42950.6597222222"	"  33.1000"	"  56.0000"	""	""	""	""	""	""	
"08/03/2017 16:00'00"	"42950.6666666667"	"  32.9000"	"  55.0000"	""	""	""	""	""	""	
"08/03/2017 16:10'00"	"42950.6736111111"	"  32.8000"	"  55.0000"	""	""	""	""	""	""	
"08/03/2017 16:20'00"	"42950.6805555556"	"  32.4000"	"  55.0000"	""	""	""	""	""	""	
"08/03/2017 16:30'00"	"42950.6875000000"	"  32.3000"	"  56.0000"	""	""	""	""	""	""	
"08/03/2017 16:40'00"	"42950.6944444444"	"  31.9000"	"  58.0000"	""	""	""	""	""	""	
"08/03/2017 16:50'00"	"42950.7013888889"	"  31.7000"	"  57.0000"	""	""	""	""	""	""	
"08/03/2017 17:00'00"	"42950.7083333333"	"  31.4000"	"  62.0000"	""	""	""	""	""	""	
"08/03/2017 17:10'00"	"42950.7152777778"	"  31.0000"	"  60.0000"	""	""	""	""	""	""	
"08/03/2017 17:20'00"	"42950.7222222222"	"  30.6000"	"  62.0000"	""	""	""	""	""	""	
"08/03/2017 17:30'00"	"42950.7291666667"	"  30.3000"	"  61.0000"	""	""	""	""	""	""	
"08/03/2017 17:40'00"	"42950.7361111111"	"  30.2000"	"  63.0000"	""	""	""	""	""	""	
"08/03/2017 17:50'00"	"42950.7430555556"	"  29.6000"	"  63.0000"	""	""	""	""	""	""	
"08/03/2017 18:00'00"	"42950.7500000000"	"  29.2000"	"  65.0000"	""	""	""	""	""	""	
"08/03/2017 18:10'00"	"42950.7569444444"	"  28.9000"	"  65.0000"	""	""	""	""	""	""	
"08/03/2017 18:20'00"	"42950.7638888889"	"  28.5000"	"  70.0000"	""	""	""	""	""	""	
"08/03/2017 18:30'00"	"42950.7708333333"	"  28.1000"	"  72.0000"	""	""	""	""	""	""	
"08/03/2017 18:40'00"	"42950.7777777778"	"  27.7000"	"  71.0000"	""	""	""	""	""	""	
"08/03/2017 18:50'00"	"42950.7847222222"	"  27.5000"	"  72.0000"	""	""	""	""	""	""	
"08/03/2017 19:00'00"	"42950.7916666667"	"  27.4000"	"  73.0000"	""	""	""	""	""	""	
"08/03/2017 19:10'00"	"42950.7986111111"	"  27.4000"	"  74.0000"	""	""	""	""	""	""	
"08/03/2017 19:20'00"	"42950.8055555556"	"  27.3000"	"  75.0000"	""	""	""	""	""	""	
"08/03/2017 19:30'00"	"42950.8125000000"	"  27.2000"	"  75.0000"	""	""	""	""	""	""	
"08/03/2017 19:40'00"	"42950.8194444444"	"  27.2000"	"  76.0000"	""	""	""	""	""	""	
"08/03/2017 19:50'00"	"42950.8263888889"	"  27.2000"	"  75.0000"	""	""	""	""	""	""	
"08/03/2017 20:00'00"	"42950.8333333333"	"  27.1000"	"  75.0000"	""	""	""	""	""	""	
"08/03/2017 20:10'00"	"42950.8402777778"	"  27.1000"	"  75.0000"	""	""	""	""	""	""	
"08/03/2017 20:20'00"	"42950.8472222222"	"  27.1000"	"  75.0000"	""	""	""	""	""	""	
"08/03/2017 20:30'00"	"42950.8541666667"	"  27.1000"	"  76.0000"	""	""	""	""	""	""	
"08/03/2017 20:40'00"	"42950.8611111111"	"  27.0000"	"  76.0000"	""	""	""	""	""	""	
"08/03/2017 20:50'00"	"42950.8680555556"	"  26.9000"	"  77.0000"	""	""	""	""	""	""	
"08/03/2017 21:00'00"	"42950.8750000000"	"  26.8000"	"  78.0000"	""	""	""	""	""	""	
"08/03/2017 21:10'00"	"42950.8819444444"	"  26.6000"	"  80.0000"	""	""	""	""	""	""	
"08/03/2017 21:20'00"	"42950.8888888889"	"  26.7000"	"  77.0000"	""	""	""	""	""	""	
"08/03/2017 21:30'00"	"42950.8958333333"	"  26.7000"	"  78.0000"	""	""	""	""	""	""	
"08/03/2017 21:40'00"	"42950.9027777778"	"  26.6000"	"  77.0000"	""	""	""	""	""	""	
"08/03/2017 21:50'00"	"42950.9097222222"	"  26.5000"	"  77.0000"	""	""	""	""	""	""	
"08/03/2017 22:00'00"	"42950.9166666667"	"  26.6000"	"  75.0000"	""	""	""	""	""	""	
"08/03/2017 22:10'00"	"42950.9236111111"	"  26.8000"	"  73.0000"	""	""	""	""	""	""	
"08/03/2017 22:20'00"	"42950.9305555556"	"  26.8000"	"  74.0000"	""	""	""	""	""	""	
"08/03/2017 22:30'00"	"42950.9375000000"	"  26.8000"	"  74.0000"	""	""	""	""	""	""	
"08/03/2017 22:40'00"	"42950.9444444444"	"  26.7000"	"  73.0000"	""	""	""	""	""	""	
"08/03/2017 22:50'00"	"42950.9513888889"	"  26.7000"	"  74.0000"	""	""	""	""	""	""	
"08/03/2017 23:00'00"	"42950.9583333333"	"  26.6000"	"  74.0000"	""	""	""	""	""	""	
"08/03/2017 23:10'00"	"42950.9652777778"	"  26.6000"	"  75.0000"	""	""	""	""	""	""	
"08/03/2017 23:20'00"	"42950.9722222222"	"  26.7000"	"  74.0000"	""	""	""	""	""	""	
"08/03/2017 23:30'00"	"42950.9791666667"	"  26.7000"	"  76.0000"	""	""	""	""	""	""	
"08/03/2017 23:40'00"	"42950.9861111111"	"  26.7000"	"  72.0000"	""	""	""	""	""	""	
"08/03/2017 23:50'00"	"42950.9930555556"	"  26.7000"	"  72.0000"	""	""	""	""	""	""	
"08/04/2017 00:00'00"	"42951.0000000000"	"  26.6000"	"  74.0000"	""	""	""	""	""	""	
"08/04/2017 00:10'00"	"42951.0069444444"	"  26.4000"	"  77.0000"	""	""	""	""	""	""	
"08/04/2017 00:20'00"	"42951.0138888889"	"  26.4000"	"  73.0000"	""	""	""	""	""	""	
"08/04/2017 00:30'00"	"42951.0208333333"	"  26.4000"	"  74.0000"	""	""	""	""	""	""	
"08/04/2017 00:40'00"	"42951.0277777778"	"  26.5000"	"  73.0000"	""	""	""	""	""	""	
"08/04/2017 00:50'00"	"42951.0347222222"	"  26.4000"	"  73.0000"	""	""	""	""	""	""	
"08/04/2017 01:00'00"	"42951.0416666667"	"  26.3000"	"  74.0000"	""	""	""	""	""	""	
"08/04/2017 01:10'00"	"42951.0486111111"	"  26.2000"	"  75.0000"	""	""	""	""	""	""	
"08/04/2017 01:20'00"	"42951.0555555556"	"  26.3000"	"  73.0000"	""	""	""	""	""	""	
"08/04/2017 01:30'00"	"42951.0625000000"	"  26.3000"	"  74.0000"	""	""	""	""	""	""	
"08/04/2017 01:40'00"	"42951.0694444444"	"  26.2000"	"  74.0000"	""	""	""	""	""	""	
"08/04/2017 01:50'00"	"42951.0763888889"	"  26.2000"	"  75.0000"	""	""	""	""	""	""	
"08/04/2017 02:00'00"	"42951.0833333333"	"  26.2000"	"  75.0000"	""	""	""	""	""	""	
"08/04/2017 02:10'00"	"42951.0902777778"	"  26.1000"	"  76.0000"	""	""	""	""	""	""	
"08/04/2017 02:20'00"	"42951.0972222222"	"  26.0000"	"  78.0000"	""	""	""	""	""	""	
"08/04/2017 02:30'00"	"42951.1041666667"	"  26.0000"	"  78.0000"	""	""	""	""	""	""	
"08/04/2017 02:40'00"	"42951.1111111111"	"  25.9000"	"  80.0000"	""	""	""	""	""	""	
"08/04/2017 02:50'00"	"42951.1180555556"	"  25.9000"	"  79.0000"	""	""	""	""	""	""	
"08/04/2017 03:00'00"	"42951.1250000000"	"  25.6000"	"  80.0000"	""	""	""	""	""	""	
"08/04/2017 03:10'00"	"42951.1319444444"	"  25.6000"	"  81.0000"	""	""	""	""	""	""	
"08/04/2017 03:20'00"	"42951.1388888889"	"  25.6000"	"  83.0000"	""	""	""	""	""	""	
"08/04/2017 03:30'00"	"42951.1458333333"	"  25.6000"	"  82.0000"	""	""	""	""	""	""	
"08/04/2017 03:40'00"	"42951.1527777778"	"  25.7000"	"  82.0000"	""	""	""	""	""	""	
"08/04/2017 03:50'00"	"42951.1597222222"	"  25.7000"	"  81.0000"	""	""	""	""	""	""	
"08/04/2017 04:00'00"	"42951.1666666667"	"  25.6000"	"  83.0000"	""	""	""	""	""	""	
"08/04/2017 04:10'00"	"42951.1736111111"	"  25.5000"	"  83.0000"	""	""	""	""	""	""	
"08/04/2017 04:20'00"	"42951.1805555556"	"  25.5000"	"  85.0000"	""	""	""	""	""	""	
"08/04/2017 04:30'00"	"42951.1875000000"	"  25.2000"	"  86.0000"	""	""	""	""	""	""	
"08/04/2017 04:40'00"	"42951.1944444444"	"  24.9000"	"  87.0000"	""	""	""	""	""	""	
"08/04/2017 04:50'00"	"42951.2013888889"	"  24.7000"	"  90.0000"	""	""	""	""	""	""	
"08/04/2017 05:00'00"	"42951.2083333333"	"  24.6000"	"  91.0000"	""	""	""	""	""	""	
"08/04/2017 05:10'00"	"42951.2152777778"	"  24.5000"	"  91.0000"	""	""	""	""	""	""	
"08/04/2017 05:20'00"	"42951.2222222222"	"  24.7000"	"  91.0000"	""	""	""	""	""	""	
"08/04/2017 05:30'00"	"42951.2291666667"	"  25.1000"	"  90.0000"	""	""	""	""	""	""	
"08/04/2017 05:40'00"	"42951.2361111111"	"  25.4000"	"  89.0000"	""	""	""	""	""	""	
"08/04/2017 05:50'00"	"42951.2430555556"	"  25.7000"	"  84.0000"	""	""	""	""	""	""	
"08/04/2017 06:00'00"	"42951.2500000000"	"  25.8000"	"  83.0000"	""	""	""	""	""	""	
"08/04/2017 06:10'00"	"42951.2569444444"	"  25.8000"	"  83.0000"	""	""	""	""	""	""	
"08/04/2017 06:20'00"	"42951.2638888889"	"  26.1000"	"  81.0000"	""	""	""	""	""	""	
"08/04/2017 06:30'00"	"42951.2708333333"	"  26.2000"	"  79.0000"	""	""	""	""	""	""	
"08/04/2017 06:40'00"	"42951.2777777778"	"  26.0000"	"  84.0000"	""	""	""	""	""	""	
"08/04/2017 06:50'00"	"42951.2847222222"	"  25.9000"	"  86.0000"	""	""	""	""	""	""	
"08/04/2017 07:00'00"	"42951.2916666667"	"  25.9000"	"  85.0000"	""	""	""	""	""	""	
"08/04/2017 07:10'00"	"42951.2986111111"	"  26.5000"	"  83.0000"	""	""	""	""	""	""	
"08/04/2017 07:20'00"	"42951.3055555556"	"  26.9000"	"  81.0000"	""	""	""	""	""	""	
"08/04/2017 07:30'00"	"42951.3125000000"	"  27.6000"	"  82.0000"	""	""	""	""	""	""	
"08/04/2017 07:40'00"	"42951.3194444444"	"  27.8000"	"  77.0000"	""	""	""	""	""	""	
"08/04/2017 07:50'00"	"42951.3263888889"	"  26.3000"	"  94.0000"	""	""	""	""	""	""	
"08/04/2017 08:00'00"	"42951.3333333333"	"  25.6000"	"  97.0000"	""	""	""	""	""	""	
"08/04/2017 08:10'00"	"42951.3402777778"	"  25.5000"	"  98.0000"	""	""	""	""	""	""	
"08/04/2017 08:20'00"	"42951.3472222222"	"  25.9000"	"  96.0000"	""	""	""	""	""	""	
"08/04/2017 08:30'00"	"42951.3541666667"	"  26.7000"	"  92.0000"	""	""	""	""	""	""	
"08/04/2017 08:40'00"	"42951.3611111111"	"  28.4000"	"  87.0000"	""	""	""	""	""	""	
"08/04/2017 08:50'00"	"42951.3680555556"	"  28.8000"	"  84.0000"	""	""	""	""	""	""	
"08/04/2017 09:00'00"	"42951.3750000000"	"  29.5000"	"  78.0000"	""	""	""	""	""	""	
"08/04/2017 09:10'00"	"42951.3819444444"	"  31.7000"	"  73.0000"	""	""	""	""	""	""	
"08/04/2017 09:20'00"	"42951.3888888889"	"  32.9000"	"  62.0000"	""	""	""	""	""	""	
"08/04/2017 09:30'00"	"42951.3958333333"	"  33.6000"	"  57.0000"	""	""	""	""	""	""	
"08/04/2017 09:40'00"	"42951.4027777778"	"  34.8000"	"  56.0000"	""	""	""	""	""	""	
"08/04/2017 09:50'00"	"42951.4097222222"	"  34.5000"	"  58.0000"	""	""	""	""	""	""	
"08/04/2017 10:00'00"	"42951.4166666667"	"  34.5000"	"  58.0000"	""	""	""	""	""	""	
"08/04/2017 10:10'00"	"42951.4236111111"	"  36.4000"	"  51.0000"	""	""	""	""	""	""	
"08/04/2017 10:20'00"	"42951.4305555556"	"  35.3000"	"  56.0000"	""	""	""	""	""	""	
"08/04/2017 10:30'00"	"42951.4375000000"	"  34.3000"	"  59.0000"	""	""	""	""	""	""	
"08/04/2017 10:40'00"	"42951.4444444444"	"  35.5000"	"  57.0000"	""	""	""	""	""	""	
"08/04/2017 10:50'00"	"42951.4513888889"	"  34.4000"	"  60.0000"	""	""	""	""	""	""	
"08/04/2017 11:00'00"	"42951.4583333333"	"  35.4000"	"  56.0000"	""	""	""	""	""	""	
"08/04/2017 11:10'00"	"42951.4652777778"	"  37.1000"	"  52.0000"	""	""	""	""	""	""	
"08/04/2017 11:20'00"	"42951.4722222222"	"  37.1000"	"  54.0000"	""	""	""	""	""	""	
"08/04/2017 11:30'00"	"42951.4791666667"	"  37.1000"	"  49.0000"	""	""	""	""	""	""	
"08/04/2017 11:40'00"	"42951.4861111111"	"  37.7000"	"  50.0000"	""	""	""	""	""	""	
"08/04/2017 11:50'00"	"42951.4930555556"	"  37.9000"	"  51.0000"	""	""	""	""	""	""	
"08/04/2017 12:00'00"	"42951.5000000000"	"  37.4000"	"  49.0000"	""	""	""	""	""	""	
"08/04/2017 12:10'00"	"42951.5069444444"	"  37.2000"	"  52.0000"	""	""	""	""	""	""	
"08/04/2017 12:20'00"	"42951.5138888889"	"  37.6000"	"  52.0000"	""	""	""	""	""	""	
"08/04/2017 12:30'00"	"42951.5208333333"	"  38.4000"	"  51.0000"	""	""	""	""	""	""	
"08/04/2017 12:40'00"	"42951.5277777778"	"  37.9000"	"  49.0000"	""	""	""	""	""	""	
"08/04/2017 12:50'00"	"42951.5347222222"	"  37.6000"	"  51.0000"	""	""	""	""	""	""	
"08/04/2017 13:00'00"	"42951.5416666667"	"  37.6000"	"  50.0000"	""	""	""	""	""	""	
"08/04/2017 13:10'00"	"42951.5486111111"	"  37.0000"	"  52.0000"	""	""	""	""	""	""	
