date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x
2016-09-17,26.668807339449547,25.568807339449545,26.290825688073408,79.81651376146789,23.2,24.6,23.8,62.0,34.1,26.9,31.4,94.0
2016-09-18,27.936697247706427,26.031192660550456,27.376146788990837,78.94495412844037,22.3,24.4,23.1,58.0,36.8,28.1,34.5,94.0
2016-09-19,25.72752293577981,25.98165137614677,25.939449541284404,92.26605504587155,24.1,25.7,24.4,80.0,28.2,26.3,27.7,97.0
2016-09-20,28.362385321100916,26.45045871559633,27.845871559633025,79.4862385321101,22.4,24.5,23.1,55.0,38.0,29.1,35.8,98.0
2016-09-21,24.283486238532106,24.96605504587158,24.279816513761475,85.33944954128441,22.1,24.3,22.6,72.0,29.5,26.0,27.5,96.0
2016-09-22,24.875229357798162,24.10000000000001,24.38348623853211,78.88073394495413,20.6,22.7,21.5,53.0,34.6,25.6,29.7,95.0
2016-09-23,22.984403669724774,22.96972477064221,23.112844036697258,93.39449541284404,20.4,20.4,20.5,75.0,29.6,28.7,29.3,100.0
2016-09-24,24.231192660550466,24.024770642201837,24.165137614678898,93.66055045871559,22.1,23.4,22.6,75.0,30.2,24.9,28.2,100.0
2016-09-25,22.685321100917434,23.54954128440367,22.863302752293578,94.61467889908256,20.2,23.0,21.0,84.0,26.7,23.9,24.9,99.0
2016-09-26,25.804587155963294,23.55045871559632,24.692660550458715,77.92660550458716,18.5,21.6,19.4,53.0,38.3,26.2,32.0,98.0
2016-09-27,27.296330275229355,24.755963302752296,26.38256880733944,78.6697247706422,20.8,22.9,21.7,54.0,39.1,27.4,34.7,95.0
2016-09-28,28.89174311926606,25.92110091743119,27.70275229357798,76.77064220183486,21.4,23.8,22.3,50.0,41.4,30.9,36.3,95.0
2016-09-29,26.49357798165138,25.888990825688065,26.297247706422024,88.66055045871559,23.9,25.1,24.5,75.0,33.4,26.9,30.5,96.0
2016-09-30,27.877981651376146,26.01651376146791,26.9,82.4862385321101,23.7,24.9,24.1,63.0,41.2,27.6,32.9,97.0
2016-10-01,23.609174311926598,23.484403669724763,23.45137614678898,72.74311926605505,18.3,22.4,19.5,64.0,32.3,24.6,28.3,81.0
2016-10-02,25.485321100917428,24.013761467889914,24.875229357798162,79.88990825688073,21.4,22.8,21.8,63.0,33.7,26.0,30.6,91.0
2016-10-03,26.723853211009175,25.96330275229358,26.68623853211009,77.8348623853211,22.6,23.7,23.1,53.0,37.6,33.1,34.5,92.0
2016-10-04,24.953211009174314,24.614678899082573,24.755045871559638,87.21100917431193,21.8,23.3,22.6,73.0,29.8,27.7,28.0,95.0
2016-10-05,27.21009174311927,24.771559633027525,25.92110091743119,77.70642201834862,20.9,22.8,21.6,55.0,39.6,27.4,33.3,96.0
2016-10-06,24.483486238532105,23.785321100917425,24.09357798165137,81.73394495412845,19.3,22.2,20.2,60.0,32.6,25.6,29.8,94.0
2016-10-07,26.866972477064216,24.48807339449542,25.489908256880728,68.68807339449542,20.6,22.8,21.4,42.0,40.2,31.8,33.1,94.0
