date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,T20_mean_y,ST_mean_y,T60_mean_y,H_mean_y,T20_min_y,ST_min_y,T60_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,T20_mean_z,ST_mean_z,T60_mean_z,H_mean_z,T20_min_z,ST_min_z,T60_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z,T20_mean_a,ST_mean_a,T60_mean_a,H_mean_a,T20_min_a,ST_min_a,T60_min_a,H_min_a,T20_max_a,ST_max_a,T60_max_a,H_max_a,T20_mean_b,ST_mean_b,T60_mean_b,H_mean_b,T20_min_b,ST_min_b,T60_min_b,H_min_b,T20_max_b,ST_max_b,T60_max_b,H_max_b
2017-01-19,19.863302752293578,17.359633027522943,18.00733944954128,85.01834862385321,12.6,15.6,13.2,61.0,34.1,20.4,26.8,96.0,17.959027777777784,16.85347222222223,16.72013888888889,85.625,12.8,15.4,13.2,58.0,30.1,19.1,24.2,96.0,17.009722222222216,16.56180555555555,15.977083333333342,87.26388888888889,12.7,15.2,12.9,63.0,28.2,18.8,22.8,97.0,16.75972222222223,16.193055555555556,15.711111111111105,87.63194444444444,12.4,14.8,12.5,55.0,29.8,18.6,24.2,99.0,14.363888888888892,15.665277777777769,14.008333333333328,95.57638888888889,12.7,15.2,12.7,89.0,22.6,16.7,20.1,100.0
2017-01-20,18.065137614678903,17.430275229357804,17.466972477064225,94.93577981651376,13.1,16.1,13.9,80.0,28.8,20.0,25.1,100.0,18.520833333333336,17.375694444444452,17.241666666666667,87.25,12.6,15.6,13.2,61.0,34.1,20.4,26.8,97.0,17.959027777777784,16.85347222222223,16.72013888888889,85.625,12.8,15.4,13.2,58.0,30.1,19.1,24.2,96.0,17.009722222222216,16.56180555555555,15.977083333333342,87.26388888888889,12.7,15.2,12.9,63.0,28.2,18.8,22.8,97.0,16.75972222222223,16.193055555555556,15.711111111111105,87.63194444444444,12.4,14.8,12.5,55.0,29.8,18.6,24.2,99.0
2017-01-21,16.76146788990826,16.853211009174306,16.121100917431193,94.93577981651376,12.8,15.9,13.4,78.0,30.5,18.6,25.7,100.0,17.192361111111115,17.398611111111116,16.843055555555562,94.76388888888889,13.1,16.1,13.9,80.0,28.8,20.0,25.1,100.0,18.520833333333336,17.375694444444452,17.241666666666667,87.25,12.6,15.6,13.2,61.0,34.1,20.4,26.8,97.0,17.959027777777784,16.85347222222223,16.72013888888889,85.625,12.8,15.4,13.2,58.0,30.1,19.1,24.2,96.0,17.009722222222216,16.56180555555555,15.977083333333342,87.26388888888889,12.7,15.2,12.9,63.0,28.2,18.8,22.8,97.0
2017-01-22,19.670642201834866,17.331192660550453,17.993577981651377,85.94495412844037,13.0,15.7,13.5,57.0,32.0,20.1,25.5,100.0,16.140277777777783,16.791666666666664,15.72361111111111,95.60416666666667,12.8,15.9,13.4,78.0,30.5,18.6,25.7,100.0,17.192361111111115,17.398611111111116,16.843055555555562,94.76388888888889,13.1,16.1,13.9,80.0,28.8,20.0,25.1,100.0,18.520833333333336,17.375694444444452,17.241666666666667,87.25,12.6,15.6,13.2,61.0,34.1,20.4,26.8,97.0,17.959027777777784,16.85347222222223,16.72013888888889,85.625,12.8,15.4,13.2,58.0,30.1,19.1,24.2,96.0
2017-01-23,17.61743119266055,17.225688073394494,16.83669724770642,89.31192660550458,12.6,15.9,13.3,65.0,32.6,19.5,24.9,99.0,18.408333333333342,17.350694444444443,17.262499999999996,87.41666666666667,13.0,15.7,13.5,57.0,32.0,20.1,25.5,100.0,16.140277777777783,16.791666666666664,15.72361111111111,95.60416666666667,12.8,15.9,13.4,78.0,30.5,18.6,25.7,100.0,17.192361111111115,17.398611111111116,16.843055555555562,94.76388888888889,13.1,16.1,13.9,80.0,28.8,20.0,25.1,100.0,18.520833333333336,17.375694444444452,17.241666666666667,87.25,12.6,15.6,13.2,61.0,34.1,20.4,26.8,97.0
2017-01-24,18.05963302752293,16.997247706422016,16.940366972477054,87.55963302752293,12.7,15.7,13.3,55.0,31.2,19.6,25.3,99.0,16.79861111111112,17.12083333333334,16.285416666666663,90.07638888888889,12.6,15.9,13.3,65.0,32.6,19.5,24.9,99.0,18.408333333333342,17.350694444444443,17.262499999999996,87.41666666666667,13.0,15.7,13.5,57.0,32.0,20.1,25.5,100.0,16.140277777777783,16.791666666666664,15.72361111111111,95.60416666666667,12.8,15.9,13.4,78.0,30.5,18.6,25.7,100.0,17.192361111111115,17.398611111111116,16.843055555555562,94.76388888888889,13.1,16.1,13.9,80.0,28.8,20.0,25.1,100.0
2017-01-25,19.240366972477066,16.84128440366973,17.118348623853215,86.62385321100918,12.5,15.6,12.6,68.0,33.5,19.4,25.8,96.0,17.078472222222214,17.001388888888886,16.32083333333333,88.125,12.7,15.7,13.3,55.0,31.2,19.6,25.3,99.0,16.79861111111112,17.12083333333334,16.285416666666663,90.07638888888889,12.6,15.9,13.3,65.0,32.6,19.5,24.9,99.0,18.408333333333342,17.350694444444443,17.262499999999996,87.41666666666667,13.0,15.7,13.5,57.0,32.0,20.1,25.5,100.0,16.140277777777783,16.791666666666664,15.72361111111111,95.60416666666667,12.8,15.9,13.4,78.0,30.5,18.6,25.7,100.0
2017-01-26,20.087155963302752,17.333027522935776,18.047706422018354,83.78899082568807,12.6,15.6,13.2,54.0,33.7,20.3,26.6,100.0,18.00347222222222,16.84097222222223,16.483333333333338,87.72222222222223,12.5,15.6,12.6,68.0,33.5,19.4,25.8,96.0,17.078472222222214,17.001388888888886,16.32083333333333,88.125,12.7,15.7,13.3,55.0,31.2,19.6,25.3,99.0,16.79861111111112,17.12083333333334,16.285416666666663,90.07638888888889,12.6,15.9,13.3,65.0,32.6,19.5,24.9,99.0,18.408333333333342,17.350694444444443,17.262499999999996,87.41666666666667,13.0,15.7,13.5,57.0,32.0,20.1,25.5,100.0
2017-01-27,19.877064220183488,17.61192660550458,18.190825688073392,84.0091743119266,12.5,15.8,13.0,56.0,34.2,20.6,27.3,100.0,18.686111111111117,17.391666666666666,17.288194444444443,85.52777777777777,12.6,15.6,13.2,54.0,33.7,20.3,26.6,100.0,18.00347222222222,16.84097222222223,16.483333333333338,87.72222222222223,12.5,15.6,12.6,68.0,33.5,19.4,25.8,96.0,17.078472222222214,17.001388888888886,16.32083333333333,88.125,12.7,15.7,13.3,55.0,31.2,19.6,25.3,99.0,16.79861111111112,17.12083333333334,16.285416666666663,90.07638888888889,12.6,15.9,13.3,65.0,32.6,19.5,24.9,99.0
2017-01-28,18.825688073394492,17.65596330275229,17.732110091743113,89.30275229357798,12.5,15.9,13.3,66.0,31.6,19.9,25.6,99.0,18.47708333333334,17.628472222222218,17.345138888888883,85.49305555555556,12.5,15.8,13.0,56.0,34.2,20.6,27.3,100.0,18.686111111111117,17.391666666666666,17.288194444444443,85.52777777777777,12.6,15.6,13.2,54.0,33.7,20.3,26.6,100.0,18.00347222222222,16.84097222222223,16.483333333333338,87.72222222222223,12.5,15.6,12.6,68.0,33.5,19.4,25.8,96.0,17.078472222222214,17.001388888888886,16.32083333333333,88.125,12.7,15.7,13.3,55.0,31.2,19.6,25.3,99.0
