Date/Time	T20	ST	T60	H
2017/5/12 0:00	16.5	18.3	16.7	96
2017/5/12 0:10	16.2	18.2	16.4	96
2017/5/12 0:20	16.1	18.1	16.3	98
2017/5/12 0:30	15.9	18	16	98
2017/5/12 0:40	15.8	17.9	15.9	99
2017/5/12 0:50	15.7	17.8	15.8	99
2017/5/12 1:00	15.5	17.7	15.7	100
2017/5/12 1:10	15.4	17.6	15.6	100
2017/5/12 1:20	15.3	17.5	15.4	99
2017/5/12 1:30	15.6	17.5	15.7	98
2017/5/12 1:40	15.6	17.5	15.7	98
2017/5/12 1:50	15.4	17.4	15.6	99
2017/5/12 2:00	15.2	17.3	15.4	100
2017/5/12 2:10	15.1	17.2	15.3	100
2017/5/12 2:20	15.1	17.2	15.3	100
2017/5/12 2:30	15	17.1	15.2	100
2017/5/12 2:40	14.9	17.1	15	100
2017/5/12 2:50	14.8	17	15	100
2017/5/12 3:00	14.8	17	15	100
2017/5/12 3:10	14.6	16.8	14.8	100
2017/5/12 3:20	14.6	16.8	14.7	100
2017/5/12 3:30	14.5	16.7	14.6	100
2017/5/12 3:40	14.4	16.7	14.5	100
2017/5/12 3:50	14.3	16.6	14.4	100
2017/5/12 4:00	14.3	16.6	14.4	100
2017/5/12 4:10	14.2	16.5	14.3	100
2017/5/12 4:20	14.1	16.4	14.3	100
2017/5/12 4:30	14.1	16.3	14.3	100
2017/5/12 4:40	14.1	16.3	14.3	100
2017/5/12 4:50	14	16.3	14.1	100
2017/5/12 5:00	14.1	16.2	14.2	100
2017/5/12 5:10	14.1	16.2	14.3	100
2017/5/12 5:20	14.5	16.3	14.6	100
2017/5/12 5:30	14.8	16.4	14.9	100
2017/5/12 5:40	15.2	16.6	15.4	100
2017/5/12 5:50	15.9	16.8	15.9	99
2017/5/12 6:00	16.5	17	16.5	95
2017/5/12 6:10	16.9	17.2	16.9	93
2017/5/12 6:20	17.3	17.4	17.4	91
2017/5/12 6:30	18	17.7	17.9	89
2017/5/12 6:40	18.6	18	18.5	86
2017/5/12 6:50	19.5	18.4	19.5	84
2017/5/12 7:00	20.5	19	20.6	82
