date,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max
2017-08-01,30.500000000000014,28.66250000000001,29.5090277777778,80.38888888888889,24.8,26.5,25.8,64,38.1,31.7,35.0,97
2017-08-02,27.596527777777794,27.127083333333335,27.7111111111111,88.11111111111111,24.3,25.5,24.7,75,37.4,29.4,35.1,100
2017-08-03,29.431249999999995,27.093750000000004,28.368055555555543,73.47916666666667,23.4,25.0,24.0,45,41.8,30.1,36.3,94
2017-08-04,30.579861111111104,27.880555555555553,29.563194444444452,76.42361111111111,24.0,25.6,24.7,51,41.7,30.7,36.7,100
2017-08-05,29.779166666666654,28.199305555555547,29.023611111111126,83.52083333333333,25.4,26.7,26.3,58,40.7,30.5,36.1,100
2017-08-06,31.986111111111093,29.156249999999986,31.665972222222226,85.27083333333333,25.1,26.7,26.1,54,45.1,32.4,38.1,100
2017-08-07,28.140277777777783,28.01944444444447,28.508333333333326,91.46527777777777,26.4,27.5,27.4,78,35.5,29.3,31.8,100
2017-08-08,29.73263888888889,27.866666666666674,29.13124999999999,76.93055555555556,24.8,26.3,26.2,56,40.2,30.3,34.9,100
2017-08-09,31.224305555555546,27.909027777777784,30.30902777777779,68.38194444444444,24.6,25.5,25.2,47,42.6,31.0,37.3,100
2017-08-10,31.451388888888907,28.504861111111115,30.004861111111097,76.55555555555556,24.0,25.9,25.0,51,42.7,32.0,37.8,100
2017-08-11,29.520138888888873,28.407638888888883,29.07708333333333,84.96527777777777,25.3,26.2,26.4,62,40.3,31.0,35.6,100
2017-08-12,28.684027777777764,28.03055555555557,28.59027777777777,84.16666666666667,24.4,26.5,25.6,63,36.2,30.5,34.0,98
2017-08-13,29.27430555555555,27.691666666666666,28.434027777777786,80.97222222222223,22.7,25.3,23.8,61,39.8,30.4,35.3,100
2017-08-14,28.57430555555558,27.49305555555554,28.049999999999986,79.17361111111111,23.7,25.8,24.8,61,37.2,29.7,33.9,93
2017-08-15,27.059027777777793,26.937500000000014,27.03888888888889,85.54166666666667,24.1,25.8,24.9,67,34.3,28.5,30.9,92
2017-08-16,27.388194444444448,26.70833333333333,27.927777777777788,88.09027777777777,23.8,25.3,24.6,64,37.4,28.7,35.1,100
2017-08-17,29.29722222222223,27.751388888888883,28.654166666666665,79.88888888888889,24.6,25.9,25.6,58,39.8,30.5,34.9,94
2017-08-18,28.43541666666667,27.72986111111112,28.749305555555566,90.61805555555556,24.7,26.4,25.7,78,38.3,29.6,35.8,100
2017-08-19,30.35347222222222,28.454861111111104,29.462500000000002,78.94444444444444,24.1,26.1,25.0,56,42.2,31.3,36.0,96
2017-08-20,29.465972222222206,28.185416666666658,29.429861111111116,83.64583333333333,23.7,25.9,24.6,62,38.0,30.8,38.2,100
2017-08-21,29.73124999999999,28.406249999999996,29.047916666666676,80.84722222222223,24.5,26.5,25.5,58,41.4,31.1,35.5,93
2017-08-22,29.486805555555563,28.37638888888889,28.78194444444444,81.82638888888889,24.4,26.6,25.2,64,42.3,31.0,36.1,94
2017-08-23,29.8125,28.188194444444445,29.497916666666654,80.74305555555556,24.0,26.2,24.9,51,39.8,30.6,35.8,100
