date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,T20_mean_y,ST_mean_y,T60_mean_y,H_mean_y,T20_min_y,ST_min_y,T60_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,T20_mean_z,ST_mean_z,T60_mean_z,H_mean_z,T20_min_z,ST_min_z,T60_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z,T20_mean_a,ST_mean_a,T60_mean_a,H_mean_a,T20_min_a,ST_min_a,T60_min_a,H_min_a,T20_max_a,ST_max_a,T60_max_a,H_max_a,T20_mean_b,ST_mean_b,T60_mean_b,H_mean_b,T20_min_b,ST_min_b,T60_min_b,H_min_b,T20_max_b,ST_max_b,T60_max_b,H_max_b
2017-08-06,30.694495412844034,28.2697247706422,29.508256880733946,81.19266055045871,25.4,26.7,26.3,58.0,40.7,30.5,36.1,100.0,30.579861111111104,27.880555555555553,29.563194444444452,76.42361111111111,24.0,25.6,24.7,51.0,41.7,30.7,36.7,100.0,29.431249999999995,27.093750000000004,28.368055555555543,73.47916666666667,23.4,25.0,24.0,45.0,41.8,30.1,36.3,94.0,27.596527777777794,27.127083333333335,27.7111111111111,88.11111111111111,24.3,25.5,24.7,75.0,37.4,29.4,35.1,100.0,30.500000000000014,28.66250000000001,29.5090277777778,80.38888888888889,24.8,26.5,25.8,64.0,38.1,31.7,35.0,97.0
2017-08-07,33.23669724770642,29.239449541284404,31.5211009174312,80.54128440366972,25.1,26.7,26.1,54.0,45.1,32.4,38.1,100.0,29.779166666666654,28.199305555555547,29.023611111111126,83.52083333333333,25.4,26.7,26.3,58.0,40.7,30.5,36.1,100.0,30.579861111111104,27.880555555555553,29.563194444444452,76.42361111111111,24.0,25.6,24.7,51.0,41.7,30.7,36.7,100.0,29.431249999999995,27.093750000000004,28.368055555555543,73.47916666666667,23.4,25.0,24.0,45.0,41.8,30.1,36.3,94.0,27.596527777777794,27.127083333333335,27.7111111111111,88.11111111111111,24.3,25.5,24.7,75.0,37.4,29.4,35.1,100.0
2017-08-08,28.550458715596335,28.09724770642203,28.67522935779817,89.3211009174312,26.9,27.5,27.4,78.0,35.5,29.3,31.8,100.0,31.986111111111093,29.156249999999986,31.665972222222226,85.27083333333333,25.1,26.7,26.1,54.0,45.1,32.4,38.1,100.0,29.779166666666654,28.199305555555547,29.023611111111126,83.52083333333333,25.4,26.7,26.3,58.0,40.7,30.5,36.1,100.0,30.579861111111104,27.880555555555553,29.563194444444452,76.42361111111111,24.0,25.6,24.7,51.0,41.7,30.7,36.7,100.0,29.431249999999995,27.093750000000004,28.368055555555543,73.47916666666667,23.4,25.0,24.0,45.0,41.8,30.1,36.3,94.0
2017-08-09,30.52201834862385,28.13761467889909,29.648623853211,79.5045871559633,24.8,26.6,26.3,56.0,40.2,30.3,34.9,100.0,28.140277777777783,28.01944444444447,28.508333333333326,91.46527777777777,26.4,27.5,27.4,78.0,35.5,29.3,31.8,100.0,31.986111111111093,29.156249999999986,31.665972222222226,85.27083333333333,25.1,26.7,26.1,54.0,45.1,32.4,38.1,100.0,29.779166666666654,28.199305555555547,29.023611111111126,83.52083333333333,25.4,26.7,26.3,58.0,40.7,30.5,36.1,100.0,30.579861111111104,27.880555555555553,29.563194444444452,76.42361111111111,24.0,25.6,24.7,51.0,41.7,30.7,36.7,100.0
2017-08-10,32.391743119266046,28.003669724770656,31.12201834862385,68.41284403669725,24.6,25.5,25.2,47.0,42.6,31.0,37.3,100.0,29.73263888888889,27.866666666666674,29.13124999999999,76.93055555555556,24.8,26.3,26.2,56.0,40.2,30.3,34.9,100.0,28.140277777777783,28.01944444444447,28.508333333333326,91.46527777777777,26.4,27.5,27.4,78.0,35.5,29.3,31.8,100.0,31.986111111111093,29.156249999999986,31.665972222222226,85.27083333333333,25.1,26.7,26.1,54.0,45.1,32.4,38.1,100.0,29.779166666666654,28.199305555555547,29.023611111111126,83.52083333333333,25.4,26.7,26.3,58.0,40.7,30.5,36.1,100.0
2017-08-11,32.56422018348625,28.491743119266058,30.516513761467895,74.30275229357798,24.0,25.9,25.0,51.0,42.7,32.0,37.8,100.0,31.224305555555546,27.909027777777784,30.30902777777779,68.38194444444444,24.6,25.5,25.2,47.0,42.6,31.0,37.3,100.0,29.73263888888889,27.866666666666674,29.13124999999999,76.93055555555556,24.8,26.3,26.2,56.0,40.2,30.3,34.9,100.0,28.140277777777783,28.01944444444447,28.508333333333326,91.46527777777777,26.4,27.5,27.4,78.0,35.5,29.3,31.8,100.0,31.986111111111093,29.156249999999986,31.665972222222226,85.27083333333333,25.1,26.7,26.1,54.0,45.1,32.4,38.1,100.0
2017-08-12,30.686238532110092,28.729357798165136,29.816513761467895,83.77981651376147,25.9,26.2,26.9,62.0,40.3,31.0,35.6,100.0,31.451388888888907,28.504861111111115,30.004861111111097,76.55555555555556,24.0,25.9,25.0,51.0,42.7,32.0,37.8,100.0,31.224305555555546,27.909027777777784,30.30902777777779,68.38194444444444,24.6,25.5,25.2,47.0,42.6,31.0,37.3,100.0,29.73263888888889,27.866666666666674,29.13124999999999,76.93055555555556,24.8,26.3,26.2,56.0,40.2,30.3,34.9,100.0,28.140277777777783,28.01944444444447,28.508333333333326,91.46527777777777,26.4,27.5,27.4,78.0,35.5,29.3,31.8,100.0
2017-08-13,29.40091743119265,28.124770642201852,29.01834862385321,83.53211009174312,24.4,26.5,25.6,63.0,36.2,30.5,34.0,98.0,29.520138888888873,28.407638888888883,29.07708333333333,84.96527777777777,25.3,26.2,26.4,62.0,40.3,31.0,35.6,100.0,31.451388888888907,28.504861111111115,30.004861111111097,76.55555555555556,24.0,25.9,25.0,51.0,42.7,32.0,37.8,100.0,31.224305555555546,27.909027777777784,30.30902777777779,68.38194444444444,24.6,25.5,25.2,47.0,42.6,31.0,37.3,100.0,29.73263888888889,27.866666666666674,29.13124999999999,76.93055555555556,24.8,26.3,26.2,56.0,40.2,30.3,34.9,100.0
2017-08-14,30.280733944954118,27.74403669724771,28.959633027522933,80.21100917431193,22.7,25.3,23.8,61.0,39.8,30.4,35.3,100.0,28.684027777777764,28.03055555555557,28.59027777777777,84.16666666666667,24.4,26.5,25.6,63.0,36.2,30.5,34.0,98.0,29.520138888888873,28.407638888888883,29.07708333333333,84.96527777777777,25.3,26.2,26.4,62.0,40.3,31.0,35.6,100.0,31.451388888888907,28.504861111111115,30.004861111111097,76.55555555555556,24.0,25.9,25.0,51.0,42.7,32.0,37.8,100.0,31.224305555555546,27.909027777777784,30.30902777777779,68.38194444444444,24.6,25.5,25.2,47.0,42.6,31.0,37.3,100.0
2017-08-15,29.26972477064223,27.564220183486228,28.411009174311925,77.8348623853211,23.7,25.8,24.8,61.0,37.2,29.7,33.9,93.0,29.27430555555555,27.691666666666666,28.434027777777786,80.97222222222223,22.7,25.3,23.8,61.0,39.8,30.4,35.3,100.0,28.684027777777764,28.03055555555557,28.59027777777777,84.16666666666667,24.4,26.5,25.6,63.0,36.2,30.5,34.0,98.0,29.520138888888873,28.407638888888883,29.07708333333333,84.96527777777777,25.3,26.2,26.4,62.0,40.3,31.0,35.6,100.0,31.451388888888907,28.504861111111115,30.004861111111097,76.55555555555556,24.0,25.9,25.0,51.0,42.7,32.0,37.8,100.0
2017-08-16,27.586238532110098,27.044954128440377,27.29724770642202,83.97247706422019,24.1,25.8,24.9,67.0,34.3,28.5,30.9,92.0,28.57430555555558,27.49305555555554,28.049999999999986,79.17361111111111,23.7,25.8,24.8,61.0,37.2,29.7,33.9,93.0,29.27430555555555,27.691666666666666,28.434027777777786,80.97222222222223,22.7,25.3,23.8,61.0,39.8,30.4,35.3,100.0,28.684027777777764,28.03055555555557,28.59027777777777,84.16666666666667,24.4,26.5,25.6,63.0,36.2,30.5,34.0,98.0,29.520138888888873,28.407638888888883,29.07708333333333,84.96527777777777,25.3,26.2,26.4,62.0,40.3,31.0,35.6,100.0
2017-08-17,27.877981651376142,26.672477064220168,28.420183486238535,89.03669724770643,23.8,25.3,24.6,64.0,37.4,28.7,35.1,100.0,27.059027777777793,26.937500000000014,27.03888888888889,85.54166666666667,24.1,25.8,24.9,67.0,34.3,28.5,30.9,92.0,28.57430555555558,27.49305555555554,28.049999999999986,79.17361111111111,23.7,25.8,24.8,61.0,37.2,29.7,33.9,93.0,29.27430555555555,27.691666666666666,28.434027777777786,80.97222222222223,22.7,25.3,23.8,61.0,39.8,30.4,35.3,100.0,28.684027777777764,28.03055555555557,28.59027777777777,84.16666666666667,24.4,26.5,25.6,63.0,36.2,30.5,34.0,98.0
2017-08-18,30.154128440366982,27.80366972477065,29.1348623853211,78.39449541284404,24.6,25.9,25.6,58.0,39.8,30.5,34.9,94.0,27.388194444444448,26.70833333333333,27.927777777777788,88.09027777777777,23.8,25.3,24.6,64.0,37.4,28.7,35.1,100.0,27.059027777777793,26.937500000000014,27.03888888888889,85.54166666666667,24.1,25.8,24.9,67.0,34.3,28.5,30.9,92.0,28.57430555555558,27.49305555555554,28.049999999999986,79.17361111111111,23.7,25.8,24.8,61.0,37.2,29.7,33.9,93.0,29.27430555555555,27.691666666666666,28.434027777777786,80.97222222222223,22.7,25.3,23.8,61.0,39.8,30.4,35.3,100.0
2017-08-19,29.060550458715607,27.777064220183497,29.272477064220176,90.74311926605505,24.7,26.4,25.7,78.0,38.3,29.6,35.8,100.0,29.29722222222223,27.751388888888883,28.654166666666665,79.88888888888889,24.6,25.9,25.6,58.0,39.8,30.5,34.9,94.0,27.388194444444448,26.70833333333333,27.927777777777788,88.09027777777777,23.8,25.3,24.6,64.0,37.4,28.7,35.1,100.0,27.059027777777793,26.937500000000014,27.03888888888889,85.54166666666667,24.1,25.8,24.9,67.0,34.3,28.5,30.9,92.0,28.57430555555558,27.49305555555554,28.049999999999986,79.17361111111111,23.7,25.8,24.8,61.0,37.2,29.7,33.9,93.0
2017-08-20,31.448623853211,28.528440366972468,30.078899082568814,76.74311926605505,24.1,26.1,25.0,56.0,42.2,31.3,36.0,96.0,28.43541666666667,27.72986111111112,28.749305555555566,90.61805555555556,24.7,26.4,25.7,78.0,38.3,29.6,35.8,100.0,29.29722222222223,27.751388888888883,28.654166666666665,79.88888888888889,24.6,25.9,25.6,58.0,39.8,30.5,34.9,94.0,27.388194444444448,26.70833333333333,27.927777777777788,88.09027777777777,23.8,25.3,24.6,64.0,37.4,28.7,35.1,100.0,27.059027777777793,26.937500000000014,27.03888888888889,85.54166666666667,24.1,25.8,24.9,67.0,34.3,28.5,30.9,92.0
2017-08-21,30.352293577981648,28.23486238532109,30.063302752293588,82.97247706422019,23.7,25.9,24.6,62.0,38.0,30.8,38.2,100.0,30.35347222222222,28.454861111111104,29.462500000000002,78.94444444444444,24.1,26.1,25.0,56.0,42.2,31.3,36.0,96.0,28.43541666666667,27.72986111111112,28.749305555555566,90.61805555555556,24.7,26.4,25.7,78.0,38.3,29.6,35.8,100.0,29.29722222222223,27.751388888888883,28.654166666666665,79.88888888888889,24.6,25.9,25.6,58.0,39.8,30.5,34.9,94.0,27.388194444444448,26.70833333333333,27.927777777777788,88.09027777777777,23.8,25.3,24.6,64.0,37.4,28.7,35.1,100.0
2017-08-22,30.711926605504576,28.488073394495412,29.578899082568814,78.44036697247707,24.5,26.5,25.5,58.0,41.4,31.1,35.5,93.0,29.465972222222206,28.185416666666658,29.429861111111116,83.64583333333333,23.7,25.9,24.6,62.0,38.0,30.8,38.2,100.0,30.35347222222222,28.454861111111104,29.462500000000002,78.94444444444444,24.1,26.1,25.0,56.0,42.2,31.3,36.0,96.0,28.43541666666667,27.72986111111112,28.749305555555566,90.61805555555556,24.7,26.4,25.7,78.0,38.3,29.6,35.8,100.0,29.29722222222223,27.751388888888883,28.654166666666665,79.88888888888889,24.6,25.9,25.6,58.0,39.8,30.5,34.9,94.0
2017-08-23,30.53853211009175,28.54587155963303,29.39908256880734,81.75229357798165,25.1,26.7,26.0,64.0,42.3,31.0,36.1,94.0,29.73124999999999,28.406249999999996,29.047916666666676,80.84722222222223,24.5,26.5,25.5,58.0,41.4,31.1,35.5,93.0,29.465972222222206,28.185416666666658,29.429861111111116,83.64583333333333,23.7,25.9,24.6,62.0,38.0,30.8,38.2,100.0,30.35347222222222,28.454861111111104,29.462500000000002,78.94444444444444,24.1,26.1,25.0,56.0,42.2,31.3,36.0,96.0,28.43541666666667,27.72986111111112,28.749305555555566,90.61805555555556,24.7,26.4,25.7,78.0,38.3,29.6,35.8,100.0
2017-08-24,30.486238532110093,28.185321100917424,29.963302752293576,81.09174311926606,24.0,26.2,24.9,51.0,39.8,30.6,35.8,100.0,29.486805555555563,28.37638888888889,28.78194444444444,81.82638888888889,24.4,26.6,25.2,64.0,42.3,31.0,36.1,94.0,29.73124999999999,28.406249999999996,29.047916666666676,80.84722222222223,24.5,26.5,25.5,58.0,41.4,31.1,35.5,93.0,29.465972222222206,28.185416666666658,29.429861111111116,83.64583333333333,23.7,25.9,24.6,62.0,38.0,30.8,38.2,100.0,30.35347222222222,28.454861111111104,29.462500000000002,78.94444444444444,24.1,26.1,25.0,56.0,42.2,31.3,36.0,96.0
2017-08-25,32.49724770642201,29.278899082568813,31.18899082568808,76.9908256880734,25.9,27.0,26.5,56.0,39.9,32.0,36.5,100.0,29.8125,28.188194444444445,29.497916666666654,80.74305555555556,24.0,26.2,24.9,51.0,39.8,30.6,35.8,100.0,29.486805555555563,28.37638888888889,28.78194444444444,81.82638888888889,24.4,26.6,25.2,64.0,42.3,31.0,36.1,94.0,29.73124999999999,28.406249999999996,29.047916666666676,80.84722222222223,24.5,26.5,25.5,58.0,41.4,31.1,35.5,93.0,29.465972222222206,28.185416666666658,29.429861111111116,83.64583333333333,23.7,25.9,24.6,62.0,38.0,30.8,38.2,100.0
2017-08-26,31.78073394495413,29.22935779816513,30.6743119266055,80.59633027522936,25.3,27.1,26.1,57.0,38.4,31.8,36.0,100.0,31.429166666666667,29.16944444444444,30.506250000000005,78.41666666666667,25.9,27.0,26.5,56.0,39.9,32.0,36.5,100.0,29.8125,28.188194444444445,29.497916666666654,80.74305555555556,24.0,26.2,24.9,51.0,39.8,30.6,35.8,100.0,29.486805555555563,28.37638888888889,28.78194444444444,81.82638888888889,24.4,26.6,25.2,64.0,42.3,31.0,36.1,94.0,29.73124999999999,28.406249999999996,29.047916666666676,80.84722222222223,24.5,26.5,25.5,58.0,41.4,31.1,35.5,93.0
2017-08-27,30.43211009174312,28.472477064220175,29.714678899082546,69.4954128440367,24.9,26.8,25.1,40.0,38.5,30.7,35.7,95.0,30.96875,29.18194444444445,30.17916666666666,80.45138888888889,25.3,27.1,26.1,57.0,38.4,31.8,36.0,100.0,31.429166666666667,29.16944444444444,30.506250000000005,78.41666666666667,25.9,27.0,26.5,56.0,39.9,32.0,36.5,100.0,29.8125,28.188194444444445,29.497916666666654,80.74305555555556,24.0,26.2,24.9,51.0,39.8,30.6,35.8,100.0,29.486805555555563,28.37638888888889,28.78194444444444,81.82638888888889,24.4,26.6,25.2,64.0,42.3,31.0,36.1,94.0
2017-08-28,28.93027522935779,26.80550458715597,27.61284403669725,75.4862385321101,21.3,24.1,22.2,58.0,38.2,29.6,33.0,100.0,29.377083333333328,28.070138888888877,28.903472222222206,68.24305555555556,23.5,25.6,24.2,40.0,38.5,30.7,35.7,95.0,30.96875,29.18194444444445,30.17916666666666,80.45138888888889,25.3,27.1,26.1,57.0,38.4,31.8,36.0,100.0,31.429166666666667,29.16944444444444,30.506250000000005,78.41666666666667,25.9,27.0,26.5,56.0,39.9,32.0,36.5,100.0,29.8125,28.188194444444445,29.497916666666654,80.74305555555556,24.0,26.2,24.9,51.0,39.8,30.6,35.8,100.0
2017-08-29,28.89908256880734,26.984403669724767,27.659633027522943,75.76146788990826,22.8,24.8,23.6,53.0,41.5,29.6,35.0,90.0,27.970833333333324,26.747916666666665,27.123611111111114,76.69444444444444,21.3,24.1,22.2,58.0,38.2,29.6,33.0,100.0,29.377083333333328,28.070138888888877,28.903472222222206,68.24305555555556,23.5,25.6,24.2,40.0,38.5,30.7,35.7,95.0,30.96875,29.18194444444445,30.17916666666666,80.45138888888889,25.3,27.1,26.1,57.0,38.4,31.8,36.0,100.0,31.429166666666667,29.16944444444444,30.506250000000005,78.41666666666667,25.9,27.0,26.5,56.0,39.9,32.0,36.5,100.0
2017-08-30,30.789908256880747,28.085321100917426,29.996330275229365,85.64220183486239,24.5,26.2,25.4,58.0,38.3,30.5,35.4,100.0,28.171527777777776,27.03263888888889,27.366666666666685,78.69444444444444,22.8,24.8,23.6,53.0,41.5,29.6,35.0,92.0,27.970833333333324,26.747916666666665,27.123611111111114,76.69444444444444,21.3,24.1,22.2,58.0,38.2,29.6,33.0,100.0,29.377083333333328,28.070138888888877,28.903472222222206,68.24305555555556,23.5,25.6,24.2,40.0,38.5,30.7,35.7,95.0,30.96875,29.18194444444445,30.17916666666666,80.45138888888889,25.3,27.1,26.1,57.0,38.4,31.8,36.0,100.0
