"Date/Time","Date/Time","No.1","No.2"
"Date/Time","Date/Time","TR-72wf Ch.1","TR-72wf Ch.2"
"","","ÅãC","%"
"2020-01-30 15:40:00","43860.6527777778","29.0","48.6"
"2020-01-30 16:00:00","43860.6666666667","29.1","48.5"
"2020-01-30 16:20:00","43860.6805555556","25.8","59.1"
"2020-01-30 16:40:00","43860.6944444444","24.8","61.1"
"2020-01-30 17:00:00","43860.7083333333","22.2","65.4"
"2020-01-30 17:20:00","43860.7222222222","19.8","81.8"
"2020-01-30 17:40:00","43860.7361111111","18.7","86.6"
"2020-01-30 18:00:00","43860.7500000000","17.8","89.0"
"2020-01-30 18:20:00","43860.7638888889","17.2","89.7"
"2020-01-30 18:40:00","43860.7777777778","16.7","90.0"
"2020-01-30 19:00:00","43860.7916666667","16.3","90.2"
"2020-01-30 19:20:00","43860.8055555556","15.9","90.3"
"2020-01-30 19:40:00","43860.8194444444","15.6","90.6"
"2020-01-30 20:00:00","43860.8333333333","15.3","90.8"
"2020-01-30 20:20:00","43860.8472222222","15.0","90.9"
"2020-01-30 20:40:00","43860.8611111111","14.8","91.3"
"2020-01-30 21:00:00","43860.8750000000","14.6","91.4"
"2020-01-30 21:20:00","43860.8888888889","14.4","91.6"
"2020-01-30 21:40:00","43860.9027777778","14.1","91.7"
"2020-01-30 22:00:00","43860.9166666667","13.9","91.8"
"2020-01-30 22:20:00","43860.9305555556","13.7","92.0"
"2020-01-30 22:40:00","43860.9444444444","15.0","90.6"
"2020-01-30 23:00:00","43860.9583333333","13.9","89.2"
"2020-01-30 23:20:00","43860.9722222222","13.9","90.5"
"2020-01-30 23:40:00","43860.9861111111","14.3","87.0"
"2020-01-31 00:00:00","43861.0000000000","13.7","89.0"
"2020-01-31 00:20:00","43861.0138888889","14.4","85.8"
"2020-01-31 00:40:00","43861.0277777778","14.0","88.5"
"2020-01-31 01:00:00","43861.0416666667","14.0","85.3"
"2020-01-31 01:20:00","43861.0555555556","15.0","88.4"
"2020-01-31 01:40:00","43861.0694444444","13.6","85.7"
"2020-01-31 02:00:00","43861.0833333333","14.7","83.5"
"2020-01-31 02:20:00","43861.0972222222","14.0","87.3"
"2020-01-31 02:40:00","43861.1111111111","13.9","84.5"
"2020-01-31 03:00:00","43861.1250000000","15.2","84.2"
"2020-01-31 03:20:00","43861.1388888889","13.8","86.7"
"2020-01-31 03:40:00","43861.1527777778","13.9","84.2"
"2020-01-31 04:00:00","43861.1666666667","15.0","83.4"
"2020-01-31 04:20:00","43861.1805555556","14.4","86.6"
"2020-01-31 04:40:00","43861.1944444444","13.6","84.1"
"2020-01-31 05:00:00","43861.2083333333","14.4","82.5"
"2020-01-31 05:20:00","43861.2222222222","15.2","83.8"
"2020-01-31 05:40:00","43861.2361111111","13.9","86.0"
"2020-01-31 06:00:00","43861.2500000000","13.5","83.8"
"2020-01-31 06:20:00","43861.2638888889","14.3","81.9"
"2020-01-31 06:40:00","43861.2777777778","15.2","83.3"
"2020-01-31 07:00:00","43861.2916666667","13.9","85.9"
"2020-01-31 07:20:00","43861.3055555556","13.7","83.3"
"2020-01-31 07:40:00","43861.3194444444","15.3","82.5"
"2020-01-31 08:00:00","43861.3333333333","14.6","85.5"
"2020-01-31 08:20:00","43861.3472222222","15.2","86.7"
"2020-01-31 08:40:00","43861.3611111111","15.8","85.2"
"2020-01-31 09:00:00","43861.3750000000","19.6","66.0"
"2020-01-31 09:20:00","43861.3888888889","22.1","58.1"
"2020-01-31 09:40:00","43861.4027777778","25.8","51.6"
"2020-01-31 10:00:00","43861.4166666667","29.1","47.1"
"2020-01-31 10:20:00","43861.4305555556","25.4","49.2"
"2020-01-31 10:40:00","43861.4444444444","23.9","51.0"
"2020-01-31 11:00:00","43861.4583333333","21.9","47.3"
"2020-01-31 11:20:00","43861.4722222222","22.4","44.1"
"2020-01-31 11:40:00","43861.4861111111","27.1","48.1"
"2020-01-31 12:00:00","43861.5000000000","24.4","40.9"
"2020-01-31 12:20:00","43861.5138888889","24.5","38.6"
"2020-01-31 12:40:00","43861.5277777778","25.0","39.7"
"2020-01-31 13:00:00","43861.5416666667","25.4","40.6"
"2020-01-31 13:20:00","43861.5555555556","23.4","35.6"
"2020-01-31 13:40:00","43861.5694444444","33.8","29.2"
"2020-01-31 14:00:00","43861.5833333333","29.6","39.5"
"2020-01-31 14:20:00","43861.5972222222","30.5","35.9"
"2020-01-31 14:40:00","43861.6111111111","26.4","43.4"
"2020-01-31 15:00:00","43861.6250000000","25.0","45.6"
"2020-01-31 15:20:00","43861.6388888889","28.9","42.3"
"2020-01-31 15:40:00","43861.6527777778","31.1","40.3"
"2020-01-31 16:00:00","43861.6666666667","28.3","51.6"
"2020-01-31 16:20:00","43861.6805555556","26.3","53.7"
"2020-01-31 16:40:00","43861.6944444444","24.6","62.3"
"2020-01-31 17:00:00","43861.7083333333","21.6","74.0"
"2020-01-31 17:20:00","43861.7222222222","18.8","81.8"
"2020-01-31 17:40:00","43861.7361111111","17.4","86.5"
