date,T20_x,ST_x,T60_x,H_x,T20_y,ST_y,T60_y,H_y,T20,ST,T60,H
2020-04-26,18.420833333333338,17.84444444444445,19.009722222222223,22.462500000000006,10.0,14.3,9.5,3.1,29.2,20.8,32.4,40.7
2020-04-27,18.57638888888889,18.162500000000005,19.256944444444446,16.376388888888883,11.4,15.9,11.0,2.3,30.0,21.2,31.2,40.8
2020-04-28,17.191666666666663,17.211111111111112,17.54861111111111,15.140277777777776,8.6,13.9,7.9,2.6,28.7,20.7,29.2,41.1
2020-04-29,18.036111111111108,17.51805555555556,18.65694444444444,16.71111111111111,7.4,13.7,6.9,2.8,28.2,20.4,30.1,38.8
2020-04-30,20.070833333333336,19.70972222222223,20.115277777777777,23.204166666666666,10.6,15.5,10.0,2.3,30.1,25.7,31.5,41.8
2020-05-01,21.337499999999995,20.522222222222226,21.67361111111111,24.44166666666667,14.9,18.2,14.4,5.2,29.0,22.6,30.8,43.2
2020-05-02,21.44166666666667,20.63611111111111,21.85972222222222,25.501388888888894,14.3,18.2,13.6,3.2,30.3,22.7,31.3,43.1
2020-05-03,21.1611111111111,21.074999999999996,21.456944444444446,27.562499999999993,18.2,20.2,17.9,10.3,26.5,22.0,27.8,42.3
2020-05-04,20.3375,20.64166666666667,20.379166666666674,32.02777777777777,17.4,19.6,16.9,14.0,27.0,21.8,28.3,43.1
2020-05-05,22.47222222222222,21.297222222222224,23.081944444444435,24.330555555555545,17.1,19.5,16.5,2.6,29.1,22.9,32.3,43.1
2020-05-06,20.380555555555553,21.20416666666667,20.623611111111114,40.515277777777754,16.8,20.1,16.6,16.4,27.2,22.3,30.4,72.6
2020-05-07,20.491666666666664,20.40833333333333,20.83333333333334,17.30833333333333,13.5,18.1,12.9,2.1,31.7,25.5,33.6,35.6
2020-05-08,19.831944444444442,19.923611111111107,20.477777777777778,27.504166666666663,13.6,17.6,13.1,2.9,30.5,22.3,31.4,70.0
2020-05-09,19.02638888888889,19.475,19.254166666666666,24.779166666666676,14.2,18.1,13.7,8.4,27.4,20.9,29.0,45.6
2020-05-10,19.491666666666667,19.809722222222234,19.511111111111113,40.277777777777786,16.5,18.7,15.9,32.8,22.7,20.7,23.9,43.8
2020-05-11,24.229166666666664,21.879166666666677,25.10138888888888,17.081944444444446,17.5,19.9,17.0,1.9,32.8,24.0,34.1,43.2
2020-05-12,22.27361111111111,21.509722222222234,23.018055555555556,20.402777777777768,13.4,18.8,12.7,2.8,32.5,23.5,35.8,41.2
2020-05-13,22.305555555555557,21.62083333333334,22.866666666666667,15.147222222222224,15.5,19.4,15.0,2.0,32.4,24.0,34.4,43.1
2020-05-14,20.64722222222223,20.22638888888889,21.47083333333333,13.188888888888888,11.5,17.4,10.9,2.7,28.0,22.4,31.6,33.0
2020-05-15,21.156944444444438,20.76666666666667,21.693055555555556,20.608333333333334,14.8,18.7,14.2,2.6,30.0,22.7,34.2,35.2
2020-05-16,17.93472222222222,19.483333333333324,17.56666666666667,40.91666666666666,17.1,19.0,16.5,30.6,19.2,20.4,19.2,45.2
2020-05-17,22.90694444444445,21.240277777777784,23.727777777777785,22.388888888888886,16.8,18.4,16.3,3.4,32.2,24.1,35.2,43.1
2020-05-18,22.91805555555556,22.198611111111106,23.54861111111111,28.41388888888889,17.8,19.8,17.2,8.5,31.4,24.4,36.3,42.5
2020-05-19,23.50416666666667,22.67638888888889,23.991666666666667,27.768055555555563,18.9,20.8,18.2,8.4,32.5,25.1,35.5,43.0
2020-05-20,23.030909090909084,21.732727272727278,24.45636363636363,16.930909090909097,16.1,19.8,15.3,2.5,29.7,23.3,32.6,41.7
