date,T20_x,ST_x,T60_x,H_x,T20_y,ST_y,T60_y,H_y,T20,ST,T60,H
2020-01-30,17.672,19.652,17.115999999999996,83.18799999999999,13.7,17.6,13.5,48.5,29.1,21.6,26.1,92.0
2020-01-31,18.499999999999996,18.373611111111106,17.902777777777775,72.4208333333333,13.5,16.3,13.3,29.2,33.8,21.4,29.6,90.2
2020-02-01,18.45,17.877777777777776,17.961111111111112,72.78749999999998,13.2,14.3,13.1,29.4,33.0,21.0,28.2,90.4
2020-02-02,19.0875,18.288888888888888,18.448611111111106,70.27361111111111,13.0,15.9,13.1,29.9,34.7,21.7,30.2,89.4
2020-02-03,17.51527777777778,17.90138888888889,17.251388888888886,77.12638888888893,13.1,15.9,13.1,51.4,27.1,20.9,25.7,91.2
2020-02-04,18.72361111111111,17.78472222222223,18.329166666666666,72.55277777777776,13.2,10.7,13.2,28.6,35.7,21.3,29.9,92.0
2020-02-05,17.93055555555556,17.851388888888895,17.465277777777768,71.44305555555553,12.9,15.7,13.0,36.7,30.6,20.8,26.7,89.0
2020-02-06,17.890277777777772,17.626388888888894,17.261111111111113,68.22777777777777,13.0,15.6,13.0,30.5,30.7,20.6,26.9,86.5
2020-02-07,17.431944444444433,17.79166666666667,17.6125,76.72777777777782,12.5,15.7,12.9,40.4,29.2,21.1,28.0,100.0
2020-02-08,18.672222222222217,17.78611111111111,18.058333333333334,66.85416666666664,12.9,15.5,13.2,27.2,33.2,20.9,29.5,98.1
2020-02-09,18.262500000000006,17.920833333333334,17.648611111111112,62.78472222222225,13.1,15.9,13.1,26.7,32.2,20.9,29.2,79.7
2020-02-10,18.263888888888893,17.683333333333334,17.922222222222224,63.57777777777778,12.8,14.0,12.8,35.8,30.1,20.7,31.0,81.6
2020-02-11,18.81666666666667,18.186111111111114,18.311111111111117,62.16805555555553,13.1,16.0,13.0,21.5,33.8,21.2,32.0,80.1
2020-02-12,19.49444444444444,18.612500000000004,18.998611111111114,64.57083333333334,13.1,16.1,13.1,27.0,34.6,21.7,30.0,82.9
2020-02-13,20.03611111111111,19.422222222222224,19.512499999999996,72.69861111111112,14.9,17.6,14.9,33.5,35.6,22.4,29.1,85.7
2020-02-14,16.824999999999996,18.266666666666666,16.697222222222223,78.34999999999998,13.6,17.0,13.5,55.0,27.5,20.2,26.2,87.7
2020-02-15,17.819444444444443,18.052777777777777,17.381944444444446,77.8763888888889,13.6,16.4,13.4,55.3,26.9,20.4,25.4,94.8
2020-02-16,15.740277777777777,17.009722222222223,15.149999999999997,68.5305555555556,14.6,16.5,13.5,40.3,19.0,17.4,19.0,90.1
2020-02-17,19.1125,18.07777777777778,18.50138888888889,36.18333333333333,13.4,16.2,13.5,2.3,36.6,20.6,29.4,63.2
2020-02-18,17.638888888888882,17.783333333333335,17.4375,25.534722222222232,12.1,16.2,12.8,8.4,30.3,20.5,30.2,40.0
2020-02-19,18.483333333333334,17.55972222222222,18.183333333333337,23.29722222222221,11.7,15.2,12.5,5.3,31.1,20.6,31.1,39.1
2020-02-20,18.87916666666667,18.263888888888893,18.445833333333344,27.179166666666664,13.1,16.0,13.1,10.3,28.1,20.9,27.4,41.0
2020-02-21,19.747222222222216,18.584722222222226,19.226388888888884,26.380555555555553,13.2,16.3,13.2,1.8,35.8,21.4,29.3,40.7
2020-02-22,15.994444444444449,17.30833333333333,16.01388888888889,38.80694444444444,13.4,15.3,13.4,21.6,22.3,18.0,21.9,51.0
2020-02-23,18.50138888888889,17.795833333333334,17.815277777777773,25.758333333333333,13.3,16.1,13.2,2.0,31.9,20.2,29.7,40.7
2020-02-24,20.077777777777776,18.355555555555558,19.18472222222222,23.198611111111106,13.2,16.2,13.1,1.5,36.6,21.1,29.1,39.6
2020-02-25,16.42777777777778,17.587499999999995,16.293055555555547,34.19027777777777,13.4,16.7,13.3,19.4,22.6,18.6,21.6,43.4
2020-02-26,19.744444444444444,18.69166666666667,19.152777777777775,28.670833333333334,13.5,15.8,13.5,2.4,33.1,21.8,30.6,44.8
2020-02-27,18.661111111111115,18.2263888888889,18.138888888888886,23.474999999999998,13.4,16.5,13.3,2.4,30.9,20.4,29.1,41.1
2020-02-28,18.81527777777778,17.96388888888889,18.543055555555558,25.118055555555554,13.1,14.9,13.1,2.3,30.9,21.3,29.6,40.0
2020-02-29,16.534722222222225,17.580555555555556,16.36527777777778,33.25833333333333,13.5,16.4,13.5,10.1,28.2,20.3,25.6,43.1
2020-03-01,19.812500000000007,18.54444444444445,19.347222222222214,29.36111111111111,13.3,16.0,13.3,2.6,32.5,21.8,28.6,43.9
2020-03-02,20.487499999999997,19.331944444444442,19.795833333333334,29.78194444444444,14.2,16.9,14.2,1.8,35.0,22.3,30.4,44.5
2020-03-03,20.204166666666662,19.319444444444446,19.69722222222223,30.762500000000014,13.5,16.9,13.4,1.9,33.2,22.2,30.0,72.4
2020-03-04,16.94166666666667,18.054166666666664,16.787500000000005,42.61805555555557,13.4,16.9,13.5,19.0,27.0,20.4,26.1,56.8
2020-03-05,19.44444444444445,18.431944444444447,19.109722222222224,31.08194444444444,13.3,16.3,13.4,2.1,34.0,21.5,30.4,56.0
2020-03-06,19.96944444444444,18.21111111111111,19.012500000000006,27.004166666666663,13.2,15.8,13.2,1.6,35.6,20.9,31.3,45.5
2020-03-07,19.934722222222227,18.72083333333333,19.470833333333335,29.863888888888887,12.8,16.1,12.8,1.4,36.2,22.1,31.3,52.7
2020-03-08,13.65,16.330555555555563,13.845833333333337,41.849999999999994,12.8,15.4,12.9,30.6,14.8,18.1,15.1,48.8
2020-03-09,21.381944444444443,18.09305555555555,20.991666666666678,27.338888888888885,12.1,12.7,12.8,1.4,37.8,21.9,33.3,46.2
2020-03-10,16.52083333333333,18.07083333333334,16.670833333333334,57.0,15.2,17.8,15.3,37.9,18.5,18.7,18.1,80.7
2020-03-11,20.380555555555553,19.04444444444444,19.813888888888894,43.547222222222224,13.5,16.8,13.6,1.7,34.6,21.5,31.1,81.8
2020-03-12,20.68472222222222,19.15833333333333,20.26944444444445,29.03888888888889,13.4,16.7,13.4,1.7,34.6,22.3,31.5,47.3
2020-03-13,20.523611111111105,19.65277777777778,20.52916666666666,31.419444444444437,13.1,16.8,13.1,1.5,36.3,22.8,33.3,48.0
2020-03-14,15.779166666666661,17.709722222222226,15.874999999999996,57.01250000000001,13.3,16.1,13.4,31.2,21.6,19.5,21.8,82.9
2020-03-15,19.838888888888896,18.754166666666666,19.940277777777784,33.687499999999986,12.6,16.1,13.1,1.6,34.7,22.1,32.6,79.8
2020-03-16,19.284722222222218,18.65138888888889,19.136111111111113,20.22916666666666,13.4,16.7,13.2,1.9,32.3,21.4,30.0,35.7
2020-03-17,20.43472222222222,19.277777777777775,20.24722222222222,21.097222222222232,13.1,16.4,13.0,1.7,34.1,22.8,32.5,39.7
2020-03-18,20.674999999999997,19.624999999999993,20.31944444444445,30.03194444444445,13.6,16.9,13.4,6.6,33.5,22.9,32.3,66.2
2020-03-19,21.272222222222226,20.01944444444445,21.38194444444445,30.69027777777778,13.6,17.2,13.5,3.2,35.4,23.3,33.9,46.4
2020-03-20,19.83333333333333,19.422222222222228,19.525000000000002,25.931944444444436,13.6,17.2,13.5,2.3,30.2,22.5,31.4,44.4
2020-03-21,20.00277777777778,19.081944444444446,20.12222222222222,21.977777777777778,13.0,16.1,12.8,2.2,32.7,22.8,31.9,39.4
2020-03-22,19.36805555555555,19.116666666666664,19.568055555555556,24.899999999999995,12.9,16.3,12.8,3.1,29.6,22.1,31.0,41.8
2020-03-23,18.45138888888889,18.30277777777777,18.326388888888882,25.15833333333333,11.2,15.6,10.8,2.4,31.5,22.2,30.4,43.8
2020-03-24,16.34583333333334,16.80833333333334,16.030555555555548,24.329166666666662,8.9,13.9,8.3,2.3,30.6,20.4,29.6,42.8
2020-03-25,16.290277777777774,16.486111111111107,16.256944444444443,23.34583333333333,6.9,12.5,6.4,2.5,30.6,21.5,31.1,41.0
2020-03-26,16.981944444444448,16.684722222222224,17.318055555555556,23.091666666666658,5.8,12.0,5.2,2.6,29.3,20.8,31.5,43.8
2020-03-27,16.861111111111118,17.46805555555555,16.83055555555555,46.65277777777778,13.8,16.2,13.4,23.3,23.1,18.7,23.3,77.4
2020-03-28,18.374999999999996,19.174999999999997,18.83472222222222,51.588888888888874,13.9,17.0,13.5,11.1,28.8,22.8,32.1,77.4
2020-03-29,16.463888888888892,17.71527777777778,16.38333333333334,41.96388888888888,12.2,16.0,11.9,21.9,26.9,20.6,27.9,48.6
2020-03-30,14.731944444444444,16.680555555555554,14.520833333333336,41.26944444444445,12.0,15.7,11.6,17.4,24.7,18.6,25.8,47.7
2020-03-31,15.612499999999992,16.437499999999993,15.488888888888889,36.73611111111111,11.8,15.1,11.4,22.2,23.6,18.0,25.1,47.6
2020-04-01,16.456944444444442,17.02638888888889,16.395833333333336,36.402777777777786,13.2,16.0,13.1,19.2,22.2,18.2,22.0,45.3
2020-04-02,16.188888888888886,16.816666666666666,16.622222222222216,14.84861111111111,9.3,14.1,9.0,3.1,26.4,20.2,29.0,36.4
2020-04-03,16.133333333333333,16.3875,16.781944444444445,19.825000000000006,6.8,12.5,6.3,2.6,28.5,20.0,31.8,40.3
2020-04-04,19.580555555555556,18.737499999999997,18.909722222222218,22.766666666666666,9.9,14.2,9.6,1.0,41.3,30.0,33.7,43.0
2020-04-05,15.954166666666671,17.023611111111112,16.46666666666666,13.548611111111116,9.0,14.5,8.7,3.2,27.0,20.0,27.9,36.8
2020-04-06,15.57083333333333,15.981944444444448,16.04027777777777,10.216666666666669,7.5,13.0,7.1,3.1,26.9,20.3,29.9,26.2
2020-04-07,15.662500000000001,15.804166666666667,16.08194444444445,14.495833333333328,6.7,12.5,6.3,3.3,26.8,18.8,28.3,33.7
2020-04-08,17.54722222222223,17.070833333333336,18.048611111111107,18.29027777777777,6.7,13.2,6.0,2.5,29.2,20.6,31.2,38.9
2020-04-09,17.50277777777778,17.250000000000004,18.066666666666663,9.900000000000006,9.8,14.3,9.5,2.6,29.2,20.4,29.1,26.9
2020-04-10,16.677777777777774,16.75277777777778,17.123611111111114,7.740277777777777,8.9,13.6,8.5,2.9,28.1,20.4,30.0,20.3
2020-04-11,15.873611111111103,15.965277777777784,16.291666666666664,12.111111111111112,6.5,12.4,6.1,2.6,29.0,19.3,29.2,33.0
2020-04-12,14.118055555555554,15.690277777777782,14.112500000000006,27.99166666666666,8.7,13.8,8.0,8.9,22.5,17.8,24.6,39.3
2020-04-13,14.404166666666669,15.624999999999996,14.356944444444444,31.81666666666667,10.6,14.6,10.4,21.9,18.7,16.8,19.5,44.2
2020-04-14,16.556944444444447,16.076388888888886,16.668055555555554,14.172222222222226,8.8,13.4,8.7,2.4,30.5,19.1,28.4,38.2
2020-04-15,16.08194444444445,16.037499999999998,16.569444444444443,14.061111111111106,6.7,12.7,6.1,3.1,27.3,18.7,27.9,38.7
2020-04-16,18.200000000000003,17.294444444444444,18.794444444444448,16.924999999999997,9.8,14.3,9.5,2.8,28.0,20.0,30.3,36.9
2020-04-17,18.39444444444445,18.222222222222218,18.600000000000005,24.681944444444436,12.2,16.0,12.0,2.5,30.6,20.9,32.4,40.0
2020-04-18,16.098611111111108,17.43194444444444,16.216666666666676,40.433333333333344,13.3,16.5,13.2,13.2,23.4,18.9,24.4,65.9
2020-04-19,18.454166666666662,17.947222222222226,18.977777777777778,22.347222222222225,12.3,15.4,12.4,3.4,27.9,20.6,29.3,41.1
2020-04-20,16.908333333333342,17.84583333333333,17.16944444444444,37.89444444444443,12.9,16.2,12.5,14.0,25.4,19.9,26.3,67.1
2020-04-21,17.968055555555562,18.06805555555555,18.481944444444448,25.358333333333338,11.8,15.9,11.3,6.7,27.5,20.4,28.7,46.5
2020-04-22,16.31388888888889,17.26666666666667,16.67083333333333,14.93611111111111,8.9,14.7,8.2,3.2,26.5,20.3,29.3,32.3
2020-04-23,14.473611111111113,15.898611111111105,14.82083333333333,17.34444444444444,7.5,13.3,7.0,3.4,24.5,18.7,27.2,39.1
2020-04-24,14.277777777777779,14.15277777777778,14.78611111111111,25.21388888888889,6.6,8.7,5.9,3.4,24.9,18.8,28.0,48.4
2020-04-25,16.70277777777777,15.137499999999996,17.297222222222224,18.458333333333343,7.0,6.7,6.3,2.8,28.6,23.2,30.4,45.1
