date,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max
2016-09-16,25.54861111111113,25.079861111111114,25.130555555555564,90.75694444444444,23.1,24.5,23.6,73,33.4,26.1,29.1,100
2016-09-17,26.823611111111106,25.49236111111111,26.090277777777775,88.90277777777777,22.3,24.1,23.0,67,35.0,27.2,31.5,100
2016-09-18,25.309027777777782,25.460416666666656,25.420833333333317,97.46527777777777,23.9,25.2,24.2,86,27.4,25.8,26.7,100
2016-09-19,27.233333333333338,25.87847222222222,26.486805555555556,87.86111111111111,22.3,24.3,23.0,64,37.5,28.1,33.5,100
2016-09-20,23.452777777777776,24.413194444444457,23.564583333333346,92.13194444444444,20.9,23.4,21.8,79,28.2,25.4,26.4,100
2016-09-21,23.668749999999996,23.19375000000001,23.23055555555557,86.77777777777777,20.6,20.6,20.6,61,32.2,25.2,28.5,100
2016-09-22,22.84930555555555,23.00277777777779,22.869444444444433,96.32638888888889,20.4,20.4,20.4,79,29.9,27.8,28.6,100
2016-09-23,23.72222222222221,23.72013888888886,23.535416666666656,97.68055555555556,22.2,23.2,22.6,80,30.2,24.5,27.0,100
2016-09-24,22.18541666666667,23.131249999999977,22.23125000000001,98.57638888888889,19.8,22.3,20.5,89,27.1,23.6,24.4,100
2016-09-25,24.697222222222223,23.264583333333334,23.521527777777795,86.11805555555556,18.7,21.5,19.4,62,36.6,25.5,29.5,100
2016-09-26,26.053472222222204,24.4138888888889,25.24722222222222,88.03472222222223,20.9,22.6,21.6,62,36.1,26.9,32.1,100
2016-09-27,27.23541666666668,25.515277777777776,26.45763888888889,86.14583333333333,21.6,23.5,22.1,48,39.2,34.2,35.4,100
2016-09-28,25.748611111111117,25.339583333333337,25.540972222222223,95.88194444444444,23.8,24.7,24.3,81,32.9,26.3,29.3,100
2016-09-29,25.962500000000002,25.170138888888882,25.43333333333333,84.67361111111111,21.2,23.2,21.7,58,36.8,27.4,33.6,100
2016-09-30,22.868055555555568,23.00833333333333,22.734722222222192,78.29861111111111,18.5,21.9,19.3,69,30.5,24.4,26.7,86
2016-10-01,24.55694444444445,23.722222222222232,24.148611111111126,86.14583333333333,21.4,22.5,21.7,71,31.5,25.5,29.4,98
2016-10-02,25.77291666666666,25.237500000000008,25.680555555555557,85.86805555555556,22.6,23.4,22.9,56,34.5,33.5,34.6,99
2016-10-03,23.790972222222223,24.072222222222205,23.74374999999999,93.63194444444444,20.9,23.0,21.4,76,28.8,27.5,27.7,100
2016-10-04,25.312500000000007,24.257638888888888,24.54999999999999,85.92361111111111,19.9,22.7,20.7,60,38.0,27.2,32.1,100
2016-10-05,24.07777777777778,23.61180555555557,23.867361111111116,89.98611111111111,19.3,22.1,19.9,65,31.4,25.0,29.2,100
2016-10-06,25.30416666666667,23.972916666666663,24.24305555555555,73.49305555555556,18.2,21.5,19.2,39,41.6,35.0,34.2,100
2016-10-07,23.362500000000008,22.475694444444457,22.42152777777777,74.03472222222223,17.6,20.7,18.3,50,38.0,25.4,29.3,94
2016-10-08,24.480555555555544,23.392361111111114,24.0875,86.79166666666667,20.4,21.8,20.9,65,35.2,25.1,30.4,100
2016-10-09,21.843055555555562,22.6673611111111,21.979861111111116,83.97222222222223,16.0,19.9,17.1,61,29.6,24.3,26.5,100
2016-10-10,20.381249999999998,20.650694444444454,19.870833333333334,80.34722222222223,15.0,19.2,16.0,53,31.0,22.4,25.7,100
2016-10-11,21.004166666666663,20.73055555555555,20.53819444444444,82.19444444444444,15.1,18.1,16.0,42,32.7,32.6,32.4,100
2016-10-12,21.252777777777773,21.959722222222215,21.334722222222226,74.25694444444444,13.9,15.1,14.9,26,34.4,35.0,34.1,100
2016-10-13,17.915972222222216,19.131249999999998,17.737500000000008,86.77083333333333,12.7,17.5,13.6,53,28.9,23.6,24.0,100
2016-10-14,18.294444444444448,19.173611111111118,18.048611111111114,86.59722222222223,13.6,17.8,14.3,58,28.5,21.0,24.8,100
2016-10-15,19.24791666666666,19.45555555555555,18.782638888888883,79.83333333333333,12.4,16.8,13.1,33,32.2,31.9,31.8,100
2016-10-16,20.997222222222234,19.598611111111097,19.993749999999988,74.19444444444444,13.0,17.2,13.8,43,36.6,22.7,29.4,98
2016-10-17,19.68125000000001,20.13888888888888,19.68125,94.5625,17.8,19.6,18.0,77,24.1,20.8,22.2,100
2016-10-18,22.677777777777766,21.197222222222212,21.802083333333346,88.04861111111111,16.1,19.1,16.7,54,37.1,24.0,29.9,100
2016-10-19,22.165972222222216,21.693749999999998,21.890972222222235,90.91666666666667,17.0,19.8,17.6,61,31.8,23.9,29.1,100
2016-10-20,22.293749999999996,21.78194444444445,21.849999999999998,84.66666666666667,17.3,20.2,18.0,49,33.8,24.2,29.5,100
2016-10-21,18.931944444444447,19.924999999999997,18.90347222222223,83.08333333333333,14.4,18.5,15.2,54,27.7,21.6,25.1,100
2016-10-22,19.472916666666656,19.8826388888889,19.34027777777778,91.38888888888889,15.2,18.5,15.8,59,27.1,21.1,24.6,100
2016-10-23,19.418055555555554,19.92708333333335,19.28125,89.25,14.7,18.7,15.6,65,26.5,21.5,24.7,100
2016-10-24,16.769444444444442,18.358333333333327,16.766666666666666,83.40972222222223,12.1,16.6,12.9,48,26.0,19.9,23.5,100
2016-10-25,15.759027777777773,17.159722222222246,15.829166666666673,93.61111111111111,11.8,16.0,12.4,77,20.5,18.0,19.0,100
2016-10-26,21.251388888888886,19.749305555555555,20.62777777777778,90.61805555555556,14.6,17.6,15.1,63,31.6,22.0,27.2,100
