"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	""	""	""	""	""	""
"12/17/2016 01:00'00"	"42721.0416666667"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 01:10'00"	"42721.0486111111"	"  11.1000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 01:20'00"	"42721.0555555556"	"  10.8000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 01:30'00"	"42721.0625000000"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 01:40'00"	"42721.0694444444"	"  11.3000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 01:50'00"	"42721.0763888889"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 02:00'00"	"42721.0833333333"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 02:10'00"	"42721.0902777778"	"  11.1000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 02:20'00"	"42721.0972222222"	"  11.2000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 02:30'00"	"42721.1041666667"	"  11.3000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 02:40'00"	"42721.1111111111"	"  10.8000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 02:50'00"	"42721.1180555556"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 03:00'00"	"42721.1250000000"	"  11.3000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 03:10'00"	"42721.1319444444"	"  11.1000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 03:20'00"	"42721.1388888889"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 03:30'00"	"42721.1458333333"	"  11.2000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 03:40'00"	"42721.1527777778"	"  11.3000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 03:50'00"	"42721.1597222222"	"  10.8000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 04:00'00"	"42721.1666666667"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 04:10'00"	"42721.1736111111"	"  11.4000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 04:20'00"	"42721.1805555556"	"  11.0000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 04:30'00"	"42721.1875000000"	"  11.2000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 04:40'00"	"42721.1944444444"	"  11.5000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 04:50'00"	"42721.2013888889"	"  11.6000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 05:00'00"	"42721.2083333333"	"  11.1000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 05:10'00"	"42721.2152777778"	"  11.4000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 05:20'00"	"42721.2222222222"	"  11.6000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 05:30'00"	"42721.2291666667"	"  11.4000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 05:40'00"	"42721.2361111111"	"  11.2000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 05:50'00"	"42721.2430555556"	"  11.5000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 06:00'00"	"42721.2500000000"	"  11.8000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 06:10'00"	"42721.2569444444"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 06:20'00"	"42721.2638888889"	"  11.5000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 06:30'00"	"42721.2708333333"	"  11.4000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 06:40'00"	"42721.2777777778"	"  11.7000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 06:50'00"	"42721.2847222222"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 07:00'00"	"42721.2916666667"	"  11.5000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 07:10'00"	"42721.2986111111"	"  11.6000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 07:20'00"	"42721.3055555556"	"  11.9000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 07:30'00"	"42721.3125000000"	"  11.8000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 07:40'00"	"42721.3194444444"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 07:50'00"	"42721.3263888889"	"  11.8000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 08:00'00"	"42721.3333333333"	"  11.8000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 08:10'00"	"42721.3402777778"	"  11.9000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 08:20'00"	"42721.3472222222"	"  11.7000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 08:30'00"	"42721.3541666667"	"  11.1000"	"  96.0000"	""	""	""	""	""	""	
"12/17/2016 08:40'00"	"42721.3611111111"	"  10.8000"	"  94.0000"	""	""	""	""	""	""	
"12/17/2016 08:50'00"	"42721.3680555556"	"  10.9000"	"  94.0000"	""	""	""	""	""	""	
"12/17/2016 09:00'00"	"42721.3750000000"	"  11.1000"	"  94.0000"	""	""	""	""	""	""	
"12/17/2016 09:10'00"	"42721.3819444444"	"  11.4000"	"  93.0000"	""	""	""	""	""	""	
"12/17/2016 09:20'00"	"42721.3888888889"	"  11.8000"	"  91.0000"	""	""	""	""	""	""	
"12/17/2016 09:30'00"	"42721.3958333333"	"  12.3000"	"  91.0000"	""	""	""	""	""	""	
"12/17/2016 09:40'00"	"42721.4027777778"	"  12.8000"	"  90.0000"	""	""	""	""	""	""	
"12/17/2016 09:50'00"	"42721.4097222222"	"  13.7000"	"  90.0000"	""	""	""	""	""	""	
"12/17/2016 10:00'00"	"42721.4166666667"	"  13.8000"	"  83.0000"	""	""	""	""	""	""	
"12/17/2016 10:10'00"	"42721.4236111111"	"  13.6000"	"  82.0000"	""	""	""	""	""	""	
"12/17/2016 10:20'00"	"42721.4305555556"	"  13.3000"	"  81.0000"	""	""	""	""	""	""	
"12/17/2016 10:30'00"	"42721.4375000000"	"  13.3000"	"  82.0000"	""	""	""	""	""	""	
"12/17/2016 10:40'00"	"42721.4444444444"	"  13.6000"	"  82.0000"	""	""	""	""	""	""	
"12/17/2016 10:50'00"	"42721.4513888889"	"  13.9000"	"  80.0000"	""	""	""	""	""	""	
"12/17/2016 11:00'00"	"42721.4583333333"	"  14.4000"	"  81.0000"	""	""	""	""	""	""	
"12/17/2016 11:10'00"	"42721.4652777778"	"  14.9000"	"  79.0000"	""	""	""	""	""	""	
"12/17/2016 11:20'00"	"42721.4722222222"	"  15.2000"	"  77.0000"	""	""	""	""	""	""	
"12/17/2016 11:30'00"	"42721.4791666667"	"  15.6000"	"  75.0000"	""	""	""	""	""	""	
"12/17/2016 11:40'00"	"42721.4861111111"	"  16.2000"	"  76.0000"	""	""	""	""	""	""	
"12/17/2016 11:50'00"	"42721.4930555556"	"  16.4000"	"  74.0000"	""	""	""	""	""	""	
"12/17/2016 12:00'00"	"42721.5000000000"	"  16.4000"	"  70.0000"	""	""	""	""	""	""	
"12/17/2016 12:10'00"	"42721.5069444444"	"  16.7000"	"  74.0000"	""	""	""	""	""	""	
"12/17/2016 12:20'00"	"42721.5138888889"	"  16.7000"	"  71.0000"	""	""	""	""	""	""	
"12/17/2016 12:30'00"	"42721.5208333333"	"  16.7000"	"  70.0000"	""	""	""	""	""	""	
"12/17/2016 12:40'00"	"42721.5277777778"	"  16.8000"	"  69.0000"	""	""	""	""	""	""	
"12/17/2016 12:50'00"	"42721.5347222222"	"  17.0000"	"  68.0000"	""	""	""	""	""	""	
"12/17/2016 13:00'00"	"42721.5416666667"	"  16.9000"	"  67.0000"	""	""	""	""	""	""	
"12/17/2016 13:10'00"	"42721.5486111111"	"  16.9000"	"  68.0000"	""	""	""	""	""	""	
"12/17/2016 13:20'00"	"42721.5555555556"	"  16.8000"	"  70.0000"	""	""	""	""	""	""	
"12/17/2016 13:30'00"	"42721.5625000000"	"  17.1000"	"  72.0000"	""	""	""	""	""	""	
"12/17/2016 13:40'00"	"42721.5694444444"	"  17.1000"	"  68.0000"	""	""	""	""	""	""	
"12/17/2016 13:50'00"	"42721.5763888889"	"  16.9000"	"  70.0000"	""	""	""	""	""	""	
"12/17/2016 14:00'00"	"42721.5833333333"	"  16.4000"	"  71.0000"	""	""	""	""	""	""	
"12/17/2016 14:10'00"	"42721.5902777778"	"  16.1000"	"  74.0000"	""	""	""	""	""	""	
"12/17/2016 14:20'00"	"42721.5972222222"	"  16.0000"	"  75.0000"	""	""	""	""	""	""	
"12/17/2016 14:30'00"	"42721.6041666667"	"  15.6000"	"  76.0000"	""	""	""	""	""	""	
"12/17/2016 14:40'00"	"42721.6111111111"	"  14.9000"	"  77.0000"	""	""	""	""	""	""	
"12/17/2016 14:50'00"	"42721.6180555556"	"  14.2000"	"  81.0000"	""	""	""	""	""	""	
"12/17/2016 15:00'00"	"42721.6250000000"	"  13.6000"	"  80.0000"	""	""	""	""	""	""	
"12/17/2016 15:10'00"	"42721.6319444444"	"  13.2000"	"  84.0000"	""	""	""	""	""	""	
"12/17/2016 15:20'00"	"42721.6388888889"	"  13.4000"	"  93.0000"	""	""	""	""	""	""	
"12/17/2016 15:30'00"	"42721.6458333333"	"  13.5000"	"  92.0000"	""	""	""	""	""	""	
"12/17/2016 15:40'00"	"42721.6527777778"	"  13.4000"	"  93.0000"	""	""	""	""	""	""	
"12/17/2016 15:50'00"	"42721.6597222222"	"  13.0000"	"  94.0000"	""	""	""	""	""	""	
"12/17/2016 16:00'00"	"42721.6666666667"	"  12.4000"	"  92.0000"	""	""	""	""	""	""	
"12/17/2016 16:10'00"	"42721.6736111111"	"  11.8000"	"  92.0000"	""	""	""	""	""	""	
"12/17/2016 16:20'00"	"42721.6805555556"	"  11.9000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 16:30'00"	"42721.6875000000"	"  12.2000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 16:40'00"	"42721.6944444444"	"  11.9000"	"  97.0000"	""	""	""	""	""	""	
"12/17/2016 16:50'00"	"42721.7013888889"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 17:00'00"	"42721.7083333333"	"  11.9000"	"  97.0000"	""	""	""	""	""	""	
"12/17/2016 17:10'00"	"42721.7152777778"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 17:20'00"	"42721.7222222222"	"  11.9000"	"  97.0000"	""	""	""	""	""	""	
"12/17/2016 17:30'00"	"42721.7291666667"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 17:40'00"	"42721.7361111111"	"  11.9000"	"  96.0000"	""	""	""	""	""	""	
"12/17/2016 17:50'00"	"42721.7430555556"	"  12.2000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 18:00'00"	"42721.7500000000"	"  11.8000"	"  96.0000"	""	""	""	""	""	""	
"12/17/2016 18:10'00"	"42721.7569444444"	"  12.1000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 18:20'00"	"42721.7638888889"	"  11.8000"	"  96.0000"	""	""	""	""	""	""	
"12/17/2016 18:30'00"	"42721.7708333333"	"  12.1000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 18:40'00"	"42721.7777777778"	"  11.9000"	"  97.0000"	""	""	""	""	""	""	
"12/17/2016 18:50'00"	"42721.7847222222"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 19:00'00"	"42721.7916666667"	"  12.1000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 19:10'00"	"42721.7986111111"	"  11.9000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 19:20'00"	"42721.8055555556"	"  12.2000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 19:30'00"	"42721.8125000000"	"  11.9000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 19:40'00"	"42721.8194444444"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 19:50'00"	"42721.8263888889"	"  11.9000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 20:00'00"	"42721.8333333333"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 20:10'00"	"42721.8402777778"	"  12.0000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 20:20'00"	"42721.8472222222"	"  12.1000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 20:30'00"	"42721.8541666667"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 20:40'00"	"42721.8611111111"	"  12.0000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 20:50'00"	"42721.8680555556"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 21:00'00"	"42721.8750000000"	"  11.9000"	"  97.0000"	""	""	""	""	""	""	
"12/17/2016 21:10'00"	"42721.8819444444"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 21:20'00"	"42721.8888888889"	"  12.2000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 21:30'00"	"42721.8958333333"	"  11.8000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 21:40'00"	"42721.9027777778"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 21:50'00"	"42721.9097222222"	"  11.8000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 22:00'00"	"42721.9166666667"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 22:10'00"	"42721.9236111111"	"  12.2000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 22:20'00"	"42721.9305555556"	"  11.9000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 22:30'00"	"42721.9375000000"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 22:40'00"	"42721.9444444444"	"  11.9000"	"  98.0000"	""	""	""	""	""	""	
"12/17/2016 22:50'00"	"42721.9513888889"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 23:00'00"	"42721.9583333333"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 23:10'00"	"42721.9652777778"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 23:20'00"	"42721.9722222222"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 23:30'00"	"42721.9791666667"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 23:40'00"	"42721.9861111111"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/17/2016 23:50'00"	"42721.9930555556"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 00:00'00"	"42722.0000000000"	"  12.1000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 00:10'00"	"42722.0069444444"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 00:20'00"	"42722.0138888889"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 00:30'00"	"42722.0208333333"	"  12.0000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 00:40'00"	"42722.0277777778"	"  12.2000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 00:50'00"	"42722.0347222222"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 01:00'00"	"42722.0416666667"	"  11.9000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 01:10'00"	"42722.0486111111"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 01:20'00"	"42722.0555555556"	"  11.9000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 01:30'00"	"42722.0625000000"	"  11.9000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 01:40'00"	"42722.0694444444"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 01:50'00"	"42722.0763888889"	"  11.7000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 02:00'00"	"42722.0833333333"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 02:10'00"	"42722.0902777778"	"  11.7000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 02:20'00"	"42722.0972222222"	"  11.7000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 02:30'00"	"42722.1041666667"	"  12.1000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 02:40'00"	"42722.1111111111"	"  11.7000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 02:50'00"	"42722.1180555556"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 03:00'00"	"42722.1250000000"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 03:10'00"	"42722.1319444444"	"  11.9000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 03:20'00"	"42722.1388888889"	"  12.2000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 03:30'00"	"42722.1458333333"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 03:40'00"	"42722.1527777778"	"  11.9000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 03:50'00"	"42722.1597222222"	"  12.1000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 04:00'00"	"42722.1666666667"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 04:10'00"	"42722.1736111111"	"  11.9000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 04:20'00"	"42722.1805555556"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 04:30'00"	"42722.1875000000"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 04:40'00"	"42722.1944444444"	"  12.0000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 04:50'00"	"42722.2013888889"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 05:00'00"	"42722.2083333333"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 05:10'00"	"42722.2152777778"	"  12.1000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 05:20'00"	"42722.2222222222"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 05:30'00"	"42722.2291666667"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 05:40'00"	"42722.2361111111"	"  12.0000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 05:50'00"	"42722.2430555556"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 06:00'00"	"42722.2500000000"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 06:10'00"	"42722.2569444444"	"  12.0000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 06:20'00"	"42722.2638888889"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 06:30'00"	"42722.2708333333"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 06:40'00"	"42722.2777777778"	"  11.9000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 06:50'00"	"42722.2847222222"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 07:00'00"	"42722.2916666667"	"  12.3000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 07:10'00"	"42722.2986111111"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 07:20'00"	"42722.3055555556"	"  11.9000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 07:30'00"	"42722.3125000000"	"  12.3000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 07:40'00"	"42722.3194444444"	"  12.1000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 07:50'00"	"42722.3263888889"	"  12.1000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 08:00'00"	"42722.3333333333"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 08:10'00"	"42722.3402777778"	"  12.0000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 08:20'00"	"42722.3472222222"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 08:30'00"	"42722.3541666667"	"  11.9000"	"  97.0000"	""	""	""	""	""	""	
"12/18/2016 08:40'00"	"42722.3611111111"	"  11.6000"	"  97.0000"	""	""	""	""	""	""	
"12/18/2016 08:50'00"	"42722.3680555556"	"  11.8000"	"  97.0000"	""	""	""	""	""	""	
"12/18/2016 09:00'00"	"42722.3750000000"	"  12.1000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 09:10'00"	"42722.3819444444"	"  12.7000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 09:20'00"	"42722.3888888889"	"  13.3000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 09:30'00"	"42722.3958333333"	"  13.9000"	"  97.0000"	""	""	""	""	""	""	
"12/18/2016 09:40'00"	"42722.4027777778"	"  14.4000"	"  95.0000"	""	""	""	""	""	""	
"12/18/2016 09:50'00"	"42722.4097222222"	"  15.0000"	"  93.0000"	""	""	""	""	""	""	
"12/18/2016 10:00'00"	"42722.4166666667"	"  15.5000"	"  92.0000"	""	""	""	""	""	""	
"12/18/2016 10:10'00"	"42722.4236111111"	"  16.4000"	"  94.0000"	""	""	""	""	""	""	
"12/18/2016 10:20'00"	"42722.4305555556"	"  16.9000"	"  93.0000"	""	""	""	""	""	""	
"12/18/2016 10:30'00"	"42722.4375000000"	"  17.1000"	"  89.0000"	""	""	""	""	""	""	
"12/18/2016 10:40'00"	"42722.4444444444"	"  17.6000"	"  90.0000"	""	""	""	""	""	""	
"12/18/2016 10:50'00"	"42722.4513888889"	"  17.9000"	"  86.0000"	""	""	""	""	""	""	
"12/18/2016 11:00'00"	"42722.4583333333"	"  17.8000"	"  81.0000"	""	""	""	""	""	""	
"12/18/2016 11:10'00"	"42722.4652777778"	"  18.1000"	"  84.0000"	""	""	""	""	""	""	
"12/18/2016 11:20'00"	"42722.4722222222"	"  18.2000"	"  79.0000"	""	""	""	""	""	""	
"12/18/2016 11:30'00"	"42722.4791666667"	"  18.1000"	"  79.0000"	""	""	""	""	""	""	
"12/18/2016 11:40'00"	"42722.4861111111"	"  18.0000"	"  75.0000"	""	""	""	""	""	""	
"12/18/2016 11:50'00"	"42722.4930555556"	"  18.4000"	"  80.0000"	""	""	""	""	""	""	
"12/18/2016 12:00'00"	"42722.5000000000"	"  19.0000"	"  79.0000"	""	""	""	""	""	""	
"12/18/2016 12:10'00"	"42722.5069444444"	"  18.9000"	"  75.0000"	""	""	""	""	""	""	
"12/18/2016 12:20'00"	"42722.5138888889"	"  19.1000"	"  75.0000"	""	""	""	""	""	""	
"12/18/2016 12:30'00"	"42722.5208333333"	"  19.3000"	"  76.0000"	""	""	""	""	""	""	
"12/18/2016 12:40'00"	"42722.5277777778"	"  19.6000"	"  77.0000"	""	""	""	""	""	""	
"12/18/2016 12:50'00"	"42722.5347222222"	"  19.7000"	"  75.0000"	""	""	""	""	""	""	
"12/18/2016 13:00'00"	"42722.5416666667"	"  19.9000"	"  77.0000"	""	""	""	""	""	""	
"12/18/2016 13:10'00"	"42722.5486111111"	"  20.1000"	"  77.0000"	""	""	""	""	""	""	
"12/18/2016 13:20'00"	"42722.5555555556"	"  20.3000"	"  79.0000"	""	""	""	""	""	""	
"12/18/2016 13:30'00"	"42722.5625000000"	"  20.3000"	"  77.0000"	""	""	""	""	""	""	
"12/18/2016 13:40'00"	"42722.5694444444"	"  20.2000"	"  79.0000"	""	""	""	""	""	""	
"12/18/2016 13:50'00"	"42722.5763888889"	"  20.5000"	"  87.0000"	""	""	""	""	""	""	
"12/18/2016 14:00'00"	"42722.5833333333"	"  20.7000"	"  87.0000"	""	""	""	""	""	""	
"12/18/2016 14:10'00"	"42722.5902777778"	"  20.1000"	"  82.0000"	""	""	""	""	""	""	
"12/18/2016 14:20'00"	"42722.5972222222"	"  19.4000"	"  82.0000"	""	""	""	""	""	""	
"12/18/2016 14:30'00"	"42722.6041666667"	"  18.6000"	"  84.0000"	""	""	""	""	""	""	
"12/18/2016 14:40'00"	"42722.6111111111"	"  18.0000"	"  87.0000"	""	""	""	""	""	""	
"12/18/2016 14:50'00"	"42722.6180555556"	"  17.9000"	"  93.0000"	""	""	""	""	""	""	
"12/18/2016 15:00'00"	"42722.6250000000"	"  17.8000"	"  92.0000"	""	""	""	""	""	""	
"12/18/2016 15:10'00"	"42722.6319444444"	"  17.4000"	"  91.0000"	""	""	""	""	""	""	
"12/18/2016 15:20'00"	"42722.6388888889"	"  17.0000"	"  91.0000"	""	""	""	""	""	""	
"12/18/2016 15:30'00"	"42722.6458333333"	"  16.4000"	"  93.0000"	""	""	""	""	""	""	
"12/18/2016 15:40'00"	"42722.6527777778"	"  15.9000"	"  94.0000"	""	""	""	""	""	""	
"12/18/2016 15:50'00"	"42722.6597222222"	"  15.3000"	"  95.0000"	""	""	""	""	""	""	
"12/18/2016 16:00'00"	"42722.6666666667"	"  14.7000"	"  94.0000"	""	""	""	""	""	""	
"12/18/2016 16:10'00"	"42722.6736111111"	"  14.0000"	"  93.0000"	""	""	""	""	""	""	
"12/18/2016 16:20'00"	"42722.6805555556"	"  13.4000"	"  96.0000"	""	""	""	""	""	""	
"12/18/2016 16:30'00"	"42722.6875000000"	"  12.8000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 16:40'00"	"42722.6944444444"	"  12.4000"	"  98.0000"	""	""	""	""	""	""	
"12/18/2016 16:50'00"	"42722.7013888889"	"  12.2000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 17:00'00"	"42722.7083333333"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 17:10'00"	"42722.7152777778"	"  12.7000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 17:20'00"	"42722.7222222222"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 17:30'00"	"42722.7291666667"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 17:40'00"	"42722.7361111111"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 17:50'00"	"42722.7430555556"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 18:00'00"	"42722.7500000000"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 18:10'00"	"42722.7569444444"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 18:20'00"	"42722.7638888889"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 18:30'00"	"42722.7708333333"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 18:40'00"	"42722.7777777778"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 18:50'00"	"42722.7847222222"	"  12.7000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 19:00'00"	"42722.7916666667"	"  12.7000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 19:10'00"	"42722.7986111111"	"  12.5000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 19:20'00"	"42722.8055555556"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 19:30'00"	"42722.8125000000"	"  12.4000"	"  99.0000"	""	""	""	""	""	""	
"12/18/2016 19:40'00"	"42722.8194444444"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
