Date/Time,ch.1,ch.2
02/21/2019 22:20'00,13.6,18.3
02/21/2019 22:30'00,13.7,18.2
02/21/2019 22:40'00,14.3,18.2
02/21/2019 22:50'00,13.7,18.1
02/21/2019 23:00'00,13.4,18
02/21/2019 23:10'00,14.6,18
02/21/2019 23:20'00,13.9,17.9
02/21/2019 23:30'00,13.3,17.8
02/21/2019 23:40'00,14.5,17.8
02/21/2019 23:50'00,13.8,17.7
02/22/2019 00:00'00,13.3,17.6
02/22/2019 00:10'00,14.3,17.6
02/22/2019 00:20'00,13.5,17.5
02/22/2019 00:30'00,13.4,17.5
02/22/2019 00:40'00,13.9,17.4
02/22/2019 00:50'00,13.2,17.4
02/22/2019 01:00'00,14,17.3
02/22/2019 01:10'00,13.7,17.3
02/22/2019 01:20'00,13,17.3
02/22/2019 01:30'00,14.1,17.2
02/22/2019 01:40'00,13.3,17.2
02/22/2019 01:50'00,13.6,17.2
02/22/2019 02:00'00,13.2,17.1
02/22/2019 02:10'00,12.8,17
02/22/2019 02:20'00,13.7,17
02/22/2019 02:30'00,12.5,16.9
02/22/2019 02:40'00,13.9,16.9
02/22/2019 02:50'00,12.9,16.8
02/22/2019 03:00'00,13,16.8
02/22/2019 03:10'00,13.6,16.8
02/22/2019 03:20'00,12.7,16.8
02/22/2019 03:30'00,14,16.7
02/22/2019 03:40'00,13.2,16.7
02/22/2019 03:50'00,12.8,16.7
02/22/2019 04:00'00,13.9,16.7
02/22/2019 04:10'00,12.6,16.6
02/22/2019 04:20'00,13.3,16.6
02/22/2019 04:30'00,13,16.5
02/22/2019 04:40'00,12.7,16.5
02/22/2019 04:50'00,13.7,16.5
02/22/2019 05:00'00,12.3,16.5
02/22/2019 05:10'00,13.7,16.4
02/22/2019 05:20'00,12.8,16.4
02/22/2019 05:30'00,12.8,16.4
02/22/2019 05:40'00,13.4,16.3
02/22/2019 05:50'00,12.4,16.3
02/22/2019 06:00'00,14,16.3
02/22/2019 06:10'00,12.6,16.3
02/22/2019 06:20'00,13.2,16.2
02/22/2019 06:30'00,13.2,16.3
02/22/2019 06:40'00,12.4,16.2
02/22/2019 06:50'00,13.8,16.1
02/22/2019 07:00'00,12.6,16.1
02/22/2019 07:10'00,13.7,16.1
02/22/2019 07:20'00,13.7,16.1
02/22/2019 07:30'00,13,16.1
02/22/2019 07:40'00,13.1,16.1
02/22/2019 07:50'00,13.2,16.1
02/22/2019 08:00'00,13.7,16.1
02/22/2019 08:10'00,14.2,16.2
02/22/2019 08:20'00,15.2,16.2
02/22/2019 08:30'00,16.4,16.2
02/22/2019 08:40'00,16.9,16.3
02/22/2019 08:50'00,17.8,16.4
02/22/2019 09:00'00,19.1,15.8
02/22/2019 09:10'00,20.1,16.3
02/22/2019 09:20'00,24.6,16.5
02/22/2019 09:30'00,21.8,16.7
02/22/2019 09:40'00,20.3,16.8
02/22/2019 09:50'00,20.4,16.9
02/22/2019 10:00'00,21.6,17.1
02/22/2019 10:10'00,25.6,17.2
02/22/2019 10:20'00,28.1,17.4
02/22/2019 10:30'00,27.9,17.7
02/22/2019 10:40'00,27.7,17.8
02/22/2019 10:50'00,26.8,18.1
02/22/2019 11:00'00,26.1,18.2
02/22/2019 11:10'00,26.1,18.3
02/22/2019 11:20'00,25.8,18.5
02/22/2019 11:30'00,26.8,18.6
02/22/2019 11:40'00,27.3,18.8
02/22/2019 11:50'00,27.9,18.9
02/22/2019 12:00'00,29.1,19.1
02/22/2019 12:10'00,28.9,19.3
02/22/2019 12:20'00,28.8,19.5
02/22/2019 12:30'00,28.6,19.6
02/22/2019 12:40'00,27.8,19.8
02/22/2019 12:50'00,28.8,19.9
02/22/2019 13:00'00,27.6,20
02/22/2019 13:10'00,29.3,20.2
02/22/2019 13:20'00,27.6,20.2
02/22/2019 13:30'00,26.3,20.4
02/22/2019 13:40'00,29.1,20.5
02/22/2019 13:50'00,26.2,20.7
02/22/2019 14:00'00,28.1,20.8
02/22/2019 14:10'00,27.4,21
02/22/2019 14:20'00,28.1,21.1
02/22/2019 14:30'00,29.9,21.2
02/22/2019 14:40'00,29.4,21.4
02/22/2019 14:50'00,30.7,21.5
02/22/2019 15:00'00,30,21.6
02/22/2019 15:10'00,31,21.7
02/22/2019 15:20'00,30,21.8
02/22/2019 15:30'00,28.4,21.9
02/22/2019 15:40'00,26.6,21.9
02/22/2019 15:50'00,25.8,21.9
02/22/2019 16:00'00,25.1,21.8
02/22/2019 16:10'00,25.1,21.8
02/22/2019 16:20'00,24.5,21.8
02/22/2019 16:30'00,23.8,21.8
02/22/2019 16:40'00,22.9,21.8
02/22/2019 16:50'00,22.2,21.7
02/22/2019 17:00'00,21.5,21.7
02/22/2019 17:10'00,20.7,21.5
02/22/2019 17:20'00,20,21.4
02/22/2019 17:30'00,19.4,21.3
02/22/2019 17:40'00,19.1,21.2
02/22/2019 17:50'00,18.7,21
02/22/2019 18:00'00,18.3,20.9
02/22/2019 18:10'00,18.1,20.8
02/22/2019 18:20'00,17.8,20.7
02/22/2019 18:30'00,17.5,20.6
02/22/2019 18:40'00,17.3,20.5
02/22/2019 18:50'00,17.2,20.4
02/22/2019 19:00'00,16.9,20.3
02/22/2019 19:10'00,16.8,20.2
02/22/2019 19:20'00,16.7,20.1
02/22/2019 19:30'00,16.5,20
02/22/2019 19:40'00,16.3,19.9
02/22/2019 19:50'00,16.2,19.8
02/22/2019 20:00'00,15.9,19.7
02/22/2019 20:10'00,15.7,19.6
02/22/2019 20:20'00,15.6,19.5
02/22/2019 20:30'00,15.1,19.4
02/22/2019 20:40'00,15,19.2
02/22/2019 20:50'00,15,19.2
02/22/2019 21:00'00,14.9,19.1
02/22/2019 21:10'00,14.8,19
02/22/2019 21:20'00,14.9,18.9
02/22/2019 21:30'00,14.8,18.8
02/22/2019 21:40'00,14.8,18.7
02/22/2019 21:50'00,14.6,18.7
02/22/2019 22:00'00,14.7,18.6
02/22/2019 22:10'00,14.5,18.6
02/22/2019 22:20'00,14.5,18.5
02/22/2019 22:30'00,14.5,18.4
02/22/2019 22:40'00,14.5,18.4
02/22/2019 22:50'00,14.4,18.3
02/22/2019 23:00'00,14.3,18.3
02/22/2019 23:10'00,14.3,18.2
02/22/2019 23:20'00,14.3,18.1
02/22/2019 23:30'00,14.3,18.1
02/22/2019 23:40'00,14.1,18
02/22/2019 23:50'00,14,18
02/23/2019 00:00'00,13.8,17.9
02/23/2019 00:10'00,13.7,17.9
02/23/2019 00:20'00,13.6,17.8
02/23/2019 00:30'00,13.7,17.7
02/23/2019 00:40'00,13.6,17.7
02/23/2019 00:50'00,13.7,17.7
02/23/2019 01:00'00,13.7,17.6
02/23/2019 01:10'00,13.7,17.6
02/23/2019 01:20'00,13.8,17.5
02/23/2019 01:30'00,13.7,17.5
02/23/2019 01:40'00,13.8,17.5
02/23/2019 01:50'00,13.7,17.4
02/23/2019 02:00'00,13.6,17.4
02/23/2019 02:10'00,13.6,17.4
02/23/2019 02:20'00,13.6,17.3
02/23/2019 02:30'00,13.7,17.3
02/23/2019 02:40'00,13.6,17.2
02/23/2019 02:50'00,13.4,17.2
02/23/2019 03:00'00,13.4,17.2
02/23/2019 03:10'00,13.6,17.2
02/23/2019 03:20'00,14.7,17.1
02/23/2019 03:30'00,14.1,17.2
02/23/2019 03:40'00,13.9,17.1
02/23/2019 03:50'00,13.6,17.1
02/23/2019 04:00'00,13.6,17.1
02/23/2019 04:10'00,13.4,17
02/23/2019 04:20'00,14.5,17
02/23/2019 04:30'00,14.3,17
02/23/2019 04:40'00,14,16.9
02/23/2019 04:50'00,13.6,16.9
02/23/2019 05:00'00,13.6,16.9
02/23/2019 05:10'00,13.4,16.9
02/23/2019 05:20'00,14.4,16.8
02/23/2019 05:30'00,14.3,16.8
02/23/2019 05:40'00,13.7,16.8
02/23/2019 05:50'00,13.6,16.8
02/23/2019 06:00'00,13.2,16.8
02/23/2019 06:10'00,14.7,16.7
02/23/2019 06:20'00,14.2,16.7
02/23/2019 06:30'00,13.6,16.7
02/23/2019 06:40'00,13.3,16.7
02/23/2019 06:50'00,14.5,16.7
02/23/2019 07:00'00,14.3,16.7
02/23/2019 07:10'00,13.8,16.7
02/23/2019 07:20'00,13.8,16.7
02/23/2019 07:30'00,14,16.7
02/23/2019 07:40'00,14,16.6
02/23/2019 07:50'00,13.8,16.7
02/23/2019 08:00'00,13.9,16.6
02/23/2019 08:10'00,14.8,16.7
02/23/2019 08:20'00,15.8,16.7
02/23/2019 08:30'00,19.7,16.6
02/23/2019 08:40'00,21.7,16.7
02/23/2019 08:50'00,24.1,16.8
02/23/2019 09:00'00,25.5,16.9
02/23/2019 09:10'00,27.1,17.1
02/23/2019 09:20'00,28.4,17.3
02/23/2019 09:30'00,29.8,17.5
02/23/2019 09:40'00,31.4,17.7
02/23/2019 09:50'00,32.5,17.9
02/23/2019 10:00'00,32.2,18.2
02/23/2019 10:10'00,30.2,18.4
02/23/2019 10:20'00,30.9,18.6
02/23/2019 10:30'00,30.6,18.9
02/23/2019 10:40'00,30.9,19.1
02/23/2019 10:50'00,29.9,19.2
02/23/2019 11:00'00,28.8,19.4
02/23/2019 11:10'00,29,19.6
02/23/2019 11:20'00,30.7,19.7
02/23/2019 11:30'00,28.6,19.8
02/23/2019 11:40'00,28.5,20
02/23/2019 11:50'00,28.7,20
02/23/2019 12:00'00,30.3,20.2
02/23/2019 12:10'00,31.6,20.4
02/23/2019 12:20'00,30.2,20.5
02/23/2019 12:30'00,30.8,20.7
02/23/2019 12:40'00,31.1,20.7
02/23/2019 12:50'00,32.1,20.8
02/23/2019 13:00'00,30.8,20.9
02/23/2019 13:10'00,30.1,21
02/23/2019 13:20'00,28.7,21
02/23/2019 13:30'00,30.1,21.3
02/23/2019 13:40'00,30.5,21.5
02/23/2019 13:50'00,30.4,21.8
02/23/2019 14:00'00,31.7,22
02/23/2019 14:10'00,31.3,22.2
02/23/2019 14:20'00,28.1,22.2
02/23/2019 14:30'00,28.4,22.2
02/23/2019 14:40'00,28.6,22.2
02/23/2019 14:50'00,28.9,22.2
02/23/2019 15:00'00,28.7,22.2
02/23/2019 15:10'00,28.5,22.3
02/23/2019 15:20'00,27.5,22.3
02/23/2019 15:30'00,26.3,22.2
02/23/2019 15:40'00,25.4,22.2
02/23/2019 15:50'00,24.4,22.2
02/23/2019 16:00'00,24.1,22.1
02/23/2019 16:10'00,24.3,22
02/23/2019 16:20'00,24.3,22.1
02/23/2019 16:30'00,23.5,22
02/23/2019 16:40'00,22.9,22
02/23/2019 16:50'00,21.3,22
02/23/2019 17:00'00,20.7,21.9
02/23/2019 17:10'00,20.5,21.8
02/23/2019 17:20'00,20.8,21.7
02/23/2019 17:30'00,20.5,21.7
02/23/2019 17:40'00,19.8,21.6
02/23/2019 17:50'00,19.1,21.5
02/23/2019 18:00'00,18.5,21.4
02/23/2019 18:10'00,18.1,21.2
02/23/2019 18:20'00,17.6,21.1
02/23/2019 18:30'00,17.2,21
02/23/2019 18:40'00,16.9,20.9
02/23/2019 18:50'00,16.6,20.8
02/23/2019 19:00'00,16.4,20.7
02/23/2019 19:10'00,16.1,20.5
02/23/2019 19:20'00,16,20.4
02/23/2019 19:30'00,15.8,20.3
02/23/2019 19:40'00,15.6,20.2
02/23/2019 19:50'00,15.4,20.1
02/23/2019 20:00'00,15.2,20
02/23/2019 20:10'00,15.1,19.8
02/23/2019 20:20'00,14.9,19.7
02/23/2019 20:30'00,14.8,19.6
02/23/2019 20:40'00,14.6,19.6
02/23/2019 20:50'00,14.5,19.5
02/23/2019 21:00'00,14.5,19.3
02/23/2019 21:10'00,14.5,19.2
02/23/2019 21:20'00,14.5,19.2
02/23/2019 21:30'00,14.3,19
02/23/2019 21:40'00,14.3,19
02/23/2019 21:50'00,14.3,18.9
02/23/2019 22:00'00,14.3,18.8
02/23/2019 22:10'00,14.2,18.7
02/23/2019 22:20'00,14.1,18.7
02/23/2019 22:30'00,14,18.6
02/23/2019 22:40'00,13.8,18.6
02/23/2019 22:50'00,13.8,18.5
02/23/2019 23:00'00,13.8,18.4
02/23/2019 23:10'00,13.6,18.4
02/23/2019 23:20'00,13.6,18.3
02/23/2019 23:30'00,13.5,18.2
02/23/2019 23:40'00,13.5,18.2
02/23/2019 23:50'00,13.5,18.1
02/24/2019 00:00'00,13.5,18.1
02/24/2019 00:10'00,13.5,18
02/24/2019 00:20'00,13.4,18
02/24/2019 00:30'00,13.4,18
02/24/2019 00:40'00,13.2,17.9
02/24/2019 00:50'00,13,17.8
02/24/2019 01:00'00,13.9,17.8
02/24/2019 01:10'00,14,17.7
02/24/2019 01:20'00,13.5,17.7
02/24/2019 01:30'00,13.2,17.7
02/24/2019 01:40'00,13,17.6
02/24/2019 01:50'00,13.3,17.5
02/24/2019 02:00'00,14.2,17.5
02/24/2019 02:10'00,13.7,17.5
02/24/2019 02:20'00,13.4,17.4
02/24/2019 02:30'00,13.3,17.4
02/24/2019 02:40'00,13.2,17.3
02/24/2019 02:50'00,13.2,17.4
02/24/2019 03:00'00,13.6,17.3
02/24/2019 03:10'00,14.2,17.3
02/24/2019 03:20'00,13.5,17.2
02/24/2019 03:30'00,13.2,17.2
02/24/2019 03:40'00,14,17.2
02/24/2019 03:50'00,13.9,17.2
02/24/2019 04:00'00,13.4,17.1
02/24/2019 04:10'00,13.2,17.1
02/24/2019 04:20'00,14.3,17.1
02/24/2019 04:30'00,13.4,17.1
02/24/2019 04:40'00,13.2,17
02/24/2019 04:50'00,14.2,17
02/24/2019 05:00'00,13.2,17
02/24/2019 05:10'00,13.5,16.9
02/24/2019 05:20'00,13.9,16.9
02/24/2019 05:30'00,13.1,16.8
02/24/2019 05:40'00,13.8,16.9
02/24/2019 05:50'00,13.4,16.8
02/24/2019 06:00'00,13,16.8
02/24/2019 06:10'00,13.8,16.7
02/24/2019 06:20'00,12.9,16.7
02/24/2019 06:30'00,13.7,16.7
02/24/2019 06:40'00,13.4,16.7
02/24/2019 06:50'00,13.2,16.7
02/24/2019 07:00'00,14.2,16.7
02/24/2019 07:10'00,13.3,16.6
02/24/2019 07:20'00,13.2,16.6
02/24/2019 07:30'00,13.5,16.6
02/24/2019 07:40'00,14.2,16.6
02/24/2019 07:50'00,14.9,16.7
02/24/2019 08:00'00,15.5,16.7
02/24/2019 08:10'00,16.1,16.7
02/24/2019 08:20'00,17,16.8
02/24/2019 08:30'00,21.1,16.7
02/24/2019 08:40'00,22,16.9
02/24/2019 08:50'00,21.7,17
02/24/2019 09:00'00,22.2,17.1
02/24/2019 09:10'00,22.9,17.3
02/24/2019 09:20'00,23.1,17.4
02/24/2019 09:30'00,23.8,17.6
02/24/2019 09:40'00,24.7,17.7
02/24/2019 09:50'00,24.6,17.9
02/24/2019 10:00'00,24.8,18
02/24/2019 10:10'00,25.7,18.2
02/24/2019 10:20'00,26.5,18.3
02/24/2019 10:30'00,28.5,18.5
02/24/2019 10:40'00,29.7,18.7
02/24/2019 10:50'00,29.7,18.9
02/24/2019 11:00'00,27.6,19.1
02/24/2019 11:10'00,29,19.2
02/24/2019 11:20'00,29.4,19.4
02/24/2019 11:30'00,28.5,19.5
02/24/2019 11:40'00,28.5,19.7
02/24/2019 11:50'00,28.3,19.8
02/24/2019 12:00'00,29.4,20
02/24/2019 12:10'00,29.6,20.1
02/24/2019 12:20'00,28.8,20.2
02/24/2019 12:30'00,31,20.4
02/24/2019 12:40'00,29.5,20.5
02/24/2019 12:50'00,29.4,20.6
02/24/2019 13:00'00,29.1,20.7
02/24/2019 13:10'00,30.9,20.8
02/24/2019 13:20'00,30.6,20.9
02/24/2019 13:30'00,30.5,21.1
02/24/2019 13:40'00,30.5,21.2
02/24/2019 13:50'00,29.4,21.4
02/24/2019 14:00'00,31.8,21.5
02/24/2019 14:10'00,31.8,21.6
02/24/2019 14:20'00,31.2,21.7
02/24/2019 14:30'00,30,21.8
02/24/2019 14:40'00,30.2,21.9
02/24/2019 14:50'00,30.9,22.1
02/24/2019 15:00'00,31.3,22.1
02/24/2019 15:10'00,30.3,22.2
02/24/2019 15:20'00,30.1,22.3
02/24/2019 15:30'00,28.7,22.3
02/24/2019 15:40'00,27.6,22.3
02/24/2019 15:50'00,26,22.3
02/24/2019 16:00'00,25.1,22.3
02/24/2019 16:10'00,24.9,22.3
02/24/2019 16:20'00,24.1,22.3
02/24/2019 16:30'00,23.3,22.2
02/24/2019 16:40'00,22.5,22.2
02/24/2019 16:50'00,21.7,22
02/24/2019 17:00'00,20.9,22
02/24/2019 17:10'00,20.3,21.9
02/24/2019 17:20'00,19.9,21.7
02/24/2019 17:30'00,19.5,21.6
02/24/2019 17:40'00,19,21.5
02/24/2019 17:50'00,18.7,21.4
02/24/2019 18:00'00,18.5,21.3
02/24/2019 18:10'00,18.4,21.2
02/24/2019 18:20'00,18.3,21.1
02/24/2019 18:30'00,18,21
02/24/2019 18:40'00,17.8,20.9
02/24/2019 18:50'00,17.5,20.7
02/24/2019 19:00'00,17.3,20.7
02/24/2019 19:10'00,17.1,20.5
02/24/2019 19:20'00,16.9,20.4
02/24/2019 19:30'00,16.7,20.3
02/24/2019 19:40'00,16.6,20.2
02/24/2019 19:50'00,16.4,20.2
02/24/2019 20:00'00,16.4,20.1
02/24/2019 20:10'00,16.3,20
02/24/2019 20:20'00,16.3,19.9
02/24/2019 20:30'00,16.4,19.8
02/24/2019 20:40'00,16.4,19.7
02/24/2019 20:50'00,16.4,19.7
02/24/2019 21:00'00,16.4,19.6
02/24/2019 21:10'00,16.4,19.5
02/24/2019 21:20'00,16.4,19.5
02/24/2019 21:30'00,16.4,19.5
02/24/2019 21:40'00,16.4,19.5
02/24/2019 21:50'00,16.3,19.4
02/24/2019 22:00'00,16.3,19.3
02/24/2019 22:10'00,16.3,19.2
02/24/2019 22:20'00,16.3,19.2
02/24/2019 22:30'00,16.2,19.2
02/24/2019 22:40'00,16,19.1
02/24/2019 22:50'00,15.7,19.1
02/24/2019 23:00'00,15.6,19
02/24/2019 23:10'00,15.5,18.9
02/24/2019 23:20'00,15.4,18.9
02/24/2019 23:30'00,15.4,18.8
02/24/2019 23:40'00,15.4,18.8
02/24/2019 23:50'00,15.5,18.7
02/25/2019 00:00'00,15.5,18.7
02/25/2019 00:10'00,15.5,18.7
02/25/2019 00:20'00,15.4,18.7
02/25/2019 00:30'00,15.3,18.6
02/25/2019 00:40'00,15.2,18.6
02/25/2019 00:50'00,15.2,18.5
02/25/2019 01:00'00,15.2,18.5
02/25/2019 01:10'00,15.3,18.4
02/25/2019 01:20'00,15.3,18.4
02/25/2019 01:30'00,15.3,18.4
02/25/2019 01:40'00,15.3,18.3
02/25/2019 01:50'00,15.4,18.3
02/25/2019 02:00'00,15.4,18.3
02/25/2019 02:10'00,15.4,18.2
02/25/2019 02:20'00,15.4,18.3
02/25/2019 02:30'00,15.3,18.2
02/25/2019 02:40'00,15.2,18.2
02/25/2019 02:50'00,15.1,18.1
02/25/2019 03:00'00,14.9,18.1
02/25/2019 03:10'00,14.8,18
02/25/2019 03:20'00,14.7,18
02/25/2019 03:30'00,14.7,18
02/25/2019 03:40'00,14.7,17.9
02/25/2019 03:50'00,14.7,17.9
02/25/2019 04:00'00,14.7,17.8
02/25/2019 04:10'00,14.6,17.8
02/25/2019 04:20'00,14.4,17.8
02/25/2019 04:30'00,14.2,17.8
02/25/2019 04:40'00,14,17.7
02/25/2019 04:50'00,13.8,17.7
02/25/2019 05:00'00,13.5,17.6
02/25/2019 05:10'00,13.4,17.6
02/25/2019 05:20'00,13.2,17.5
02/25/2019 05:30'00,14.3,17.5
02/25/2019 05:40'00,14.4,17.4
02/25/2019 05:50'00,13.9,17.4
02/25/2019 06:00'00,13.8,17.4
02/25/2019 06:10'00,13.8,17.4
02/25/2019 06:20'00,13.7,17.3
02/25/2019 06:30'00,13.6,17.3
02/25/2019 06:40'00,13.7,17.3
02/25/2019 06:50'00,13.6,17.2
02/25/2019 07:00'00,13.8,17.2
02/25/2019 07:10'00,13.8,17.2
02/25/2019 07:20'00,14.1,17.2
02/25/2019 07:30'00,14.7,17.2
02/25/2019 07:40'00,15.6,17.2
02/25/2019 07:50'00,16.7,17.2
02/25/2019 08:00'00,17.8,17.3
02/25/2019 08:10'00,18.9,17.3
02/25/2019 08:20'00,19.7,17.5
02/25/2019 08:30'00,21.1,17.5
02/25/2019 08:40'00,22.1,17.6
02/25/2019 08:50'00,22.9,17.7
02/25/2019 09:00'00,24.2,17.8
02/25/2019 09:10'00,25.4,18
02/25/2019 09:20'00,24.2,18.1
02/25/2019 09:30'00,24.2,18.2
02/25/2019 09:40'00,26.2,18.3
02/25/2019 09:50'00,27.7,18.5
02/25/2019 10:00'00,27.2,18.6
02/25/2019 10:10'00,28.4,18.7
02/25/2019 10:20'00,32.3,19
02/25/2019 10:30'00,32.5,19.2
02/25/2019 10:40'00,31.6,19.4
02/25/2019 10:50'00,31.7,19.6
02/25/2019 11:00'00,29.9,19.7
02/25/2019 11:10'00,31.2,19.9
02/25/2019 11:20'00,30.2,20.1
02/25/2019 11:30'00,30.2,20.2
02/25/2019 11:40'00,32.8,20.4
02/25/2019 11:50'00,32.9,20.6
02/25/2019 12:00'00,34.2,20.8
02/25/2019 12:10'00,34.5,21
02/25/2019 12:20'00,33.4,21.3
02/25/2019 12:30'00,34.4,21.5
02/25/2019 12:40'00,34.9,21.7
02/25/2019 12:50'00,32.7,21.7
02/25/2019 13:00'00,32.3,21.8
02/25/2019 13:10'00,31.5,21.8
02/25/2019 13:20'00,29.8,21.8
02/25/2019 13:30'00,29.1,21.9
02/25/2019 13:40'00,29.2,22.1
02/25/2019 13:50'00,30.3,22.2
02/25/2019 14:00'00,29.5,22.3
02/25/2019 14:10'00,30.1,22.4
02/25/2019 14:20'00,29.8,22.6
02/25/2019 14:30'00,29.5,22.7
02/25/2019 14:40'00,29.3,22.7
02/25/2019 14:50'00,30.6,22.8
02/25/2019 15:00'00,28.5,22.9
02/25/2019 15:10'00,29.7,22.9
02/25/2019 15:20'00,28.1,22.9
02/25/2019 15:30'00,28.3,22.9
02/25/2019 15:40'00,28.9,22.9
02/25/2019 15:50'00,27.4,22.9
02/25/2019 16:00'00,26.7,22.9
02/25/2019 16:10'00,27.1,22.9
02/25/2019 16:20'00,28.1,22.9
02/25/2019 16:30'00,25.7,22.9
02/25/2019 16:40'00,25.1,23
02/25/2019 16:50'00,24.6,23.1
02/25/2019 17:00'00,24.2,23
02/25/2019 17:10'00,23.7,22.9
02/25/2019 17:20'00,23.3,22.9
02/25/2019 17:30'00,22.6,22.8
02/25/2019 17:40'00,21.9,22.7
02/25/2019 17:50'00,21.3,22.6
02/25/2019 18:00'00,20.7,22.5
02/25/2019 18:10'00,20.3,22.4
02/25/2019 18:20'00,20,22.3
02/25/2019 18:30'00,19.6,22.2
02/25/2019 18:40'00,19.3,22.1
02/25/2019 18:50'00,19.1,21.9
02/25/2019 19:00'00,18.9,21.8
02/25/2019 19:10'00,18.7,21.7
02/25/2019 19:20'00,18.5,21.6
02/25/2019 19:30'00,18.3,21.5
02/25/2019 19:40'00,18.1,21.4
02/25/2019 19:50'00,18,21.3
02/25/2019 20:00'00,17.7,21.1
02/25/2019 20:10'00,17.6,21.1
02/25/2019 20:20'00,17.3,21
02/25/2019 20:30'00,17.1,20.8
02/25/2019 20:40'00,16.9,20.7
02/25/2019 20:50'00,16.8,20.7
02/25/2019 21:00'00,16.6,20.6
02/25/2019 21:10'00,16.6,20.5
02/25/2019 21:20'00,16.4,20.4
02/25/2019 21:30'00,16.3,20.3
02/25/2019 21:40'00,16.2,20.2
02/25/2019 21:50'00,16.1,20.2
02/25/2019 22:00'00,16,20.1
02/25/2019 22:10'00,15.8,20
02/25/2019 22:20'00,15.7,19.9
02/25/2019 22:30'00,15.6,19.8
02/25/2019 22:40'00,15.5,19.7
02/25/2019 22:50'00,15.2,19.7
02/25/2019 23:00'00,15,19.6
02/25/2019 23:10'00,15,19.5
02/25/2019 23:20'00,15,19.4
02/25/2019 23:30'00,15,19.4
02/25/2019 23:40'00,14.9,19.3
02/25/2019 23:50'00,14.9,19.2
02/26/2019 00:00'00,14.8,19.1
02/26/2019 00:10'00,14.6,19.1
02/26/2019 00:20'00,14.6,19
02/26/2019 00:30'00,14.5,18.9
02/26/2019 00:40'00,14.5,18.8
02/26/2019 00:50'00,14.4,18.8
02/26/2019 01:00'00,14.2,18.7
02/26/2019 01:10'00,14.1,18.7
02/26/2019 01:20'00,14,18.7
02/26/2019 01:30'00,13.9,18.5
02/26/2019 01:40'00,13.8,18.5
02/26/2019 01:50'00,13.8,18.4
02/26/2019 02:00'00,13.9,18.4
02/26/2019 02:10'00,14,18.3
02/26/2019 02:20'00,14.1,18.3
02/26/2019 02:30'00,14.1,18.2
02/26/2019 02:40'00,14.1,18.2
02/26/2019 02:50'00,14.1,18.2
02/26/2019 03:00'00,14.1,18.1
02/26/2019 03:10'00,14,18
02/26/2019 03:20'00,14,18
02/26/2019 03:30'00,13.9,18
02/26/2019 03:40'00,13.8,17.9
02/26/2019 03:50'00,13.8,17.9
02/26/2019 04:00'00,13.7,17.9
02/26/2019 04:10'00,13.5,17.8
02/26/2019 04:20'00,13.5,17.8
02/26/2019 04:30'00,13.4,17.7
02/26/2019 04:40'00,13.4,17.7
02/26/2019 04:50'00,13.4,17.7
02/26/2019 05:00'00,13.4,17.6
02/26/2019 05:10'00,13.4,17.5
02/26/2019 05:20'00,13.5,17.6
02/26/2019 05:30'00,13.4,17.5
02/26/2019 05:40'00,13.3,17.4
02/26/2019 05:50'00,13.2,17.4
02/26/2019 06:00'00,13.2,17.4
02/26/2019 06:10'00,13.1,17.4
02/26/2019 06:20'00,13.1,17.3
02/26/2019 06:30'00,14.3,17.3
02/26/2019 06:40'00,14.4,17.3
02/26/2019 06:50'00,13.8,17.3
02/26/2019 07:00'00,13.8,17.3
02/26/2019 07:10'00,14,17.3
02/26/2019 07:20'00,15.3,17.3
02/26/2019 07:30'00,16.2,17.3
02/26/2019 07:40'00,16.6,17.4
02/26/2019 07:50'00,17.5,17.3
02/26/2019 08:00'00,19,17.4
02/26/2019 08:10'00,19.5,17.5
02/26/2019 08:20'00,21,17.6
02/26/2019 08:30'00,22.7,17.7
02/26/2019 08:40'00,24.9,17.8
02/26/2019 08:50'00,25.9,17.9
02/26/2019 09:00'00,27.3,16.3
02/26/2019 09:10'00,28.3,16.9
02/26/2019 09:20'00,28.8,17.4
02/26/2019 09:30'00,30.6,17.7
02/26/2019 09:40'00,30,18
02/26/2019 09:50'00,31.8,18.3
02/26/2019 10:00'00,32.9,18.6
02/26/2019 10:10'00,31.3,18.8
02/26/2019 10:20'00,31,19.1
02/26/2019 10:30'00,31,19.3
02/26/2019 10:40'00,32.4,19.5
02/26/2019 10:50'00,30.9,19.7
02/26/2019 11:00'00,30.8,19.9
02/26/2019 11:10'00,31,20
02/26/2019 11:20'00,28.9,20.2
02/26/2019 11:30'00,31.2,20.3
02/26/2019 11:40'00,30.4,20.4
02/26/2019 11:50'00,30.4,20.5
02/26/2019 12:00'00,30.2,20.7
02/26/2019 12:10'00,31,20.8
02/26/2019 12:20'00,30.4,21
02/26/2019 12:30'00,30,21.1
02/26/2019 12:40'00,33.1,21.2
02/26/2019 12:50'00,31,21.2
02/26/2019 13:00'00,31.9,21.3
02/26/2019 13:10'00,30.8,21.4
02/26/2019 13:20'00,30.5,21.4
02/26/2019 13:30'00,29.8,21.5
02/26/2019 13:40'00,29.6,21.7
02/26/2019 13:50'00,30.2,21.8
02/26/2019 14:00'00,30.1,22
02/26/2019 14:10'00,30.2,22
02/26/2019 14:20'00,30.5,22.2
02/26/2019 14:30'00,30.5,22.3
02/26/2019 14:40'00,31.1,22.4
02/26/2019 14:50'00,31,22.6
02/26/2019 15:00'00,31.1,22.7
