,0
0,0.7072778139254805
1,0.8598306057793317
2,0.8613198277104873
3,0.6684547473317982
4,0.8179628530186306
5,0.7399769201523438
6,0.6543257212596546
7,0.6346329517390963
8,0.5931307755382625
9,0.6543203049289019
10,0.6768217112249594
11,0.7346074783534254
12,0.8567570182228921
13,0.8589029142110461
14,0.9110137907117352
15,0.8774635886062242
16,0.7774555999711011
17,0.5892066251804285
18,0.7245401236177919
19,0.5926220720696451
20,0.5
21,0.5364221473157057
22,0.5361797577068526
23,0.5299028748270173
24,0.5711504425940633
25,0.4239045934190378
26,0.22708297609117664
27,0.2636000505776078
28,0.12324380003345116
29,0.3461023342062888
30,0.26248057656775414
31,0.5828499841315102
32,0.8742004504090916
33,0.8339953889739231
34,0.7870588583859488
35,0.8584026977901743
36,0.7628264389876829
37,0.4632695887797413
38,0.4616517252775618
39,0.31900442482402247
40,0.273170055050851
41,0.18201448657362432
42,0.3347268670237946
43,0.34042698537499055
44,0.1334555308021792
45,0.10995317216218264
46,0.1351098342048964
47,0.14234350019577852
48,0.3355027588598529
49,0.2532908135041494
50,0.1780268186863429
51,0.26034141618853396
52,0.02709601017365554
53,0.051003905654796663
54,0.14780180089424558
55,0.06302772155708561
56,0.13903133207464782
57,0.10761981157732071
58,0.15829410155336474
59,0.12770992515969426
60,0.17182080704062275
61,0.12153947474792123
62,0.12782424609077123
63,0.07472286333786445
64,0.11002427416669694
65,0.06031059090402821
66,0.12308387351891599
67,0.09725789793516791
68,0.1687663506720983
69,0.05292220149076836
70,0.08058974756832782
71,0.020139858903738754
72,0.02747374763762881
73,0.020546847276137016
74,0.06188136502921589
75,0.0557657761204095
76,0.07287098470033798
77,0.19050785396603245
78,0.10067566205894901
79,0.21419768437267836
80,0.31815404772495415
81,0.3827339162012474
82,0.35434213454692626
83,0.3354229676562045
84,0.25427632254470145
85,0.31988503146909436
86,0.3331717427374181
87,0.25286763836105147
88,0.23362359939742564
89,0.19859050755931473
90,0.20180006730969863
91,0.24537828201296244
92,0.2736603822250398
93,0.16719974590309708
94,0.19036484388723282
95,0.43741524304095736
96,0.31025111309753034
97,0.7263705869048833
98,0.5183777193144664
99,0.2230705695014042
100,0.14142969701775054
101,0.4045433834940914
102,0.19904209886034677
103,0.15738616299210811
104,0.18719605214926366
105,0.22139230799861584
106,0.6747213087150068
107,0.6782957006443817
108,0.8370549380759007
109,0.693179393218091
110,0.7634539465272416
111,0.7708668196671672
112,0.7876866754025503
113,0.7990291814904172
114,0.6275241042237839
115,0.6208719815673651
116,0.4296945644306701
117,0.5
118,0.5504349155138865
119,0.6853855799015617
120,0.5543878325924347
121,0.5910034896632107
122,0.6614799056609715
123,0.7756584042896963
124,0.8792534899203678
125,0.959303211045275
126,0.9585648658211278
127,0.9216509934186312
128,0.8166583984342692
129,0.7163416416697881
130,0.7455423055353763
131,0.8802468900707852
132,0.8637063777955052
133,0.8470792565265184
134,0.7211044136927137
135,0.7725709658544813
136,0.5969248378334666
