,0
0,0.12425941275365703
1,0.15153246528083406
2,0.2568205817391061
3,0.5479231697361434
4,0.26056494771674843
5,0.27627026459961335
6,0.5369829657608445
7,0.37991992121335616
8,0.17875716859722102
9,0.08122238404073095
10,0.23720968553585314
11,0.14133382030600525
12,0.01841530408370793
13,0.14017639303471466
14,0.09316194588161693
15,0.10375738612696761
16,0.07335510883540178
17,0.3601009725499671
18,0.15258451883436744
19,0.06131462606093976
20,0.06509356164034949
21,0.11335181086564262
22,0.07730055361567832
23,0.04694633995264988
24,0.08735215858443891
25,0.05555094338418676
26,0.06833899060906314
27,0.07966689423982348
28,0.09561675382030237
29,0.11250617192201369
30,0.030285192438981597
31,0.033031166916896726
32,0.03882002479671677
33,0.050682941376193696
34,0.028863189835861624
35,0.02845665788938033
36,0.0354372519996648
37,0.056801050202565005
38,0.04878370927901349
39,0.0512606028825484
40,0.04435350035188582
41,0.04925881857555126
42,0.04640910931813795
43,0.039683489188928056
44,0.04438512139385211
45,0.03692028026121085
46,0.04826516779096923
47,0.0654012223007379
48,0.04992925585428198
49,0.04092339661767874
50,0.040728406393176264
51,0.046857121931721916
52,0.07814311575299288
53,0.06480224315726506
54,0.04218260774925491
55,0.06914474354669631
56,0.15529072966884117
57,0.13306005031689416
58,0.05731420489409115
59,0.06193461499263167
60,0.19784291119556063
61,0.08733607069729886
62,0.030377032174378083
63,0.19308509279450278
64,0.08742440267182981
65,0.062039948727754014
66,0.020819111880219624
67,0.04630481499567579
68,0.0459348308891365
69,0.13880922240971102
70,0.031890141300380925
71,0.05699065496294996
72,0.05171007088535177
73,0.059857868440706036
74,0.03908879674959927
75,0.05956896676609395
76,0.09667992106196346
77,0.3477899793373696
78,0.20963560866049707
79,0.10933453776552142
80,0.15599655116197012
81,0.243704482091937
82,0.20435854882835772
83,0.24156645211385772
84,0.33670923451796503
85,0.6020757196364732
86,0.5095833663027626
87,0.341753538562646
88,0.33811164364418855
89,0.17930328717477267
90,0.22097186148591097
91,0.15908557717072658
92,0.22419470283448978
93,0.08576055974493581
94,0.1235319154653249
95,0.11583337709852387
96,0.18565230999156299
97,0.22905553824336541
98,0.21869113493460243
99,0.08918333131096755
100,0.1186300979956832
101,0.29469364287937044
102,0.5
103,0.21597007759321285
104,0.18769877817939098
105,0.3178240803054928
106,0.48945873607090634
107,0.061762810704755956
108,0.06880351735115967
109,0.10836308640538135
110,0.13544009323700035
111,0.25004422778558627
112,0.1973261046118639
113,0.34137809628296445
114,0.18508544744547098
115,0.19950327073112176
116,0.20794000807605664
117,0.18210283066698713
118,0.2376590039253156
119,0.21575331588350502
120,0.39716641868434444
121,0.330660232213901
122,0.34574721562040683
123,0.2910081843506854
124,0.23716836281601747
125,0.18008816973822783
126,0.20395365244811964
127,0.23296964936937517
128,0.18926614578692236
