,0
0,0.85
1,0.32
2,0.6666666666666666
3,0.8400000000000001
4,1.0
5,1.0
6,0.7666666666666666
7,0.9
8,0.8666666666666666
9,0.85
10,0.4666666666666666
11,0.3
12,0.5333333333333333
13,0.6
14,1.0
15,0.6
16,0.8166666666666667
17,0.8666666666666666
18,0.6666666666666666
19,0.5666666666666667
20,0.4666666666666666
21,0.95
22,0.6666666666666666
23,0.95
24,0.55
25,0.55
26,0.95
27,0.75
28,0.35
29,0.72
30,0.4
31,0.4
32,0.7944444444444445
33,0.8
34,1.0
35,0.8
36,0.6444444444444445
37,0.4444444444444445
38,0.8666666666666666
39,0.7333333333333333
40,0.55
41,0.55
42,0.2733333333333333
43,0.5733333333333334
44,0.4
45,0.26666666666666666
46,0.6833333333333333
47,0.26666666666666666
48,0.3944444444444445
49,0.6166666666666666
50,0.6
51,0.4
52,0.8
53,0.54
54,0.4444444444444445
55,0.21666666666666665
56,0.35
57,0.41666666666666663
58,0.5404761904761904
59,0.15
60,0.21666666666666665
61,0.35
62,0.3
63,0.2
64,0.2
65,0.19
66,0.16
67,0.0
68,0.21666666666666665
69,0.4666666666666666
70,0.06666666666666667
71,0.45
72,0.41666666666666663
73,0.15
74,0.35
75,0.35
76,0.0
77,0.4333333333333333
78,0.21666666666666665
79,0.5928571428571429
80,0.3833333333333333
81,0.55
82,0.75
83,0.6761904761904762
84,0.7428571428571429
85,0.9428571428571428
86,0.5428571428571429
87,0.5428571428571429
88,0.5428571428571429
89,0.5428571428571429
90,0.6
91,0.35
92,0.2
93,0.3928571428571429
94,0.5833333333333333
95,0.6
96,0.95
97,0.4
98,0.2
99,0.0
100,0.0
101,0.34285714285714286
102,0.2
103,0.44000000000000006
104,0.7028571428571428
105,0.7428571428571429
106,0.8761904761904763
107,0.6761904761904762
108,0.7428571428571429
109,0.8
110,0.8
111,0.5333333333333333
112,0.7428571428571429
113,0.5428571428571429
114,0.4
115,0.8
116,1.0
117,1.0
118,0.5333333333333333
119,0.8
120,0.8
121,1.0
122,0.8
123,0.8
124,1.0
125,0.6
126,0.2
127,0.2
128,0.2
129,0.8
130,1.0
131,0.9428571428571428
132,0.8
133,0.8
134,1.0
135,0.8
136,0.9428571428571428
137,0.6761904761904762
138,0.26666666666666666
139,0.2
140,0.47619047619047616
141,0.9428571428571428
142,0.39
143,0.4428571428571429
144,0.9428571428571428
145,0.5428571428571429
146,0.9428571428571428
147,0.9428571428571428
148,0.7428571428571429
149,0.7428571428571429
150,0.7428571428571429
151,0.7428571428571429
152,0.4066666666666666
153,0.34285714285714286
154,0.44000000000000006
155,0.7428571428571429
156,0.4666666666666666
157,0.5428571428571428
158,0.14285714285714285
159,0.47619047619047616
160,0.26666666666666666
161,0.5333333333333333
162,0.6833333333333333
163,0.5499999999999999
164,0.4833333333333333
165,0.8166666666666668
166,0.35
167,0.6
168,0.41666666666666663
169,0.41666666666666663
170,0.5428571428571428
171,0.5761904761904761
172,0.55
173,0.4833333333333333
174,0.75
175,0.75
176,0.75
177,0.6
178,0.4666666666666666
179,0.41666666666666663
180,0.26666666666666666
181,0.55
182,0.5
183,0.6
184,0.3
185,0.75
186,0.3
187,0.6
188,0.4666666666666666
189,0.6666666666666666
190,0.6
191,0.4
192,0.26666666666666666
193,0.06666666666666667
194,0.16666666666666666
195,0.26666666666666666
196,0.4666666666666667
197,0.6666666666666667
198,0.6
199,0.8
200,0.8333333333333334
201,0.06666666666666667
202,0.4666666666666666
203,0.54
204,0.4666666666666666
205,0.4666666666666666
206,0.4666666666666666
207,0.26666666666666666
208,0.4666666666666666
209,0.6
210,0.26666666666666666
211,0.26666666666666666
212,0.44000000000000006
213,0.4666666666666666
214,0.4666666666666667
215,0.26666666666666666
216,0.6666666666666667
217,0.4666666666666666
218,0.26666666666666666
219,0.26666666666666666
220,0.4666666666666666
221,0.26666666666666666
222,0.41666666666666663
223,0.6666666666666667
224,0.4
225,0.06666666666666667
226,0.64
227,0.26666666666666666
228,0.26666666666666666
229,0.26666666666666666
230,0.4666666666666667
231,0.26666666666666666
232,0.4666666666666667
233,0.26666666666666666
234,0.26666666666666666
235,0.4
236,0.4444444444444445
237,0.4444444444444445
238,0.6444444444444445
239,0.4666666666666666
240,0.6666666666666667
241,0.6666666666666667
242,0.4666666666666666
243,0.8444444444444444
244,0.8166666666666668
245,0.8
246,0.8
247,0.75
248,0.8
249,0.8
250,0.8
251,0.7015873015873015
252,0.8
253,0.8
254,0.8
255,0.6444444444444445
256,0.6666666666666666
257,0.8444444444444444
258,1.0
259,1.0
260,0.8
261,0.6666666666666667
262,0.44000000000000006
263,0.41666666666666663
264,0.8444444444444444
265,0.44000000000000006
266,0.6444444444444445
267,0.8444444444444444
268,0.8444444444444444
269,0.8
270,0.8
271,0.8
272,0.5015873015873016
273,0.6444444444444445
274,0.4666666666666667
275,0.4666666666666667
276,0.6666666666666667
277,0.8166666666666668
278,0.6666666666666666
279,0.6666666666666667
280,0.06666666666666667
281,0.26666666666666666
282,0.6666666666666667
283,0.6666666666666667
284,0.7833333333333334
285,0.26666666666666666
286,0.26666666666666666
287,0.6
288,0.21666666666666665
289,0.6666666666666667
290,0.7833333333333334
291,0.3238095238095238
292,0.26666666666666666
