,0
0,0.02759430508713463
1,0.11648872932172798
2,0.0945702783816201
3,0.2125959447239068
4,0.021752812474660328
5,0.12494213665929513
6,0.18511609284356526
7,0.2574302393663661
8,0.4272831101476377
9,0.05359864239809754
10,0.1743832304526725
11,0.2499780904037957
12,0.0896990956473735
13,0.051129334713943084
14,0.12300247528544779
15,0.03600438140449919
16,0.016043062512245194
17,0.33791872149760965
18,0.05761690174867612
19,0.09063797727579292
20,0.07021433611310737
21,0.0599348178186811
22,0.1436060285018452
23,0.08298767826861869
24,0.05185385955773847
25,0.03414543692153181
26,0.21152724630790865
27,0.09473331255556519
28,0.1589692390222771
29,0.03791426818882019
30,0.03853753290745284
31,0.010604111335631434
32,0.007929527735564301
33,0.05124609883914343
34,0.011260651033932575
35,0.010504359060111932
36,0.005322624918227884
37,0.00555711502951063
38,0.019095517468481784
39,0.01279428072416954
40,0.013538534084429921
41,0.03274543794370182
42,0.011434142767707215
43,0.005446553513402095
44,0.006939530848645128
45,0.0031174951177663753
46,0.008005386155084702
47,0.014643115595072089
48,0.01619984091186377
49,0.005141194056344038
50,0.002311598704896257
51,0.008423498373669116
52,0.03067130961511206
53,0.012825534815019928
54,0.006954949572390968
55,0.016897323862902904
56,0.026110486411144707
57,0.05665430360134731
58,0.02766892158329708
59,0.04030953159491826
60,0.17440102103100402
61,0.059560655038159695
62,0.028633176760509835
63,0.03378973341263539
64,0.036064194432797445
65,0.14148167178075002
66,0.023531225305337272
67,0.043736153674141326
68,0.04074858229511839
69,0.061325313625264395
70,0.02585254048786043
71,0.04101796394313992
72,0.06034171787564813
73,0.07151465029942602
74,0.029326458191503837
75,0.02426993902531862
76,0.01799889404192383
77,0.02374305048041152
78,0.05015090316292719
79,0.04836766240158184
80,0.06863556137800733
81,0.16074648681901607
82,0.033462920729082836
83,0.06637870289477822
84,0.06370786076602634
85,0.08178034202730441
86,0.32326253429372975
87,0.10047541225329598
88,0.11317367569014126
89,0.1666570476604917
90,0.06196153250091431
91,0.09359580693375859
92,0.1666327966464559
93,0.06969501286422779
94,0.06530282719822197
95,0.055453278895764034
96,0.13397140967642762
97,0.06192959904383496
98,0.12084845355790737
99,0.09506529089395505
100,0.12843318258601813
101,0.0923045066506153
102,0.15866917014652387
103,0.09482859718739466
104,0.13894901731461445
105,0.1712162925296776
106,0.2546989618659455
107,0.11393517668897721
108,0.09582340451820548
109,0.18595366087883033
110,0.4433364392160075
111,0.11445022589314142
112,0.06484729012196101
113,0.05400609420446216
114,0.032449139251870915
115,0.12190307731317288
116,0.037856493635130814
117,0.15591080749759945
118,0.15733828117863297
119,0.30581528229136445
120,0.05357826956605454
121,0.08780533480004471
122,0.059837210621827557
123,0.05897929836865004
124,0.0965041324818385
125,0.1669700472066495
126,0.17387496690203522
127,0.3029390297984343
128,0.8300172718658698
129,0.2566958225934084
130,0.36280206046886576
131,0.1498853442559173
132,0.45368197156623447
133,0.14581539480043224
134,0.5752089633820402
135,0.5239064036781144
136,0.23712968581525734
137,0.5780050247472684
138,0.29834757984331306
139,0.41425755644309936
140,0.19021686573018587
141,0.49233065876726617
142,0.2218616499127508
143,0.1023834647008315
144,0.40392311325971253
145,0.17894240958680993
146,0.13946089004188175
147,0.20652162405747576
148,0.2984883153596147
149,0.9614953031274429
150,0.17613554206095786
151,0.8360133264203881
152,0.02550214738401073
153,0.0899231439930211
154,0.18705317133597052
155,0.833052620353117
156,0.5208627474697746
157,0.18541998271482207
158,0.24898132576484816
159,0.3951634460861891
160,0.1757007825135235
161,0.5215354343460383
162,0.21266513916755653
163,0.07629018498420917
164,0.3117745229828632
165,0.34813357741933415
166,0.6416622871952592
167,0.7502180852972266
168,0.37307512316207997
169,0.14622551005384815
170,0.17102373072740407
171,0.5544947796798306
172,0.4531823663016248
173,0.39473726600973824
174,0.41706121653492434
175,0.4019577747668419
176,0.15621078522424936
177,0.18631648952462565
178,0.5862092816981485
179,0.6193139220902882
180,0.397310132072074
181,0.19017652028597012
182,0.13200821424172232
183,0.2882031793163057
184,0.23159864153152887
185,0.5
186,0.34374954094560695
187,0.4124653076807812
188,0.15747042254615837
189,0.08942452740422943
190,0.2438947879195953
191,0.3549209065508449
192,0.3702751245172437
193,0.3401692677364473
194,0.15711580946423773
195,0.21168465293153585
196,0.19527850908003028
197,0.08795202445876983
198,0.034339004861023266
199,0.10802965656523092
200,0.16819753266782284
201,0.14054866710377675
202,0.045260314444131165
203,0.10175470858779528
204,0.046836174885284215
205,0.033940609661779225
206,0.09618991977907487
207,0.110892020730995
208,0.09390314590043078
209,0.19999613462716992
210,0.22165740715522642
211,0.44516835586470377
212,0.5602547840464216
213,0.27497142866389807
214,0.016793530581556217
215,0.17457164267161782
216,0.06762253673803782
217,0.012814267179286113
218,0.8491364904908846
219,0.17721180049490107
220,0.012898784668906845
221,0.02970684315164636
