date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x
2017-08-02,30.39633027522935,28.52201834862384,29.861467889908255,82.27522935779817,24.8,26.8,25.1,61.0,37.2,30.7,35.6,99.0
2017-08-03,27.64862385321101,27.510091743119258,27.47706422018347,86.77064220183486,24.8,26.7,25.3,62.0,34.8,29.1,33.3,99.0
2017-08-04,29.365137614678915,27.107339449541286,29.062385321100912,73.12844036697248,23.4,25.2,23.5,43.0,39.1,29.8,37.9,98.0
2017-08-05,30.788073394495395,27.732110091743102,30.53302752293578,69.74311926605505,24.1,26.4,24.5,49.0,39.2,29.7,38.4,98.0
2017-08-06,29.790825688073394,28.135779816513757,29.68623853211008,81.09174311926606,25.4,27.1,25.7,54.0,38.2,29.6,37.8,98.0
2017-08-07,31.27339449541284,28.893577981651397,31.422018348623855,76.38532110091744,25.1,27.3,25.5,44.0,40.5,30.9,40.8,99.0
2017-08-08,28.00825688073394,28.28532110091742,28.014678899082565,91.13761467889908,26.5,27.9,26.7,78.0,32.7,28.8,32.2,98.0
2017-08-09,29.21743119266055,27.950458715596294,29.294495412844036,79.29357798165138,24.8,27.2,25.3,53.0,36.1,28.7,35.7,99.0
2017-08-10,30.649541284403654,27.598165137614664,30.692660550458697,64.77981651376147,24.5,26.1,24.7,43.0,39.2,29.6,39.2,84.0
2017-08-11,31.193577981651377,28.21467889908257,30.95229357798165,69.62385321100918,24.2,26.6,24.6,40.0,41.2,30.4,41.3,90.0
2017-08-12,29.94954128440366,28.705504587155964,29.734862385321104,83.25688073394495,25.8,27.7,26.2,60.0,38.5,30.1,36.4,97.0
2017-08-13,28.91100917431192,27.975229357798153,28.801834862385324,83.44036697247707,24.5,27.1,24.9,58.0,35.5,29.4,34.8,99.0
2017-08-14,29.180733944954113,27.690825688073396,29.015596330275223,74.1743119266055,22.6,26.2,23.1,49.0,39.4,29.4,37.1,96.0
2017-08-15,28.41009174311926,27.5623853211009,28.447706422018346,77.5137614678899,23.2,26.4,23.9,54.0,35.7,28.6,35.3,98.0
2017-08-16,27.200917431192654,27.266972477064215,27.239449541284408,84.19266055045871,23.6,26.5,24.1,64.0,33.1,28.1,32.3,96.0
2017-08-17,27.52201834862386,26.83853211009174,27.266972477064208,83.98165137614679,23.5,26.0,23.8,64.0,35.8,28.2,32.5,99.0
2017-08-18,29.454128440366965,27.594495412844044,29.43669724770642,77.8440366972477,24.5,26.5,24.9,53.0,40.2,29.3,36.5,98.0
2017-08-19,28.472477064220175,27.782568807339423,28.4954128440367,83.35779816513761,24.7,27.0,25.4,60.0,35.0,28.7,35.0,97.0
2017-08-20,30.10275229357799,28.092660550458735,30.287155963302734,76.26605504587155,23.7,26.7,24.3,46.0,38.8,29.9,37.6,99.0
2017-08-21,29.151376146788998,28.085321100917426,29.329357798165134,78.4862385321101,23.2,26.7,23.9,59.0,36.2,29.6,35.5,95.0
2017-08-22,29.875229357798165,28.26605504587156,29.933027522935795,77.36697247706422,24.3,27.1,24.9,53.0,41.0,29.9,37.3,96.0
2017-08-23,29.593577981651375,28.393577981651347,29.710091743119275,80.35779816513761,24.9,27.3,25.4,51.0,40.5,29.7,38.9,97.0
2017-08-24,29.333944954128444,27.950458715596326,29.414678899082574,76.04587155963303,23.8,26.9,24.5,53.0,36.0,29.2,36.3,95.0
2017-08-25,31.634862385321107,28.684403669724784,31.31284403669726,72.5045871559633,25.9,27.4,26.3,48.0,39.7,30.5,37.9,91.0
2017-08-26,31.2045871559633,28.823853211009176,30.899999999999995,74.24770642201835,25.0,27.7,25.6,51.0,38.4,30.3,37.3,93.0
2017-08-27,29.57798165137614,28.408256880733937,29.819266055045865,70.03669724770643,24.1,27.5,24.8,37.0,37.8,29.5,36.7,96.0
2017-08-28,28.41834862385322,27.083486238532124,28.21100917431194,66.90825688073394,21.5,25.6,22.1,45.0,38.8,28.9,34.9,86.0
2017-08-29,28.218348623853217,27.09266055045871,28.215596330275226,74.46788990825688,22.4,25.8,23.1,45.0,39.7,28.7,37.5,95.0
2017-08-30,29.876146788990823,28.052293577981654,29.861467889908255,77.8440366972477,24.5,26.8,24.9,48.0,37.6,29.9,36.2,97.0
2017-08-31,31.022935779816525,28.667889908256885,31.02660550458715,73.11009174311927,24.4,27.2,25.0,44.0,38.2,30.5,37.6,97.0
2017-09-01,28.726605504587177,27.711009174311926,28.584403669724768,68.81651376146789,23.5,26.6,24.0,46.0,37.3,28.9,35.6,85.0
2017-09-02,27.45963302752294,26.19633027522934,27.526605504587156,56.99082568807339,19.6,24.6,20.6,35.0,38.1,27.7,35.4,83.0
2017-09-03,26.994495412844046,25.82844036697248,26.741284403669724,67.81651376146789,20.9,24.7,21.5,42.0,35.2,27.3,33.4,98.0
2017-09-04,25.424770642201835,24.749541284403676,25.380733944954127,59.91743119266055,18.1,23.4,19.0,37.0,34.8,26.5,33.0,93.0
2017-09-05,24.949541284403683,24.645871559633033,24.89174311926605,72.6788990825688,19.4,23.6,20.2,54.0,31.2,26.0,30.1,93.0
2017-09-06,26.078899082568824,25.088073394495403,25.600000000000005,76.77064220183486,20.0,23.7,20.5,52.0,36.2,26.7,33.8,98.0
2017-09-07,25.331192660550464,25.331192660550453,25.065137614678886,87.54128440366972,22.0,24.7,22.5,65.0,31.6,26.3,30.5,99.0
2017-09-08,27.497247706422016,25.99816513761469,27.177981651376147,83.3211009174312,22.1,24.8,22.7,60.0,35.9,27.5,34.3,99.0
2017-09-09,28.048623853211026,26.329357798165155,28.09266055045871,71.43119266055047,23.2,25.3,23.5,35.0,35.6,27.5,35.2,99.0
2017-09-10,27.66238532110092,26.166972477064213,27.407339449541297,73.70642201834862,21.4,24.8,22.0,43.0,37.1,27.9,35.2,98.0
2017-09-11,27.048623853211012,25.983486238532105,26.933027522935777,77.85321100917432,21.6,24.7,22.2,47.0,35.1,27.9,36.1,99.0
2017-09-12,26.39633027522935,25.74036697247706,26.14495412844036,79.62385321100918,21.8,24.8,22.3,56.0,34.3,26.8,32.9,95.0
2017-09-13,25.55871559633026,25.789908256880747,25.55779816513762,93.89908256880734,23.6,25.4,23.9,78.0,29.5,26.4,28.6,99.0
2017-09-14,27.032110091743125,25.523853211009172,26.753211009174308,72.55045871559633,21.0,24.3,21.7,50.0,34.9,27.1,33.6,94.0
2017-09-15,25.918348623853213,24.616513761467896,25.67247706422017,62.36697247706422,20.6,23.5,21.2,43.0,34.1,26.0,32.2,98.0
2017-09-16,23.280733944954132,23.29174311926605,23.10091743119267,65.30275229357798,17.4,22.1,18.3,45.0,31.7,24.5,29.9,89.0
2017-09-17,20.22018348623854,22.579816513761447,20.13302752293578,91.44036697247707,19.0,22.1,18.7,76.0,21.4,23.1,21.6,99.0
2017-09-18,23.318348623853208,22.632110091743115,22.992660550458726,90.70642201834862,18.4,21.6,18.9,69.0,32.2,24.6,31.0,99.0
2017-09-19,27.01467889908258,24.74587155963301,26.597247706422014,76.23853211009174,21.6,23.7,21.8,45.0,34.3,26.2,33.0,99.0
2017-09-20,24.87431192660551,23.725688073394483,24.598165137614682,72.77981651376147,16.5,22.0,17.3,45.0,35.2,25.7,33.2,99.0
2017-09-21,23.67798165137615,23.763302752293576,23.501834862385323,84.1743119266055,19.4,22.9,20.0,55.0,31.5,24.8,29.9,99.0
2017-09-22,24.874311926605515,23.42201834862384,24.707339449541287,59.73394495412844,18.6,22.1,19.1,35.0,33.2,25.2,32.7,96.0
2017-09-23,21.435779816513765,22.583486238532107,21.165137614678898,86.45871559633028,16.7,21.5,17.4,68.0,26.5,23.4,24.8,99.0
2017-09-24,24.12935779816515,23.114678899082598,23.872477064220178,82.80733944954129,19.2,22.2,19.6,59.0,32.0,24.4,30.3,99.0
2017-09-25,24.37247706422019,23.57706422018348,23.789908256880736,82.61467889908256,18.7,22.6,19.2,57.0,32.4,24.8,29.8,99.0
