Date/Time,T20,ST,T60,H
2018-05-29 00:00:00,20.5,22.6,20.4,95.7
2018-05-29 00:10:00,20.4,22.6,20.3,95.7
2018-05-29 00:20:00,20.2,22.6,20.0,94.2
2018-05-29 00:30:00,20.2,22.5,20.0,93.7
2018-05-29 00:40:00,20.1,22.5,20.2,95.4
2018-05-29 00:50:00,20.3,22.5,20.1,95.9
2018-05-29 01:00:00,20.2,22.4,20.1,96.6
2018-05-29 01:10:00,20.1,22.4,20.0,96.0
2018-05-29 01:20:00,20.0,22.4,19.8,95.3
2018-05-29 01:30:00,19.8,22.3,19.8,95.2
2018-05-29 01:40:00,19.7,22.3,19.7,95.0
2018-05-29 01:50:00,19.8,22.3,19.8,95.3
2018-05-29 02:00:00,19.8,22.3,19.8,96.2
2018-05-29 02:10:00,19.8,22.2,19.8,96.5
2018-05-29 02:20:00,19.8,22.2,19.7,96.0
2018-05-29 02:30:00,19.9,22.2,19.7,96.0
2018-05-29 02:40:00,19.9,22.1,19.9,96.5
2018-05-29 02:50:00,19.8,22.1,19.7,95.9
2018-05-29 03:00:00,19.7,22.1,19.6,96.0
2018-05-29 03:10:00,19.8,22.1,19.7,96.0
2018-05-29 03:20:00,19.8,22.1,19.6,95.9
2018-05-29 03:30:00,19.7,22.0,19.7,96.8
2018-05-29 03:40:00,19.7,22.0,19.6,96.6
2018-05-29 03:50:00,19.7,22.0,19.7,96.9
2018-05-29 04:00:00,19.5,22.0,19.6,97.0
2018-05-29 04:10:00,19.6,21.9,19.5,96.9
2018-05-29 04:20:00,19.5,21.9,19.3,96.7
2018-05-29 04:30:00,19.5,21.9,19.4,96.8
2018-05-29 04:40:00,19.4,21.9,19.5,96.9
2018-05-29 04:50:00,19.4,21.8,19.2,96.6
2018-05-29 05:00:00,19.4,21.8,19.3,96.3
2018-05-29 05:10:00,19.5,21.8,19.5,96.6
2018-05-29 05:20:00,19.7,21.8,19.5,96.5
2018-05-29 05:30:00,20.0,21.8,19.6,94.5
2018-05-29 05:40:00,20.2,21.8,19.8,92.2
2018-05-29 05:50:00,20.3,21.8,20.0,90.1
2018-05-29 06:00:00,20.5,21.8,20.1,89.4
2018-05-29 06:10:00,20.8,21.8,20.4,89.2
2018-05-29 06:20:00,21.2,21.8,20.8,87.7
2018-05-29 06:30:00,21.8,21.9,21.2,85.9
2018-05-29 06:40:00,22.6,21.9,21.8,84.5
2018-05-29 06:50:00,23.7,22.0,22.7,81.6
2018-05-29 07:00:00,24.5,22.1,23.4,78.8
2018-05-29 07:10:00,24.7,22.3,23.9,79.9
2018-05-29 07:20:00,24.6,22.4,23.8,83.4
2018-05-29 07:30:00,24.8,22.5,23.8,79.4
2018-05-29 07:40:00,25.3,22.5,24.2,80.2
2018-05-29 07:50:00,26.1,22.6,25.0,82.4
2018-05-29 08:00:00,25.4,22.8,25.1,79.0
2018-05-29 08:10:00,25.8,22.9,25.2,80.4
2018-05-29 08:20:00,26.4,23.0,25.8,76.8
2018-05-29 08:30:00,27.3,23.1,26.2,71.3
2018-05-29 08:40:00,27.8,23.2,26.8,73.7
2018-05-29 08:50:00,28.6,23.4,27.5,72.7
2018-05-29 09:00:00,28.8,23.5,27.9,71.9
2018-05-29 09:10:00,28.0,23.5,25.6,85.2
2018-05-29 09:20:00,26.4,23.4,24.5,93.9
2018-05-29 09:30:00,25.9,23.4,24.5,95.0
2018-05-29 09:40:00,26.8,23.5,25.0,94.0
2018-05-29 09:50:00,26.6,23.5,25.8,88.3
2018-05-29 10:00:00,27.6,23.6,26.7,80.4
2018-05-29 10:10:00,28.4,23.7,27.9,74.2
2018-05-29 10:20:00,28.6,23.9,28.1,73.8
2018-05-29 10:30:00,28.0,24.0,27.8,70.6
2018-05-29 10:40:00,27.4,24.0,27.3,70.1
2018-05-29 10:50:00,26.9,24.0,26.8,67.9
2018-05-29 11:00:00,27.3,24.1,27.2,67.4
2018-05-29 11:10:00,27.3,24.1,27.0,69.8
2018-05-29 11:20:00,27.5,24.1,27.5,65.7
2018-05-29 11:30:00,27.3,24.2,27.2,69.6
2018-05-29 11:40:00,27.2,24.2,27.2,67.4
2018-05-29 11:50:00,27.4,24.3,27.4,70.5
2018-05-29 12:00:00,27.3,24.3,27.5,67.9
2018-05-29 12:10:00,27.0,24.3,27.0,69.2
2018-05-29 12:20:00,27.6,24.3,27.5,68.1
2018-05-29 12:30:00,26.9,24.4,27.1,67.6
2018-05-29 12:40:00,26.5,24.4,26.5,70.9
2018-05-29 12:50:00,26.7,24.4,26.6,70.4
2018-05-29 13:00:00,27.1,24.4,26.6,74.3
2018-05-29 13:10:00,26.3,24.4,26.0,74.5
2018-05-29 13:20:00,26.7,24.3,26.5,71.6
2018-05-29 13:30:00,27.5,24.4,27.3,72.2
2018-05-29 13:40:00,25.6,24.5,25.7,96.0
2018-05-29 13:50:00,31.0,24.6,26.9,99.9
2018-05-29 14:00:00,31.3,24.8,27.8,100.0
2018-05-29 14:10:00,29.0,24.4,25.6,100.0
2018-05-29 14:20:00,28.8,24.5,26.4,100.0
2018-05-29 14:30:00,27.7,24.5,25.4,100.0
2018-05-29 14:40:00,27.0,24.6,24.8,100.0
2018-05-29 14:50:00,26.2,24.6,24.1,100.0
2018-05-29 15:00:00,26.2,24.6,24.5,100.0
2018-05-29 15:10:00,26.6,24.6,25.2,100.0
2018-05-29 15:20:00,27.5,24.6,26.0,100.0
2018-05-29 15:30:00,26.6,24.6,25.5,97.5
2018-05-29 15:40:00,27.6,24.6,26.8,91.3
2018-05-29 15:50:00,28.5,24.6,27.7,86.3
2018-05-29 16:00:00,29.0,24.6,28.9,71.4
2018-05-29 16:10:00,27.6,24.7,27.7,68.0
2018-05-29 16:20:00,27.5,24.7,27.3,71.4
2018-05-29 16:30:00,28.9,24.8,28.2,71.4
2018-05-29 16:40:00,27.7,24.8,27.5,68.5
2018-05-29 16:50:00,26.8,24.8,26.5,73.9
2018-05-29 17:00:00,26.4,24.8,26.2,74.3
2018-05-30 00:00:00,20.4,23.1,20.4,95.4
2018-05-30 00:10:00,20.4,23.1,20.3,95.0
2018-05-30 00:20:00,20.3,23.1,20.3,95.3
2018-05-30 00:30:00,20.4,23.0,20.3,95.8
2018-05-30 00:40:00,20.4,23.0,20.2,95.2
2018-05-30 00:50:00,20.3,23.0,20.2,96.0
2018-05-30 01:00:00,20.2,22.9,20.2,95.2
2018-05-30 01:10:00,20.1,22.9,20.1,95.4
2018-05-30 01:20:00,20.0,22.8,20.0,95.8
2018-05-30 01:30:00,19.9,22.8,19.9,96.8
2018-05-30 01:40:00,19.9,22.8,19.9,97.1
2018-05-30 01:50:00,20.0,22.8,20.0,97.2
2018-05-30 02:00:00,20.1,22.7,20.0,97.5
2018-05-30 02:10:00,20.1,22.7,20.0,97.6
2018-05-30 02:20:00,20.1,22.7,20.0,97.6
2018-05-30 02:30:00,20.1,22.7,20.0,97.5
2018-05-30 02:40:00,20.1,22.6,20.1,97.7
2018-05-30 02:50:00,20.1,22.6,20.0,97.9
2018-05-30 03:00:00,20.1,22.6,20.0,97.8
2018-05-30 03:10:00,20.0,22.6,20.0,97.6
2018-05-30 03:20:00,20.0,22.6,19.9,97.7
2018-05-30 03:30:00,20.1,22.6,20.0,97.5
2018-05-30 03:40:00,20.1,22.5,20.1,97.7
2018-05-30 03:50:00,20.1,22.5,20.1,97.8
2018-05-30 04:00:00,20.1,22.5,20.0,97.8
2018-05-30 04:10:00,20.0,22.5,20.0,97.6
2018-05-30 04:20:00,20.0,22.4,19.9,97.3
2018-05-30 04:30:00,20.0,22.4,20.0,97.5
2018-05-30 04:40:00,20.0,22.4,19.9,97.9
2018-05-30 04:50:00,20.1,22.4,20.1,97.9
2018-05-30 05:00:00,20.2,22.4,20.1,97.7
2018-05-30 05:10:00,20.4,22.4,20.4,97.7
2018-05-30 05:20:00,20.7,22.4,20.6,97.1
2018-05-30 05:30:00,21.0,22.4,20.8,95.4
2018-05-30 05:40:00,21.2,22.4,21.1,94.4
2018-05-30 05:50:00,21.2,22.4,21.2,93.6
2018-05-30 06:00:00,21.4,22.4,21.3,93.7
2018-05-30 06:10:00,21.5,22.4,21.4,93.0
2018-05-30 06:20:00,21.7,22.4,21.6,91.4
2018-05-30 06:30:00,21.9,22.4,21.7,89.9
2018-05-30 06:40:00,21.8,22.4,21.6,88.8
2018-05-30 06:50:00,22.0,22.5,21.7,88.2
2018-05-30 07:00:00,22.3,22.5,21.9,87.9
2018-05-30 07:10:00,22.6,22.5,22.3,87.8
2018-05-30 07:20:00,23.2,22.5,22.8,86.5
2018-05-30 07:30:00,23.4,22.6,23.0,85.3
