date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x
2017-02-01,19.133944954128438,15.751376146789003,16.385321100917434,88.09174311926606,12.1,12.3,10.4,61.0,31.3,21.5,26.7,100.0
2017-02-02,17.866055045871562,15.072477064220182,15.81743119266055,91.65137614678899,12.2,12.1,10.8,65.0,28.7,19.1,23.5,100.0
2017-02-03,18.582568807339452,15.398165137614685,16.099082568807336,87.85321100917432,12.0,12.6,10.9,60.0,30.1,19.3,24.9,100.0
2017-02-04,19.32568807339449,16.0834862385321,17.206422018348633,86.72477064220183,12.2,14.2,11.6,52.0,30.4,19.3,27.9,100.0
2017-02-05,19.67339449541285,15.911009174311925,17.468807339449537,84.73394495412845,11.9,12.5,11.0,53.0,31.2,18.8,26.6,100.0
2017-02-06,13.467889908256874,15.01926605504586,12.841284403669725,99.97247706422019,12.2,14.9,11.6,98.0,15.0,15.4,13.9,100.0
2017-02-07,17.5954128440367,15.626605504587161,16.325688073394495,91.91743119266054,12.5,14.6,12.0,60.0,27.3,17.7,25.0,100.0
2017-02-08,18.189908256880738,15.269724770642199,16.08073394495413,89.34862385321101,12.0,12.4,11.2,59.0,29.5,17.3,24.5,100.0
2017-02-09,18.75229357798165,15.689908256880726,16.55045871559633,87.94495412844037,11.9,14.3,11.1,63.0,29.8,18.0,25.4,100.0
2017-02-10,15.09082568807339,15.251376146788983,14.337614678899083,98.96330275229357,12.3,14.1,12.1,93.0,20.2,16.1,18.3,100.0
2017-02-11,18.206422018348622,15.933944954128444,16.352293577981644,87.1559633027523,12.3,14.0,11.6,57.0,31.0,19.2,24.9,100.0
2017-02-12,17.442201834862384,15.409174311926604,15.691743119266052,90.29357798165138,12.1,12.1,11.5,60.0,29.9,18.4,24.2,100.0
2017-02-13,18.851376146788994,16.083486238532103,16.856880733944948,85.64220183486239,12.0,13.9,11.4,56.0,31.7,19.6,25.3,100.0
2017-02-14,19.466055045871553,16.32293577981652,17.206422018348626,82.70642201834862,12.0,14.0,11.4,42.0,32.1,19.6,26.5,100.0
2017-02-15,19.222935779816517,17.475229357798167,17.382568807339453,81.4862385321101,11.9,13.0,11.1,50.0,30.9,23.0,26.1,100.0
2017-02-16,19.689908256880727,17.22844036697248,17.764220183486234,76.96330275229357,12.0,12.9,11.2,42.0,31.4,23.2,28.1,100.0
2017-02-17,19.849541284403664,16.6091743119266,18.047706422018347,80.18348623853211,12.1,13.1,11.2,47.0,29.6,22.8,27.0,100.0
2017-02-18,14.831192660550455,15.584403669724761,14.515596330275228,97.76146788990826,12.3,14.9,12.4,90.0,21.3,16.6,19.5,100.0
2017-02-19,19.82752293577982,16.89449541284404,18.33669724770642,84.75229357798165,12.5,14.7,12.5,39.0,29.7,19.8,26.4,100.0
2017-02-20,19.824770642201827,17.04311926605505,18.022018348623856,79.93577981651376,12.1,14.9,12.0,40.0,31.1,20.2,25.9,100.0
2017-02-21,17.623853211009173,16.71834862385321,16.70733944954128,94.28440366972477,12.5,15.2,12.8,76.0,26.8,18.8,23.4,100.0
2017-02-22,19.055963302752293,17.25779816513761,17.423853211009174,79.45871559633028,12.2,14.8,12.1,37.0,29.9,21.8,26.3,100.0
2017-02-23,18.95688073394496,15.66146788990826,16.984403669724774,85.90825688073394,11.9,13.2,11.4,47.0,28.2,19.0,24.5,100.0
2017-02-24,16.792660550458724,16.317431192660546,16.216513761467887,98.46788990825688,13.1,15.5,13.5,92.0,23.3,17.8,20.7,100.0
2017-02-25,19.977981651376137,16.934862385321097,18.20733944954129,79.0091743119266,12.4,14.8,12.2,36.0,30.7,19.8,25.6,100.0
2017-02-26,20.249541284403662,16.404587155963302,18.15229357798165,82.78899082568807,12.0,13.6,11.9,46.0,32.0,19.4,26.0,100.0
2017-02-27,19.703669724770645,17.085321100917426,18.245871559633024,81.58715596330275,12.1,14.7,11.5,42.0,30.6,20.3,26.0,100.0
2017-02-28,21.195412844036706,17.825688073394495,19.599082568807333,80.12844036697248,12.2,15.2,12.3,42.0,35.4,21.3,32.2,100.0
2017-03-01,20.18073394495413,18.03302752293577,19.204587155963303,81.8440366972477,12.5,15.8,12.9,45.0,31.7,21.3,28.4,100.0
2017-03-02,19.17889908256881,17.74128440366973,18.307339449541292,87.09174311926606,12.2,15.5,12.4,57.0,30.7,21.0,27.0,100.0
2017-03-03,15.20550458715596,16.266972477064215,14.941284403669727,97.1743119266055,12.7,15.8,13.0,89.0,25.5,17.7,20.9,100.0
2017-03-04,20.297247706422016,17.285321100917432,18.878899082568804,75.20183486238533,12.5,15.1,12.7,27.0,31.4,20.2,26.9,100.0
2017-03-05,20.250458715596324,17.503669724770646,18.840366972477057,75.91743119266054,12.1,15.1,12.2,39.0,31.3,20.7,27.5,100.0
2017-03-06,19.74403669724771,17.777064220183487,18.601834862385317,85.07339449541284,12.2,15.5,12.1,47.0,30.9,20.9,28.1,100.0
2017-03-07,15.481651376146784,16.720183486238533,15.21467889908256,96.77981651376147,12.8,16.0,13.1,87.0,21.6,17.3,19.3,100.0
2017-03-08,18.857798165137606,16.94954128440367,17.592660550458714,82.22018348623853,12.5,15.2,12.5,44.0,30.5,19.8,25.1,100.0
2017-03-09,18.652293577981652,16.835779816513753,17.31192660550458,81.55045871559633,12.0,15.0,11.8,31.0,29.7,19.6,26.2,100.0
2017-03-10,20.564220183486235,17.444036697247707,19.063302752293588,77.1743119266055,12.0,14.9,11.8,43.0,33.3,21.1,29.2,100.0
