date,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max
2020-01-30,18.288,19.396,16.988000000000003,84.16399999999997,14.7,16.7,13.1,52.2,28.4,23.3,27.5,90.9
2020-01-31,19.15694444444445,17.8125,17.72638888888889,71.75555555555557,14.6,15.6,12.8,33.8,30.4,21.1,29.3,89.7
2020-02-01,19.21805555555556,17.052777777777777,17.862499999999997,72.48472222222223,14.6,13.3,12.8,32.7,30.3,20.6,29.2,90.4
2020-02-02,19.70694444444443,17.42361111111111,18.28055555555555,70.35416666666663,14.6,14.7,12.7,30.3,31.2,21.3,30.7,89.4
2020-02-03,18.618055555555557,17.066666666666656,17.05277777777778,78.45138888888887,14.6,14.9,12.8,56.7,26.8,20.5,25.4,90.8
2020-02-04,18.834722222222226,17.011111111111116,18.134722222222226,72.35138888888889,13.6,11.6,12.8,30.4,30.9,20.9,30.1,89.7
2020-02-05,17.615277777777766,16.833333333333336,17.351388888888888,72.74444444444445,13.0,14.5,12.6,35.9,27.5,20.1,27.7,88.9
2020-02-06,17.209722222222222,16.427777777777784,16.856944444444448,70.20555555555555,12.7,12.5,12.6,31.6,27.2,19.7,26.7,87.8
2020-02-07,17.436111111111114,16.72083333333334,17.291666666666657,77.52916666666668,11.6,14.4,12.5,40.6,28.2,20.4,28.5,99.8
2020-02-08,17.906944444444445,16.683333333333326,17.804166666666674,72.15277777777777,12.9,12.2,12.9,34.0,29.1,20.2,30.4,91.0
2020-02-09,17.543055555555554,16.73611111111111,17.375000000000004,71.3875,13.0,14.6,12.4,37.1,28.2,20.2,28.8,89.7
2020-02-10,18.001388888888883,16.254166666666674,17.64583333333334,73.04444444444444,12.6,10.8,12.5,40.7,32.4,19.7,30.8,90.3
2020-02-11,18.277777777777768,16.865277777777777,17.92222222222222,69.80833333333332,13.1,14.5,12.5,28.3,31.5,20.3,31.0,88.5
2020-02-12,19.516666666666676,17.47916666666667,18.741666666666667,74.0138888888889,13.2,14.7,12.7,34.1,32.2,21.0,30.7,91.9
2020-02-13,20.348611111111115,18.65555555555556,19.287499999999998,83.83194444444445,15.7,16.5,14.7,48.0,31.6,22.0,29.7,96.3
2020-02-14,17.652777777777775,17.459722222222222,16.391666666666666,87.93750000000001,14.3,16.1,13.2,68.9,27.8,19.6,26.4,95.5
