< Measurement Data Text Output >,,,,,,,,,
,,,,,,,,,
Date/Time,@date(),ch.1,ch.2,ch.3,ch.4,ch.5,ch.6,ch.7,ch.8
,,°C,°C,,,,,,
01/31/2020 02:00'00,43861.08333,14.6,16.2,,,,,,
01/31/2020 02:20'00,43861.09722,14.2,16.1,,,,,,
01/31/2020 02:40'00,43861.11111,13.5,16.1,,,,,,
01/31/2020 03:00'00,43861.125,15.2,16.1,,,,,,
01/31/2020 03:20'00,43861.13889,13.9,16,,,,,,
01/31/2020 03:40'00,43861.15278,13.6,16,,,,,,
01/31/2020 04:00'00,43861.16667,15,16,,,,,,
01/31/2020 04:20'00,43861.18056,14.8,15.9,,,,,,
01/31/2020 04:40'00,43861.19444,13.2,15.8,,,,,,
01/31/2020 05:00'00,43861.20833,14.2,15.8,,,,,,
01/31/2020 05:20'00,43861.22222,15.4,15.9,,,,,,
01/31/2020 05:40'00,43861.23611,14.3,15.7,,,,,,
01/31/2020 06:00'00,43861.25,13.1,15.6,,,,,,
01/31/2020 06:20'00,43861.26389,14.1,15.7,,,,,,
01/31/2020 06:40'00,43861.27778,15.5,15.7,,,,,,
01/31/2020 07:00'00,43861.29167,14.4,15.6,,,,,,
01/31/2020 07:20'00,43861.30556,13.5,15.6,,,,,,
01/31/2020 07:40'00,43861.31944,15.4,15.8,,,,,,
01/31/2020 08:00'00,43861.33333,14.2,15.9,,,,,,
01/31/2020 08:20'00,43861.34722,14.9,16,,,,,,
01/31/2020 08:40'00,43861.36111,16,16.2,,,,,,
01/31/2020 09:00'00,43861.375,23.5,16.4,,,,,,
01/31/2020 09:20'00,43861.38889,21.8,18,,,,,,
01/31/2020 09:40'00,43861.40278,25.7,18.8,,,,,,
01/31/2020 10:00'00,43861.41667,29.3,18.1,,,,,,
01/31/2020 10:20'00,43861.43056,27.2,18.6,,,,,,
01/31/2020 10:40'00,43861.44444,22.8,18.7,,,,,,
01/31/2020 11:00'00,43861.45833,20.4,18.7,,,,,,
01/31/2020 11:20'00,43861.47222,20.6,18.6,,,,,,
01/31/2020 11:40'00,43861.48611,25.1,18.9,,,,,,
01/31/2020 12:00'00,43861.5,22,19.3,,,,,,
01/31/2020 12:20'00,43861.51389,21.9,19.5,,,,,,
01/31/2020 12:40'00,43861.52778,23,19.7,,,,,,
01/31/2020 13:00'00,43861.54167,23.7,19.9,,,,,,
01/31/2020 13:20'00,43861.55556,20.7,20,,,,,,
01/31/2020 13:40'00,43861.56944,25,20.4,,,,,,
01/31/2020 14:00'00,43861.58333,27.8,20.7,,,,,,
01/31/2020 14:20'00,43861.59722,25.9,21,,,,,,
01/31/2020 14:40'00,43861.61111,26.1,21,,,,,,
01/31/2020 15:00'00,43861.625,23.3,20.9,,,,,,
01/31/2020 15:20'00,43861.63889,22.9,20.9,,,,,,
01/31/2020 15:40'00,43861.65278,28.7,20.9,,,,,,
01/31/2020 16:00'00,43861.66667,26.4,21,,,,,,
01/31/2020 16:20'00,43861.68056,24.4,21.1,,,,,,
01/31/2020 16:40'00,43861.69444,22.5,21,,,,,,
01/31/2020 17:00'00,43861.70833,20.8,20.8,,,,,,
01/31/2020 17:20'00,43861.72222,18.3,20.5,,,,,,
01/31/2020 17:40'00,43861.73611,16.9,20.1,,,,,,
01/31/2020 18:00'00,43861.75,16,19.7,,,,,,
01/31/2020 18:20'00,43861.76389,15.2,19.3,,,,,,
01/31/2020 18:40'00,43861.77778,14.7,19,,,,,,
01/31/2020 19:00'00,43861.79167,14.2,18.6,,,,,,
01/31/2020 19:20'00,43861.80556,13.9,18.4,,,,,,
01/31/2020 19:40'00,43861.81944,13.5,18.1,,,,,,
01/31/2020 20:00'00,43861.83333,13.3,17.8,,,,,,
01/31/2020 20:20'00,43861.84722,13,17.6,,,,,,
01/31/2020 20:40'00,43861.86111,14.4,17.4,,,,,,
01/31/2020 21:00'00,43861.875,13.2,17.3,,,,,,
01/31/2020 21:20'00,43861.88889,14.5,17.1,,,,,,
01/31/2020 21:40'00,43861.90278,12.8,16.9,,,,,,
01/31/2020 22:00'00,43861.91667,13.8,16.8,,,,,,
01/31/2020 22:20'00,43861.93056,15.4,16.7,,,,,,
01/31/2020 22:40'00,43861.94444,12.8,16.7,,,,,,
01/31/2020 23:00'00,43861.95833,13.7,16.5,,,,,,
01/31/2020 23:20'00,43861.97222,15.4,16.4,,,,,,
01/31/2020 23:40'00,43861.98611,13.2,16.3,,,,,,
02/01/2020 00:00'00,43862,13.3,16.2,,,,,,
02/01/2020 00:20'00,43862.01389,14.3,16.2,,,,,,
02/01/2020 00:40'00,43862.02778,15.6,16.1,,,,,,
02/01/2020 01:00'00,43862.04167,14,16,,,,,,
02/01/2020 01:20'00,43862.05556,12.8,15.9,,,,,,
02/01/2020 01:40'00,43862.06944,13.5,15.9,,,,,,
02/01/2020 02:00'00,43862.08333,14.5,15.8,,,,,,
02/01/2020 02:20'00,43862.09722,15.2,15.8,,,,,,
02/01/2020 02:40'00,43862.11111,15.2,15.7,,,,,,
02/01/2020 03:00'00,43862.125,14.2,15.6,,,,,,
02/01/2020 03:20'00,43862.13889,12.9,15.6,,,,,,
02/01/2020 03:40'00,43862.15278,13.1,15.5,,,,,,
02/01/2020 04:00'00,43862.16667,13.8,15.5,,,,,,
02/01/2020 04:20'00,43862.18056,14.7,15.4,,,,,,
02/01/2020 04:40'00,43862.19444,15.3,15.4,,,,,,
02/01/2020 05:00'00,43862.20833,15.3,15.3,,,,,,
02/01/2020 05:20'00,43862.22222,14.6,15.3,,,,,,
02/01/2020 05:40'00,43862.23611,13.4,15.2,,,,,,
02/01/2020 06:00'00,43862.25,12.8,15.2,,,,,,
02/01/2020 06:20'00,43862.26389,13.4,15.1,,,,,,
02/01/2020 06:40'00,43862.27778,14.1,15.1,,,,,,
02/01/2020 07:00'00,43862.29167,14.7,15.1,,,,,,
02/01/2020 07:20'00,43862.30556,15,15.1,,,,,,
02/01/2020 07:40'00,43862.31944,14.3,15.1,,,,,,
02/01/2020 08:00'00,43862.33333,14.3,15.2,,,,,,
02/01/2020 08:20'00,43862.34722,14.5,15.2,,,,,,
02/01/2020 08:40'00,43862.36111,15.5,15.3,,,,,,
02/01/2020 09:00'00,43862.375,23.9,15.4,,,,,,
02/01/2020 09:20'00,43862.38889,22.3,16.1,,,,,,
02/01/2020 09:40'00,43862.40278,24.7,13.3,,,,,,
02/01/2020 10:00'00,43862.41667,27.4,14.9,,,,,,
02/01/2020 10:20'00,43862.43056,24.5,15.8,,,,,,
02/01/2020 10:40'00,43862.44444,26.2,16.5,,,,,,
02/01/2020 11:00'00,43862.45833,25.7,17,,,,,,
02/01/2020 11:20'00,43862.47222,21.4,17.2,,,,,,
02/01/2020 11:40'00,43862.48611,24.5,17.6,,,,,,
02/01/2020 12:00'00,43862.5,22.2,18.1,,,,,,
02/01/2020 12:20'00,43862.51389,23.1,18.4,,,,,,
02/01/2020 12:40'00,43862.52778,22.6,18.7,,,,,,
02/01/2020 13:00'00,43862.54167,24.2,18.8,,,,,,
02/01/2020 13:20'00,43862.55556,22.2,19,,,,,,
02/01/2020 13:40'00,43862.56944,24.3,19.5,,,,,,
02/01/2020 14:00'00,43862.58333,29.2,19.8,,,,,,
02/01/2020 14:20'00,43862.59722,28,20.3,,,,,,
02/01/2020 14:40'00,43862.61111,25.2,20.3,,,,,,
02/01/2020 15:00'00,43862.625,24,20.1,,,,,,
02/01/2020 15:20'00,43862.63889,24.1,20.2,,,,,,
02/01/2020 15:40'00,43862.65278,28,20.4,,,,,,
02/01/2020 16:00'00,43862.66667,26.3,20.5,,,,,,
02/01/2020 16:20'00,43862.68056,24.9,20.6,,,,,,
02/01/2020 16:40'00,43862.69444,22.7,20.5,,,,,,
02/01/2020 17:00'00,43862.70833,21.8,20.3,,,,,,
02/01/2020 17:20'00,43862.72222,18.5,20.1,,,,,,
02/01/2020 17:40'00,43862.73611,16.5,19.7,,,,,,
02/01/2020 18:00'00,43862.75,15.3,19.3,,,,,,
02/01/2020 18:20'00,43862.76389,15.2,18.9,,,,,,
02/01/2020 18:40'00,43862.77778,14.8,18.5,,,,,,
02/01/2020 19:00'00,43862.79167,14.5,18.3,,,,,,
02/01/2020 19:20'00,43862.80556,14.1,18,,,,,,
02/01/2020 19:40'00,43862.81944,13.8,17.8,,,,,,
02/01/2020 20:00'00,43862.83333,13.5,17.5,,,,,,
02/01/2020 20:20'00,43862.84722,13.2,17.3,,,,,,
02/01/2020 20:40'00,43862.86111,13.6,17.1,,,,,,
02/01/2020 21:00'00,43862.875,13.6,16.9,,,,,,
02/01/2020 21:20'00,43862.88889,13.6,16.7,,,,,,
02/01/2020 21:40'00,43862.90278,13.3,16.6,,,,,,
02/01/2020 22:00'00,43862.91667,15.1,16.5,,,,,,
02/01/2020 22:20'00,43862.93056,13.4,16.3,,,,,,
02/01/2020 22:40'00,43862.94444,12.9,16.2,,,,,,
02/01/2020 23:00'00,43862.95833,14,16.1,,,,,,
02/01/2020 23:20'00,43862.97222,15.1,16,,,,,,
02/01/2020 23:40'00,43862.98611,14.4,15.9,,,,,,
02/02/2020 00:00'00,43863,13.2,15.8,,,,,,
02/02/2020 00:20'00,43863.01389,12.9,15.7,,,,,,
02/02/2020 00:40'00,43863.02778,13.6,15.7,,,,,,
02/02/2020 01:00'00,43863.04167,14.6,15.6,,,,,,
02/02/2020 01:20'00,43863.05556,15.2,15.5,,,,,,
02/02/2020 01:40'00,43863.06944,13.7,15.5,,,,,,
02/02/2020 02:00'00,43863.08333,12.8,15.4,,,,,,
02/02/2020 02:20'00,43863.09722,13.3,15.3,,,,,,
02/02/2020 02:40'00,43863.11111,14.2,15.3,,,,,,
02/02/2020 03:00'00,43863.125,14.8,15.3,,,,,,
02/02/2020 03:20'00,43863.13889,15.2,15.2,,,,,,
02/02/2020 03:40'00,43863.15278,14.4,15.1,,,,,,
02/02/2020 04:00'00,43863.16667,12.9,15.1,,,,,,
02/02/2020 04:20'00,43863.18056,13,15.1,,,,,,
02/02/2020 04:40'00,43863.19444,13.5,15,,,,,,
02/02/2020 05:00'00,43863.20833,14.4,15,,,,,,
02/02/2020 05:20'00,43863.22222,15.2,14.9,,,,,,
02/02/2020 05:40'00,43863.23611,15.1,14.9,,,,,,
02/02/2020 06:00'00,43863.25,14.3,14.9,,,,,,
02/02/2020 06:20'00,43863.26389,13.3,14.8,,,,,,
02/02/2020 06:40'00,43863.27778,12.7,14.8,,,,,,
02/02/2020 07:00'00,43863.29167,13.2,14.7,,,,,,
02/02/2020 07:20'00,43863.30556,14,14.7,,,,,,
02/02/2020 07:40'00,43863.31944,15.5,14.7,,,,,,
02/02/2020 08:00'00,43863.33333,13.7,14.8,,,,,,
02/02/2020 08:20'00,43863.34722,15.5,14.9,,,,,,
02/02/2020 08:40'00,43863.36111,16.2,15,,,,,,
02/02/2020 09:00'00,43863.375,22.9,15.3,,,,,,
02/02/2020 09:20'00,43863.38889,21.6,15.9,,,,,,
02/02/2020 09:40'00,43863.40278,25.9,16.6,,,,,,
02/02/2020 10:00'00,43863.41667,29.2,17.3,,,,,,
02/02/2020 10:20'00,43863.43056,27.6,18,,,,,,
02/02/2020 10:40'00,43863.44444,23.1,18.1,,,,,,
02/02/2020 11:00'00,43863.45833,25.8,18.4,,,,,,
02/02/2020 11:20'00,43863.47222,24.8,18.7,,,,,,
02/02/2020 11:40'00,43863.48611,25.5,18.9,,,,,,
02/02/2020 12:00'00,43863.5,24,19.3,,,,,,
02/02/2020 12:20'00,43863.51389,23.1,19.5,,,,,,
02/02/2020 12:40'00,43863.52778,24.1,19.6,,,,,,
02/02/2020 13:00'00,43863.54167,26.1,19.8,,,,,,
02/02/2020 13:20'00,43863.55556,23.4,19.8,,,,,,
02/02/2020 13:40'00,43863.56944,24.4,20.2,,,,,,
02/02/2020 14:00'00,43863.58333,30.7,20.6,,,,,,
02/02/2020 14:20'00,43863.59722,28.3,21,,,,,,
02/02/2020 14:40'00,43863.61111,28.3,21.1,,,,,,
02/02/2020 15:00'00,43863.625,25.1,21,,,,,,
02/02/2020 15:20'00,43863.63889,24.5,21,,,,,,
02/02/2020 15:40'00,43863.65278,30.5,21.2,,,,,,
02/02/2020 16:00'00,43863.66667,27,21.3,,,,,,
02/02/2020 16:20'00,43863.68056,25.2,21.3,,,,,,
02/02/2020 16:40'00,43863.69444,23.3,21.2,,,,,,
02/02/2020 17:00'00,43863.70833,22.3,21,,,,,,
02/02/2020 17:20'00,43863.72222,19.6,20.7,,,,,,
02/02/2020 17:40'00,43863.73611,18.1,20.4,,,,,,
02/02/2020 18:00'00,43863.75,17,20,,,,,,
02/02/2020 18:20'00,43863.76389,16.4,19.6,,,,,,
02/02/2020 18:40'00,43863.77778,15.8,19.2,,,,,,
02/02/2020 19:00'00,43863.79167,15.3,18.9,,,,,,
02/02/2020 19:20'00,43863.80556,14.8,18.7,,,,,,
02/02/2020 19:40'00,43863.81944,14.4,18.4,,,,,,
02/02/2020 20:00'00,43863.83333,14,18.1,,,,,,
02/02/2020 20:20'00,43863.84722,13.6,17.8,,,,,,
02/02/2020 20:40'00,43863.86111,13.1,17.5,,,,,,
02/02/2020 21:00'00,43863.875,15.1,17.3,,,,,,
02/02/2020 21:20'00,43863.88889,13.2,17.2,,,,,,
02/02/2020 21:40'00,43863.90278,14.4,17,,,,,,
02/02/2020 22:00'00,43863.91667,14.7,16.8,,,,,,
02/02/2020 22:20'00,43863.93056,12.9,16.7,,,,,,
02/02/2020 22:40'00,43863.94444,13.5,16.5,,,,,,
02/02/2020 23:00'00,43863.95833,14.6,16.4,,,,,,
02/02/2020 23:20'00,43863.97222,15.2,16.3,,,,,,
02/02/2020 23:40'00,43863.98611,13.4,16.2,,,,,,
02/03/2020 00:00'00,43864,13,16.1,,,,,,
02/03/2020 00:20'00,43864.01389,13.7,16,,,,,,
02/03/2020 00:40'00,43864.02778,14.5,16,,,,,,
02/03/2020 01:00'00,43864.04167,15.2,15.9,,,,,,
02/03/2020 01:20'00,43864.05556,14.9,15.8,,,,,,
02/03/2020 01:40'00,43864.06944,13.3,15.7,,,,,,
02/03/2020 02:00'00,43864.08333,12.8,15.6,,,,,,
02/03/2020 02:20'00,43864.09722,13.2,15.5,,,,,,
02/03/2020 02:40'00,43864.11111,13.5,15.5,,,,,,
02/03/2020 03:00'00,43864.125,14.2,15.4,,,,,,
02/03/2020 03:20'00,43864.13889,15,15.4,,,,,,
02/03/2020 03:40'00,43864.15278,15.2,15.3,,,,,,
02/03/2020 04:00'00,43864.16667,15,15.2,,,,,,
02/03/2020 04:20'00,43864.18056,14.3,15.2,,,,,,
02/03/2020 04:40'00,43864.19444,13,15.1,,,,,,
02/03/2020 05:00'00,43864.20833,12.8,15.1,,,,,,
02/03/2020 05:20'00,43864.22222,13.1,15,,,,,,
02/03/2020 05:40'00,43864.23611,13.7,15,,,,,,
02/03/2020 06:00'00,43864.25,14.6,15,,,,,,
02/03/2020 06:20'00,43864.26389,14.9,14.9,,,,,,
02/03/2020 06:40'00,43864.27778,15,14.9,,,,,,
02/03/2020 07:00'00,43864.29167,14.5,14.9,,,,,,
02/03/2020 07:20'00,43864.30556,13.5,14.9,,,,,,
02/03/2020 07:40'00,43864.31944,13.5,14.9,,,,,,
02/03/2020 08:00'00,43864.33333,15.1,14.9,,,,,,
02/03/2020 08:20'00,43864.34722,14.5,15,,,,,,
02/03/2020 08:40'00,43864.36111,14.7,15.2,,,,,,
02/03/2020 09:00'00,43864.375,17.2,15.3,,,,,,
02/03/2020 09:20'00,43864.38889,18.8,15.6,,,,,,
02/03/2020 09:40'00,43864.40278,17.5,16,,,,,,
02/03/2020 10:00'00,43864.41667,17.9,16.2,,,,,,
02/03/2020 10:20'00,43864.43056,17.4,16.3,,,,,,
02/03/2020 10:40'00,43864.44444,19.2,16.5,,,,,,
02/03/2020 11:00'00,43864.45833,19.8,16.8,,,,,,
02/03/2020 11:20'00,43864.47222,22.5,17.1,,,,,,
02/03/2020 11:40'00,43864.48611,24.1,17.5,,,,,,
02/03/2020 12:00'00,43864.5,24,18,,,,,,
02/03/2020 12:20'00,43864.51389,24.5,18.5,,,,,,
02/03/2020 12:40'00,43864.52778,25.1,18.8,,,,,,
02/03/2020 13:00'00,43864.54167,25.1,19.2,,,,,,
02/03/2020 13:20'00,43864.55556,23.8,19.4,,,,,,
02/03/2020 13:40'00,43864.56944,23.8,19.8,,,,,,
02/03/2020 14:00'00,43864.58333,24.4,20,,,,,,
02/03/2020 14:20'00,43864.59722,24.5,20.1,,,,,,
02/03/2020 14:40'00,43864.61111,25.4,20.3,,,,,,
02/03/2020 15:00'00,43864.625,25.4,20.3,,,,,,
02/03/2020 15:20'00,43864.63889,25.4,20.4,,,,,,
02/03/2020 15:40'00,43864.65278,24.6,20.5,,,,,,
02/03/2020 16:00'00,43864.66667,22.1,20.4,,,,,,
02/03/2020 16:20'00,43864.68056,20.4,20.3,,,,,,
02/03/2020 16:40'00,43864.69444,19.2,20.1,,,,,,
02/03/2020 17:00'00,43864.70833,18.7,19.8,,,,,,
02/03/2020 17:20'00,43864.72222,18.1,19.5,,,,,,
02/03/2020 17:40'00,43864.73611,17.3,19.3,,,,,,
02/03/2020 18:00'00,43864.75,16.7,19.1,,,,,,
02/03/2020 18:20'00,43864.76389,16.1,18.8,,,,,,
02/03/2020 18:40'00,43864.77778,15.7,18.5,,,,,,
02/03/2020 19:00'00,43864.79167,15.4,18.3,,,,,,
02/03/2020 19:20'00,43864.80556,15,18.1,,,,,,
02/03/2020 19:40'00,43864.81944,14.8,17.9,,,,,,
02/03/2020 20:00'00,43864.83333,14.6,17.8,,,,,,
02/03/2020 20:20'00,43864.84722,14.5,17.5,,,,,,
02/03/2020 20:40'00,43864.86111,14.1,17.3,,,,,,
02/03/2020 21:00'00,43864.875,13.9,17.2,,,,,,
02/03/2020 21:20'00,43864.88889,13.7,17,,,,,,
02/03/2020 21:40'00,43864.90278,13.5,16.9,,,,,,
02/03/2020 22:00'00,43864.91667,13.4,16.8,,,,,,
02/03/2020 22:20'00,43864.93056,13.2,16.6,,,,,,
02/03/2020 22:40'00,43864.94444,14.5,16.6,,,,,,
02/03/2020 23:00'00,43864.95833,13.3,16.4,,,,,,
02/03/2020 23:20'00,43864.97222,14.8,16.3,,,,,,
02/03/2020 23:40'00,43864.98611,13.7,16.3,,,,,,
02/04/2020 00:00'00,43865,14.2,16.2,,,,,,
02/04/2020 00:20'00,43865.01389,13.4,16,,,,,,
02/04/2020 00:40'00,43865.02778,14.9,16,,,,,,
02/04/2020 01:00'00,43865.04167,13.3,15.9,,,,,,
02/04/2020 01:20'00,43865.05556,13.5,15.8,,,,,,
02/04/2020 01:40'00,43865.06944,15.1,15.8,,,,,,
02/04/2020 02:00'00,43865.08333,13.5,15.7,,,,,,
02/04/2020 02:20'00,43865.09722,13.3,15.7,,,,,,
02/04/2020 02:40'00,43865.11111,14.4,15.6,,,,,,
02/04/2020 03:00'00,43865.125,15.2,15.6,,,,,,
02/04/2020 03:20'00,43865.13889,13.1,15.5,,,,,,
02/04/2020 03:40'00,43865.15278,13.3,15.5,,,,,,
02/04/2020 04:00'00,43865.16667,14.3,15.4,,,,,,
02/04/2020 04:20'00,43865.18056,15.2,15.4,,,,,,
02/04/2020 04:40'00,43865.19444,14.3,15.3,,,,,,
02/04/2020 05:00'00,43865.20833,12.9,15.3,,,,,,
02/04/2020 05:20'00,43865.22222,13.1,15.2,,,,,,
02/04/2020 05:40'00,43865.23611,13.9,15.2,,,,,,
02/04/2020 06:00'00,43865.25,15,15.1,,,,,,
02/04/2020 06:20'00,43865.26389,14.8,15.1,,,,,,
02/04/2020 06:40'00,43865.27778,14.2,15,,,,,,
02/04/2020 07:00'00,43865.29167,12.8,15,,,,,,
02/04/2020 07:20'00,43865.30556,13.2,15,,,,,,
02/04/2020 07:40'00,43865.31944,14.9,15,,,,,,
02/04/2020 08:00'00,43865.33333,14,15.1,,,,,,
02/04/2020 08:20'00,43865.34722,15.5,15.1,,,,,,
02/04/2020 08:40'00,43865.36111,17.3,11.6,,,,,,
02/04/2020 09:00'00,43865.375,20.2,13,,,,,,
02/04/2020 09:20'00,43865.38889,22.1,13.8,,,,,,
02/04/2020 09:40'00,43865.40278,26.8,14.7,,,,,,
02/04/2020 10:00'00,43865.41667,29.3,15.6,,,,,,
02/04/2020 10:20'00,43865.43056,25.7,16.5,,,,,,
02/04/2020 10:40'00,43865.44444,22.7,16.8,,,,,,
02/04/2020 11:00'00,43865.45833,22.1,17,,,,,,
02/04/2020 11:20'00,43865.47222,21.9,17.1,,,,,,
02/04/2020 11:40'00,43865.48611,25.5,17.6,,,,,,
02/04/2020 12:00'00,43865.5,24,18,,,,,,
02/04/2020 12:20'00,43865.51389,21.9,18.2,,,,,,
02/04/2020 12:40'00,43865.52778,24.1,18.5,,,,,,
02/04/2020 13:00'00,43865.54167,26.8,18.8,,,,,,
02/04/2020 13:20'00,43865.55556,23.8,19,,,,,,
02/04/2020 13:40'00,43865.56944,25.7,19.6,,,,,,
02/04/2020 14:00'00,43865.58333,29,20,,,,,,
02/04/2020 14:20'00,43865.59722,27.6,20.4,,,,,,
02/04/2020 14:40'00,43865.61111,27.6,20.6,,,,,,
02/04/2020 15:00'00,43865.625,26.7,20.5,,,,,,
02/04/2020 15:20'00,43865.63889,24.6,20.5,,,,,,
02/04/2020 15:40'00,43865.65278,30.1,20.7,,,,,,
02/04/2020 16:00'00,43865.66667,27.1,20.9,,,,,,
02/04/2020 16:20'00,43865.68056,24.6,20.8,,,,,,
02/04/2020 16:40'00,43865.69444,23.6,20.7,,,,,,
02/04/2020 17:00'00,43865.70833,23.2,20.6,,,,,,
02/04/2020 17:20'00,43865.72222,20.4,20.3,,,,,,
02/04/2020 17:40'00,43865.73611,18.4,20,,,,,,
02/04/2020 18:00'00,43865.75,17.1,19.6,,,,,,
02/04/2020 18:20'00,43865.76389,16.1,19.2,,,,,,
02/04/2020 18:40'00,43865.77778,15.3,18.8,,,,,,
02/04/2020 19:00'00,43865.79167,14.7,18.5,,,,,,
02/04/2020 19:20'00,43865.80556,14.2,18.2,,,,,,
02/04/2020 19:40'00,43865.81944,13.6,17.9,,,,,,
02/04/2020 20:00'00,43865.83333,13,17.6,,,,,,
02/04/2020 20:20'00,43865.84722,14.8,17.3,,,,,,
02/04/2020 20:40'00,43865.86111,12.9,17.2,,,,,,
02/04/2020 21:00'00,43865.875,13.9,16.9,,,,,,
02/04/2020 21:20'00,43865.88889,15.2,16.7,,,,,,
02/04/2020 21:40'00,43865.90278,13,16.6,,,,,,
02/04/2020 22:00'00,43865.91667,12.8,16.5,,,,,,
02/04/2020 22:20'00,43865.93056,13.4,16.3,,,,,,
02/04/2020 22:40'00,43865.94444,14.3,16.2,,,,,,
02/04/2020 23:00'00,43865.95833,15,16.1,,,,,,
02/04/2020 23:20'00,43865.97222,14.7,16,,,,,,
02/04/2020 23:40'00,43865.98611,13.6,15.9,,,,,,
02/05/2020 00:00'00,43866,12.9,15.9,,,,,,
02/05/2020 00:20'00,43866.01389,12.8,15.7,,,,,,
02/05/2020 00:40'00,43866.02778,13.2,15.6,,,,,,
02/05/2020 01:00'00,43866.04167,13.7,15.5,,,,,,
02/05/2020 01:20'00,43866.05556,14.3,15.5,,,,,,
02/05/2020 01:40'00,43866.06944,14.8,15.4,,,,,,
02/05/2020 02:00'00,43866.08333,15.1,15.3,,,,,,
02/05/2020 02:20'00,43866.09722,14.8,15.2,,,,,,
02/05/2020 02:40'00,43866.11111,14.1,15.2,,,,,,
02/05/2020 03:00'00,43866.125,13.6,15.1,,,,,,
02/05/2020 03:20'00,43866.13889,13.2,15,,,,,,
02/05/2020 03:40'00,43866.15278,12.8,15,,,,,,
02/05/2020 04:00'00,43866.16667,12.6,14.9,,,,,,
02/05/2020 04:20'00,43866.18056,12.7,14.9,,,,,,
02/05/2020 04:40'00,43866.19444,13.4,14.8,,,,,,
02/05/2020 05:00'00,43866.20833,14,14.8,,,,,,
02/05/2020 05:20'00,43866.22222,14.4,14.7,,,,,,
02/05/2020 05:40'00,43866.23611,14.8,14.7,,,,,,
02/05/2020 06:00'00,43866.25,15,14.6,,,,,,
02/05/2020 06:20'00,43866.26389,14.8,14.6,,,,,,
02/05/2020 06:40'00,43866.27778,14.2,14.5,,,,,,
02/05/2020 07:00'00,43866.29167,13.6,14.5,,,,,,
02/05/2020 07:20'00,43866.30556,13,14.5,,,,,,
02/05/2020 07:40'00,43866.31944,12.9,14.5,,,,,,
02/05/2020 08:00'00,43866.33333,14.4,14.5,,,,,,
02/05/2020 08:20'00,43866.34722,14.6,14.7,,,,,,
02/05/2020 08:40'00,43866.36111,17.5,14.9,,,,,,
02/05/2020 09:00'00,43866.375,19.4,15.3,,,,,,
02/05/2020 09:20'00,43866.38889,20.7,15.7,,,,,,
02/05/2020 09:40'00,43866.40278,23.4,16.1,,,,,,
02/05/2020 10:00'00,43866.41667,25.8,16.7,,,,,,
02/05/2020 10:20'00,43866.43056,25.8,17.3,,,,,,
02/05/2020 10:40'00,43866.44444,22.1,17.4,,,,,,
02/05/2020 11:00'00,43866.45833,23.2,17.7,,,,,,
02/05/2020 11:20'00,43866.47222,23.5,17.9,,,,,,
02/05/2020 11:40'00,43866.48611,25.8,18.1,,,,,,
02/05/2020 12:00'00,43866.5,23.2,18.5,,,,,,
02/05/2020 12:20'00,43866.51389,24.8,18.7,,,,,,
02/05/2020 12:40'00,43866.52778,22.6,18.9,,,,,,
02/05/2020 13:00'00,43866.54167,23.4,19.1,,,,,,
02/05/2020 13:20'00,43866.55556,22.1,19.2,,,,,,
02/05/2020 13:40'00,43866.56944,24.3,19.4,,,,,,
02/05/2020 14:00'00,43866.58333,23,19.6,,,,,,
02/05/2020 14:20'00,43866.59722,22.3,19.5,,,,,,
02/05/2020 14:40'00,43866.61111,25.3,19.6,,,,,,
02/05/2020 15:00'00,43866.625,23.9,19.7,,,,,,
02/05/2020 15:20'00,43866.63889,23,19.8,,,,,,
02/05/2020 15:40'00,43866.65278,27.7,19.9,,,,,,
02/05/2020 16:00'00,43866.66667,24.5,20.1,,,,,,
02/05/2020 16:20'00,43866.68056,24,20.1,,,,,,
02/05/2020 16:40'00,43866.69444,21.3,20,,,,,,
02/05/2020 17:00'00,43866.70833,21.2,19.9,,,,,,
02/05/2020 17:20'00,43866.72222,18.1,19.6,,,,,,
02/05/2020 17:40'00,43866.73611,16.4,19.2,,,,,,
02/05/2020 18:00'00,43866.75,15.4,18.8,,,,,,
02/05/2020 18:20'00,43866.76389,14.7,18.5,,,,,,
02/05/2020 18:40'00,43866.77778,14,18.2,,,,,,
02/05/2020 19:00'00,43866.79167,13.6,17.8,,,,,,
02/05/2020 19:20'00,43866.80556,13.3,17.6,,,,,,
02/05/2020 19:40'00,43866.81944,12.9,17.3,,,,,,
02/05/2020 20:00'00,43866.83333,14.1,17.1,,,,,,
02/05/2020 20:20'00,43866.84722,12.9,16.9,,,,,,
02/05/2020 20:40'00,43866.86111,13.8,16.7,,,,,,
02/05/2020 21:00'00,43866.875,14.5,16.6,,,,,,
02/05/2020 21:20'00,43866.88889,12.9,16.5,,,,,,
02/05/2020 21:40'00,43866.90278,14.2,16.4,,,,,,
02/05/2020 22:00'00,43866.91667,15.2,16.3,,,,,,
02/05/2020 22:20'00,43866.93056,13,16.1,,,,,,
02/05/2020 22:40'00,43866.94444,12.9,16,,,,,,
02/05/2020 23:00'00,43866.95833,14,16,,,,,,
02/05/2020 23:20'00,43866.97222,15.1,15.9,,,,,,
02/05/2020 23:40'00,43866.98611,14.8,15.8,,,,,,
02/06/2020 00:00'00,43867,13,15.7,,,,,,
02/06/2020 00:20'00,43867.01389,13,15.6,,,,,,
02/06/2020 00:40'00,43867.02778,13.6,15.6,,,,,,
