"Date/Time","Date/Time","No.1","No.2"
"Date/Time","Date/Time","TR-72wf Ch.1","TR-72wf Ch.2"
"","","ÅãC","%"
"2020-01-30 15:40:00","43860.6527777778","28.2","52.2"
"2020-01-30 16:00:00","43860.6666666667","28.4","53.0"
"2020-01-30 16:20:00","43860.6805555556","25.1","69.3"
"2020-01-30 16:40:00","43860.6944444444","24.0","71.7"
"2020-01-30 17:00:00","43860.7083333333","21.7","75.3"
"2020-01-30 17:20:00","43860.7222222222","20.4","85.7"
"2020-01-30 17:40:00","43860.7361111111","19.4","87.2"
"2020-01-30 18:00:00","43860.7500000000","18.6","87.9"
"2020-01-30 18:20:00","43860.7638888889","18.0","89.0"
"2020-01-30 18:40:00","43860.7777777778","17.6","89.4"
"2020-01-30 19:00:00","43860.7916666667","17.2","89.6"
"2020-01-30 19:20:00","43860.8055555556","16.8","90.0"
"2020-01-30 19:40:00","43860.8194444444","16.5","90.3"
"2020-01-30 20:00:00","43860.8333333333","16.1","90.6"
"2020-01-30 20:20:00","43860.8472222222","15.8","90.5"
"2020-01-30 20:40:00","43860.8611111111","15.7","90.5"
"2020-01-30 21:00:00","43860.8750000000","15.5","90.5"
"2020-01-30 21:20:00","43860.8888888889","15.3","90.6"
"2020-01-30 21:40:00","43860.9027777778","15.1","90.6"
"2020-01-30 22:00:00","43860.9166666667","14.9","90.6"
"2020-01-30 22:20:00","43860.9305555556","14.7","90.9"
"2020-01-30 22:40:00","43860.9444444444","16.2","85.8"
"2020-01-30 23:00:00","43860.9583333333","15.1","88.1"
"2020-01-30 23:20:00","43860.9722222222","15.4","90.6"
"2020-01-30 23:40:00","43860.9861111111","15.5","84.2"
"2020-01-31 00:00:00","43861.0000000000","14.9","88.6"
"2020-01-31 00:20:00","43861.0138888889","15.7","82.9"
"2020-01-31 00:40:00","43861.0277777778","16.0","89.4"
"2020-01-31 01:00:00","43861.0416666667","15.4","83.0"
"2020-01-31 01:20:00","43861.0555555556","17.4","87.5"
"2020-01-31 01:40:00","43861.0694444444","14.9","84.3"
"2020-01-31 02:00:00","43861.0833333333","16.1","79.3"
"2020-01-31 02:20:00","43861.0972222222","16.2","88.1"
"2020-01-31 02:40:00","43861.1111111111","15.2","82.4"
"2020-01-31 03:00:00","43861.1250000000","16.7","81.3"
"2020-01-31 03:20:00","43861.1388888889","15.9","87.4"
"2020-01-31 03:40:00","43861.1527777778","15.3","81.5"
"2020-01-31 04:00:00","43861.1666666667","16.7","79.0"
"2020-01-31 04:20:00","43861.1805555556","16.7","86.3"
"2020-01-31 04:40:00","43861.1944444444","15.0","82.6"
"2020-01-31 05:00:00","43861.2083333333","15.7","79.1"
"2020-01-31 05:20:00","43861.2222222222","17.1","81.7"
"2020-01-31 05:40:00","43861.2361111111","16.3","86.0"
"2020-01-31 06:00:00","43861.2500000000","14.9","82.0"
"2020-01-31 06:20:00","43861.2638888889","15.7","79.1"
"2020-01-31 06:40:00","43861.2777777778","17.0","81.7"
"2020-01-31 07:00:00","43861.2916666667","16.3","85.8"
"2020-01-31 07:20:00","43861.3055555556","15.3","81.8"
"2020-01-31 07:40:00","43861.3194444444","17.0","80.9"
"2020-01-31 08:00:00","43861.3333333333","16.0","85.0"
"2020-01-31 08:20:00","43861.3472222222","16.6","87.0"
"2020-01-31 08:40:00","43861.3611111111","17.6","85.5"
"2020-01-31 09:00:00","43861.3750000000","25.8","52.1"
"2020-01-31 09:20:00","43861.3888888889","29.1","44.4"
"2020-01-31 09:40:00","43861.4027777778","25.3","59.8"
"2020-01-31 10:00:00","43861.4166666667","30.4","47.3"
"2020-01-31 10:20:00","43861.4305555556","27.1","45.6"
"2020-01-31 10:40:00","43861.4444444444","22.5","47.2"
"2020-01-31 11:00:00","43861.4583333333","22.1","45.8"
"2020-01-31 11:20:00","43861.4722222222","22.3","44.0"
"2020-01-31 11:40:00","43861.4861111111","26.1","45.9"
"2020-01-31 12:00:00","43861.5000000000","23.2","41.7"
"2020-01-31 12:20:00","43861.5138888889","24.2","38.2"
"2020-01-31 12:40:00","43861.5277777778","24.2","40.0"
"2020-01-31 13:00:00","43861.5416666667","24.2","39.6"
"2020-01-31 13:20:00","43861.5555555556","21.8","34.4"
"2020-01-31 13:40:00","43861.5694444444","26.8","33.8"
"2020-01-31 14:00:00","43861.5833333333","26.5","42.4"
"2020-01-31 14:20:00","43861.5972222222","25.9","40.4"
"2020-01-31 14:40:00","43861.6111111111","23.8","44.0"
"2020-01-31 15:00:00","43861.6250000000","24.2","47.9"
"2020-01-31 15:20:00","43861.6388888889","24.4","49.1"
"2020-01-31 15:40:00","43861.6527777778","28.9","45.5"
"2020-01-31 16:00:00","43861.6666666667","26.1","60.4"
"2020-01-31 16:20:00","43861.6805555556","25.6","55.7"
"2020-01-31 16:40:00","43861.6944444444","24.2","65.8"
"2020-01-31 17:00:00","43861.7083333333","21.2","79.7"
"2020-01-31 17:20:00","43861.7222222222","19.2","85.3"
"2020-01-31 17:40:00","43861.7361111111","18.1","85.6"
