date,disease,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max,housa,days
2018-05-01,0,23.33263889,22.27013889,23.13263889,67.94027778,14.4,19.3,15.2,36.9,33.6,25.5,34.7,90.8,5.5191690451499245,22.0
2018-05-02,0,19.62222222,20.85555556,19.72013889,84.88541667,15.3,19.7,15.9,62.4,28.7,22.1,26.3,97.1,2.1868180345644634,23.0
2018-05-03,0,21.40694444,21.35972222,21.24305556,77.76944444,14.5,19.0,14.9,57.7,28.3,23.2,27.7,98.2,3.4776257188721105,24.0
2018-05-04,0,19.69444444,20.14722222,19.475,63.94930556,11.1,17.5,12.0,32.1,30.2,24.0,32.1,99.9,5.1503492768642944,25.0
2018-05-05,0,20.12152778,19.77708333,19.77638889,65.46736111,9.0,16.3,9.9,32.4,30.5,23.1,31.0,92.6,5.010781039801309,26.0
2018-05-06,0,21.86458333,21.08819444,21.47152778,69.36805556,11.8,17.7,12.5,32.9,35.5,24.7,34.6,89.4,4.848015907767457,27.0
2018-05-07,0,17.72986111,19.69027778,17.98194444,95.08958333,14.9,19.1,15.5,88.5,21.2,20.4,20.8,100.0,0.6491971532151726,28.0
2018-05-08,0,18.76736111,19.85625,18.82638889,89.93541667,15.1,18.7,15.8,77.4,24.4,20.9,22.9,98.6,1.3903940707599405,29.0
2018-05-09,0,19.59027778,19.67083333,19.18888889,78.45486111,13.8,18.2,14.4,45.6,32.4,22.1,28.7,96.5,3.032834632165849,30.0
2018-05-10,0,19.29305556,19.1125,18.69027778,60.44583333,10.9,16.6,11.6,34.0,30.5,22.1,30.1,84.7,5.42582821353674,31.0
2018-05-11,0,19.93333333,19.23263889,19.24513889,64.37986111,8.6,15.6,9.4,27.8,33.5,22.8,30.9,100.0,5.028737445570052,32.0
2018-05-12,0,21.35416667,20.25486111,20.63125,70.67847222,10.8,16.8,11.6,31.2,34.2,24.0,32.5,96.0,4.445673486283088,33.0
2018-05-13,0,18.49513889,19.75347222,18.74444444,90.56458333,16.1,19.3,16.7,81.6,20.6,20.2,20.5,96.2,1.2979450258535996,34.0
2018-05-14,0,24.61805556,21.81944444,23.77777778,70.28888889,17.0,19.2,17.4,39.5,34.3,24.7,35.3,97.6,5.28328863467931,35.0
2018-05-15,0,23.72916667,22.34791667,23.31805556,73.35972222,14.8,19.3,15.5,44.8,35.2,25.6,34.1,96.6,4.629172880646731,36.0
2018-05-16,0,23.49305556,22.26597222,22.72986111,81.45416667,16.0,20.1,16.6,58.6,31.7,24.1,28.6,100.0,3.1285487592693357,37.0
2018-05-17,0,24.5625,22.58625,24.34875,78.025,18.7,21.3,19.1,52.3,34.4,25.9,33.6,93.4,4.020828503133583,38.0
2018-05-29,0,23.13194444,22.48125,22.89791667,81.64583333,18.9,21.2,18.9,63.1,30.0,23.7,28.1,100.0,3.122577524637151,50.0
2018-05-30,0,21.63055556,22.16111111,21.74722222,88.16736111,18.8,21.1,18.9,71.8,27.1,23.7,27.5,98.5,1.8991639592997576,51.0
2018-05-31,0,19.4375,20.74166667,19.63888889,90.83333333,17.5,19.9,17.5,75.6,24.0,21.7,24.0,98.8,1.3207122127588378,52.0
2018-06-01,0,24.1375,22.74027778,24.98263889,65.82847222,16.1,19.0,16.2,34.8,36.0,27.6,38.4,95.8,6.452994898900442,53.0
2018-06-02,0,23.70625,23.23541667,24.40138889,73.17569444,16.2,20.0,16.3,41.2,32.8,27.8,36.0,100.0,4.921029492948394,54.0
2018-06-03,0,24.25,23.94791667,25.04375,70.07569444,16.9,20.4,17.0,38.7,32.5,28.9,36.1,98.2,5.668127148624332,55.0
2018-06-04,0,24.91875,24.21875,25.64444444,68.03055556,16.9,20.8,17.0,36.7,32.8,28.3,35.9,92.7,6.238525430103357,56.0
2018-06-05,0,24.08402778,23.64722222,24.39791667,75.1625,17.8,21.5,17.9,42.1,32.0,26.7,35.2,95.6,4.555752495428255,57.0
2018-06-06,0,20.95347222,22.03958333,21.05902778,92.77291667,17.6,20.9,17.9,81.7,25.4,23.0,26.0,100.0,1.1199959738055256,58.0
2018-06-07,0,23.49652778,23.26527778,24.01041667,84.78333333,19.3,21.6,19.5,49.5,31.8,26.1,35.0,100.0,2.737560408486212,59.0
2018-06-08,0,23.46666667,23.54513889,24.43541667,83.72986111,18.5,21.3,18.7,46.5,30.3,26.1,35.4,99.7,2.9898953266518618,60.0
2018-06-09,0,25.72986111,24.43125,25.74652778,80.94166667,19.6,22.1,19.7,40.7,35.2,27.5,37.4,100.0,3.737868542867087,61.0
2018-06-10,0,23.64722222,23.2,23.44583333,82.11944444,19.3,22.1,19.4,61.8,30.0,24.4,29.9,97.3,3.1270448861103506,62.0
2018-06-11,0,26.02847222,23.95555556,25.62777778,79.78194444,22.2,22.2,21.8,57.5,32.9,26.1,34.0,92.5,3.942104946458587,63.0
2018-06-12,0,26.05833333,24.28958333,26.17013889,68.72083333,20.3,21.8,20.1,46.4,33.5,27.4,36.0,93.7,6.264333048724882,64.0
2018-06-13,0,24.12083333,22.77638889,23.8875,67.47986111,18.6,20.9,18.7,45.4,32.5,25.3,32.3,89.1,5.814665939086171,65.0
2018-06-14,0,23.65069444,22.975,23.89305556,75.81111111,16.4,20.4,16.7,50.0,31.9,25.6,31.6,92.8,4.326225031679317,66.0
2018-06-15,0,22.08888889,22.83888889,22.13680556,89.975,19.7,22.1,19.8,74.0,26.4,23.7,26.1,99.9,1.6411675384811004,67.0
2018-06-16,0,21.85347222,21.99583333,21.93194444,79.23472222,17.4,20.5,17.4,52.7,32.4,24.3,31.1,98.4,3.3642897651511987,68.0
2018-06-17,0,23.75069444,22.95138889,23.96388889,76.76458333,16.0,20.0,16.5,45.9,34.0,26.1,35.9,99.5,4.170456115937864,69.0
2018-06-18,0,21.54097222,22.18680556,21.55416667,87.53333333,18.2,21.2,18.6,62.5,31.1,23.6,29.2,98.1,1.9813761579720968,70.0
2018-06-19,0,23.48958333,22.89375,23.62222222,84.47013889,18.5,21.0,18.8,53.8,33.2,25.5,34.0,98.8,2.7400966656164565,71.0
2018-06-20,0,21.59861111,22.32847222,21.6625,97.23263889,19.6,21.8,19.8,92.8,24.2,22.8,23.8,100.0,0.4422583336060285,72.0
2018-06-21,0,23.6625,22.96875,23.55625,86.81319444,18.9,21.7,19.4,68.0,29.3,24.2,28.8,100.0,2.3189976071029075,73.0
2018-06-22,0,25.10763889,23.3375,24.94722222,73.32986111,17.1,20.8,17.8,43.1,36.9,26.1,34.7,95.9,5.0275658965920265,74.0
2018-06-23,0,20.53819444,21.84027778,20.61805556,93.41111111,18.2,20.6,18.5,73.0,25.8,23.3,25.5,100.0,0.99831961152879,75.0
2018-06-24,0,24.08958333,23.0875,24.3875,83.01458333,18.1,20.7,18.4,49.9,35.3,25.9,34.6,100.0,3.11388607559248,76.0
2018-06-25,0,27.42152778,24.85347222,27.36319444,74.28958333,19.7,22.1,20.0,47.0,37.8,27.8,36.8,98.0,5.459602805555671,77.0
2018-06-26,0,27.01041667,25.78263889,26.97083333,83.98611111,21.8,23.8,22.1,59.6,35.7,28.5,36.4,98.4,3.335860449305869,78.0
2018-06-27,0,27.39236111,26.17083333,27.40277778,86.09861111,23.5,24.2,23.7,61.8,35.1,28.2,35.2,98.3,2.9576742802314624,79.0
2018-06-28,0,28.07083333,26.80833333,28.01944444,85.98541667,23.8,25.3,24.0,58.4,38.0,29.4,37.6,100.0,3.072787898967312,80.0
2018-06-29,0,27.66666667,26.91319444,27.64791667,88.62638889,24.6,25.7,24.7,68.7,33.3,28.5,33.6,100.0,2.4490006169212064,81.0
2018-06-30,0,28.04305556,27.17986111,28.02222222,89.45972222,25.0,26.0,25.1,64.7,35.6,28.8,35.9,100.0,2.311336379899462,82.0
2018-07-01,0,28.79236111,27.75972222,28.84861111,84.79861111,24.5,26.2,24.9,60.0,36.3,30.4,37.1,100.0,3.4698404382159302,83.0
2018-07-02,0,28.67083333,27.46736111,28.34236111,86.25694444,23.9,25.9,24.3,66.2,36.1,29.3,35.8,98.7,3.0609247021131982,84.0
2018-07-03,0,28.42361111,27.42986111,28.17986111,85.6,23.7,26.0,24.0,66.9,35.6,29.1,34.3,100.0,3.1820225892739704,85.0
2018-07-04,0,26.57291667,26.72916667,26.46944444,92.58333333,24.3,25.9,24.6,81.6,30.2,27.3,29.6,99.2,1.5073994985912358,86.0
2018-07-05,0,25.68125,25.90555556,25.63958333,95.45,24.3,25.5,24.5,88.2,27.6,26.3,27.4,99.9,0.8876746671720519,87.0
2018-07-06,0,26.15,26.15833333,25.91597222,95.04652778,23.7,25.1,24.0,82.6,30.0,29.4,29.3,100.0,0.9796800191263232,88.0
2018-07-07,0,27.04652778,26.54027778,26.80833333,90.76597222,24.7,24.6,24.8,66.7,32.6,31.9,31.4,100.0,1.908275995839425,89.0
2018-07-08,0,28.77222222,27.06736111,28.43611111,85.44652778,23.6,25.6,24.1,60.6,37.6,29.2,35.4,100.0,3.2562088595245573,90.0
2018-07-09,0,28.72916667,27.20972222,28.4375,83.87916667,22.5,25.1,23.0,62.7,39.4,29.5,36.0,97.9,3.6071349390177594,91.0
2018-07-10,0,29.38472222,27.45069444,28.65486111,83.08611111,22.7,25.5,23.3,60.5,38.7,29.5,35.7,98.2,3.8246835683573,92.0
2018-07-11,0,29.25833333,27.6625,28.72361111,82.70902778,23.9,26.2,24.5,60.0,37.0,30.1,35.4,98.0,3.922994973369802,93.0
2018-07-12,0,29.53055556,27.85972222,29.08819444,81.83472222,25.1,26.6,25.6,51.9,40.3,29.8,37.7,98.9,4.194679640548838,94.0
2018-07-13,0,30.26388889,27.64791667,29.54930556,75.95972222,23.9,26.2,24.6,51.3,38.5,29.2,36.2,97.0,5.676164831279318,95.0
2018-07-14,0,30.35972222,28.09652778,29.66527778,79.41875,23.8,26.4,24.5,55.6,38.9,30.0,36.2,95.6,4.886655421982172,96.0
2018-07-15,0,31.05138889,28.60694444,30.19513889,80.47083333,24.6,26.8,25.1,61.3,39.9,30.5,36.8,97.3,4.7563771529053245,97.0
2018-07-16,0,30.30625,28.73333333,29.90347222,83.17430556,25.2,27.3,25.8,61.3,39.2,30.6,37.0,96.6,4.040978235606223,1.0
2018-07-17,0,30.47083333,29.02222222,30.06527778,86.36875,26.3,27.7,26.6,70.6,38.0,30.7,36.0,98.7,3.2993099750654373,2.0
2018-07-18,0,31.49027778,29.41388889,30.86666667,83.69583333,26.2,27.9,26.7,65.0,38.9,31.1,36.9,97.8,4.10054559495299,3.0
2018-07-19,0,30.52708333,29.32916667,30.23194444,84.76180556,26.4,28.3,26.9,67.2,38.5,30.8,36.1,98.7,3.717854109858141,4.0
2018-07-20,0,29.58611111,28.66041667,29.38402778,84.70625,25.6,27.7,26.1,69.5,35.7,29.6,34.2,96.2,3.5823744356629996,5.0
2018-07-21,0,29.07777778,27.9,29.09791667,82.54097222,24.8,27.9,25.5,53.3,33.5,27.9,37.5,97.4,4.033488043635418,6.0
2018-08-11,0,30.04166667,29.33541667,30.41527778,81.96388889,26.4,27.8,26.4,42.6,37.2,31.7,40.8,98.9,4.439312514710322,27.0
2018-08-12,0,29.24375,28.7875,29.19166667,87.34375,26.3,27.8,26.3,63.5,36.1,30.3,36.3,99.6,2.9371887294857317,28.0
2018-08-13,0,30.11388889,29.47986111,30.59305556,83.52986111,25.9,27.4,25.9,45.8,37.1,32.1,41.2,100.0,4.088499430175128,29.0
2018-08-14,0,30.00833333,29.67847222,30.49861111,83.47291667,26.4,28.2,26.6,49.7,37.7,32.3,41.0,98.9,4.084144401661167,30.0
2018-08-15,0,27.04444444,28.05763889,27.22638889,91.73611111,25.0,27.2,25.2,62.0,36.3,30.1,36.9,99.6,1.7431338130322955,31.0
2018-08-16,0,28.08888889,28.01180556,28.04861111,87.96527778,25.4,26.4,25.4,63.5,34.3,29.8,35.4,100.0,2.642438020117082,32.0
2018-08-17,0,27.21458333,25.2625,27.07013889,59.975,22.5,23.1,22.7,29.4,36.1,27.1,35.5,83.6,8.378293803277506,33.0
2018-08-18,0,25.54791667,25.56597222,25.75347222,66.15416667,19.6,23.4,19.8,40.6,34.8,27.8,35.1,86.4,6.640387029073574,34.0
2018-08-19,0,25.37291667,25.30277778,25.59513889,70.36527778,19.3,23.4,19.7,39.6,35.2,27.8,35.0,91.2,5.768837793566827,35.0
2018-08-20,0,26.24583333,25.63611111,26.11805556,81.13888889,20.5,23.7,20.9,59.2,32.4,27.3,32.4,100.0,3.7676617713117952,36.0
2018-08-21,0,30.25277778,28.06319444,29.99305556,80.71111111,25.6,26.3,25.6,56.1,38.7,30.3,38.5,95.7,4.652529671020191,37.0
2018-08-22,0,31.55138889,29.05694444,31.07083333,78.65416667,26.2,27.4,26.3,48.7,41.8,31.1,40.5,98.8,5.421068987680111,38.0
2018-08-23,0,29.66944444,28.56875,29.47777778,82.84305556,27.0,27.3,26.9,66.3,38.0,30.5,37.6,99.1,4.037004038366057,39.0
2018-08-24,0,28.34791667,28.45208333,28.39444444,91.54027778,26.9,27.8,26.9,71.4,34.4,29.5,34.9,100.0,1.8889633931198588,40.0
2018-08-25,0,29.02152778,28.41388889,28.80902778,89.67430556,25.6,27.5,26.1,71.7,37.0,29.7,35.4,98.3,2.3524130505435763,41.0
2018-08-26,0,30.44652778,28.79236111,30.03402778,81.92569444,24.0,26.9,24.5,54.2,38.3,30.7,38.9,99.5,4.368151889061228,42.0
2018-08-27,0,30.39027778,28.68680556,29.78680556,79.67361111,23.5,26.9,23.9,53.6,38.3,30.3,38.7,97.2,4.854435466929858,43.0
2018-08-28,1,29.05069444,28.25347222,28.63263889,82.02013889,23.7,27.0,24.3,59.3,38.9,29.6,36.7,97.1,4.061352939381447,44.0
2018-08-29,1,29.81736111,28.46458333,29.27777778,82.30069444,24.6,27.0,24.9,55.7,38.6,30.1,37.1,97.6,4.124656772838615,45.0
2018-08-30,1,28.71527778,28.22291667,28.17569444,88.80069444,24.5,27.1,25.1,66.7,35.9,29.6,33.1,100.0,2.4742518163000877,46.0
2018-08-31,1,30.09652778,28.46111111,29.30069444,82.81527778,24.3,26.7,24.3,54.1,40.3,30.9,38.0,100.0,4.009167766182779,47.0
2018-09-01,1,26.14513889,26.94791667,26.09027778,85.71597222,23.8,26.3,24.1,68.6,32.2,27.5,30.5,95.9,2.849446285136161,48.0
2018-09-02,1,27.29444444,26.89930556,27.01736111,84.11111111,23.2,25.7,23.6,61.1,37.0,28.9,35.2,95.7,3.3173772616130335,49.0
2018-09-03,1,28.62777778,27.16458333,28.15972222,80.65416667,22.6,25.4,23.0,55.3,40.3,29.3,37.5,94.7,4.270739017457851,50.0
2018-09-04,1,27.02638889,27.2125,26.97916667,92.36458333,24.2,26.4,24.7,78.6,35.3,28.3,32.6,97.7,1.5911868859364393,51.0
2018-09-05,1,28.21944444,27.31736111,27.9125,84.52777778,23.6,26.3,24.3,61.9,38.2,29.0,35.8,99.2,3.3747693766999656,52.0
2018-09-06,1,26.68888889,26.42986111,26.42152778,82.61527778,22.1,25.3,22.7,55.9,36.3,27.3,31.8,94.5,3.52503688415281,53.0
2018-09-07,1,26.70833333,26.54722222,26.71736111,87.62013889,22.9,25.5,23.2,76.6,32.8,27.4,30.6,96.4,2.546985616744017,54.0
2018-09-08,1,27.39513889,26.95555556,27.29583333,87.76527778,24.6,26.4,25.0,72.7,34.6,28.0,33.2,95.9,2.5894985685071714,55.0
2018-09-09,1,28.2875,27.33958333,28.12777778,86.05208333,24.5,26.2,24.9,62.5,38.5,29.3,36.8,98.3,3.074329400489308,56.0
2018-09-10,1,24.41527778,25.90694444,24.60069444,91.00416667,21.2,24.2,21.7,83.5,31.0,26.9,29.2,96.1,1.666804045749703,57.0
2018-09-11,1,23.09861111,23.90763889,23.07013889,80.18680556,19.6,23.0,20.0,63.4,29.9,24.8,27.6,90.2,3.400179575238527,58.0
2018-09-12,1,21.74791667,23.05972222,22.03263889,78.28194444,19.5,22.2,19.9,61.4,27.8,23.8,27.2,90.3,3.5366786169150664,59.0
2018-09-13,1,23.42222222,23.15972222,23.30208333,78.40069444,19.4,21.8,19.7,54.2,32.5,24.4,30.4,90.9,3.750211039359413,60.0
2018-09-14,1,22.86111111,23.4625,23.01458333,87.23194444,20.2,22.7,20.6,77.2,28.1,24.3,27.0,94.8,2.1850273176909027,61.0
2018-09-15,1,23.36666667,23.84236111,23.49791667,91.56458333,21.7,23.3,22.0,75.8,27.7,24.5,27.5,97.2,1.4790931758537806,62.0
2018-09-16,1,27.31875,25.34166667,26.86458333,82.95555556,22.2,23.7,22.5,57.5,36.2,27.1,34.4,97.5,3.5320867038192443,63.0
2018-09-17,1,27.23055556,25.21736111,26.86666667,67.40347222,23.4,23.8,23.4,42.0,33.4,25.9,32.2,88.9,6.7556046619278804,64.0
2018-09-18,1,25.56736111,24.41597222,25.34375,71.04236111,18.8,22.6,19.5,46.8,34.1,26.4,33.1,90.1,5.567286577716678,65.0
2018-09-19,1,24.95347222,23.58958333,24.57638889,73.22638889,18.4,21.1,19.1,45.9,36.0,29.4,32.9,90.8,4.954777028862357,66.0
2018-09-20,1,21.09930556,21.64097222,21.24791667,88.12430556,19.7,20.3,20.1,81.6,24.0,22.9,23.7,93.1,1.8582289274954689,67.0
2018-09-21,1,21.23263889,22.52013889,21.45138889,89.35555556,18.9,22.0,19.4,80.8,24.0,23.0,23.7,93.4,1.6829338523011217,68.0
2018-09-22,1,25.175,23.65625,24.81041667,77.32430556,21.1,22.7,21.6,54.6,35.4,25.2,31.7,95.5,4.245594615840546,69.0
2018-09-23,1,25.20486111,23.65,24.64027778,75.62152778,19.5,22.1,20.0,49.6,36.5,25.2,31.5,91.8,4.525911303911139,70.0
2018-09-24,1,25.17222222,24.59097222,24.95763889,84.93680556,21.5,23.3,21.8,58.7,33.6,26.2,30.8,97.9,2.841020900302928,71.0
2018-09-25,1,21.67916667,22.94097222,21.87777778,88.72986111,19.8,21.4,20.1,79.1,24.4,24.0,23.9,94.6,1.8209188743326403,72.0
2018-09-26,1,21.90208333,22.69166667,21.92708333,83.62152778,17.9,21.7,18.5,61.7,28.0,23.7,26.6,94.4,2.6529060713602517,73.0
2018-09-27,1,19.57013889,21.60555556,19.74166667,86.10416667,16.5,20.7,17.2,67.4,24.3,22.1,23.3,95.8,2.012718486299468,74.0
2018-09-28,1,21.92777778,21.42638889,21.37638889,77.26388889,14.0,19.3,14.8,48.6,36.2,23.3,30.5,92.7,3.580971440323673,75.0
2018-09-29,1,19.82847222,21.26944444,20.04652778,85.30208333,18.6,20.9,19.1,78.4,21.3,21.6,21.2,92.0,2.1625776606846245,76.0
2018-09-30,1,24.12847222,22.61527778,23.86666667,89.62152778,19.6,21.1,19.9,71.3,29.9,23.9,28.4,99.7,1.8537566816879805,77.0
2018-10-01,1,25.74305556,23.94027778,24.99513889,75.26458333,17.5,21.9,18.4,49.1,38.9,26.2,34.4,93.5,4.6739698929985805,78.0
2018-10-02,1,23.88194444,22.62083333,23.17916667,71.42916667,15.9,20.4,16.3,41.5,38.0,25.0,33.5,90.4,4.930078236820265,79.0
2018-10-03,1,23.48958333,22.57291667,23.04097222,76.77916667,15.1,20.4,16.2,43.9,39.0,24.7,34.2,91.5,3.9791215777413815,80.0
2018-10-04,1,22.54513889,22.77222222,22.54097222,89.03263889,19.2,21.9,19.8,77.7,27.8,23.8,26.5,94.2,1.8325470397509156,81.0
2018-10-05,1,23.98,22.87375,23.5575,86.44625,20.6,22.4,21.0,65.9,31.3,24.1,28.9,95.7,2.3836770432711365,82.0
2018-10-27,0,20.34027778,20.35208333,20.34722222,80.825,14.8,18.8,14.2,44.3,30.0,22.1,31.7,94.7,2.865241899265336,104.0
2018-10-28,0,18.09861111,18.97083333,18.19097222,72.99027778,12.0,17.2,11.3,40.6,27.7,21.0,29.5,91.4,3.610047326843636,20.0
2018-10-29,0,17.525,18.25,17.70486111,75.94236111,10.5,15.9,9.8,40.3,28.6,20.5,29.9,92.8,3.134905454372332,21.0
2018-10-30,0,17.37916667,18.03402778,17.6,71.93611111,10.6,16.0,10.0,37.7,29.2,20.5,31.6,94.7,3.6369459798484516,22.0
2018-10-31,0,16.40972222,17.39861111,16.62361111,72.04861111,11.4,15.9,11.2,39.8,26.8,19.6,29.4,90.1,3.4413064896278844,23.0
2018-11-01,0,15.14166667,16.54791667,15.62708333,71.86597222,9.6,14.9,9.1,34.7,26.9,18.5,27.3,91.3,3.285967177863008,24.0
2018-11-02,0,16.60138889,16.83680556,17.01736111,75.42916667,9.2,14.3,8.6,35.8,28.0,19.3,30.6,92.1,3.0884383253865053,25.0
2018-11-03,0,18.10902778,18.07847222,18.21458333,87.32986111,14.7,16.9,14.3,58.3,26.4,19.8,26.7,94.5,1.6955418293085704,26.0
2018-11-04,0,17.97361111,18.48541667,17.95486111,93.03611111,15.3,17.6,15.0,85.9,23.0,19.3,24.5,96.7,0.9193823004615572,27.0
2018-11-05,0,20.03888889,19.29097222,20.38333333,91.83888889,15.7,17.9,15.4,74.3,28.0,21.0,30.2,97.5,1.2217436068363603,28.0
2018-11-06,0,20.03055556,20.00416667,20.05694444,92.77083333,17.3,19.4,17.1,72.6,24.9,21.0,25.4,97.9,1.06423332562331,29.0
2018-11-07,0,20.01875,19.89652778,20.46736111,88.23680556,15.8,18.4,15.7,63.8,27.2,21.6,30.2,99.9,1.7685939095097138,30.0
2018-11-08,0,20.55763889,20.21944444,20.99097222,86.71388889,16.0,18.8,16.1,46.9,29.6,22.1,31.9,98.5,2.0518302954979943,31.0
2018-11-09,0,19.06180556,19.71388889,19.1,94.45833333,16.8,19.1,16.8,81.1,23.6,20.5,25.2,98.5,0.776500074765605,32.0
2018-11-10,0,20.67569444,20.35069444,21.16041667,87.12847222,16.5,19.3,16.4,59.7,27.9,22.0,30.3,98.5,2.0050791245790367,33.0
2018-11-11,0,18.88055556,19.39791667,19.24097222,83.70208333,13.8,17.8,13.8,61.9,26.5,21.2,28.8,96.1,2.3003919502317345,34.0
2018-11-12,0,19.27013889,19.42847222,19.56944444,86.67291667,15.0,18.0,14.9,65.4,25.2,20.7,26.9,96.4,1.91326765992258,35.0
2018-11-13,0,18.75833333,19.39791667,18.94791667,89.91388889,16.5,18.6,16.5,79.1,23.6,20.6,25.1,94.4,1.4021772618726616,36.0
2018-11-14,0,18.43125,19.00486111,18.77291667,84.62152778,14.1,17.6,14.1,61.6,25.6,20.6,28.3,95.7,2.118606233119574,37.0
2018-11-15,0,17.00763889,18.05347222,17.57638889,83.08611111,12.0,16.6,12.5,53.7,24.0,19.9,25.4,96.0,2.189252133934953,38.0
2018-11-16,0,17.63958333,17.94861111,18.22777778,84.02013889,12.3,15.9,12.5,64.1,26.0,20.3,28.6,96.0,2.1399257484279413,39.0
2018-11-17,0,18.525,18.61111111,19.20277778,85.32222222,14.1,16.9,14.4,62.6,25.5,20.4,27.7,98.1,2.0676254378065946,40.0
2018-11-18,1,17.83333333,18.3625,18.25277778,83.87847222,13.4,16.7,13.6,64.5,25.1,20.3,26.9,98.3,2.1617105266754915,41.0
2018-11-19,1,17.35833333,18.17916667,17.48819444,89.53125,14.6,17.4,14.7,79.5,22.0,19.2,22.6,94.4,1.348781642561946,42.0
2018-11-20,1,16.575,17.55694444,17.31527778,83.61666667,13.1,16.3,13.2,52.1,23.2,19.1,25.2,95.4,2.0917675023272158,43.0
2018-11-21,1,16.94166667,17.41666667,17.52569444,84.75555556,11.4,15.7,12.1,53.2,25.7,19.4,28.2,98.3,1.9679374990627896,44.0
2018-11-22,1,16.86041667,17.69027778,17.09722222,89.46319444,13.9,16.9,13.9,73.8,23.0,19.2,24.3,92.8,1.3299954348683272,45.0
2018-11-23,1,16.60138889,17.37083333,16.99583333,83.9375,12.6,15.9,12.7,61.6,25.0,19.7,26.4,93.2,2.016697805532791,46.0
2018-11-24,1,15.94305556,16.85486111,16.62013889,83.49097222,11.7,15.3,11.9,59.8,24.3,18.9,27.2,92.3,2.032179143885631,47.0
2018-11-25,1,16.04513889,16.70763889,16.59027778,82.78819444,11.7,15.2,12.0,58.9,23.1,18.6,24.8,93.0,2.115355702781895,48.0
2018-11-26,1,16.5625,16.91319444,17.11527778,88.50277778,12.1,15.4,12.5,74.2,23.0,18.7,24.9,96.6,1.4525996261219642,49.0
2018-11-27,1,17.25138889,17.61111111,17.61527778,85.58472222,13.2,16.3,13.3,63.1,24.1,19.1,25.4,99.8,1.8696453589694584,50.0
