date,disease,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max,housa
2016-09-23,1,23.722222222222207,23.72013888888885,23.535416666666656,97.68055555555556,22.2,23.2,22.6,80.0,30.2,24.5,27.0,100.0,0.4074652268468413
2016-09-24,1,22.18541666666667,23.131249999999977,22.23125000000001,98.57638888888887,19.8,22.3,20.5,89.0,27.1,23.6,24.4,100.0,0.23417376905915468
2016-09-25,1,24.697222222222226,23.26458333333333,23.521527777777795,86.11805555555556,18.7,21.5,19.4,62.0,36.6,25.5,29.5,100.0,2.436991954495797
2016-09-26,1,26.053472222222204,24.4138888888889,25.24722222222222,88.03472222222223,20.9,22.6,21.6,62.0,36.1,26.9,32.1,100.0,2.2894150338149566
2016-09-27,1,27.23541666666668,25.51527777777777,26.457638888888887,86.14583333333331,21.6,23.5,22.1,48.0,39.2,34.2,35.4,100.0,2.8141538079255883
2016-09-28,1,25.74861111111112,25.33958333333333,25.540972222222226,95.88194444444444,23.8,24.7,24.3,81.0,32.9,26.3,29.3,100.0,0.7994943718241191
2016-09-29,1,25.9625,25.17013888888888,25.43333333333333,84.6736111111111,21.2,23.2,21.7,58.0,36.8,27.4,33.6,100.0,2.9597032307500224
2016-09-30,1,22.86805555555557,23.00833333333333,22.73472222222219,78.2986111111111,18.5,21.9,19.3,69.0,30.5,24.4,26.7,86.0,3.6617666872945858
2016-10-01,1,24.55694444444445,23.722222222222232,24.14861111111113,86.14583333333331,21.4,22.5,21.7,71.0,31.5,25.5,29.4,98.0,2.5097228352911274
2016-10-02,1,25.77291666666666,25.237500000000008,25.680555555555557,85.86805555555556,22.6,23.4,22.9,56.0,34.5,33.5,34.6,99.0,2.7626409616929455
2016-10-03,1,23.790972222222226,24.072222222222205,23.74374999999999,93.63194444444444,20.9,23.0,21.4,76.0,28.8,27.5,27.7,100.0,1.130450801009137
2016-10-04,1,25.31250000000001,24.257638888888888,24.54999999999999,85.92361111111109,19.9,22.7,20.7,60.0,38.0,27.2,32.1,100.0,2.6015804211345666
2016-10-05,1,24.077777777777786,23.611805555555573,23.86736111111113,89.98611111111109,19.3,22.1,19.9,65.0,31.4,25.0,29.2,100.0,1.7886986285353559
2016-10-06,1,25.30416666666667,23.972916666666666,24.24305555555555,73.49305555555556,18.2,21.5,19.2,39.0,41.6,35.0,34.2,100.0,4.824523382932161
2016-10-07,1,23.362500000000008,22.47569444444445,22.42152777777777,74.03472222222223,17.6,20.7,18.3,50.0,38.0,25.4,29.3,94.0,4.312438635736463
2016-10-08,1,24.480555555555547,23.39236111111111,24.0875,86.79166666666669,20.4,21.8,20.9,65.0,35.2,25.1,30.4,100.0,2.385429466640206
2016-10-09,1,21.84305555555556,22.667361111111106,21.97986111111112,83.97222222222223,16.0,19.9,17.1,61.0,29.6,24.3,26.5,100.0,2.603065512083755
2016-10-10,1,20.38125,20.650694444444454,19.870833333333334,80.34722222222223,15.0,19.2,16.0,53.0,31.0,22.4,25.7,100.0,2.8655809120577227
2016-10-11,1,21.004166666666666,20.73055555555555,20.538194444444443,82.19444444444444,15.1,18.1,16.0,42.0,32.7,32.6,32.4,100.0,2.6868017533296484
2016-10-12,1,21.252777777777773,21.959722222222208,21.334722222222226,74.25694444444444,13.9,15.1,14.9,26.0,34.4,35.0,34.1,100.0,4.045968688692733
2016-10-13,1,17.915972222222212,19.13125,17.737500000000008,86.77083333333331,12.7,17.5,13.6,53.0,28.9,23.6,24.0,100.0,1.7268122796245433
2016-10-14,1,18.294444444444448,19.17361111111112,18.048611111111114,86.59722222222223,13.6,17.8,14.3,58.0,28.5,21.0,24.8,100.0,1.778131404321054
2016-10-15,1,19.24791666666666,19.455555555555552,18.782638888888886,79.83333333333333,12.4,16.8,13.1,33.0,32.2,31.9,31.8,100.0,2.7796512325972818
2016-10-16,1,20.997222222222234,19.598611111111094,19.993749999999988,74.19444444444444,13.0,17.2,13.8,43.0,36.6,22.7,29.4,98.0,3.7866044725063235
2016-10-17,1,19.681250000000013,20.13888888888888,19.68125,94.5625,17.8,19.6,18.0,77.0,24.1,20.8,22.2,100.0,0.785136005027925
2016-10-18,1,22.677777777777766,21.197222222222205,21.802083333333343,88.04861111111109,16.1,19.1,16.7,54.0,37.1,24.0,29.9,100.0,1.9235787147234629
2016-10-19,1,22.16597222222221,21.69375,21.89097222222223,90.91666666666669,17.0,19.8,17.6,61.0,31.8,23.9,29.1,100.0,1.4685797889394672
2016-10-20,1,22.29375,21.781944444444452,21.85,84.66666666666667,17.3,20.2,18.0,49.0,33.8,24.2,29.5,100.0,2.473917761719486
2016-10-21,1,18.93194444444445,19.925,18.90347222222223,83.08333333333333,14.4,18.5,15.2,54.0,27.7,21.6,25.1,100.0,2.346352471834714
2016-10-22,1,19.472916666666656,19.8826388888889,19.340277777777786,91.38888888888887,15.2,18.5,15.8,59.0,27.1,21.1,24.6,100.0,1.221684728433223
2016-10-23,1,19.418055555555554,19.92708333333335,19.28125,89.25,14.7,18.7,15.6,65.0,26.5,21.5,24.7,100.0,1.5204878636866754
2016-10-24,1,16.769444444444446,18.358333333333327,16.766666666666666,83.40972222222223,12.1,16.6,12.9,48.0,26.0,19.9,23.5,100.0,2.0580032017813368
2016-10-25,1,15.759027777777774,17.159722222222246,15.829166666666673,93.61111111111113,11.8,16.0,12.4,77.0,20.5,18.0,19.0,100.0,0.7542431008123341
2016-10-26,1,21.251388888888886,19.749305555555555,20.62777777777778,90.61805555555556,14.6,17.6,15.1,63.0,31.6,22.0,27.2,100.0,1.4222193309711202
2016-10-27,1,19.44097222222221,19.78263888888889,19.20833333333333,80.84722222222223,13.3,15.8,14.0,46.0,30.9,26.0,28.1,100.0,2.698784267599397
2016-10-28,1,17.299305555555566,17.911805555555578,17.413888888888867,98.93055555555556,13.4,15.8,14.1,87.0,19.5,18.9,18.9,100.0,0.13725064869683895
2016-10-29,1,19.843750000000004,19.52847222222223,19.387500000000017,81.60416666666667,13.9,17.7,14.7,48.0,30.7,23.1,27.7,100.0,2.616250878083386
2016-10-30,1,16.15069444444445,17.493055555555557,15.829861111111107,79.27777777777777,11.2,15.8,11.9,40.0,26.8,19.6,23.0,99.0,2.446461139811497
2016-10-31,1,16.78055555555557,17.040277777777778,16.265277777777786,86.75694444444444,10.9,15.1,11.4,53.0,26.3,19.0,22.6,100.0,1.5999136707221602
2016-11-01,1,16.984027777777786,17.522222222222215,16.427083333333336,85.83333333333333,11.3,16.0,12.0,56.0,30.3,20.2,25.5,100.0,1.7261819774135623
2016-11-02,1,15.402083333333335,16.441666666666652,15.15763888888889,90.29861111111113,10.9,15.1,11.5,65.0,23.7,17.9,20.2,100.0,1.1051627664737753
2016-11-03,1,15.86597222222222,16.585416666666667,15.368749999999993,83.18055555555556,9.8,14.6,10.4,51.0,29.9,19.7,25.6,100.0,1.937683384640191
2016-11-04,1,14.600694444444445,15.40486111111111,13.777777777777775,82.65277777777777,8.3,13.5,9.0,41.0,27.3,18.1,22.2,100.0,1.8354848285013068
2016-11-05,1,14.43819444444444,15.115277777777786,13.826388888888884,85.39583333333333,7.1,12.7,7.9,45.0,26.9,18.0,22.8,100.0,1.549290621889518
2016-11-06,1,16.19027777777777,15.911805555555565,15.63958333333334,87.82638888888891,8.8,13.8,9.3,52.0,28.2,19.1,25.1,100.0,1.4227835917267027
2016-11-07,1,15.593055555555562,15.750694444444447,14.795138888888893,87.36805555555556,8.7,13.7,9.3,54.0,24.4,17.4,20.1,100.0,1.4114576001039532
2016-11-08,1,15.907638888888895,16.235416666666666,15.665277777777774,96.53472222222223,11.3,14.8,11.6,72.0,22.3,17.5,20.2,100.0,0.40555488099910986
2016-11-09,1,13.482638888888884,15.264583333333333,13.129166666666675,85.14583333333333,6.5,12.6,7.3,51.0,26.5,18.3,22.8,100.0,1.5176916587884557
2016-11-10,1,11.37125,13.072500000000002,11.185,97.3375,6.2,12.0,6.8,87.0,20.3,15.4,17.7,100.0,0.24472525250165483
2016-11-16,1,14.979861111111116,15.786111111111117,14.199305555555561,87.39583333333331,8.2,13.7,9.0,49.0,26.5,18.0,21.4,100.0,1.364162441547168
2016-11-17,1,14.131944444444445,15.162500000000005,13.740972222222226,89.71527777777777,8.4,13.0,8.5,55.0,24.7,17.7,22.0,100.0,1.0860594776625205
2016-11-18,1,15.865277777777786,15.57777777777778,15.009722222222226,91.20833333333331,9.6,13.8,9.9,59.0,27.1,17.8,23.0,100.0,0.9936667386314483
2016-11-19,1,16.07708333333333,16.181250000000006,15.834027777777774,99.47916666666669,13.9,15.4,13.9,92.0,22.8,17.5,20.6,100.0,0.061503052115977015
2016-11-20,1,18.009027777777764,17.181944444444447,17.431944444444447,94.25,12.7,15.4,12.8,70.0,27.3,19.2,23.8,100.0,0.7386435566071574
2016-11-21,1,16.588888888888878,16.935416666666665,16.378472222222225,96.80555555555556,13.1,15.9,13.4,77.0,21.8,17.9,20.2,100.0,0.38823969154261656
2016-11-22,1,17.829166666666676,17.576388888888893,17.43055555555555,93.625,13.3,16.4,13.6,62.0,26.0,19.5,23.6,100.0,0.8188713052741942
2016-11-23,1,15.315972222222221,16.425694444444446,15.129166666666675,93.03472222222223,12.5,15.4,12.7,58.0,21.9,17.7,19.9,100.0,0.7922681665810923
2016-11-24,1,12.957638888888884,15.001388888888883,12.668055555555561,97.8125,7.6,12.9,7.5,73.0,24.6,17.4,21.9,100.0,0.21799388246565227
2016-11-25,1,12.374999999999995,13.641666666666666,11.643055555555556,87.90277777777777,6.9,11.8,6.7,57.0,22.0,15.6,18.2,100.0,1.1401401391109285
2016-11-26,1,14.895138888888884,14.677777777777779,14.348611111111113,83.2638888888889,10.2,13.1,10.6,48.0,23.7,16.4,20.7,100.0,1.8259191792028888
2016-11-27,1,16.493055555555557,15.99166666666667,16.026388888888892,96.27083333333331,14.4,15.2,14.4,77.0,25.0,17.3,21.7,100.0,0.4448709668066521
2016-11-28,1,16.077777777777776,16.218749999999993,15.825694444444453,89.0,13.4,15.4,13.7,62.0,24.0,17.6,21.7,100.0,1.2983709060746123
2016-11-29,1,16.124305555555562,16.035416666666666,15.72916666666666,83.34722222222223,13.4,15.2,13.7,56.0,23.9,17.9,21.9,93.0,1.9555556538265446
2016-11-30,1,15.340277777777768,15.719444444444466,14.862500000000008,89.36111111111109,13.3,15.2,13.4,61.0,21.2,16.6,19.2,100.0,1.1930413255480596
2016-12-01,1,16.013194444444434,15.865972222222213,15.55625,94.29166666666669,13.4,15.2,13.4,69.0,23.3,16.8,20.2,100.0,0.6642131935812801
2016-12-02,1,15.411111111111113,15.782638888888904,15.179166666666667,84.36805555555556,13.1,15.2,13.4,49.0,21.0,16.9,19.7,100.0,1.7828022947549462
2016-12-03,1,15.80972222222223,15.69444444444444,15.174305555555547,80.84722222222223,12.9,15.0,13.1,50.0,24.1,17.3,20.9,93.0,2.1837832978907157
2016-12-04,1,16.380555555555542,16.06527777777778,15.8451388888889,88.24305555555556,13.0,14.9,13.0,67.0,24.8,17.8,21.6,100.0,1.3891466244998916
2016-12-05,1,16.389583333333327,16.37430555555555,16.03541666666667,90.98611111111113,13.6,15.5,13.8,57.0,22.9,17.8,21.0,100.0,1.0758258202193027
2016-12-06,1,15.702777777777774,16.065277777777773,15.429861111111116,84.55555555555556,13.2,15.5,13.5,52.0,23.6,17.4,21.8,99.0,1.7850664171643158
2016-12-07,1,15.499305555555553,15.782638888888865,15.193749999999998,78.44444444444444,13.0,15.1,13.2,48.0,22.6,17.0,20.8,90.0,2.4602917600558016
2016-12-08,1,15.168749999999996,15.430555555555573,14.683333333333335,76.30555555555556,12.4,14.8,12.6,48.0,21.7,16.8,19.0,90.0,2.631786086419604
2016-12-09,1,15.966666666666667,15.45000000000001,15.228472222222221,82.65277777777777,12.9,14.7,12.8,56.0,22.7,16.8,20.1,95.0,1.983627283173465
2016-12-10,1,15.613888888888884,15.653472222222225,15.28611111111111,79.81944444444444,13.1,15.2,13.6,50.0,22.0,17.0,19.8,94.0,2.314703434985889
2016-12-11,1,15.643749999999995,15.63125000000002,15.366666666666667,76.81944444444444,13.1,15.1,13.5,55.0,21.9,16.9,20.3,88.0,2.6702191018469152
2016-12-12,1,15.392361111111116,15.581249999999995,15.165277777777774,78.72916666666667,13.4,15.0,13.4,60.0,21.6,16.7,19.2,89.0,2.4241165747556637
2016-12-13,1,14.670138888888893,15.340972222222225,14.408333333333333,89.93055555555556,13.3,15.0,13.3,82.0,17.8,16.0,16.9,98.0,1.1021012298130812
2016-12-14,1,15.560416666666674,15.491666666666658,15.061805555555553,81.34027777777777,13.1,15.2,13.2,51.0,22.3,16.6,19.4,100.0,2.1148537293199188
2016-12-15,1,15.097916666666665,15.29930555555557,14.830555555555556,75.09722222222223,13.0,14.8,12.9,48.0,19.0,16.0,17.7,87.0,2.787831725366337
2016-12-16,1,14.986111111111102,15.281944444444447,14.663888888888884,79.6111111111111,12.6,14.8,13.0,49.0,21.0,16.5,19.1,97.0,2.2622799517775682
2016-12-17,1,14.978472222222221,14.963194444444444,14.545138888888893,76.9375,12.3,14.4,12.5,54.0,21.7,16.2,19.3,87.0,2.5427393487796865
2016-12-18,1,15.882638888888884,15.563194444444466,15.491666666666678,80.30555555555556,12.6,14.5,12.9,59.0,23.8,17.5,21.8,88.0,2.2837688735183135
2016-12-19,1,15.956249999999995,15.85555555555557,15.480555555555556,81.74305555555556,13.0,15.1,13.3,59.0,24.2,17.4,22.2,95.0,2.11582691469648
2016-12-20,1,15.393055555555556,15.681250000000013,15.123611111111117,85.2986111111111,12.9,15.1,13.1,75.0,20.5,17.0,19.3,91.0,1.6717202954946884
2016-12-21,1,16.112499999999994,15.947222222222226,15.605555555555556,80.4375,12.6,15.2,12.8,57.0,24.0,17.5,21.9,91.0,2.282229980277321
2016-12-22,0,15.884027777777774,15.962499999999993,15.717361111111117,93.72222222222223,13.3,15.2,13.5,85.0,20.2,16.7,18.8,100.0,0.7367455109543666
2016-12-23,0,15.658333333333326,16.27569444444446,15.525000000000004,89.39583333333331,13.9,15.7,14.0,63.0,20.4,17.1,18.8,100.0,1.2318390092541136
2016-12-24,0,15.86319444444445,16.094444444444434,15.61874999999999,79.38194444444444,13.7,15.5,13.9,53.0,22.6,17.5,20.9,87.0,2.407060044432175
2016-12-25,0,15.713194444444447,15.968750000000005,15.365972222222226,77.8888888888889,12.8,15.2,13.0,51.0,21.5,17.2,19.7,87.0,2.546933396626954
2016-12-26,0,15.66875,15.834027777777774,15.112500000000002,82.00694444444444,12.6,15.0,12.7,62.0,22.8,17.5,20.9,92.0,2.044810761893072
2016-12-27,0,15.744444444444444,16.050694444444456,15.572916666666671,90.91666666666669,13.4,15.3,13.5,80.0,23.6,17.8,21.6,100.0,1.0578589537020309
2016-12-28,0,16.6625,16.503472222222214,16.48958333333333,79.56944444444444,13.0,15.3,13.3,64.0,27.8,19.3,25.8,85.0,2.4976477841139224
2016-12-29,0,16.72708333333334,16.55624999999999,16.440277777777773,81.9513888888889,13.0,15.5,13.4,65.0,28.8,19.4,26.5,89.0,2.2007214612906876
2016-12-30,0,16.95138888888889,16.38680555555556,16.690277777777787,80.77083333333333,13.2,15.5,13.3,73.0,29.0,19.0,26.9,87.0,2.3757779878849847
2016-12-31,0,17.22083333333334,16.65555555555555,16.89930555555556,80.34722222222223,13.0,15.3,13.3,67.0,29.6,19.6,27.2,88.0,2.4549774033023626
2017-01-01,0,16.985416666666666,16.738194444444446,16.475694444444443,80.25,13.1,15.5,13.3,64.0,28.4,19.4,25.6,88.0,2.4126811184000254
2017-01-02,0,17.097222222222214,16.82083333333334,16.623611111111117,80.24305555555556,12.9,15.5,13.1,51.0,29.9,19.8,27.0,90.0,2.432426574701968
2017-01-03,0,16.7236111111111,16.781944444444438,16.353472222222212,85.125,13.4,15.8,13.6,58.0,29.5,19.2,27.2,93.0,1.8054619681723085
2017-01-04,0,16.847916666666666,16.81736111111112,16.47500000000001,82.30555555555556,13.1,15.7,13.4,66.0,26.5,19.3,24.8,90.0,2.1614930655696196
2017-01-05,0,16.586111111111116,16.8125,16.433333333333348,80.50694444444444,13.5,15.9,13.8,56.0,27.8,19.1,26.1,87.0,2.3759760763858075
2017-01-06,0,15.43958333333334,16.27291666666666,15.378472222222225,81.52083333333333,12.9,15.6,12.8,74.0,21.0,17.6,19.7,90.0,2.12999241476105
2017-01-07,0,17.020833333333336,16.654861111111103,16.673611111111107,80.90972222222223,12.3,15.4,12.6,49.0,30.6,20.1,28.5,94.0,2.3565483176481297
2017-01-08,0,14.326388888888893,15.780555555555544,14.34930555555556,86.5,13.2,15.6,13.2,80.0,15.3,16.1,15.2,91.0,1.472912414814485
2017-01-09,0,16.847916666666666,16.624305555555562,16.570833333333326,84.25,13.5,15.6,13.7,70.0,26.4,19.1,24.8,90.0,1.9337145867408783
2017-01-10,0,16.29875,16.012500000000006,15.714999999999998,79.875,13.5,15.7,13.6,54.0,24.8,17.1,22.4,88.0,2.361527784008981
2017-01-14,0,13.813194444444447,14.334027777777779,12.632638888888893,99.5,12.4,13.7,11.1,89.0,21.3,15.1,19.4,100.0,0.04973157827555517
2017-01-15,0,15.492361111111116,14.58888888888889,13.936805555555566,93.04166666666669,12.3,13.5,10.9,62.0,24.7,17.1,22.7,100.0,0.7425719086761171
2017-01-16,0,16.053472222222226,14.584027777777779,14.309722222222213,93.58333333333331,12.3,13.7,10.9,65.0,26.7,16.4,21.9,100.0,0.6986050308560443
2017-01-17,0,16.953472222222214,15.11597222222222,14.984027777777774,91.45138888888887,12.3,13.5,10.7,55.0,29.5,18.0,25.4,100.0,0.9648730158306367
2017-01-18,0,17.524999999999995,15.624999999999993,15.640972222222226,91.89583333333331,12.4,13.9,10.9,60.0,31.1,18.8,27.4,100.0,0.9472394983908692
2017-01-19,0,16.138888888888896,15.382638888888884,14.658333333333335,96.53472222222223,12.5,14.6,11.8,66.0,26.7,17.3,23.3,100.0,0.3843809853882661
2017-01-20,0,15.61458333333333,15.115277777777774,14.545833333333334,97.29166666666669,12.5,14.1,11.6,73.0,30.9,16.8,25.5,100.0,0.29861643526077614
2017-01-21,0,17.349305555555542,15.595138888888895,15.600694444444438,90.77083333333331,12.4,14.0,11.4,56.0,28.8,18.7,27.1,100.0,1.0764292025328601
2017-01-22,0,16.154861111111103,15.474305555555553,14.814583333333333,94.98611111111113,12.5,14.1,11.3,67.0,30.7,18.0,24.1,100.0,0.5608195946292323
2017-01-23,0,16.30069444444446,15.374305555555553,14.804861111111116,92.64583333333331,12.2,14.1,11.1,52.0,27.9,18.3,27.5,100.0,0.8221603483011927
2017-01-24,0,16.865972222222222,14.900694444444447,14.739583333333329,91.47222222222223,12.1,6.4,10.4,64.0,30.6,21.9,25.9,100.0,0.9500468712001146
2017-01-25,0,17.44861111111112,15.01041666666666,15.184027777777779,90.45138888888887,12.2,11.9,10.6,62.0,31.6,22.1,25.8,100.0,1.0892881894928639
2017-01-26,0,17.38958333333334,15.412499999999998,15.514583333333334,91.33333333333331,12.2,12.2,10.8,60.0,31.2,23.8,26.9,100.0,1.0062113472974599
2017-01-27,0,17.120138888888892,15.663194444444445,15.738194444444439,95.36111111111113,12.3,12.6,11.1,64.0,29.9,20.3,25.4,100.0,0.5450111629787869
2017-01-28,0,18.29513888888889,15.782638888888883,16.38958333333333,90.72916666666669,12.4,12.9,11.5,54.0,31.2,21.0,27.0,100.0,1.1274001817945467
2017-01-29,0,17.420138888888893,15.899305555555562,15.956944444444435,95.88194444444444,12.3,13.1,11.2,66.0,30.1,20.8,25.4,100.0,0.48946081125581764
2017-01-30,0,15.52291666666667,15.144444444444435,14.662499999999998,96.99305555555556,12.5,13.5,11.9,66.0,27.9,20.6,24.9,100.0,0.3336152972132374
2017-01-31,0,17.698611111111106,15.342361111111119,15.382638888888895,90.20138888888887,12.1,12.3,10.4,61.0,31.3,21.5,26.7,100.0,1.129682518063857
2017-02-01,0,16.76388888888889,14.770833333333336,15.03958333333333,93.625,12.2,12.1,10.8,65.0,28.7,19.1,23.5,100.0,0.7216739126212723
2017-02-02,0,17.286805555555567,15.400694444444456,15.236805555555556,90.20833333333331,12.0,12.6,10.9,60.0,30.1,19.3,24.9,100.0,1.1201582438509181
2017-02-03,0,17.831249999999994,16.021527777777766,16.04513888888889,89.00694444444444,12.2,14.2,11.4,52.0,30.4,19.3,27.9,100.0,1.312718556799393
2017-02-04,0,18.16736111111112,15.997222222222225,16.348611111111108,87.98611111111109,11.9,12.5,11.0,53.0,31.2,18.8,26.6,100.0,1.4578186742801302
2017-02-05,1,13.49375,14.972222222222221,12.898611111111116,99.97916666666669,12.2,14.8,11.6,98.0,15.0,15.4,13.9,100.0,0.0021022241410749007
2017-02-06,1,16.519444444444453,15.621527777777779,15.422916666666666,93.57638888888887,12.3,14.6,11.9,60.0,27.3,17.7,25.0,100.0,0.7421659555742669
2017-02-07,1,16.926388888888887,15.256250000000005,15.081250000000004,91.23611111111113,11.9,12.4,11.2,59.0,29.5,17.3,24.5,100.0,0.9943104584451977
2017-02-08,1,17.392361111111104,15.699305555555556,15.61805555555556,90.77083333333331,11.9,14.3,11.1,63.0,29.8,18.0,25.4,100.0,1.0774216526744467
2017-02-09,1,14.647916666666665,15.115972222222226,13.895833333333329,99.21527777777777,12.2,14.1,11.7,93.0,20.2,16.1,18.3,100.0,0.08355898701217748
2017-02-10,1,16.974305555555542,15.753472222222221,15.438194444444438,89.1875,12.2,14.0,11.6,57.0,31.0,19.2,24.9,100.0,1.2502606414442012
2017-02-11,1,16.384722222222226,15.28611111111111,14.934722222222213,91.88888888888887,12.1,12.1,11.5,60.0,29.9,18.4,24.2,100.0,0.9130887752511357
2017-02-12,1,17.42986111111111,15.977083333333335,15.819444444444434,87.24305555555556,12.0,13.9,11.4,56.0,31.7,19.6,25.3,100.0,1.5052508862186917
2017-02-13,1,17.893749999999994,16.206250000000004,16.10347222222222,84.80555555555556,11.9,14.0,11.4,42.0,32.1,19.6,26.5,100.0,1.8200291125214232
2017-02-14,1,17.735416666666673,16.75902777777779,16.260416666666668,83.3611111111111,11.9,13.0,11.1,50.0,30.9,23.0,26.1,100.0,2.009653241167914
2017-02-15,1,18.14375,16.659722222222225,16.615277777777774,80.20833333333333,12.0,12.9,11.2,42.0,31.4,23.2,28.1,100.0,2.4356315953164582
2017-02-16,1,18.28541666666666,16.567361111111108,16.952083333333324,84.13194444444444,12.1,13.1,11.2,47.0,29.6,22.8,27.0,100.0,1.9877080248931978
2017-02-17,1,14.42847222222222,15.535416666666643,14.25902777777778,98.30555555555556,12.3,14.9,12.4,90.0,21.3,16.6,19.5,100.0,0.18397963456332672
2017-02-18,1,18.302777777777788,16.904861111111117,17.27152777777777,87.51388888888891,12.3,14.7,12.5,39.0,29.7,19.8,26.4,100.0,1.590529760668451
2017-02-19,1,18.22916666666667,16.99236111111112,16.938194444444445,83.38194444444444,12.1,14.9,12.0,40.0,31.1,20.2,25.9,100.0,2.08013699943857
2017-02-20,1,16.61319444444444,16.629166666666666,15.999305555555555,95.40972222222223,12.4,15.2,12.8,76.0,26.8,18.8,23.4,100.0,0.5468128084249897
2017-02-21,1,17.59166666666667,16.60902777777778,16.240277777777774,82.125,12.0,13.8,11.8,37.0,29.9,21.8,26.3,100.0,2.1566551775396587
2017-02-22,1,17.802777777777774,15.916666666666671,16.413888888888884,88.59722222222223,11.9,13.2,11.4,47.0,28.2,19.0,24.5,100.0,1.3884400936740509
2017-02-23,1,16.020138888888898,16.309027777777768,15.68125,98.77083333333331,12.6,15.5,13.0,92.0,23.3,17.8,20.7,100.0,0.14397609658879143
2017-02-24,1,18.322916666666668,16.85208333333333,16.999305555555562,81.9513888888889,12.1,14.8,12.2,36.0,30.7,19.8,25.6,100.0,2.2664739382390393
2017-02-25,1,18.599305555555546,16.47986111111111,17.034722222222214,85.1875,12.0,13.6,11.9,46.0,32.0,19.4,26.0,100.0,1.863561009673619
2017-02-26,1,18.254861111111108,17.13125,17.266666666666662,84.06944444444444,12.1,14.7,11.5,42.0,30.6,20.3,26.0,100.0,2.028779183378939
2017-02-27,1,19.48750000000001,17.86319444444445,18.427777777777766,82.85416666666667,12.2,15.2,12.3,42.0,35.4,21.3,32.2,100.0,2.3200994274795805
2017-02-28,1,18.56180555555555,17.954166666666655,17.950694444444455,84.61805555555556,12.2,15.8,12.8,45.0,31.7,21.3,28.4,100.0,2.0303040392616025
2017-03-01,1,17.901388888888896,17.635416666666668,17.37569444444445,89.5625,12.2,15.5,12.4,57.0,30.7,21.0,27.0,100.0,1.3368518986039004
2017-03-02,1,14.74861111111111,16.253472222222225,14.627777777777787,97.71527777777777,12.6,15.7,13.0,89.0,25.5,17.7,20.9,100.0,0.2530159830522942
2017-03-03,1,18.60972222222221,17.236805555555556,17.606944444444448,78.7986111111111,12.1,15.1,12.3,27.0,31.4,20.2,26.9,100.0,2.7485974753709104
2017-03-04,0,18.702083333333327,17.574305555555554,17.630555555555546,81.68055555555556,12.1,15.1,12.2,39.0,31.3,20.7,27.5,100.0,2.3779115896512373
2017-03-05,0,18.609722222222224,17.83541666666667,17.828472222222214,88.35416666666669,12.2,15.5,12.1,47.0,30.9,20.9,28.1,100.0,1.5273838279270147
2017-03-06,0,14.961111111111105,16.603472222222226,14.816666666666665,97.44444444444444,12.6,15.8,12.9,87.0,21.6,17.3,19.3,100.0,0.28587889927403826
2017-03-07,0,17.406944444444438,16.852777777777778,16.43541666666666,84.52083333333333,12.1,15.2,12.1,44.0,30.5,19.8,25.1,100.0,1.8869372789304288
2017-03-08,0,17.290277777777774,16.766666666666662,16.306249999999995,84.10416666666667,12.0,15.0,11.8,31.0,29.7,19.6,26.2,100.0,1.924560802128266
2017-03-09,0,18.89375,17.50625,17.834027777777788,80.27777777777777,12.0,14.9,11.8,43.0,33.3,21.1,29.2,100.0,2.5873758943459753
2017-03-10,0,18.50125,16.678749999999994,17.16,83.25,12.2,15.4,12.1,43.0,33.2,20.2,29.0,100.0,2.121229350835746
2017-05-12,0,21.68333333333333,21.845138888888908,22.10833333333333,71.9513888888889,14.0,16.2,14.1,37.0,30.4,29.8,30.7,100.0,4.58514495536508
2017-05-13,0,18.240972222222226,18.95486111111111,18.417361111111113,92.52777777777777,16.4,17.0,16.6,79.0,21.5,21.4,22.1,100.0,1.010560689289834
