,date,disease,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max
188,2017-02-03,1,17.920833333333327,18.03958333333333,17.681944444444433,88.45833333333331,12.9,16.3,12.9,33.0,29.9,20.9,31.5,99.0
189,2017-02-04,1,18.49097222222222,18.159722222222214,18.20347222222223,87.3125,12.8,16.3,12.7,36.0,30.3,20.5,31.2,99.0
190,2017-02-05,1,14.202777777777774,17.161805555555524,13.88333333333333,99.0,13.0,16.6,13.0,99.0,16.1,18.2,14.8,99.0
191,2017-02-06,1,17.076388888888882,17.409722222222214,16.736111111111118,92.56944444444444,13.1,16.4,13.1,50.0,29.5,19.1,28.9,99.0
192,2017-02-07,1,17.461111111111116,17.588888888888896,16.948611111111113,90.53472222222223,12.8,16.2,12.8,43.0,29.2,19.3,30.2,99.0
193,2017-02-08,1,17.848611111111122,17.904166666666676,17.496527777777775,90.09027777777777,12.7,16.6,12.8,45.0,29.2,19.8,30.6,99.0
194,2017-02-09,1,15.278472222222224,17.318750000000005,15.096527777777776,98.96527777777777,12.8,16.5,13.1,98.0,20.2,18.1,20.0,99.0
195,2017-02-10,1,17.434027777777786,17.754861111111115,17.12569444444445,87.4236111111111,12.8,16.0,13.1,40.0,29.7,20.7,29.9,99.0
196,2017-02-11,1,16.92777777777778,17.572916666666664,16.602777777777774,90.85416666666669,12.6,14.6,13.1,43.0,29.4,20.1,28.4,99.0
197,2017-02-12,1,17.954166666666673,18.212499999999988,17.611805555555552,86.27083333333331,12.6,16.2,13.0,46.0,29.7,21.2,29.7,99.0
198,2017-02-13,1,18.337500000000006,18.60138888888891,17.99097222222222,85.15972222222223,12.7,16.5,13.2,37.0,29.9,21.5,31.2,99.0
199,2017-02-14,1,18.425000000000008,18.7375,18.202083333333327,85.45833333333333,12.8,16.7,13.3,34.0,30.2,21.3,31.5,99.0
200,2017-02-15,1,18.70972222222222,19.015277777777783,18.546527777777776,83.0486111111111,12.8,16.9,13.3,33.0,30.7,22.1,32.7,99.0
201,2017-02-16,1,19.048611111111114,18.96944444444445,18.721527777777794,85.7986111111111,12.9,17.0,13.5,37.0,31.0,21.4,33.0,99.0
202,2017-02-17,1,14.975,17.656944444444438,15.095138888888886,98.28472222222223,13.3,16.9,13.7,92.0,21.0,18.4,20.2,99.0
203,2017-02-18,1,18.620138888888885,18.555555555555557,18.390277777777776,87.83333333333331,13.1,16.5,13.5,41.0,29.7,21.4,30.4,99.0
204,2017-02-19,1,18.871527777777786,19.044444444444448,18.548611111111093,83.93055555555556,13.1,17.0,13.6,34.0,30.4,21.9,30.2,99.0
205,2017-02-20,1,17.034027777777773,18.43194444444445,16.932638888888892,96.22916666666669,13.3,17.3,13.8,79.0,26.0,20.0,24.5,99.0
206,2017-02-21,1,18.34444444444445,18.65555555555555,18.009027777777774,84.2361111111111,12.9,16.8,13.5,36.0,30.2,21.5,28.4,99.0
207,2017-02-22,1,18.409722222222218,18.50694444444445,17.967361111111103,90.02777777777777,12.8,16.9,13.4,45.0,28.9,20.8,27.3,99.0
208,2017-02-23,1,16.48472222222222,18.097222222222218,16.44791666666667,98.77083333333331,13.4,17.5,13.8,96.0,23.3,19.2,21.6,99.0
209,2017-02-24,1,18.980555555555547,18.834027777777774,18.58611111111111,83.75,13.0,16.8,13.6,35.0,30.5,21.7,28.5,99.0
210,2017-02-25,1,19.447222222222212,19.04652777777779,18.80138888888888,84.97916666666667,12.9,16.1,13.6,41.0,32.8,21.8,29.0,99.0
211,2017-02-26,1,19.102083333333344,19.348611111111115,18.76319444444444,85.0625,13.0,17.3,13.7,38.0,30.6,21.9,28.9,99.0
212,2017-02-27,1,19.928472222222226,19.777777777777786,19.55416666666667,82.875,13.1,17.5,13.7,38.0,32.9,22.7,32.1,99.0
213,2017-02-28,1,19.190972222222218,19.722916666666666,18.915972222222226,83.69444444444444,13.4,17.7,14.0,44.0,33.2,22.4,29.4,99.0
214,2017-03-01,1,18.595138888888897,19.42361111111111,18.4763888888889,89.09027777777777,12.9,17.6,13.9,61.0,31.1,22.1,28.2,98.0
215,2017-03-02,1,15.34583333333334,17.911111111111122,15.461111111111107,97.5625,13.4,17.3,13.7,89.0,24.0,18.9,21.6,99.0
216,2017-03-03,1,19.39305555555556,18.97083333333333,19.00763888888891,80.375,13.2,16.8,13.7,30.0,31.9,22.0,30.9,99.0
217,2017-03-04,1,19.634722222222226,19.54097222222222,19.218749999999982,82.5763888888889,13.0,17.3,13.8,35.0,32.2,22.5,30.1,99.0
218,2017-03-05,1,19.338888888888878,19.66944444444444,19.086805555555546,87.9513888888889,13.0,17.8,13.7,47.0,32.4,22.1,30.7,99.0
219,2017-03-06,1,15.529166666666672,18.420138888888896,15.72430555555556,98.07638888888887,13.3,17.7,13.9,92.0,21.7,19.3,20.4,99.0
220,2017-03-07,1,18.074305555555547,18.60138888888889,17.80069444444445,85.3263888888889,13.1,17.1,13.7,40.0,30.3,20.7,26.9,99.0
221,2017-03-08,1,18.05347222222222,18.661111111111108,17.780555555555555,84.29166666666667,12.9,17.2,13.5,30.0,31.4,20.7,28.6,99.0
222,2017-03-09,1,19.585416666666664,19.259722222222226,19.185416666666672,81.38194444444444,12.9,17.2,13.5,41.0,35.8,21.9,31.9,97.0
223,2017-03-10,1,19.165,18.57,18.721250000000005,83.1125,13.1,17.7,13.9,42.0,34.3,21.1,31.1,98.0
224,2017-12-19,1,14.809722222222213,16.039583333333336,14.696527777777787,69.55555555555556,10.1,14.5,10.0,36.0,24.1,18.0,25.4,84.0
225,2017-12-20,1,15.543749999999996,16.095833333333342,15.398611111111114,68.7013888888889,10.0,14.4,10.0,33.0,27.5,18.5,28.3,85.0
226,2017-12-21,1,15.998611111111117,16.447916666666668,15.959027777777779,70.1111111111111,10.4,14.7,10.5,35.0,27.0,19.0,29.7,86.0
227,2017-12-22,1,15.347222222222221,16.296527777777786,15.028472222222213,69.3125,10.0,14.6,9.9,29.0,27.9,18.6,27.1,84.0
228,2017-12-23,1,15.35208333333333,16.075694444444448,15.147916666666667,74.74305555555556,10.0,14.4,10.2,38.0,25.8,18.2,25.8,98.0
229,2017-12-24,1,16.436111111111103,16.638888888888882,16.443055555555542,77.27777777777777,10.5,14.9,10.5,31.0,27.6,18.8,28.4,97.0
230,2017-12-25,1,15.693750000000007,17.10625,15.922222222222212,74.875,11.4,16.1,11.6,42.0,25.5,18.9,26.3,90.0
231,2017-12-26,1,14.150000000000004,16.14166666666667,14.265972222222226,76.1875,10.6,15.1,10.7,36.0,26.8,18.3,28.8,89.0
232,2017-12-27,1,12.911805555555556,15.377083333333335,12.913888888888884,77.375,10.6,14.8,10.7,46.0,23.2,16.7,22.5,89.0
233,2017-12-28,1,15.535416666666654,15.871527777777775,15.133333333333338,70.27777777777777,10.4,14.3,10.5,38.0,27.0,18.3,27.3,83.0
234,2017-12-29,1,14.947916666666664,16.00069444444445,14.807638888888896,73.375,10.4,14.7,10.6,41.0,26.1,18.0,25.4,89.0
235,2017-12-30,1,15.627777777777775,16.305555555555564,15.422916666666673,75.66666666666667,10.2,14.8,10.4,39.0,27.7,18.4,27.2,90.0
236,2017-12-31,1,12.200694444444446,15.111805555555568,12.32847222222222,86.25694444444444,10.0,14.6,10.2,70.0,17.2,15.8,17.9,93.0
237,2018-01-01,1,15.731249999999998,15.847222222222225,15.45277777777778,76.58333333333333,10.8,14.4,10.8,39.0,27.2,18.0,26.7,94.0
238,2018-01-02,1,15.434722222222216,15.932638888888887,15.204861111111107,75.02083333333333,10.7,14.6,10.8,38.0,25.1,17.6,27.0,90.0
239,2018-01-03,1,15.361111111111116,16.124999999999996,15.074305555555561,76.06944444444444,10.8,14.9,10.9,35.0,25.8,18.0,26.5,93.0
240,2018-01-04,1,15.897916666666662,16.22708333333334,15.647916666666653,72.78472222222223,10.5,14.7,10.7,32.0,28.5,18.5,30.5,87.0
241,2018-01-05,1,13.884027777777776,15.574999999999992,13.723611111111106,84.7013888888889,10.7,14.6,10.8,55.0,25.0,16.7,24.3,99.0
242,2018-01-06,1,14.861805555555554,15.685416666666665,14.622222222222224,79.27777777777777,10.6,14.5,10.6,39.0,25.2,17.4,26.9,99.0
243,2018-01-07,1,15.441666666666665,15.960416666666674,15.333333333333336,73.71527777777777,10.5,14.6,10.5,38.0,27.6,18.0,26.4,90.0
244,2018-01-08,1,12.337499999999995,15.153472222222238,12.516666666666666,91.79166666666669,10.8,14.8,10.8,85.0,15.7,15.7,15.8,98.0
245,2018-01-09,1,14.643750000000004,15.468750000000005,14.646527777777786,83.43055555555556,10.6,14.5,10.9,38.0,25.0,17.2,24.0,99.0
246,2018-01-10,1,15.378472222222221,15.744444444444435,15.247222222222224,73.9513888888889,10.4,14.4,10.5,34.0,27.5,17.6,25.7,90.0
247,2018-01-11,1,14.874999999999995,15.70694444444445,14.614583333333336,75.39583333333333,10.1,14.5,10.3,41.0,25.9,17.3,23.9,91.0
248,2018-01-12,1,15.1625,15.336805555555555,14.466666666666665,71.20833333333333,10.2,14.1,10.1,44.0,27.3,16.9,24.8,83.0
249,2018-01-13,1,15.307638888888883,15.613888888888885,14.765277777777774,72.75694444444444,10.1,14.3,10.5,40.0,28.4,17.4,27.4,87.0
250,2018-01-14,1,15.836111111111116,15.971527777777776,15.175694444444444,76.21527777777777,10.3,14.6,10.5,43.0,29.5,18.1,28.6,95.0
251,2018-01-15,1,15.634027777777787,16.001388888888883,15.35,74.10416666666667,10.3,14.8,10.9,38.0,25.4,17.7,24.1,90.0
252,2018-01-16,1,15.888888888888884,15.877777777777776,15.661805555555556,77.18055555555556,10.3,14.8,10.5,46.0,25.1,17.4,24.4,90.0
253,2018-01-17,1,13.690277777777775,15.613888888888884,13.959027777777774,92.11805555555556,11.8,15.2,12.2,89.0,17.5,16.0,17.1,96.0
254,2018-01-18,1,16.625,16.361805555555566,16.51250000000001,82.40277777777777,11.5,15.0,11.9,39.0,26.2,18.1,25.7,98.0
255,2018-01-19,1,16.639583333333334,16.75833333333333,16.522916666666667,76.52777777777777,10.9,15.3,11.3,38.0,28.6,18.6,28.4,96.0
256,2018-01-20,1,16.118055555555557,16.438194444444452,15.890277777777774,72.40972222222223,10.1,15.0,10.5,35.0,27.4,18.2,26.1,87.0
257,2018-01-21,1,16.116666666666667,16.579166666666662,15.921527777777786,76.4861111111111,11.0,15.3,11.3,44.0,25.9,18.2,24.5,94.0
258,2018-01-22,1,12.87638888888889,15.634027777777767,12.92847222222222,89.27083333333331,10.9,15.0,11.1,76.0,19.0,16.3,18.7,96.0
259,2018-01-23,1,14.869444444444447,15.593055555555562,14.580555555555554,82.86805555555556,10.6,14.5,10.6,43.0,27.4,17.2,26.5,97.0
260,2018-01-24,1,15.085416666666662,15.510416666666675,14.58958333333333,75.84027777777777,10.5,14.3,10.5,51.0,26.6,17.1,24.8,87.0
261,2018-01-25,1,14.840277777777775,15.541666666666664,14.324999999999998,75.34027777777777,10.3,14.6,10.4,53.0,26.3,17.0,24.0,89.0
262,2018-01-26,1,14.774999999999995,15.784722222222214,23.83750000000001,68.14583333333333,10.5,14.3,11.0,44.0,25.0,18.6,46.9,84.0
263,2018-01-27,1,15.60416666666667,16.252083333333335,25.43472222222221,73.18055555555556,10.2,14.0,11.0,36.0,27.5,19.9,38.3,91.0
264,2018-01-28,1,12.73402777777778,15.022222222222226,12.654861111111114,75.70833333333333,10.6,14.2,10.8,48.0,23.2,16.4,23.5,90.0
265,2018-01-29,1,15.017361111111104,15.440277777777776,14.921527777777786,64.11805555555556,10.5,13.7,10.8,36.0,25.7,18.0,25.2,76.0
266,2018-01-30,1,15.95972222222222,16.355555555555547,16.08958333333333,57.79166666666666,10.4,14.3,10.8,26.0,27.8,19.8,30.5,70.0
267,2018-01-31,1,15.232638888888891,16.31597222222222,15.219444444444434,62.3125,10.5,14.6,10.9,41.0,25.8,19.0,24.7,72.0
268,2018-02-01,1,12.838194444444447,15.309027777777775,12.927083333333332,69.05555555555556,10.7,14.7,11.0,49.0,19.7,16.5,20.0,77.0
269,2018-02-02,1,14.568750000000005,15.63402777777778,14.670833333333327,68.15277777777777,10.8,14.2,11.0,32.0,25.6,17.9,26.1,78.0
270,2018-02-03,1,16.34097222222222,16.518055555555556,16.252777777777787,64.8611111111111,10.8,14.6,11.2,32.0,28.2,19.7,26.9,80.0
271,2018-02-04,1,16.14375,16.69791666666667,16.079166666666676,59.90277777777778,11.4,15.1,11.8,25.0,25.8,19.0,29.9,73.0
272,2018-02-05,1,15.930555555555555,16.279861111111117,15.765972222222214,60.8125,11.4,13.3,11.8,32.0,25.4,18.8,25.5,70.0
273,2018-02-06,1,16.42916666666666,16.838194444444447,16.52152777777778,60.70833333333334,10.8,14.7,11.0,26.0,28.8,20.1,28.4,82.0
274,2018-02-07,1,16.659027777777773,16.962500000000002,16.686111111111117,56.368055555555564,11.2,15.1,11.5,22.0,27.3,19.5,32.1,76.0
275,2018-02-08,1,17.305555555555557,16.976388888888884,16.928472222222215,58.15277777777778,11.2,15.0,11.6,25.0,29.3,19.4,29.8,77.0
276,2018-02-09,1,17.134722222222226,17.31319444444445,17.277083333333334,61.47916666666666,11.2,15.1,11.4,25.0,33.0,20.2,34.9,97.0
277,2018-02-10,1,15.159722222222221,16.757638888888884,15.51944444444445,75.9236111111111,11.2,15.4,12.3,37.0,26.8,18.8,25.2,98.0
278,2018-02-11,1,17.433333333333334,17.429861111111126,17.290972222222234,56.4375,11.9,15.5,12.4,26.0,29.9,20.5,28.5,73.0
279,2018-02-12,1,15.738750000000005,16.366250000000008,15.451250000000002,52.6,11.4,15.5,11.9,29.0,25.8,18.5,24.0,62.0
280,2019-06-24,0,25.593333333333327,24.22,24.67234042553192,71.23111111111113,20.2,22.6,20.3,39.5,35.4,28.1,32.4,92.7
281,2019-06-24,0,24.43478260869565,24.43913043478261,24.47391304347825,72.82173913043478,22.3,23.5,22.3,47.3,31.0,26.7,31.6,83.7
282,2019-06-25,0,27.27083333333333,25.61944444444445,25.995833333333326,68.69583333333333,18.7,21.4,18.8,36.9,39.0,30.7,32.6,93.5
283,2019-06-26,0,26.46388888888889,25.224999999999994,25.912500000000005,72.1041666666667,19.5,22.3,19.6,38.3,40.1,28.7,35.3,91.8
284,2019-06-27,0,24.747222222222213,24.8375,24.89027777777777,85.64861111111115,21.8,23.8,22.0,75.4,28.9,25.6,28.2,94.2
285,2019-06-28,0,27.445833333333336,25.899999999999995,27.216666666666654,75.70555555555553,22.5,24.1,22.7,46.9,36.3,27.8,33.2,93.8
286,2019-06-29,0,27.470833333333346,26.368055555555557,27.28611111111111,79.98472222222222,24.1,24.9,24.3,52.5,36.6,28.6,34.9,92.4
287,2019-06-30,0,25.93888888888889,26.00833333333334,26.030555555555555,87.05416666666666,24.4,25.2,24.6,73.0,29.5,26.7,29.1,95.7
288,2019-07-01,0,24.672222222222217,24.979166666666664,24.579166666666666,83.36527777777779,22.3,24.3,22.4,66.4,28.4,25.6,28.0,94.4
289,2019-07-02,0,25.08888888888889,24.930555555555554,24.833333333333336,81.85833333333333,22.0,24.0,22.1,54.0,32.6,26.5,30.5,97.2
290,2019-07-03,0,26.31944444444445,25.44583333333334,26.243055555555557,80.5027777777778,21.5,23.6,21.7,48.5,38.0,27.1,35.5,94.2
291,2019-07-04,0,26.10833333333333,25.484722222222217,26.004166666666666,82.2125,22.3,23.8,22.3,56.2,33.5,27.1,32.8,97.0
292,2019-07-05,0,23.704166666666676,24.50138888888889,23.75416666666667,83.93749999999999,20.3,23.0,20.2,63.7,29.8,25.8,29.6,97.2
293,2019-07-06,0,24.71250000000001,24.008333333333336,24.70138888888889,77.95277777777777,20.1,22.5,20.0,50.0,34.1,26.1,33.3,94.9
294,2019-07-07,0,25.64999999999999,24.637500000000006,25.49583333333333,77.10694444444445,21.9,23.2,22.0,54.4,33.1,26.4,32.0,89.2
295,2019-07-08,0,24.305555555555554,24.47916666666665,24.54583333333333,80.83472222222225,21.5,23.5,21.5,63.4,29.3,25.3,30.1,92.0
296,2019-07-09,0,24.875,24.141666666666666,24.85972222222223,74.06944444444446,21.0,23.0,21.0,43.1,37.9,26.0,35.9,88.2
297,2019-07-10,0,26.920833333333334,24.70555555555556,26.683333333333326,65.41527777777779,19.8,22.5,19.8,38.3,39.7,26.9,37.3,83.6
298,2019-07-11,0,22.43055555555555,23.46666666666667,22.472222222222207,78.57777777777775,20.3,22.6,19.8,66.1,26.3,24.2,27.0,91.7
299,2019-07-12,0,25.45972222222223,24.20138888888889,25.59583333333333,75.8125,21.3,22.6,21.3,55.0,33.5,26.1,35.4,90.3
300,2019-07-13,0,24.897222222222233,24.530555555555548,25.15138888888889,77.64722222222224,21.4,23.7,21.2,62.1,29.0,25.3,29.6,92.0
301,2019-07-14,1,24.405555555555555,24.37361111111111,24.51250000000001,81.83055555555556,20.6,23.2,20.6,56.7,31.4,25.6,31.3,93.4
302,2019-07-15,1,24.53194444444444,24.71111111111111,24.980555555555558,87.69166666666662,22.5,24.1,22.6,70.7,29.7,25.7,31.7,95.8
303,2019-07-16,1,23.756944444444446,24.37638888888889,24.19027777777778,92.20555555555555,22.1,23.8,22.0,70.7,29.6,25.1,31.5,100.0
304,2019-07-17,1,26.66944444444445,25.32916666666667,27.109722222222228,80.5486111111111,21.4,23.5,21.4,52.5,35.6,27.4,36.3,100.0
305,2019-07-18,1,26.54166666666667,25.93333333333333,27.15,84.07777777777778,23.3,24.8,23.3,65.1,33.0,27.5,34.8,95.8
306,2019-07-19,1,25.386111111111106,25.47083333333334,25.61944444444445,85.45,22.7,24.6,22.6,65.0,30.8,26.4,31.6,96.6
307,2019-07-20,1,25.647222222222233,25.647222222222233,26.401388888888892,89.6375,23.3,24.8,23.4,69.7,29.7,26.4,32.3,100.0
308,2019-07-21,1,26.818055555555567,26.105555555555547,27.430555555555554,85.34305555555558,23.4,25.0,23.4,69.7,31.6,27.1,33.2,96.6
309,2019-07-22,1,26.676388888888887,26.347222222222218,27.163888888888888,87.8222222222222,24.1,25.6,24.1,74.0,30.3,27.1,31.4,95.3
310,2019-07-23,1,28.159722222222214,26.70555555555556,28.719444444444452,78.0,23.0,25.1,23.0,56.9,34.0,28.1,35.1,97.1
311,2019-07-24,1,29.211111111111112,27.49583333333333,29.90138888888889,76.22916666666667,23.9,25.8,23.9,51.6,38.2,29.3,38.2,95.5
312,2019-07-25,1,29.163888888888888,27.75138888888889,30.136111111111113,78.80833333333331,24.1,26.0,24.0,55.9,38.7,29.7,41.7,91.6
313,2019-07-26,1,29.04166666666667,27.777777777777786,29.79583333333334,76.30277777777779,25.1,26.8,24.7,51.1,37.7,29.4,39.7,94.2
314,2019-07-27,1,26.797222222222228,27.018055555555566,27.133333333333322,85.97500000000002,24.9,26.5,24.8,67.4,32.6,28.0,33.6,93.0
315,2019-07-28,1,28.74861111111111,27.48611111111111,29.51388888888889,79.48611111111113,24.1,25.9,24.1,58.9,34.7,29.1,37.5,94.9
316,2019-07-29,1,29.448611111111106,28.16111111111111,30.684722222222227,78.85,24.9,26.7,24.8,60.5,35.8,29.5,39.5,93.4
317,2019-07-30,1,29.89583333333333,28.48333333333333,30.87777777777778,78.91944444444445,25.8,27.2,25.8,53.8,37.3,30.0,40.1,93.6
318,2019-07-31,1,29.538888888888888,28.506944444444446,30.572222222222226,79.36111111111114,25.5,27.3,25.4,62.2,34.1,29.7,38.2,92.6
319,2019-08-01,1,29.397222222222208,28.473611111111108,30.452777777777786,80.89027777777775,25.7,27.4,25.7,63.4,33.6,29.6,39.1,93.5
320,2019-08-02,1,29.01527777777777,28.44583333333333,29.85833333333333,83.78472222222223,25.5,27.4,25.3,70.2,34.2,29.6,39.6,94.9
321,2019-08-03,1,28.625,27.92916666666667,29.788888888888888,81.55555555555554,24.8,26.7,24.6,62.6,35.4,29.6,39.2,95.2
322,2019-08-04,1,28.711111111111123,27.975,30.12222222222221,78.66527777777782,25.4,27.0,25.4,59.7,34.6,29.3,40.9,95.8
323,2019-08-05,1,28.490277777777766,27.91111111111111,29.20833333333333,79.32777777777775,23.9,26.3,23.7,62.5,33.8,29.8,35.6,92.1
324,2019-08-06,1,29.76666666666668,28.531944444444452,30.525,81.2013888888889,26.0,27.2,26.0,57.4,38.0,30.2,41.4,93.2
325,2019-08-07,1,29.225000000000005,28.351388888888888,30.22361111111111,80.28333333333333,25.1,27.2,24.8,57.0,36.6,29.7,41.4,94.9
326,2019-08-08,1,28.80972222222222,28.0625,29.415277777777767,79.92222222222223,24.8,27.0,24.5,58.1,36.9,29.6,38.6,93.5
327,2019-08-09,1,29.204166666666666,28.29166666666667,30.256944444444446,79.85694444444442,25.3,26.9,24.9,61.3,36.0,29.9,40.3,92.4
328,2019-08-10,1,29.17361111111112,28.36666666666666,30.05555555555555,78.87361111111113,24.9,26.9,24.7,61.6,34.9,29.8,38.7,94.7
329,2019-08-11,1,29.109722222222228,28.343055555555548,29.706944444444453,80.9083333333333,25.3,27.1,24.9,63.1,35.0,29.8,38.5,93.2
330,2019-08-12,1,29.31527777777778,28.45555555555555,30.222222222222218,78.74861111111116,25.1,27.2,24.7,64.1,35.5,29.8,39.5,89.8
331,2019-08-13,1,30.265277777777772,28.802777777777766,31.53194444444444,75.2138888888889,25.8,27.3,25.7,60.9,35.9,30.3,41.2,87.9
332,2019-08-14,1,29.069444444444446,28.4013888888889,29.55555555555555,79.74722222222222,26.4,27.6,26.2,61.8,34.7,29.5,38.0,90.6
333,2019-08-15,1,28.2138888888889,28.18333333333333,28.61111111111111,85.58611111111108,26.7,27.8,26.9,73.5,31.5,28.7,33.2,93.4
334,2019-08-16,1,28.759722222222226,28.347222222222232,29.58055555555555,84.93472222222222,26.3,27.4,26.2,71.5,34.0,29.9,39.6,95.6
335,2019-08-17,1,28.711111111111112,28.070833333333336,29.5388888888889,80.13333333333333,25.0,27.0,24.8,57.8,34.3,29.3,39.4,94.2
336,2019-08-18,1,29.127777777777766,28.40833333333333,30.23611111111111,81.81111111111116,25.2,26.9,25.0,67.1,35.7,30.2,39.0,92.5
337,2019-08-19,1,28.53611111111111,28.30833333333333,29.398611111111126,83.54166666666666,24.6,26.8,24.3,68.0,34.7,30.0,38.1,92.8
338,2019-08-20,1,27.825000000000006,27.79861111111112,28.41666666666667,87.12500000000004,25.5,26.9,25.4,69.8,31.1,28.5,33.0,95.0
339,2019-08-21,1,28.704166666666666,27.998611111111106,29.425,82.6513888888889,25.0,26.9,24.6,61.3,34.6,29.2,38.8,95.5
340,2019-08-22,1,28.030555555555548,27.88194444444445,28.58055555555556,82.89027777777778,25.5,27.2,25.3,64.7,32.2,28.5,33.8,93.8
341,2019-08-23,1,25.00277777777778,26.35833333333333,25.147222222222233,86.40694444444445,23.2,25.1,22.9,74.0,27.6,27.4,28.6,93.9
342,2019-08-24,1,26.465277777777782,25.82222222222222,27.113888888888887,76.3527777777778,23.1,24.6,22.9,62.5,31.2,27.2,36.2,92.9
343,2019-08-25,1,27.027777777777768,25.49166666666667,27.54166666666668,63.140277777777776,23.7,24.4,23.6,46.2,31.4,26.2,33.3,83.1
344,2019-08-26,1,25.83333333333333,24.9875,26.259722222222234,67.53333333333332,21.3,23.7,20.8,51.7,31.3,26.1,34.2,90.0
345,2019-08-27,1,24.243055555555557,24.90833333333333,24.56111111111112,85.3583333333333,21.7,23.9,21.3,70.2,30.2,26.3,33.0,92.5
346,2019-08-28,1,25.15416666666667,25.22916666666667,25.43194444444444,88.57777777777781,22.8,24.4,22.6,75.6,28.6,26.3,30.2,97.8
347,2019-08-29,1,27.16111111111111,26.10694444444445,27.898611111111123,83.80138888888885,22.6,24.4,22.4,65.6,33.6,27.8,36.5,93.5
348,2019-08-30,1,25.698611111111102,26.147222222222208,26.04861111111111,90.67777777777779,24.3,25.7,24.3,75.4,31.1,26.8,34.1,97.2
349,2019-08-31,1,26.405555555555555,26.093055555555548,26.827777777777772,81.16666666666669,23.3,25.3,23.0,62.3,31.5,27.1,33.4,95.8
350,2019-09-01,1,26.21805555555556,25.852777777777792,26.52638888888889,79.05138888888891,22.3,24.6,22.1,60.3,30.8,27.0,32.2,92.6
351,2019-09-02,1,26.70555555555555,26.072222222222226,27.0861111111111,80.6486111111111,22.2,24.5,22.0,64.0,33.0,27.7,34.8,93.2
352,2019-09-03,1,27.656944444444452,26.737500000000004,28.044444444444448,81.07222222222224,24.2,25.6,24.1,58.4,33.5,28.0,34.3,93.9
353,2019-09-04,1,27.274999999999995,26.83472222222223,27.79861111111111,83.75694444444446,23.8,25.7,23.8,71.1,32.0,28.0,33.6,94.6
354,2019-09-05,1,25.8,26.216666666666654,26.09583333333333,87.26666666666662,24.3,25.8,24.3,75.1,30.1,26.9,32.0,93.3
355,2019-09-06,1,27.55416666666666,26.78333333333333,28.180555555555557,82.58750000000003,23.7,25.4,23.7,65.5,33.3,28.4,35.3,93.0
356,2019-09-07,1,27.54166666666667,26.711111111111123,27.984722222222217,79.15138888888889,23.4,25.5,23.5,64.9,34.6,28.2,36.5,90.2
357,2019-09-08,1,28.84583333333333,27.206944444444453,29.44444444444445,74.83194444444446,24.7,26.0,24.6,58.3,34.8,28.7,36.5,89.6
358,2019-09-09,1,29.637500000000006,27.22361111111111,29.91111111111111,69.92500000000003,25.9,26.1,26.0,52.4,33.9,28.2,34.1,94.2
359,2019-09-10,1,28.52083333333334,27.36111111111112,28.852777777777785,79.20277777777783,24.6,26.3,24.6,57.5,34.4,28.4,35.2,93.8
360,2019-09-11,1,29.05972222222222,27.54861111111111,29.45555555555556,76.7763888888889,25.9,26.7,26.0,57.9,33.7,28.6,34.4,94.6
361,2019-09-12,1,26.79861111111111,25.950000000000006,27.019444444444453,68.74027777777778,23.6,25.3,23.4,54.8,29.8,26.7,30.4,79.2
362,2019-09-13,1,23.805555555555557,24.540277777777785,23.96666666666667,71.80972222222223,22.0,23.6,22.1,58.3,26.4,25.3,26.9,80.7
363,2019-09-14,1,24.76666666666666,24.312500000000004,25.17916666666666,70.96111111111112,20.5,23.0,20.2,55.8,32.1,25.9,33.8,83.3
364,2019-09-15,1,25.816666666666666,24.79444444444444,26.127777777777766,73.3888888888889,21.0,23.4,20.8,49.1,31.2,25.9,32.2,90.3
365,2019-09-16,1,27.92361111111111,24.858333333333324,28.137500000000006,62.61527777777778,23.5,24.4,23.4,42.3,33.6,25.3,34.0,91.1
366,2019-09-17,1,26.15,25.177777777777774,26.520833333333343,74.3972222222222,23.7,24.5,23.7,57.7,29.3,25.8,29.9,87.7
367,2019-09-18,1,23.26388888888889,24.468055555555548,23.427777777777766,85.01666666666667,20.7,23.4,20.6,72.7,25.1,25.4,25.8,91.7
368,2019-09-19,1,23.056944444444447,23.340277777777786,23.21388888888889,74.51111111111112,19.8,22.7,19.5,46.1,28.5,24.2,29.7,92.5
369,2019-09-20,1,22.9375,22.89999999999999,23.172222222222228,72.81805555555555,19.2,21.8,19.0,53.8,26.8,23.6,27.9,88.5
370,2019-09-21,1,23.04166666666667,23.10833333333334,23.32361111111112,73.6583333333333,20.8,22.5,20.8,54.9,27.0,23.8,28.1,90.1
371,2019-09-22,1,24.581944444444453,23.34305555555556,24.91944444444445,70.4236111111111,21.2,22.3,21.2,57.1,29.9,24.4,30.3,82.3
372,2019-09-23,1,26.173611111111107,24.77222222222222,26.515277777777786,81.44027777777778,23.0,23.5,22.9,61.4,31.3,26.3,32.6,100.0
373,2019-09-24,1,23.515277777777786,22.884722222222234,23.590277777777782,69.01805555555553,21.7,22.3,21.7,61.4,25.9,23.4,26.4,74.9
374,2019-09-25,1,23.851388888888888,22.784722222222214,24.140277777777786,69.70555555555558,19.7,21.6,19.6,47.9,29.1,24.2,30.2,89.6
