,date,disease,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max
375,2019-09-26,1,24.16944444444444,23.47361111111111,24.42083333333333,74.94583333333333,20.0,22.0,19.7,54.3,30.5,24.8,31.9,86.9
376,2019-09-27,1,24.42083333333333,23.79861111111111,24.718055555555548,75.9861111111111,21.1,22.8,20.9,61.4,30.3,24.7,32.3,88.3
377,2019-09-28,1,23.69027777777778,23.676388888888887,23.92222222222223,78.51527777777778,21.2,22.9,21.1,62.4,28.3,24.5,28.7,90.4
378,2019-09-29,1,24.37222222222222,23.63194444444445,24.594444444444445,75.45694444444446,21.0,22.6,20.9,54.1,29.1,24.5,30.0,92.2
379,2019-09-30,1,24.852777777777767,24.245833333333334,25.183333333333344,82.9763888888889,21.3,23.1,21.2,62.7,30.3,25.5,31.1,93.3
380,2019-10-01,1,25.09861111111111,24.46805555555556,25.43611111111112,79.09305555555554,21.7,23.4,21.7,55.2,31.0,25.7,32.2,92.5
381,2019-10-02,1,23.8875,23.98611111111111,24.197222222222226,78.97499999999998,21.1,23.0,21.0,61.0,29.4,25.3,30.8,88.3
382,2019-10-03,1,24.247222222222234,23.84722222222223,24.495833333333326,77.15555555555554,21.9,23.2,21.9,58.8,29.8,24.7,31.0,89.7
383,2019-10-04,1,24.3625,22.887500000000006,24.49027777777779,68.39722222222221,21.3,21.2,21.4,49.2,27.9,24.1,28.0,92.1
384,2019-10-05,1,23.675,21.805555555555554,23.791666666666664,61.7763888888889,19.6,20.7,19.4,47.2,28.5,23.0,28.9,79.6
385,2019-10-06,0,23.15833333333334,21.74583333333333,23.27916666666667,62.438888888888904,18.7,21.1,18.7,40.1,29.3,22.8,29.6,88.3
386,2019-10-07,0,20.933333333333326,21.418055555555554,20.999999999999996,77.5013888888889,18.7,20.8,18.6,52.9,25.5,22.1,25.9,87.7
387,2019-10-08,0,21.94166666666668,21.763888888888893,22.075000000000006,78.19722222222221,19.8,20.8,19.8,61.4,27.1,22.8,27.8,89.9
388,2019-10-09,0,20.751388888888886,20.548611111111104,20.94444444444445,62.561111111111146,16.7,19.3,16.5,38.4,26.4,22.0,27.2,89.3
389,2019-10-10,0,21.875,21.12638888888889,22.163888888888877,72.21250000000003,15.9,19.3,15.8,46.1,30.1,22.8,31.0,90.0
390,2019-10-11,0,23.50277777777778,22.50694444444445,23.855555555555547,81.86250000000003,19.9,21.3,19.9,68.0,27.9,23.5,29.0,92.4
391,2019-10-12,0,21.86944444444445,22.472222222222207,21.987500000000004,94.3125,20.7,22.1,20.7,88.3,23.2,22.8,23.5,98.0
392,2019-10-13,0,24.27543859649123,22.856140350877197,24.749122807017546,74.64736842105266,20.3,21.8,20.4,51.4,29.7,24.1,30.8,97.3
393,2018-10-27,0,20.340277777777768,20.35208333333334,20.347222222222214,80.825,14.8,18.8,14.2,44.3,30.0,22.1,31.7,94.7
394,2018-10-28,0,18.0986111111111,18.970833333333346,18.190972222222236,72.99027777777776,12.0,17.2,11.3,40.6,27.7,21.0,29.5,91.4
395,2018-10-29,0,17.52499999999999,18.250000000000004,17.704861111111093,75.94236111111117,10.5,15.9,9.8,40.3,28.6,20.5,29.9,92.8
396,2018-10-30,0,17.37916666666666,18.03402777777778,17.6,71.93611111111113,10.6,16.0,10.0,37.7,29.2,20.5,31.6,94.7
397,2018-10-31,0,16.409722222222218,17.39861111111111,16.623611111111117,72.04861111111113,11.4,15.9,11.2,39.8,26.8,19.6,29.4,90.1
398,2018-11-01,0,15.141666666666667,16.54791666666667,15.627083333333328,71.86597222222224,9.6,14.9,9.1,34.7,26.9,18.5,27.3,91.3
399,2018-11-02,0,16.601388888888874,16.83680555555555,17.01736111111111,75.42916666666662,9.2,14.3,8.6,35.8,28.0,19.3,30.6,92.1
400,2018-11-03,0,18.109027777777765,18.078472222222224,18.214583333333326,87.32986111111109,14.7,16.9,14.3,58.3,26.4,19.8,26.7,94.5
401,2018-11-04,0,17.973611111111108,18.485416666666666,17.95486111111111,93.03611111111108,15.3,17.6,15.0,85.9,23.0,19.3,24.5,96.7
402,2018-11-05,0,20.038888888888884,19.290972222222237,20.383333333333315,91.83888888888892,15.7,17.9,15.4,74.3,28.0,21.0,30.2,97.5
403,2018-11-06,0,20.03055555555555,20.00416666666668,20.05694444444444,92.77083333333331,17.3,19.4,17.1,72.6,24.9,21.0,25.4,97.9
404,2018-11-07,0,20.01875,19.896527777777774,20.46736111111112,88.23680555555546,15.8,18.4,15.7,63.8,27.2,21.6,30.2,99.9
405,2018-11-08,0,20.557638888888896,20.219444444444424,20.99097222222223,86.71388888888886,16.0,18.8,16.1,46.9,29.6,22.1,31.9,98.5
406,2018-11-09,0,19.06180555555555,19.713888888888874,19.099999999999994,94.45833333333331,16.8,19.1,16.8,81.1,23.6,20.5,25.2,98.5
407,2018-11-10,0,20.675694444444435,20.35069444444445,21.160416666666666,87.1284722222222,16.5,19.3,16.4,59.7,27.9,22.0,30.3,98.5
408,2018-11-11,0,18.88055555555556,19.397916666666656,19.24097222222222,83.7020833333333,13.8,17.8,13.8,61.9,26.5,21.2,28.8,96.1
409,2018-11-12,0,19.27013888888889,19.42847222222221,19.569444444444454,86.67291666666668,15.0,18.0,14.9,65.4,25.2,20.7,26.9,96.4
410,2018-11-13,0,18.758333333333333,19.397916666666678,18.947916666666664,89.91388888888888,16.5,18.6,16.5,79.1,23.6,20.6,25.1,94.4
411,2018-11-14,0,18.431250000000013,19.004861111111108,18.77291666666666,84.6215277777778,14.1,17.6,14.1,61.6,25.6,20.6,28.3,95.7
412,2018-11-15,0,17.007638888888884,18.053472222222226,17.576388888888893,83.08611111111115,12.0,16.6,12.5,53.7,24.0,19.9,25.4,96.0
413,2018-11-16,0,17.639583333333327,17.948611111111113,18.227777777777764,84.02013888888888,12.3,15.9,12.5,64.1,26.0,20.3,28.6,96.0
414,2018-11-17,0,18.525000000000006,18.611111111111114,19.202777777777783,85.32222222222228,14.1,16.9,14.4,62.6,25.5,20.4,27.7,98.1
415,2018-11-18,0,17.833333333333343,18.362499999999986,18.25277777777778,83.87847222222231,13.4,16.7,13.6,64.5,25.1,20.3,26.9,98.3
416,2018-11-19,0,17.35833333333333,18.17916666666666,17.48819444444444,89.53125000000001,14.6,17.4,14.7,79.5,22.0,19.2,22.6,94.4
417,2018-11-20,1,16.574999999999996,17.556944444444433,17.31527777777778,83.61666666666669,13.1,16.3,13.2,52.1,23.2,19.1,25.2,95.4
418,2018-11-21,1,16.941666666666674,17.416666666666654,17.52569444444444,84.75555555555553,11.4,15.7,12.1,53.2,25.7,19.4,28.2,98.3
419,2018-11-22,1,16.860416666666666,17.69027777777778,17.097222222222214,89.46319444444447,13.9,16.9,13.9,73.8,23.0,19.2,24.3,92.8
420,2018-11-23,1,16.6013888888889,17.370833333333326,16.99583333333333,83.93750000000003,12.6,15.9,12.7,61.6,25.0,19.7,26.4,93.2
421,2018-11-24,1,15.943055555555553,16.854861111111106,16.620138888888892,83.49097222222224,11.7,15.3,11.9,59.8,24.3,18.9,27.2,92.3
422,2018-11-25,1,16.045138888888893,16.70763888888889,16.59027777777778,82.78819444444451,11.7,15.2,12.0,58.9,23.1,18.6,24.8,93.0
423,2018-11-26,1,16.562499999999996,16.91319444444444,17.115277777777766,88.50277777777784,12.1,15.4,12.5,74.2,23.0,18.7,24.9,96.6
424,2018-11-27,1,17.251388888888883,17.611111111111104,17.61527777777778,85.5847222222222,13.2,16.3,13.3,63.1,24.1,19.1,25.4,99.8
425,2018-11-28,0,17.288888888888895,17.557638888888896,17.629166666666674,89.77916666666664,12.6,16.1,12.6,62.7,24.3,18.9,25.7,99.1
426,2018-11-29,1,17.243055555555557,17.7763888888889,17.749999999999996,86.47569444444441,13.4,16.5,13.3,60.3,24.8,19.5,26.4,96.5
427,2018-11-30,1,16.518055555555552,17.183333333333326,17.11458333333332,85.99374999999998,11.7,15.8,12.4,63.0,23.8,19.2,25.7,94.3
428,2018-12-01,0,16.074999999999996,16.62708333333334,16.665277777777774,89.9159722222222,11.7,15.1,12.1,68.8,23.5,19.8,25.3,95.3
429,2018-12-02,0,16.215277777777768,16.862500000000004,16.593055555555562,90.32430555555551,13.0,15.7,13.1,64.0,22.9,18.6,24.9,98.6
430,2018-12-03,0,18.045833333333345,17.58541666666666,18.289583333333322,91.02361111111112,14.2,16.2,14.4,57.4,26.0,18.9,27.3,98.5
431,2018-12-04,1,19.69791666666666,18.72083333333332,20.04236111111111,96.6083333333333,16.9,17.8,16.9,77.7,24.8,19.6,25.6,100.0
432,2018-12-05,1,19.291666666666664,19.25347222222221,19.699999999999992,87.98263888888896,15.5,18.2,15.6,59.5,25.3,20.6,26.9,97.4
433,2018-12-06,1,17.220833333333342,18.12708333333334,17.30625,95.06388888888893,15.1,17.5,15.2,89.8,21.0,18.9,21.3,98.6
434,2018-12-07,1,16.697222222222226,17.764583333333327,16.887500000000006,93.14652777777776,12.9,16.6,13.0,77.4,22.0,19.1,23.2,98.7
435,2018-12-08,1,15.484722222222214,16.827777777777776,15.875694444444445,87.4125,12.2,15.7,12.4,62.6,23.2,18.8,24.8,97.1
436,2018-12-09,1,15.35208333333333,16.444444444444443,15.748611111111117,86.2284722222222,12.1,15.3,12.5,66.3,23.0,18.4,24.3,93.5
437,2018-12-10,1,14.674999999999995,15.841666666666672,14.959027777777774,88.41319444444444,11.8,14.1,12.2,75.1,21.9,17.4,23.2,93.8
438,2018-12-11,1,14.927083333333336,15.888194444444444,15.163194444444455,88.78958333333334,11.6,14.8,12.0,62.9,22.3,17.3,23.5,95.6
439,2018-12-12,1,15.69375,16.413194444444443,16.062499999999996,93.46180555555551,12.9,15.4,12.8,71.3,22.1,18.0,23.4,100.0
440,2018-12-13,1,15.628472222222225,16.54375,16.089583333333334,89.29444444444441,12.3,15.4,12.5,61.5,24.0,18.1,23.9,98.4
441,2018-12-14,1,15.688888888888886,16.444444444444443,16.09305555555555,86.52500000000002,12.6,15.3,12.8,61.8,25.1,18.0,23.9,93.9
442,2018-12-15,1,15.561805555555553,16.38819444444444,15.90347222222223,84.19097222222223,12.3,15.4,12.6,59.9,25.2,18.0,24.1,92.1
443,2018-12-16,1,15.293055555555569,16.169444444444448,15.477777777777774,88.73472222222222,12.0,15.2,12.3,69.8,22.5,17.7,23.5,96.0
444,2018-12-17,1,16.163194444444443,16.568750000000005,16.413194444444457,88.34722222222229,13.0,15.5,13.0,55.0,26.6,18.2,25.3,96.7
445,2018-12-18,1,15.345833333333335,16.272222222222226,15.54652777777778,89.65902777777781,12.7,14.6,12.9,66.3,23.0,17.6,22.7,97.5
446,2018-12-19,1,15.309722222222213,16.223611111111108,15.43819444444444,87.95902777777776,12.3,15.2,12.4,59.2,23.7,17.5,23.7,95.3
447,2018-12-20,1,15.176388888888884,15.869444444444444,15.407638888888883,92.2819444444444,12.4,13.8,12.6,77.9,21.8,17.0,23.1,98.3
448,2018-12-21,1,15.581249999999995,15.77999999999999,15.862499999999995,85.31875,12.4,15.2,12.6,53.8,23.2,17.4,22.9,94.7
449,2019-01-09,1,16.914583333333333,16.723611111111108,17.57986111111111,89.42430555555558,11.5,13.3,12.0,54.4,33.2,23.4,32.4,100.0
450,2019-01-10,1,13.452777777777778,15.315972222222221,13.817361111111106,92.42152777777777,11.3,14.7,11.1,75.4,21.0,16.0,21.6,98.2
451,2019-01-11,1,17.217361111111103,16.544444444444444,18.318055555555546,89.54374999999996,11.6,14.5,12.2,58.9,34.1,22.0,37.7,97.9
452,2019-01-12,1,14.110416666666667,15.080555555555554,14.295138888888891,95.81597222222223,11.7,11.8,12.0,84.7,21.8,16.2,22.6,100.0
453,2019-01-13,0,18.589583333333326,16.59236111111111,18.61388888888889,85.72569444444447,11.1,14.4,11.4,41.7,40.2,20.1,34.2,100.0
454,2019-01-14,0,18.46944444444444,17.069444444444443,18.48472222222223,85.19097222222223,11.0,14.9,11.0,41.1,40.2,20.4,34.3,98.9
455,2019-01-15,0,15.526388888888896,16.43958333333334,15.673611111111107,94.53194444444445,11.8,15.4,11.6,70.6,28.5,18.1,30.2,100.0
456,2019-01-16,0,17.990277777777774,16.681250000000002,18.22916666666666,88.19236111111111,11.7,14.4,12.2,41.9,38.8,19.6,33.0,100.0
457,2019-01-17,0,17.202777777777776,16.625000000000004,17.245138888888892,87.89097222222225,11.8,15.2,11.9,34.9,38.9,19.4,35.3,98.4
458,2019-01-18,0,17.887500000000006,17.305555555555557,17.727083333333336,85.42013888888886,12.2,14.8,12.2,41.6,38.8,23.2,33.1,97.5
459,2019-01-19,0,18.475694444444443,17.739583333333325,18.490277777777774,83.42430555555555,11.9,14.8,12.0,42.4,38.7,23.5,33.3,94.9
460,2019-01-20,0,14.689583333333326,16.129166666666674,14.686111111111114,92.1388888888888,12.2,15.4,11.8,61.3,27.1,17.9,25.9,99.1
461,2019-01-21,0,17.581250000000015,16.911111111111108,17.65625000000001,85.04305555555554,11.8,14.5,12.0,38.4,39.2,22.2,33.5,95.7
462,2019-01-22,0,16.031944444444445,16.552777777777788,16.163888888888884,89.85763888888883,12.1,15.1,11.8,59.3,30.0,19.6,31.3,97.6
463,2019-01-23,0,18.039583333333336,17.315972222222214,18.384722222222234,85.7958333333333,11.6,14.4,11.5,50.7,34.7,22.6,33.3,95.5
464,2019-01-24,0,18.14652777777777,17.81180555555555,18.14236111111111,86.3298611111111,12.4,15.3,12.1,46.2,35.1,22.9,32.4,97.8
465,2019-01-25,0,17.050694444444446,17.136111111111116,17.120833333333326,87.52013888888891,12.0,14.6,11.7,45.1,37.5,21.5,33.7,94.9
466,2019-01-26,0,16.963194444444447,17.069444444444443,17.196527777777785,87.28749999999998,12.2,15.2,12.0,46.8,33.5,20.7,31.6,97.2
467,2019-01-27,0,18.090277777777775,17.491666666666664,18.313888888888886,82.75833333333338,11.7,14.6,11.5,44.7,37.3,23.0,34.7,93.7
468,2019-01-28,0,14.918750000000005,15.895833333333336,15.069444444444448,91.15833333333332,12.1,13.9,11.7,80.1,21.9,17.4,23.2,97.6
469,2019-01-29,0,17.89236111111111,17.25277777777778,18.373611111111103,85.57222222222225,12.0,14.6,11.4,48.5,35.8,22.4,33.8,96.8
470,2019-01-30,0,16.242361111111105,16.552083333333336,16.90069444444444,89.59236111111113,10.8,14.0,10.3,46.9,30.5,20.4,31.0,100.0
471,2019-01-31,0,12.843055555555553,14.990277777777786,12.831250000000004,98.8,11.4,14.3,11.1,94.6,18.7,15.7,20.7,100.0
472,2019-02-01,0,17.34513888888889,16.486805555555556,17.691666666666666,84.55694444444441,11.2,13.8,11.1,46.3,34.9,21.8,31.9,98.8
473,2019-02-02,0,17.770138888888887,16.72916666666666,18.41944444444444,85.74930555555554,11.1,12.3,11.0,50.4,35.0,21.3,35.1,95.4
474,2019-02-03,0,16.65625,16.654861111111117,17.371527777777786,90.23611111111113,11.0,14.5,10.8,67.5,29.1,19.4,33.2,96.2
475,2019-02-04,0,17.918055555555547,17.20138888888889,18.558333333333326,90.84305555555555,12.0,14.7,11.9,41.5,35.2,21.2,35.3,100.0
476,2019-02-05,0,17.31874999999999,17.45902777777778,17.889583333333327,87.66180555555552,11.7,15.2,11.5,51.7,29.9,21.4,33.3,99.5
477,2019-02-06,0,14.33888888888889,15.824305555555561,14.247916666666665,94.06944444444441,11.8,15.0,11.4,69.3,28.4,17.9,30.9,98.7
478,2019-02-07,0,17.740972222222222,16.780555555555555,18.651388888888892,90.10486111111112,11.7,14.4,11.2,68.4,29.3,20.1,33.6,96.8
479,2019-02-08,0,14.993055555555554,16.429861111111116,15.244444444444447,93.07569444444445,11.3,15.2,11.2,76.8,21.2,17.7,22.9,100.0
480,2019-02-09,0,12.806249999999995,14.817361111111124,12.929861111111107,98.22152777777781,10.9,14.2,10.9,93.5,17.6,15.5,18.9,100.0
481,2019-02-10,0,16.14722222222223,15.769444444444439,17.194444444444443,88.83888888888892,11.2,13.7,11.1,70.8,29.6,19.4,33.8,95.8
482,2019-02-11,0,13.792361111111116,15.03333333333334,14.020138888888884,91.7375,11.4,14.2,11.2,81.4,20.7,16.4,22.7,96.6
483,2019-02-12,0,17.254861111111108,16.09097222222222,18.554861111111123,84.50833333333334,11.2,13.2,11.3,50.8,30.7,20.3,35.8,95.2
484,2019-02-13,0,17.31458333333334,16.834027777777788,17.86180555555556,85.35277777777776,11.6,14.5,11.3,49.2,32.3,21.1,34.9,95.5
485,2019-02-14,0,15.419444444444444,16.110416666666666,15.872222222222225,88.05902777777777,11.5,14.5,11.0,75.6,23.6,18.3,30.4,94.7
486,2019-02-15,0,13.356944444444444,14.869444444444454,13.914583333333333,92.07361111111106,10.8,14.0,10.5,77.5,24.7,16.2,34.5,97.3
487,2019-02-16,0,16.561111111111124,15.736805555555556,17.58541666666667,88.41250000000002,11.6,13.1,11.6,62.7,28.4,18.6,33.0,97.4
488,2019-02-17,0,17.849305555555556,17.025000000000006,19.28194444444445,83.33263888888888,11.8,14.5,11.5,50.1,31.2,21.4,36.9,95.3
489,2019-02-18,0,17.516666666666666,16.975000000000005,18.52013888888889,84.02916666666667,11.5,14.7,11.1,54.6,31.1,20.9,34.3,94.5
490,2019-02-19,0,14.13819444444445,15.695138888888893,14.037500000000005,96.89583333333336,12.5,15.2,12.0,91.7,17.2,16.2,17.8,100.0
491,2019-02-20,0,18.252083333333328,16.845833333333335,19.040972222222212,91.4104166666666,12.8,14.5,12.5,52.5,32.0,19.6,34.1,100.0
492,2019-02-21,0,18.182638888888892,17.54583333333333,19.086111111111105,84.64027777777775,12.5,15.4,12.3,52.9,31.5,21.2,35.2,96.3
493,2019-02-22,0,17.58333333333333,17.26111111111111,18.302777777777788,85.34305555555548,11.9,15.0,11.4,54.0,28.5,20.0,31.7,94.8
494,2019-02-23,0,18.82083333333334,18.038194444444443,20.35902777777776,86.9784722222222,13.1,15.7,12.6,46.1,33.0,21.2,38.8,98.7
495,2019-02-24,0,18.3201388888889,17.90347222222222,19.49236111111111,86.8145833333333,12.3,15.6,11.9,57.6,28.7,20.7,32.7,96.3
496,2019-02-25,0,19.980555555555558,18.78888888888889,20.927083333333343,84.38125000000002,12.9,16.2,12.3,44.3,34.5,22.0,38.0,98.2
497,2019-02-26,0,20.163888888888884,19.02222222222222,21.965972222222234,82.25625000000005,13.3,15.9,12.7,41.8,32.6,22.7,38.6,96.8
498,2019-02-27,0,18.14444444444443,18.262500000000006,18.921527777777783,88.1125,12.8,16.3,12.2,65.7,28.1,20.5,33.8,95.0
499,2019-02-28,0,15.052777777777786,17.015277777777786,14.871527777777775,97.65416666666668,13.2,16.2,12.7,94.7,18.0,18.1,18.4,100.0
500,2019-03-01,0,19.755555555555546,18.19305555555556,21.231250000000006,83.01458333333333,12.3,15.4,12.0,41.0,33.2,21.9,38.6,99.5
501,2019-03-02,0,18.8513888888889,18.244444444444444,20.04166666666668,80.4611111111111,12.5,15.2,11.9,40.8,29.1,20.9,37.5,93.8
502,2019-03-03,0,15.8951388888889,17.28749999999999,15.888194444444444,92.46875,14.1,16.6,13.5,80.3,21.3,18.1,22.9,97.4
503,2019-03-04,0,16.484027777777776,16.996527777777775,16.813194444444445,92.00833333333335,13.0,15.9,12.6,59.0,29.5,19.1,33.7,97.4
504,2019-03-05,0,18.29125,16.505000000000006,20.130000000000006,85.38250000000002,12.4,15.5,12.1,44.7,32.3,20.1,39.0,97.1
505,2020-01-30,1,17.672,19.652,17.115999999999996,83.18799999999997,13.7,17.6,13.5,48.5,29.1,21.6,26.1,92.0
506,2020-01-31,1,18.5,18.373611111111103,17.902777777777775,72.4208333333333,13.5,16.3,13.3,29.2,33.8,21.4,29.6,90.2
507,2020-02-01,1,18.45,17.877777777777773,17.961111111111116,72.78749999999998,13.2,14.3,13.1,29.4,33.0,21.0,28.2,90.4
508,2020-02-02,1,19.0875,18.288888888888884,18.448611111111106,70.27361111111111,13.0,15.9,13.1,29.9,34.7,21.7,30.2,89.4
509,2020-02-03,1,17.51527777777778,17.901388888888892,17.251388888888883,77.12638888888894,13.1,15.9,13.1,51.4,27.1,20.9,25.7,91.2
510,2020-02-04,1,18.723611111111108,17.784722222222232,18.329166666666666,72.55277777777776,13.2,10.7,13.2,28.6,35.7,21.3,29.9,92.0
511,2020-02-05,1,17.930555555555557,17.851388888888895,17.465277777777768,71.44305555555553,12.9,15.7,13.0,36.7,30.6,20.8,26.7,89.0
512,2020-02-06,1,17.890277777777776,17.626388888888897,17.261111111111113,68.22777777777777,13.0,15.6,13.0,30.5,30.7,20.6,26.9,86.5
513,2020-02-07,1,17.431944444444433,17.79166666666667,17.6125,76.72777777777782,12.5,15.7,12.9,40.4,29.2,21.1,28.0,100.0
514,2020-02-08,1,18.672222222222214,17.786111111111108,18.058333333333334,66.85416666666664,12.9,15.5,13.2,27.2,33.2,20.9,29.5,98.1
515,2020-02-09,1,18.262500000000006,17.920833333333334,17.648611111111116,62.78472222222225,13.1,15.9,13.1,26.7,32.2,20.9,29.2,79.7
516,2020-02-10,1,18.26388888888889,17.683333333333334,17.922222222222224,63.577777777777776,12.8,14.0,12.8,35.8,30.1,20.7,31.0,81.6
517,2020-02-11,1,18.816666666666674,18.186111111111114,18.31111111111112,62.16805555555553,13.1,16.0,13.0,21.5,33.8,21.2,32.0,80.1
518,2020-02-12,1,19.49444444444444,18.612500000000004,18.998611111111114,64.57083333333334,13.1,16.1,13.1,27.0,34.6,21.7,30.0,82.9
519,2020-02-13,1,20.036111111111108,19.422222222222224,19.5125,72.69861111111112,14.9,17.6,14.9,33.5,35.6,22.4,29.1,85.7
520,2020-02-14,1,16.824999999999996,18.266666666666666,16.697222222222226,78.34999999999998,13.6,17.0,13.5,55.0,27.5,20.2,26.2,87.7
521,2020-02-15,1,17.819444444444443,18.052777777777774,17.381944444444443,77.8763888888889,13.6,16.4,13.4,55.3,26.9,20.4,25.4,94.8
522,2020-02-16,1,15.740277777777774,17.009722222222226,15.149999999999995,68.5305555555556,14.6,16.5,13.5,40.3,19.0,17.4,19.0,90.1
523,2020-02-17,1,19.1125,18.077777777777783,18.50138888888889,36.18333333333333,13.4,16.2,13.5,2.3,36.6,20.6,29.4,63.2
524,2020-02-18,1,17.638888888888882,17.783333333333335,17.4375,25.534722222222232,12.1,16.2,12.8,8.4,30.3,20.5,30.2,40.0
525,2020-02-19,1,18.483333333333334,17.55972222222222,18.183333333333334,23.29722222222221,11.7,15.2,12.5,5.3,31.1,20.6,31.1,39.1
526,2020-02-20,1,18.879166666666674,18.26388888888889,18.445833333333344,27.179166666666664,13.1,16.0,13.1,10.3,28.1,20.9,27.4,41.0
527,2020-02-21,1,19.747222222222213,18.584722222222226,19.226388888888884,26.380555555555553,13.2,16.3,13.2,1.8,35.8,21.4,29.3,40.7
528,2020-02-22,1,15.994444444444447,17.30833333333333,16.01388888888889,38.80694444444444,13.4,15.3,13.4,21.6,22.3,18.0,21.9,51.0
529,2020-02-23,1,18.50138888888889,17.795833333333334,17.815277777777773,25.75833333333333,13.3,16.1,13.2,2.0,31.9,20.2,29.7,40.7
530,2020-02-24,1,20.077777777777776,18.355555555555558,19.18472222222222,23.198611111111106,13.2,16.2,13.1,1.5,36.6,21.1,29.1,39.6
531,2020-02-25,1,16.42777777777778,17.587499999999995,16.293055555555547,34.190277777777766,13.4,16.7,13.3,19.4,22.6,18.6,21.6,43.4
532,2020-02-26,1,19.744444444444444,18.691666666666674,19.152777777777775,28.67083333333333,13.5,15.8,13.5,2.4,33.1,21.8,30.6,44.8
533,2020-02-27,1,18.661111111111115,18.2263888888889,18.138888888888886,23.475,13.4,16.5,13.3,2.4,30.9,20.4,29.1,41.1
534,2020-02-28,1,18.81527777777778,17.963888888888892,18.543055555555558,25.118055555555554,13.1,14.9,13.1,2.3,30.9,21.3,29.6,40.0
535,2020-02-29,1,16.534722222222225,17.580555555555556,16.36527777777778,33.25833333333333,13.5,16.4,13.5,10.1,28.2,20.3,25.6,43.1
536,2020-03-01,1,19.812500000000007,18.544444444444448,19.34722222222221,29.36111111111111,13.3,16.0,13.3,2.6,32.5,21.8,28.6,43.9
537,2020-03-02,1,20.4875,19.331944444444442,19.795833333333334,29.78194444444444,14.2,16.9,14.2,1.8,35.0,22.3,30.4,44.5
538,2020-03-03,1,20.204166666666666,19.31944444444445,19.69722222222223,30.76250000000001,13.5,16.9,13.4,1.9,33.2,22.2,30.0,72.4
539,2020-03-04,1,16.94166666666667,18.054166666666664,16.787500000000005,42.61805555555557,13.4,16.9,13.5,19.0,27.0,20.4,26.1,56.8
540,2020-03-05,1,19.44444444444445,18.43194444444445,19.109722222222224,31.081944444444442,13.3,16.3,13.4,2.1,34.0,21.5,30.4,56.0
541,2020-03-06,1,19.96944444444444,18.21111111111111,19.012500000000006,27.004166666666666,13.2,15.8,13.2,1.6,35.6,20.9,31.3,45.5
542,2020-03-07,1,19.934722222222227,18.720833333333328,19.47083333333333,29.863888888888887,12.8,16.1,12.8,1.4,36.2,22.1,31.3,52.7
543,2020-03-08,1,13.65,16.330555555555566,13.845833333333335,41.85,12.8,15.4,12.9,30.6,14.8,18.1,15.1,48.8
544,2020-03-09,1,21.381944444444443,18.09305555555555,20.991666666666678,27.33888888888889,12.1,12.7,12.8,1.4,37.8,21.9,33.3,46.2
545,2020-03-10,1,16.52083333333333,18.07083333333334,16.670833333333334,57.0,15.2,17.8,15.3,37.9,18.5,18.7,18.1,80.7
546,2020-03-11,1,20.380555555555556,19.04444444444444,19.81388888888889,43.547222222222224,13.5,16.8,13.6,1.7,34.6,21.5,31.1,81.8
547,2020-03-12,1,20.68472222222222,19.158333333333328,20.26944444444445,29.038888888888888,13.4,16.7,13.4,1.7,34.6,22.3,31.5,47.3
548,2020-03-13,1,20.523611111111105,19.652777777777782,20.52916666666666,31.41944444444444,13.1,16.8,13.1,1.5,36.3,22.8,33.3,48.0
549,2020-03-14,1,15.77916666666666,17.709722222222226,15.874999999999995,57.01250000000001,13.3,16.1,13.4,31.2,21.6,19.5,21.8,82.9
550,2020-03-15,1,19.838888888888896,18.754166666666666,19.940277777777787,33.687499999999986,12.6,16.1,13.1,1.6,34.7,22.1,32.6,79.8
551,2020-03-16,1,19.284722222222214,18.651388888888892,19.136111111111113,20.22916666666666,13.4,16.7,13.2,1.9,32.3,21.4,30.0,35.7
552,2020-03-17,1,20.43472222222222,19.277777777777775,20.24722222222222,21.097222222222236,13.1,16.4,13.0,1.7,34.1,22.8,32.5,39.7
553,2020-03-18,1,20.675,19.624999999999996,20.31944444444445,30.031944444444452,13.6,16.9,13.4,6.6,33.5,22.9,32.3,66.2
554,2020-03-19,1,21.272222222222226,20.01944444444445,21.38194444444445,30.69027777777778,13.6,17.2,13.5,3.2,35.4,23.3,33.9,46.4
555,2020-03-20,1,19.83333333333333,19.422222222222224,19.525,25.93194444444444,13.6,17.2,13.5,2.3,30.2,22.5,31.4,44.4
556,2020-03-21,1,20.00277777777778,19.08194444444445,20.12222222222222,21.97777777777777,13.0,16.1,12.8,2.2,32.7,22.8,31.9,39.4
557,2020-03-22,1,19.36805555555555,19.116666666666664,19.56805555555556,24.899999999999995,12.9,16.3,12.8,3.1,29.6,22.1,31.0,41.8
558,2020-03-23,1,18.45138888888889,18.30277777777777,18.32638888888888,25.15833333333333,11.2,15.6,10.8,2.4,31.5,22.2,30.4,43.8
559,2020-03-24,1,16.34583333333334,16.80833333333334,16.030555555555548,24.329166666666666,8.9,13.9,8.3,2.3,30.6,20.4,29.6,42.8
560,2020-03-25,1,16.290277777777774,16.486111111111107,16.256944444444443,23.34583333333333,6.9,12.5,6.4,2.5,30.6,21.5,31.1,41.0
561,2020-03-26,1,16.981944444444448,16.684722222222227,17.318055555555556,23.091666666666654,5.8,12.0,5.2,2.6,29.3,20.8,31.5,43.8
