date,disease,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max,housa,days
2018-06-29,0,28.83819444444445,27.42708333333333,28.071527777777767,90.87430555555555,24.7,26.2,25.1,75.9,37.7,28.9,33.9,100.0,2.0059441949922805,81.0
2018-06-30,0,28.985416666666666,27.70486111111111,27.939583333333346,95.24722222222216,25.2,26.6,25.5,71.1,38.3,29.1,37.0,100.0,1.0380341918302474,82.0
2018-07-01,0,30.10625000000001,28.25694444444445,29.33819444444445,88.23263888888886,24.9,26.8,25.4,69.9,40.9,30.3,36.6,100.0,2.7502760836473343,83.0
2018-07-02,0,29.594444444444427,27.985416666666683,27.93541666666666,94.63125,24.3,26.6,24.7,80.9,39.7,29.5,33.0,100.0,1.1723282317760315,84.0
2018-07-03,0,29.556944444444426,27.95347222222223,27.27152777777779,94.10902777777771,24.0,26.7,16.6,73.9,38.8,29.5,34.2,100.0,1.2453523958152573,85.0
2018-07-04,0,27.21805555555556,27.30694444444446,26.72986111111112,96.72222222222223,24.5,26.4,24.7,86.8,32.7,27.9,29.8,100.0,0.6747715542181779,86.0
2018-07-05,0,25.97291666666667,26.311805555555548,25.739583333333343,98.80416666666667,24.5,26.0,24.6,94.2,28.3,26.7,27.4,100.0,0.23445563589781304,87.0
2018-07-06,0,26.27847222222221,26.05625000000002,25.82777777777777,99.2375,24.0,25.3,23.0,92.4,30.3,27.9,28.5,100.0,0.15014908679563518,88.0
2018-07-07,0,27.349305555555574,26.80972222222222,26.50763888888893,97.3201388888889,24.8,24.6,24.4,75.7,33.1,31.5,31.9,100.0,0.5456920660221781,89.0
2018-07-08,0,29.211111111111112,27.58819444444445,28.429861111111112,74.56319444444446,23.7,26.1,24.3,43.7,38.0,29.9,35.6,100.0,5.68953128079085,90.0
2018-07-09,0,29.70625,27.77708333333332,27.963194444444433,76.25763888888885,22.6,25.5,22.9,46.4,43.3,30.2,35.0,98.2,5.191433384319669,91.0
2018-07-10,0,29.98472222222223,27.98680555555556,28.130555555555553,70.07986111111113,22.8,25.9,23.4,42.0,40.8,30.1,34.6,97.9,6.595736855520173,92.0
2018-07-11,0,29.54444444444444,28.00486111111111,28.73611111111111,54.18263888888888,24.1,26.5,24.8,33.6,38.0,29.6,35.4,75.2,10.401388106306902,93.0
2018-07-12,0,30.290972222222226,28.46180555555555,28.80486111111113,62.369444444444454,25.3,27.1,25.8,36.7,40.1,30.3,36.2,97.5,8.571313044894756,94.0
2018-07-13,0,31.84999999999999,28.75208333333333,29.479861111111113,55.12083333333332,24.2,26.9,25.0,35.8,43.2,30.9,36.1,93.4,10.561062538637024,95.0
2018-07-14,0,31.433333333333305,28.918055555555554,29.402777777777786,54.38194444444443,24.1,27.2,25.0,35.2,41.8,30.8,35.5,90.6,10.695135973458298,96.0
2018-07-15,0,32.125694444444434,29.27708333333332,30.35972222222223,48.02777777777776,24.7,27.4,25.6,33.8,43.8,31.2,36.1,66.7,12.75818378872474,97.0
2018-07-16,0,30.52083333333334,29.26250000000001,29.56111111111112,54.06388888888888,25.1,27.8,25.9,35.2,39.0,31.1,35.5,95.2,10.852171058537559,1.0
2018-07-17,0,30.693750000000005,29.475,30.164583333333344,46.546527777777754,26.5,28.2,27.0,33.7,38.1,31.1,35.7,62.7,12.999666376981645,2.0
2018-07-18,0,32.20347222222222,29.98333333333333,30.496527777777768,51.131944444444436,26.4,28.4,27.0,32.7,41.2,31.7,35.2,91.6,12.07498615920643,3.0
2018-07-19,0,30.990972222222233,29.83125,30.27916666666665,42.77361111111113,26.6,28.7,27.2,29.0,41.2,31.3,36.0,55.0,13.993875968552546,4.0
2018-07-20,0,30.13333333333333,29.26666666666666,28.677777777777766,51.83750000000001,25.6,28.2,26.2,30.6,39.6,30.3,34.1,93.5,10.902930282752127,5.0
2018-07-21,0,29.37361111111112,28.5,28.33055555555555,47.88055555555553,25.0,28.5,25.9,24.4,33.5,28.5,32.1,95.0,11.601660853452447,6.0
2018-08-11,0,30.58055555555555,30.090277777777768,30.6,83.47222222222223,26.4,28.1,26.8,50.0,38.4,33.1,39.4,100.0,4.104170039623955,27.0
2018-08-12,0,29.591666666666665,29.46041666666666,29.372222222222234,89.9375,26.4,28.2,26.7,65.0,36.9,31.5,35.2,100.0,2.35567675553356,28.0
2018-08-13,0,30.686805555555548,30.21249999999999,30.38194444444445,86.44444444444444,26.0,27.8,26.3,58.0,38.3,34.0,37.7,100.0,3.3311718737707103,29.0
2018-08-14,0,30.491666666666656,30.20138888888889,30.285416666666656,85.22916666666667,26.5,28.7,26.9,59.0,39.5,32.9,37.3,100.0,3.61307298968224,30.0
2018-08-15,0,27.49166666666665,28.492361111111087,27.51319444444444,93.70833333333331,25.4,27.6,25.8,68.0,37.7,30.7,35.4,100.0,1.345861644163325,31.0
2018-08-16,0,28.27986111111112,28.42430555555555,28.12291666666667,90.25,25.6,27.4,25.9,67.0,35.3,30.5,33.7,100.0,2.1485378558398716,32.0
2018-08-17,0,28.63194444444445,27.634027777777767,27.79375,66.13194444444444,22.1,25.2,22.5,36.0,39.9,30.8,35.5,83.0,7.344616847573827,33.0
2018-08-18,0,26.213888888888878,26.31319444444444,25.559722222222234,69.34027777777777,19.6,23.7,20.1,47.0,38.6,29.3,34.0,87.0,5.9579175237565885,34.0
2018-08-19,0,26.352777777777767,25.996527777777768,25.60763888888889,73.47222222222223,19.4,23.6,20.0,48.0,38.2,29.1,34.5,92.0,5.167219978135631,35.0
2018-08-20,0,26.88333333333333,26.397916666666678,26.395138888888912,84.65972222222223,20.7,24.1,21.4,64.0,35.8,28.6,33.3,100.0,3.106456055936928,36.0
2018-08-21,0,30.89930555555557,28.9597222222222,29.888888888888875,86.67361111111109,25.4,26.8,25.8,64.0,41.9,31.6,37.7,100.0,3.1983186153873984,37.0
2018-08-22,0,32.150694444444454,29.82083333333333,30.7,83.84027777777777,26.3,27.9,26.7,58.0,43.8,32.3,38.1,100.0,4.031999854674895,38.0
2018-08-23,0,30.334722222222208,29.42013888888889,29.5875,87.95833333333331,26.6,27.8,26.7,74.0,43.4,31.8,37.7,99.0,2.8483988514497467,39.0
2018-08-24,0,28.69513888888884,28.95000000000001,28.607638888888875,92.32638888888887,26.9,28.2,27.4,77.0,36.4,30.1,34.0,100.0,1.7312429127451343,40.0
2018-08-25,0,29.51180555555554,28.856944444444427,28.94166666666668,90.63194444444444,25.9,27.9,26.7,77.0,39.1,30.3,33.3,99.0,2.147981591369228,41.0
2018-08-26,0,30.927083333333307,29.29513888888888,29.820138888888888,84.8125,24.3,27.1,25.1,62.0,39.9,31.7,36.2,100.0,3.6329607694331534,42.0
2018-08-27,0,30.774999999999977,29.13541666666667,29.539583333333308,82.36805555555556,23.7,27.0,24.6,63.0,39.7,31.2,35.6,99.0,4.161140606592316,43.0
2018-08-28,0,29.62013888888889,28.78125000000001,28.75277777777779,85.8263888888889,23.9,27.1,24.9,66.0,39.3,30.5,35.2,98.0,3.22026956998478,44.0
2018-08-29,1,30.32222222222222,29.00000000000001,29.27986111111113,84.4861111111111,24.6,27.3,25.7,66.0,39.6,30.6,34.6,96.0,3.6157293600914198,45.0
2018-08-30,1,29.331944444444442,28.770833333333314,28.690277777777762,90.27777777777777,24.7,27.4,25.6,64.0,40.9,30.3,32.8,100.0,2.2022302811189047,46.0
2018-08-31,1,30.839583333333344,29.09513888888889,29.57708333333332,86.16666666666669,24.5,27.2,25.8,63.0,41.6,31.5,35.7,100.0,3.2705684328507347,47.0
2018-09-01,1,26.85069444444445,27.634027777777767,26.71944444444446,89.4375,24.0,26.9,25.0,80.0,36.3,28.4,30.2,95.0,2.1733109437504083,48.0
2018-09-02,1,28.10694444444445,27.509027777777767,27.26805555555555,87.19444444444444,23.3,26.2,24.3,64.0,39.8,29.6,33.9,96.0,2.7066365958181025,49.0
2018-09-03,1,29.168055555555558,27.730555555555572,28.09791666666666,84.06944444444444,22.8,25.9,23.8,65.0,43.1,30.0,35.6,95.0,3.5062372296247433,50.0
2018-09-04,1,27.07291666666668,27.610416666666694,27.225000000000005,95.26388888888887,24.3,26.8,25.2,88.0,35.2,28.8,31.4,100.0,0.9989382140972946,51.0
2018-09-05,1,28.437500000000004,27.90208333333333,28.065972222222253,87.88194444444444,24.2,26.8,25.1,68.0,38.9,29.7,34.2,100.0,2.662983599379371,52.0
2018-09-06,1,27.07083333333333,27.1125,26.773611111111112,87.3125,22.3,25.7,23.3,73.0,35.5,28.4,32.0,97.0,2.617495972705927,53.0
2018-09-07,1,26.919444444444466,27.100000000000005,26.99375,90.22916666666669,23.1,26.0,24.0,81.0,32.4,28.0,30.0,98.0,2.0376540610615974,54.0
2018-09-08,1,27.67569444444446,27.50277777777778,27.61458333333333,90.22222222222223,25.0,26.9,25.7,74.0,34.3,28.6,32.2,97.0,2.1019594654719604,55.0
2018-09-09,1,28.494444444444426,27.814583333333346,28.175,88.22222222222223,24.8,26.7,25.5,67.0,37.7,29.8,34.8,99.0,2.6019652909749507,56.0
2018-09-10,1,24.72361111111111,26.49722222222221,25.15625000000001,93.23611111111113,21.3,24.9,22.2,87.0,32.0,27.4,28.6,98.0,1.2883619489947742,57.0
2018-09-11,1,23.418055555555547,24.74583333333334,23.54375,85.56944444444444,19.7,23.7,20.3,76.0,30.2,25.6,28.1,94.0,2.5361286752822534,58.0
2018-09-12,1,22.15694444444444,23.79583333333333,22.22430555555555,84.84027777777777,19.6,22.7,20.2,74.0,30.1,24.7,26.2,100.0,2.4927880169462417,59.0
2018-09-13,1,23.91041666666666,23.958333333333343,23.69027777777779,84.59722222222223,19.4,22.4,20.0,70.0,36.3,25.6,31.1,94.0,2.7269657513644483,60.0
2018-09-14,1,23.172916666666666,24.07569444444445,23.352083333333336,90.96527777777777,20.4,23.2,20.8,82.0,28.5,25.0,26.6,99.0,1.572614501321686,61.0
2018-09-15,1,23.809722222222234,24.397222222222236,23.96388888888889,94.97222222222223,22.0,23.8,22.6,83.0,29.2,25.1,27.0,100.0,0.9024209412528612,62.0
2018-09-16,1,27.78333333333333,25.996527777777768,27.11111111111112,86.46527777777777,22.5,24.1,23.1,67.0,39.5,28.1,33.8,100.0,2.838866980112776,63.0
2018-09-17,1,27.991666666666678,26.48333333333333,27.20208333333333,75.5625,22.4,25.0,23.2,57.0,40.1,28.4,33.7,95.0,5.148568672014694,64.0
2018-09-18,1,25.847916666666674,25.36458333333335,25.26527777777777,78.03472222222223,19.3,23.4,20.2,63.0,37.3,27.4,31.7,93.0,4.206562724516484,65.0
2018-09-19,1,25.672916666666666,24.16666666666665,24.55833333333333,79.52083333333333,18.5,21.4,19.3,53.0,39.3,29.2,32.1,94.0,3.786506082312152,66.0
2018-09-20,1,21.28541666666668,21.941666666666656,21.3986111111111,90.67361111111113,19.8,20.6,20.4,85.0,24.3,23.9,24.0,97.0,1.4705843905446807,67.0
2018-09-21,1,21.55763888888889,22.96041666666667,21.851388888888888,92.51388888888887,19.2,22.2,19.7,88.0,25.3,23.6,24.2,96.0,1.2079128062432058,68.0
2018-09-22,1,25.57361111111112,24.666666666666657,25.25833333333333,83.15277777777777,20.8,23.2,21.6,61.0,36.1,27.1,32.9,100.0,3.2252946279432364,69.0
2018-09-23,1,25.28680555555556,24.62361111111109,24.860416666666666,82.2361111111111,19.4,22.7,20.2,63.0,35.6,26.7,31.3,94.0,3.334234510533852,70.0
2018-09-24,1,25.303472222222233,25.227777777777767,25.191666666666666,89.29861111111109,21.5,23.9,22.1,72.0,33.7,26.7,30.0,100.0,2.0419490260724125,71.0
2018-09-25,1,22.021527777777774,23.87569444444444,22.488194444444453,92.74305555555556,20.1,22.8,20.5,86.0,24.9,24.8,24.4,98.0,1.209338953422284,72.0
2018-09-26,1,22.15486111111112,23.246527777777786,22.19791666666666,88.85416666666669,17.8,22.0,19.0,71.0,29.5,24.5,26.8,100.0,1.8303158754774236,73.0
2018-09-27,1,20.07638888888889,22.068055555555528,20.25902777777778,92.36111111111113,16.4,21.0,17.3,76.0,26.6,23.2,25.0,100.0,1.136290900468056,74.0
2018-09-28,1,22.32569444444444,22.086805555555557,21.56319444444444,82.10416666666667,14.1,19.4,14.8,59.0,36.8,24.6,29.7,99.0,2.8455619713103486,75.0
2018-09-29,1,20.03958333333334,21.686111111111146,20.254166666666674,88.08333333333331,18.8,21.3,19.3,81.0,22.0,22.0,21.6,94.0,1.7721712929251812,76.0
2018-09-30,1,24.280555555555548,23.122916666666693,23.943750000000005,94.38194444444444,19.8,21.5,20.1,78.0,30.0,24.5,28.0,100.0,1.0073522977950693,77.0
2018-10-01,1,24.71319444444445,24.025,25.172916666666666,72.9513888888889,20.7,23.9,19.0,45.0,29.9,24.1,34.0,91.0,5.156388484863854,78.0
2018-10-27,1,20.524305555555557,20.82361111111111,20.75347222222224,87.46527777777777,15.7,19.1,14.9,48.0,29.1,23.0,32.1,100.0,1.9124213217104975,104.0
2018-10-28,1,18.7,19.565972222222225,19.01111111111111,77.8611111111111,13.1,17.2,12.2,44.0,28.0,22.2,30.7,95.0,3.0878581200967035,20.0
2018-10-29,0,18.02986111111112,18.78680555555556,18.44791666666667,78.8611111111111,11.5,16.0,10.8,49.0,27.1,21.5,30.2,94.0,2.863420765594829,21.0
2018-10-30,0,17.938888888888886,18.670833333333327,18.240277777777788,78.72222222222223,11.7,16.1,10.9,40.0,28.0,21.6,31.8,95.0,2.8512467555450653,22.0
2018-10-31,0,17.11458333333333,18.21319444444445,17.393055555555566,84.45833333333333,12.3,16.1,11.4,43.0,27.4,21.2,30.1,100.0,1.9924140493233824,23.0
2018-11-01,0,16.061111111111117,17.57083333333333,16.48888888888889,86.52777777777777,10.8,15.2,9.8,45.0,25.5,20.4,29.1,100.0,1.6469269913149645,24.0
2018-11-02,0,17.022222222222222,17.65416666666666,17.497222222222213,82.85416666666667,10.3,14.8,9.6,47.0,26.7,20.5,29.9,97.0,2.2100940724601994,25.0
2018-11-03,0,18.324305555555554,18.659722222222207,18.596527777777787,91.74305555555556,15.2,17.3,14.8,58.0,24.6,20.6,26.8,100.0,1.127140536489165,26.0
2018-11-04,0,18.288194444444454,18.993055555555564,18.420138888888886,97.59027777777777,15.9,18.0,15.5,90.0,23.0,20.0,24.6,100.0,0.3259435361382161,27.0
2018-11-05,0,20.11250000000001,19.86319444444445,20.670833333333324,94.74305555555556,16.2,18.2,15.9,72.0,27.3,21.8,30.3,100.0,0.7986653407855383,28.0
2018-11-06,0,20.186805555555555,20.597222222222225,20.589583333333344,97.51388888888887,18.3,20.0,18.3,78.0,24.8,21.8,26.1,100.0,0.3761355765853349,29.0
2018-11-07,0,20.45138888888889,20.621527777777775,21.00138888888889,91.73611111111113,16.7,19.0,16.6,63.0,27.0,22.6,29.6,100.0,1.2769067187702268,30.0
2018-11-08,1,21.01319444444444,20.98541666666668,21.434027777777786,89.64583333333331,17.2,19.4,17.0,61.0,28.8,23.2,32.0,100.0,1.6355926936711775,31.0
2018-11-09,1,19.441666666666674,20.37638888888885,19.763888888888896,99.65277777777777,17.9,19.8,17.8,93.0,23.6,21.3,25.6,100.0,0.05035045429965079,32.0
2018-11-10,1,20.99930555555556,20.990277777777774,21.634027777777767,87.03472222222223,17.6,19.9,17.6,44.0,27.0,22.7,29.6,100.0,2.069012453386497,33.0
2018-11-11,1,19.58472222222221,20.190277777777787,20.075000000000014,87.4375,15.3,18.5,15.0,56.0,26.3,22.1,28.8,100.0,1.851091865674216,34.0
2018-11-12,1,19.790972222222205,20.26111111111112,20.192361111111108,91.71527777777777,16.1,18.7,16.0,61.0,25.1,21.6,26.6,100.0,1.228145791804773,35.0
2018-11-13,1,19.339583333333334,20.197222222222205,19.579861111111125,94.45138888888887,17.4,19.5,17.3,71.0,23.7,21.4,24.8,100.0,0.7970000963509168,36.0
2018-11-14,1,18.9951388888889,19.779861111111114,19.412500000000005,89.03472222222223,15.3,18.3,14.9,52.0,25.3,21.4,27.7,100.0,1.5614949204362705,37.0
2018-11-15,0,17.940277777777762,19.026388888888878,18.31527777777778,88.97916666666669,14.0,17.4,13.4,51.0,23.8,20.6,25.3,100.0,1.4825844173594385,38.0
2018-11-16,0,18.564583333333328,19.13541666666666,18.983333333333334,89.10416666666669,14.0,17.3,13.8,58.0,26.1,21.1,28.0,100.0,1.5175284436367775,39.0
2018-11-17,0,19.36458333333333,19.665972222222237,19.85902777777777,86.59027777777777,15.6,18.2,15.4,45.0,26.2,21.2,27.0,100.0,1.9540895244448238,40.0
2018-11-18,1,18.647222222222236,19.39305555555553,19.009722222222205,88.04166666666669,15.0,17.9,14.8,55.0,25.2,21.1,26.6,100.0,1.6677882822767516,41.0
2018-11-19,1,18.042361111111113,19.21875,18.368750000000006,97.56944444444444,16.0,18.5,15.9,87.0,22.0,20.2,23.0,100.0,0.3278834624108746,42.0
2018-11-20,1,17.652083333333334,18.62638888888888,18.299305555555545,86.06944444444444,14.4,17.4,14.3,46.0,23.5,20.1,25.7,100.0,1.8724586042473972,43.0
2018-11-21,1,17.856944444444434,18.51527777777776,18.320138888888884,88.70833333333331,13.6,16.8,13.1,44.0,25.8,20.5,28.4,100.0,1.5194029679321082,44.0
2018-11-22,1,17.613194444444435,18.65347222222222,17.975694444444454,93.90972222222223,14.9,17.6,14.6,60.0,23.0,20.2,24.6,100.0,0.8049218023607483,45.0
2018-11-23,1,17.57847222222223,18.404166666666672,17.872916666666665,85.33333333333333,14.0,17.0,13.8,45.0,24.7,20.4,25.5,100.0,1.9280460314687469,46.0
2018-11-24,1,17.07222222222223,18.011111111111127,17.50069444444445,84.4375,13.3,16.5,13.0,48.0,24.6,19.8,26.7,100.0,2.0063675789289035,47.0
2018-11-25,1,17.08541666666667,17.925694444444435,17.44166666666667,85.375,13.2,16.4,12.7,52.0,23.3,19.6,24.6,100.0,1.8796810862344535,48.0
2018-11-26,1,17.311111111111103,18.10277777777778,17.838888888888874,92.56944444444444,13.6,16.6,13.3,57.0,23.5,19.9,24.6,100.0,0.975068812362196,49.0
2018-11-27,1,17.82361111111112,18.545833333333352,18.30138888888889,89.71527777777777,14.1,17.1,14.1,58.0,23.9,20.0,25.5,100.0,1.3825583562536556,50.0
2018-11-28,1,17.804861111111116,18.47013888888889,18.34513888888889,93.36111111111113,13.8,16.8,13.5,55.0,24.2,20.0,26.0,100.0,0.8944902040138983,51.0
2018-11-29,1,18.002777777777773,18.64513888888888,18.450000000000006,86.80555555555556,14.2,17.2,14.2,40.0,25.2,20.3,26.1,100.0,1.7874799943087785,52.0
2018-11-30,1,17.58125,18.373611111111103,17.91388888888889,87.45833333333331,14.0,17.0,13.7,51.0,24.2,20.3,25.2,100.0,1.65223010041592,53.0
2018-12-01,1,16.989583333333336,17.940972222222218,17.45833333333334,92.42361111111113,13.4,16.4,13.1,58.0,23.6,19.8,24.9,100.0,0.9746075404639823,54.0
2018-12-02,1,16.980555555555533,18.05347222222222,17.463194444444422,93.0625,14.1,16.9,14.0,57.0,22.9,19.8,24.5,100.0,0.8926497749432021,55.0
2018-12-03,1,18.225694444444443,18.618749999999988,18.856249999999992,95.33333333333331,15.1,17.3,15.2,64.0,25.5,20.1,27.6,100.0,0.6456864044062885,56.0
2018-12-04,1,19.5090277777778,19.613194444444442,20.456944444444442,100.0,17.1,18.6,17.6,100.0,23.7,20.7,25.5,100.0,0.0,57.0
2018-12-05,1,19.63125,19.963194444444433,20.25,85.47222222222223,16.7,19.0,16.7,43.0,25.5,21.1,26.4,100.0,2.160016909470557,58.0
2018-12-06,1,17.511805555555554,18.956944444444435,18.038194444444443,99.53472222222223,16.0,18.3,16.3,96.0,20.2,19.8,21.6,100.0,0.06169434171439923,59.0
2018-12-07,1,17.138194444444444,18.56388888888889,17.651388888888892,96.5,14.2,17.4,14.2,63.0,22.3,19.9,23.4,100.0,0.4548045713788834,60.0
2018-12-08,1,16.373611111111117,17.736111111111104,16.66458333333333,88.09722222222223,13.4,16.7,13.3,51.0,23.3,19.6,25.8,100.0,1.468607953254209,61.0
2018-12-09,1,16.311111111111103,17.496527777777786,16.56041666666666,88.24305555555556,13.4,16.3,13.3,51.0,23.0,19.4,23.7,100.0,1.442672580586149,62.0
2018-12-10,1,15.316666666666654,16.945833333333336,15.830555555555556,94.59722222222223,13.0,15.6,12.9,66.0,21.5,18.7,22.5,100.0,0.6378742691959011,63.0
2018-12-11,1,15.500694444444447,16.926388888888884,15.984027777777774,93.85416666666669,13.0,15.9,12.7,67.0,22.0,18.5,23.4,100.0,0.7315251300188106,64.0
2018-12-12,1,15.93125,17.28125,16.699305555555554,93.19444444444444,13.3,16.2,13.7,50.0,22.3,19.1,24.0,100.0,0.8412314235307519,65.0
2018-12-13,1,16.178472222222226,17.427777777777766,16.956944444444453,91.11111111111113,13.1,16.2,13.1,47.0,22.7,19.2,24.6,100.0,1.1137490591313624,66.0
2018-12-14,1,16.18263888888887,17.327777777777776,16.788194444444443,89.25694444444444,13.4,16.3,13.5,51.0,22.4,19.0,23.5,100.0,1.3341736964701036,67.0
2018-12-15,1,16.01319444444444,17.177083333333332,16.51944444444444,86.34722222222223,13.2,16.1,13.3,50.0,22.1,19.0,23.2,100.0,1.6716911662597629,68.0
2018-12-16,1,15.506249999999996,17.054166666666667,16.282638888888904,94.75694444444444,13.0,15.9,13.1,72.0,22.4,18.9,24.0,100.0,0.6340027492301499,69.0
2018-12-17,1,16.331944444444453,17.4236111111111,17.12222222222222,91.26388888888887,13.2,16.3,13.7,56.0,23.5,19.2,24.3,100.0,1.1041536919187729,70.0
2018-12-18,1,15.616666666666658,17.1625,16.351388888888895,93.53472222222223,13.2,16.3,13.7,59.0,21.9,18.6,22.6,100.0,0.7846406171267338,71.0
2018-12-19,1,15.347222222222232,17.049305555555566,16.275694444444447,92.78472222222223,12.8,15.9,13.0,61.0,23.1,18.5,24.5,100.0,0.8721685249378652,72.0
2018-12-20,1,15.079861111111107,16.739583333333336,16.201388888888893,98.14583333333331,12.7,15.2,13.2,72.0,22.1,18.2,23.9,100.0,0.2232496704838441,73.0
2018-12-21,1,15.5825,16.593750000000007,16.592499999999998,91.1,13.1,16.0,13.4,55.0,22.0,18.3,23.4,100.0,1.0939509566018406,74.0
2019-06-24,0,24.586956521739136,25.89565217391305,24.49130434782609,76.71739130434783,22.7,24.7,22.5,53.8,30.0,28.2,29.2,88.5,4.290489507269816,29.0
