Date/Time	T20	ST	T60	H
2016/07/22 0:00	24.8	25.5	24.7	87
2016/07/22 0:10	24.6	25.5	24.6	87
2016/07/22 0:20	24.6	25.5	24.6	87
2016/07/22 0:30	24.7	25.5	24.6	87
2016/07/22 0:40	24.6	25.4	24.6	87
2016/07/22 0:50	24.6	25.4	24.5	87
2016/07/22 1:00	24.5	25.4	24.4	88
2016/07/22 1:10	24.5	25.4	24.4	88
2016/07/22 1:20	24.5	25.4	24.4	88
2016/07/22 1:30	24.5	25.3	24.3	87
2016/07/22 1:40	24.4	25.3	24.3	87
2016/07/22 1:50	24	25.3	23.9	91
2016/07/22 2:00	23.7	25.2	23.7	94
2016/07/22 2:10	24	25.2	24	93
2016/07/22 2:20	24.1	25.2	24.1	92
2016/07/22 2:30	24.2	25.2	24.2	91
2016/07/22 2:40	24.3	25.2	24.2	91
2016/07/22 2:50	24.2	25.2	24.1	91
2016/07/22 3:00	24	25.2	23.9	92
2016/07/22 3:10	24	25.1	23.9	92
2016/07/22 3:20	24	25.1	24	92
2016/07/22 3:30	24.2	25.1	24.1	90
2016/07/22 3:40	23.9	25.1	23.8	90
2016/07/22 3:50	23.8	25.1	23.7	91
2016/07/22 4:00	23.6	25	23.5	94
2016/07/22 4:10	23.4	24.9	23.3	96
2016/07/22 4:20	23.2	24.9	23.2	95
2016/07/22 4:30	23.3	24.8	23.2	95
2016/07/22 4:40	23.4	24.8	23.4	96
2016/07/22 4:50	23.5	24.8	23.4	96
2016/07/22 5:00	23.4	24.8	23.4	96
2016/07/22 5:10	23.6	24.8	23.5	94
2016/07/22 5:20	23.7	24.8	23.7	94
2016/07/22 5:30	23.9	24.9	23.8	92
2016/07/22 5:40	24.1	24.9	24	92
2016/07/22 5:50	24.4	25	24.3	90
2016/07/22 6:00	25	25.1	24.8	88
2016/07/22 6:10	26.2	25.3	26	83
2016/07/22 6:20	27.2	25.6	27.6	77
2016/07/22 6:30	27.2	25.8	27.1	75
2016/07/22 6:40	26.9	25.9	26.8	78
2016/07/22 6:50	27.9	26	27.5	75
2016/07/22 7:00	30.4	26.5	29.6	67
2016/07/22 7:10	30.2	26.9	30	65
2016/07/22 7:20	30.9	27.1	31.3	59
2016/07/22 7:30	30.1	27.4	30.1	62
2016/07/22 7:40	28.6	27.2	28.7	66
2016/07/22 7:50	28.3	27	28.2	68
2016/07/22 8:00	28.2	26.9	28.2	68
2016/07/22 8:10	27.7	26.8	27.7	69
2016/07/22 8:20	27.7	26.7	27.5	70
2016/07/22 8:30	27.5	26.7	27.3	71
2016/07/22 8:40	27.3	26.6	27.3	72
2016/07/22 8:50	27.6	26.6	27.5	72
2016/07/22 9:00	27.9	26.7	27.7	70
2016/07/22 9:10	28.5	26.8	28.5	70
2016/07/22 9:20	29.4	27.2	29.4	66
2016/07/22 9:30	29.6	27.3	29.6	64
2016/07/22 9:40	30.5	27.5	30.5	63
2016/07/22 9:50	32	28.2	32.4	57
2016/07/22 10:00	34	29	34.9	53
2016/07/22 10:10	32.7	29.1	33.3	56
2016/07/22 10:20	31.6	29.1	31.8	58
2016/07/22 10:30	31.5	29.1	32.2	59
2016/07/22 10:40	30.4	28.9	30.6	60
2016/07/22 10:50	30.3	28.6	30.2	62
2016/07/22 11:00	31	28.5	31	62
2016/07/22 11:10	31.2	28.7	31.6	57
2016/07/22 11:20	28.6	28.1	29.2	70
2016/07/22 11:30	28.9	27.8	29.6	68
2016/07/22 11:40	30	28	30.5	64
2016/07/22 11:50	30.3	28.2	30.7	63
2016/07/22 12:00	31.8	28.5	32.6	57
2016/07/22 12:10	31.4	28.7	32.1	57
2016/07/22 12:20	33.9	29.3	34.9	55
2016/07/22 12:30	30.1	29.3	31.1	58
2016/07/22 12:40	32.6	29.4	34.3	56
2016/07/22 12:50	33.9	30.7	36.5	45
2016/07/22 13:00	33	30.7	34.5	51
2016/07/22 13:10	34.5	30.8	36.5	48
2016/07/22 13:20	33.3	31	34.2	52
2016/07/22 13:30	31.2	30.5	32.7	56
2016/07/22 13:40	29.3	29.8	29.8	62
2016/07/22 13:50	30.1	29.4	30.8	60
2016/07/22 14:00	32.3	29.4	33.5	53
