date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x
2018-10-28,21.57614678899082,20.51926605504588,21.71559633027523,80.98990825688072,17.8,19.6,17.6,44.3,30.0,22.1,31.7,94.7
2018-10-29,19.47339449541284,19.08348623853212,19.78623853211009,68.33394495412843,12.2,17.2,11.6,40.6,27.7,21.0,29.5,91.4
2018-10-30,18.387155963302746,18.114678899082573,18.741284403669717,72.78715596330278,10.5,15.9,9.8,40.3,28.6,20.5,29.9,92.8
2018-10-31,18.434862385321097,18.099999999999998,18.811009174311927,70.16238532110091,10.6,16.0,10.0,37.7,29.2,20.5,31.6,94.7
2018-11-01,17.292660550458713,17.497247706422016,17.682568807339454,71.20275229357802,11.4,15.9,11.2,39.8,26.8,19.6,29.4,90.1
2018-11-02,15.833944954128443,16.488990825688074,16.57155963302752,69.10366972477063,9.6,14.9,9.1,34.7,26.9,18.5,27.3,91.3
2018-11-03,17.166972477064217,16.596330275229356,17.83211009174311,70.52293577981649,9.2,14.3,8.6,35.8,28.0,19.3,30.6,89.1
2018-11-04,18.55412844036698,17.938532110091742,18.79174311926605,85.6321100917431,14.7,16.9,14.3,58.3,26.4,19.8,26.7,94.5
2018-11-05,18.466055045871567,18.513761467889903,18.538532110091747,92.43761467889904,15.3,17.6,15.0,85.9,23.0,19.3,24.5,96.7
2018-11-06,20.248623853211,19.05963302752294,20.763302752293573,90.77247706422017,15.7,17.9,15.4,74.3,28.0,21.0,30.2,97.5
2018-11-07,20.548623853211005,20.009174311926618,20.633944954128435,92.4724770642202,18.7,19.6,18.5,72.6,24.9,21.0,25.4,97.9
2018-11-08,20.671559633027524,19.81926605504587,21.308256880733953,86.65688073394487,15.8,18.4,15.7,63.8,27.2,21.6,30.2,99.9
2018-11-09,21.445871559633026,20.248623853210997,22.073394495412852,85.03486238532109,16.0,18.8,16.1,46.9,29.6,22.1,31.9,98.5
2018-11-10,19.24678899082569,19.680733944954145,19.346788990825686,94.27431192660552,16.8,19.1,16.8,81.1,23.6,20.5,25.2,98.5
2018-11-11,21.697247706422015,20.43853211009175,22.399999999999995,86.61192660550456,17.9,19.3,17.8,59.7,27.9,22.0,30.3,98.5
2018-11-12,19.468807339449537,19.40366972477064,20.01192660550459,81.32752293577983,13.8,17.8,13.8,61.9,26.5,21.2,28.8,96.1
2018-11-13,19.52844036697247,19.315596330275223,19.914678899082574,85.3889908256881,15.0,18.0,14.9,65.4,25.2,20.7,26.9,96.4
2018-11-14,19.24587155963303,19.455045871559644,19.524770642201837,89.38899082568804,16.7,18.6,16.7,79.1,23.6,20.6,25.1,94.4
2018-11-15,19.121100917431193,18.992660550458712,19.598165137614682,83.3862385321101,14.1,17.6,14.1,61.6,25.6,20.6,28.3,95.7
2018-11-16,17.83119266055046,18.178899082568805,18.480733944954128,81.55321100917432,12.0,16.6,12.5,53.7,24.0,19.9,25.4,96.0
2018-11-17,18.11467889908256,17.843119266055048,18.82935779816513,81.9275229357798,12.3,15.9,12.5,64.1,26.0,20.3,28.6,96.0
2018-11-18,19.151376146788987,18.544954128440377,20.001834862385316,83.81926605504593,14.1,16.9,14.4,62.6,25.5,20.4,27.7,98.1
2018-11-19,18.24770642201835,18.365137614678897,18.76880733944954,81.97614678899086,13.4,16.7,13.6,64.5,25.1,20.3,26.9,98.3
2018-11-20,17.784403669724767,18.22385321100916,17.937614678899077,89.41376146788991,15.5,17.5,15.3,79.5,22.0,19.2,22.6,94.4
2018-11-21,17.255045871559627,17.546788990825675,18.166055045871556,81.95963302752294,13.1,16.3,13.2,52.1,23.2,19.1,25.2,95.4
2018-11-22,17.222935779816517,17.277064220183487,17.94678899082569,82.5247706422018,11.4,15.7,12.1,53.2,25.7,19.4,28.2,98.3
2018-11-23,17.4697247706422,17.722935779816513,17.785321100917425,89.46238532110095,14.9,17.0,14.8,73.8,23.0,19.2,24.3,92.8
2018-11-24,17.483486238532116,17.471559633027514,17.98623853211009,82.31559633027524,12.6,15.9,12.7,61.6,25.0,19.7,26.4,93.2
2018-11-25,16.822935779816515,16.901834862385318,17.644954128440368,81.70458715596331,11.7,15.3,11.9,59.8,24.3,18.9,27.2,91.5
2018-11-26,16.782568807339448,16.6697247706422,17.433027522935777,80.5137614678899,11.7,15.2,12.0,58.9,23.1,18.6,24.8,91.9
2018-11-27,16.95229357798165,16.75412844036697,17.60275229357798,87.66330275229362,12.1,15.4,12.5,74.2,23.0,18.7,24.9,96.6
2018-11-28,17.9834862385321,17.578899082568803,18.465137614678895,83.78165137614677,13.2,16.3,13.3,63.1,24.1,19.1,25.4,99.8
2018-11-29,17.366055045871562,17.365137614678897,17.79816513761469,88.77247706422021,12.6,16.1,12.6,62.7,24.3,18.9,25.7,99.1
2018-11-30,18.033027522935775,17.852293577981662,18.625688073394496,85.10642201834862,13.4,16.5,13.3,60.3,24.8,19.5,26.4,96.5
2018-12-01,17.41559633027522,17.248623853211004,18.091743119266052,84.24862385321101,12.4,15.8,12.8,63.0,23.8,19.2,25.7,94.3
2018-12-02,16.456880733944956,16.488073394495416,17.181651376146792,88.4385321100917,11.7,15.1,12.1,68.8,23.5,19.8,25.3,95.2
2018-12-03,16.909174311926606,16.9,17.35321100917432,89.14495412844036,13.0,15.7,13.1,64.0,22.9,18.6,24.9,98.6
2018-12-04,18.164220183486247,17.37614678899083,18.465137614678895,90.0366972477064,14.2,16.2,14.4,57.4,26.0,18.9,27.3,98.5
2018-12-05,19.760550458715596,18.511926605504563,20.1605504587156,95.92018348623853,16.9,17.8,16.9,77.7,24.8,19.6,25.6,100.0
2018-12-06,20.28715596330276,19.428440366972467,20.79357798165138,86.08073394495418,16.6,18.5,16.5,59.5,25.3,20.6,26.9,97.4
2018-12-07,17.499082568807342,18.1256880733945,17.592660550458714,94.74403669724778,15.1,17.5,15.2,89.8,21.0,18.9,21.3,98.6
2018-12-08,17.555045871559635,17.926605504587155,17.756880733944957,92.82844036697249,15.4,17.1,15.2,77.4,22.0,19.1,23.2,98.7
2018-12-09,16.21926605504587,16.957798165137607,16.684403669724773,86.31100917431193,12.2,15.7,12.4,62.6,23.2,18.8,24.8,97.1
2018-12-10,16.09816513761468,16.522018348623856,16.569724770642203,84.83211009174309,12.1,15.3,12.5,66.3,23.0,18.4,24.3,93.5
2018-12-11,15.23669724770642,15.869724770642215,15.577981651376142,87.67706422018351,11.8,14.1,12.2,75.1,21.9,17.4,23.2,93.8
2018-12-12,15.33853211009174,15.814678899082557,15.656880733944957,86.82385321100915,11.6,14.8,12.0,62.9,22.3,17.3,23.5,93.9
2018-12-13,16.376146788990827,16.374311926605507,16.8256880733945,91.43577981651374,12.9,15.4,12.8,71.3,22.1,18.0,23.4,99.6
2018-12-14,16.25504587155964,16.517431192660545,16.855045871559636,88.00825688073398,12.3,15.4,12.5,61.5,24.0,18.1,23.9,98.4
2018-12-15,16.458715596330276,16.470642201834867,16.96330275229358,85.51192660550458,12.6,15.3,12.8,61.8,25.1,18.0,23.9,93.9
2018-12-16,16.33577981651376,16.42018348623853,16.751376146788992,82.73119266055045,12.3,15.4,12.6,59.9,25.2,18.0,24.1,92.0
2018-12-17,15.895412844036697,16.174311926605505,16.15963302752293,86.97981651376146,12.0,15.2,12.3,69.8,22.5,17.7,23.5,93.5
2018-12-18,16.835779816513764,16.533027522935782,17.203669724770645,86.79908256880738,13.0,15.5,13.0,55.0,26.6,18.2,25.3,96.7
2018-12-19,15.962385321100925,16.315596330275234,16.21192660550459,89.1577981651376,12.9,14.6,12.9,66.3,23.0,17.6,22.7,97.5
2018-12-20,15.905504587155958,16.217431192660555,16.081651376146787,86.1412844036697,12.3,15.2,12.4,59.2,23.7,17.5,23.7,95.0
2018-12-21,15.657798165137613,15.828440366972472,15.963302752293576,91.2853211009174,12.4,13.8,12.6,77.9,21.8,17.0,23.1,98.3
