date,disease,T20_mean_x,T20_min_x,ST_max_x,H_max_x,H_mean_y,ST_max_y,H_max_y,ST_max_z,H_max_z
2018-05-04,0.0,18.480555555555547,10.9,22.9,90.0,64.46319444444447,22.9,90.0,22.9,90.0
2018-05-05,0.0,19.31319444444445,9.1,22.3,91.8,67.02152777777778,22.3,91.8,22.3,91.8
2018-05-06,0.0,21.031250000000004,11.6,24.0,91.5,71.50416666666672,24.0,91.5,24.0,91.5
2018-05-07,0.0,17.775694444444426,15.4,19.4,100.0,97.57361111111112,19.4,100.0,19.4,100.0
2018-05-08,0.0,18.731944444444444,15.3,20.2,100.0,94.17499999999997,20.2,100.0,20.2,100.0
2018-05-09,0.0,19.247222222222213,13.5,22.1,99.2,80.79722222222223,22.1,99.2,22.1,99.2
2018-05-10,0.0,18.182638888888885,10.6,22.3,85.6,62.18888888888888,22.3,85.6,22.3,85.6
2018-05-11,0.0,19.154166666666654,8.6,22.8,92.1,66.6923611111111,22.8,92.1,22.8,92.1
2018-05-12,0.0,20.53263888888888,10.7,23.4,94.1,73.73402777777778,23.4,94.1,23.4,94.1
2018-05-13,0.0,18.541666666666668,16.2,19.4,99.9,94.29027777777785,19.4,99.9,19.4,99.9
2018-05-14,0.0,23.46249999999999,17.0,25.2,100.0,74.05416666666666,25.2,100.0,25.2,100.0
2018-05-15,0.0,23.06666666666668,14.6,26.0,93.4,75.31805555555555,26.0,93.4,26.0,93.4
2018-05-16,0.0,23.3902777777778,16.1,23.8,92.9,80.32430555555561,23.8,92.9,23.8,92.9
2018-05-17,0.0,24.615,18.7,25.5,93.3,80.41625,25.5,93.3,25.5,93.3
2018-05-29,0.0,23.59513888888889,19.1,24.5,100.0,85.99236111111101,24.5,100.0,24.5,100.0
2018-05-30,0.0,21.918749999999992,19.0,24.0,99.8,88.84652777777771,24.0,99.8,24.0,99.8
2018-05-31,0.0,19.71944444444444,17.8,22.0,99.2,91.42708333333331,22.0,99.2,22.0,99.2
2018-06-01,0.0,24.72013888888889,15.9,26.9,96.3,64.98055555555558,26.9,96.3,26.9,96.3
2018-06-02,0.0,24.278472222222234,16.5,26.9,100.0,72.48749999999997,26.9,100.0,26.9,100.0
2018-06-03,0.0,25.087499999999995,17.1,27.9,97.5,70.14374999999995,27.9,97.5,27.9,97.5
2018-06-04,0.0,25.69027777777778,17.3,27.6,93.3,68.44166666666663,27.6,93.3,27.6,93.3
2018-06-05,0.0,24.516666666666666,18.0,26.6,96.0,75.97916666666667,26.6,96.0,26.6,96.0
2018-06-06,0.0,21.21944444444445,17.9,23.5,100.0,93.57777777777778,23.5,100.0,23.5,100.0
2018-06-07,0.0,23.92777777777779,19.6,26.2,100.0,85.01875000000003,26.2,100.0,26.2,100.0
2018-06-08,0.0,24.12986111111113,18.6,26.5,100.0,83.61527777777775,26.5,100.0,26.5,100.0
2018-06-09,0.0,26.33888888888889,19.7,27.5,100.0,79.6416666666667,27.5,100.0,27.5,100.0
2018-06-10,0.0,23.92638888888887,19.4,24.9,96.3,84.43472222222223,24.9,96.3,24.9,96.3
2018-06-11,0.0,26.447916666666657,22.1,26.2,94.9,82.44861111111112,26.2,94.9,26.2,94.9
2018-06-12,0.0,27.342361111111106,20.1,28.0,95.1,71.05624999999998,28.0,95.1,28.0,95.1
2018-06-13,0.0,24.938194444444427,18.2,25.8,89.1,69.6006944444444,25.8,89.1,25.8,89.1
2018-06-14,0.0,24.43333333333333,16.7,25.8,93.1,76.89583333333337,25.8,93.1,25.8,93.1
2018-06-15,0.0,22.651388888888906,19.8,24.4,98.2,90.2465277777778,24.4,98.2,24.4,98.2
2018-06-16,0.0,22.38888888888889,17.1,24.6,95.9,80.75277777777772,24.6,95.9,24.6,95.9
2018-06-17,0.0,24.21041666666665,16.1,26.1,98.1,77.06180555555554,26.1,98.1,26.1,98.1
2018-06-18,0.0,22.09652777777779,18.3,24.2,95.5,87.97361111111117,24.2,95.5,24.2,95.5
2018-06-19,0.0,23.91597222222222,18.7,25.5,97.6,84.15347222222226,25.5,97.6,25.5,97.6
2018-06-20,0.0,21.852083333333308,19.7,23.3,100.0,97.41319444444444,23.3,100.0,23.3,100.0
2018-06-21,0.0,24.041666666666675,18.9,24.5,100.0,87.02638888888889,24.5,100.0,24.5,100.0
2018-06-22,0.0,25.78749999999999,16.9,26.1,94.4,73.47152777777774,26.1,94.4,26.1,94.4
2018-06-23,0.0,20.813888888888897,18.4,24.0,100.0,92.81666666666668,24.0,100.0,24.0,100.0
2018-06-24,0.0,24.69444444444445,18.4,27.4,100.0,82.00972222222222,27.4,100.0,27.4,100.0
2018-06-25,0.0,27.88541666666665,19.6,29.9,96.4,73.56597222222223,29.9,96.4,29.9,96.4
2018-06-26,0.0,27.347916666666666,22.0,29.4,97.4,83.85902777777777,29.4,97.4,29.4,97.4
2018-06-27,0.0,27.60694444444445,23.5,28.4,97.5,85.44027777777777,28.4,97.5,28.4,97.5
2018-06-28,0.0,28.443750000000005,24.0,29.9,100.0,85.7666666666667,29.9,100.0,29.9,100.0
2018-06-29,0.0,28.076388888888868,24.6,29.1,99.9,88.27569444444444,29.1,99.9,29.1,99.9
2018-06-30,0.0,28.40416666666668,25.1,29.8,100.0,89.30694444444444,29.8,100.0,29.8,100.0
2018-07-01,0.0,29.202083333333324,24.6,30.4,100.0,85.34583333333336,30.4,100.0,30.4,100.0
2018-07-02,0.0,28.93333333333333,24.1,29.7,98.3,86.3472222222222,29.7,98.3,29.7,98.3
2018-07-03,0.0,28.7777777777778,23.8,29.6,99.9,85.6847222222222,29.6,99.9,29.6,99.9
2018-07-04,0.0,26.80555555555555,24.4,27.7,99.5,92.24166666666667,27.7,99.5,27.7,99.5
2018-07-05,0.0,25.785416666666652,24.4,26.5,98.8,93.95069444444442,26.5,98.8,26.5,98.8
2018-07-06,0.0,26.08680555555555,23.9,29.4,100.0,93.44166666666663,29.4,100.0,29.4,100.0
2018-07-07,0.0,27.277083333333348,24.7,32.2,100.0,89.9055555555556,32.2,100.0,32.2,100.0
2018-07-08,0.0,29.28819444444445,23.5,29.6,100.0,86.49444444444447,29.6,100.0,29.6,100.0
2018-07-09,0.0,29.47291666666667,22.5,29.9,97.3,85.09374999999999,29.9,97.3,29.9,97.3
2018-07-10,0.0,30.20347222222223,22.7,29.8,97.2,83.25972222222225,29.8,97.2,29.8,97.2
2018-07-11,0.0,29.787500000000005,24.0,29.2,99.3,83.71180555555549,29.2,99.3,29.2,99.3
2018-07-12,0.0,30.45347222222223,25.2,30.2,99.2,83.97708333333334,30.2,99.2,30.2,99.2
2018-07-13,0.0,31.902777777777786,24.0,30.7,96.2,80.7215277777778,30.7,96.2,30.7,96.2
2018-07-14,0.0,31.393750000000026,24.0,30.7,97.3,82.90763888888887,30.7,97.3,30.7,97.3
2018-07-15,0.0,32.013888888888864,24.6,31.2,97.7,83.55208333333333,31.2,97.7,31.2,97.7
2018-07-16,0.0,30.831944444444428,25.0,31.0,96.8,85.03819444444446,31.0,96.8,31.0,96.8
2018-07-17,0.0,30.84861111111111,26.4,31.0,99.0,86.80624999999998,31.0,99.0,31.0,99.0
2018-07-18,0.0,32.211805555555564,26.3,31.6,99.4,85.4423611111111,31.6,99.4,31.6,99.4
2018-07-19,0.0,31.17222222222221,26.5,31.2,98.2,86.27986111111109,31.2,98.2,31.2,98.2
2018-07-20,0.0,30.177777777777766,25.5,30.0,97.0,87.27013888888884,30.0,97.0,30.0,97.0
2018-07-21,0.0,29.584027777777766,25.0,28.3,98.8,85.24166666666666,28.3,98.8,28.3,98.8
2018-08-11,0.0,30.65902777777779,26.5,34.2,97.2,80.72430555555559,34.2,97.2,34.2,97.2
2018-08-12,0.0,29.660416666666656,26.4,31.8,97.2,85.86805555555556,31.8,97.2,31.8,97.2
2018-08-13,0.0,30.87291666666665,26.0,34.1,99.1,82.46527777777777,34.1,99.1,34.1,99.1
2018-08-14,0.0,30.50694444444445,26.6,33.4,97.0,82.37569444444443,33.4,97.0,33.4,97.0
2018-08-15,0.0,27.417361111111088,25.3,31.0,98.0,90.16805555555551,31.0,98.0,31.0,98.0
2018-08-16,0.0,28.325694444444466,25.5,30.6,100.0,86.6458333333333,30.6,100.0,30.6,100.0
2018-08-17,0.0,28.75833333333333,22.2,31.3,83.6,63.01180555555558,31.3,83.6,31.3,83.6
2018-08-18,0.0,26.211805555555554,19.7,29.4,86.4,65.82083333333334,29.4,86.4,29.4,86.4
2018-08-19,0.0,26.28958333333334,19.4,29.6,91.8,70.52152777777775,29.6,91.8,29.6,91.8
2018-08-20,0.0,26.888194444444427,20.7,28.7,100.0,82.4826388888889,28.7,100.0,28.7,100.0
2018-08-21,0.0,30.776388888888878,25.4,31.7,100.0,83.57083333333334,31.7,100.0,31.7,100.0
2018-08-22,0.0,32.13472222222221,26.2,32.3,99.7,80.01527777777774,32.3,99.7,32.3,99.7
2018-08-23,0.0,30.193055555555574,26.6,31.5,99.2,84.72847222222228,31.5,99.2,31.5,99.2
2018-08-24,0.0,28.62083333333332,26.9,30.1,100.0,90.26875000000004,30.1,100.0,30.1,100.0
2018-08-25,0.0,29.521527777777766,25.8,30.2,99.7,88.66180555555556,30.2,99.7,30.2,99.7
2018-08-26,0.0,31.240972222222208,24.2,31.7,100.0,82.70833333333339,31.7,100.0,31.7,100.0
2018-08-27,1.0,31.10833333333332,23.6,31.2,99.4,81.16597222222221,31.2,99.4,31.2,99.4
2018-08-28,1.0,29.834722222222233,23.8,30.4,99.1,85.25277777777784,30.4,99.1,30.4,99.1
2018-08-29,1.0,30.372916666666683,24.6,30.5,98.9,83.85277777777782,30.5,98.9,30.5,98.9
2018-08-30,1.0,29.225000000000005,24.6,30.1,100.0,90.18194444444444,30.1,100.0,30.1,100.0
2018-08-31,1.0,30.89097222222221,24.4,31.4,100.0,84.9986111111111,31.4,100.0,31.4,100.0
2018-09-01,1.0,26.80555555555555,23.8,28.1,98.0,89.43055555555553,28.1,98.0,28.1,98.0
2018-09-02,1.0,27.99722222222221,23.2,29.3,97.5,87.51527777777778,29.3,97.5,29.3,97.5
2018-09-03,1.0,28.83888888888889,22.7,29.6,96.1,83.73680555555555,29.6,96.1,29.6,96.1
2018-09-04,1.0,27.00000000000001,24.1,28.4,99.4,94.45694444444445,28.4,99.4,28.4,99.4
2018-09-05,1.0,28.738888888888887,23.9,29.3,100.0,86.79722222222219,29.3,100.0,29.3,100.0
2018-09-06,1.0,26.80416666666666,22.1,28.0,97.4,86.7909722222223,28.0,97.4,28.0,97.4
2018-09-07,1.0,26.74722222222222,22.8,27.8,97.5,89.81736111111107,27.8,97.5,27.8,97.5
2018-09-08,1.0,27.62291666666666,24.8,28.3,97.6,89.67916666666662,28.3,97.6,28.3,97.6
2018-09-09,1.0,28.21250000000001,24.6,29.4,99.2,87.65347222222222,29.4,99.2,29.4,99.2
2018-09-10,1.0,24.57638888888889,20.9,27.3,98.3,93.18958333333332,27.3,98.3,27.3,98.3
2018-09-11,1.0,23.450694444444466,19.6,25.4,94.0,85.31111111111113,25.4,94.0,25.4,94.0
2018-09-12,1.0,22.055555555555557,19.5,24.4,93.8,82.88263888888889,24.4,93.8,24.4,93.8
2018-09-13,1.0,23.91944444444445,19.2,25.1,92.3,82.98194444444444,25.1,92.3,25.1,92.3
2018-09-14,1.0,23.04861111111111,20.4,24.7,97.7,90.41805555555555,24.7,97.7,24.7,97.7
2018-09-15,1.0,23.686805555555548,21.9,24.9,100.0,94.2805555555556,24.9,100.0,24.9,100.0
2018-09-16,1.0,27.956250000000008,22.3,27.7,99.8,85.86180555555553,27.7,99.8,27.7,99.8
2018-09-17,1.0,27.956944444444453,22.1,27.7,93.0,77.95833333333331,27.7,93.0,27.7,93.0
2018-09-18,1.0,25.97708333333334,18.9,27.0,93.1,78.03472222222219,27.0,93.1,27.0,93.1
2018-09-19,1.0,25.62500000000001,18.0,28.7,93.0,78.51388888888884,28.7,93.0,28.7,93.0
2018-09-20,1.0,21.17708333333332,19.7,23.4,94.8,89.96388888888883,23.4,94.8,23.4,94.8
2018-09-21,1.0,21.54583333333333,19.1,23.4,95.7,92.06319444444445,23.4,95.7,23.4,95.7
2018-09-22,1.0,25.52638888888889,20.6,26.2,98.2,83.6708333333333,26.2,98.2,26.2,98.2
2018-09-23,1.0,24.988194444444442,19.4,25.9,95.7,82.00416666666666,25.9,95.7,25.9,95.7
2018-09-24,1.0,25.28125000000001,21.2,26.1,98.9,89.39027777777778,26.1,98.9,26.1,98.9
2018-09-25,1.0,21.965277777777786,20.1,24.7,98.7,93.1340277777778,24.7,98.7,24.7,98.7
2018-09-26,1.0,22.25277777777778,18.3,24.1,99.7,88.28611111111117,24.1,99.7,24.1,99.7
2018-09-27,1.0,20.13958333333334,16.6,22.9,97.2,90.58750000000002,22.9,97.2,22.9,97.2
2018-09-28,1.0,22.151388888888906,14.3,23.9,96.0,80.89097222222223,23.9,96.0,23.9,96.0
2018-09-29,1.0,19.884722222222205,18.6,22.0,94.4,88.38541666666666,22.0,94.4,22.0,94.4
2018-09-30,1.0,24.19583333333333,19.6,24.4,100.0,93.22361111111107,24.4,100.0,24.4,100.0
2018-10-01,1.0,25.384027777777767,17.6,24.1,92.7,69.71874999999993,24.1,92.7,24.1,92.7
2018-10-27,1.0,20.08819444444445,14.9,22.2,99.2,88.54375000000002,22.2,99.2,22.2,99.2
2018-10-28,1.0,18.19375,12.3,21.5,94.6,80.25833333333333,21.5,94.6,21.5,94.6
2018-10-29,0.0,17.524305555555557,10.7,20.9,93.7,81.5347222222223,20.9,93.7,20.9,93.7
2018-10-30,0.0,17.378472222222218,11.0,20.8,95.4,80.79166666666664,20.8,95.4,20.8,95.4
2018-10-31,0.0,16.574305555555554,11.8,20.1,95.0,83.37361111111113,20.1,95.0,20.1,95.0
2018-11-01,0.0,15.455555555555556,10.0,19.4,96.9,85.87986111111114,19.4,96.9,19.4,96.9
2018-11-02,0.0,16.684027777777775,9.4,19.5,96.1,82.2777777777777,19.5,96.1,19.5,96.1
2018-11-03,0.0,18.12361111111111,14.7,19.9,99.3,90.40694444444445,19.9,99.3,19.9,99.3
2018-11-04,0.0,18.10972222222221,15.5,19.6,100.0,96.18055555555556,19.6,100.0,19.6,100.0
2018-11-05,0.0,20.175694444444435,15.8,21.0,100.0,93.90902777777788,21.0,100.0,21.0,100.0
2018-11-06,0.0,20.183333333333326,17.9,21.2,100.0,97.52499999999998,21.2,100.0,21.2,100.0
2018-11-07,0.0,20.332638888888887,16.5,21.8,100.0,91.43402777777777,21.8,100.0,21.8,100.0
2018-11-08,1.0,20.87638888888889,17.0,22.4,100.0,89.78819444444444,22.4,100.0,22.4,100.0
2018-11-09,1.0,19.354861111111113,17.6,20.9,100.0,98.66111111111107,20.9,100.0,20.9,100.0
2018-11-10,1.0,20.731250000000006,17.3,21.9,100.0,90.48541666666664,21.9,100.0,21.9,100.0
2018-11-11,1.0,19.36875,14.8,21.4,99.6,87.10416666666669,21.4,99.6,21.4,99.6
2018-11-12,1.0,19.73263888888889,16.0,21.1,100.0,91.23125000000003,21.1,100.0,21.1,100.0
2018-11-13,1.0,19.205555555555566,17.2,21.0,100.0,94.9159722222222,21.0,100.0,21.0,100.0
2018-11-14,1.0,18.8625,14.9,20.9,99.5,88.48888888888894,20.9,99.5,20.9,99.5
2018-11-15,1.0,17.79236111111109,13.5,20.1,99.6,86.32430555555551,20.1,99.6,20.1,99.6
2018-11-16,1.0,18.384027777777774,13.6,20.4,98.9,87.34305555555555,20.4,98.9,20.4,98.9
2018-11-17,1.0,19.10694444444444,15.4,20.6,100.0,87.70763888888891,20.6,100.0,20.6,100.0
2018-11-18,1.0,18.465972222222206,14.5,20.5,100.0,87.43124999999998,20.5,100.0,20.5,100.0
2018-11-19,1.0,17.910416666666666,15.6,19.8,99.7,96.52916666666668,19.8,99.7,19.8,99.7
2018-11-20,1.0,17.215972222222227,14.1,19.6,99.9,88.50138888888887,19.6,99.9,19.6,99.9
2018-11-21,1.0,17.671527777777765,13.1,19.8,100.0,88.33819444444444,19.8,100.0,19.8,100.0
2018-11-22,1.0,17.375694444444438,14.8,19.7,99.5,94.69166666666668,19.7,99.5,19.7,99.5
2018-11-23,1.0,17.193055555555556,13.5,19.9,98.5,88.23194444444442,19.9,98.5,19.9,98.5
