date,disease,T20_mean_x,H_mean_x,T60_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,T20_max_y,ST_max_y,T60_max_y,H_max_y,H_mean_z,H_min_z,T20_max_z,ST_max_z,T60_max_z
2018-07-07,0,26.38155339805825,99.35145631067965,23.0,30.3,27.9,28.5,100.0,28.3,26.7,27.4,100.0,96.72222222222223,86.8,32.7,27.9,29.8
2018-07-08,0,28.1,96.25339805825243,24.4,33.1,31.5,31.9,100.0,30.3,27.9,28.5,100.0,98.80416666666667,94.2,28.3,26.7,27.4
2018-07-09,0,30.31553398058252,78.77572815533982,24.9,38.0,29.9,35.6,100.0,33.1,31.5,31.9,100.0,99.2375,92.4,30.3,27.9,28.5
2018-07-10,0,30.90291262135921,74.67669902912621,22.9,43.3,30.2,35.0,98.2,38.0,29.9,35.6,100.0,97.3201388888889,75.7,33.1,31.5,31.9
2018-07-11,0,31.140776699029136,74.08834951456309,23.4,40.8,30.1,34.6,97.9,43.3,30.2,35.0,98.2,74.56319444444446,43.7,38.0,29.9,35.6
2018-07-12,0,30.089320388349513,54.12815533980583,24.8,38.0,29.6,35.4,75.2,40.8,30.1,34.6,97.9,76.25763888888885,46.4,43.3,30.2,35.0
2018-07-13,0,31.64951456310681,64.1990291262136,25.8,40.1,30.3,36.2,97.5,38.0,29.6,35.4,75.2,70.07986111111113,42.0,40.8,30.1,34.6
2018-07-14,0,32.96699029126214,57.773786407767,25.0,43.2,30.9,36.1,93.4,40.1,30.3,36.2,97.5,54.18263888888888,33.6,38.0,29.6,35.4
2018-07-15,0,32.766019417475704,56.05436893203882,25.0,41.8,30.8,35.5,90.6,43.2,30.9,36.1,93.4,62.369444444444454,36.7,40.1,30.3,36.2
2018-07-16,0,33.52233009708738,47.485436893203875,25.6,43.8,31.2,36.1,66.7,41.8,30.8,35.5,90.6,55.12083333333332,35.8,43.2,30.9,36.1
2018-07-17,0,31.348543689320394,55.79514563106793,25.9,39.0,31.1,35.5,95.2,43.8,31.2,36.1,66.7,54.38194444444443,35.2,41.8,30.8,35.5
2018-07-18,0,31.462135922330088,47.16893203883493,27.0,38.1,31.1,35.7,62.7,39.0,31.1,35.5,95.2,48.02777777777776,33.8,43.8,31.2,36.1
2018-07-19,0,33.32135922330096,53.81456310679612,27.0,41.2,31.7,35.2,91.6,38.1,31.1,35.7,62.7,54.06388888888888,35.2,39.0,31.1,35.5
2018-07-20,0,31.96990291262136,42.66310679611652,27.2,41.2,31.3,36.0,55.0,41.2,31.7,35.2,91.6,46.546527777777754,33.7,38.1,31.1,35.7
2018-07-21,0,30.98543689320388,56.76893203883496,26.2,39.6,30.3,34.1,93.5,41.2,31.3,36.0,55.0,51.131944444444436,32.7,41.2,31.7,35.2
2018-07-22,0,29.791262135922327,51.96407766990293,25.9,33.5,28.5,32.1,95.0,39.6,30.3,34.1,93.5,42.77361111111113,29.0,41.2,31.3,36.0
2018-08-14,0,31.503883495145626,84.6504854368932,26.3,38.3,34.0,37.7,100.0,36.9,31.5,35.2,100.0,83.47222222222223,50.0,38.4,33.1,39.4
2018-08-15,0,31.44466019417475,83.06796116504856,27.4,39.5,32.9,37.3,100.0,38.3,34.0,37.7,100.0,89.9375,65.0,36.9,31.5,35.2
2018-08-16,0,28.066990291262137,92.04854368932035,25.8,37.7,30.7,35.4,100.0,39.5,32.9,37.3,100.0,86.44444444444444,58.0,38.3,34.0,37.7
2018-08-17,0,28.91456310679613,87.67961165048544,25.9,35.3,30.5,33.7,100.0,37.7,30.7,35.4,100.0,85.22916666666667,59.0,39.5,32.9,37.3
2018-08-18,0,29.97281553398059,62.11650485436893,22.5,39.9,30.8,35.5,83.0,35.3,30.5,33.7,100.0,93.70833333333331,68.0,37.7,30.7,35.4
2018-08-19,0,27.53398058252425,66.33980582524272,20.1,38.6,29.3,34.0,82.0,39.9,30.8,35.5,83.0,90.25,67.0,35.3,30.5,33.7
2018-08-20,0,27.501941747572808,71.67961165048544,20.0,38.2,29.1,34.5,92.0,38.6,29.3,34.0,87.0,66.13194444444444,36.0,39.9,30.8,35.5
2018-08-21,0,26.962135922330088,79.36893203883496,21.4,35.8,28.6,33.3,88.0,38.2,29.1,34.5,92.0,69.34027777777777,47.0,38.6,29.3,34.0
2018-08-22,0,32.123300970873785,85.28155339805825,25.8,41.9,31.6,37.7,100.0,35.8,28.6,33.3,100.0,73.47222222222223,48.0,38.2,29.1,34.5
2018-08-23,0,33.58155339805826,83.13592233009709,26.7,43.8,32.3,38.1,100.0,41.9,31.6,37.7,100.0,84.65972222222223,64.0,35.8,28.6,33.3
2018-08-24,0,31.466019417475724,85.44660194174756,26.7,43.4,31.8,37.7,94.0,43.8,32.3,38.1,100.0,86.67361111111109,64.0,41.9,31.6,37.7
2018-08-25,0,29.210679611650466,92.98058252427185,27.4,36.4,30.1,34.0,100.0,43.4,31.8,37.7,99.0,83.84027777777777,58.0,43.8,32.3,38.1
2018-08-26,0,30.28446601941747,89.4271844660194,27.1,39.1,30.3,33.3,97.0,36.4,30.1,34.0,100.0,87.95833333333331,74.0,43.4,31.8,37.7
2018-08-27,0,32.18058252427183,83.67961165048544,25.1,39.9,31.7,36.2,100.0,39.1,30.3,33.3,99.0,92.32638888888887,77.0,36.4,30.1,34.0
2018-08-28,0,31.81650485436892,81.97087378640776,24.6,39.7,31.2,35.6,99.0,39.9,31.7,36.2,100.0,90.63194444444444,77.0,39.1,30.3,33.3
2018-08-29,1,30.501941747572822,84.89320388349516,24.9,39.3,30.5,35.2,98.0,39.7,31.2,35.6,99.0,84.8125,62.0,39.9,31.7,36.2
2018-08-30,1,31.505825242718448,83.09708737864078,25.7,39.6,30.6,34.6,96.0,39.3,30.5,35.2,98.0,82.36805555555556,63.0,39.7,31.2,35.6
2018-08-31,1,30.61456310679611,86.4271844660194,25.6,40.9,30.3,32.8,99.0,39.6,30.6,34.6,96.0,85.8263888888889,66.0,39.3,30.5,35.2
2018-09-01,1,32.59902912621361,86.03883495145632,25.8,41.6,31.5,35.7,100.0,40.9,30.3,32.8,100.0,84.4861111111111,66.0,39.6,30.6,34.6
2018-09-02,1,27.58058252427185,88.9126213592233,25.0,36.3,28.4,30.2,95.0,41.6,31.5,35.7,100.0,90.27777777777777,64.0,40.9,30.3,32.8
2018-09-03,1,29.37281553398059,86.39805825242719,24.3,39.8,29.6,33.9,96.0,36.3,28.4,30.2,95.0,86.16666666666669,63.0,41.6,31.5,35.7
2018-09-04,1,30.332038834951447,83.15533980582525,23.8,43.1,30.0,35.6,95.0,39.8,29.6,33.9,96.0,89.4375,80.0,36.3,28.4,30.2
2018-09-05,1,27.384466019417488,94.54368932038835,25.2,35.2,28.8,31.4,99.0,43.1,30.0,35.6,95.0,87.19444444444444,64.0,39.8,29.6,33.9
2018-09-06,1,29.641747572815536,87.93203883495146,25.1,38.9,29.7,34.2,100.0,35.2,28.8,31.4,100.0,84.06944444444444,65.0,43.1,30.0,35.6
2018-09-07,1,27.563106796116504,86.30097087378641,23.3,35.5,28.4,32.0,97.0,38.9,29.7,34.2,100.0,95.26388888888887,88.0,35.2,28.8,31.4
2018-09-08,1,27.065048543689322,90.23300970873787,24.0,32.4,28.0,30.0,98.0,35.5,28.4,32.0,97.0,87.88194444444444,68.0,38.9,29.7,34.2
2018-09-09,1,28.403883495145635,89.02912621359225,26.4,34.3,28.6,32.2,96.0,32.4,28.0,30.0,98.0,87.3125,73.0,35.5,28.4,32.0
2018-09-10,1,29.351456310679602,87.46601941747574,25.5,37.7,29.8,34.8,99.0,34.3,28.6,32.2,97.0,90.22916666666669,81.0,32.4,28.0,30.0
2018-09-11,1,25.529126213592228,93.88349514563109,23.8,32.0,27.4,28.6,98.0,37.7,29.8,34.8,99.0,90.22222222222223,74.0,34.3,28.6,32.2
2018-09-12,1,23.68640776699029,86.5728155339806,20.3,30.2,25.6,28.1,94.0,32.0,27.4,28.6,98.0,88.22222222222223,67.0,37.7,29.8,34.8
2018-09-13,1,23.0504854368932,83.84466019417475,21.1,30.1,24.7,26.2,100.0,30.2,25.6,28.1,94.0,93.23611111111113,87.0,32.0,27.4,28.6
2018-09-14,1,24.288349514563087,83.41747572815535,20.0,36.3,25.6,31.1,94.0,30.1,24.7,26.2,100.0,85.56944444444444,76.0,30.2,25.6,28.1
2018-09-15,1,23.36601941747573,90.07766990291262,20.8,28.5,25.0,26.6,95.0,36.3,25.6,31.1,94.0,84.84027777777777,74.0,30.1,24.7,26.2
2018-09-16,1,24.12621359223301,93.99029126213593,22.6,29.2,25.1,27.0,100.0,28.5,25.0,26.6,99.0,84.59722222222223,70.0,36.3,25.6,31.1
2018-09-17,1,28.60097087378639,85.59223300970874,23.1,39.5,28.1,33.8,100.0,29.2,25.1,27.0,100.0,90.96527777777777,82.0,28.5,25.0,26.6
2018-09-18,1,29.339805825242728,77.0,24.0,40.1,28.4,33.7,95.0,39.5,28.1,33.8,100.0,94.97222222222223,83.0,29.2,25.1,27.0
2018-09-19,1,26.96213592233011,77.8252427184466,20.2,37.3,27.4,31.7,93.0,40.1,28.4,33.7,95.0,86.46527777777777,67.0,39.5,28.1,33.8
2018-09-20,1,26.772815533980587,76.38834951456309,19.3,39.3,29.2,32.1,91.0,37.3,27.4,31.7,93.0,75.5625,57.0,40.1,28.4,33.7
2018-09-21,1,21.704854368932047,90.10679611650484,20.5,24.3,23.9,24.0,97.0,39.3,29.2,32.1,94.0,78.03472222222223,63.0,37.3,27.4,31.7
2018-09-22,1,21.45728155339805,92.06796116504854,19.7,25.3,23.6,24.2,96.0,24.3,23.9,24.0,97.0,79.52083333333333,53.0,39.3,29.2,32.1
2018-09-23,1,26.747572815533967,85.79611650485437,22.1,36.1,27.1,32.9,100.0,25.3,23.6,24.2,96.0,90.67361111111113,85.0,24.3,23.9,24.0
2018-09-24,1,25.8,79.53398058252426,20.2,35.6,26.7,31.3,92.0,36.1,27.1,32.9,100.0,92.51388888888887,88.0,25.3,23.6,24.2
2018-09-25,1,25.960194174757305,88.16504854368931,22.1,33.7,26.7,30.0,100.0,35.6,26.7,31.3,94.0,83.15277777777777,61.0,36.1,27.1,32.9
2018-09-26,1,22.5504854368932,91.747572815534,21.8,24.9,24.8,24.4,98.0,33.7,26.7,30.0,100.0,82.2361111111111,63.0,35.6,26.7,31.3
2018-09-27,1,23.367961165048552,86.1359223300971,20.5,29.5,24.5,26.8,97.0,24.9,24.8,24.4,98.0,89.29861111111109,72.0,33.7,26.7,30.0
2018-09-28,1,20.745631067961163,93.14563106796116,18.6,26.6,23.2,25.0,100.0,29.5,24.5,26.8,100.0,92.74305555555556,86.0,24.9,24.8,24.4
2018-09-29,1,23.100970873786405,79.74757281553399,14.8,36.8,24.6,29.7,99.0,26.6,23.2,25.0,100.0,88.85416666666669,71.0,29.5,24.5,26.8
2018-09-30,1,20.2495145631068,88.39805825242719,19.4,22.0,22.0,21.6,94.0,36.8,24.6,29.7,99.0,92.36111111111113,76.0,26.6,23.2,25.0
2018-10-01,1,24.05728155339806,92.5728155339806,20.1,30.0,24.5,28.0,100.0,22.0,22.0,21.6,94.0,82.10416666666667,59.0,36.8,24.6,29.7
2018-10-02,1,25.65339805825243,72.36893203883496,22.4,29.9,24.1,34.0,91.0,30.0,24.5,28.0,100.0,88.08333333333331,81.0,22.0,22.0,21.6
