T20_mean_x,H_mean_x,T20_min_x,H_min_x,T20_max_x,T60_max_x,H_max_x,housa_x,H_mean_y,T20_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,housa_y,H_mean_z,T20_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z,housa_z,days
30.25277778,80.71111111,25.6,56.1,38.7,38.5,95.7,4.652529671020191,81.13888889,20.5,59.2,32.4,27.3,32.4,100.0,3.7676617713117952,70.36527778,19.3,39.6,35.2,27.8,35.0,91.2,5.768837793566827,38.0
31.55138889,78.65416667,26.2,48.7,41.8,40.5,98.8,5.421068987680111,80.71111111,25.6,56.1,38.7,30.3,38.5,95.7,4.652529671020191,81.13888889,20.5,59.2,32.4,27.3,32.4,100.0,3.7676617713117952,39.0
29.66944444,82.84305556,27.0,66.3,38.0,37.6,99.1,4.037004038366057,78.65416667,26.2,48.7,41.8,31.1,40.5,98.8,5.421068987680111,80.71111111,25.6,56.1,38.7,30.3,38.5,95.7,4.652529671020191,40.0
28.34791667,91.54027778,26.9,71.4,34.4,34.9,100.0,1.8889633931198588,82.84305556,27.0,66.3,38.0,30.5,37.6,99.1,4.037004038366057,78.65416667,26.2,48.7,41.8,31.1,40.5,98.8,5.421068987680111,41.0
29.02152778,89.67430556,25.6,71.7,37.0,35.4,98.3,2.3524130505435763,91.54027778,26.9,71.4,34.4,29.5,34.9,100.0,1.8889633931198588,82.84305556,27.0,66.3,38.0,30.5,37.6,99.1,4.037004038366057,42.0
30.44652778,81.92569444,24.0,54.2,38.3,38.9,99.5,4.368151889061228,89.67430556,25.6,71.7,37.0,29.7,35.4,98.3,2.3524130505435763,91.54027778,26.9,71.4,34.4,29.5,34.9,100.0,1.8889633931198588,43.0
30.39027778,79.67361111,23.5,53.6,38.3,38.7,97.2,4.854435466929858,81.92569444,24.0,54.2,38.3,30.7,38.9,99.5,4.368151889061228,89.67430556,25.6,71.7,37.0,29.7,35.4,98.3,2.3524130505435763,44.0
29.05069444,82.02013889,23.7,59.3,38.9,36.7,97.1,4.061352939381447,79.67361111,23.5,53.6,38.3,30.3,38.7,97.2,4.854435466929858,81.92569444,24.0,54.2,38.3,30.7,38.9,99.5,4.368151889061228,45.0
29.81736111,82.30069444,24.6,55.7,38.6,37.1,97.6,4.124656772838615,82.02013889,23.7,59.3,38.9,29.6,36.7,97.1,4.061352939381447,79.67361111,23.5,53.6,38.3,30.3,38.7,97.2,4.854435466929858,46.0
28.71527778,88.80069444,24.5,66.7,35.9,33.1,100.0,2.4742518163000877,82.30069444,24.6,55.7,38.6,30.1,37.1,97.6,4.124656772838615,82.02013889,23.7,59.3,38.9,29.6,36.7,97.1,4.061352939381447,47.0
30.09652778,82.81527778,24.3,54.1,40.3,38.0,100.0,4.009167766182779,88.80069444,24.5,66.7,35.9,29.6,33.1,100.0,2.4742518163000877,82.30069444,24.6,55.7,38.6,30.1,37.1,97.6,4.124656772838615,48.0
26.14513889,85.71597222,23.8,68.6,32.2,30.5,95.9,2.849446285136161,82.81527778,24.3,54.1,40.3,30.9,38.0,100.0,4.009167766182779,88.80069444,24.5,66.7,35.9,29.6,33.1,100.0,2.4742518163000877,49.0
27.29444444,84.11111111,23.2,61.1,37.0,35.2,95.7,3.3173772616130335,85.71597222,23.8,68.6,32.2,27.5,30.5,95.9,2.849446285136161,82.81527778,24.3,54.1,40.3,30.9,38.0,100.0,4.009167766182779,50.0
28.62777778,80.65416667,22.6,55.3,40.3,37.5,94.7,4.270739017457851,84.11111111,23.2,61.1,37.0,28.9,35.2,95.7,3.3173772616130335,85.71597222,23.8,68.6,32.2,27.5,30.5,95.9,2.849446285136161,51.0
27.02638889,92.36458333,24.2,78.6,35.3,32.6,97.7,1.5911868859364393,80.65416667,22.6,55.3,40.3,29.3,37.5,94.7,4.270739017457851,84.11111111,23.2,61.1,37.0,28.9,35.2,95.7,3.3173772616130335,52.0
28.21944444,84.52777778,23.6,61.9,38.2,35.8,99.2,3.3747693766999656,92.36458333,24.2,78.6,35.3,28.3,32.6,97.7,1.5911868859364393,80.65416667,22.6,55.3,40.3,29.3,37.5,94.7,4.270739017457851,53.0
26.68888889,82.61527778,22.1,55.9,36.3,31.8,94.5,3.52503688415281,84.52777778,23.6,61.9,38.2,29.0,35.8,99.2,3.3747693766999656,92.36458333,24.2,78.6,35.3,28.3,32.6,97.7,1.5911868859364393,54.0
26.70833333,87.62013889,22.9,76.6,32.8,30.6,96.4,2.546985616744017,82.61527778,22.1,55.9,36.3,27.3,31.8,94.5,3.52503688415281,84.52777778,23.6,61.9,38.2,29.0,35.8,99.2,3.3747693766999656,55.0
27.39513889,87.76527778,24.6,72.7,34.6,33.2,95.9,2.5894985685071714,87.62013889,22.9,76.6,32.8,27.4,30.6,96.4,2.546985616744017,82.61527778,22.1,55.9,36.3,27.3,31.8,94.5,3.52503688415281,56.0
28.2875,86.05208333,24.5,62.5,38.5,36.8,98.3,3.074329400489308,87.76527778,24.6,72.7,34.6,28.0,33.2,95.9,2.5894985685071714,87.62013889,22.9,76.6,32.8,27.4,30.6,96.4,2.546985616744017,57.0
24.41527778,91.00416667,21.2,83.5,31.0,29.2,96.1,1.666804045749703,86.05208333,24.5,62.5,38.5,29.3,36.8,98.3,3.074329400489308,87.76527778,24.6,72.7,34.6,28.0,33.2,95.9,2.5894985685071714,58.0
23.09861111,80.18680556,19.6,63.4,29.9,27.6,90.2,3.400179575238527,91.00416667,21.2,83.5,31.0,26.9,29.2,96.1,1.666804045749703,86.05208333,24.5,62.5,38.5,29.3,36.8,98.3,3.074329400489308,59.0
21.74791667,78.28194444,19.5,61.4,27.8,27.2,90.3,3.5366786169150664,80.18680556,19.6,63.4,29.9,24.8,27.6,90.2,3.400179575238527,91.00416667,21.2,83.5,31.0,26.9,29.2,96.1,1.666804045749703,60.0
23.42222222,78.40069444,19.4,54.2,32.5,30.4,90.9,3.750211039359413,78.28194444,19.5,61.4,27.8,23.8,27.2,90.3,3.5366786169150664,80.18680556,19.6,63.4,29.9,24.8,27.6,90.2,3.400179575238527,61.0
22.86111111,87.23194444,20.2,77.2,28.1,27.0,94.8,2.1850273176909027,78.40069444,19.4,54.2,32.5,24.4,30.4,90.9,3.750211039359413,78.28194444,19.5,61.4,27.8,23.8,27.2,90.3,3.5366786169150664,62.0
23.36666667,91.56458333,21.7,75.8,27.7,27.5,97.2,1.4790931758537806,87.23194444,20.2,77.2,28.1,24.3,27.0,94.8,2.1850273176909027,78.40069444,19.4,54.2,32.5,24.4,30.4,90.9,3.750211039359413,63.0
27.31875,82.95555556,22.2,57.5,36.2,34.4,97.5,3.5320867038192443,91.56458333,21.7,75.8,27.7,24.5,27.5,97.2,1.4790931758537806,87.23194444,20.2,77.2,28.1,24.3,27.0,94.8,2.1850273176909027,64.0
27.23055556,67.40347222,23.4,42.0,33.4,32.2,88.9,6.7556046619278804,82.95555556,22.2,57.5,36.2,27.1,34.4,97.5,3.5320867038192443,91.56458333,21.7,75.8,27.7,24.5,27.5,97.2,1.4790931758537806,65.0
25.56736111,71.04236111,18.8,46.8,34.1,33.1,90.1,5.567286577716677,67.40347222,23.4,42.0,33.4,25.9,32.2,88.9,6.7556046619278804,82.95555556,22.2,57.5,36.2,27.1,34.4,97.5,3.5320867038192443,66.0
24.95347222,73.22638889,18.4,45.9,36.0,32.9,90.8,4.954777028862357,71.04236111,18.8,46.8,34.1,26.4,33.1,90.1,5.567286577716677,67.40347222,23.4,42.0,33.4,25.9,32.2,88.9,6.7556046619278804,67.0
21.09930556,88.12430556,19.7,81.6,24.0,23.7,93.1,1.8582289274954689,73.22638889,18.4,45.9,36.0,29.4,32.9,90.8,4.954777028862357,71.04236111,18.8,46.8,34.1,26.4,33.1,90.1,5.567286577716677,68.0
21.23263889,89.35555556,18.9,80.8,24.0,23.7,93.4,1.6829338523011217,88.12430556,19.7,81.6,24.0,22.9,23.7,93.1,1.8582289274954689,73.22638889,18.4,45.9,36.0,29.4,32.9,90.8,4.954777028862357,69.0
25.175,77.32430556,21.1,54.6,35.4,31.7,95.5,4.245594615840546,89.35555556,18.9,80.8,24.0,23.0,23.7,93.4,1.6829338523011217,88.12430556,19.7,81.6,24.0,22.9,23.7,93.1,1.8582289274954689,70.0
25.20486111,75.62152778,19.5,49.6,36.5,31.5,91.8,4.525911303911139,77.32430556,21.1,54.6,35.4,25.2,31.7,95.5,4.245594615840546,89.35555556,18.9,80.8,24.0,23.0,23.7,93.4,1.6829338523011217,71.0
25.17222222,84.93680556,21.5,58.7,33.6,30.8,97.9,2.841020900302928,75.62152778,19.5,49.6,36.5,25.2,31.5,91.8,4.525911303911139,77.32430556,21.1,54.6,35.4,25.2,31.7,95.5,4.245594615840546,72.0
21.67916667,88.72986111,19.8,79.1,24.4,23.9,94.6,1.8209188743326403,84.93680556,21.5,58.7,33.6,26.2,30.8,97.9,2.841020900302928,75.62152778,19.5,49.6,36.5,25.2,31.5,91.8,4.525911303911139,73.0
21.90208333,83.62152778,17.9,61.7,28.0,26.6,94.4,2.6529060713602517,88.72986111,19.8,79.1,24.4,24.0,23.9,94.6,1.8209188743326403,84.93680556,21.5,58.7,33.6,26.2,30.8,97.9,2.841020900302928,74.0
19.57013889,86.10416667,16.5,67.4,24.3,23.3,95.8,2.012718486299468,83.62152778,17.9,61.7,28.0,23.7,26.6,94.4,2.6529060713602517,88.72986111,19.8,79.1,24.4,24.0,23.9,94.6,1.8209188743326403,75.0
21.92777778,77.26388889,14.0,48.6,36.2,30.5,92.7,3.580971440323673,86.10416667,16.5,67.4,24.3,22.1,23.3,95.8,2.012718486299468,83.62152778,17.9,61.7,28.0,23.7,26.6,94.4,2.6529060713602517,76.0
19.82847222,85.30208333,18.6,78.4,21.3,21.2,92.0,2.1625776606846245,77.26388889,14.0,48.6,36.2,23.3,30.5,92.7,3.580971440323673,86.10416667,16.5,67.4,24.3,22.1,23.3,95.8,2.012718486299468,77.0
24.12847222,89.62152778,19.6,71.3,29.9,28.4,99.7,1.8537566816879805,85.30208333,18.6,78.4,21.3,21.6,21.2,92.0,2.1625776606846245,77.26388889,14.0,48.6,36.2,23.3,30.5,92.7,3.580971440323673,78.0
25.74305556,75.26458333,17.5,49.1,38.9,34.4,93.5,4.6739698929985805,89.62152778,19.6,71.3,29.9,23.9,28.4,99.7,1.8537566816879805,85.30208333,18.6,78.4,21.3,21.6,21.2,92.0,2.1625776606846245,79.0
23.88194444,71.42916667,15.9,41.5,38.0,33.5,90.4,4.930078236820265,75.26458333,17.5,49.1,38.9,26.2,34.4,93.5,4.6739698929985805,89.62152778,19.6,71.3,29.9,23.9,28.4,99.7,1.8537566816879805,80.0
23.48958333,76.77916667,15.1,43.9,39.0,34.2,91.5,3.9791215777413815,71.42916667,15.9,41.5,38.0,25.0,33.5,90.4,4.930078236820265,75.26458333,17.5,49.1,38.9,26.2,34.4,93.5,4.6739698929985805,81.0
22.54513889,89.03263889,19.2,77.7,27.8,26.5,94.2,1.832547039750916,76.77916667,15.1,43.9,39.0,24.7,34.2,91.5,3.9791215777413815,71.42916667,15.9,41.5,38.0,25.0,33.5,90.4,4.930078236820265,82.0
23.98,86.44625,20.6,65.9,31.3,28.9,95.7,2.3836770432711365,89.03263889,19.2,77.7,27.8,23.8,26.5,94.2,1.832547039750916,76.77916667,15.1,43.9,39.0,24.7,34.2,91.5,3.9791215777413815,104.0
20.34027778,80.825,14.8,44.3,30.0,31.7,94.7,2.865241899265337,86.44625,20.6,65.9,31.3,24.1,28.9,95.7,2.3836770432711365,89.03263889,19.2,77.7,27.8,23.8,26.5,94.2,1.832547039750916,20.0
18.09861111,72.99027778,12.0,40.6,27.7,29.5,91.4,3.610047326843636,80.825,14.8,44.3,30.0,22.1,31.7,94.7,2.865241899265337,86.44625,20.6,65.9,31.3,24.1,28.9,95.7,2.3836770432711365,21.0
17.525,75.94236111,10.5,40.3,28.6,29.9,92.8,3.134905454372332,72.99027778,12.0,40.6,27.7,21.0,29.5,91.4,3.610047326843636,80.825,14.8,44.3,30.0,22.1,31.7,94.7,2.865241899265337,22.0
17.37916667,71.93611111,10.6,37.7,29.2,31.6,94.7,3.6369459798484516,75.94236111,10.5,40.3,28.6,20.5,29.9,92.8,3.134905454372332,72.99027778,12.0,40.6,27.7,21.0,29.5,91.4,3.610047326843636,23.0
16.40972222,72.04861111,11.4,39.8,26.8,29.4,90.1,3.4413064896278844,71.93611111,10.6,37.7,29.2,20.5,31.6,94.7,3.6369459798484516,75.94236111,10.5,40.3,28.6,20.5,29.9,92.8,3.134905454372332,24.0
15.14166667,71.86597222,9.6,34.7,26.9,27.3,91.3,3.285967177863008,72.04861111,11.4,39.8,26.8,19.6,29.4,90.1,3.4413064896278844,71.93611111,10.6,37.7,29.2,20.5,31.6,94.7,3.6369459798484516,25.0
16.60138889,75.42916667,9.2,35.8,28.0,30.6,92.1,3.0884383253865053,71.86597222,9.6,34.7,26.9,18.5,27.3,91.3,3.285967177863008,72.04861111,11.4,39.8,26.8,19.6,29.4,90.1,3.4413064896278844,26.0
18.10902778,87.32986111,14.7,58.3,26.4,26.7,94.5,1.6955418293085704,75.42916667,9.2,35.8,28.0,19.3,30.6,92.1,3.0884383253865053,71.86597222,9.6,34.7,26.9,18.5,27.3,91.3,3.285967177863008,27.0
17.97361111,93.03611111,15.3,85.9,23.0,24.5,96.7,0.9193823004615572,87.32986111,14.7,58.3,26.4,19.8,26.7,94.5,1.6955418293085704,75.42916667,9.2,35.8,28.0,19.3,30.6,92.1,3.0884383253865053,28.0
20.03888889,91.83888889,15.7,74.3,28.0,30.2,97.5,1.2217436068363603,93.03611111,15.3,85.9,23.0,19.3,24.5,96.7,0.9193823004615572,87.32986111,14.7,58.3,26.4,19.8,26.7,94.5,1.6955418293085704,29.0
20.03055556,92.77083333,17.3,72.6,24.9,25.4,97.9,1.06423332562331,91.83888889,15.7,74.3,28.0,21.0,30.2,97.5,1.2217436068363603,93.03611111,15.3,85.9,23.0,19.3,24.5,96.7,0.9193823004615572,30.0
20.01875,88.23680556,15.8,63.8,27.2,30.2,99.9,1.7685939095097138,92.77083333,17.3,72.6,24.9,21.0,25.4,97.9,1.06423332562331,91.83888889,15.7,74.3,28.0,21.0,30.2,97.5,1.2217436068363603,31.0
20.55763889,86.71388889,16.0,46.9,29.6,31.9,98.5,2.0518302954979943,88.23680556,15.8,63.8,27.2,21.6,30.2,99.9,1.7685939095097138,92.77083333,17.3,72.6,24.9,21.0,25.4,97.9,1.06423332562331,32.0
19.06180556,94.45833333,16.8,81.1,23.6,25.2,98.5,0.776500074765605,86.71388889,16.0,46.9,29.6,22.1,31.9,98.5,2.0518302954979943,88.23680556,15.8,63.8,27.2,21.6,30.2,99.9,1.7685939095097138,33.0
20.67569444,87.12847222,16.5,59.7,27.9,30.3,98.5,2.0050791245790367,94.45833333,16.8,81.1,23.6,20.5,25.2,98.5,0.776500074765605,86.71388889,16.0,46.9,29.6,22.1,31.9,98.5,2.0518302954979943,34.0
18.88055556,83.70208333,13.8,61.9,26.5,28.8,96.1,2.3003919502317345,87.12847222,16.5,59.7,27.9,22.0,30.3,98.5,2.0050791245790367,94.45833333,16.8,81.1,23.6,20.5,25.2,98.5,0.776500074765605,35.0
19.27013889,86.67291667,15.0,65.4,25.2,26.9,96.4,1.91326765992258,83.70208333,13.8,61.9,26.5,21.2,28.8,96.1,2.3003919502317345,87.12847222,16.5,59.7,27.9,22.0,30.3,98.5,2.0050791245790367,36.0
18.75833333,89.91388889,16.5,79.1,23.6,25.1,94.4,1.4021772618726616,86.67291667,15.0,65.4,25.2,20.7,26.9,96.4,1.91326765992258,83.70208333,13.8,61.9,26.5,21.2,28.8,96.1,2.3003919502317345,37.0
18.43125,84.62152778,14.1,61.6,25.6,28.3,95.7,2.118606233119574,89.91388889,16.5,79.1,23.6,20.6,25.1,94.4,1.4021772618726616,86.67291667,15.0,65.4,25.2,20.7,26.9,96.4,1.91326765992258,38.0
17.00763889,83.08611111,12.0,53.7,24.0,25.4,96.0,2.189252133934953,84.62152778,14.1,61.6,25.6,20.6,28.3,95.7,2.118606233119574,89.91388889,16.5,79.1,23.6,20.6,25.1,94.4,1.4021772618726616,39.0
17.63958333,84.02013889,12.3,64.1,26.0,28.6,96.0,2.1399257484279413,83.08611111,12.0,53.7,24.0,19.9,25.4,96.0,2.189252133934953,84.62152778,14.1,61.6,25.6,20.6,28.3,95.7,2.118606233119574,40.0
18.525,85.32222222,14.1,62.6,25.5,27.7,98.1,2.0676254378065946,84.02013889,12.3,64.1,26.0,20.3,28.6,96.0,2.1399257484279413,83.08611111,12.0,53.7,24.0,19.9,25.4,96.0,2.189252133934953,41.0
17.83333333,83.87847222,13.4,64.5,25.1,26.9,98.3,2.1617105266754915,85.32222222,14.1,62.6,25.5,20.4,27.7,98.1,2.0676254378065946,84.02013889,12.3,64.1,26.0,20.3,28.6,96.0,2.1399257484279413,42.0
17.35833333,89.53125,14.6,79.5,22.0,22.6,94.4,1.348781642561946,83.87847222,13.4,64.5,25.1,20.3,26.9,98.3,2.1617105266754915,85.32222222,14.1,62.6,25.5,20.4,27.7,98.1,2.0676254378065946,43.0
16.575,83.61666667,13.1,52.1,23.2,25.2,95.4,2.0917675023272158,89.53125,14.6,79.5,22.0,19.2,22.6,94.4,1.348781642561946,83.87847222,13.4,64.5,25.1,20.3,26.9,98.3,2.1617105266754915,44.0
16.94166667,84.75555556,11.4,53.2,25.7,28.2,98.3,1.9679374990627896,83.61666667,13.1,52.1,23.2,19.1,25.2,95.4,2.0917675023272158,89.53125,14.6,79.5,22.0,19.2,22.6,94.4,1.348781642561946,45.0
16.86041667,89.46319444,13.9,73.8,23.0,24.3,92.8,1.3299954348683272,84.75555556,11.4,53.2,25.7,19.4,28.2,98.3,1.9679374990627896,83.61666667,13.1,52.1,23.2,19.1,25.2,95.4,2.0917675023272158,46.0
16.60138889,83.9375,12.6,61.6,25.0,26.4,93.2,2.016697805532791,89.46319444,13.9,73.8,23.0,19.2,24.3,92.8,1.3299954348683272,84.75555556,11.4,53.2,25.7,19.4,28.2,98.3,1.9679374990627896,47.0
15.94305556,83.49097222,11.7,59.8,24.3,27.2,92.3,2.032179143885631,83.9375,12.6,61.6,25.0,19.7,26.4,93.2,2.016697805532791,89.46319444,13.9,73.8,23.0,19.2,24.3,92.8,1.3299954348683272,48.0
16.04513889,82.78819444,11.7,58.9,23.1,24.8,93.0,2.115355702781895,83.49097222,11.7,59.8,24.3,18.9,27.2,92.3,2.032179143885631,83.9375,12.6,61.6,25.0,19.7,26.4,93.2,2.016697805532791,49.0
16.5625,88.50277778,12.1,74.2,23.0,24.9,96.6,1.4525996261219642,82.78819444,11.7,58.9,23.1,18.6,24.8,93.0,2.115355702781895,83.49097222,11.7,59.8,24.3,18.9,27.2,92.3,2.032179143885631,50.0
17.25138889,85.58472222,13.2,63.1,24.1,25.4,99.8,1.8696453589694584,88.50277778,12.1,74.2,23.0,18.7,24.9,96.6,1.4525996261219642,82.78819444,11.7,58.9,23.1,18.6,24.8,93.0,2.115355702781895,51.0
17.28888889,89.77916667,12.6,62.7,24.3,25.7,99.1,1.326594371243043,85.58472222,13.2,63.1,24.1,19.1,25.4,99.8,1.8696453589694584,88.50277778,12.1,74.2,23.0,18.7,24.9,96.6,1.4525996261219642,52.0
17.24305556,86.47569444,13.4,60.3,24.8,26.4,96.5,1.7664910081646548,89.77916667,12.6,62.7,24.3,18.9,25.7,99.1,1.326594371243043,85.58472222,13.2,63.1,24.1,19.1,25.4,99.8,1.8696453589694584,53.0
16.51805556,85.99375,11.7,63.0,23.8,25.7,94.3,1.7695345151793809,86.47569444,13.4,60.3,24.8,19.5,26.4,96.5,1.7664910081646548,89.77916667,12.6,62.7,24.3,18.9,25.7,99.1,1.326594371243043,54.0
16.075,89.91597222,11.7,68.8,23.5,25.3,95.3,1.2442494939168052,85.99375,11.7,63.0,23.8,19.2,25.7,94.3,1.7695345151793809,86.47569444,13.4,60.3,24.8,19.5,26.4,96.5,1.7664910081646548,55.0
16.21527778,90.32430556,13.0,64.0,22.9,24.9,98.6,1.1893309163013963,89.91597222,11.7,68.8,23.5,19.8,25.3,95.3,1.2442494939168052,85.99375,11.7,63.0,23.8,19.2,25.7,94.3,1.7695345151793809,56.0
18.04583333,91.02361111,14.2,57.4,26.0,27.3,98.5,1.2059396163935572,90.32430556,13.0,64.0,22.9,18.6,24.9,98.6,1.1893309163013963,89.91597222,11.7,68.8,23.5,19.8,25.3,95.3,1.2442494939168052,57.0
19.69791667,96.60833333,16.9,77.7,24.8,25.6,100.0,0.498925861911583,91.02361111,14.2,57.4,26.0,18.9,27.3,98.5,1.2059396163935572,90.32430556,13.0,64.0,22.9,18.6,24.9,98.6,1.1893309163013963,58.0
19.29166667,87.98263889,15.5,59.5,25.3,26.9,97.4,1.7368992843344344,96.60833333,16.9,77.7,24.8,19.6,25.6,100.0,0.498925861911583,91.02361111,14.2,57.4,26.0,18.9,27.3,98.5,1.2059396163935572,59.0
17.22083333,95.06388889,15.1,89.8,21.0,21.3,98.6,0.6299273447974091,87.98263889,15.5,59.5,25.3,20.6,26.9,97.4,1.7368992843344344,96.60833333,16.9,77.7,24.8,19.6,25.6,100.0,0.498925861911583,60.0
16.69722222,93.14652778,12.9,77.4,22.0,23.2,98.7,0.8555877120694118,95.06388889,15.1,89.8,21.0,18.9,21.3,98.6,0.6299273447974091,87.98263889,15.5,59.5,25.3,20.6,26.9,97.4,1.7368992843344344,61.0
15.48472222,87.4125,12.2,62.6,23.2,24.8,97.1,1.4896911722630088,93.14652778,12.9,77.4,22.0,19.1,23.2,98.7,0.8555877120694118,95.06388889,15.1,89.8,21.0,18.9,21.3,98.6,0.6299273447974091,62.0
15.35208333,86.22847222,12.1,66.3,23.0,24.3,93.5,1.6188755226679206,87.4125,12.2,62.6,23.2,18.8,24.8,97.1,1.4896911722630088,93.14652778,12.9,77.4,22.0,19.1,23.2,98.7,0.8555877120694118,63.0
14.675,88.41319444,11.8,75.1,21.9,23.2,93.8,1.3060486490601837,86.22847222,12.1,66.3,23.0,18.4,24.3,93.5,1.6188755226679206,87.4125,12.2,62.6,23.2,18.8,24.8,97.1,1.4896911722630088,64.0
14.92708333,88.78958333,11.6,62.9,22.3,23.5,95.6,1.2774460580179967,88.41319444,11.8,75.1,21.9,17.4,23.2,93.8,1.3060486490601837,86.22847222,12.1,66.3,23.0,18.4,24.3,93.5,1.6188755226679206,65.0
15.69375,93.46180556,12.9,71.3,22.1,23.4,100.0,0.7814658301669324,88.78958333,11.6,62.9,22.3,17.3,23.5,95.6,1.2774460580179967,88.41319444,11.8,75.1,21.9,17.4,23.2,93.8,1.3060486490601837,66.0
15.62847222,89.29444444,12.3,61.5,24.0,23.9,98.4,1.2813968401749096,93.46180556,12.9,71.3,22.1,18.0,23.4,100.0,0.7814658301669324,88.78958333,11.6,62.9,22.3,17.3,23.5,95.6,1.2774460580179967,67.0
15.68888889,86.525,12.6,61.8,25.1,23.9,93.9,1.6131805739094822,89.29444444,12.3,61.5,24.0,18.1,23.9,98.4,1.2813968401749096,93.46180556,12.9,71.3,22.1,18.0,23.4,100.0,0.7814658301669324,68.0
15.56180556,84.19097222,12.3,59.9,25.2,24.1,92.1,1.8737041005578448,86.525,12.6,61.8,25.1,18.0,23.9,93.9,1.6131805739094822,89.29444444,12.3,61.5,24.0,18.1,23.9,98.4,1.2813968401749096,69.0
15.29305556,88.73472222,12.0,69.8,22.5,23.5,96.0,1.3053586528238208,84.19097222,12.3,59.9,25.2,18.0,24.1,92.1,1.8737041005578448,86.525,12.6,61.8,25.1,18.0,23.9,93.9,1.6131805739094822,70.0
16.16319444,88.34722222,13.0,55.0,26.6,25.3,96.7,1.418828920980254,88.73472222,12.0,69.8,22.5,17.7,23.5,96.0,1.3053586528238208,84.19097222,12.3,59.9,25.2,18.0,24.1,92.1,1.8737041005578448,71.0
15.34583333,89.65902778,12.7,66.3,23.0,22.7,97.5,1.2026391109796863,88.34722222,13.0,55.0,26.6,18.2,25.3,96.7,1.418828920980254,88.73472222,12.0,69.8,22.5,17.7,23.5,96.0,1.3053586528238208,72.0
15.30972222,87.95902778,12.3,59.2,23.7,23.7,95.3,1.3923101639614388,89.65902778,12.7,66.3,23.0,17.6,22.7,97.5,1.2026391109796863,88.34722222,13.0,55.0,26.6,18.2,25.3,96.7,1.418828920980254,73.0
15.17638889,92.28194444,12.4,77.9,21.8,23.1,98.3,0.8909985532748768,87.95902778,12.3,59.2,23.7,17.5,23.7,95.3,1.3923101639614388,89.65902778,12.7,66.3,23.0,17.6,22.7,97.5,1.2026391109796863,74.0
15.58125,85.31875,12.4,53.8,23.2,22.9,94.7,1.7362656989758538,92.28194444,12.4,77.9,21.8,17.0,23.1,98.3,0.8909985532748768,87.95902778,12.3,59.2,23.7,17.5,23.7,95.3,1.3923101639614388,93.0
16.91458333,89.42430556,11.5,54.4,33.2,32.4,100.0,1.369115645468363,85.31875,12.4,53.8,23.2,17.4,22.9,94.7,1.7362656989758538,92.28194444,12.4,77.9,21.8,17.0,23.1,98.3,0.8909985532748768,94.0
13.45277778,92.42152778,11.3,75.4,21.0,21.6,98.2,0.8035760259997773,89.42430556,11.5,54.4,33.2,23.4,32.4,100.0,1.369115645468363,85.31875,12.4,53.8,23.2,17.4,22.9,94.7,1.7362656989758538,95.0
17.21736111,89.54375,11.6,58.9,34.1,37.7,97.9,1.4068369602057549,92.42152778,11.3,75.4,21.0,16.0,21.6,98.2,0.8035760259997773,89.42430556,11.5,54.4,33.2,23.4,32.4,100.0,1.369115645468363,96.0
14.11041667,95.81597222,11.7,84.7,21.8,22.6,100.0,0.4551739877796495,89.54375,11.6,58.9,34.1,22.0,37.7,97.9,1.4068369602057549,92.42152778,11.3,75.4,21.0,16.0,21.6,98.2,0.8035760259997773,97.0
18.58958333,85.72569444,11.1,41.7,40.2,34.2,100.0,1.950318254167704,95.81597222,11.7,84.7,21.8,16.2,22.6,100.0,0.4551739877796495,89.54375,11.6,58.9,34.1,22.0,37.7,97.9,1.4068369602057549,98.0
18.46944444,85.19097222,11.0,41.1,40.2,34.3,98.9,2.0098376314836583,85.72569444,11.1,41.7,40.2,20.1,34.2,100.0,1.950318254167704,95.81597222,11.7,84.7,21.8,16.2,22.6,100.0,0.4551739877796495,99.0
15.52638889,94.53194444,11.8,70.6,28.5,30.2,100.0,0.6402307433438261,85.19097222,11.0,41.1,40.2,20.4,34.3,98.9,2.0098376314836583,85.72569444,11.1,41.7,40.2,20.1,34.2,100.0,1.950318254167704,100.0
