,date,T20_x,ST_x,T60_x,H_x,T20_y,ST_y,T60_y,H_y,T20,ST,T60,H
21,2018-11-17,19.36458333333333,19.665972222222237,19.85902777777777,86.59027777777777,15.6,18.2,15.4,45.0,26.2,21.2,27.0,100.0
22,2018-11-18,18.647222222222236,19.393055555555534,19.009722222222212,88.04166666666669,15.0,17.9,14.8,55.0,25.2,21.1,26.6,100.0
23,2018-11-19,18.042361111111113,19.21875,18.368750000000006,97.56944444444444,16.0,18.5,15.9,87.0,22.0,20.2,23.0,100.0
24,2018-11-20,17.652083333333334,18.62638888888888,18.299305555555545,86.06944444444444,14.4,17.4,14.3,46.0,23.5,20.1,25.7,100.0
25,2018-11-21,17.856944444444434,18.51527777777776,18.320138888888884,88.70833333333331,13.6,16.8,13.1,44.0,25.8,20.5,28.4,100.0
26,2018-11-22,17.613194444444435,18.65347222222222,17.975694444444454,93.90972222222223,14.9,17.6,14.6,60.0,23.0,20.2,24.6,100.0
27,2018-11-23,17.57847222222223,18.404166666666672,17.872916666666665,85.33333333333333,14.0,17.0,13.8,45.0,24.7,20.4,25.5,100.0
28,2018-11-24,17.07222222222223,18.011111111111127,17.50069444444445,84.4375,13.3,16.5,13.0,48.0,24.6,19.8,26.7,100.0
29,2018-11-25,17.08541666666667,17.925694444444435,17.44166666666667,85.375,13.2,16.4,12.7,52.0,23.3,19.6,24.6,100.0
30,2018-11-26,17.311111111111103,18.10277777777778,17.838888888888874,92.56944444444444,13.6,16.6,13.3,57.0,23.5,19.9,24.6,100.0
31,2018-11-27,17.82361111111112,18.545833333333352,18.30138888888889,89.71527777777777,14.1,17.1,14.1,58.0,23.9,20.0,25.5,100.0
32,2018-11-28,17.804861111111116,18.47013888888889,18.34513888888889,93.36111111111113,13.8,16.8,13.5,55.0,24.2,20.0,26.0,100.0
33,2018-11-29,18.002777777777773,18.64513888888888,18.450000000000006,86.80555555555556,14.2,17.2,14.2,40.0,25.2,20.3,26.1,100.0
34,2018-11-30,17.58125,18.373611111111103,17.91388888888889,87.45833333333331,14.0,17.0,13.7,51.0,24.2,20.3,25.2,100.0
35,2018-12-01,16.989583333333336,17.940972222222218,17.45833333333334,92.42361111111113,13.4,16.4,13.1,58.0,23.6,19.8,24.9,100.0
36,2018-12-02,16.980555555555533,18.05347222222222,17.463194444444422,93.0625,14.1,16.9,14.0,57.0,22.9,19.8,24.5,100.0
37,2018-12-03,18.225694444444443,18.618749999999988,18.856249999999992,95.33333333333331,15.1,17.3,15.2,64.0,25.5,20.1,27.6,100.0
38,2018-12-04,19.5090277777778,19.613194444444442,20.456944444444442,100.0,17.1,18.6,17.6,100.0,23.7,20.7,25.5,100.0
39,2018-12-05,19.63125,19.963194444444433,20.25,85.47222222222223,16.7,19.0,16.7,43.0,25.5,21.1,26.4,100.0
40,2018-12-06,17.511805555555554,18.956944444444435,18.038194444444443,99.53472222222223,16.0,18.3,16.3,96.0,20.2,19.8,21.6,100.0
41,2018-12-07,17.138194444444444,18.56388888888889,17.651388888888892,96.5,14.2,17.4,14.2,63.0,22.3,19.9,23.4,100.0
42,2018-12-08,16.373611111111117,17.736111111111104,16.66458333333333,88.09722222222223,13.4,16.7,13.3,51.0,23.3,19.6,25.8,100.0
43,2018-12-09,16.311111111111103,17.496527777777786,16.56041666666666,88.24305555555556,13.4,16.3,13.3,51.0,23.0,19.4,23.7,100.0
44,2018-12-10,15.316666666666654,16.945833333333336,15.830555555555556,94.59722222222223,13.0,15.6,12.9,66.0,21.5,18.7,22.5,100.0
45,2018-12-11,15.500694444444447,16.926388888888884,15.984027777777774,93.85416666666669,13.0,15.9,12.7,67.0,22.0,18.5,23.4,100.0
46,2018-12-12,15.93125,17.28125,16.699305555555554,93.19444444444444,13.3,16.2,13.7,50.0,22.3,19.1,24.0,100.0
47,2018-12-13,16.178472222222226,17.427777777777766,16.956944444444453,91.11111111111113,13.1,16.2,13.1,47.0,22.7,19.2,24.6,100.0
48,2018-12-14,16.18263888888887,17.327777777777776,16.788194444444443,89.25694444444444,13.4,16.3,13.5,51.0,22.4,19.0,23.5,100.0
49,2018-12-15,16.01319444444444,17.177083333333332,16.51944444444444,86.34722222222223,13.2,16.1,13.3,50.0,22.1,19.0,23.2,100.0
50,2018-12-16,15.506249999999996,17.054166666666667,16.282638888888904,94.75694444444444,13.0,15.9,13.1,72.0,22.4,18.9,24.0,100.0
51,2018-12-17,16.331944444444453,17.4236111111111,17.12222222222222,91.26388888888887,13.2,16.3,13.7,56.0,23.5,19.2,24.3,100.0
52,2018-12-18,15.616666666666658,17.1625,16.351388888888895,93.53472222222223,13.2,16.3,13.7,59.0,21.9,18.6,22.6,100.0
53,2018-12-19,15.347222222222232,17.049305555555566,16.275694444444447,92.78472222222223,12.8,15.9,13.0,61.0,23.1,18.5,24.5,100.0
54,2018-12-20,15.079861111111107,16.739583333333336,16.201388888888893,98.14583333333331,12.7,15.2,13.2,72.0,22.1,18.2,23.9,100.0
55,2018-12-21,15.5825,16.593750000000007,16.592499999999998,91.1,13.1,16.0,13.4,55.0,22.0,18.3,23.4,100.0
0,2016-09-16,25.548611111111132,25.07986111111111,25.130555555555567,90.75694444444444,23.1,24.5,23.6,73.0,33.4,26.1,29.1,100.0
1,2016-09-17,26.823611111111106,25.492361111111112,26.090277777777768,88.90277777777777,22.3,24.1,23.0,67.0,35.0,27.2,31.5,100.0
2,2016-09-18,25.309027777777786,25.460416666666656,25.42083333333332,97.46527777777777,23.9,25.2,24.2,86.0,27.4,25.8,26.7,100.0
3,2016-09-19,27.233333333333334,25.878472222222218,26.48680555555556,87.8611111111111,22.3,24.3,23.0,64.0,37.5,28.1,33.5,100.0
4,2016-09-20,23.452777777777772,24.41319444444445,23.564583333333346,92.13194444444444,20.9,23.4,21.8,79.0,28.2,25.4,26.4,100.0
5,2016-09-21,23.66875,23.19375000000001,23.230555555555572,86.77777777777777,20.6,20.6,20.6,61.0,32.2,25.2,28.5,100.0
6,2016-09-22,22.84930555555555,23.00277777777779,22.869444444444433,96.32638888888887,20.4,20.4,20.4,79.0,29.9,27.8,28.6,100.0
7,2016-09-23,23.722222222222207,23.720138888888858,23.535416666666656,97.68055555555556,22.2,23.2,22.6,80.0,30.2,24.5,27.0,100.0
8,2016-09-24,22.18541666666667,23.131249999999977,22.23125000000001,98.57638888888887,19.8,22.3,20.5,89.0,27.1,23.6,24.4,100.0
9,2016-09-25,24.697222222222226,23.26458333333333,23.521527777777795,86.11805555555556,18.7,21.5,19.4,62.0,36.6,25.5,29.5,100.0
10,2016-09-26,26.053472222222204,24.4138888888889,25.24722222222222,88.03472222222223,20.9,22.6,21.6,62.0,36.1,26.9,32.1,100.0
11,2016-09-27,27.23541666666668,25.515277777777772,26.457638888888887,86.14583333333331,21.6,23.5,22.1,48.0,39.2,34.2,35.4,100.0
12,2016-09-28,25.74861111111112,25.339583333333334,25.540972222222226,95.88194444444444,23.8,24.7,24.3,81.0,32.9,26.3,29.3,100.0
13,2016-09-29,25.9625,25.17013888888888,25.43333333333333,84.6736111111111,21.2,23.2,21.7,58.0,36.8,27.4,33.6,100.0
14,2016-09-30,22.86805555555557,23.00833333333333,22.73472222222219,78.2986111111111,18.5,21.9,19.3,69.0,30.5,24.4,26.7,86.0
15,2016-10-01,24.55694444444445,23.722222222222232,24.14861111111113,86.14583333333331,21.4,22.5,21.7,71.0,31.5,25.5,29.4,98.0
16,2016-10-02,25.77291666666666,25.237500000000008,25.680555555555557,85.86805555555556,22.6,23.4,22.9,56.0,34.5,33.5,34.6,99.0
17,2016-10-03,23.790972222222226,24.072222222222205,23.74374999999999,93.63194444444444,20.9,23.0,21.4,76.0,28.8,27.5,27.7,100.0
18,2016-10-04,25.31250000000001,24.257638888888888,24.54999999999999,85.9236111111111,19.9,22.7,20.7,60.0,38.0,27.2,32.1,100.0
19,2016-10-05,24.077777777777783,23.611805555555573,23.867361111111123,89.9861111111111,19.3,22.1,19.9,65.0,31.4,25.0,29.2,100.0
20,2016-10-06,25.30416666666667,23.972916666666666,24.24305555555555,73.49305555555556,18.2,21.5,19.2,39.0,41.6,35.0,34.2,100.0
21,2016-10-07,23.362500000000008,22.47569444444445,22.42152777777777,74.03472222222223,17.6,20.7,18.3,50.0,38.0,25.4,29.3,94.0
22,2016-10-08,24.480555555555547,23.39236111111111,24.0875,86.79166666666669,20.4,21.8,20.9,65.0,35.2,25.1,30.4,100.0
23,2016-10-09,21.84305555555556,22.667361111111102,21.97986111111112,83.97222222222223,16.0,19.9,17.1,61.0,29.6,24.3,26.5,100.0
24,2016-10-10,20.38125,20.650694444444454,19.870833333333334,80.34722222222223,15.0,19.2,16.0,53.0,31.0,22.4,25.7,100.0
25,2016-10-11,21.004166666666666,20.73055555555555,20.538194444444443,82.19444444444444,15.1,18.1,16.0,42.0,32.7,32.6,32.4,100.0
26,2016-10-12,21.252777777777773,21.959722222222208,21.334722222222226,74.25694444444444,13.9,15.1,14.9,26.0,34.4,35.0,34.1,100.0
27,2016-10-13,17.915972222222212,19.13125,17.737500000000008,86.77083333333331,12.7,17.5,13.6,53.0,28.9,23.6,24.0,100.0
28,2016-10-14,18.294444444444448,19.17361111111112,18.048611111111114,86.59722222222223,13.6,17.8,14.3,58.0,28.5,21.0,24.8,100.0
29,2016-10-15,19.24791666666666,19.455555555555552,18.782638888888886,79.83333333333333,12.4,16.8,13.1,33.0,32.2,31.9,31.8,100.0
30,2016-10-16,20.997222222222234,19.598611111111094,19.993749999999988,74.19444444444444,13.0,17.2,13.8,43.0,36.6,22.7,29.4,98.0
31,2016-10-17,19.681250000000013,20.13888888888888,19.68125,94.5625,17.8,19.6,18.0,77.0,24.1,20.8,22.2,100.0
32,2016-10-18,22.677777777777766,21.197222222222205,21.802083333333343,88.0486111111111,16.1,19.1,16.7,54.0,37.1,24.0,29.9,100.0
33,2016-10-19,22.165972222222212,21.69375,21.89097222222223,90.91666666666669,17.0,19.8,17.6,61.0,31.8,23.9,29.1,100.0
34,2016-10-20,22.29375,21.781944444444452,21.85,84.66666666666667,17.3,20.2,18.0,49.0,33.8,24.2,29.5,100.0
35,2016-10-21,18.93194444444445,19.925,18.90347222222223,83.08333333333333,14.4,18.5,15.2,54.0,27.7,21.6,25.1,100.0
36,2016-10-22,19.472916666666656,19.8826388888889,19.340277777777782,91.38888888888887,15.2,18.5,15.8,59.0,27.1,21.1,24.6,100.0
37,2016-10-23,19.418055555555554,19.92708333333335,19.28125,89.25,14.7,18.7,15.6,65.0,26.5,21.5,24.7,100.0
38,2016-10-24,16.769444444444446,18.358333333333327,16.766666666666666,83.40972222222223,12.1,16.6,12.9,48.0,26.0,19.9,23.5,100.0
39,2016-10-25,15.759027777777774,17.159722222222246,15.829166666666673,93.61111111111113,11.8,16.0,12.4,77.0,20.5,18.0,19.0,100.0
40,2016-10-26,21.251388888888886,19.749305555555555,20.62777777777778,90.61805555555556,14.6,17.6,15.1,63.0,31.6,22.0,27.2,100.0
41,2016-10-27,19.44097222222221,19.78263888888889,19.20833333333333,80.84722222222223,13.3,15.8,14.0,46.0,30.9,26.0,28.1,100.0
42,2016-10-28,17.299305555555566,17.911805555555578,17.413888888888867,98.93055555555556,13.4,15.8,14.1,87.0,19.5,18.9,18.9,100.0
43,2016-10-29,19.843750000000004,19.52847222222223,19.387500000000017,81.60416666666667,13.9,17.7,14.7,48.0,30.7,23.1,27.7,100.0
44,2016-10-30,16.15069444444445,17.493055555555557,15.829861111111109,79.27777777777777,11.2,15.8,11.9,40.0,26.8,19.6,23.0,99.0
45,2016-10-31,16.78055555555557,17.040277777777778,16.265277777777786,86.75694444444444,10.9,15.1,11.4,53.0,26.3,19.0,22.6,100.0
46,2016-11-01,16.984027777777786,17.522222222222215,16.427083333333336,85.83333333333333,11.3,16.0,12.0,56.0,30.3,20.2,25.5,100.0
47,2016-11-02,15.402083333333335,16.441666666666652,15.15763888888889,90.29861111111113,10.9,15.1,11.5,65.0,23.7,17.9,20.2,100.0
48,2016-11-03,15.86597222222222,16.585416666666667,15.368749999999993,83.18055555555556,9.8,14.6,10.4,51.0,29.9,19.7,25.6,100.0
49,2016-11-04,14.600694444444445,15.40486111111111,13.777777777777775,82.65277777777777,8.3,13.5,9.0,41.0,27.3,18.1,22.2,100.0
50,2016-11-05,14.43819444444444,15.115277777777786,13.826388888888884,85.39583333333333,7.1,12.7,7.9,45.0,26.9,18.0,22.8,100.0
51,2016-11-06,16.19027777777777,15.911805555555565,15.63958333333334,87.8263888888889,8.8,13.8,9.3,52.0,28.2,19.1,25.1,100.0
52,2016-11-07,15.593055555555562,15.750694444444447,14.795138888888891,87.36805555555556,8.7,13.7,9.3,54.0,24.4,17.4,20.1,100.0
53,2016-11-08,15.907638888888895,16.235416666666666,15.665277777777774,96.53472222222223,11.3,14.8,11.6,72.0,22.3,17.5,20.2,100.0
54,2016-11-09,13.482638888888884,15.264583333333333,13.129166666666675,85.14583333333333,6.5,12.6,7.3,51.0,26.5,18.3,22.8,100.0
55,2016-11-10,11.37125,13.072500000000002,11.185,97.3375,6.2,12.0,6.8,87.0,20.3,15.4,17.7,100.0
0,2020-01-30,18.288,19.396,16.988000000000003,84.16399999999997,14.7,16.7,13.1,52.2,28.4,23.3,27.5,90.9
1,2020-01-31,19.15694444444445,17.8125,17.72638888888889,71.75555555555556,14.6,15.6,12.8,33.8,30.4,21.1,29.3,89.7
2,2020-02-01,19.21805555555556,17.052777777777774,17.862499999999994,72.48472222222223,14.6,13.3,12.8,32.7,30.3,20.6,29.2,90.4
3,2020-02-02,19.70694444444443,17.42361111111111,18.28055555555555,70.35416666666663,14.6,14.7,12.7,30.3,31.2,21.3,30.7,89.4
4,2020-02-03,18.618055555555557,17.066666666666652,17.05277777777778,78.45138888888887,14.6,14.9,12.8,56.7,26.8,20.5,25.4,90.8
5,2020-02-04,18.834722222222226,17.011111111111116,18.134722222222226,72.35138888888889,13.6,11.6,12.8,30.4,30.9,20.9,30.1,89.7
6,2020-02-05,17.615277777777766,16.833333333333336,17.351388888888884,72.74444444444445,13.0,14.5,12.6,35.9,27.5,20.1,27.7,88.9
7,2020-02-06,17.209722222222222,16.427777777777788,16.856944444444448,70.20555555555555,12.7,12.5,12.6,31.6,27.2,19.7,26.7,87.8
8,2020-02-07,17.436111111111117,16.72083333333334,17.291666666666654,77.52916666666668,11.6,14.4,12.5,40.6,28.2,20.4,28.5,99.8
9,2020-02-08,17.906944444444445,16.683333333333326,17.804166666666674,72.15277777777777,12.9,12.2,12.9,34.0,29.1,20.2,30.4,91.0
10,2020-02-09,17.543055555555554,16.73611111111111,17.375000000000004,71.3875,13.0,14.6,12.4,37.1,28.2,20.2,28.8,89.7
11,2020-02-10,18.001388888888886,16.254166666666674,17.64583333333334,73.04444444444444,12.6,10.8,12.5,40.7,32.4,19.7,30.8,90.3
12,2020-02-11,18.277777777777764,16.865277777777774,17.922222222222217,69.80833333333332,13.1,14.5,12.5,28.3,31.5,20.3,31.0,88.5
13,2020-02-12,19.51666666666668,17.47916666666667,18.741666666666667,74.0138888888889,13.2,14.7,12.7,34.1,32.2,21.0,30.7,91.9
14,2020-02-13,20.348611111111115,18.65555555555556,19.2875,83.83194444444446,15.7,16.5,14.7,48.0,31.6,22.0,29.7,96.3
15,2020-02-14,17.652777777777775,17.459722222222222,16.391666666666666,87.93750000000001,14.3,16.1,13.2,68.9,27.8,19.6,26.4,95.5
16,2020-02-15,18.23055555555557,17.288888888888884,17.25277777777778,87.33611111111111,12.5,15.5,13.0,67.7,27.6,19.9,25.7,100.0
17,2020-02-16,15.166666666666671,16.319444444444443,14.998611111111105,96.64166666666668,12.8,15.7,13.1,80.2,19.6,16.8,19.0,100.0
18,2020-02-17,18.40694444444444,17.308333333333334,18.156944444444445,79.47083333333332,13.2,14.7,13.0,41.1,31.1,20.5,29.5,98.2
19,2020-02-18,17.43333333333333,16.918055555555554,17.32638888888889,76.59861111111111,12.5,15.0,12.6,48.7,32.0,19.5,28.1,92.0
20,2020-02-19,18.069444444444443,16.937499999999996,18.086111111111123,72.30138888888888,12.5,14.7,12.7,34.9,31.3,19.8,29.5,89.9
21,2020-02-20,18.41666666666666,17.27083333333334,18.258333333333336,78.03194444444442,12.1,14.9,12.7,50.1,28.8,20.1,26.3,92.2
22,2020-02-21,19.211111111111123,17.758333333333336,18.891666666666666,75.56666666666666,12.9,15.3,12.7,38.1,30.2,20.9,29.8,93.4
23,2020-02-22,16.49583333333334,16.558333333333348,15.772222222222226,93.06805555555556,13.4,14.4,13.0,73.2,22.5,17.3,21.6,100.0
24,2020-02-23,17.786111111111122,16.963888888888892,17.412499999999994,80.70555555555555,12.8,15.3,12.7,35.4,31.2,19.6,28.4,100.0
25,2020-02-24,19.39583333333333,17.430555555555557,18.88749999999999,76.7638888888889,12.7,15.1,12.7,38.8,32.4,20.2,29.8,96.0
26,2020-02-25,16.597222222222214,16.906944444444434,16.098611111111108,91.6,13.2,15.9,12.9,80.7,23.1,17.9,21.6,98.4
27,2020-02-26,19.697222222222226,17.909722222222218,18.852777777777774,81.79999999999998,13.3,14.8,13.1,43.3,35.3,21.2,30.9,99.5
28,2020-02-27,17.798611111111118,17.013888888888882,17.651388888888885,73.30138888888888,12.1,15.5,12.5,31.6,30.8,19.3,28.0,95.7
29,2020-02-28,17.6875,16.799999999999994,18.00972222222223,78.79861111111114,11.9,13.7,12.5,35.6,30.4,20.0,30.1,96.6
30,2020-02-29,16.76805555555556,16.69722222222223,16.04166666666667,90.06666666666662,12.5,15.5,12.8,62.7,26.9,19.1,25.5,97.1
31,2020-03-01,19.96111111111111,17.736111111111114,19.034722222222218,81.19305555555555,13.8,15.0,13.0,43.7,29.8,21.0,28.4,97.8
32,2020-03-02,20.46944444444444,18.611111111111114,19.49861111111111,83.11250000000003,14.8,16.4,13.8,43.4,31.4,21.5,31.1,99.7
33,2020-03-03,20.56666666666666,18.99861111111112,19.45555555555556,76.97638888888885,14.1,16.2,13.0,30.7,33.3,24.0,30.1,99.6
34,2020-03-04,17.773611111111126,17.383333333333333,16.613888888888887,91.92222222222219,14.3,14.7,13.2,72.8,27.7,19.7,26.4,99.9
35,2020-03-05,19.86666666666667,17.69305555555556,18.7875,75.3263888888889,12.4,15.6,12.8,37.7,34.2,20.7,31.6,99.2
36,2020-03-06,18.918055555555565,17.23472222222223,18.658333333333328,70.7638888888889,12.2,11.9,12.7,29.5,35.1,20.2,31.1,91.3
37,2020-03-07,20.75972222222222,18.045833333333334,19.229166666666668,79.0263888888889,12.3,15.4,12.5,34.9,34.1,21.3,31.9,100.0
38,2020-03-08,17.158333333333335,16.14583333333334,14.065277777777775,95.57222222222221,13.5,15.4,13.2,84.2,21.8,17.8,15.7,100.0
39,2020-03-09,20.877777777777773,17.91805555555555,20.675,78.06666666666666,13.2,13.5,13.1,41.2,35.8,21.5,31.6,98.0
40,2020-03-10,18.088888888888892,17.681944444444454,16.606944444444448,98.01666666666668,15.2,17.3,15.1,89.4,22.9,18.4,18.1,100.0
41,2020-03-11,22.00555555555556,18.561111111111114,19.53888888888889,79.69583333333333,12.8,16.5,13.0,35.5,32.7,21.0,30.7,100.0
42,2020-03-12,20.288888888888884,18.433333333333334,19.880555555555556,75.42638888888891,13.2,16.1,13.0,37.0,34.3,21.4,33.1,96.9
43,2020-03-13,19.898611111111105,18.830555555555552,19.811111111111114,79.80416666666669,12.7,16.3,12.8,41.5,32.5,21.5,30.7,98.2
44,2020-03-14,16.28333333333333,17.172222222222224,15.804166666666662,96.33055555555555,13.3,15.5,13.0,84.8,27.8,18.7,22.0,100.0
45,2020-03-15,20.11111111111111,18.13194444444445,19.469444444444445,75.13749999999997,12.9,15.4,12.7,29.3,37.3,21.3,31.3,100.0
46,2020-03-16,18.838888888888878,17.768055555555556,18.830555555555552,74.49583333333331,12.6,14.1,12.9,31.6,31.4,20.3,29.9,92.8
47,2020-03-17,19.9875,18.441666666666666,19.84305555555556,75.83194444444446,12.6,15.9,12.6,38.4,33.8,21.6,30.6,96.4
48,2020-03-18,19.881944444444443,18.758333333333333,19.666666666666664,77.2847222222222,13.0,16.4,12.9,30.9,33.2,21.7,30.5,97.5
49,2020-03-19,21.331944444444453,19.00833333333333,21.04166666666666,80.32638888888886,12.9,15.0,13.0,36.1,38.0,21.6,33.7,97.2
50,2020-03-20,19.305555555555557,18.851388888888884,18.926388888888873,74.82361111111109,13.0,16.6,12.6,28.4,33.7,20.6,29.4,97.6
51,2020-03-21,19.46944444444445,18.433333333333334,19.37916666666668,71.94305555555555,12.7,16.4,12.5,32.9,31.6,21.0,29.7,91.7
52,2020-03-22,18.93472222222222,18.544444444444444,19.163888888888884,79.61388888888888,12.8,16.5,12.9,50.7,29.3,20.6,30.3,94.1
53,2020-03-23,17.798611111111114,17.71805555555555,17.766666666666673,72.63472222222221,10.1,15.9,10.1,30.4,29.8,19.9,29.3,94.5
54,2020-03-24,15.715277777777779,16.269444444444446,15.243055555555555,72.73750000000003,8.2,14.2,7.7,29.7,31.3,18.2,28.8,94.3
55,2020-03-25,15.998611111111119,15.700000000000005,15.544444444444444,73.89722222222224,5.6,12.5,5.5,26.1,33.1,18.8,28.7,95.8
56,2020-03-26,16.799999999999994,16.066666666666666,16.30416666666666,73.83611111111108,5.0,12.4,4.4,27.5,34.7,19.2,28.6,98.4
57,2020-03-27,16.813888888888883,17.08194444444444,16.805555555555557,95.26527777777781,13.4,15.8,13.1,81.2,23.0,18.0,23.7,100.0
58,2020-03-28,19.13055555555556,18.53333333333333,18.5625,94.8416666666667,14.3,16.9,13.2,62.5,30.1,20.4,30.0,100.0
59,2020-03-29,16.638888888888896,17.01388888888889,16.12083333333333,92.57916666666664,12.0,15.3,11.6,71.2,27.3,20.0,27.2,99.6
60,2020-03-30,14.686111111111114,16.131944444444443,14.47777777777778,93.4583333333333,11.5,15.0,11.2,69.4,24.2,18.2,23.7,100.0
61,2020-03-31,15.643055555555556,16.04583333333333,15.597222222222225,89.34305555555557,12.0,14.6,11.8,75.9,23.8,17.6,23.7,100.0
62,2020-04-01,16.525,16.665277777777774,16.50972222222223,89.0972222222222,13.3,15.6,13.2,74.4,22.5,17.9,23.0,98.4
63,2020-04-02,17.408333333333328,16.630555555555556,16.925000000000004,67.65416666666667,9.0,13.5,8.8,36.2,32.5,20.5,28.0,88.8
64,2020-04-03,16.388888888888882,16.158333333333335,16.187499999999993,74.7791666666667,6.2,12.1,5.9,38.8,32.2,19.8,28.7,94.7
65,2020-04-04,19.291666666666668,18.23888888888889,18.459722222222226,74.89722222222224,10.1,13.8,9.2,32.9,35.0,29.2,34.5,96.9
66,2020-04-05,17.01388888888889,16.520833333333325,15.969444444444447,63.90000000000001,9.6,13.6,8.4,31.5,30.2,19.5,28.5,92.1
67,2020-04-06,16.884722222222226,15.574999999999998,15.44444444444444,62.4263888888889,7.9,12.2,6.9,31.9,36.7,19.2,27.2,86.0
68,2020-04-07,16.6,15.472222222222221,15.1125,64.66250000000004,7.3,12.4,6.0,28.9,33.6,18.7,25.9,88.4
69,2020-04-08,18.40555555555555,16.394444444444446,17.255555555555556,68.81527777777778,6.7,12.0,5.4,32.7,35.3,20.4,29.1,91.2
70,2020-04-09,18.366666666666664,16.7375,17.305555555555557,61.91666666666668,10.1,13.9,9.1,24.0,32.6,20.0,29.3,88.3
71,2020-04-10,17.556944444444433,16.18888888888889,16.486111111111107,56.87083333333333,9.5,13.1,8.3,27.6,32.9,19.7,28.7,81.9
72,2020-04-11,16.538888888888884,15.466666666666672,15.509722222222226,64.87500000000001,7.2,12.0,6.0,34.1,30.3,18.7,26.0,89.8
73,2020-04-12,14.681944444444447,15.295833333333327,14.005555555555553,85.87222222222222,8.8,13.3,7.5,66.2,23.3,17.2,24.0,95.1
74,2020-04-13,15.22916666666667,15.40833333333334,14.527777777777779,86.9291666666667,11.8,14.3,10.6,77.8,19.7,16.8,19.4,96.1
75,2020-04-14,17.768055555555552,16.25416666666667,16.843055555555555,62.62083333333334,9.6,12.7,8.7,26.2,34.5,20.5,29.5,92.0
76,2020-04-15,16.599999999999998,15.419444444444446,15.794444444444446,65.3263888888889,6.9,11.8,5.6,39.5,28.8,18.2,25.0,89.1
77,2020-04-16,18.797222222222224,16.766666666666666,18.28055555555555,68.4208333333333,10.1,13.4,9.1,41.7,31.0,19.8,28.3,88.7
78,2020-04-17,18.39722222222222,17.509722222222226,18.29861111111111,77.48055555555554,12.7,15.1,11.9,44.1,31.6,20.1,30.3,94.2
79,2020-04-18,17.01111111111111,16.886111111111113,16.02361111111112,93.13194444444444,13.6,15.9,13.0,67.5,26.9,18.0,25.5,100.0
80,2020-04-19,18.529166666666672,17.11388888888889,18.176388888888887,70.56111111111113,12.6,14.7,12.4,41.4,30.6,19.8,26.8,90.5
81,2020-04-20,17.20277777777778,17.39861111111112,17.045833333333334,86.04722222222225,13.2,15.1,12.7,64.9,25.3,21.1,25.2,96.4
82,2020-04-21,18.080555555555552,17.55138888888889,17.831944444444446,76.4541666666667,12.0,14.1,11.4,49.3,27.6,21.1,26.8,96.0
83,2020-04-22,15.919444444444446,16.120833333333334,15.422222222222226,61.32499999999998,9.1,13.6,8.0,37.3,25.9,18.1,25.1,81.1
84,2020-04-23,14.618055555555555,14.861111111111116,14.101388888888895,66.22083333333333,7.7,12.3,6.8,42.1,25.3,17.6,24.9,86.5
85,2020-04-24,14.913888888888893,14.980555555555556,14.091666666666665,69.30694444444447,7.0,12.1,5.8,42.8,26.5,18.1,25.9,89.5
86,2020-04-25,17.136111111111113,15.505555555555553,16.748611111111117,65.60000000000001,7.1,11.9,5.9,40.3,28.8,18.8,28.7,88.9
87,2020-04-26,18.695833333333344,17.381944444444443,18.53055555555555,74.70694444444446,10.4,14.0,9.4,50.3,30.6,20.2,31.5,90.8
88,2020-04-27,18.675000000000004,17.58333333333333,18.63611111111112,62.94444444444443,11.3,15.5,10.9,36.8,29.4,19.9,28.4,86.3
89,2020-04-28,17.950000000000006,16.56111111111111,16.856944444444448,59.211111111111116,8.4,13.9,7.7,30.6,28.9,19.3,28.1,88.3
90,2020-04-29,19.18194444444445,16.880555555555567,17.854166666666664,64.63750000000002,9.0,13.3,6.6,35.9,28.9,19.7,26.3,88.4
91,2020-04-30,20.977777777777774,18.472222222222218,20.211111111111123,73.82638888888886,11.8,15.1,9.7,39.1,31.4,21.2,31.0,90.6
92,2020-05-01,22.552777777777774,20.13055555555556,21.23888888888889,75.55416666666669,16.4,18.0,14.7,51.8,30.0,22.2,28.6,93.6
93,2020-05-02,22.68194444444445,20.338888888888878,21.434722222222227,76.33611111111107,15.6,17.7,13.4,49.8,31.4,22.7,30.5,92.6
94,2020-05-03,22.3986111111111,20.729166666666675,21.595833333333346,78.30277777777775,19.5,20.0,18.0,58.5,28.6,21.7,29.7,93.9
95,2020-05-04,21.202777777777786,20.43472222222222,20.272222222222236,86.09583333333332,18.1,19.3,16.9,68.6,27.5,21.7,28.1,98.1
96,2020-05-05,23.365277777777774,21.06388888888889,22.568055555555574,74.9,18.1,19.3,16.8,40.7,30.5,22.8,30.0,96.0
97,2020-05-06,20.506944444444443,20.7888888888889,20.487500000000004,93.8,16.9,19.7,16.7,65.8,26.5,21.7,29.2,100.0
98,2020-05-07,20.93888888888889,19.687499999999996,20.6125,66.40277777777779,13.5,17.5,12.4,30.1,35.7,21.8,31.1,89.4
99,2020-05-08,20.230555555555554,20.211111111111116,20.041666666666675,73.67777777777778,13.9,17.2,13.0,41.4,32.1,22.7,30.5,100.0
100,2020-05-09,19.036111111111108,22.03055555555556,19.20555555555556,79.56111111111106,13.9,19.6,13.5,51.8,27.1,24.2,27.8,100.0
101,2020-05-10,19.718055555555555,22.91111111111111,19.51111111111111,94.26805555555555,16.5,21.9,16.0,87.4,22.7,23.9,23.1,99.7
