date,disease,T20_mean_x,T60_mean_x,H_mean_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,housa_x,H_mean_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,housa_y,H_mean_z,H_min_z,T20_max_z,T60_max_z,housa_z,days
2018-09-03,1,27.29444444,27.01736111,84.11111111,61.1,37.0,28.9,35.2,3.3173772616130335,85.71597222,68.6,32.2,27.5,30.5,2.849446285136161,82.81527778,54.1,40.3,38.0,4.009167766182779,50.0
2018-09-04,1,28.62777778,28.15972222,80.65416667,55.3,40.3,29.3,37.5,4.270739017457851,84.11111111,61.1,37.0,28.9,35.2,3.3173772616130335,85.71597222,68.6,32.2,30.5,2.849446285136161,51.0
2018-09-05,1,27.02638889,26.97916667,92.36458333,78.6,35.3,28.3,32.6,1.5911868859364393,80.65416667,55.3,40.3,29.3,37.5,4.270739017457851,84.11111111,61.1,37.0,35.2,3.3173772616130335,52.0
2018-09-06,1,28.21944444,27.9125,84.52777778,61.9,38.2,29.0,35.8,3.3747693766999656,92.36458333,78.6,35.3,28.3,32.6,1.5911868859364393,80.65416667,55.3,40.3,37.5,4.270739017457851,53.0
2018-09-07,1,26.68888889,26.42152778,82.61527778,55.9,36.3,27.3,31.8,3.52503688415281,84.52777778,61.9,38.2,29.0,35.8,3.3747693766999656,92.36458333,78.6,35.3,32.6,1.5911868859364393,54.0
2018-09-08,1,26.70833333,26.71736111,87.62013889,76.6,32.8,27.4,30.6,2.546985616744017,82.61527778,55.9,36.3,27.3,31.8,3.52503688415281,84.52777778,61.9,38.2,35.8,3.3747693766999656,55.0
2018-09-09,1,27.39513889,27.29583333,87.76527778,72.7,34.6,28.0,33.2,2.5894985685071714,87.62013889,76.6,32.8,27.4,30.6,2.546985616744017,82.61527778,55.9,36.3,31.8,3.52503688415281,56.0
2018-09-10,1,28.2875,28.12777778,86.05208333,62.5,38.5,29.3,36.8,3.074329400489308,87.76527778,72.7,34.6,28.0,33.2,2.5894985685071714,87.62013889,76.6,32.8,30.6,2.546985616744017,57.0
2018-09-11,1,24.41527778,24.60069444,91.00416667,83.5,31.0,26.9,29.2,1.666804045749703,86.05208333,62.5,38.5,29.3,36.8,3.074329400489308,87.76527778,72.7,34.6,33.2,2.5894985685071714,58.0
2018-09-12,1,23.09861111,23.07013889,80.18680556,63.4,29.9,24.8,27.6,3.400179575238527,91.00416667,83.5,31.0,26.9,29.2,1.666804045749703,86.05208333,62.5,38.5,36.8,3.074329400489308,59.0
2018-09-13,1,21.74791667,22.03263889,78.28194444,61.4,27.8,23.8,27.2,3.5366786169150664,80.18680556,63.4,29.9,24.8,27.6,3.400179575238527,91.00416667,83.5,31.0,29.2,1.666804045749703,60.0
2018-09-14,1,23.42222222,23.30208333,78.40069444,54.2,32.5,24.4,30.4,3.750211039359413,78.28194444,61.4,27.8,23.8,27.2,3.5366786169150664,80.18680556,63.4,29.9,27.6,3.400179575238527,61.0
2018-09-15,1,22.86111111,23.01458333,87.23194444,77.2,28.1,24.3,27.0,2.1850273176909027,78.40069444,54.2,32.5,24.4,30.4,3.750211039359413,78.28194444,61.4,27.8,27.2,3.5366786169150664,62.0
2018-09-16,1,23.36666667,23.49791667,91.56458333,75.8,27.7,24.5,27.5,1.4790931758537806,87.23194444,77.2,28.1,24.3,27.0,2.1850273176909027,78.40069444,54.2,32.5,30.4,3.750211039359413,63.0
2018-09-17,1,27.31875,26.86458333,82.95555556,57.5,36.2,27.1,34.4,3.5320867038192443,91.56458333,75.8,27.7,24.5,27.5,1.4790931758537806,87.23194444,77.2,28.1,27.0,2.1850273176909027,64.0
2018-09-18,1,27.23055556,26.86666667,67.40347222,42.0,33.4,25.9,32.2,6.7556046619278804,82.95555556,57.5,36.2,27.1,34.4,3.5320867038192443,91.56458333,75.8,27.7,27.5,1.4790931758537806,65.0
2018-09-19,1,25.56736111,25.34375,71.04236111,46.8,34.1,26.4,33.1,5.567286577716677,67.40347222,42.0,33.4,25.9,32.2,6.7556046619278804,82.95555556,57.5,36.2,34.4,3.5320867038192443,66.0
2018-09-20,1,24.95347222,24.57638889,73.22638889,45.9,36.0,29.4,32.9,4.954777028862357,71.04236111,46.8,34.1,26.4,33.1,5.567286577716677,67.40347222,42.0,33.4,32.2,6.7556046619278804,67.0
2018-09-21,1,21.09930556,21.24791667,88.12430556,81.6,24.0,22.9,23.7,1.8582289274954689,73.22638889,45.9,36.0,29.4,32.9,4.954777028862357,71.04236111,46.8,34.1,33.1,5.567286577716677,68.0
2018-09-22,1,21.23263889,21.45138889,89.35555556,80.8,24.0,23.0,23.7,1.6829338523011217,88.12430556,81.6,24.0,22.9,23.7,1.8582289274954689,73.22638889,45.9,36.0,32.9,4.954777028862357,69.0
2018-09-23,1,25.175,24.81041667,77.32430556,54.6,35.4,25.2,31.7,4.245594615840546,89.35555556,80.8,24.0,23.0,23.7,1.6829338523011217,88.12430556,81.6,24.0,23.7,1.8582289274954689,70.0
2018-09-24,1,25.20486111,24.64027778,75.62152778,49.6,36.5,25.2,31.5,4.525911303911139,77.32430556,54.6,35.4,25.2,31.7,4.245594615840546,89.35555556,80.8,24.0,23.7,1.6829338523011217,71.0
2018-09-25,1,25.17222222,24.95763889,84.93680556,58.7,33.6,26.2,30.8,2.841020900302928,75.62152778,49.6,36.5,25.2,31.5,4.525911303911139,77.32430556,54.6,35.4,31.7,4.245594615840546,72.0
2018-09-26,1,21.67916667,21.87777778,88.72986111,79.1,24.4,24.0,23.9,1.8209188743326403,84.93680556,58.7,33.6,26.2,30.8,2.841020900302928,75.62152778,49.6,36.5,31.5,4.525911303911139,73.0
2018-09-27,1,21.90208333,21.92708333,83.62152778,61.7,28.0,23.7,26.6,2.6529060713602517,88.72986111,79.1,24.4,24.0,23.9,1.8209188743326403,84.93680556,58.7,33.6,30.8,2.841020900302928,74.0
2018-09-28,1,19.57013889,19.74166667,86.10416667,67.4,24.3,22.1,23.3,2.012718486299468,83.62152778,61.7,28.0,23.7,26.6,2.6529060713602517,88.72986111,79.1,24.4,23.9,1.8209188743326403,75.0
2018-09-29,1,21.92777778,21.37638889,77.26388889,48.6,36.2,23.3,30.5,3.580971440323673,86.10416667,67.4,24.3,22.1,23.3,2.012718486299468,83.62152778,61.7,28.0,26.6,2.6529060713602517,76.0
2018-09-30,1,19.82847222,20.04652778,85.30208333,78.4,21.3,21.6,21.2,2.1625776606846245,77.26388889,48.6,36.2,23.3,30.5,3.580971440323673,86.10416667,67.4,24.3,23.3,2.012718486299468,77.0
2018-10-01,1,24.12847222,23.86666667,89.62152778,71.3,29.9,23.9,28.4,1.8537566816879805,85.30208333,78.4,21.3,21.6,21.2,2.1625776606846245,77.26388889,48.6,36.2,30.5,3.580971440323673,78.0
2018-10-02,1,25.74305556,24.99513889,75.26458333,49.1,38.9,26.2,34.4,4.6739698929985805,89.62152778,71.3,29.9,23.9,28.4,1.8537566816879805,85.30208333,78.4,21.3,21.2,2.1625776606846245,79.0
2018-10-03,1,23.88194444,23.17916667,71.42916667,41.5,38.0,25.0,33.5,4.930078236820265,75.26458333,49.1,38.9,26.2,34.4,4.6739698929985805,89.62152778,71.3,29.9,28.4,1.8537566816879805,80.0
2018-10-04,1,23.48958333,23.04097222,76.77916667,43.9,39.0,24.7,34.2,3.9791215777413815,71.42916667,41.5,38.0,25.0,33.5,4.930078236820265,75.26458333,49.1,38.9,34.4,4.6739698929985805,81.0
2018-10-05,1,22.54513889,22.54097222,89.03263889,77.7,27.8,23.8,26.5,1.832547039750916,76.77916667,43.9,39.0,24.7,34.2,3.9791215777413815,71.42916667,41.5,38.0,33.5,4.930078236820265,82.0
2018-10-27,0,23.98,23.5575,86.44625,65.9,31.3,24.1,28.9,2.3836770432711365,89.03263889,77.7,27.8,23.8,26.5,1.832547039750916,76.77916667,43.9,39.0,34.2,3.9791215777413815,104.0
2018-10-28,0,20.34027778,20.34722222,80.825,44.3,30.0,22.1,31.7,2.865241899265337,86.44625,65.9,31.3,24.1,28.9,2.3836770432711365,89.03263889,77.7,27.8,26.5,1.832547039750916,20.0
2018-10-29,0,18.09861111,18.19097222,72.99027778,40.6,27.7,21.0,29.5,3.610047326843636,80.825,44.3,30.0,22.1,31.7,2.865241899265337,86.44625,65.9,31.3,28.9,2.3836770432711365,21.0
2018-10-30,0,17.525,17.70486111,75.94236111,40.3,28.6,20.5,29.9,3.134905454372332,72.99027778,40.6,27.7,21.0,29.5,3.610047326843636,80.825,44.3,30.0,31.7,2.865241899265337,22.0
2018-10-31,0,17.37916667,17.6,71.93611111,37.7,29.2,20.5,31.6,3.6369459798484516,75.94236111,40.3,28.6,20.5,29.9,3.134905454372332,72.99027778,40.6,27.7,29.5,3.610047326843636,23.0
2018-11-01,0,16.40972222,16.62361111,72.04861111,39.8,26.8,19.6,29.4,3.4413064896278844,71.93611111,37.7,29.2,20.5,31.6,3.6369459798484516,75.94236111,40.3,28.6,29.9,3.134905454372332,24.0
2018-11-02,0,15.14166667,15.62708333,71.86597222,34.7,26.9,18.5,27.3,3.285967177863008,72.04861111,39.8,26.8,19.6,29.4,3.4413064896278844,71.93611111,37.7,29.2,31.6,3.6369459798484516,25.0
2018-11-03,0,16.60138889,17.01736111,75.42916667,35.8,28.0,19.3,30.6,3.0884383253865053,71.86597222,34.7,26.9,18.5,27.3,3.285967177863008,72.04861111,39.8,26.8,29.4,3.4413064896278844,26.0
2018-11-04,0,18.10902778,18.21458333,87.32986111,58.3,26.4,19.8,26.7,1.6955418293085704,75.42916667,35.8,28.0,19.3,30.6,3.0884383253865053,71.86597222,34.7,26.9,27.3,3.285967177863008,27.0
2018-11-05,0,17.97361111,17.95486111,93.03611111,85.9,23.0,19.3,24.5,0.9193823004615572,87.32986111,58.3,26.4,19.8,26.7,1.6955418293085704,75.42916667,35.8,28.0,30.6,3.0884383253865053,28.0
2018-11-06,0,20.03888889,20.38333333,91.83888889,74.3,28.0,21.0,30.2,1.2217436068363603,93.03611111,85.9,23.0,19.3,24.5,0.9193823004615572,87.32986111,58.3,26.4,26.7,1.6955418293085704,29.0
2018-11-07,0,20.03055556,20.05694444,92.77083333,72.6,24.9,21.0,25.4,1.06423332562331,91.83888889,74.3,28.0,21.0,30.2,1.2217436068363603,93.03611111,85.9,23.0,24.5,0.9193823004615572,30.0
2018-11-08,0,20.01875,20.46736111,88.23680556,63.8,27.2,21.6,30.2,1.7685939095097138,92.77083333,72.6,24.9,21.0,25.4,1.06423332562331,91.83888889,74.3,28.0,30.2,1.2217436068363603,31.0
2018-11-09,0,20.55763889,20.99097222,86.71388889,46.9,29.6,22.1,31.9,2.0518302954979943,88.23680556,63.8,27.2,21.6,30.2,1.7685939095097138,92.77083333,72.6,24.9,25.4,1.06423332562331,32.0
2018-11-10,0,19.06180556,19.1,94.45833333,81.1,23.6,20.5,25.2,0.776500074765605,86.71388889,46.9,29.6,22.1,31.9,2.0518302954979943,88.23680556,63.8,27.2,30.2,1.7685939095097138,33.0
2018-11-11,0,20.67569444,21.16041667,87.12847222,59.7,27.9,22.0,30.3,2.0050791245790367,94.45833333,81.1,23.6,20.5,25.2,0.776500074765605,86.71388889,46.9,29.6,31.9,2.0518302954979943,34.0
2018-11-12,0,18.88055556,19.24097222,83.70208333,61.9,26.5,21.2,28.8,2.3003919502317345,87.12847222,59.7,27.9,22.0,30.3,2.0050791245790367,94.45833333,81.1,23.6,25.2,0.776500074765605,35.0
2018-11-13,0,19.27013889,19.56944444,86.67291667,65.4,25.2,20.7,26.9,1.91326765992258,83.70208333,61.9,26.5,21.2,28.8,2.3003919502317345,87.12847222,59.7,27.9,30.3,2.0050791245790367,36.0
2018-11-14,0,18.75833333,18.94791667,89.91388889,79.1,23.6,20.6,25.1,1.4021772618726616,86.67291667,65.4,25.2,20.7,26.9,1.91326765992258,83.70208333,61.9,26.5,28.8,2.3003919502317345,37.0
2018-11-15,0,18.43125,18.77291667,84.62152778,61.6,25.6,20.6,28.3,2.118606233119574,89.91388889,79.1,23.6,20.6,25.1,1.4021772618726616,86.67291667,65.4,25.2,26.9,1.91326765992258,38.0
2018-11-16,0,17.00763889,17.57638889,83.08611111,53.7,24.0,19.9,25.4,2.189252133934953,84.62152778,61.6,25.6,20.6,28.3,2.118606233119574,89.91388889,79.1,23.6,25.1,1.4021772618726616,39.0
2018-11-17,0,17.63958333,18.22777778,84.02013889,64.1,26.0,20.3,28.6,2.1399257484279413,83.08611111,53.7,24.0,19.9,25.4,2.189252133934953,84.62152778,61.6,25.6,28.3,2.118606233119574,40.0
2018-11-18,1,18.525,19.20277778,85.32222222,62.6,25.5,20.4,27.7,2.0676254378065946,84.02013889,64.1,26.0,20.3,28.6,2.1399257484279413,83.08611111,53.7,24.0,25.4,2.189252133934953,41.0
2018-11-19,1,17.83333333,18.25277778,83.87847222,64.5,25.1,20.3,26.9,2.1617105266754915,85.32222222,62.6,25.5,20.4,27.7,2.0676254378065946,84.02013889,64.1,26.0,28.6,2.1399257484279413,42.0
2018-11-20,1,17.35833333,17.48819444,89.53125,79.5,22.0,19.2,22.6,1.348781642561946,83.87847222,64.5,25.1,20.3,26.9,2.1617105266754915,85.32222222,62.6,25.5,27.7,2.0676254378065946,43.0
2018-11-21,1,16.575,17.31527778,83.61666667,52.1,23.2,19.1,25.2,2.0917675023272158,89.53125,79.5,22.0,19.2,22.6,1.348781642561946,83.87847222,64.5,25.1,26.9,2.1617105266754915,44.0
2018-11-22,1,16.94166667,17.52569444,84.75555556,53.2,25.7,19.4,28.2,1.9679374990627896,83.61666667,52.1,23.2,19.1,25.2,2.0917675023272158,89.53125,79.5,22.0,22.6,1.348781642561946,45.0
2018-11-23,1,16.86041667,17.09722222,89.46319444,73.8,23.0,19.2,24.3,1.3299954348683272,84.75555556,53.2,25.7,19.4,28.2,1.9679374990627896,83.61666667,52.1,23.2,25.2,2.0917675023272158,46.0
2018-11-24,1,16.60138889,16.99583333,83.9375,61.6,25.0,19.7,26.4,2.016697805532791,89.46319444,73.8,23.0,19.2,24.3,1.3299954348683272,84.75555556,53.2,25.7,28.2,1.9679374990627896,47.0
2018-11-25,1,15.94305556,16.62013889,83.49097222,59.8,24.3,18.9,27.2,2.032179143885631,83.9375,61.6,25.0,19.7,26.4,2.016697805532791,89.46319444,73.8,23.0,24.3,1.3299954348683272,48.0
2018-11-26,1,16.04513889,16.59027778,82.78819444,58.9,23.1,18.6,24.8,2.115355702781895,83.49097222,59.8,24.3,18.9,27.2,2.032179143885631,83.9375,61.6,25.0,26.4,2.016697805532791,49.0
2018-11-27,1,16.5625,17.11527778,88.50277778,74.2,23.0,18.7,24.9,1.4525996261219642,82.78819444,58.9,23.1,18.6,24.8,2.115355702781895,83.49097222,59.8,24.3,27.2,2.032179143885631,50.0
2018-11-28,1,17.25138889,17.61527778,85.58472222,63.1,24.1,19.1,25.4,1.8696453589694584,88.50277778,74.2,23.0,18.7,24.9,1.4525996261219642,82.78819444,58.9,23.1,24.8,2.115355702781895,51.0
2018-11-29,1,17.28888889,17.62916667,89.77916667,62.7,24.3,18.9,25.7,1.326594371243043,85.58472222,63.1,24.1,19.1,25.4,1.8696453589694584,88.50277778,74.2,23.0,24.9,1.4525996261219642,52.0
2018-11-30,1,17.24305556,17.75,86.47569444,60.3,24.8,19.5,26.4,1.7664910081646548,89.77916667,62.7,24.3,18.9,25.7,1.326594371243043,85.58472222,63.1,24.1,25.4,1.8696453589694584,53.0
2018-12-01,1,16.51805556,17.11458333,85.99375,63.0,23.8,19.2,25.7,1.7695345151793809,86.47569444,60.3,24.8,19.5,26.4,1.7664910081646548,89.77916667,62.7,24.3,25.7,1.326594371243043,54.0
2018-12-02,1,16.075,16.66527778,89.91597222,68.8,23.5,19.8,25.3,1.2442494939168052,85.99375,63.0,23.8,19.2,25.7,1.7695345151793809,86.47569444,60.3,24.8,26.4,1.7664910081646548,55.0
2018-12-03,1,16.21527778,16.59305556,90.32430556,64.0,22.9,18.6,24.9,1.1893309163013963,89.91597222,68.8,23.5,19.8,25.3,1.2442494939168052,85.99375,63.0,23.8,25.7,1.7695345151793809,56.0
2018-12-04,1,18.04583333,18.28958333,91.02361111,57.4,26.0,18.9,27.3,1.2059396163935572,90.32430556,64.0,22.9,18.6,24.9,1.1893309163013963,89.91597222,68.8,23.5,25.3,1.2442494939168052,57.0
2018-12-05,1,19.69791667,20.04236111,96.60833333,77.7,24.8,19.6,25.6,0.498925861911583,91.02361111,57.4,26.0,18.9,27.3,1.2059396163935572,90.32430556,64.0,22.9,24.9,1.1893309163013963,58.0
2018-12-06,1,19.29166667,19.7,87.98263889,59.5,25.3,20.6,26.9,1.7368992843344344,96.60833333,77.7,24.8,19.6,25.6,0.498925861911583,91.02361111,57.4,26.0,27.3,1.2059396163935572,59.0
2018-12-07,1,17.22083333,17.30625,95.06388889,89.8,21.0,18.9,21.3,0.6299273447974091,87.98263889,59.5,25.3,20.6,26.9,1.7368992843344344,96.60833333,77.7,24.8,25.6,0.498925861911583,60.0
2018-12-08,1,16.69722222,16.8875,93.14652778,77.4,22.0,19.1,23.2,0.8555877120694118,95.06388889,89.8,21.0,18.9,21.3,0.6299273447974091,87.98263889,59.5,25.3,26.9,1.7368992843344344,61.0
2018-12-09,1,15.48472222,15.87569444,87.4125,62.6,23.2,18.8,24.8,1.4896911722630088,93.14652778,77.4,22.0,19.1,23.2,0.8555877120694118,95.06388889,89.8,21.0,21.3,0.6299273447974091,62.0
2018-12-10,1,15.35208333,15.74861111,86.22847222,66.3,23.0,18.4,24.3,1.6188755226679206,87.4125,62.6,23.2,18.8,24.8,1.4896911722630088,93.14652778,77.4,22.0,23.2,0.8555877120694118,63.0
2018-12-11,1,14.675,14.95902778,88.41319444,75.1,21.9,17.4,23.2,1.3060486490601837,86.22847222,66.3,23.0,18.4,24.3,1.6188755226679206,87.4125,62.6,23.2,24.8,1.4896911722630088,64.0
2018-12-12,1,14.92708333,15.16319444,88.78958333,62.9,22.3,17.3,23.5,1.2774460580179967,88.41319444,75.1,21.9,17.4,23.2,1.3060486490601837,86.22847222,66.3,23.0,24.3,1.6188755226679206,65.0
2018-12-13,1,15.69375,16.0625,93.46180556,71.3,22.1,18.0,23.4,0.7814658301669324,88.78958333,62.9,22.3,17.3,23.5,1.2774460580179967,88.41319444,75.1,21.9,23.2,1.3060486490601837,66.0
2018-12-14,1,15.62847222,16.08958333,89.29444444,61.5,24.0,18.1,23.9,1.2813968401749096,93.46180556,71.3,22.1,18.0,23.4,0.7814658301669324,88.78958333,62.9,22.3,23.5,1.2774460580179967,67.0
2018-12-15,1,15.68888889,16.09305556,86.525,61.8,25.1,18.0,23.9,1.6131805739094822,89.29444444,61.5,24.0,18.1,23.9,1.2813968401749096,93.46180556,71.3,22.1,23.4,0.7814658301669324,68.0
2018-12-16,1,15.56180556,15.90347222,84.19097222,59.9,25.2,18.0,24.1,1.8737041005578448,86.525,61.8,25.1,18.0,23.9,1.6131805739094822,89.29444444,61.5,24.0,23.9,1.2813968401749096,69.0
2018-12-17,1,15.29305556,15.47777778,88.73472222,69.8,22.5,17.7,23.5,1.3053586528238208,84.19097222,59.9,25.2,18.0,24.1,1.8737041005578448,86.525,61.8,25.1,23.9,1.6131805739094822,70.0
2018-12-18,1,16.16319444,16.41319444,88.34722222,55.0,26.6,18.2,25.3,1.418828920980254,88.73472222,69.8,22.5,17.7,23.5,1.3053586528238208,84.19097222,59.9,25.2,24.1,1.8737041005578448,71.0
2018-12-19,1,15.34583333,15.54652778,89.65902778,66.3,23.0,17.6,22.7,1.2026391109796863,88.34722222,55.0,26.6,18.2,25.3,1.418828920980254,88.73472222,69.8,22.5,23.5,1.3053586528238208,72.0
2018-12-20,1,15.30972222,15.43819444,87.95902778,59.2,23.7,17.5,23.7,1.3923101639614388,89.65902778,66.3,23.0,17.6,22.7,1.2026391109796863,88.34722222,55.0,26.6,25.3,1.418828920980254,73.0
2018-12-21,1,15.17638889,15.40763889,92.28194444,77.9,21.8,17.0,23.1,0.8909985532748768,87.95902778,59.2,23.7,17.5,23.7,1.3923101639614388,89.65902778,66.3,23.0,22.7,1.2026391109796863,74.0
2019-01-09,0,15.58125,15.8625,85.31875,53.8,23.2,17.4,22.9,1.7362656989758538,92.28194444,77.9,21.8,17.0,23.1,0.8909985532748768,87.95902778,59.2,23.7,23.7,1.3923101639614388,93.0
2019-01-10,0,16.91458333,17.57986111,89.42430556,54.4,33.2,23.4,32.4,1.369115645468363,85.31875,53.8,23.2,17.4,22.9,1.7362656989758538,92.28194444,77.9,21.8,23.1,0.8909985532748768,94.0
2019-01-11,0,13.45277778,13.81736111,92.42152778,75.4,21.0,16.0,21.6,0.8035760259997773,89.42430556,54.4,33.2,23.4,32.4,1.369115645468363,85.31875,53.8,23.2,22.9,1.7362656989758538,95.0
2019-01-12,0,17.21736111,18.31805556,89.54375,58.9,34.1,22.0,37.7,1.4068369602057549,92.42152778,75.4,21.0,16.0,21.6,0.8035760259997773,89.42430556,54.4,33.2,32.4,1.369115645468363,96.0
2019-01-13,0,14.11041667,14.29513889,95.81597222,84.7,21.8,16.2,22.6,0.4551739877796495,89.54375,58.9,34.1,22.0,37.7,1.4068369602057549,92.42152778,75.4,21.0,21.6,0.8035760259997773,97.0
2019-01-14,0,18.58958333,18.61388889,85.72569444,41.7,40.2,20.1,34.2,1.950318254167704,95.81597222,84.7,21.8,16.2,22.6,0.4551739877796495,89.54375,58.9,34.1,37.7,1.4068369602057549,98.0
2019-01-15,0,18.46944444,18.48472222,85.19097222,41.1,40.2,20.4,34.3,2.0098376314836583,85.72569444,41.7,40.2,20.1,34.2,1.950318254167704,95.81597222,84.7,21.8,22.6,0.4551739877796495,99.0
2019-01-16,0,15.52638889,15.67361111,94.53194444,70.6,28.5,18.1,30.2,0.6402307433438261,85.19097222,41.1,40.2,20.4,34.3,2.0098376314836583,85.72569444,41.7,40.2,34.2,1.950318254167704,100.0
