date,disease,T20_mean_x,ST_mean_x,T60_mean_x,ST_min_x,ST_max_x,T60_max_x
2018-04-02,1,21.438532110091746,18.85871559633028,21.330275229357806,16.3,21.6,33.5
2018-04-03,1,22.405504587155967,19.389908256880734,22.061467889908275,17.2,21.7,33.9
2018-04-04,1,23.904587155963306,19.883486238532114,23.651376146788998,17.4,22.8,38.6
2018-04-05,1,23.950458715596326,20.071559633027526,23.474311926605488,17.7,22.7,37.4
2018-04-06,1,21.80183486238533,20.342201834862387,21.534862385321087,18.7,21.8,30.6
2018-04-07,1,20.778899082568817,20.200917431192654,20.633944954128445,18.6,21.5,28.1
2018-04-08,1,21.077981651376152,19.899999999999995,20.749541284403666,18.2,21.7,28.1
2018-04-09,0,19.89266055045872,18.1302752293578,19.84036697247706,15.4,21.3,37.4
2018-04-10,0,18.723853211009168,16.927522935779795,18.474311926605502,14.0,20.1,36.2
2018-04-11,0,21.453211009174307,18.1,21.02477064220184,15.4,20.9,35.5
2018-04-12,0,18.27706422018349,17.92201834862385,18.10366972477064,16.1,19.4,24.1
2018-04-13,0,24.11467889908257,20.1302752293578,24.260550458715585,18.2,22.5,38.2
2018-04-14,0,22.448623853211004,19.71376146788991,22.35871559633027,17.4,24.3,36.3
2018-04-15,0,20.40550458715597,18.98348623853212,20.044954128440367,17.5,20.9,29.1
2018-04-16,0,21.720183486238533,19.917431192660548,21.368807339449532,19.2,21.5,29.6
2018-04-17,0,21.08348623853212,18.658715596330282,20.766055045871557,16.3,20.9,34.6
2018-04-18,0,18.827522935779818,19.077981651376145,18.73302752293578,18.1,20.4,26.5
2018-04-19,0,20.876146788990823,19.233944954128443,20.66697247706421,17.8,21.2,38.8
2018-04-20,0,21.788990825688074,19.35137614678898,21.136697247706426,17.2,21.8,31.6
2018-04-21,0,23.520183486238533,20.32568807339449,23.32752293577981,17.9,22.9,36.0
2018-04-22,0,24.228440366972485,20.48348623853211,23.32660550458716,18.2,23.1,36.1
2018-04-23,0,23.58623853211009,20.925688073394497,23.00642201834864,18.6,23.5,35.4
2018-04-24,0,24.48348623853212,21.199082568807345,23.647706422018363,19.2,23.4,36.2
2018-04-25,0,20.354128440366964,21.11467889908257,20.299999999999983,20.7,21.5,24.6
2018-04-26,0,23.706422018348626,21.282568807339448,23.757798165137604,19.9,23.0,35.9
2018-04-27,0,22.910091743119274,20.980733944954125,22.54495412844037,17.5,24.8,35.3
2018-04-28,0,22.068807339449553,21.432110091743127,21.888073394495414,19.3,23.5,29.4
2018-04-29,0,23.16697247706421,21.033027522935786,22.966972477064232,17.9,25.0,37.2
2018-04-30,0,23.95504587155964,21.54311926605504,23.40275229357798,18.2,25.4,34.7
2018-05-01,0,23.06972477064221,21.723853211009168,22.588990825688075,18.7,25.2,34.2
2018-05-02,0,24.76330275229359,22.252293577981657,24.304587155963308,19.3,25.5,34.7
2018-05-03,0,20.03669724770643,20.914678899082567,20.03853211009175,19.7,22.1,26.3
2018-05-04,0,23.01284403669725,21.678899082568805,22.635779816513768,20.4,23.2,27.7
2018-05-05,0,21.609174311926605,20.36972477064221,21.07706422018349,17.5,24.0,32.1
2018-05-06,0,21.087155963302767,19.538532110091733,20.466972477064225,16.3,23.1,31.0
2018-05-07,0,22.82568807339449,20.9651376146789,22.157798165137613,17.7,24.7,34.6
2018-05-08,0,17.566972477064226,19.619266055045873,17.80642201834863,19.1,20.4,20.8
2018-05-09,0,19.74495412844037,20.025688073394505,19.605504587155963,19.4,20.9,22.9
2018-05-10,0,20.944954128440376,19.737614678899085,20.226605504587155,18.2,22.1,28.7
2018-05-11,0,21.015596330275226,19.191743119266047,19.99816513761468,16.6,22.1,30.1
2018-05-12,0,21.30183486238532,19.06513761467889,20.236697247706424,15.6,22.8,30.9
2018-05-13,0,22.53853211009176,20.00183486238532,21.367889908256885,16.8,24.0,32.5
2018-05-14,0,18.622935779816515,19.745871559633006,18.823853211009176,19.3,20.2,20.5
2018-05-15,0,26.30642201834864,21.7348623853211,25.031192660550452,19.2,24.7,35.3
2018-05-16,0,25.03853211009174,22.21467889908257,24.30642201834864,19.3,25.6,34.1
2018-05-17,0,24.18807339449541,22.106422018348628,23.057798165137612,20.1,24.1,28.6
2018-05-30,0,23.62660550458715,22.43486238532109,23.36788990825687,21.2,23.7,28.1
2018-05-31,0,22.388073394495407,22.361467889908266,22.511926605504584,21.4,23.7,27.5
2018-06-01,0,19.788073394495413,20.876146788990823,20.023853211009172,20.1,21.7,24.0
2018-06-02,0,25.108256880733947,22.70275229357799,26.276146788990822,19.0,27.6,38.4
2018-06-03,0,24.76146788990826,23.266972477064233,25.87247706422017,20.0,27.8,36.0
2018-06-04,0,25.111009174311924,24.10275229357799,26.18899082568809,20.4,28.9,36.1
2018-06-05,0,25.84220183486238,24.262385321100933,26.834862385321106,20.8,28.3,35.9
2018-06-06,0,24.72477064220184,23.763302752293573,25.166055045871573,21.5,26.7,35.2
2018-06-07,0,21.02935779816513,22.10091743119267,21.16238532110092,21.1,23.0,26.0
2018-06-08,0,24.313761467889915,23.26146788990827,24.98165137614678,21.6,26.1,35.0
2018-06-09,0,23.84311926605504,23.485321100917425,25.120183486238524,21.3,26.1,35.4
2018-06-10,0,26.67339449541285,24.5,26.78532110091744,22.1,27.5,37.4
2018-06-11,0,23.933944954128453,23.221100917431198,23.81192660550459,22.1,24.4,29.9
2018-06-12,0,26.55412844036697,23.81376146788991,26.17155963302753,22.2,26.1,34.0
2018-06-13,0,27.312844036697225,24.65688073394496,27.536697247706428,22.6,27.4,36.0
2018-06-14,0,24.968807339449548,22.779816513761464,24.773394495412845,20.9,25.3,32.3
2018-06-15,0,23.990825688073397,22.733027522935767,24.37247706422018,20.4,25.6,31.6
2018-06-16,0,22.58256880733945,22.945871559633012,22.61284403669724,22.3,23.7,26.1
2018-06-17,0,22.71192660550459,21.95963302752293,22.75412844036696,20.5,24.3,31.1
2018-06-18,0,24.586238532110084,22.837614678899087,24.832110091743132,20.0,26.1,35.9
2018-06-19,0,21.711926605504583,22.066972477064233,21.66330275229357,21.2,23.6,29.2
2018-06-20,0,24.12844036697248,22.83302752293579,24.274311926605506,21.0,25.5,34.0
2018-06-21,0,21.44678899082568,22.234862385321087,21.514678899082565,21.8,22.8,23.8
