,date,T20_x,ST_x,T60_x,H_x,T20_y,ST_y,T60_y,H_y,T20,ST,T60,H
23,2016-12-09,15.966666666666667,15.45000000000001,15.228472222222221,82.65277777777777,12.9,14.7,12.8,56.0,22.7,16.8,20.1,95.0
24,2016-12-10,15.613888888888885,15.653472222222225,15.28611111111111,79.81944444444444,13.1,15.2,13.6,50.0,22.0,17.0,19.8,94.0
25,2016-12-11,15.643749999999995,15.63125000000002,15.366666666666667,76.81944444444444,13.1,15.1,13.5,55.0,21.9,16.9,20.3,88.0
26,2016-12-12,15.392361111111116,15.581249999999995,15.165277777777774,78.72916666666667,13.4,15.0,13.4,60.0,21.6,16.7,19.2,89.0
27,2016-12-13,14.670138888888893,15.340972222222224,14.408333333333333,89.93055555555556,13.3,15.0,13.3,82.0,17.8,16.0,16.9,98.0
28,2016-12-14,15.560416666666674,15.491666666666658,15.061805555555551,81.34027777777777,13.1,15.2,13.2,51.0,22.3,16.6,19.4,100.0
29,2016-12-15,15.097916666666665,15.29930555555557,14.830555555555554,75.09722222222223,13.0,14.8,12.9,48.0,19.0,16.0,17.7,87.0
30,2016-12-16,14.986111111111102,15.281944444444449,14.663888888888886,79.6111111111111,12.6,14.8,13.0,49.0,21.0,16.5,19.1,97.0
31,2016-12-17,14.978472222222221,14.963194444444444,14.545138888888891,76.9375,12.3,14.4,12.5,54.0,21.7,16.2,19.3,87.0
32,2016-12-18,15.882638888888884,15.563194444444466,15.491666666666678,80.30555555555556,12.6,14.5,12.9,59.0,23.8,17.5,21.8,88.0
33,2016-12-19,15.956249999999994,15.85555555555557,15.480555555555556,81.74305555555556,13.0,15.1,13.3,59.0,24.2,17.4,22.2,95.0
34,2016-12-20,15.393055555555556,15.681250000000013,15.123611111111117,85.2986111111111,12.9,15.1,13.1,75.0,20.5,17.0,19.3,91.0
35,2016-12-21,16.112499999999994,15.947222222222226,15.605555555555556,80.4375,12.6,15.2,12.8,57.0,24.0,17.5,21.9,91.0
36,2016-12-22,15.884027777777774,15.962499999999993,15.717361111111117,93.72222222222223,13.3,15.2,13.5,85.0,20.2,16.7,18.8,100.0
37,2016-12-23,15.658333333333326,16.27569444444446,15.525000000000004,89.39583333333331,13.9,15.7,14.0,63.0,20.4,17.1,18.8,100.0
38,2016-12-24,15.86319444444445,16.094444444444434,15.61874999999999,79.38194444444444,13.7,15.5,13.9,53.0,22.6,17.5,20.9,87.0
39,2016-12-25,15.713194444444447,15.968750000000005,15.365972222222226,77.8888888888889,12.8,15.2,13.0,51.0,21.5,17.2,19.7,87.0
40,2016-12-26,15.66875,15.834027777777774,15.112500000000002,82.00694444444444,12.6,15.0,12.7,62.0,22.8,17.5,20.9,92.0
41,2016-12-27,15.744444444444444,16.050694444444456,15.572916666666671,90.91666666666669,13.4,15.3,13.5,80.0,23.6,17.8,21.6,100.0
42,2016-12-28,16.6625,16.503472222222214,16.48958333333333,79.56944444444444,13.0,15.3,13.3,64.0,27.8,19.3,25.8,85.0
43,2016-12-29,16.72708333333334,16.55624999999999,16.440277777777773,81.9513888888889,13.0,15.5,13.4,65.0,28.8,19.4,26.5,89.0
44,2016-12-30,16.95138888888889,16.38680555555556,16.690277777777787,80.77083333333333,13.2,15.5,13.3,73.0,29.0,19.0,26.9,87.0
45,2016-12-31,17.22083333333334,16.65555555555555,16.89930555555556,80.34722222222223,13.0,15.3,13.3,67.0,29.6,19.6,27.2,88.0
46,2017-01-01,16.985416666666666,16.738194444444446,16.475694444444443,80.25,13.1,15.5,13.3,64.0,28.4,19.4,25.6,88.0
47,2017-01-02,17.097222222222214,16.82083333333334,16.623611111111117,80.24305555555556,12.9,15.5,13.1,51.0,29.9,19.8,27.0,90.0
48,2017-01-03,16.7236111111111,16.781944444444438,16.353472222222212,85.125,13.4,15.8,13.6,58.0,29.5,19.2,27.2,93.0
49,2017-01-04,16.847916666666666,16.81736111111112,16.47500000000001,82.30555555555556,13.1,15.7,13.4,66.0,26.5,19.3,24.8,90.0
50,2017-01-05,16.586111111111116,16.8125,16.433333333333348,80.50694444444444,13.5,15.9,13.8,56.0,27.8,19.1,26.1,87.0
51,2017-01-06,15.43958333333334,16.27291666666666,15.378472222222225,81.52083333333333,12.9,15.6,12.8,74.0,21.0,17.6,19.7,90.0
52,2017-01-07,17.020833333333336,16.654861111111103,16.673611111111107,80.90972222222223,12.3,15.4,12.6,49.0,30.6,20.1,28.5,94.0
53,2017-01-08,14.326388888888891,15.780555555555544,14.34930555555556,86.5,13.2,15.6,13.2,80.0,15.3,16.1,15.2,91.0
54,2017-01-09,16.847916666666666,16.624305555555562,16.570833333333326,84.25,13.5,15.6,13.7,70.0,26.4,19.1,24.8,90.0
55,2017-01-10,16.29875,16.012500000000006,15.714999999999998,79.875,13.5,15.7,13.6,54.0,24.8,17.1,22.4,88.0
0,2018-05-29,23.73333333333332,23.4125,23.292361111111113,86.82847222222217,19.4,21.8,19.2,65.7,31.3,24.8,28.9,100.0
1,2018-05-30,22.12708333333333,23.04513888888888,22.079861111111125,88.19236111111113,19.1,22.0,19.2,72.5,28.9,24.4,28.9,97.9
2,2018-05-31,19.822222222222212,21.659027777777773,19.983333333333327,90.05625000000003,17.9,21.0,18.1,75.1,24.8,22.3,24.6,97.2
3,2018-06-01,24.36944444444444,23.399305555555568,25.287500000000005,66.05416666666667,16.0,20.0,16.1,34.9,35.1,27.4,39.5,95.4
4,2018-06-02,24.21041666666667,24.059722222222234,24.836111111111112,73.2097222222222,16.8,21.2,16.9,40.4,33.5,27.4,36.7,100.0
5,2018-06-03,25.132638888888888,24.731944444444448,25.79930555555555,70.1875,17.3,21.9,17.5,34.5,34.2,28.0,39.1,93.9
6,2018-06-04,25.815972222222218,25.05208333333334,26.226388888888888,69.72569444444447,17.6,22.4,18.0,37.1,34.7,27.9,38.6,91.9
7,2018-06-05,24.540277777777792,24.614583333333343,24.49791666666667,80.25069444444442,18.3,23.0,18.7,43.8,33.8,26.6,35.4,99.8
8,2018-06-06,21.291666666666664,23.13958333333333,20.286111111111094,96.96319444444441,18.0,21.8,14.0,90.4,26.4,24.1,26.4,100.0
9,2018-06-07,23.859027777777783,23.896527777777766,21.77847222222222,87.66736111111109,19.8,22.5,13.9,51.0,32.2,25.8,34.5,100.0
10,2018-06-08,24.19374999999999,24.27083333333334,24.492361111111087,84.33611111111105,18.8,22.4,19.1,53.9,33.2,26.3,35.4,98.5
11,2018-06-09,26.159722222222232,25.14583333333333,25.565972222222232,83.33680555555559,20.1,23.8,20.6,48.1,35.5,27.4,35.8,100.0
12,2018-06-10,23.972916666666652,24.23055555555554,23.65069444444445,86.81875000000008,19.6,23.2,19.9,68.9,30.5,25.2,29.5,100.0
13,2018-06-11,26.19236111111111,24.73333333333334,25.55277777777779,83.74652777777777,22.0,23.4,21.8,62.7,34.7,26.3,33.8,99.8
14,2018-06-12,26.81666666666668,25.46736111111111,26.68263888888889,71.96666666666665,20.2,23.8,20.5,47.9,35.4,27.6,36.9,95.8
15,2018-06-13,24.729861111111113,24.34375000000001,24.284722222222207,71.2708333333334,18.3,22.8,18.7,46.3,34.3,26.0,34.2,87.4
16,2018-06-14,24.44513888888891,24.07986111111111,24.568055555555574,77.14097222222225,17.0,21.9,17.7,52.5,33.2,26.1,33.8,92.5
17,2018-06-15,22.684027777777786,23.943749999999987,22.727083333333344,89.90555555555555,19.9,23.2,20.2,75.1,28.2,24.7,27.0,96.9
18,2018-06-16,22.488194444444442,23.168055555555554,22.398611111111123,81.80624999999998,17.3,21.9,17.6,59.1,31.6,24.8,29.8,97.2
19,2018-06-17,24.361111111111107,23.793750000000006,24.41527777777778,77.32638888888884,16.4,21.4,17.0,51.4,35.2,26.1,34.7,96.1
20,2018-06-18,22.097916666666666,23.27986111111112,21.99791666666666,87.80833333333334,18.6,22.4,19.0,71.1,31.8,24.5,29.1,94.8
21,2018-06-19,23.94444444444445,23.679861111111112,23.511805555555547,90.65555555555555,18.9,22.3,15.2,70.9,34.4,25.5,32.6,100.0
22,2018-06-20,21.94027777777779,23.11527777777782,22.067361111111122,99.28472222222223,19.8,22.6,20.3,96.9,24.7,23.5,24.2,100.0
23,2018-06-21,23.93958333333333,23.650694444444426,23.32708333333333,94.43819444444449,19.3,22.2,19.9,77.1,30.3,24.7,27.8,100.0
24,2018-06-22,25.606250000000006,24.036805555555553,24.73888888888891,82.9055555555556,17.0,21.5,17.3,54.3,34.5,26.4,33.6,100.0
25,2018-06-23,20.96111111111111,22.697222222222237,21.140972222222224,96.14027777777778,18.7,21.1,19.2,81.0,25.4,23.6,25.4,100.0
26,2018-06-24,24.63125,23.89305555555556,24.84513888888888,86.21666666666663,18.5,21.5,18.8,58.9,34.5,26.4,34.8,100.0
27,2018-06-25,27.705555555555566,25.586111111111112,27.196527777777792,81.79930555555555,19.7,22.8,20.2,55.3,38.3,28.5,37.6,100.0
28,2018-06-26,27.91041666666667,26.446527777777767,27.415277777777785,87.88680555555555,22.1,24.6,22.6,64.2,38.4,28.8,37.6,100.0
29,2018-06-27,28.18888888888889,26.60972222222221,27.15625,91.56527777777771,23.6,24.4,23.8,73.3,38.4,28.4,34.1,100.0
30,2018-06-28,28.992361111111123,27.234027777777772,28.11944444444445,89.58263888888891,24.1,25.9,24.4,66.4,40.2,29.5,37.2,100.0
31,2018-06-29,28.83819444444445,27.42708333333333,28.07152777777777,90.87430555555555,24.7,26.2,25.1,75.9,37.7,28.9,33.9,100.0
32,2018-06-30,28.985416666666666,27.70486111111111,27.939583333333346,95.24722222222216,25.2,26.6,25.5,71.1,38.3,29.1,37.0,100.0
33,2018-07-01,30.10625000000001,28.25694444444445,29.338194444444447,88.23263888888886,24.9,26.8,25.4,69.9,40.9,30.3,36.6,100.0
34,2018-07-02,29.594444444444427,27.985416666666683,27.93541666666666,94.63125,24.3,26.6,24.7,80.9,39.7,29.5,33.0,100.0
35,2018-07-03,29.556944444444426,27.95347222222223,27.27152777777779,94.10902777777771,24.0,26.7,16.6,73.9,38.8,29.5,34.2,100.0
36,2018-07-04,27.21805555555556,27.30694444444446,26.72986111111112,96.72222222222223,24.5,26.4,24.7,86.8,32.7,27.9,29.8,100.0
37,2018-07-05,25.97291666666667,26.311805555555548,25.739583333333343,98.80416666666667,24.5,26.0,24.6,94.2,28.3,26.7,27.4,100.0
38,2018-07-06,26.27847222222221,26.05625000000002,25.82777777777777,99.2375,24.0,25.3,23.0,92.4,30.3,27.9,28.5,100.0
39,2018-07-07,27.349305555555574,26.80972222222222,26.507638888888923,97.3201388888889,24.8,24.6,24.4,75.7,33.1,31.5,31.9,100.0
40,2018-07-08,29.211111111111112,27.58819444444445,28.429861111111112,74.56319444444446,23.7,26.1,24.3,43.7,38.0,29.9,35.6,100.0
41,2018-07-09,29.70625,27.77708333333332,27.963194444444433,76.25763888888885,22.6,25.5,22.9,46.4,43.3,30.2,35.0,98.2
42,2018-07-10,29.984722222222228,27.98680555555556,28.130555555555553,70.07986111111113,22.8,25.9,23.4,42.0,40.8,30.1,34.6,97.9
43,2018-07-11,29.54444444444444,28.00486111111111,28.73611111111111,54.18263888888888,24.1,26.5,24.8,33.6,38.0,29.6,35.4,75.2
44,2018-07-12,30.290972222222226,28.46180555555555,28.80486111111113,62.369444444444454,25.3,27.1,25.8,36.7,40.1,30.3,36.2,97.5
45,2018-07-13,31.849999999999987,28.75208333333333,29.479861111111113,55.12083333333332,24.2,26.9,25.0,35.8,43.2,30.9,36.1,93.4
46,2018-07-14,31.433333333333305,28.918055555555554,29.402777777777782,54.38194444444443,24.1,27.2,25.0,35.2,41.8,30.8,35.5,90.6
47,2018-07-15,32.125694444444434,29.27708333333332,30.35972222222223,48.02777777777776,24.7,27.4,25.6,33.8,43.8,31.2,36.1,66.7
48,2018-07-16,30.52083333333334,29.262500000000006,29.56111111111112,54.06388888888888,25.1,27.8,25.9,35.2,39.0,31.1,35.5,95.2
49,2018-07-17,30.693750000000005,29.475,30.164583333333344,46.546527777777754,26.5,28.2,27.0,33.7,38.1,31.1,35.7,62.7
50,2018-07-18,32.20347222222222,29.98333333333333,30.496527777777768,51.131944444444436,26.4,28.4,27.0,32.7,41.2,31.7,35.2,91.6
51,2018-07-19,30.99097222222223,29.83125,30.279166666666654,42.77361111111113,26.6,28.7,27.2,29.0,41.2,31.3,36.0,55.0
52,2018-07-20,30.13333333333333,29.26666666666666,28.677777777777766,51.83750000000001,25.6,28.2,26.2,30.6,39.6,30.3,34.1,93.5
53,2018-07-21,29.37361111111112,28.5,28.33055555555555,47.88055555555553,25.0,28.5,25.9,24.4,33.5,28.5,32.1,95.0
54,2018-07-22,30.67847222222223,,30.61388888888891,32.891666666666666,25.2,,25.2,19.0,36.8,,36.9,49.6
55,2018-07-23,31.75500000000001,,31.383750000000006,30.082499999999985,25.6,,25.6,14.4,43.1,,41.0,47.8
0,2017-01-14,13.813194444444449,14.334027777777779,12.632638888888891,99.5,12.4,13.7,11.1,89.0,21.3,15.1,19.4,100.0
1,2017-01-15,15.492361111111116,14.58888888888889,13.936805555555566,93.04166666666669,12.3,13.5,10.9,62.0,24.7,17.1,22.7,100.0
2,2017-01-16,16.053472222222226,14.584027777777779,14.309722222222216,93.58333333333331,12.3,13.7,10.9,65.0,26.7,16.4,21.9,100.0
3,2017-01-17,16.953472222222214,15.11597222222222,14.984027777777774,91.45138888888887,12.3,13.5,10.7,55.0,29.5,18.0,25.4,100.0
4,2017-01-18,17.524999999999995,15.624999999999993,15.640972222222226,91.89583333333331,12.4,13.9,10.9,60.0,31.1,18.8,27.4,100.0
5,2017-01-19,16.138888888888896,15.382638888888884,14.658333333333335,96.53472222222223,12.5,14.6,11.8,66.0,26.7,17.3,23.3,100.0
6,2017-01-20,15.61458333333333,15.115277777777774,14.545833333333334,97.29166666666669,12.5,14.1,11.6,73.0,30.9,16.8,25.5,100.0
7,2017-01-21,17.349305555555542,15.595138888888895,15.600694444444438,90.77083333333331,12.4,14.0,11.4,56.0,28.8,18.7,27.1,100.0
8,2017-01-22,16.154861111111103,15.474305555555553,14.814583333333333,94.98611111111113,12.5,14.1,11.3,67.0,30.7,18.0,24.1,100.0
9,2017-01-23,16.30069444444446,15.374305555555551,14.804861111111116,92.64583333333331,12.2,14.1,11.1,52.0,27.9,18.3,27.5,100.0
10,2017-01-24,16.865972222222222,14.900694444444447,14.739583333333329,91.47222222222223,12.1,6.4,10.4,64.0,30.6,21.9,25.9,100.0
11,2017-01-25,17.44861111111112,15.01041666666666,15.184027777777779,90.45138888888887,12.2,11.9,10.6,62.0,31.6,22.1,25.8,100.0
12,2017-01-26,17.38958333333334,15.412499999999998,15.514583333333334,91.33333333333331,12.2,12.2,10.8,60.0,31.2,23.8,26.9,100.0
13,2017-01-27,17.120138888888892,15.663194444444445,15.738194444444439,95.36111111111113,12.3,12.6,11.1,64.0,29.9,20.3,25.4,100.0
14,2017-01-28,18.29513888888889,15.782638888888883,16.38958333333333,90.72916666666669,12.4,12.9,11.5,54.0,31.2,21.0,27.0,100.0
15,2017-01-29,17.420138888888893,15.899305555555562,15.956944444444435,95.88194444444444,12.3,13.1,11.2,66.0,30.1,20.8,25.4,100.0
16,2017-01-30,15.52291666666667,15.144444444444435,14.662499999999998,96.99305555555556,12.5,13.5,11.9,66.0,27.9,20.6,24.9,100.0
17,2017-01-31,17.698611111111106,15.342361111111119,15.382638888888895,90.20138888888887,12.1,12.3,10.4,61.0,31.3,21.5,26.7,100.0
18,2017-02-01,16.76388888888889,14.770833333333336,15.03958333333333,93.625,12.2,12.1,10.8,65.0,28.7,19.1,23.5,100.0
19,2017-02-02,17.286805555555567,15.400694444444454,15.236805555555554,90.20833333333331,12.0,12.6,10.9,60.0,30.1,19.3,24.9,100.0
20,2017-02-03,17.831249999999994,16.021527777777766,16.04513888888889,89.00694444444444,12.2,14.2,11.4,52.0,30.4,19.3,27.9,100.0
21,2017-02-04,18.16736111111112,15.997222222222224,16.348611111111108,87.9861111111111,11.9,12.5,11.0,53.0,31.2,18.8,26.6,100.0
22,2017-02-05,13.49375,14.972222222222221,12.898611111111114,99.97916666666669,12.2,14.8,11.6,98.0,15.0,15.4,13.9,100.0
23,2017-02-06,16.519444444444453,15.621527777777779,15.422916666666666,93.57638888888887,12.3,14.6,11.9,60.0,27.3,17.7,25.0,100.0
24,2017-02-07,16.926388888888887,15.256250000000005,15.081250000000004,91.23611111111113,11.9,12.4,11.2,59.0,29.5,17.3,24.5,100.0
25,2017-02-08,17.392361111111104,15.699305555555556,15.61805555555556,90.77083333333331,11.9,14.3,11.1,63.0,29.8,18.0,25.4,100.0
26,2017-02-09,14.647916666666665,15.115972222222226,13.895833333333329,99.21527777777777,12.2,14.1,11.7,93.0,20.2,16.1,18.3,100.0
27,2017-02-10,16.974305555555542,15.753472222222221,15.438194444444438,89.1875,12.2,14.0,11.6,57.0,31.0,19.2,24.9,100.0
28,2017-02-11,16.384722222222226,15.28611111111111,14.934722222222216,91.88888888888887,12.1,12.1,11.5,60.0,29.9,18.4,24.2,100.0
29,2017-02-12,17.42986111111111,15.977083333333335,15.819444444444434,87.24305555555556,12.0,13.9,11.4,56.0,31.7,19.6,25.3,100.0
30,2017-02-13,17.893749999999994,16.206250000000004,16.10347222222222,84.80555555555556,11.9,14.0,11.4,42.0,32.1,19.6,26.5,100.0
31,2017-02-14,17.735416666666673,16.75902777777779,16.260416666666668,83.3611111111111,11.9,13.0,11.1,50.0,30.9,23.0,26.1,100.0
32,2017-02-15,18.14375,16.659722222222225,16.615277777777774,80.20833333333333,12.0,12.9,11.2,42.0,31.4,23.2,28.1,100.0
33,2017-02-16,18.28541666666666,16.567361111111108,16.952083333333324,84.13194444444444,12.1,13.1,11.2,47.0,29.6,22.8,27.0,100.0
34,2017-02-17,14.42847222222222,15.535416666666643,14.25902777777778,98.30555555555556,12.3,14.9,12.4,90.0,21.3,16.6,19.5,100.0
35,2017-02-18,18.302777777777788,16.904861111111117,17.27152777777777,87.5138888888889,12.3,14.7,12.5,39.0,29.7,19.8,26.4,100.0
36,2017-02-19,18.22916666666667,16.99236111111112,16.938194444444445,83.38194444444444,12.1,14.9,12.0,40.0,31.1,20.2,25.9,100.0
37,2017-02-20,16.61319444444444,16.629166666666666,15.999305555555555,95.40972222222223,12.4,15.2,12.8,76.0,26.8,18.8,23.4,100.0
38,2017-02-21,17.59166666666667,16.60902777777778,16.240277777777774,82.125,12.0,13.8,11.8,37.0,29.9,21.8,26.3,100.0
39,2017-02-22,17.802777777777774,15.916666666666671,16.413888888888884,88.59722222222223,11.9,13.2,11.4,47.0,28.2,19.0,24.5,100.0
40,2017-02-23,16.020138888888898,16.309027777777768,15.68125,98.77083333333331,12.6,15.5,13.0,92.0,23.3,17.8,20.7,100.0
41,2017-02-24,18.322916666666668,16.85208333333333,16.999305555555562,81.9513888888889,12.1,14.8,12.2,36.0,30.7,19.8,25.6,100.0
42,2017-02-25,18.599305555555546,16.47986111111111,17.034722222222214,85.1875,12.0,13.6,11.9,46.0,32.0,19.4,26.0,100.0
43,2017-02-26,18.254861111111108,17.13125,17.266666666666662,84.06944444444444,12.1,14.7,11.5,42.0,30.6,20.3,26.0,100.0
44,2017-02-27,19.48750000000001,17.86319444444445,18.427777777777766,82.85416666666667,12.2,15.2,12.3,42.0,35.4,21.3,32.2,100.0
45,2017-02-28,18.56180555555555,17.954166666666655,17.950694444444455,84.61805555555556,12.2,15.8,12.8,45.0,31.7,21.3,28.4,100.0
46,2017-03-01,17.901388888888896,17.635416666666668,17.37569444444445,89.5625,12.2,15.5,12.4,57.0,30.7,21.0,27.0,100.0
47,2017-03-02,14.74861111111111,16.253472222222225,14.627777777777784,97.71527777777777,12.6,15.7,13.0,89.0,25.5,17.7,20.9,100.0
48,2017-03-03,18.609722222222214,17.236805555555556,17.606944444444448,78.7986111111111,12.1,15.1,12.3,27.0,31.4,20.2,26.9,100.0
49,2017-03-04,18.702083333333327,17.574305555555554,17.630555555555546,81.68055555555556,12.1,15.1,12.2,39.0,31.3,20.7,27.5,100.0
50,2017-03-05,18.609722222222224,17.83541666666667,17.828472222222217,88.35416666666669,12.2,15.5,12.1,47.0,30.9,20.9,28.1,100.0
51,2017-03-06,14.961111111111105,16.603472222222226,14.816666666666665,97.44444444444444,12.6,15.8,12.9,87.0,21.6,17.3,19.3,100.0
52,2017-03-07,17.406944444444438,16.852777777777778,16.43541666666666,84.52083333333333,12.1,15.2,12.1,44.0,30.5,19.8,25.1,100.0
53,2017-03-08,17.290277777777774,16.766666666666662,16.306249999999995,84.10416666666667,12.0,15.0,11.8,31.0,29.7,19.6,26.2,100.0
54,2017-03-09,18.89375,17.50625,17.834027777777788,80.27777777777777,12.0,14.9,11.8,43.0,33.3,21.1,29.2,100.0
55,2017-03-10,18.50125,16.678749999999994,17.16,83.25,12.2,15.4,12.1,43.0,33.2,20.2,29.0,100.0
0,2017-12-19,14.798611111111104,14.877777777777776,8.29166666666667,100.0,11.1,12.0,-5.4,100.0,24.2,16.8,12.7,100.0
1,2017-12-20,15.138194444444444,15.16666666666666,13.37222222222222,98.0625,11.1,13.8,9.8,73.0,25.4,17.6,23.5,100.0
2,2017-12-21,15.475694444444448,15.282638888888876,12.709027777777779,97.67361111111113,11.2,13.9,4.4,69.0,25.6,17.7,24.0,100.0
3,2017-12-22,15.35416666666667,15.283333333333326,13.825694444444439,96.98611111111113,11.0,13.8,10.4,66.0,27.0,17.7,22.6,100.0
4,2017-12-23,15.251388888888886,15.183333333333328,10.138888888888893,100.0,11.1,13.4,-3.5,100.0,25.7,17.6,21.7,100.0
5,2017-12-24,16.19652777777777,15.690972222222236,13.154166666666672,99.16666666666669,11.2,14.0,8.1,84.0,25.9,18.0,23.6,100.0
6,2017-12-25,15.320138888888895,15.85972222222222,12.393055555555561,99.3125,11.6,14.6,9.5,87.0,24.4,17.7,20.3,100.0
7,2017-12-26,14.127777777777784,14.981944444444457,12.260416666666664,99.25,11.2,14.1,9.6,86.0,25.5,17.5,23.0,100.0
8,2017-12-27,12.995138888888883,14.293055555555556,11.549999999999995,100.0,10.6,13.8,10.0,100.0,21.5,15.9,18.1,100.0
9,2017-12-28,14.954166666666673,14.83125,13.448611111111115,96.54861111111113,11.1,13.5,10.1,67.0,25.0,17.2,24.1,100.0
10,2017-12-29,14.624999999999995,14.652777777777779,6.862499999999994,100.0,11.2,13.1,-1.2,100.0,23.4,16.5,12.1,100.0
11,2017-12-30,14.92222222222222,14.927083333333346,13.148611111111107,96.8125,10.2,13.6,9.5,74.0,25.0,17.3,22.9,100.0
12,2017-12-31,12.375694444444445,13.802777777777784,10.241666666666662,100.0,10.2,13.2,9.0,100.0,17.6,14.8,14.3,100.0
13,2018-01-01,15.059722222222224,14.720138888888881,13.271527777777779,96.94444444444444,11.3,13.4,9.6,73.0,24.4,17.0,22.8,100.0
14,2018-01-02,14.86458333333333,14.729861111111115,11.300694444444439,100.0,11.4,12.6,1.1,100.0,23.3,16.8,24.3,100.0
15,2018-01-03,14.748611111111114,14.852777777777774,13.419444444444444,96.68055555555556,11.4,13.7,10.3,57.0,23.3,16.9,28.0,100.0
16,2018-01-04,15.30763888888889,15.013194444444457,14.067361111111124,97.00694444444444,11.2,13.5,10.7,70.0,25.4,17.6,29.0,100.0
17,2018-01-05,13.854861111111116,14.321527777777774,4.9784722222222175,100.0,11.2,12.2,-2.0,100.0,23.5,15.6,11.7,100.0
18,2018-01-06,14.506944444444446,14.69791666666667,10.921527777777778,99.34027777777777,11.2,13.5,3.3,84.0,23.7,16.8,20.5,100.0
19,2018-01-07,14.870138888888883,14.724305555555556,13.30625,97.01388888888887,11.0,13.5,10.0,75.0,24.2,17.0,21.1,100.0
20,2018-01-08,12.4625,13.909027777777787,10.015972222222226,100.0,11.2,13.5,8.6,100.0,16.0,14.4,12.1,100.0
21,2018-01-09,14.629166666666672,14.452083333333327,12.179166666666667,97.85416666666669,11.2,13.2,8.1,66.0,24.8,16.9,23.4,100.0
22,2018-01-10,15.23333333333334,14.924305555555561,13.6875,96.69444444444444,11.0,13.4,9.8,73.0,26.9,17.4,23.2,100.0
23,2018-01-11,14.737499999999995,14.857638888888891,13.388888888888884,98.05555555555556,10.8,13.6,10.3,79.0,23.1,16.9,19.8,100.0
24,2018-01-12,14.846527777777775,14.667361111111116,12.042361111111115,100.0,11.0,11.4,3.0,100.0,24.3,16.9,29.4,100.0
