T60_mean_x,H_mean_x,T20_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x
23.83750000000001,68.14583333333333,10.5,11.0,44.0,25.0,18.6,46.9,84.0
25.43472222222221,73.18055555555556,10.2,11.0,36.0,27.5,19.9,38.3,91.0
12.654861111111117,75.70833333333333,10.6,10.8,48.0,23.2,16.4,23.5,90.0
14.921527777777786,64.11805555555556,10.5,10.8,36.0,25.7,18.0,25.2,76.0
16.08958333333333,57.79166666666666,10.4,10.8,26.0,27.8,19.8,30.5,70.0
15.219444444444434,62.3125,10.5,10.9,41.0,25.8,19.0,24.7,72.0
12.927083333333332,69.05555555555556,10.7,11.0,49.0,19.7,16.5,20.0,77.0
14.670833333333327,68.15277777777777,10.8,11.0,32.0,25.6,17.9,26.1,78.0
16.252777777777787,64.8611111111111,10.8,11.2,32.0,28.2,19.7,26.9,80.0
16.079166666666676,59.90277777777778,11.4,11.8,25.0,25.8,19.0,29.9,73.0
15.765972222222214,60.8125,11.4,11.8,32.0,25.4,18.8,25.5,70.0
16.52152777777778,60.70833333333334,10.8,11.0,26.0,28.8,20.1,28.4,82.0
16.686111111111117,56.36805555555557,11.2,11.5,22.0,27.3,19.5,32.1,76.0
16.928472222222215,58.15277777777778,11.2,11.6,25.0,29.3,19.4,29.8,77.0
17.277083333333334,61.47916666666666,11.2,11.4,25.0,33.0,20.2,34.9,97.0
15.51944444444445,75.9236111111111,11.2,12.3,37.0,26.8,18.8,25.2,98.0
17.290972222222234,56.4375,11.9,12.4,26.0,29.9,20.5,28.5,73.0
15.451250000000002,52.6,11.4,11.9,29.0,25.8,18.5,24.0,62.0
19.715277777777764,70.70902777777779,12.2,12.4,29.2,35.5,20.5,37.3,91.1
18.94097222222221,71.66527777777782,7.9,8.9,28.8,32.1,21.6,36.1,97.5
18.236805555555566,73.93333333333331,8.0,8.7,30.2,29.5,23.2,33.9,97.7
17.75138888888889,76.85902777777778,6.2,7.0,34.3,31.6,20.3,32.3,96.0
19.00555555555556,78.38263888888888,7.7,8.4,33.3,34.8,21.1,35.7,98.2
19.49861111111112,77.36944444444447,8.5,9.3,35.8,34.3,21.0,33.5,99.2
20.90625,75.99722222222225,8.2,9.0,33.0,36.6,22.1,37.2,98.0
20.693055555555567,72.33472222222225,10.1,10.9,27.6,34.6,22.0,36.4,97.3
19.476388888888877,76.2583333333333,7.2,8.2,34.6,34.3,21.3,36.0,98.1
20.050694444444453,78.22986111111108,9.3,10.1,37.7,33.2,21.6,33.5,99.0
20.75763888888889,78.375,11.2,11.8,42.6,32.6,21.7,33.9,99.7
22.059722222222227,75.70902777777779,11.7,12.2,34.5,36.7,22.8,38.6,99.3
22.53680555555555,76.64027777777778,11.7,12.3,36.6,36.3,22.7,37.4,98.2
20.69027777777777,83.76111111111112,12.7,13.3,44.5,31.2,21.8,30.6,99.9
20.034027777777787,93.80138888888888,16.1,16.5,65.4,29.7,21.5,28.1,100.0
18.70069444444444,82.96666666666667,9.7,10.7,42.7,28.8,21.7,28.1,100.0
17.753472222222214,70.80694444444447,7.3,8.3,23.5,32.6,21.3,37.4,94.3
17.24236111111111,75.56458333333333,4.6,5.6,34.5,36.9,20.1,36.2,92.6
19.604861111111127,68.15694444444446,8.6,9.3,24.0,33.1,20.9,35.5,93.8
18.095138888888886,92.68194444444444,12.0,12.7,80.3,25.8,19.4,24.1,99.9
22.74652777777776,76.6458333333333,13.9,14.7,26.9,34.5,22.5,38.2,99.7
20.645138888888887,67.84027777777779,11.4,12.3,21.5,33.6,24.3,36.3,93.5
19.37708333333332,83.3701388888889,11.5,12.2,45.4,31.0,20.9,29.1,95.8
19.702777777777765,86.48055555555555,11.3,12.3,46.4,31.9,21.5,29.6,100.0
19.781944444444445,73.69861111111109,9.6,10.4,32.7,31.8,20.9,34.6,94.5
17.930555555555557,89.6840277777778,13.4,14.2,62.3,27.6,20.4,26.5,96.1
19.70486111111111,81.5847222222222,12.9,13.8,38.6,34.2,21.2,38.8,97.6
20.30902777777779,75.36527777777779,11.0,11.7,37.8,31.2,21.8,31.6,94.5
21.94305555555556,69.42291666666667,11.5,12.3,33.7,33.1,22.9,36.0,99.4
22.061805555555548,70.82083333333327,12.3,13.0,36.7,35.9,23.1,36.1,92.2
21.926388888888887,71.17986111111111,12.3,12.9,29.4,34.6,23.5,35.4,92.2
22.83888888888889,71.62777777777781,13.8,14.4,38.8,35.6,23.4,36.2,91.5
19.85069444444443,87.81875000000002,17.6,17.8,67.3,25.8,21.5,24.6,100.0
21.99305555555555,77.43819444444443,13.9,14.4,44.5,32.8,23.0,35.9,97.3
21.49513888888889,64.33125,12.0,12.5,30.0,34.6,24.8,35.3,86.4
20.92847222222222,72.53958333333333,15.1,15.6,51.1,29.0,23.5,29.4,88.2
21.64861111111113,61.65555555555554,12.4,13.0,29.5,35.1,25.0,37.2,87.8
22.11666666666665,66.73680555555552,12.6,13.3,32.1,33.8,25.4,34.7,89.9
21.721527777777766,71.17777777777779,13.5,14.2,39.9,34.5,25.2,34.2,89.7
23.132638888888888,67.94027777777774,14.4,15.2,36.9,33.6,25.5,34.7,90.8
19.720138888888886,84.88541666666661,15.3,15.9,62.4,28.7,22.1,26.3,97.1
21.243055555555557,77.76944444444446,14.5,14.9,57.7,28.3,23.2,27.7,98.2
19.475,63.94930555555555,11.1,12.0,32.1,30.2,24.0,32.1,99.9
19.776388888888885,65.46736111111113,9.0,9.9,32.4,30.5,23.1,31.0,92.6
21.47152777777778,69.36805555555557,11.8,12.5,32.9,35.5,24.7,34.6,89.4
17.981944444444448,95.08958333333334,14.9,15.5,88.5,21.2,20.4,20.8,100.0
18.826388888888896,89.93541666666668,15.1,15.8,77.4,24.4,20.9,22.9,98.6
19.18888888888889,78.4548611111111,13.8,14.4,45.6,32.4,22.1,28.7,96.5
18.690277777777762,60.44583333333333,10.9,11.6,34.0,30.5,22.1,30.1,84.7
19.245138888888885,64.37986111111114,8.6,9.4,27.8,33.5,22.8,30.9,100.0
20.63125,70.67847222222218,10.8,11.6,31.2,34.2,24.0,32.5,96.0
18.74444444444446,90.56458333333336,16.1,16.7,81.6,20.6,20.2,20.5,96.2
23.777777777777786,70.2888888888889,17.0,17.4,39.5,34.3,24.7,35.3,97.6
23.318055555555574,73.35972222222223,14.8,15.5,44.8,35.2,25.6,34.1,96.6
22.729861111111113,81.45416666666667,16.0,16.6,58.6,31.7,24.1,28.6,100.0
24.34875000000001,78.025,18.7,19.1,52.3,34.4,25.9,33.6,93.4
22.89791666666667,81.64583333333333,18.9,18.9,63.1,30.0,23.7,28.1,100.0
21.74722222222221,88.16736111111116,18.8,18.9,71.8,27.1,23.7,27.5,98.5
19.63888888888889,90.83333333333331,17.5,17.5,75.6,24.0,21.7,24.0,98.8
24.98263888888889,65.82847222222222,16.1,16.2,34.8,36.0,27.6,38.4,95.8
24.401388888888878,73.17569444444442,16.2,16.3,41.2,32.8,27.8,36.0,100.0
25.04375000000001,70.07569444444452,16.9,17.0,38.7,32.5,28.9,36.1,98.2
25.644444444444453,68.03055555555554,16.9,17.0,36.7,32.8,28.3,35.9,92.7
24.397916666666674,75.1625,17.8,17.9,42.1,32.0,26.7,35.2,95.6
21.05902777777779,92.77291666666667,17.6,17.9,81.7,25.4,23.0,26.0,100.0
24.01041666666666,84.78333333333335,19.3,19.5,49.5,31.8,26.1,35.0,100.0
24.43541666666667,83.72986111111112,18.5,18.7,46.5,30.3,26.1,35.4,99.7
25.746527777777786,80.94166666666666,19.6,19.7,40.7,35.2,27.5,37.4,100.0
23.44583333333333,82.11944444444444,19.3,19.4,61.8,30.0,24.4,29.9,97.3
25.62777777777779,79.78194444444446,22.2,21.8,57.5,32.9,26.1,34.0,92.5
26.17013888888889,68.72083333333333,20.3,20.1,46.4,33.5,27.4,36.0,93.7
23.88750000000001,67.47986111111109,18.6,18.7,45.4,32.5,25.3,32.3,89.1
23.89305555555556,75.81111111111113,16.4,16.7,50.0,31.9,25.6,31.6,92.8
22.136805555555547,89.97500000000004,19.7,19.8,74.0,26.4,23.7,26.1,99.9
21.93194444444444,79.23472222222223,17.4,17.4,52.7,32.4,24.3,31.1,98.4
23.96388888888889,76.7645833333333,16.0,16.5,45.9,34.0,26.1,35.9,99.5
21.55416666666666,87.5333333333333,18.2,18.6,62.5,31.1,23.6,29.2,98.1
23.62222222222222,84.4701388888889,18.5,18.8,53.8,33.2,25.5,34.0,98.8
21.66249999999998,97.23263888888887,19.6,19.8,92.8,24.2,22.8,23.8,100.0
23.556249999999995,86.81319444444439,18.9,19.4,68.0,29.3,24.2,28.8,100.0
24.947222222222226,73.3298611111111,17.1,17.8,43.1,36.9,26.1,34.7,95.9
20.618055555555557,93.41111111111107,18.2,18.5,73.0,25.8,23.3,25.5,100.0
24.38750000000001,83.01458333333336,18.1,18.4,49.9,35.3,25.9,34.6,100.0
27.363194444444453,74.28958333333331,19.7,20.0,47.0,37.8,27.8,36.8,98.0
26.97083333333333,83.9861111111111,21.8,22.1,59.6,35.7,28.5,36.4,98.4
27.402777777777786,86.0986111111112,23.5,23.7,61.8,35.1,28.2,35.2,98.3
28.019444444444442,85.9854166666667,23.8,24.0,58.4,38.0,29.4,37.6,100.0
27.647916666666664,88.62638888888893,24.6,24.7,68.7,33.3,28.5,33.6,100.0
28.022222222222233,89.45972222222225,25.0,25.1,64.7,35.6,28.8,35.9,100.0
28.84861111111111,84.79861111111113,24.5,24.9,60.0,36.3,30.4,37.1,100.0
28.34236111111109,86.25694444444453,23.9,24.3,66.2,36.1,29.3,35.8,98.7
28.1798611111111,85.6,23.7,24.0,66.9,35.6,29.1,34.3,100.0
26.469444444444452,92.58333333333334,24.3,24.6,81.6,30.2,27.3,29.6,99.2
25.63958333333333,95.45000000000006,24.3,24.5,88.2,27.6,26.3,27.4,99.9
25.915972222222234,95.04652777777771,23.7,24.0,82.6,30.0,29.4,29.3,100.0
26.808333333333344,90.76597222222223,24.7,24.8,66.7,32.6,31.9,31.4,100.0
28.43611111111112,85.44652777777776,23.6,24.1,60.6,37.6,29.2,35.4,100.0
28.437500000000004,83.87916666666662,22.5,23.0,62.7,39.4,29.5,36.0,97.9
28.65486111111109,83.08611111111112,22.7,23.3,60.5,38.7,29.5,35.7,98.2
28.72361111111111,82.70902777777775,23.9,24.5,60.0,37.0,30.1,35.4,98.0
29.08819444444445,81.83472222222224,25.1,25.6,51.9,40.3,29.8,37.7,98.9
29.54930555555556,75.9597222222222,23.9,24.6,51.3,38.5,29.2,36.2,97.0
29.665277777777792,79.41874999999995,23.8,24.5,55.6,38.9,30.0,36.2,95.6
30.195138888888888,80.47083333333335,24.6,25.1,61.3,39.9,30.5,36.8,97.3
29.90347222222222,83.17430555555559,25.2,25.8,61.3,39.2,30.6,37.0,96.6
30.065277777777766,86.36875000000002,26.3,26.6,70.6,38.0,30.7,36.0,98.7
30.86666666666666,83.69583333333338,26.2,26.7,65.0,38.9,31.1,36.9,97.8
30.23194444444444,84.76180555555554,26.4,26.9,67.2,38.5,30.8,36.1,98.7
29.384027777777767,84.70625,25.6,26.1,69.5,35.7,29.6,34.2,96.2
29.09791666666667,82.54097222222221,24.8,25.5,53.3,33.5,27.9,37.5,97.4
30.415277777777767,81.9638888888889,26.4,26.4,42.6,37.2,31.7,40.8,98.9
29.191666666666656,87.34375000000004,26.3,26.3,63.5,36.1,30.3,36.3,99.6
30.59305555555556,83.52986111111116,25.9,25.9,45.8,37.1,32.1,41.2,100.0
30.498611111111124,83.47291666666666,26.4,26.6,49.7,37.7,32.3,41.0,98.9
27.22638888888887,91.73611111111107,25.0,25.2,62.0,36.3,30.1,36.9,99.6
28.048611111111132,87.9652777777778,25.4,25.4,63.5,34.3,29.8,35.4,100.0
27.0701388888889,59.97500000000001,22.5,22.7,29.4,36.1,27.1,35.5,83.6
25.753472222222207,66.1541666666667,19.6,19.8,40.6,34.8,27.8,35.1,86.4
25.59513888888889,70.36527777777779,19.3,19.7,39.6,35.2,27.8,35.0,91.2
26.118055555555557,81.13888888888884,20.5,20.9,59.2,32.4,27.3,32.4,100.0
29.993055555555557,80.71111111111115,25.6,25.6,56.1,38.7,30.3,38.5,95.7
31.07083333333334,78.65416666666665,26.2,26.3,48.7,41.8,31.1,40.5,98.8
29.477777777777792,82.84305555555557,27.0,26.9,66.3,38.0,30.5,37.6,99.1
28.394444444444442,91.54027777777776,26.9,26.9,71.4,34.4,29.5,34.9,100.0
28.8090277777778,89.67430555555555,25.6,26.1,71.7,37.0,29.7,35.4,98.3
30.03402777777778,81.92569444444443,24.0,24.5,54.2,38.3,30.7,38.9,99.5
29.78680555555555,79.67361111111114,23.5,23.9,53.6,38.3,30.3,38.7,97.2
28.632638888888877,82.02013888888888,23.7,24.3,59.3,38.9,29.6,36.7,97.1
29.27777777777776,82.30069444444446,24.6,24.9,55.7,38.6,30.1,37.1,97.6
28.175694444444453,88.80069444444445,24.5,25.1,66.7,35.9,29.6,33.1,100.0
29.300694444444453,82.81527777777772,24.3,24.3,54.1,40.3,30.9,38.0,100.0
26.090277777777786,85.71597222222223,23.8,24.1,68.6,32.2,27.5,30.5,95.9
27.01736111111112,84.1111111111111,23.2,23.6,61.1,37.0,28.9,35.2,95.7
28.159722222222207,80.6541666666667,22.6,23.0,55.3,40.3,29.3,37.5,94.7
26.97916666666665,92.36458333333336,24.2,24.7,78.6,35.3,28.3,32.6,97.7
27.912499999999994,84.52777777777774,23.6,24.3,61.9,38.2,29.0,35.8,99.2
26.421527777777786,82.61527777777779,22.1,22.7,55.9,36.3,27.3,31.8,94.5
26.71736111111112,87.62013888888886,22.9,23.2,76.6,32.8,27.4,30.6,96.4
27.29583333333333,87.76527777777773,24.6,25.0,72.7,34.6,28.0,33.2,95.9
28.12777777777778,86.05208333333331,24.5,24.9,62.5,38.5,29.3,36.8,98.3
24.60069444444445,91.00416666666666,21.2,21.7,83.5,31.0,26.9,29.2,96.1
23.070138888888913,80.18680555555551,19.6,20.0,63.4,29.9,24.8,27.6,90.2
22.03263888888889,78.28194444444446,19.5,19.9,61.4,27.8,23.8,27.2,90.3
23.302083333333336,78.40069444444447,19.4,19.7,54.2,32.5,24.4,30.4,90.9
23.01458333333333,87.23194444444445,20.2,20.6,77.2,28.1,24.3,27.0,94.8
23.49791666666667,91.56458333333336,21.7,22.0,75.8,27.7,24.5,27.5,97.2
26.864583333333343,82.95555555555555,22.2,22.5,57.5,36.2,27.1,34.4,97.5
26.866666666666674,67.40347222222225,23.4,23.4,42.0,33.4,25.9,32.2,88.9
25.34375000000001,71.04236111111112,18.8,19.5,46.8,34.1,26.4,33.1,90.1
24.57638888888889,73.22638888888889,18.4,19.1,45.9,36.0,29.4,32.9,90.8
21.24791666666666,88.12430555555551,19.7,20.1,81.6,24.0,22.9,23.7,93.1
21.45138888888891,89.35555555555555,18.9,19.4,80.8,24.0,23.0,23.7,93.4
24.81041666666666,77.32430555555545,21.1,21.6,54.6,35.4,25.2,31.7,95.5
24.64027777777777,75.6215277777778,19.5,20.0,49.6,36.5,25.2,31.5,91.8
24.957638888888887,84.93680555555558,21.5,21.8,58.7,33.6,26.2,30.8,97.9
21.877777777777748,88.72986111111112,19.8,20.1,79.1,24.4,24.0,23.9,94.6
21.92708333333333,83.6215277777778,17.9,18.5,61.7,28.0,23.7,26.6,94.4
19.74166666666666,86.10416666666666,16.5,17.2,67.4,24.3,22.1,23.3,95.8
21.37638888888889,77.2638888888889,14.0,14.8,48.6,36.2,23.3,30.5,92.7
20.046527777777786,85.30208333333333,18.6,19.1,78.4,21.3,21.6,21.2,92.0
23.86666666666667,89.6215277777778,19.6,19.9,71.3,29.9,23.9,28.4,99.7
24.9951388888889,75.2645833333333,17.5,18.4,49.1,38.9,26.2,34.4,93.5
23.179166666666664,71.42916666666662,15.9,16.3,41.5,38.0,25.0,33.5,90.4
23.040972222222226,76.77916666666668,15.1,16.2,43.9,39.0,24.7,34.2,91.5
22.54097222222221,89.03263888888887,19.2,19.8,77.7,27.8,23.8,26.5,94.2
23.557500000000008,86.44624999999998,20.6,21.0,65.9,31.3,24.1,28.9,95.7
20.34722222222221,80.825,14.8,14.2,44.3,30.0,22.1,31.7,94.7
18.19097222222224,72.99027777777776,12.0,11.3,40.6,27.7,21.0,29.5,91.4
17.704861111111093,75.94236111111117,10.5,9.8,40.3,28.6,20.5,29.9,92.8
17.6,71.93611111111113,10.6,10.0,37.7,29.2,20.5,31.6,94.7
16.623611111111117,72.04861111111113,11.4,11.2,39.8,26.8,19.6,29.4,90.1
15.627083333333328,71.86597222222224,9.6,9.1,34.7,26.9,18.5,27.3,91.3
17.01736111111111,75.42916666666662,9.2,8.6,35.8,28.0,19.3,30.6,92.1
18.214583333333326,87.32986111111109,14.7,14.3,58.3,26.4,19.8,26.7,94.5
17.95486111111111,93.03611111111107,15.3,15.0,85.9,23.0,19.3,24.5,96.7
20.383333333333315,91.83888888888893,15.7,15.4,74.3,28.0,21.0,30.2,97.5
20.05694444444444,92.77083333333331,17.3,17.1,72.6,24.9,21.0,25.4,97.9
20.46736111111112,88.23680555555546,15.8,15.7,63.8,27.2,21.6,30.2,99.9
20.99097222222223,86.71388888888886,16.0,16.1,46.9,29.6,22.1,31.9,98.5
19.099999999999994,94.45833333333331,16.8,16.8,81.1,23.6,20.5,25.2,98.5
21.160416666666666,87.1284722222222,16.5,16.4,59.7,27.9,22.0,30.3,98.5
19.24097222222222,83.7020833333333,13.8,13.8,61.9,26.5,21.2,28.8,96.1
19.569444444444454,86.67291666666668,15.0,14.9,65.4,25.2,20.7,26.9,96.4
18.947916666666664,89.91388888888888,16.5,16.5,79.1,23.6,20.6,25.1,94.4
18.77291666666666,84.6215277777778,14.1,14.1,61.6,25.6,20.6,28.3,95.7
17.576388888888893,83.08611111111115,12.0,12.5,53.7,24.0,19.9,25.4,96.0
18.227777777777764,84.02013888888888,12.3,12.5,64.1,26.0,20.3,28.6,96.0
19.202777777777786,85.32222222222228,14.1,14.4,62.6,25.5,20.4,27.7,98.1
18.25277777777778,83.87847222222231,13.4,13.6,64.5,25.1,20.3,26.9,98.3
17.48819444444444,89.53125000000001,14.6,14.7,79.5,22.0,19.2,22.6,94.4
17.31527777777778,83.61666666666669,13.1,13.2,52.1,23.2,19.1,25.2,95.4
17.52569444444444,84.75555555555553,11.4,12.1,53.2,25.7,19.4,28.2,98.3
17.097222222222214,89.46319444444447,13.9,13.9,73.8,23.0,19.2,24.3,92.8
16.99583333333333,83.93750000000003,12.6,12.7,61.6,25.0,19.7,26.4,93.2
16.620138888888892,83.49097222222224,11.7,11.9,59.8,24.3,18.9,27.2,92.3
16.59027777777778,82.78819444444451,11.7,12.0,58.9,23.1,18.6,24.8,93.0
17.115277777777766,88.50277777777784,12.1,12.5,74.2,23.0,18.7,24.9,96.6
17.61527777777778,85.5847222222222,13.2,13.3,63.1,24.1,19.1,25.4,99.8
17.629166666666674,89.77916666666664,12.6,12.6,62.7,24.3,18.9,25.7,99.1
17.749999999999996,86.47569444444441,13.4,13.3,60.3,24.8,19.5,26.4,96.5
17.11458333333332,85.99374999999998,11.7,12.4,63.0,23.8,19.2,25.7,94.3
16.665277777777774,89.9159722222222,11.7,12.1,68.8,23.5,19.8,25.3,95.3
16.593055555555562,90.32430555555551,13.0,13.1,64.0,22.9,18.6,24.9,98.6
18.289583333333322,91.02361111111112,14.2,14.4,57.4,26.0,18.9,27.3,98.5
20.04236111111111,96.6083333333333,16.9,16.9,77.7,24.8,19.6,25.6,100.0
19.699999999999992,87.98263888888896,15.5,15.6,59.5,25.3,20.6,26.9,97.4
17.30625,95.06388888888893,15.1,15.2,89.8,21.0,18.9,21.3,98.6
16.887500000000006,93.14652777777776,12.9,13.0,77.4,22.0,19.1,23.2,98.7
15.875694444444445,87.4125,12.2,12.4,62.6,23.2,18.8,24.8,97.1
15.748611111111117,86.2284722222222,12.1,12.5,66.3,23.0,18.4,24.3,93.5
14.959027777777774,88.41319444444444,11.8,12.2,75.1,21.9,17.4,23.2,93.8
15.163194444444455,88.78958333333334,11.6,12.0,62.9,22.3,17.3,23.5,95.6
16.062499999999996,93.46180555555551,12.9,12.8,71.3,22.1,18.0,23.4,100.0
16.089583333333334,89.29444444444441,12.3,12.5,61.5,24.0,18.1,23.9,98.4
16.09305555555555,86.52500000000002,12.6,12.8,61.8,25.1,18.0,23.9,93.9
15.90347222222223,84.19097222222223,12.3,12.6,59.9,25.2,18.0,24.1,92.1
15.477777777777774,88.73472222222222,12.0,12.3,69.8,22.5,17.7,23.5,96.0
16.413194444444457,88.34722222222229,13.0,13.0,55.0,26.6,18.2,25.3,96.7
15.54652777777778,89.65902777777781,12.7,12.9,66.3,23.0,17.6,22.7,97.5
15.43819444444444,87.95902777777776,12.3,12.4,59.2,23.7,17.5,23.7,95.3
15.407638888888883,92.2819444444444,12.4,12.6,77.9,21.8,17.0,23.1,98.3
15.862499999999995,85.31875,12.4,12.6,53.8,23.2,17.4,22.9,94.7
17.57986111111111,89.42430555555558,11.5,12.0,54.4,33.2,23.4,32.4,100.0
13.817361111111104,92.42152777777777,11.3,11.1,75.4,21.0,16.0,21.6,98.2
18.318055555555546,89.54374999999996,11.6,12.2,58.9,34.1,22.0,37.7,97.9
14.295138888888893,95.81597222222223,11.7,12.0,84.7,21.8,16.2,22.6,100.0
18.61388888888889,85.72569444444447,11.1,11.4,41.7,40.2,20.1,34.2,100.0
18.48472222222223,85.19097222222223,11.0,11.0,41.1,40.2,20.4,34.3,98.9
