H_mean_x,T20_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,housa_x,H_mean_y,T20_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,housa_y,H_mean_z,T20_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z,housa_z,days
90.18194444,24.6,66.9,38.0,30.1,33.8,100.0,2.1987012488211106,83.85277778,24.6,61.6,40.9,30.5,37.9,98.9,3.795097899728997,85.25277778,23.8,62.3,41.5,30.4,37.2,99.1,3.364137752344365,47.0
84.99861111,24.4,55.6,43.1,31.4,39.2,100.0,3.5677708104651304,90.18194444,24.6,66.9,38.0,30.1,33.8,100.0,2.1987012488211106,83.85277778,24.6,61.6,40.9,30.5,37.9,98.9,3.795097899728997,48.0
89.43055556,23.8,73.9,36.6,28.1,31.1,98.0,2.131293592787511,84.99861111,24.4,55.6,43.1,31.4,39.2,100.0,3.5677708104651304,90.18194444,24.6,66.9,38.0,30.1,33.8,100.0,2.1987012488211106,49.0
87.51527778,23.2,70.5,41.0,29.3,35.2,97.5,2.6189888704339963,89.43055556,23.8,73.9,36.6,28.1,31.1,98.0,2.131293592787511,84.99861111,24.4,55.6,43.1,31.4,39.2,100.0,3.5677708104651304,50.0
83.73680556,22.7,59.4,42.3,29.6,38.2,96.1,3.5839250159696023,87.51527778,23.2,70.5,41.0,29.3,35.2,97.5,2.6189888704339963,89.43055556,23.8,73.9,36.6,28.1,31.1,98.0,2.131293592787511,51.0
94.45694444,24.1,81.7,35.6,28.4,32.1,99.4,1.1495375827695444,83.73680556,22.7,59.4,42.3,29.6,38.2,96.1,3.5839250159696023,87.51527778,23.2,70.5,41.0,29.3,35.2,97.5,2.6189888704339963,52.0
86.79722222,23.9,60.4,40.1,29.3,36.1,100.0,2.903413928092029,94.45694444,24.1,81.7,35.6,28.4,32.1,99.4,1.1495375827695444,83.73680556,22.7,59.4,42.3,29.6,38.2,96.1,3.5839250159696023,53.0
86.79097222,22.1,69.1,35.2,28.0,32.7,97.4,2.7009398679853445,86.79722222,23.9,60.4,40.1,29.3,36.1,100.0,2.903413928092029,94.45694444,24.1,81.7,35.6,28.4,32.1,99.4,1.1495375827695444,54.0
89.81736111,22.8,80.8,31.9,27.8,30.5,97.5,2.0975103793512218,86.79097222,22.1,69.1,35.2,28.0,32.7,97.4,2.7009398679853445,86.79722222,23.9,60.4,40.1,29.3,36.1,100.0,2.903413928092029,55.0
89.67916667,24.8,72.5,34.6,28.3,33.1,97.6,2.2003466677388457,89.81736111,22.8,80.8,31.9,27.8,30.5,97.5,2.0975103793512218,86.79097222,22.1,69.1,35.2,28.0,32.7,97.4,2.7009398679853445,56.0
87.65347222,24.6,61.5,37.0,29.4,37.2,99.2,2.7308387878808698,89.67916667,24.8,72.5,34.6,28.3,33.1,97.6,2.2003466677388457,89.81736111,22.8,80.8,31.9,27.8,30.5,97.5,2.0975103793512218,57.0
93.18958333,20.9,84.5,31.9,27.3,29.1,98.3,1.269142168037102,87.65347222,24.6,61.5,37.0,29.4,37.2,99.2,2.7308387878808698,89.67916667,24.8,72.5,34.6,28.3,33.1,97.6,2.2003466677388457,58.0
85.31111111,19.6,71.0,31.0,25.4,28.6,94.0,2.5559949654235488,93.18958333,20.9,84.5,31.9,27.3,29.1,98.3,1.269142168037102,87.65347222,24.6,61.5,37.0,29.4,37.2,99.2,2.7308387878808698,59.0
82.88263889,19.5,68.1,30.1,24.4,27.5,93.8,2.7871835808564627,85.31111111,19.6,71.0,31.0,25.4,28.6,94.0,2.5559949654235488,93.18958333,20.9,84.5,31.9,27.3,29.1,98.3,1.269142168037102,60.0
82.98194444,19.2,58.4,35.8,25.1,32.4,92.3,2.9942119243505587,82.88263889,19.5,68.1,30.1,24.4,27.5,93.8,2.7871835808564627,85.31111111,19.6,71.0,31.0,25.4,28.6,94.0,2.5559949654235488,61.0
90.41805556,20.4,80.7,28.4,24.7,26.9,97.7,1.6406413379277978,82.98194444,19.2,58.4,35.8,25.1,32.4,92.3,2.9942119243505587,82.88263889,19.5,68.1,30.1,24.4,27.5,93.8,2.7871835808564627,62.0
94.28055556,21.9,80.6,28.8,24.9,27.4,100.0,1.0091065585062908,90.41805556,20.4,80.7,28.4,24.7,26.9,97.7,1.6406413379277978,82.98194444,19.2,58.4,35.8,25.1,32.4,92.3,2.9942119243505587,63.0
85.86180556,22.3,65.3,39.3,27.7,35.0,99.8,2.9692775183095765,94.28055556,21.9,80.6,28.8,24.9,27.4,100.0,1.0091065585062908,90.41805556,20.4,80.7,28.4,24.7,26.9,97.7,1.6406413379277978,64.0
77.95833333,22.1,54.6,38.5,27.7,34.5,93.0,4.591353286512458,85.86180556,22.3,65.3,39.3,27.7,35.0,99.8,2.9692775183095765,94.28055556,21.9,80.6,28.8,24.9,27.4,100.0,1.0091065585062908,65.0
78.03472222,18.9,59.9,39.3,27.0,33.2,93.1,4.2000474828405245,77.95833333,22.1,54.6,38.5,27.7,34.5,93.0,4.591353286512458,85.86180556,22.3,65.3,39.3,27.7,35.0,99.8,2.9692775183095765,66.0
78.51388889,18.0,52.4,37.3,28.7,33.4,93.0,3.981218280613721,78.03472222,18.9,59.9,39.3,27.0,33.2,93.1,4.2000474828405245,77.95833333,22.1,54.6,38.5,27.7,34.5,93.0,4.591353286512458,67.0
89.96388889,19.7,82.4,24.4,23.4,24.3,94.8,1.5724424590111263,78.51388889,18.0,52.4,37.3,28.7,33.4,93.0,3.981218280613721,78.03472222,18.9,59.9,39.3,27.0,33.2,93.1,4.2000474828405245,68.0
92.06319444,19.1,86.2,25.1,23.4,24.0,95.7,1.2638370647819746,89.96388889,19.7,82.4,24.4,23.4,24.3,94.8,1.5724424590111263,78.51388889,18.0,52.4,37.3,28.7,33.4,93.0,3.981218280613721,69.0
83.67083333,20.6,64.0,36.6,26.2,33.4,98.2,3.0712980841499107,92.06319444,19.1,86.2,25.1,23.4,24.0,95.7,1.2638370647819746,89.96388889,19.7,82.4,24.4,23.4,24.3,94.8,1.5724424590111263,70.0
82.00416667,19.4,59.6,33.6,25.9,32.1,95.7,3.3341493846630215,83.67083333,20.6,64.0,36.6,26.2,33.4,98.2,3.0712980841499107,92.06319444,19.1,86.2,25.1,23.4,24.0,95.7,1.2638370647819746,71.0
89.39027778,21.2,71.8,34.0,26.1,30.5,98.9,1.9959604503084485,82.00416667,19.4,59.6,33.6,25.9,32.1,95.7,3.3341493846630215,83.67083333,20.6,64.0,36.6,26.2,33.4,98.2,3.0712980841499107,72.0
93.13402778,20.1,83.9,25.5,24.7,24.3,98.7,1.1202183647407682,89.39027778,21.2,71.8,34.0,26.1,30.5,98.9,1.9959604503084485,82.00416667,19.4,59.6,33.6,25.9,32.1,95.7,3.3341493846630215,73.0
88.28611111,18.3,71.1,30.0,24.1,27.2,99.7,1.9104404590884128,93.13402778,20.1,83.9,25.5,24.7,24.3,98.7,1.1202183647407682,89.39027778,21.2,71.8,34.0,26.1,30.5,98.9,1.9959604503084485,74.0
90.5875,16.6,72.8,26.9,22.9,24.7,97.2,1.3823870699875838,88.28611111,18.3,71.1,30.0,24.1,27.2,99.7,1.9104404590884128,93.13402778,20.1,83.9,25.5,24.7,24.3,98.7,1.1202183647407682,75.0
80.89097222,14.3,53.5,34.0,23.9,29.9,96.0,3.0260338818308683,90.5875,16.6,72.8,26.9,22.9,24.7,97.2,1.3823870699875838,88.28611111,18.3,71.1,30.0,24.1,27.2,99.7,1.9104404590884128,76.0
88.38541667,18.6,82.8,21.8,22.0,21.4,94.4,1.7046431410979423,80.89097222,14.3,53.5,34.0,23.9,29.9,96.0,3.0260338818308683,90.5875,16.6,72.8,26.9,22.9,24.7,97.2,1.3823870699875838,77.0
93.22361111,19.6,74.8,29.9,24.4,28.3,100.0,1.2059556708298755,88.38541667,18.6,82.8,21.8,22.0,21.4,94.4,1.7046431410979423,80.89097222,14.3,53.5,34.0,23.9,29.9,96.0,3.0260338818308683,78.0
69.71875,17.6,41.5,37.8,24.1,34.5,92.7,5.783989231307952,93.22361111,19.6,74.8,29.9,24.4,28.3,100.0,1.2059556708298755,88.38541667,18.6,82.8,21.8,22.0,21.4,94.4,1.7046431410979423,104.0
88.54375,14.9,63.0,29.3,22.2,30.8,99.2,1.6985425962121754,69.71875,17.6,41.5,37.8,24.1,34.5,92.7,5.783989231307952,93.22361111,19.6,74.8,29.9,24.4,28.3,100.0,1.2059556708298755,20.0
80.25833333,12.3,52.7,28.2,21.5,29.4,94.6,2.669715916005692,88.54375,14.9,63.0,29.3,22.2,30.8,99.2,1.6985425962121754,69.71875,17.6,41.5,37.8,24.1,34.5,92.7,5.783989231307952,21.0
81.53472222,10.7,55.3,27.1,20.9,28.7,93.7,2.4069620072614337,80.25833333,12.3,52.7,28.2,21.5,29.4,94.6,2.669715916005692,88.54375,14.9,63.0,29.3,22.2,30.8,99.2,1.6985425962121754,22.0
80.79166667,11.0,51.2,28.4,20.8,29.8,95.4,2.4970084551194884,81.53472222,10.7,55.3,27.1,20.9,28.7,93.7,2.4069620072614337,80.25833333,12.3,52.7,28.2,21.5,29.4,94.6,2.669715916005692,23.0
83.37361111,11.8,52.8,26.5,20.1,29.1,95.0,2.0861247610767224,80.79166667,11.0,51.2,28.4,20.8,29.8,95.4,2.4970084551194884,81.53472222,10.7,55.3,27.1,20.9,28.7,93.7,2.4069620072614337,24.0
85.87986111,10.0,60.2,24.8,19.4,27.0,96.9,1.6874979631546256,83.37361111,11.8,52.8,26.5,20.1,29.1,95.0,2.0861247610767224,80.79166667,11.0,51.2,28.4,20.8,29.8,95.4,2.4970084551194884,25.0
82.27777778,9.4,48.9,27.6,19.5,30.0,96.1,2.2442375668378727,85.87986111,10.0,60.2,24.8,19.4,27.0,96.9,1.6874979631546256,83.37361111,11.8,52.8,26.5,20.1,29.1,95.0,2.0861247610767224,26.0
90.40694444,14.7,56.4,25.2,19.9,26.4,99.3,1.2922860168209962,82.27777778,9.4,48.9,27.6,19.5,30.0,96.1,2.2442375668378727,85.87986111,10.0,60.2,24.8,19.4,27.0,96.9,1.6874979631546256,27.0
96.18055556,15.5,85.2,23.2,19.6,24.2,100.0,0.51114373808575,90.40694444,14.7,56.4,25.2,19.9,26.4,99.3,1.2922860168209962,82.27777778,9.4,48.9,27.6,19.5,30.0,96.1,2.2442375668378727,28.0
93.90902778,15.8,70.2,27.9,21.0,29.4,100.0,0.9129102351150058,96.18055556,15.5,85.2,23.2,19.6,24.2,100.0,0.51114373808575,90.40694444,14.7,56.4,25.2,19.9,26.4,99.3,1.2922860168209962,29.0
97.525,17.9,77.4,24.8,21.2,25.6,100.0,0.3692495083808012,93.90902778,15.8,70.2,27.9,21.0,29.4,100.0,0.9129102351150058,96.18055556,15.5,85.2,23.2,19.6,24.2,100.0,0.51114373808575,30.0
91.43402778,16.5,66.2,27.3,21.8,28.6,100.0,1.2977401101381758,97.525,17.9,77.4,24.8,21.2,25.6,100.0,0.3692495083808012,93.90902778,15.8,70.2,27.9,21.0,29.4,100.0,0.9129102351150058,31.0
89.78819444,17.0,56.5,29.2,22.4,31.0,100.0,1.5908701669268268,91.43402778,16.5,66.2,27.3,21.8,28.6,100.0,1.2977401101381758,97.525,17.9,77.4,24.8,21.2,25.6,100.0,0.3692495083808012,32.0
98.66111111,17.6,86.7,24.0,20.9,24.9,100.0,0.19115568245240147,89.78819444,17.0,56.5,29.2,22.4,31.0,100.0,1.5908701669268268,91.43402778,16.5,66.2,27.3,21.8,28.6,100.0,1.2977401101381758,33.0
90.48541667,17.3,59.2,27.6,21.9,29.1,100.0,1.4679701630219462,98.66111111,17.6,86.7,24.0,20.9,24.9,100.0,0.19115568245240147,89.78819444,17.0,56.5,29.2,22.4,31.0,100.0,1.5908701669268268,34.0
87.10416667,14.8,57.2,26.8,21.4,27.6,99.6,1.8535471523828675,90.48541667,17.3,59.2,27.6,21.9,29.1,100.0,1.4679701630219462,98.66111111,17.6,86.7,24.0,20.9,24.9,100.0,0.19115568245240147,35.0
91.23125,16.0,63.1,25.5,21.1,26.6,100.0,1.2804516215004664,87.10416667,14.8,57.2,26.8,21.4,27.6,99.6,1.8535471523828675,90.48541667,17.3,59.2,27.6,21.9,29.1,100.0,1.4679701630219462,36.0
94.91597222,17.2,77.0,23.7,21.0,24.3,100.0,0.7213901829612801,91.23125,16.0,63.1,25.5,21.1,26.6,100.0,1.2804516215004664,87.10416667,14.8,57.2,26.8,21.4,27.6,99.6,1.8535471523828675,37.0
88.48888889,14.9,57.1,25.8,20.9,26.8,99.5,1.6089427924596675,94.91597222,17.2,77.0,23.7,21.0,24.3,100.0,0.7213901829612801,91.23125,16.0,63.1,25.5,21.1,26.6,100.0,1.2804516215004664,38.0
86.32430556,13.5,52.6,24.1,20.1,25.0,99.6,1.812236662198224,88.48888889,14.9,57.1,25.8,20.9,26.8,99.5,1.6089427924596675,94.91597222,17.2,77.0,23.7,21.0,24.3,100.0,0.7213901829612801,39.0
87.34305556,13.6,58.6,26.4,20.4,27.2,98.9,1.7283378070653896,86.32430556,13.5,52.6,24.1,20.1,25.0,99.6,1.812236662198224,88.48888889,14.9,57.1,25.8,20.9,26.8,99.5,1.6089427924596675,40.0
87.70763889,15.4,53.0,25.3,20.6,25.9,100.0,1.7423278806734006,87.34305556,13.6,58.6,26.4,20.4,27.2,98.9,1.7283378070653896,86.32430556,13.5,52.6,24.1,20.1,25.0,99.6,1.812236662198224,41.0
87.43125,14.5,57.0,25.5,20.5,26.4,100.0,1.7176576456653267,87.70763889,15.4,53.0,25.3,20.6,25.9,100.0,1.7423278806734006,87.34305556,13.6,58.6,26.4,20.4,27.2,98.9,1.7283378070653896,42.0
96.52916667,15.6,89.1,21.8,19.8,22.7,99.7,0.4599046604716818,87.43125,14.5,57.0,25.5,20.5,26.4,100.0,1.7176576456653267,87.70763889,15.4,53.0,25.3,20.6,25.9,100.0,1.7423278806734006,43.0
88.50138889,14.1,53.1,22.8,19.6,24.9,99.9,1.4963501015818268,96.52916667,15.6,89.1,21.8,19.8,22.7,99.7,0.4599046604716818,87.43125,14.5,57.0,25.5,20.5,26.4,100.0,1.7176576456653267,44.0
88.33819444,13.1,48.0,26.1,19.8,28.1,100.0,1.5357608158595966,88.50138889,14.1,53.1,22.8,19.6,24.9,99.9,1.4963501015818268,96.52916667,15.6,89.1,21.8,19.8,22.7,99.7,0.4599046604716818,45.0
94.69166667,14.8,69.6,22.9,19.7,23.7,99.5,0.6843923048268798,88.33819444,13.1,48.0,26.1,19.8,28.1,100.0,1.5357608158595966,88.50138889,14.1,53.1,22.8,19.6,24.9,99.9,1.4963501015818268,46.0
88.23194444,13.5,56.8,24.7,19.9,25.6,98.5,1.5090831437204122,94.69166667,14.8,69.6,22.9,19.7,23.7,99.5,0.6843923048268798,88.33819444,13.1,48.0,26.1,19.8,28.1,100.0,1.5357608158595966,47.0
84.96666667,12.7,52.9,24.6,19.2,26.2,97.3,1.8854856988982407,88.23194444,13.5,56.8,24.7,19.9,25.6,98.5,1.5090831437204122,94.69166667,14.8,69.6,22.9,19.7,23.7,99.5,0.6843923048268798,48.0
84.63680556,12.6,53.6,23.3,19.1,24.0,97.1,1.9346078023737368,84.96666667,12.7,52.9,24.6,19.2,26.2,97.3,1.8854856988982407,88.23194444,13.5,56.8,24.7,19.9,25.6,98.5,1.5090831437204122,49.0
