date,disease,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,H_min_x,ST_max_x,T60_max_x,housa_x,T20_mean_y,T60_mean_y,H_mean_y,H_min_y,ST_max_y,T60_max_y,housa_y,T20_mean_z,H_mean_z,H_min_z,T60_max_z,housa_z
2018-09-11,1,24.72361111111111,26.49722222222221,25.15625000000001,93.23611111111113,87.0,27.4,28.6,1.2883619489947742,28.494444444444426,28.175,88.22222222222223,67.0,29.8,34.8,2.6019652909749507,27.67569444444446,90.22222222222223,74.0,32.2,2.1019594654719604
2018-09-12,1,23.418055555555547,24.74583333333334,23.54375,85.56944444444444,76.0,25.6,28.1,2.5361286752822534,24.72361111111111,25.15625000000001,93.23611111111113,87.0,27.4,28.6,1.2883619489947742,28.494444444444426,88.22222222222223,67.0,34.8,2.6019652909749507
2018-09-13,1,22.15694444444444,23.79583333333333,22.22430555555555,84.84027777777777,74.0,24.7,26.2,2.4927880169462417,23.418055555555547,23.54375,85.56944444444444,76.0,25.6,28.1,2.5361286752822534,24.72361111111111,93.23611111111113,87.0,28.6,1.2883619489947742
2018-09-14,1,23.91041666666666,23.958333333333343,23.69027777777779,84.59722222222223,70.0,25.6,31.1,2.7269657513644483,22.15694444444444,22.22430555555555,84.84027777777777,74.0,24.7,26.2,2.4927880169462417,23.418055555555547,85.56944444444444,76.0,28.1,2.5361286752822534
2018-09-15,1,23.172916666666666,24.07569444444445,23.352083333333336,90.96527777777777,82.0,25.0,26.6,1.572614501321686,23.91041666666666,23.69027777777779,84.59722222222223,70.0,25.6,31.1,2.7269657513644483,22.15694444444444,84.84027777777777,74.0,26.2,2.4927880169462417
2018-09-16,1,23.809722222222234,24.397222222222236,23.96388888888889,94.97222222222223,83.0,25.1,27.0,0.9024209412528612,23.172916666666666,23.352083333333336,90.96527777777777,82.0,25.0,26.6,1.572614501321686,23.91041666666666,84.59722222222223,70.0,31.1,2.7269657513644483
2018-09-17,1,27.78333333333333,25.996527777777768,27.11111111111112,86.46527777777777,67.0,28.1,33.8,2.838866980112776,23.809722222222234,23.96388888888889,94.97222222222223,83.0,25.1,27.0,0.9024209412528612,23.172916666666666,90.96527777777777,82.0,26.6,1.572614501321686
2018-09-18,1,27.991666666666678,26.48333333333333,27.20208333333333,75.5625,57.0,28.4,33.7,5.148568672014694,27.78333333333333,27.11111111111112,86.46527777777777,67.0,28.1,33.8,2.838866980112776,23.809722222222234,94.97222222222223,83.0,27.0,0.9024209412528612
2018-09-19,1,25.847916666666674,25.36458333333335,25.26527777777777,78.03472222222223,63.0,27.4,31.7,4.206562724516484,27.991666666666678,27.20208333333333,75.5625,57.0,28.4,33.7,5.148568672014694,27.78333333333333,86.46527777777777,67.0,33.8,2.838866980112776
2018-09-20,1,25.672916666666666,24.16666666666665,24.55833333333333,79.52083333333333,53.0,29.2,32.1,3.786506082312152,25.847916666666674,25.26527777777777,78.03472222222223,63.0,27.4,31.7,4.206562724516484,27.991666666666678,75.5625,57.0,33.7,5.148568672014694
2018-09-21,1,21.28541666666668,21.941666666666656,21.3986111111111,90.67361111111113,85.0,23.9,24.0,1.4705843905446807,25.672916666666666,24.55833333333333,79.52083333333333,53.0,29.2,32.1,3.786506082312152,25.847916666666674,78.03472222222223,63.0,31.7,4.206562724516484
