date,disease,H_mean_x,H_min_x,T20_max_x,T60_max_x,housa_x,H_mean_y,H_min_y,T20_max_y,T60_max_y,H_max_y,housa_y,H_mean_z,T20_min_z,T60_min_z,H_min_z,T20_max_z,T60_max_z,H_max_z,housa_z,days
2018-09-10,1,87.65347222,61.5,37.0,37.2,2.7308387878808698,89.67916667,72.5,34.6,33.1,97.6,2.2003466677388457,89.81736111,22.8,23.3,80.8,31.9,30.5,97.5,2.0975103793512218,57.0
2018-09-11,1,93.18958333,84.5,31.9,29.1,1.269142168037102,87.65347222,61.5,37.0,37.2,99.2,2.7308387878808698,89.67916667,24.8,25.1,72.5,34.6,33.1,97.6,2.2003466677388457,58.0
2018-09-12,1,85.31111111,71.0,31.0,28.6,2.5559949654235488,93.18958333,84.5,31.9,29.1,98.3,1.269142168037102,87.65347222,24.6,25.0,61.5,37.0,37.2,99.2,2.7308387878808698,59.0
2018-09-13,1,82.88263889,68.1,30.1,27.5,2.7871835808564627,85.31111111,71.0,31.0,28.6,94.0,2.5559949654235488,93.18958333,20.9,21.6,84.5,31.9,29.1,98.3,1.269142168037102,60.0
2018-09-14,1,82.98194444,58.4,35.8,32.4,2.9942119243505587,82.88263889,68.1,30.1,27.5,93.8,2.7871835808564627,85.31111111,19.6,20.2,71.0,31.0,28.6,94.0,2.5559949654235488,61.0
2018-09-15,1,90.41805556,80.7,28.4,26.9,1.6406413379277978,82.98194444,58.4,35.8,32.4,92.3,2.9942119243505587,82.88263889,19.5,19.8,68.1,30.1,27.5,93.8,2.7871835808564627,62.0
2018-09-16,1,94.28055556,80.6,28.8,27.4,1.0091065585062908,90.41805556,80.7,28.4,26.9,97.7,1.6406413379277978,82.98194444,19.2,19.7,58.4,35.8,32.4,92.3,2.9942119243505587,63.0
2018-09-17,1,85.86180556,65.3,39.3,35.0,2.9692775183095765,94.28055556,80.6,28.8,27.4,100.0,1.0091065585062908,90.41805556,20.4,20.6,80.7,28.4,26.9,97.7,1.6406413379277978,64.0
2018-09-18,1,77.95833333,54.6,38.5,34.5,4.591353286512458,85.86180556,65.3,39.3,35.0,99.8,2.9692775183095765,94.28055556,21.9,22.2,80.6,28.8,27.4,100.0,1.0091065585062908,65.0
2018-09-19,1,78.03472222,59.9,39.3,33.2,4.2000474828405245,77.95833333,54.6,38.5,34.5,93.0,4.591353286512458,85.86180556,22.3,22.6,65.3,39.3,35.0,99.8,2.9692775183095765,66.0
2018-09-20,1,78.51388889,52.4,37.3,33.4,3.981218280613721,78.03472222,59.9,39.3,33.2,93.1,4.2000474828405245,77.95833333,22.1,22.7,54.6,38.5,34.5,93.0,4.591353286512458,67.0
2018-09-21,1,89.96388889,82.4,24.4,24.3,1.5724424590111263,78.51388889,52.4,37.3,33.4,93.0,3.981218280613721,78.03472222,18.9,19.6,59.9,39.3,33.2,93.1,4.2000474828405245,68.0
2018-09-22,1,92.06319444,86.2,25.1,24.0,1.2638370647819746,89.96388889,82.4,24.4,24.3,94.8,1.5724424590111263,78.51388889,18.0,18.7,52.4,37.3,33.4,93.0,3.981218280613721,69.0
2018-09-23,1,83.67083333,64.0,36.6,33.4,3.0712980841499107,92.06319444,86.2,25.1,24.0,95.7,1.2638370647819746,89.96388889,19.7,20.0,82.4,24.4,24.3,94.8,1.5724424590111263,70.0
2018-09-24,1,82.00416667,59.6,33.6,32.1,3.3341493846630215,83.67083333,64.0,36.6,33.4,98.2,3.0712980841499107,92.06319444,19.1,19.4,86.2,25.1,24.0,95.7,1.2638370647819746,71.0
2018-09-25,1,89.39027778,71.8,34.0,30.5,1.9959604503084485,82.00416667,59.6,33.6,32.1,95.7,3.3341493846630215,83.67083333,20.6,21.1,64.0,36.6,33.4,98.2,3.0712980841499107,72.0
2018-09-26,1,93.13402778,83.9,25.5,24.3,1.1202183647407682,89.39027778,71.8,34.0,30.5,98.9,1.9959604503084485,82.00416667,19.4,19.9,59.6,33.6,32.1,95.7,3.3341493846630215,73.0
2018-09-27,1,88.28611111,71.1,30.0,27.2,1.9104404590884128,93.13402778,83.9,25.5,24.3,98.7,1.1202183647407682,89.39027778,21.2,21.6,71.8,34.0,30.5,98.9,1.9959604503084485,74.0
2018-09-28,1,90.5875,72.8,26.9,24.7,1.3823870699875838,88.28611111,71.1,30.0,27.2,99.7,1.9104404590884128,93.13402778,20.1,20.4,83.9,25.5,24.3,98.7,1.1202183647407682,75.0
2018-09-29,1,80.89097222,53.5,34.0,29.9,3.0260338818308683,90.5875,72.8,26.9,24.7,97.2,1.3823870699875838,88.28611111,18.3,18.8,71.1,30.0,27.2,99.7,1.9104404590884128,76.0
2018-09-30,1,88.38541667,82.8,21.8,21.4,1.7046431410979423,80.89097222,53.5,34.0,29.9,96.0,3.0260338818308683,90.5875,16.6,17.1,72.8,26.9,24.7,97.2,1.3823870699875838,77.0
2018-10-01,1,93.22361111,74.8,29.9,28.3,1.2059556708298755,88.38541667,82.8,21.8,21.4,94.4,1.7046431410979423,80.89097222,14.3,14.8,53.5,34.0,29.9,96.0,3.0260338818308683,78.0
2018-10-27,1,69.71875,41.5,37.8,34.5,5.783989231307952,93.22361111,74.8,29.9,28.3,100.0,1.2059556708298755,88.38541667,18.6,18.9,82.8,21.8,21.4,94.4,1.7046431410979423,104.0
2018-10-28,1,88.54375,63.0,29.3,30.8,1.6985425962121754,69.71875,41.5,37.8,34.5,92.7,5.783989231307952,93.22361111,19.6,19.8,74.8,29.9,28.3,100.0,1.2059556708298755,20.0
2018-10-29,0,80.25833333,52.7,28.2,29.4,2.669715916005692,88.54375,63.0,29.3,30.8,99.2,1.6985425962121754,69.71875,17.6,18.1,41.5,37.8,34.5,92.7,5.783989231307952,21.0
2018-10-30,0,81.53472222,55.3,27.1,28.7,2.4069620072614337,80.25833333,52.7,28.2,29.4,94.6,2.669715916005692,88.54375,14.9,14.8,63.0,29.3,30.8,99.2,1.6985425962121754,22.0
2018-10-31,0,80.79166667,51.2,28.4,29.8,2.4970084551194884,81.53472222,55.3,27.1,28.7,93.7,2.4069620072614337,80.25833333,12.3,11.9,52.7,28.2,29.4,94.6,2.669715916005692,23.0
2018-11-01,0,83.37361111,52.8,26.5,29.1,2.0861247610767224,80.79166667,51.2,28.4,29.8,95.4,2.4970084551194884,81.53472222,10.7,10.2,55.3,27.1,28.7,93.7,2.4069620072614337,24.0
2018-11-02,0,85.87986111,60.2,24.8,27.0,1.6874979631546256,83.37361111,52.8,26.5,29.1,95.0,2.0861247610767224,80.79166667,11.0,10.6,51.2,28.4,29.8,95.4,2.4970084551194884,25.0
2018-11-03,0,82.27777778,48.9,27.6,30.0,2.2442375668378727,85.87986111,60.2,24.8,27.0,96.9,1.6874979631546256,83.37361111,11.8,11.5,52.8,26.5,29.1,95.0,2.0861247610767224,26.0
2018-11-04,0,90.40694444,56.4,25.2,26.4,1.2922860168209962,82.27777778,48.9,27.6,30.0,96.1,2.2442375668378727,85.87986111,10.0,9.9,60.2,24.8,27.0,96.9,1.6874979631546256,27.0
2018-11-05,0,96.18055556,85.2,23.2,24.2,0.51114373808575,90.40694444,56.4,25.2,26.4,99.3,1.2922860168209962,82.27777778,9.4,9.3,48.9,27.6,30.0,96.1,2.2442375668378727,28.0
2018-11-06,0,93.90902778,70.2,27.9,29.4,0.9129102351150058,96.18055556,85.2,23.2,24.2,100.0,0.51114373808575,90.40694444,14.7,14.5,56.4,25.2,26.4,99.3,1.2922860168209962,29.0
2018-11-07,0,97.525,77.4,24.8,25.6,0.3692495083808012,93.90902778,70.2,27.9,29.4,100.0,0.9129102351150058,96.18055556,15.5,15.4,85.2,23.2,24.2,100.0,0.51114373808575,30.0
2018-11-08,1,91.43402778,66.2,27.3,28.6,1.2977401101381758,97.525,77.4,24.8,25.6,100.0,0.3692495083808012,93.90902778,15.8,15.6,70.2,27.9,29.4,100.0,0.9129102351150058,31.0
2018-11-09,1,89.78819444,56.5,29.2,31.0,1.5908701669268268,91.43402778,66.2,27.3,28.6,100.0,1.2977401101381758,97.525,17.9,18.0,77.4,24.8,25.6,100.0,0.3692495083808012,32.0
2018-11-10,1,98.66111111,86.7,24.0,24.9,0.19115568245240147,89.78819444,56.5,29.2,31.0,100.0,1.5908701669268268,91.43402778,16.5,16.3,66.2,27.3,28.6,100.0,1.2977401101381758,33.0
2018-11-11,1,90.48541667,59.2,27.6,29.1,1.4679701630219462,98.66111111,86.7,24.0,24.9,100.0,0.19115568245240147,89.78819444,17.0,16.8,56.5,29.2,31.0,100.0,1.5908701669268268,34.0
2018-11-12,1,87.10416667,57.2,26.8,27.6,1.8535471523828675,90.48541667,59.2,27.6,29.1,100.0,1.4679701630219462,98.66111111,17.6,17.6,86.7,24.0,24.9,100.0,0.19115568245240147,35.0
2018-11-13,1,91.23125,63.1,25.5,26.6,1.2804516215004664,87.10416667,57.2,26.8,27.6,99.6,1.8535471523828675,90.48541667,17.3,17.2,59.2,27.6,29.1,100.0,1.4679701630219462,36.0
2018-11-14,1,94.91597222,77.0,23.7,24.3,0.7213901829612801,91.23125,63.1,25.5,26.6,100.0,1.2804516215004664,87.10416667,14.8,14.6,57.2,26.8,27.6,99.6,1.8535471523828675,37.0
2018-11-15,1,88.48888889,57.1,25.8,26.8,1.6089427924596675,94.91597222,77.0,23.7,24.3,100.0,0.7213901829612801,91.23125,16.0,15.9,63.1,25.5,26.6,100.0,1.2804516215004664,38.0
2018-11-16,1,86.32430556,52.6,24.1,25.0,1.812236662198224,88.48888889,57.1,25.8,26.8,99.5,1.6089427924596675,94.91597222,17.2,17.2,77.0,23.7,24.3,100.0,0.7213901829612801,39.0
2018-11-17,1,87.34305556,58.6,26.4,27.2,1.7283378070653896,86.32430556,52.6,24.1,25.0,99.6,1.812236662198224,88.48888889,14.9,14.7,57.1,25.8,26.8,99.5,1.6089427924596675,40.0
2018-11-18,1,87.70763889,53.0,25.3,25.9,1.7423278806734006,87.34305556,58.6,26.4,27.2,98.9,1.7283378070653896,86.32430556,13.5,13.3,52.6,24.1,25.0,99.6,1.812236662198224,41.0
2018-11-19,1,87.43125,57.0,25.5,26.4,1.7176576456653267,87.70763889,53.0,25.3,25.9,100.0,1.7423278806734006,87.34305556,13.6,13.5,58.6,26.4,27.2,98.9,1.7283378070653896,42.0
2018-11-20,1,96.52916667,89.1,21.8,22.7,0.4599046604716818,87.43125,57.0,25.5,26.4,100.0,1.7176576456653267,87.70763889,15.4,15.3,53.0,25.3,25.9,100.0,1.7423278806734006,43.0
2018-11-21,1,88.50138889,53.1,22.8,24.9,1.4963501015818268,96.52916667,89.1,21.8,22.7,99.7,0.4599046604716818,87.43125,14.5,14.5,57.0,25.5,26.4,100.0,1.7176576456653267,44.0
2018-11-22,1,88.33819444,48.0,26.1,28.1,1.5357608158595966,88.50138889,53.1,22.8,24.9,99.9,1.4963501015818268,96.52916667,15.6,15.4,89.1,21.8,22.7,99.7,0.4599046604716818,45.0
2018-11-23,1,94.69166667,69.6,22.9,23.7,0.6843923048268798,88.33819444,48.0,26.1,28.1,100.0,1.5357608158595966,88.50138889,14.1,13.9,53.1,22.8,24.9,99.9,1.4963501015818268,46.0
2018-11-24,1,88.23194444,56.8,24.7,25.6,1.5090831437204122,94.69166667,69.6,22.9,23.7,99.5,0.6843923048268798,88.33819444,13.1,13.1,48.0,26.1,28.1,100.0,1.5357608158595966,47.0
2018-11-25,1,84.96666667,52.9,24.6,26.2,1.8854856988982407,88.23194444,56.8,24.7,25.6,98.5,1.5090831437204122,94.69166667,14.8,14.7,69.6,22.9,23.7,99.5,0.6843923048268798,48.0
2018-11-26,1,84.63680556,53.6,23.3,24.0,1.9346078023737368,84.96666667,52.9,24.6,26.2,97.3,1.8854856988982407,88.23194444,13.5,13.4,56.8,24.7,25.6,98.5,1.5090831437204122,49.0
