date,T20_x,ST_x,T60_x,H_x,T20_y,ST_y,T60_y,H_y,T20,ST,T60,H
2017-12-19,14.798611111111105,14.877777777777778,8.29166666666667,100.0,11.1,12.0,-5.4,100,24.2,16.8,12.7,100
2017-12-20,15.138194444444443,15.16666666666666,13.37222222222222,98.0625,11.1,13.8,9.8,73,25.4,17.6,23.5,100
2017-12-21,15.47569444444445,15.282638888888878,12.70902777777778,97.67361111111111,11.2,13.9,4.4,69,25.6,17.7,24.0,100
2017-12-22,15.35416666666667,15.283333333333323,13.825694444444439,96.98611111111111,11.0,13.8,10.4,66,27.0,17.7,22.6,100
2017-12-23,15.251388888888888,15.183333333333328,10.138888888888893,100.0,11.1,13.4,-3.5,100,25.7,17.6,21.7,100
2017-12-24,16.19652777777777,15.690972222222236,13.154166666666672,99.16666666666667,11.2,14.0,8.1,84,25.9,18.0,23.6,100
2017-12-25,15.320138888888895,15.85972222222222,12.39305555555556,99.3125,11.6,14.6,9.5,87,24.4,17.7,20.3,100
2017-12-26,14.127777777777782,14.981944444444455,12.260416666666663,99.25,11.2,14.1,9.6,86,25.5,17.5,23.0,100
2017-12-27,12.995138888888885,14.293055555555554,11.549999999999997,100.0,10.6,13.8,10.0,100,21.5,15.9,18.1,100
2017-12-28,14.954166666666671,14.831249999999999,13.448611111111111,96.54861111111111,11.1,13.5,10.1,67,25.0,17.2,24.1,100
2017-12-29,14.624999999999996,14.652777777777779,6.862499999999994,100.0,11.2,13.1,-1.2,100,23.4,16.5,12.1,100
2017-12-30,14.92222222222222,14.927083333333346,13.148611111111109,96.8125,10.2,13.6,9.5,74,25.0,17.3,22.9,100
2017-12-31,12.375694444444445,13.802777777777782,10.241666666666662,100.0,10.2,13.2,9.0,100,17.6,14.8,14.3,100
2018-01-01,15.059722222222222,14.720138888888881,13.271527777777779,96.94444444444444,11.3,13.4,9.6,73,24.4,17.0,22.8,100
2018-01-02,14.86458333333333,14.729861111111111,11.30069444444444,100.0,11.4,12.6,1.1,100,23.3,16.8,24.3,100
2018-01-03,14.748611111111112,14.852777777777773,13.419444444444444,96.68055555555556,11.4,13.7,10.3,57,23.3,16.9,28.0,100
2018-01-04,15.30763888888889,15.013194444444455,14.067361111111122,97.00694444444444,11.2,13.5,10.7,70,25.4,17.6,29.0,100
2018-01-05,13.854861111111118,14.321527777777776,4.9784722222222175,100.0,11.2,12.2,-2.0,100,23.5,15.6,11.7,100
2018-01-06,14.506944444444448,14.69791666666667,10.921527777777778,99.34027777777777,11.2,13.5,3.3,84,23.7,16.8,20.5,100
2018-01-07,14.870138888888883,14.724305555555556,13.30625,97.01388888888889,11.0,13.5,10.0,75,24.2,17.0,21.1,100
2018-01-08,12.462499999999999,13.909027777777787,10.015972222222226,100.0,11.2,13.5,8.6,100,16.0,14.4,12.1,100
2018-01-09,14.629166666666672,14.452083333333327,12.179166666666669,97.85416666666667,11.2,13.2,8.1,66,24.8,16.9,23.4,100
2018-01-10,15.233333333333341,14.924305555555561,13.6875,96.69444444444444,11.0,13.4,9.8,73,26.9,17.4,23.2,100
2018-01-11,14.737499999999995,14.85763888888889,13.388888888888884,98.05555555555556,10.8,13.6,10.3,79,23.1,16.9,19.8,100
2018-01-12,14.846527777777773,14.667361111111116,12.042361111111113,100.0,11.0,11.4,3.0,100,24.3,16.9,29.4,100
2018-01-13,15.027083333333328,14.868750000000006,13.483333333333338,97.61111111111111,11.1,13.5,10.2,78,24.8,17.3,22.0,100
2018-01-14,15.371527777777771,15.038888888888895,13.881944444444446,96.42361111111111,11.3,13.6,10.1,71,26.2,17.7,23.0,100
2018-01-15,15.803472222222219,15.32291666666665,13.938888888888892,96.97916666666667,11.5,13.8,10.0,77,24.9,17.8,23.8,100
2018-01-16,15.737500000000008,15.138888888888882,9.02361111111111,100.0,11.4,12.3,4.1,100,23.9,17.4,12.2,100
2018-01-17,13.723611111111122,14.586805555555555,9.918055555555572,100.0,11.9,14.0,9.0,100,17.2,15.3,11.2,100
2018-01-18,16.133333333333333,15.441666666666663,13.033333333333328,95.94444444444444,11.7,13.8,9.0,70,24.5,17.7,21.4,100
2018-01-19,16.037500000000005,15.568055555555564,14.211111111111107,94.76388888888889,11.5,14.0,10.2,64,25.3,18.0,22.8,100
2018-01-20,15.752083333333331,15.310416666666656,18.547916666666666,95.80555555555556,11.3,13.9,10.4,66,24.6,18.0,29.1,100
2018-01-21,15.491666666666674,15.357638888888893,12.813194444444441,98.84027777777777,11.4,14.0,-0.6,73,24.8,17.5,23.5,100
2018-01-22,12.954166666666662,14.29652777777778,11.01180555555556,100.0,11.3,13.8,7.4,100,18.6,15.2,15.8,100
2018-01-23,14.447222222222226,14.639583333333333,12.665972222222225,98.02083333333333,10.9,13.5,8.4,74,24.8,17.1,21.7,100
2018-01-24,14.405555555555553,14.22500000000001,8.719444444444445,100.0,11.1,11.7,-0.5,100,23.7,16.0,13.3,100
2018-01-25,13.943750000000001,14.067361111111097,12.548611111111105,97.42361111111111,11.1,13.3,10.6,75,22.8,15.7,18.3,100
2018-01-26,14.239583333333334,14.211111111111116,12.988888888888889,98.51388888888889,11.1,13.2,10.5,83,22.6,16.2,19.0,100
2018-01-27,14.874305555555553,13.800694444444447,13.607638888888888,94.72222222222223,11.0,11.3,10.4,65,24.8,16.9,21.3,100
2018-01-28,12.781944444444449,12.59930555555555,11.768055555555556,100.0,11.1,11.3,10.5,100,22.4,18.2,18.1,100
2018-01-29,14.79791666666666,13.733333333333333,7.713194444444446,100.0,11.2,11.4,2.3,100,23.6,16.2,13.6,100
2018-01-30,15.39027777777778,14.995833333333337,13.927083333333336,94.04861111111111,11.3,13.6,10.3,63,25.3,17.2,22.1,100
2018-01-31,15.079166666666664,15.061805555555546,13.65972222222222,98.23611111111111,11.3,13.8,10.5,83,23.7,17.2,21.7,100
2018-02-01,13.311805555555555,14.424999999999999,11.622916666666669,100.0,11.6,14.0,10.2,100,20.1,15.5,16.9,100
2018-02-02,14.813888888888888,14.767361111111123,12.947222222222221,98.86805555555556,11.7,13.7,9.7,80,24.2,16.6,21.8,100
2018-02-03,15.797222222222226,15.263888888888902,14.214583333333335,94.75694444444444,11.8,13.9,10.0,61,25.1,17.5,22.9,100
2018-02-04,15.773611111111109,15.456944444444439,14.591666666666665,93.84027777777777,12.1,14.2,11.6,58,25.4,17.3,22.0,100
2018-02-05,15.709027777777777,15.32430555555555,13.482638888888888,96.8125,12.1,14.1,7.3,68,25.3,17.2,20.4,100
2018-02-06,15.986111111111114,15.580555555555552,14.375694444444438,93.24305555555556,11.8,14.1,9.2,64,25.6,17.8,22.1,100
2018-02-07,15.726388888888895,15.515277777777786,14.577083333333336,92.08333333333333,11.6,14.2,11.2,58,25.6,17.6,22.3,100
2018-02-08,16.1625,15.545833333333327,13.291666666666666,97.19444444444444,11.9,14.0,4.3,65,26.4,17.5,22.0,100
2018-02-09,16.500000000000004,15.81111111111111,15.181944444444452,93.56944444444444,11.7,14.2,11.3,57,30.8,18.1,26.4,100
2018-02-10,15.16180555555556,15.474305555555556,13.884722222222225,98.09027777777777,11.8,14.4,11.5,77,25.2,17.4,22.3,100
2018-02-11,16.32083333333332,15.78611111111111,14.906250000000007,91.65972222222223,12.1,14.5,11.2,58,25.1,18.0,22.5,100
2018-02-12,15.273750000000001,14.989999999999986,14.23375,95.6,11.8,14.3,11.6,64,24.0,17.1,21.3,100
