date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x
2017-12-20,15.68623853211009,14.929357798165134,7.601834862385323,100.0,11.1,12.0,-5.4,100.0,24.2,16.8,12.7,100.0
2017-12-21,16.150458715596326,15.234862385321094,14.126605504587154,97.44036697247707,11.1,13.8,9.8,73.0,25.4,17.6,23.5,100.0
2017-12-22,16.56605504587156,15.335779816513758,13.194495412844041,96.92660550458716,11.2,13.9,4.4,69.0,25.6,17.7,24.0,100.0
2017-12-23,16.409174311926606,15.353211009174304,14.62935779816513,96.01834862385321,11.0,13.8,10.4,66.0,27.0,17.7,22.6,100.0
2017-12-24,16.222018348623855,15.199082568807341,10.433027522935785,100.0,11.1,13.4,-3.5,100.0,25.7,17.6,21.7,100.0
2017-12-25,16.664220183486233,15.526605504587165,13.841284403669727,98.89908256880734,11.2,14.0,8.1,84.0,25.9,18.0,23.6,100.0
2017-12-26,16.3605504587156,16.111009174311924,13.211009174311931,99.09174311926606,12.1,14.9,9.5,87.0,24.4,17.7,20.3,100.0
2017-12-27,14.770642201834864,15.1256880733945,12.7394495412844,99.0091743119266,11.2,14.1,9.6,86.0,25.5,17.5,23.0,100.0
2017-12-28,13.297247706422015,14.377981651376142,11.815596330275229,100.0,10.6,13.8,10.0,100.0,21.5,15.9,18.1,100.0
2017-12-29,15.868807339449535,14.901834862385325,14.11651376146789,95.44036697247707,11.1,13.5,10.1,67.0,25.0,17.2,24.1,100.0
2017-12-30,15.47522935779817,14.717431192660554,7.275229357798161,100.0,11.2,13.1,-1.2,100.0,23.4,16.5,12.1,100.0
2017-12-31,16.178899082568808,15.060550458715605,14.015596330275226,95.78899082568807,11.3,13.6,9.5,74.0,25.0,17.3,22.9,100.0
2018-01-01,12.474311926605505,13.781651376146787,10.362385321100913,100.0,10.2,13.2,9.0,100.0,17.6,14.8,14.3,100.0
2018-01-02,16.001834862385326,14.766055045871557,13.87798165137615,95.96330275229357,11.3,13.4,9.6,73.0,24.4,17.0,22.8,100.0
2018-01-03,15.757798165137608,14.772477064220183,11.40550458715596,100.0,11.4,12.6,1.1,100.0,23.3,16.8,24.3,100.0
2018-01-04,15.624770642201836,14.955045871559633,14.026605504587152,95.61467889908256,11.4,13.7,10.3,57.0,23.3,16.9,28.0,100.0
