date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x
2018-08-24,31.086238532110087,29.331192660550457,30.785321100917436,81.49174311926609,26.6,27.9,26.2,58.8,42.3,31.5,40.4,92.8
2018-08-25,29.06880733944955,29.076146788990837,29.13761467889907,89.7871559633028,26.9,28.5,26.9,67.0,35.8,30.1,36.5,100.0
2018-08-26,30.395412844036695,28.790825688073383,29.82752293577983,86.16697247706419,26.7,27.9,26.6,67.3,39.0,30.2,36.7,96.0
2018-08-27,32.62660550458715,29.309174311926597,31.699999999999992,79.8550458715597,24.2,27.2,24.4,58.5,41.0,31.7,39.6,100.0
2018-08-28,32.30275229357799,29.16880733944955,30.92201834862384,79.4110091743119,23.6,27.1,23.8,54.3,41.8,31.2,39.8,99.4
2018-08-29,30.712844036697252,28.795412844036708,29.384403669724772,83.57064220183496,23.8,27.2,24.1,62.3,41.5,30.4,37.2,99.1
2018-08-30,31.59816513761468,28.952293577981656,30.31009174311928,81.33577981651379,24.6,27.3,24.7,61.6,40.9,30.5,37.9,98.9
2018-08-31,30.29816513761468,28.79082568807339,29.251376146789003,87.02935779816512,24.6,27.4,24.8,66.9,38.0,30.1,33.8,100.0
2018-09-01,32.645871559633015,29.05504587155964,30.91376146788991,83.22477064220183,24.4,27.2,24.6,55.6,43.1,31.4,39.2,100.0
2018-09-02,27.517431192660542,27.622935779816505,26.737614678899075,88.14770642201832,23.8,27.0,24.2,73.9,36.6,28.1,31.1,98.0
2018-09-03,29.15596330275228,27.455045871559644,27.82935779816514,85.86972477064218,23.2,26.2,23.6,70.5,41.0,29.3,35.2,97.5
2018-09-04,29.96330275229358,27.41926605504588,28.820183486238538,81.991743119266,22.7,25.9,23.2,59.4,42.3,29.6,38.2,96.1
2018-09-05,27.260550458715596,27.447706422018367,27.021100917431173,93.42293577981651,24.1,26.7,24.6,81.7,35.6,28.4,32.1,99.0
2018-09-06,30.063302752293584,27.781651376146783,29.022018348623845,85.42385321100917,23.9,26.8,24.5,60.4,40.1,29.3,36.1,100.0
2018-09-07,27.32752293577982,26.91284403669727,26.927522935779812,85.18165137614686,22.1,25.7,22.6,69.1,35.2,28.0,32.7,97.4
2018-09-08,26.90642201834864,26.86697247706421,26.85871559633027,89.30550458715595,22.8,25.9,23.3,80.8,31.9,27.8,30.5,97.5
2018-09-09,28.33577981651376,27.37981651376145,28.00458715596331,87.94954128440365,25.8,26.8,25.9,72.5,34.6,28.3,33.1,94.6
2018-09-10,29.00642201834863,27.667889908256885,28.854128440366967,86.2660550458716,24.6,26.6,25.0,61.5,37.0,29.4,37.2,99.2
2018-09-11,25.32844036697248,26.712844036697245,25.34862385321101,93.40642201834862,22.9,25.9,23.3,84.5,31.9,27.3,29.1,98.3
2018-09-12,23.761467889908275,24.685321100917463,23.53944954128441,85.90183486238537,19.6,23.8,20.2,71.0,31.0,25.4,28.6,94.0
2018-09-13,22.780733944954136,23.87247706422019,22.59724770642203,81.98256880733943,19.8,23.3,20.4,68.1,30.1,24.4,27.5,93.8
2018-09-14,24.381651376146785,23.5697247706422,23.803669724770643,81.17247706422015,19.2,22.3,19.7,58.4,35.8,25.1,32.4,92.1
2018-09-15,23.266055045871564,23.85229357798164,23.132110091743133,89.14220183486242,20.4,23.2,20.6,80.7,28.4,24.7,26.9,93.5
2018-09-16,23.96605504587155,24.23486238532109,23.800917431192676,93.20550458715597,21.9,23.7,22.2,80.6,28.8,24.9,27.4,100.0
2018-09-17,28.78532110091744,25.55229357798163,27.6211009174312,84.09816513761466,22.3,24.0,22.6,65.3,39.3,27.7,35.0,99.8
2018-09-18,29.248623853211004,26.384403669724747,27.827522935779815,78.03761467889909,23.1,25.2,23.6,54.6,38.5,27.7,34.5,93.0
2018-09-19,27.213761467889913,25.18532110091745,26.037614678899082,76.79541284403668,18.9,23.5,19.6,59.9,39.3,27.0,33.2,93.1
2018-09-20,26.78715596330276,24.607339449541286,25.467889908256872,74.63486238532111,18.0,22.7,18.7,52.4,37.3,28.7,33.4,91.4
2018-09-21,21.55963302752293,21.511926605504563,21.578899082568807,89.20550458715593,20.3,20.4,20.5,82.4,24.4,23.4,24.3,94.8
2018-09-22,21.53119266055046,22.754128440366983,21.52385321100918,91.39266055045871,19.1,22.2,19.4,86.2,25.1,23.4,24.0,95.3
2018-09-23,26.72568807339449,24.303669724770632,25.73669724770642,84.59266055045867,21.4,23.1,21.6,64.0,36.6,26.2,33.4,98.2
2018-09-24,25.546788990825682,24.117431192660558,24.911926605504593,78.76422018348623,19.4,22.8,19.9,59.6,33.6,25.9,32.1,92.9
2018-09-25,25.97247706422018,24.926605504587148,25.364220183486243,87.7394495412844,21.2,23.8,21.6,71.8,34.0,26.1,30.5,98.9
2018-09-26,22.458715596330276,24.033027522935775,22.491743119266054,92.29724770642203,21.1,23.5,21.3,83.9,25.5,24.7,24.3,98.7
2018-09-27,23.29724770642203,23.332110091743115,22.912844036697244,86.52110091743124,20.1,22.6,20.4,71.1,30.0,24.1,27.2,99.7
2018-09-28,20.88807339449542,22.094495412844047,20.565137614678907,90.4954128440367,18.0,21.5,18.4,72.8,26.9,22.9,24.7,97.2
2018-09-29,22.961467889908263,21.729357798165136,21.94220183486239,77.65779816513765,14.3,19.7,14.8,53.5,34.0,23.9,29.9,96.0
2018-09-30,20.049541284403666,21.733027522935767,20.12752293577982,88.60000000000001,18.6,21.5,18.9,84.3,21.8,22.0,21.4,94.4
2018-10-01,24.06422018348623,22.475229357798174,23.57431192660552,91.49816513761465,19.6,21.4,19.8,74.8,29.9,24.0,28.3,99.8
2018-10-02,27.47706422018349,24.1,27.063302752293584,66.97522935779813,21.6,24.1,21.7,41.5,37.8,24.1,34.5,92.7
