date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x,T20_mean_y,ST_mean_y,T60_mean_y,H_mean_y,T20_min_y,ST_min_y,T60_min_y,H_min_y,T20_max_y,ST_max_y,T60_max_y,H_max_y,T20_mean_z,ST_mean_z,T60_mean_z,H_mean_z,T20_min_z,ST_min_z,T60_min_z,H_min_z,T20_max_z,ST_max_z,T60_max_z,H_max_z,T20_mean_a,ST_mean_a,T60_mean_a,H_mean_a,T20_min_a,ST_min_a,T60_min_a,H_min_a,T20_max_a,ST_max_a,T60_max_a,H_max_a,T20_mean_b,ST_mean_b,T60_mean_b,H_mean_b,T20_min_b,ST_min_b,T60_min_b,H_min_b,T20_max_b,ST_max_b,T60_max_b,H_max_b
2018-08-16,27.998165137614677,28.694495412844027,27.88990825688073,92.09174311926606,25.4,27.7,25.8,68.0,37.7,30.7,35.4,100.0,30.491666666666656,30.201388888888896,30.285416666666656,85.22916666666667,26.5,28.7,26.9,59.0,39.5,32.9,37.3,100.0,30.686805555555548,30.21249999999999,30.38194444444445,86.44444444444444,26.0,27.8,26.3,58.0,38.3,34.0,37.7,100.0,29.591666666666665,29.46041666666666,29.372222222222224,89.9375,26.4,28.2,26.7,65.0,36.9,31.5,35.2,100.0,30.580555555555552,30.090277777777764,30.599999999999998,83.47222222222223,26.4,28.1,26.8,50.0,38.4,33.1,39.4,100.0
2018-08-17,28.82293577981653,28.527522935779803,28.633944954128438,88.35779816513761,25.6,27.4,25.9,67.0,35.3,30.5,33.7,100.0,27.491666666666653,28.49236111111109,27.513194444444437,93.70833333333333,25.4,27.6,25.8,68.0,37.7,30.7,35.4,100.0,30.491666666666656,30.201388888888896,30.285416666666656,85.22916666666667,26.5,28.7,26.9,59.0,39.5,32.9,37.3,100.0,30.686805555555548,30.21249999999999,30.38194444444445,86.44444444444444,26.0,27.8,26.3,58.0,38.3,34.0,37.7,100.0,29.591666666666665,29.46041666666666,29.372222222222224,89.9375,26.4,28.2,26.7,65.0,36.9,31.5,35.2,100.0
2018-08-18,29.979816513761477,27.756880733944957,28.723853211009175,62.14678899082569,22.1,25.2,22.5,36.0,39.9,30.8,35.5,83.0,28.27986111111112,28.42430555555555,28.12291666666667,90.25,25.6,27.4,25.9,67.0,35.3,30.5,33.7,100.0,27.491666666666653,28.49236111111109,27.513194444444437,93.70833333333333,25.4,27.6,25.8,68.0,37.7,30.7,35.4,100.0,30.491666666666656,30.201388888888896,30.285416666666656,85.22916666666667,26.5,28.7,26.9,59.0,39.5,32.9,37.3,100.0,30.686805555555548,30.21249999999999,30.38194444444445,86.44444444444444,26.0,27.8,26.3,58.0,38.3,34.0,37.7,100.0
2018-08-19,27.564220183486228,26.4880733944954,26.502752293577988,66.11009174311927,19.6,23.7,20.1,47.0,38.6,29.3,34.0,82.0,28.631944444444457,27.634027777777778,27.79375,66.13194444444444,22.1,25.2,22.5,36.0,39.9,30.8,35.5,83.0,28.27986111111112,28.42430555555555,28.12291666666667,90.25,25.6,27.4,25.9,67.0,35.3,30.5,33.7,100.0,27.491666666666653,28.49236111111109,27.513194444444437,93.70833333333333,25.4,27.6,25.8,68.0,37.7,30.7,35.4,100.0,30.491666666666656,30.201388888888896,30.285416666666656,85.22916666666667,26.5,28.7,26.9,59.0,39.5,32.9,37.3,100.0
2018-08-20,27.562385321100916,26.030275229357795,26.396330275229353,71.12844036697248,19.4,23.6,20.0,48.0,38.2,29.1,34.5,92.0,26.21388888888888,26.313194444444438,25.559722222222224,69.34027777777777,19.6,23.7,20.1,47.0,38.6,29.3,34.0,87.0,28.631944444444457,27.634027777777778,27.79375,66.13194444444444,22.1,25.2,22.5,36.0,39.9,30.8,35.5,83.0,28.27986111111112,28.42430555555555,28.12291666666667,90.25,25.6,27.4,25.9,67.0,35.3,30.5,33.7,100.0,27.491666666666653,28.49236111111109,27.513194444444437,93.70833333333333,25.4,27.6,25.8,68.0,37.7,30.7,35.4,100.0
2018-08-21,27.064220183486242,26.039449541284426,26.32477064220184,79.73394495412845,20.7,24.1,21.4,64.0,35.8,28.6,33.3,91.0,26.352777777777778,25.99652777777777,25.60763888888889,73.47222222222223,19.4,23.6,20.0,48.0,38.2,29.1,34.5,92.0,26.21388888888888,26.313194444444438,25.559722222222224,69.34027777777777,19.6,23.7,20.1,47.0,38.6,29.3,34.0,87.0,28.631944444444457,27.634027777777778,27.79375,66.13194444444444,22.1,25.2,22.5,36.0,39.9,30.8,35.5,83.0,28.27986111111112,28.42430555555555,28.12291666666667,90.25,25.6,27.4,25.9,67.0,35.3,30.5,33.7,100.0
2018-08-22,32.028440366972475,28.961467889908228,30.53669724770641,85.0091743119266,25.4,26.8,25.8,64.0,41.9,31.6,37.7,100.0,26.883333333333326,26.397916666666678,26.395138888888905,84.65972222222223,20.7,24.1,21.4,64.0,35.8,28.6,33.3,100.0,26.352777777777778,25.99652777777777,25.60763888888889,73.47222222222223,19.4,23.6,20.0,48.0,38.2,29.1,34.5,92.0,26.21388888888888,26.313194444444438,25.559722222222224,69.34027777777777,19.6,23.7,20.1,47.0,38.6,29.3,34.0,87.0,28.631944444444457,27.634027777777778,27.79375,66.13194444444444,22.1,25.2,22.5,36.0,39.9,30.8,35.5,83.0
2018-08-23,33.577981651376156,29.91559633027522,31.552293577981654,82.6697247706422,26.3,27.9,26.7,58.0,43.8,32.3,38.1,100.0,30.899305555555568,28.959722222222197,29.888888888888875,86.67361111111111,25.4,26.8,25.8,64.0,41.9,31.6,37.7,100.0,26.883333333333326,26.397916666666678,26.395138888888905,84.65972222222223,20.7,24.1,21.4,64.0,35.8,28.6,33.3,100.0,26.352777777777778,25.99652777777777,25.60763888888889,73.47222222222223,19.4,23.6,20.0,48.0,38.2,29.1,34.5,92.0,26.21388888888888,26.313194444444438,25.559722222222224,69.34027777777777,19.6,23.7,20.1,47.0,38.6,29.3,34.0,87.0
2018-08-24,31.27155963302751,29.459633027522948,30.094495412844026,85.75229357798165,26.6,27.8,26.7,74.0,43.4,31.8,37.7,94.0,32.150694444444454,29.820833333333326,30.699999999999996,83.84027777777777,26.3,27.9,26.7,58.0,43.8,32.3,38.1,100.0,30.899305555555568,28.959722222222197,29.888888888888875,86.67361111111111,25.4,26.8,25.8,64.0,41.9,31.6,37.7,100.0,26.883333333333326,26.397916666666678,26.395138888888905,84.65972222222223,20.7,24.1,21.4,64.0,35.8,28.6,33.3,100.0,26.352777777777778,25.99652777777777,25.60763888888889,73.47222222222223,19.4,23.6,20.0,48.0,38.2,29.1,34.5,92.0
2018-08-25,29.15504587155961,29.088073394495403,28.937614678899074,92.65137614678899,26.9,28.4,27.4,77.0,36.4,30.1,34.0,100.0,30.334722222222215,29.420138888888896,29.587500000000002,87.95833333333333,26.6,27.8,26.7,74.0,43.4,31.8,37.7,99.0,32.150694444444454,29.820833333333326,30.699999999999996,83.84027777777777,26.3,27.9,26.7,58.0,43.8,32.3,38.1,100.0,30.899305555555568,28.959722222222197,29.888888888888875,86.67361111111111,25.4,26.8,25.8,64.0,41.9,31.6,37.7,100.0,26.883333333333326,26.397916666666678,26.395138888888905,84.65972222222223,20.7,24.1,21.4,64.0,35.8,28.6,33.3,100.0
