date,T20_mean_x,ST_mean_x,T60_mean_x,H_mean_x,T20_min_x,ST_min_x,T60_min_x,H_min_x,T20_max_x,ST_max_x,T60_max_x,H_max_x
2020-03-29,19.539999999999996,19.252727272727274,20.009090909090908,19.539999999999996,15.8,17.8,15.8,15.8,29.5,20.9,30.7,29.5
2020-03-30,17.05454545454546,17.585454545454542,17.278181818181814,17.05454545454546,12.2,15.9,11.8,12.2,26.8,20.6,28.5,26.8
2020-03-31,15.129090909090914,16.834545454545456,15.178181818181821,15.129090909090914,11.6,15.6,11.4,11.6,24.0,18.7,25.8,24.0
2020-04-01,15.74,16.607272727272733,15.909090909090912,15.74,11.7,15.4,11.6,11.7,23.7,18.2,25.0,23.7
2020-04-02,16.883636363636363,17.18909090909092,17.203636363636367,16.883636363636363,13.9,16.1,14.1,13.9,21.9,18.2,23.1,21.9
2020-04-03,18.143636363636368,17.47272727272727,18.265454545454542,18.143636363636368,9.5,14.3,9.5,9.5,27.3,21.4,27.6,27.3
2020-04-04,17.058181818181822,16.398181818181815,17.418181818181818,17.058181818181822,6.4,12.6,6.1,6.4,28.9,20.6,30.2,28.9
2020-04-05,19.987272727272728,19.31090909090909,19.439999999999998,19.987272727272728,9.6,14.3,9.4,9.6,34.6,31.0,33.4,34.6
2020-04-06,18.363636363636367,17.64363636363636,18.778181818181817,18.363636363636367,9.4,14.9,9.4,9.4,32.2,21.2,29.7,32.2
2020-04-07,17.754545454545454,16.31272727272727,17.70181818181818,17.754545454545454,7.3,13.1,7.0,7.3,36.2,20.5,30.9,36.2
2020-04-08,16.870909090909088,15.89272727272727,17.518181818181812,16.870909090909088,6.6,12.8,6.2,6.6,28.7,19.5,29.1,28.7
2020-04-09,18.30909090909091,16.69272727272727,19.119999999999994,18.30909090909091,6.0,12.7,5.7,6.0,30.3,21.0,32.5,30.3
2020-04-10,18.936363636363637,17.501818181818177,19.185454545454547,18.936363636363637,9.4,14.4,9.2,9.4,28.5,20.8,29.0,28.5
2020-04-11,18.85090909090909,17.18181818181818,18.64727272727273,18.85090909090909,8.5,13.7,8.3,8.5,31.3,21.0,29.9,31.3
2020-04-12,17.005454545454548,16.240000000000006,17.414545454545454,17.005454545454548,6.8,12.8,6.3,6.8,27.7,20.1,29.0,27.7
2020-04-13,14.549090909090907,15.905454545454546,14.630909090909094,14.549090909090907,7.9,13.9,7.6,7.9,22.6,17.7,24.1,22.6
2020-04-14,14.89636363636364,15.772727272727273,15.07090909090909,14.89636363636364,12.5,14.9,12.7,12.5,18.5,17.0,19.0,18.5
2020-04-15,18.534545454545455,17.323636363636368,18.05636363636364,18.534545454545455,8.7,13.2,8.6,8.7,31.4,25.2,29.9,31.4
2020-04-16,16.89090909090909,16.027272727272724,16.69818181818182,16.89090909090909,6.0,12.9,5.7,6.0,28.4,18.8,26.0,28.4
2020-04-17,19.061818181818182,17.178181818181823,19.574545454545458,19.061818181818182,9.6,14.3,9.4,9.6,30.2,20.4,30.7,30.2
2020-04-18,19.385454545454547,18.41636363636364,20.012727272727272,19.385454545454547,12.1,16.0,11.9,12.1,32.0,21.2,32.1,32.0
2020-04-19,16.87454545454546,17.638181818181817,16.91636363636364,16.87454545454546,13.9,16.9,13.7,13.9,23.7,18.9,24.8,23.7
2020-04-20,19.410909090909094,17.852727272727268,20.018181818181812,19.410909090909094,12.4,15.5,12.5,12.4,30.0,20.8,29.4,30.0
2020-04-21,17.741818181818182,17.883636363636363,17.98545454545454,17.741818181818182,13.0,16.4,12.6,13.0,25.4,19.9,26.8,25.4
2020-04-22,18.956363636363633,18.070909090909087,19.54545454545454,18.956363636363633,12.1,16.0,11.3,12.1,27.5,20.4,29.3,27.5
2020-04-23,17.934545454545454,17.59454545454545,18.75090909090909,17.934545454545454,12.3,15.8,12.3,12.3,27.3,20.2,29.3,27.3
2020-04-24,15.80909090909091,15.936363636363636,16.205454545454543,15.80909090909091,7.4,13.4,6.9,7.4,26.4,18.8,26.3,26.4
2020-04-25,16.469090909090912,16.05636363636363,16.463636363636365,16.469090909090912,6.4,12.9,5.8,6.4,27.8,19.4,28.1,27.8
2020-04-26,17.55454545454546,15.956363636363637,18.01090909090909,17.55454545454546,6.6,12.8,6.2,6.6,29.4,19.3,31.6,29.4
2020-04-27,19.005454545454548,17.619999999999994,19.679999999999996,19.005454545454548,9.7,14.7,9.3,9.7,30.7,20.4,32.3,30.7
2020-04-28,20.4,18.490909090909092,21.27636363636364,20.4,12.0,16.2,11.6,12.0,28.9,20.7,31.7,28.9
2020-04-29,18.27272727272727,17.387272727272727,18.881818181818186,18.27272727272727,8.3,14.6,7.8,8.3,27.6,20.4,30.9,27.6
2020-04-30,18.70363636363636,17.200000000000003,19.27272727272727,18.70363636363636,7.1,13.7,6.7,7.1,28.8,20.4,28.3,28.8
2020-05-01,20.550909090909087,19.970909090909096,21.132727272727276,20.550909090909087,10.0,15.6,9.6,10.0,31.0,28.7,32.6,31.0
2020-05-02,22.343636363636364,20.583636363636362,22.525454545454544,22.343636363636364,15.0,18.5,14.6,15.0,30.9,22.6,29.7,30.9
2020-05-03,21.95090909090909,20.48727272727273,22.25454545454545,21.95090909090909,14.1,18.3,13.5,14.1,30.3,22.6,30.6,30.3
2020-05-04,21.830909090909078,21.24363636363636,22.503636363636353,21.830909090909078,18.1,20.4,17.8,18.1,27.3,22.1,28.6,27.3
2020-05-05,20.814545454545456,20.710909090909094,21.05636363636364,20.814545454545456,17.2,19.8,16.8,17.2,27.0,22.0,28.8,27.0
2020-05-06,23.298181818181828,21.34181818181818,23.80909090909091,23.298181818181828,17.0,19.7,16.5,17.0,30.3,23.0,30.7,30.3
2020-05-07,20.978181818181817,21.430909090909093,21.88,20.978181818181817,18.5,20.8,18.2,18.5,27.8,22.3,33.0,27.8
2020-05-08,21.954545454545453,20.78181818181818,22.894545454545458,21.954545454545453,13.1,18.4,12.6,13.1,36.8,25.9,35.0,36.8
2020-05-09,21.20181818181818,20.109090909090906,22.70363636363636,21.20181818181818,13.6,18.0,13.0,13.6,29.5,22.4,33.7,29.5
2020-05-10,19.40727272727273,19.583636363636355,20.149090909090905,19.40727272727273,14.2,18.4,13.6,14.2,27.5,21.0,31.6,27.5
2020-05-11,19.347272727272724,19.710909090909084,19.39454545454545,19.347272727272724,16.4,18.9,16.0,16.4,22.7,20.8,24.1,22.7
2020-05-12,26.032727272727275,22.14727272727273,27.44909090909091,26.032727272727275,18.4,20.1,18.2,18.4,34.1,24.9,35.9,34.1
2020-05-13,22.91090909090909,21.516363636363632,24.52181818181818,22.91090909090909,13.1,19.0,12.4,13.1,33.7,23.7,38.2,33.7
2020-05-14,23.95636363636364,22.089090909090913,24.923636363636366,23.95636363636364,15.5,19.9,14.9,15.5,33.6,24.7,35.3,33.6
2020-05-15,21.447272727272722,20.46545454545453,22.818181818181817,21.447272727272722,11.5,17.9,10.8,11.5,29.7,23.0,33.5,29.7
2020-05-16,21.712727272727275,21.043636363636367,22.852727272727275,21.712727272727275,14.5,19.1,14.0,14.5,31.4,22.9,38.9,31.4
2020-05-17,18.152727272727276,19.963636363636354,17.78,18.152727272727276,17.0,19.6,16.6,17.0,19.2,20.6,19.1,19.2
2020-05-18,23.899999999999995,21.320000000000004,25.25090909090909,23.899999999999995,16.9,19.0,16.4,16.9,33.3,24.2,36.8,33.3
2020-05-19,23.62181818181818,22.294545454545457,25.29090909090908,23.62181818181818,17.6,20.2,17.1,17.6,31.3,24.3,38.4,31.3
2020-05-20,24.107272727272733,22.78545454545455,24.66727272727272,24.107272727272733,18.7,21.1,18.1,18.7,33.2,25.1,36.2,33.2
