date,T20_x,ST_x,T60_x,H_x,T20_y,ST_y,T60_y,H_y,T20,ST,T60,H
2020-02-29,16.3125,17.431944444444444,16.220833333333342,16.3125,13.2,16.3,13.3,13.2,26.8,19.8,26.0,26.8
2020-03-01,19.473611111111104,18.26805555555556,19.244444444444454,19.473611111111104,13.0,15.9,13.1,13.0,31.7,21.2,29.6,31.7
2020-03-02,20.02222222222222,19.034722222222218,19.80555555555556,20.02222222222222,14.0,16.9,14.0,14.0,34.9,21.7,31.9,34.9
2020-03-03,20.027777777777782,19.058333333333334,19.69166666666667,20.027777777777782,13.3,16.8,13.3,13.3,33.7,21.8,31.6,33.7
2020-03-04,16.715277777777775,17.863888888888884,16.738888888888887,16.715277777777775,13.3,16.0,13.3,13.3,26.6,20.0,26.6,26.6
2020-03-05,19.40694444444444,18.269444444444446,19.070833333333322,19.40694444444444,13.2,16.4,13.3,13.2,35.2,21.2,31.9,35.2
2020-03-06,19.383333333333336,17.89861111111111,18.94027777777778,19.383333333333336,13.0,14.5,13.1,13.0,34.2,20.5,31.1,34.2
2020-03-07,19.413888888888895,18.56111111111111,19.519444444444446,19.413888888888895,12.6,16.1,12.7,12.6,36.1,23.9,32.6,36.1
2020-03-08,13.702777777777778,15.162499999999994,13.89166666666667,13.702777777777778,12.9,14.6,13.0,12.9,14.7,16.5,15.2,14.7
2020-03-09,20.33333333333333,17.908333333333335,20.881944444444443,20.33333333333333,12.6,14.1,12.8,12.6,31.4,21.6,33.2,31.4
2020-03-10,16.563888888888886,17.98194444444445,16.623611111111117,16.563888888888886,15.2,17.6,15.2,15.2,18.2,18.5,18.2,18.2
2020-03-11,19.515277777777772,18.869444444444444,19.781944444444445,19.515277777777772,13.5,16.9,13.3,13.5,31.4,21.1,31.1,31.4
2020-03-12,19.91805555555556,18.948611111111113,20.35833333333334,19.91805555555556,13.2,16.6,13.3,13.2,32.7,22.2,32.1,32.7
2020-03-13,19.958333333333336,19.258333333333336,20.266666666666662,19.958333333333336,12.9,16.7,12.9,12.9,33.4,22.0,32.3,33.4
2020-03-14,15.86111111111111,17.59722222222222,15.974999999999998,15.86111111111111,13.3,16.3,13.2,13.3,22.3,19.3,25.3,22.3
2020-03-15,19.313888888888883,18.54583333333333,19.912499999999998,19.313888888888883,13.0,16.1,12.9,13.0,33.4,21.7,33.3,33.4
2020-03-16,18.520833333333332,18.363888888888894,19.259722222222223,18.520833333333332,13.2,16.1,13.0,13.2,29.8,21.2,31.9,29.8
2020-03-17,19.493055555555554,18.94861111111111,20.280555555555555,19.493055555555554,12.9,16.3,12.8,12.9,30.7,22.3,32.8,30.7
2020-03-18,19.74861111111111,19.22638888888889,20.22083333333333,19.74861111111111,13.2,16.8,13.1,13.2,29.9,22.2,33.0,29.9
2020-03-19,20.727777777777774,19.452777777777776,21.19027777777778,20.727777777777774,13.3,16.8,13.2,13.3,31.7,22.0,34.9,31.7
2020-03-20,19.21111111111112,19.381944444444446,19.72638888888889,19.21111111111112,13.4,17.6,13.3,13.4,28.5,21.5,31.1,28.5
2020-03-21,19.48472222222223,19.03333333333333,19.784722222222214,19.48472222222223,13.2,16.9,13.0,13.2,29.7,21.7,31.0,29.7
2020-03-22,19.109722222222224,19.145833333333332,19.42361111111111,19.109722222222224,13.1,17.1,13.0,13.1,28.5,21.3,30.2,28.5
2020-03-23,17.84583333333334,18.388888888888893,18.405555555555555,17.84583333333334,10.6,16.3,10.5,10.6,29.1,21.1,32.1,29.1
2020-03-24,15.731944444444448,17.049999999999997,16.133333333333333,15.731944444444448,8.3,14.7,8.1,8.3,27.2,19.5,30.4,27.2
2020-03-25,15.780555555555557,16.53055555555555,16.077777777777776,15.780555555555557,6.2,13.4,6.0,6.2,29.1,19.8,30.4,29.1
2020-03-26,16.727777777777774,16.67361111111111,16.665277777777778,16.727777777777774,5.2,12.8,4.9,5.2,30.5,20.2,29.6,30.5
2020-03-27,16.773611111111105,17.449999999999996,16.883333333333336,16.773611111111105,13.6,15.7,13.3,13.6,23.1,18.5,23.8,23.1
2020-03-28,18.450000000000003,19.03194444444445,18.73611111111111,18.450000000000003,13.7,17.4,13.4,13.7,29.5,20.9,30.7,29.5
2020-03-29,16.28611111111111,17.626388888888886,16.397222222222222,16.28611111111111,12.2,15.9,11.8,12.2,26.8,20.6,28.5,26.8
2020-03-30,14.59444444444445,16.733333333333334,14.583333333333336,14.59444444444445,11.6,15.6,11.4,11.6,24.0,18.7,25.8,24.0
2020-03-31,15.529166666666661,16.680555555555557,15.708333333333336,15.529166666666661,11.7,15.4,11.6,11.7,23.7,18.2,25.0,23.7
2020-04-01,16.31111111111111,17.154166666666676,16.53472222222222,16.31111111111111,13.2,16.1,13.1,13.2,21.9,18.2,23.1,21.9
2020-04-02,16.39722222222223,17.170833333333334,16.470833333333324,16.39722222222223,9.0,14.3,9.0,9.0,27.3,21.4,27.6,27.3
2020-04-03,16.066666666666663,16.5375,16.280555555555555,16.066666666666663,6.4,12.6,6.1,6.4,28.9,20.6,30.2,28.9
2020-04-04,18.668055555555554,18.82916666666667,18.226388888888884,18.668055555555554,9.6,14.3,9.4,9.6,34.6,31.0,33.4,34.6
2020-04-05,16.34722222222223,17.209722222222222,16.58888888888889,16.34722222222223,8.9,14.5,8.6,8.9,32.2,21.2,29.7,32.2
2020-04-06,16.16388888888889,16.21944444444444,16.09444444444444,16.16388888888889,7.3,13.1,7.0,7.3,36.2,20.5,30.9,36.2
2020-04-07,15.701388888888893,16.008333333333333,16.126388888888883,15.701388888888893,6.6,12.8,6.2,6.6,28.7,19.5,29.1,28.7
2020-04-08,17.43472222222222,16.95,18.004166666666663,17.43472222222222,6.0,12.7,5.7,6.0,30.3,21.0,32.5,30.3
2020-04-09,17.568055555555564,17.358333333333334,17.71388888888889,17.568055555555564,9.4,14.4,9.2,9.4,28.5,20.8,29.0,28.5
2020-04-10,16.973611111111108,16.941666666666663,16.747222222222224,16.973611111111108,8.5,13.7,8.3,8.5,31.3,21.0,29.9,31.3
2020-04-11,15.933333333333334,16.28194444444445,16.186111111111114,15.933333333333334,6.8,12.8,6.3,6.8,27.7,20.1,29.0,27.7
2020-04-12,13.968055555555551,15.787500000000001,13.983333333333336,13.968055555555551,7.9,13.9,7.6,7.9,22.6,17.7,24.1,22.6
2020-04-13,14.26388888888889,15.72777777777778,14.322222222222223,14.26388888888889,10.9,14.7,10.5,10.9,18.5,17.0,19.0,18.5
2020-04-14,16.908333333333335,17.118055555555557,16.506944444444446,16.908333333333335,8.7,13.2,8.6,8.7,31.4,25.2,29.9,31.4
2020-04-15,16.118055555555557,16.179166666666664,15.962499999999999,16.118055555555557,6.0,12.9,5.7,6.0,28.4,18.8,26.0,28.4
2020-04-16,18.24722222222222,17.437500000000004,18.612499999999997,18.24722222222222,9.6,14.3,9.4,9.6,30.2,20.4,30.7,30.2
2020-04-17,18.358333333333334,18.351388888888884,18.76944444444445,18.358333333333334,12.1,16.0,11.9,12.1,32.0,21.2,32.1,32.0
2020-04-18,16.190277777777787,17.53472222222222,16.184722222222227,16.190277777777787,13.4,16.6,13.2,13.4,23.7,18.9,24.8,23.7
2020-04-19,18.55416666666667,17.929166666666664,18.99305555555555,18.55416666666667,12.4,15.5,12.5,12.4,30.0,20.8,29.4,30.0
2020-04-20,17.170833333333334,17.972222222222218,17.252777777777773,17.170833333333334,13.0,16.4,12.6,13.0,25.4,19.9,26.8,25.4
2020-04-21,18.025,18.095833333333328,18.465277777777782,18.025,12.1,16.0,11.3,12.1,27.5,20.4,29.3,27.5
2020-04-22,16.077777777777783,17.24305555555555,16.581944444444446,16.077777777777783,8.9,14.9,8.3,8.9,27.3,20.2,29.3,27.3
2020-04-23,14.644444444444446,15.920833333333333,14.830555555555552,14.644444444444446,7.4,13.4,6.9,7.4,26.4,18.8,26.3,26.4
2020-04-24,14.898611111111116,15.920833333333333,14.75138888888889,14.898611111111116,6.4,12.9,5.8,6.4,27.8,19.4,28.1,27.8
2020-04-25,16.898611111111112,16.27361111111111,17.230555555555558,16.898611111111112,6.6,12.8,6.2,6.6,29.4,19.3,31.6,29.4
2020-04-26,18.390277777777783,17.84027777777777,18.852777777777774,18.390277777777783,9.7,14.7,9.3,9.7,30.7,20.4,32.3,30.7
2020-04-27,18.755555555555553,18.35,19.365277777777784,18.755555555555553,11.4,16.2,10.9,11.4,28.9,20.7,31.7,28.9
2020-04-28,17.088888888888892,17.31111111111111,17.480555555555565,17.088888888888892,8.3,14.6,7.8,8.3,27.6,20.4,30.9,27.6
2020-04-29,17.99444444444445,17.51944444444445,18.322222222222216,17.99444444444445,7.1,13.7,6.7,7.1,28.8,20.4,28.3,28.8
2020-04-30,19.95555555555555,19.970833333333335,20.337500000000006,19.95555555555555,10.0,15.6,9.6,10.0,31.0,28.7,32.6,31.0
2020-05-01,21.326388888888893,20.61527777777778,21.351388888888895,21.326388888888893,15.0,18.5,14.6,15.0,30.9,22.6,29.7,30.9
2020-05-02,21.405555555555555,20.69305555555556,21.555555555555557,21.405555555555555,14.1,18.3,13.5,14.1,30.3,22.6,30.6,30.3
2020-05-03,21.15694444444443,21.15277777777778,21.62083333333332,21.15694444444443,18.1,20.4,17.8,18.1,27.3,22.1,28.6,27.3
2020-05-04,20.297222222222228,20.72083333333334,20.41944444444444,20.297222222222228,17.2,19.8,16.8,17.2,27.0,22.0,28.8,27.0
2020-05-05,22.487500000000008,21.411111111111108,22.78888888888889,22.487500000000008,17.0,19.7,16.5,17.0,30.3,23.0,30.7,30.3
2020-05-06,20.18888888888889,21.3125,20.92361111111111,20.18888888888889,16.6,20.3,16.5,16.6,27.8,22.3,33.0,27.8
2020-05-07,20.7125,20.676388888888894,21.33333333333334,20.7125,13.1,18.4,12.6,13.1,36.8,25.9,35.0,36.8
2020-05-08,19.9125,20.115277777777774,21.073611111111106,19.9125,13.6,18.0,13.0,13.6,29.5,22.4,33.7,29.5
2020-05-09,19.051388888888887,19.648611111111105,19.590277777777768,19.051388888888887,14.2,18.4,13.6,14.2,27.5,21.0,31.6,27.5
2020-05-10,19.504166666666663,19.93888888888888,19.506944444444446,19.504166666666663,16.4,18.9,16.0,16.4,22.7,20.8,24.1,22.7
2020-05-11,24.709722222222233,22.16805555555555,25.787500000000005,24.709722222222233,17.5,20.1,17.0,17.5,34.1,24.9,35.9,34.1
2020-05-12,22.39444444444445,21.691666666666666,23.555555555555557,22.39444444444445,13.1,19.0,12.4,13.1,33.7,23.7,38.2,33.7
2020-05-13,22.483333333333334,21.897222222222226,23.14583333333334,22.483333333333334,15.4,19.9,14.9,15.4,33.6,24.7,35.3,33.6
2020-05-14,20.724999999999998,20.613888888888876,21.674999999999997,20.724999999999998,11.5,17.9,10.8,11.5,29.7,23.0,33.5,29.7
2020-05-15,21.20416666666667,21.05277777777778,22.051388888888894,21.20416666666667,14.5,19.1,14.0,14.5,31.4,22.9,38.9,31.4
2020-05-16,18.323611111111116,19.858333333333324,17.638888888888896,18.323611111111116,17.0,19.5,16.6,17.0,19.2,20.6,19.1,19.2
2020-05-17,23.101388888888884,21.458333333333336,24.047222222222224,23.101388888888884,16.9,19.0,16.4,16.9,33.3,24.2,36.8,33.3
2020-05-18,22.84722222222222,22.333333333333332,23.98194444444443,22.84722222222222,17.6,20.2,17.1,17.6,31.3,24.3,38.4,31.3
2020-05-19,23.484722222222217,22.883333333333336,23.818055555555553,23.484722222222217,18.7,21.1,18.1,18.7,33.2,25.1,36.2,33.2
2020-05-20,23.00545454545455,21.99090909090909,23.836363636363636,23.00545454545455,15.8,20.2,15.2,15.8,29.7,23.5,32.0,29.7
