date,T20_mean,ST_mean,T60_mean,H_mean,T20_min,ST_min,T60_min,H_min,T20_max,ST_max,T60_max,H_max
2017-10-13,20.921527777777783,22.347916666666666,20.95069444444444,83.38194444444444,18.8,21.9,19.0,59,29.3,22.9,27.2,98
2017-10-14,20.101388888888877,21.67916666666666,19.965277777777786,93.75694444444444,18.3,21.2,18.5,80,25.4,22.1,23.3,99
2017-10-15,18.861805555555556,20.956250000000008,18.72916666666667,94.67361111111111,16.4,20.2,16.9,85,23.5,21.4,21.7,99
2017-10-16,17.513194444444427,19.852380952380955,17.409722222222225,96.09027777777777,15.7,19.6,15.4,86,21.7,20.3,21.2,99
2017-10-17,17.243055555555557,,17.075,94.14583333333333,14.7,,14.4,76,23.4,,23.5,99
2017-10-18,18.274305555555557,,18.83750000000001,72.57638888888889,12.2,,11.8,29,32.7,,36.6,99
2017-10-19,15.783333333333331,18.1,15.375694444444441,94.88888888888889,12.1,18.1,12.0,74,20.5,18.1,19.0,99
2017-10-20,18.60694444444446,18.91875,18.556249999999974,89.9375,15.0,17.6,15.3,53,26.6,26.0,30.7,99
2017-10-21,18.759027777777774,19.240972222222194,18.73680555555556,96.47916666666667,17.3,17.4,17.1,83,22.4,22.2,22.6,99
2017-10-22,19.340972222222227,19.735416666666683,18.99513888888889,99.0,17.3,19.4,17.5,99,21.9,20.4,20.6,99
2017-10-23,18.759722222222226,19.775694444444444,18.766666666666666,67.35416666666667,12.4,18.1,13.0,34,25.9,20.7,26.0,99
2017-10-24,16.812499999999996,18.327777777777776,16.481250000000003,77.74305555555556,12.1,17.5,12.8,59,23.9,19.2,21.0,99
2017-10-25,15.926388888888889,18.28611111111112,15.909722222222225,76.08333333333333,10.6,17.2,11.3,67,22.7,19.0,20.9,83
2017-10-26,16.62847222222222,17.65277777777778,16.28958333333333,65.26388888888889,8.7,15.7,9.3,25,30.8,19.9,28.6,99
2017-10-27,17.786805555555553,18.095138888888883,17.26944444444445,58.68055555555556,10.3,16.4,10.9,28,29.4,19.8,27.1,97
2017-10-28,16.332638888888887,17.9361111111111,16.352777777777778,58.24305555555556,14.1,16.6,14.7,43,20.8,18.7,19.7,82
2017-10-29,17.564583333333328,17.934722222222224,17.311805555555548,92.81944444444444,15.1,16.7,15.2,82,22.0,19.3,20.5,98
2017-10-30,15.49583333333334,16.652083333333323,15.722916666666663,63.979166666666664,8.6,12.7,9.4,22,24.7,20.2,24.9,98
