"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"°C"	""	""	""	""	""	""
"10/14/2016 02:30'00"	"42657.1041666667"	"  14.4000"	"  18.7000"	""	""	""	""	""	""	
"10/14/2016 02:40'00"	"42657.1111111111"	"  14.2000"	"  18.6000"	""	""	""	""	""	""	
"10/14/2016 02:50'00"	"42657.1180555556"	"  14.1000"	"  18.6000"	""	""	""	""	""	""	
"10/14/2016 03:00'00"	"42657.1250000000"	"  14.1000"	"  18.6000"	""	""	""	""	""	""	
"10/14/2016 03:10'00"	"42657.1319444444"	"  14.0000"	"  18.5000"	""	""	""	""	""	""	
"10/14/2016 03:20'00"	"42657.1388888889"	"  13.9000"	"  18.5000"	""	""	""	""	""	""	
"10/14/2016 03:30'00"	"42657.1458333333"	"  13.8000"	"  18.4000"	""	""	""	""	""	""	
"10/14/2016 03:40'00"	"42657.1527777778"	"  14.0000"	"  18.5000"	""	""	""	""	""	""	
"10/14/2016 03:50'00"	"42657.1597222222"	"  13.9000"	"  18.5000"	""	""	""	""	""	""	
"10/14/2016 04:00'00"	"42657.1666666667"	"  14.0000"	"  18.4000"	""	""	""	""	""	""	
"10/14/2016 04:10'00"	"42657.1736111111"	"  14.2000"	"  18.4000"	""	""	""	""	""	""	
"10/14/2016 04:20'00"	"42657.1805555556"	"  14.1000"	"  18.4000"	""	""	""	""	""	""	
"10/14/2016 04:30'00"	"42657.1875000000"	"  14.2000"	"  18.4000"	""	""	""	""	""	""	
"10/14/2016 04:40'00"	"42657.1944444444"	"  14.3000"	"  18.4000"	""	""	""	""	""	""	
"10/14/2016 04:50'00"	"42657.2013888889"	"  14.3000"	"  18.3000"	""	""	""	""	""	""	
"10/14/2016 05:00'00"	"42657.2083333333"	"  14.2000"	"  18.3000"	""	""	""	""	""	""	
"10/14/2016 05:10'00"	"42657.2152777778"	"  14.0000"	"  18.3000"	""	""	""	""	""	""	
"10/14/2016 05:20'00"	"42657.2222222222"	"  14.0000"	"  18.3000"	""	""	""	""	""	""	
"10/14/2016 05:30'00"	"42657.2291666667"	"  13.9000"	"  18.3000"	""	""	""	""	""	""	
"10/14/2016 05:40'00"	"42657.2361111111"	"  13.7000"	"  18.3000"	""	""	""	""	""	""	
"10/14/2016 05:50'00"	"42657.2430555556"	"  14.3000"	"  18.2000"	""	""	""	""	""	""	
"10/14/2016 06:00'00"	"42657.2500000000"	"  14.1000"	"  18.2000"	""	""	""	""	""	""	
"10/14/2016 06:10'00"	"42657.2569444444"	"  14.1000"	"  18.2000"	""	""	""	""	""	""	
"10/14/2016 06:20'00"	"42657.2638888889"	"  14.5000"	"  18.2000"	""	""	""	""	""	""	
"10/14/2016 06:30'00"	"42657.2708333333"	"  14.9000"	"  18.2000"	""	""	""	""	""	""	
"10/14/2016 06:40'00"	"42657.2777777778"	"  15.2000"	"  18.2000"	""	""	""	""	""	""	
"10/14/2016 06:50'00"	"42657.2847222222"	"  15.4000"	"  18.2000"	""	""	""	""	""	""	
"10/14/2016 07:00'00"	"42657.2916666667"	"  16.2000"	"  18.2000"	""	""	""	""	""	""	
"10/14/2016 07:10'00"	"42657.2986111111"	"  16.9000"	"  18.2000"	""	""	""	""	""	""	
"10/14/2016 07:20'00"	"42657.3055555556"	"  18.1000"	"  18.3000"	""	""	""	""	""	""	
"10/14/2016 07:30'00"	"42657.3125000000"	"  18.1000"	"  18.3000"	""	""	""	""	""	""	
"10/14/2016 07:40'00"	"42657.3194444444"	"  18.9000"	"  18.4000"	""	""	""	""	""	""	
"10/14/2016 07:50'00"	"42657.3263888889"	"  19.2000"	"  18.4000"	""	""	""	""	""	""	
"10/14/2016 08:00'00"	"42657.3333333333"	"  20.3000"	"  18.5000"	""	""	""	""	""	""	
"10/14/2016 08:10'00"	"42657.3402777778"	"  20.5000"	"  18.4000"	""	""	""	""	""	""	
"10/14/2016 08:20'00"	"42657.3472222222"	"  19.9000"	"  18.6000"	""	""	""	""	""	""	
"10/14/2016 08:30'00"	"42657.3541666667"	"  20.7000"	"  18.6000"	""	""	""	""	""	""	
"10/14/2016 08:40'00"	"42657.3611111111"	"  20.1000"	"  18.6000"	""	""	""	""	""	""	
"10/14/2016 08:50'00"	"42657.3680555556"	"  20.3000"	"  18.7000"	""	""	""	""	""	""	
"10/14/2016 09:00'00"	"42657.3750000000"	"  22.0000"	"  18.8000"	""	""	""	""	""	""	
"10/14/2016 09:10'00"	"42657.3819444444"	"  22.2000"	"  18.8000"	""	""	""	""	""	""	
"10/14/2016 09:20'00"	"42657.3888888889"	"  23.0000"	"  18.9000"	""	""	""	""	""	""	
"10/14/2016 09:30'00"	"42657.3958333333"	"  22.1000"	"  18.9000"	""	""	""	""	""	""	
"10/14/2016 09:40'00"	"42657.4027777778"	"  22.5000"	"  19.0000"	""	""	""	""	""	""	
"10/14/2016 09:50'00"	"42657.4097222222"	"  23.0000"	"  19.1000"	""	""	""	""	""	""	
"10/14/2016 10:00'00"	"42657.4166666667"	"  23.9000"	"  19.2000"	""	""	""	""	""	""	
"10/14/2016 10:10'00"	"42657.4236111111"	"  23.1000"	"  19.3000"	""	""	""	""	""	""	
"10/14/2016 10:20'00"	"42657.4305555556"	"  22.3000"	"  19.4000"	""	""	""	""	""	""	
"10/14/2016 10:30'00"	"42657.4375000000"	"  24.6000"	"  19.4000"	""	""	""	""	""	""	
"10/14/2016 10:40'00"	"42657.4444444444"	"  25.1000"	"  19.5000"	""	""	""	""	""	""	
"10/14/2016 10:50'00"	"42657.4513888889"	"  25.7000"	"  19.6000"	""	""	""	""	""	""	
"10/14/2016 11:00'00"	"42657.4583333333"	"  24.5000"	"  19.7000"	""	""	""	""	""	""	
"10/14/2016 11:10'00"	"42657.4652777778"	"  23.4000"	"  19.8000"	""	""	""	""	""	""	
"10/14/2016 11:20'00"	"42657.4722222222"	"  23.1000"	"  19.8000"	""	""	""	""	""	""	
"10/14/2016 11:30'00"	"42657.4791666667"	"  24.6000"	"  19.9000"	""	""	""	""	""	""	
"10/14/2016 11:40'00"	"42657.4861111111"	"  24.2000"	"  19.9000"	""	""	""	""	""	""	
"10/14/2016 11:50'00"	"42657.4930555556"	"  24.6000"	"  20.0000"	""	""	""	""	""	""	
"10/14/2016 12:00'00"	"42657.5000000000"	"  26.0000"	"  20.1000"	""	""	""	""	""	""	
"10/14/2016 12:10'00"	"42657.5069444444"	"  23.9000"	"  20.1000"	""	""	""	""	""	""	
"10/14/2016 12:20'00"	"42657.5138888889"	"  23.0000"	"  20.2000"	""	""	""	""	""	""	
"10/14/2016 12:30'00"	"42657.5208333333"	"  22.5000"	"  20.2000"	""	""	""	""	""	""	
"10/14/2016 12:40'00"	"42657.5277777778"	"  22.8000"	"  20.3000"	""	""	""	""	""	""	
"10/14/2016 12:50'00"	"42657.5347222222"	"  22.5000"	"  20.3000"	""	""	""	""	""	""	
"10/14/2016 13:00'00"	"42657.5416666667"	"  22.6000"	"  20.3000"	""	""	""	""	""	""	
"10/14/2016 13:10'00"	"42657.5486111111"	"  22.7000"	"  20.3000"	""	""	""	""	""	""	
"10/14/2016 13:20'00"	"42657.5555555556"	"  24.6000"	"  20.3000"	""	""	""	""	""	""	
"10/14/2016 13:30'00"	"42657.5625000000"	"  23.2000"	"  20.3000"	""	""	""	""	""	""	
"10/14/2016 13:40'00"	"42657.5694444444"	"  22.0000"	"  20.4000"	""	""	""	""	""	""	
"10/14/2016 13:50'00"	"42657.5763888889"	"  21.9000"	"  20.4000"	""	""	""	""	""	""	
"10/14/2016 14:00'00"	"42657.5833333333"	"  21.7000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 14:10'00"	"42657.5902777778"	"  22.5000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 14:20'00"	"42657.5972222222"	"  22.6000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 14:30'00"	"42657.6041666667"	"  23.3000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 14:40'00"	"42657.6111111111"	"  23.1000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 14:50'00"	"42657.6180555556"	"  21.6000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 15:00'00"	"42657.6250000000"	"  22.0000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 15:10'00"	"42657.6319444444"	"  22.5000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 15:20'00"	"42657.6388888889"	"  21.8000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 15:30'00"	"42657.6458333333"	"  22.2000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 15:40'00"	"42657.6527777778"	"  21.5000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 15:50'00"	"42657.6597222222"	"  20.7000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 16:00'00"	"42657.6666666667"	"  20.2000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 16:10'00"	"42657.6736111111"	"  20.0000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 16:20'00"	"42657.6805555556"	"  19.7000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 16:30'00"	"42657.6875000000"	"  19.2000"	"  20.5000"	""	""	""	""	""	""	
"10/14/2016 16:40'00"	"42657.6944444444"	"  19.1000"	"  20.4000"	""	""	""	""	""	""	
"10/14/2016 16:50'00"	"42657.7013888889"	"  18.7000"	"  20.4000"	""	""	""	""	""	""	
"10/14/2016 17:00'00"	"42657.7083333333"	"  18.4000"	"  20.3000"	""	""	""	""	""	""	
"10/14/2016 17:10'00"	"42657.7152777778"	"  18.0000"	"  20.3000"	""	""	""	""	""	""	
"10/14/2016 17:20'00"	"42657.7222222222"	"  17.0000"	"  20.3000"	""	""	""	""	""	""	
"10/14/2016 17:30'00"	"42657.7291666667"	"  17.2000"	"  20.2000"	""	""	""	""	""	""	
"10/14/2016 17:40'00"	"42657.7361111111"	"  16.7000"	"  20.2000"	""	""	""	""	""	""	
"10/14/2016 17:50'00"	"42657.7430555556"	"  16.1000"	"  20.1000"	""	""	""	""	""	""	
"10/14/2016 18:00'00"	"42657.7500000000"	"  16.0000"	"  20.1000"	""	""	""	""	""	""	
"10/14/2016 18:10'00"	"42657.7569444444"	"  16.0000"	"  20.0000"	""	""	""	""	""	""	
"10/14/2016 18:20'00"	"42657.7638888889"	"  15.4000"	"  19.9000"	""	""	""	""	""	""	
"10/14/2016 18:30'00"	"42657.7708333333"	"  15.4000"	"  19.8000"	""	""	""	""	""	""	
"10/14/2016 18:40'00"	"42657.7777777778"	"  14.6000"	"  19.8000"	""	""	""	""	""	""	
"10/14/2016 18:50'00"	"42657.7847222222"	"  14.9000"	"  19.7000"	""	""	""	""	""	""	
"10/14/2016 19:00'00"	"42657.7916666667"	"  15.1000"	"  19.7000"	""	""	""	""	""	""	
"10/14/2016 19:10'00"	"42657.7986111111"	"  15.1000"	"  19.6000"	""	""	""	""	""	""	
"10/14/2016 19:20'00"	"42657.8055555556"	"  14.3000"	"  19.5000"	""	""	""	""	""	""	
"10/14/2016 19:30'00"	"42657.8125000000"	"  14.5000"	"  19.5000"	""	""	""	""	""	""	
"10/14/2016 19:40'00"	"42657.8194444444"	"  14.2000"	"  19.4000"	""	""	""	""	""	""	
"10/14/2016 19:50'00"	"42657.8263888889"	"  14.1000"	"  19.4000"	""	""	""	""	""	""	
"10/14/2016 20:00'00"	"42657.8333333333"	"  14.1000"	"  19.4000"	""	""	""	""	""	""	
"10/14/2016 20:10'00"	"42657.8402777778"	"  14.2000"	"  19.3000"	""	""	""	""	""	""	
"10/14/2016 20:20'00"	"42657.8472222222"	"  14.6000"	"  19.2000"	""	""	""	""	""	""	
"10/14/2016 20:30'00"	"42657.8541666667"	"  14.5000"	"  19.1000"	""	""	""	""	""	""	
"10/14/2016 20:40'00"	"42657.8611111111"	"  14.0000"	"  19.1000"	""	""	""	""	""	""	
"10/14/2016 20:50'00"	"42657.8680555556"	"  14.2000"	"  19.1000"	""	""	""	""	""	""	
"10/14/2016 21:00'00"	"42657.8750000000"	"  13.7000"	"  19.0000"	""	""	""	""	""	""	
"10/14/2016 21:10'00"	"42657.8819444444"	"  13.6000"	"  19.0000"	""	""	""	""	""	""	
"10/14/2016 21:20'00"	"42657.8888888889"	"  13.8000"	"  18.9000"	""	""	""	""	""	""	
"10/14/2016 21:30'00"	"42657.8958333333"	"  13.7000"	"  18.9000"	""	""	""	""	""	""	
"10/14/2016 21:40'00"	"42657.9027777778"	"  13.7000"	"  18.9000"	""	""	""	""	""	""	
"10/14/2016 21:50'00"	"42657.9097222222"	"  13.8000"	"  18.8000"	""	""	""	""	""	""	
"10/14/2016 22:00'00"	"42657.9166666667"	"  13.5000"	"  18.8000"	""	""	""	""	""	""	
"10/14/2016 22:10'00"	"42657.9236111111"	"  13.3000"	"  18.7000"	""	""	""	""	""	""	
"10/14/2016 22:20'00"	"42657.9305555556"	"  13.3000"	"  18.7000"	""	""	""	""	""	""	
"10/14/2016 22:30'00"	"42657.9375000000"	"  13.4000"	"  18.6000"	""	""	""	""	""	""	
"10/14/2016 22:40'00"	"42657.9444444444"	"  13.2000"	"  18.7000"	""	""	""	""	""	""	
"10/14/2016 22:50'00"	"42657.9513888889"	"  13.4000"	"  18.6000"	""	""	""	""	""	""	
"10/14/2016 23:00'00"	"42657.9583333333"	"  13.7000"	"  18.6000"	""	""	""	""	""	""	
"10/14/2016 23:10'00"	"42657.9652777778"	"  14.2000"	"  18.5000"	""	""	""	""	""	""	
"10/14/2016 23:20'00"	"42657.9722222222"	"  14.1000"	"  18.5000"	""	""	""	""	""	""	
"10/14/2016 23:30'00"	"42657.9791666667"	"  13.9000"	"  18.5000"	""	""	""	""	""	""	
"10/14/2016 23:40'00"	"42657.9861111111"	"  13.7000"	"  18.5000"	""	""	""	""	""	""	
"10/14/2016 23:50'00"	"42657.9930555556"	"  13.7000"	"  18.4000"	""	""	""	""	""	""	
"10/15/2016 00:00'00"	"42658.0000000000"	"  13.8000"	"  18.4000"	""	""	""	""	""	""	
"10/15/2016 00:10'00"	"42658.0069444444"	"  14.1000"	"  18.4000"	""	""	""	""	""	""	
"10/15/2016 00:20'00"	"42658.0138888889"	"  14.1000"	"  18.4000"	""	""	""	""	""	""	
"10/15/2016 00:30'00"	"42658.0208333333"	"  13.6000"	"  18.3000"	""	""	""	""	""	""	
"10/15/2016 00:40'00"	"42658.0277777778"	"  13.5000"	"  18.3000"	""	""	""	""	""	""	
"10/15/2016 00:50'00"	"42658.0347222222"	"  13.6000"	"  18.3000"	""	""	""	""	""	""	
"10/15/2016 01:00'00"	"42658.0416666667"	"  13.8000"	"  18.3000"	""	""	""	""	""	""	
"10/15/2016 01:10'00"	"42658.0486111111"	"  13.5000"	"  18.2000"	""	""	""	""	""	""	
"10/15/2016 01:20'00"	"42658.0555555556"	"  13.6000"	"  18.2000"	""	""	""	""	""	""	
"10/15/2016 01:30'00"	"42658.0625000000"	"  13.5000"	"  18.2000"	""	""	""	""	""	""	
"10/15/2016 01:40'00"	"42658.0694444444"	"  13.7000"	"  18.2000"	""	""	""	""	""	""	
"10/15/2016 01:50'00"	"42658.0763888889"	"  12.9000"	"  18.1000"	""	""	""	""	""	""	
"10/15/2016 02:00'00"	"42658.0833333333"	"  13.2000"	"  18.1000"	""	""	""	""	""	""	
"10/15/2016 02:10'00"	"42658.0902777778"	"  13.1000"	"  18.1000"	""	""	""	""	""	""	
"10/15/2016 02:20'00"	"42658.0972222222"	"  13.3000"	"  18.1000"	""	""	""	""	""	""	
"10/15/2016 02:30'00"	"42658.1041666667"	"  13.3000"	"  18.1000"	""	""	""	""	""	""	
"10/15/2016 02:40'00"	"42658.1111111111"	"  13.4000"	"  18.0000"	""	""	""	""	""	""	
"10/15/2016 02:50'00"	"42658.1180555556"	"  13.4000"	"  18.0000"	""	""	""	""	""	""	
"10/15/2016 03:00'00"	"42658.1250000000"	"  13.4000"	"  18.0000"	""	""	""	""	""	""	
"10/15/2016 03:10'00"	"42658.1319444444"	"  13.3000"	"  18.0000"	""	""	""	""	""	""	
"10/15/2016 03:20'00"	"42658.1388888889"	"  13.4000"	"  18.0000"	""	""	""	""	""	""	
"10/15/2016 03:30'00"	"42658.1458333333"	"  13.3000"	"  18.0000"	""	""	""	""	""	""	
"10/15/2016 03:40'00"	"42658.1527777778"	"  13.0000"	"  18.0000"	""	""	""	""	""	""	
"10/15/2016 03:50'00"	"42658.1597222222"	"  13.2000"	"  17.9000"	""	""	""	""	""	""	
"10/15/2016 04:00'00"	"42658.1666666667"	"  12.8000"	"  17.9000"	""	""	""	""	""	""	
"10/15/2016 04:10'00"	"42658.1736111111"	"  12.7000"	"  17.9000"	""	""	""	""	""	""	
"10/15/2016 04:20'00"	"42658.1805555556"	"  12.8000"	"  17.9000"	""	""	""	""	""	""	
"10/15/2016 04:30'00"	"42658.1875000000"	"  13.0000"	"  17.8000"	""	""	""	""	""	""	
"10/15/2016 04:40'00"	"42658.1944444444"	"  12.7000"	"  17.8000"	""	""	""	""	""	""	
"10/15/2016 04:50'00"	"42658.2013888889"	"  12.9000"	"  17.8000"	""	""	""	""	""	""	
"10/15/2016 05:00'00"	"42658.2083333333"	"  12.5000"	"  17.8000"	""	""	""	""	""	""	
"10/15/2016 05:10'00"	"42658.2152777778"	"  12.8000"	"  17.7000"	""	""	""	""	""	""	
"10/15/2016 05:20'00"	"42658.2222222222"	"  12.2000"	"  17.7000"	""	""	""	""	""	""	
"10/15/2016 05:30'00"	"42658.2291666667"	"  12.2000"	"  17.7000"	""	""	""	""	""	""	
"10/15/2016 05:40'00"	"42658.2361111111"	"  12.0000"	"  17.6000"	""	""	""	""	""	""	
"10/15/2016 05:50'00"	"42658.2430555556"	"  12.1000"	"  17.6000"	""	""	""	""	""	""	
"10/15/2016 06:00'00"	"42658.2500000000"	"  12.3000"	"  17.6000"	""	""	""	""	""	""	
"10/15/2016 06:10'00"	"42658.2569444444"	"  12.1000"	"  17.5000"	""	""	""	""	""	""	
"10/15/2016 06:20'00"	"42658.2638888889"	"  12.1000"	"  17.5000"	""	""	""	""	""	""	
"10/15/2016 06:30'00"	"42658.2708333333"	"  12.4000"	"  17.5000"	""	""	""	""	""	""	
"10/15/2016 06:40'00"	"42658.2777777778"	"  12.8000"	"  17.5000"	""	""	""	""	""	""	
"10/15/2016 06:50'00"	"42658.2847222222"	"  13.0000"	"  17.4000"	""	""	""	""	""	""	
"10/15/2016 07:00'00"	"42658.2916666667"	"  13.2000"	"  17.4000"	""	""	""	""	""	""	
"10/15/2016 07:10'00"	"42658.2986111111"	"  13.4000"	"  17.4000"	""	""	""	""	""	""	
"10/15/2016 07:20'00"	"42658.3055555556"	"  13.7000"	"  17.4000"	""	""	""	""	""	""	
"10/15/2016 07:30'00"	"42658.3125000000"	"  13.8000"	"  17.4000"	""	""	""	""	""	""	
"10/15/2016 07:40'00"	"42658.3194444444"	"  14.3000"	"  17.4000"	""	""	""	""	""	""	
"10/15/2016 07:50'00"	"42658.3263888889"	"  15.1000"	"  17.4000"	""	""	""	""	""	""	
"10/15/2016 08:00'00"	"42658.3333333333"	"  15.7000"	"  17.5000"	""	""	""	""	""	""	
"10/15/2016 08:10'00"	"42658.3402777778"	"  17.1000"	"  17.5000"	""	""	""	""	""	""	
"10/15/2016 08:20'00"	"42658.3472222222"	"  18.2000"	"  17.5000"	""	""	""	""	""	""	
"10/15/2016 08:30'00"	"42658.3541666667"	"  19.0000"	"  17.6000"	""	""	""	""	""	""	
"10/15/2016 08:40'00"	"42658.3611111111"	"  20.1000"	"  17.7000"	""	""	""	""	""	""	
"10/15/2016 08:50'00"	"42658.3680555556"	"  20.7000"	"  17.7000"	""	""	""	""	""	""	
"10/15/2016 09:00'00"	"42658.3750000000"	"  21.3000"	"  17.8000"	""	""	""	""	""	""	
"10/15/2016 09:10'00"	"42658.3819444444"	"  22.2000"	"  18.0000"	""	""	""	""	""	""	
"10/15/2016 09:20'00"	"42658.3888888889"	"  22.7000"	"  18.1000"	""	""	""	""	""	""	
"10/15/2016 09:30'00"	"42658.3958333333"	"  23.9000"	"  18.6000"	""	""	""	""	""	""	
"10/15/2016 09:40'00"	"42658.4027777778"	"  24.9000"	"  18.9000"	""	""	""	""	""	""	
"10/15/2016 09:50'00"	"42658.4097222222"	"  24.4000"	"  19.0000"	""	""	""	""	""	""	
"10/15/2016 10:00'00"	"42658.4166666667"	"  25.5000"	"  19.1000"	""	""	""	""	""	""	
"10/15/2016 10:10'00"	"42658.4236111111"	"  25.7000"	"  19.2000"	""	""	""	""	""	""	
"10/15/2016 10:20'00"	"42658.4305555556"	"  26.6000"	"  19.3000"	""	""	""	""	""	""	
"10/15/2016 10:30'00"	"42658.4375000000"	"  27.1000"	"  19.3000"	""	""	""	""	""	""	
"10/15/2016 10:40'00"	"42658.4444444444"	"  29.3000"	"  19.4000"	""	""	""	""	""	""	
"10/15/2016 10:50'00"	"42658.4513888889"	"  29.0000"	"  19.5000"	""	""	""	""	""	""	
"10/15/2016 11:00'00"	"42658.4583333333"	"  28.4000"	"  19.6000"	""	""	""	""	""	""	
"10/15/2016 11:10'00"	"42658.4652777778"	"  29.1000"	"  19.7000"	""	""	""	""	""	""	
"10/15/2016 11:20'00"	"42658.4722222222"	"  27.8000"	"  19.8000"	""	""	""	""	""	""	
"10/15/2016 11:30'00"	"42658.4791666667"	"  29.3000"	"  19.9000"	""	""	""	""	""	""	
"10/15/2016 11:40'00"	"42658.4861111111"	"  29.2000"	"  20.1000"	""	""	""	""	""	""	
"10/15/2016 11:50'00"	"42658.4930555556"	"  30.4000"	"  20.2000"	""	""	""	""	""	""	
"10/15/2016 12:00'00"	"42658.5000000000"	"  29.3000"	"  20.3000"	""	""	""	""	""	""	
"10/15/2016 12:10'00"	"42658.5069444444"	"  28.7000"	"  20.4000"	""	""	""	""	""	""	
"10/15/2016 12:20'00"	"42658.5138888889"	"  30.0000"	"  20.5000"	""	""	""	""	""	""	
"10/15/2016 12:30'00"	"42658.5208333333"	"  28.7000"	"  20.6000"	""	""	""	""	""	""	
"10/15/2016 12:40'00"	"42658.5277777778"	"  29.9000"	"  20.7000"	""	""	""	""	""	""	
"10/15/2016 12:50'00"	"42658.5347222222"	"  30.3000"	"  20.8000"	""	""	""	""	""	""	
"10/15/2016 13:00'00"	"42658.5416666667"	"  30.0000"	"  21.0000"	""	""	""	""	""	""	
"10/15/2016 13:10'00"	"42658.5486111111"	"  28.1000"	"  21.1000"	""	""	""	""	""	""	
"10/15/2016 13:20'00"	"42658.5555555556"	"  27.6000"	"  21.1000"	""	""	""	""	""	""	
"10/15/2016 13:30'00"	"42658.5625000000"	"  29.6000"	"  21.2000"	""	""	""	""	""	""	
"10/15/2016 13:40'00"	"42658.5694444444"	"  27.6000"	"  21.2000"	""	""	""	""	""	""	
"10/15/2016 13:50'00"	"42658.5763888889"	"  26.5000"	"  20.5000"	""	""	""	""	""	""	
"10/15/2016 14:00'00"	"42658.5833333333"	"  29.0000"	"  27.2000"	""	""	""	""	""	""	
"10/15/2016 14:10'00"	"42658.5902777778"	"  26.9000"	"  26.7000"	""	""	""	""	""	""	
"10/15/2016 14:20'00"	"42658.5972222222"	"  28.5000"	"  26.8000"	""	""	""	""	""	""	
"10/15/2016 14:30'00"	"42658.6041666667"	"  28.0000"	"  26.7000"	""	""	""	""	""	""	
"10/15/2016 14:40'00"	"42658.6111111111"	"  24.9000"	"  21.2000"	""	""	""	""	""	""	
"10/15/2016 14:50'00"	"42658.6180555556"	"  25.9000"	"  21.2000"	""	""	""	""	""	""	
"10/15/2016 15:00'00"	"42658.6250000000"	"  23.2000"	"  21.2000"	""	""	""	""	""	""	
"10/15/2016 15:10'00"	"42658.6319444444"	"  23.5000"	"  21.2000"	""	""	""	""	""	""	
"10/15/2016 15:20'00"	"42658.6388888889"	"  22.6000"	"  21.2000"	""	""	""	""	""	""	
"10/15/2016 15:30'00"	"42658.6458333333"	"  22.1000"	"  21.1000"	""	""	""	""	""	""	
"10/15/2016 15:40'00"	"42658.6527777778"	"  22.0000"	"  21.1000"	""	""	""	""	""	""	
"10/15/2016 15:50'00"	"42658.6597222222"	"  22.7000"	"  21.1000"	""	""	""	""	""	""	
"10/15/2016 16:00'00"	"42658.6666666667"	"  21.8000"	"  21.0000"	""	""	""	""	""	""	
"10/15/2016 16:10'00"	"42658.6736111111"	"  22.1000"	"  21.0000"	""	""	""	""	""	""	
"10/15/2016 16:20'00"	"42658.6805555556"	"  21.2000"	"  21.0000"	""	""	""	""	""	""	
"10/15/2016 16:30'00"	"42658.6875000000"	"  20.5000"	"  21.0000"	""	""	""	""	""	""	
"10/15/2016 16:40'00"	"42658.6944444444"	"  20.0000"	"  20.9000"	""	""	""	""	""	""	
"10/15/2016 16:50'00"	"42658.7013888889"	"  19.7000"	"  20.9000"	""	""	""	""	""	""	
"10/15/2016 17:00'00"	"42658.7083333333"	"  18.8000"	"  20.8000"	""	""	""	""	""	""	
"10/15/2016 17:10'00"	"42658.7152777778"	"  18.6000"	"  20.8000"	""	""	""	""	""	""	
"10/15/2016 17:20'00"	"42658.7222222222"	"  18.1000"	"  20.8000"	""	""	""	""	""	""	
"10/15/2016 17:30'00"	"42658.7291666667"	"  17.9000"	"  20.7000"	""	""	""	""	""	""	
"10/15/2016 17:40'00"	"42658.7361111111"	"  17.0000"	"  20.6000"	""	""	""	""	""	""	
"10/15/2016 17:50'00"	"42658.7430555556"	"  16.7000"	"  20.5000"	""	""	""	""	""	""	
"10/15/2016 18:00'00"	"42658.7500000000"	"  16.5000"	"  20.4000"	""	""	""	""	""	""	
"10/15/2016 18:10'00"	"42658.7569444444"	"  16.5000"	"  20.4000"	""	""	""	""	""	""	
"10/15/2016 18:20'00"	"42658.7638888889"	"  16.4000"	"  20.4000"	""	""	""	""	""	""	
"10/15/2016 18:30'00"	"42658.7708333333"	"  16.2000"	"  20.2000"	""	""	""	""	""	""	
"10/15/2016 18:40'00"	"42658.7777777778"	"  15.5000"	"  20.2000"	""	""	""	""	""	""	
"10/15/2016 18:50'00"	"42658.7847222222"	"  15.2000"	"  20.1000"	""	""	""	""	""	""	
"10/15/2016 19:00'00"	"42658.7916666667"	"  14.9000"	"  20.1000"	""	""	""	""	""	""	
"10/15/2016 19:10'00"	"42658.7986111111"	"  15.4000"	"  20.0000"	""	""	""	""	""	""	
"10/15/2016 19:20'00"	"42658.8055555556"	"  15.2000"	"  19.9000"	""	""	""	""	""	""	
"10/15/2016 19:30'00"	"42658.8125000000"	"  15.6000"	"  19.8000"	""	""	""	""	""	""	
"10/15/2016 19:40'00"	"42658.8194444444"	"  15.7000"	"  19.8000"	""	""	""	""	""	""	
"10/15/2016 19:50'00"	"42658.8263888889"	"  15.8000"	"  19.7000"	""	""	""	""	""	""	
"10/15/2016 20:00'00"	"42658.8333333333"	"  15.9000"	"  19.7000"	""	""	""	""	""	""	
"10/15/2016 20:10'00"	"42658.8402777778"	"  15.7000"	"  19.6000"	""	""	""	""	""	""	
"10/15/2016 20:20'00"	"42658.8472222222"	"  14.7000"	"  19.6000"	""	""	""	""	""	""	
"10/15/2016 20:30'00"	"42658.8541666667"	"  14.7000"	"  19.5000"	""	""	""	""	""	""	
"10/15/2016 20:40'00"	"42658.8611111111"	"  14.3000"	"  19.5000"	""	""	""	""	""	""	
"10/15/2016 20:50'00"	"42658.8680555556"	"  15.1000"	"  19.5000"	""	""	""	""	""	""	
"10/15/2016 21:00'00"	"42658.8750000000"	"  14.5000"	"  19.4000"	""	""	""	""	""	""	
"10/15/2016 21:10'00"	"42658.8819444444"	"  14.0000"	"  19.3000"	""	""	""	""	""	""	
