"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"°C"	""	""	""	""	""	""
"09/21/2016 00:40'00"	"42634.0277777778"	"  20.6000"	"  23.9000"	""	""	""	""	""	""	
"09/21/2016 00:50'00"	"42634.0347222222"	"  20.5000"	"  23.8000"	""	""	""	""	""	""	
"09/21/2016 01:00'00"	"42634.0416666667"	"  21.2000"	"  23.8000"	""	""	""	""	""	""	
"09/21/2016 01:10'00"	"42634.0486111111"	"  20.8000"	"  23.8000"	""	""	""	""	""	""	
"09/21/2016 01:20'00"	"42634.0555555556"	"  21.0000"	"  23.8000"	""	""	""	""	""	""	
"09/21/2016 01:30'00"	"42634.0625000000"	"  21.1000"	"  23.8000"	""	""	""	""	""	""	
"09/21/2016 01:40'00"	"42634.0694444444"	"  21.0000"	"  23.8000"	""	""	""	""	""	""	
"09/21/2016 01:50'00"	"42634.0763888889"	"  21.1000"	"  23.8000"	""	""	""	""	""	""	
"09/21/2016 02:00'00"	"42634.0833333333"	"  20.8000"	"  23.7000"	""	""	""	""	""	""	
"09/21/2016 02:10'00"	"42634.0902777778"	"  20.9000"	"  23.8000"	""	""	""	""	""	""	
"09/21/2016 02:20'00"	"42634.0972222222"	"  20.8000"	"  23.7000"	""	""	""	""	""	""	
"09/21/2016 02:30'00"	"42634.1041666667"	"  21.0000"	"  23.7000"	""	""	""	""	""	""	
"09/21/2016 02:40'00"	"42634.1111111111"	"  21.1000"	"  23.7000"	""	""	""	""	""	""	
"09/21/2016 02:50'00"	"42634.1180555556"	"  20.8000"	"  23.7000"	""	""	""	""	""	""	
"09/21/2016 03:00'00"	"42634.1250000000"	"  20.9000"	"  23.7000"	""	""	""	""	""	""	
"09/21/2016 03:10'00"	"42634.1319444444"	"  20.8000"	"  23.6000"	""	""	""	""	""	""	
"09/21/2016 03:20'00"	"42634.1388888889"	"  21.0000"	"  23.7000"	""	""	""	""	""	""	
"09/21/2016 03:30'00"	"42634.1458333333"	"  20.8000"	"  23.6000"	""	""	""	""	""	""	
"09/21/2016 03:40'00"	"42634.1527777778"	"  20.6000"	"  23.6000"	""	""	""	""	""	""	
"09/21/2016 03:50'00"	"42634.1597222222"	"  20.6000"	"  23.6000"	""	""	""	""	""	""	
"09/21/2016 04:00'00"	"42634.1666666667"	"  20.6000"	"  23.6000"	""	""	""	""	""	""	
"09/21/2016 04:10'00"	"42634.1736111111"	"  20.6000"	"  23.6000"	""	""	""	""	""	""	
"09/21/2016 04:20'00"	"42634.1805555556"	"  20.5000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 04:30'00"	"42634.1875000000"	"  20.5000"	"  23.6000"	""	""	""	""	""	""	
"09/21/2016 04:40'00"	"42634.1944444444"	"  20.5000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 04:50'00"	"42634.2013888889"	"  20.4000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 05:00'00"	"42634.2083333333"	"  20.4000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 05:10'00"	"42634.2152777778"	"  20.4000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 05:20'00"	"42634.2222222222"	"  20.4000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 05:30'00"	"42634.2291666667"	"  20.5000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 05:40'00"	"42634.2361111111"	"  20.5000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 05:50'00"	"42634.2430555556"	"  20.7000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 06:00'00"	"42634.2500000000"	"  20.9000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 06:10'00"	"42634.2569444444"	"  20.9000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 06:20'00"	"42634.2638888889"	"  21.1000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 06:30'00"	"42634.2708333333"	"  21.4000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 06:40'00"	"42634.2777777778"	"  21.5000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 06:50'00"	"42634.2847222222"	"  21.9000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 07:00'00"	"42634.2916666667"	"  22.0000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 07:10'00"	"42634.2986111111"	"  22.1000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 07:20'00"	"42634.3055555556"	"  22.3000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 07:30'00"	"42634.3125000000"	"  22.6000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 07:40'00"	"42634.3194444444"	"  22.7000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 07:50'00"	"42634.3263888889"	"  22.6000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 08:00'00"	"42634.3333333333"	"  22.2000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 08:10'00"	"42634.3402777778"	"  22.2000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 08:20'00"	"42634.3472222222"	"  22.6000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 08:30'00"	"42634.3541666667"	"  23.3000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 08:40'00"	"42634.3611111111"	"  23.8000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 08:50'00"	"42634.3680555556"	"  24.1000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 09:00'00"	"42634.3750000000"	"  23.8000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 09:10'00"	"42634.3819444444"	"  24.1000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 09:20'00"	"42634.3888888889"	"  25.6000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 09:30'00"	"42634.3958333333"	"  26.8000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 09:40'00"	"42634.4027777778"	"  26.6000"	"  23.5000"	""	""	""	""	""	""	
"09/21/2016 09:50'00"	"42634.4097222222"	"  24.9000"	"  23.6000"	""	""	""	""	""	""	
"09/21/2016 10:00'00"	"42634.4166666667"	"  25.7000"	"  23.6000"	""	""	""	""	""	""	
"09/21/2016 10:10'00"	"42634.4236111111"	"  25.2000"	"  23.6000"	""	""	""	""	""	""	
"09/21/2016 10:20'00"	"42634.4305555556"	"  25.5000"	"  23.7000"	""	""	""	""	""	""	
"09/21/2016 10:30'00"	"42634.4375000000"	"  25.5000"	"  23.7000"	""	""	""	""	""	""	
"09/21/2016 10:40'00"	"42634.4444444444"	"  25.3000"	"  23.8000"	""	""	""	""	""	""	
"09/21/2016 10:50'00"	"42634.4513888889"	"  25.4000"	"  23.8000"	""	""	""	""	""	""	
"09/21/2016 11:00'00"	"42634.4583333333"	"  25.2000"	"  23.8000"	""	""	""	""	""	""	
"09/21/2016 11:10'00"	"42634.4652777778"	"  27.9000"	"  23.8000"	""	""	""	""	""	""	
"09/21/2016 11:20'00"	"42634.4722222222"	"  28.7000"	"  23.9000"	""	""	""	""	""	""	
"09/21/2016 11:30'00"	"42634.4791666667"	"  28.2000"	"  23.9000"	""	""	""	""	""	""	
"09/21/2016 11:40'00"	"42634.4861111111"	"  27.9000"	"  23.9000"	""	""	""	""	""	""	
"09/21/2016 11:50'00"	"42634.4930555556"	"  26.3000"	"  23.9000"	""	""	""	""	""	""	
"09/21/2016 12:00'00"	"42634.5000000000"	"  27.3000"	"  24.0000"	""	""	""	""	""	""	
"09/21/2016 12:10'00"	"42634.5069444444"	"  26.4000"	"  24.0000"	""	""	""	""	""	""	
"09/21/2016 12:20'00"	"42634.5138888889"	"  25.7000"	"  24.1000"	""	""	""	""	""	""	
"09/21/2016 12:30'00"	"42634.5208333333"	"  25.2000"	"  24.1000"	""	""	""	""	""	""	
"09/21/2016 12:40'00"	"42634.5277777778"	"  25.7000"	"  24.1000"	""	""	""	""	""	""	
"09/21/2016 12:50'00"	"42634.5347222222"	"  25.2000"	"  24.1000"	""	""	""	""	""	""	
"09/21/2016 13:00'00"	"42634.5416666667"	"  26.2000"	"  24.1000"	""	""	""	""	""	""	
"09/21/2016 13:10'00"	"42634.5486111111"	"  26.5000"	"  24.2000"	""	""	""	""	""	""	
"09/21/2016 13:20'00"	"42634.5555555556"	"  26.0000"	"  24.2000"	""	""	""	""	""	""	
"09/21/2016 13:30'00"	"42634.5625000000"	"  27.9000"	"  24.2000"	""	""	""	""	""	""	
"09/21/2016 13:40'00"	"42634.5694444444"	"  29.8000"	"  24.2000"	""	""	""	""	""	""	
"09/21/2016 13:50'00"	"42634.5763888889"	"  29.7000"	"  24.2000"	""	""	""	""	""	""	
"09/21/2016 14:00'00"	"42634.5833333333"	"  28.6000"	"  24.3000"	""	""	""	""	""	""	
"09/21/2016 14:10'00"	"42634.5902777778"	"  29.5000"	"  24.3000"	""	""	""	""	""	""	
"09/21/2016 14:20'00"	"42634.5972222222"	"  30.5000"	"  24.4000"	""	""	""	""	""	""	
"09/21/2016 14:30'00"	"42634.6041666667"	"  28.2000"	"  24.4000"	""	""	""	""	""	""	
"09/21/2016 14:40'00"	"42634.6111111111"	"  27.5000"	"  24.5000"	""	""	""	""	""	""	
"09/21/2016 14:50'00"	"42634.6180555556"	"  28.6000"	"  24.5000"	""	""	""	""	""	""	
"09/21/2016 15:00'00"	"42634.6250000000"	"  27.8000"	"  24.6000"	""	""	""	""	""	""	
"09/21/2016 15:10'00"	"42634.6319444444"	"  28.7000"	"  24.6000"	""	""	""	""	""	""	
"09/21/2016 15:20'00"	"42634.6388888889"	"  29.1000"	"  24.6000"	""	""	""	""	""	""	
"09/21/2016 15:30'00"	"42634.6458333333"	"  26.8000"	"  24.6000"	""	""	""	""	""	""	
"09/21/2016 15:40'00"	"42634.6527777778"	"  26.6000"	"  24.6000"	""	""	""	""	""	""	
"09/21/2016 15:50'00"	"42634.6597222222"	"  26.4000"	"  24.6000"	""	""	""	""	""	""	
"09/21/2016 16:00'00"	"42634.6666666667"	"  24.5000"	"  24.6000"	""	""	""	""	""	""	
"09/21/2016 16:10'00"	"42634.6736111111"	"  23.5000"	"  24.6000"	""	""	""	""	""	""	
"09/21/2016 16:20'00"	"42634.6805555556"	"  25.0000"	"  23.2000"	""	""	""	""	""	""	
"09/21/2016 16:30'00"	"42634.6875000000"	"  24.4000"	"  21.5000"	""	""	""	""	""	""	
"09/21/2016 16:40'00"	"42634.6944444444"	"  24.8000"	"  24.2000"	""	""	""	""	""	""	
"09/21/2016 16:50'00"	"42634.7013888889"	"  24.7000"	"  24.4000"	""	""	""	""	""	""	
"09/21/2016 17:00'00"	"42634.7083333333"	"  24.7000"	"  24.3000"	""	""	""	""	""	""	
"09/21/2016 17:10'00"	"42634.7152777778"	"  24.4000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 17:20'00"	"42634.7222222222"	"  24.4000"	"  24.2000"	""	""	""	""	""	""	
"09/21/2016 17:30'00"	"42634.7291666667"	"  23.9000"	"  23.9000"	""	""	""	""	""	""	
"09/21/2016 17:40'00"	"42634.7361111111"	"  24.1000"	"  23.7000"	""	""	""	""	""	""	
"09/21/2016 17:50'00"	"42634.7430555556"	"  23.8000"	"  23.6000"	""	""	""	""	""	""	
"09/21/2016 18:00'00"	"42634.7500000000"	"  23.5000"	"  23.4000"	""	""	""	""	""	""	
"09/21/2016 18:10'00"	"42634.7569444444"	"  23.4000"	"  23.3000"	""	""	""	""	""	""	
"09/21/2016 18:20'00"	"42634.7638888889"	"  23.4000"	"  23.1000"	""	""	""	""	""	""	
"09/21/2016 18:30'00"	"42634.7708333333"	"  23.0000"	"  23.0000"	""	""	""	""	""	""	
"09/21/2016 18:40'00"	"42634.7777777778"	"  22.3000"	"  22.3000"	""	""	""	""	""	""	
"09/21/2016 18:50'00"	"42634.7847222222"	"  22.4000"	"  22.3000"	""	""	""	""	""	""	
"09/21/2016 19:00'00"	"42634.7916666667"	"  22.3000"	"  22.2000"	""	""	""	""	""	""	
"09/21/2016 19:10'00"	"42634.7986111111"	"  22.1000"	"  22.1000"	""	""	""	""	""	""	
"09/21/2016 19:20'00"	"42634.8055555556"	"  22.1000"	"  22.1000"	""	""	""	""	""	""	
"09/21/2016 19:30'00"	"42634.8125000000"	"  22.0000"	"  22.0000"	""	""	""	""	""	""	
"09/21/2016 19:40'00"	"42634.8194444444"	"  21.9000"	"  21.8000"	""	""	""	""	""	""	
"09/21/2016 19:50'00"	"42634.8263888889"	"  21.6000"	"  21.7000"	""	""	""	""	""	""	
"09/21/2016 20:00'00"	"42634.8333333333"	"  21.0000"	"  21.1000"	""	""	""	""	""	""	
"09/21/2016 20:10'00"	"42634.8402777778"	"  20.8000"	"  20.9000"	""	""	""	""	""	""	
"09/21/2016 20:20'00"	"42634.8472222222"	"  20.6000"	"  20.8000"	""	""	""	""	""	""	
"09/21/2016 20:30'00"	"42634.8541666667"	"  20.6000"	"  20.7000"	""	""	""	""	""	""	
"09/21/2016 20:40'00"	"42634.8611111111"	"  20.9000"	"  20.9000"	""	""	""	""	""	""	
"09/21/2016 20:50'00"	"42634.8680555556"	"  21.0000"	"  21.0000"	""	""	""	""	""	""	
"09/21/2016 21:00'00"	"42634.8750000000"	"  20.9000"	"  21.0000"	""	""	""	""	""	""	
"09/21/2016 21:10'00"	"42634.8819444444"	"  20.9000"	"  21.0000"	""	""	""	""	""	""	
"09/21/2016 21:20'00"	"42634.8888888889"	"  21.0000"	"  21.1000"	""	""	""	""	""	""	
"09/21/2016 21:30'00"	"42634.8958333333"	"  20.9000"	"  21.0000"	""	""	""	""	""	""	
"09/21/2016 21:40'00"	"42634.9027777778"	"  20.8000"	"  20.9000"	""	""	""	""	""	""	
"09/21/2016 21:50'00"	"42634.9097222222"	"  20.7000"	"  20.8000"	""	""	""	""	""	""	
"09/21/2016 22:00'00"	"42634.9166666667"	"  20.9000"	"  21.0000"	""	""	""	""	""	""	
"09/21/2016 22:10'00"	"42634.9236111111"	"  20.9000"	"  21.0000"	""	""	""	""	""	""	
"09/21/2016 22:20'00"	"42634.9305555556"	"  21.1000"	"  21.1000"	""	""	""	""	""	""	
"09/21/2016 22:30'00"	"42634.9375000000"	"  21.2000"	"  21.2000"	""	""	""	""	""	""	
"09/21/2016 22:40'00"	"42634.9444444444"	"  21.2000"	"  21.3000"	""	""	""	""	""	""	
"09/21/2016 22:50'00"	"42634.9513888889"	"  21.2000"	"  21.2000"	""	""	""	""	""	""	
"09/21/2016 23:00'00"	"42634.9583333333"	"  21.0000"	"  21.2000"	""	""	""	""	""	""	
"09/21/2016 23:10'00"	"42634.9652777778"	"  20.9000"	"  21.0000"	""	""	""	""	""	""	
"09/21/2016 23:20'00"	"42634.9722222222"	"  21.1000"	"  21.1000"	""	""	""	""	""	""	
"09/21/2016 23:30'00"	"42634.9791666667"	"  20.8000"	"  20.8000"	""	""	""	""	""	""	
"09/21/2016 23:40'00"	"42634.9861111111"	"  20.5000"	"  20.5000"	""	""	""	""	""	""	
"09/21/2016 23:50'00"	"42634.9930555556"	"  20.2000"	"  20.4000"	""	""	""	""	""	""	
"09/22/2016 00:00'00"	"42635.0000000000"	"  20.1000"	"  20.3000"	""	""	""	""	""	""	
"09/22/2016 00:10'00"	"42635.0069444444"	"  20.1000"	"  20.2000"	""	""	""	""	""	""	
"09/22/2016 00:20'00"	"42635.0138888889"	"  20.3000"	"  20.4000"	""	""	""	""	""	""	
"09/22/2016 00:30'00"	"42635.0208333333"	"  20.2000"	"  20.3000"	""	""	""	""	""	""	
"09/22/2016 00:40'00"	"42635.0277777778"	"  20.4000"	"  20.5000"	""	""	""	""	""	""	
"09/22/2016 00:50'00"	"42635.0347222222"	"  20.3000"	"  20.5000"	""	""	""	""	""	""	
"09/22/2016 01:00'00"	"42635.0416666667"	"  20.6000"	"  20.6000"	""	""	""	""	""	""	
"09/22/2016 01:10'00"	"42635.0486111111"	"  20.8000"	"  20.9000"	""	""	""	""	""	""	
"09/22/2016 01:20'00"	"42635.0555555556"	"  20.8000"	"  20.8000"	""	""	""	""	""	""	
"09/22/2016 01:30'00"	"42635.0625000000"	"  20.9000"	"  20.8000"	""	""	""	""	""	""	
"09/22/2016 01:40'00"	"42635.0694444444"	"  20.8000"	"  21.0000"	""	""	""	""	""	""	
"09/22/2016 01:50'00"	"42635.0763888889"	"  20.9000"	"  20.9000"	""	""	""	""	""	""	
"09/22/2016 02:00'00"	"42635.0833333333"	"  20.8000"	"  20.9000"	""	""	""	""	""	""	
"09/22/2016 02:10'00"	"42635.0902777778"	"  20.9000"	"  20.8000"	""	""	""	""	""	""	
"09/22/2016 02:20'00"	"42635.0972222222"	"  21.1000"	"  21.1000"	""	""	""	""	""	""	
"09/22/2016 02:30'00"	"42635.1041666667"	"  21.0000"	"  21.0000"	""	""	""	""	""	""	
"09/22/2016 02:40'00"	"42635.1111111111"	"  21.2000"	"  21.2000"	""	""	""	""	""	""	
"09/22/2016 02:50'00"	"42635.1180555556"	"  21.0000"	"  21.2000"	""	""	""	""	""	""	
"09/22/2016 03:00'00"	"42635.1250000000"	"  21.3000"	"  21.3000"	""	""	""	""	""	""	
"09/22/2016 03:10'00"	"42635.1319444444"	"  21.2000"	"  21.2000"	""	""	""	""	""	""	
"09/22/2016 03:20'00"	"42635.1388888889"	"  21.1000"	"  21.2000"	""	""	""	""	""	""	
"09/22/2016 03:30'00"	"42635.1458333333"	"  21.3000"	"  21.3000"	""	""	""	""	""	""	
"09/22/2016 03:40'00"	"42635.1527777778"	"  21.1000"	"  21.2000"	""	""	""	""	""	""	
"09/22/2016 03:50'00"	"42635.1597222222"	"  21.2000"	"  21.2000"	""	""	""	""	""	""	
"09/22/2016 04:00'00"	"42635.1666666667"	"  21.2000"	"  21.2000"	""	""	""	""	""	""	
"09/22/2016 04:10'00"	"42635.1736111111"	"  21.2000"	"  21.2000"	""	""	""	""	""	""	
"09/22/2016 04:20'00"	"42635.1805555556"	"  21.2000"	"  21.4000"	""	""	""	""	""	""	
"09/22/2016 04:30'00"	"42635.1875000000"	"  21.1000"	"  21.2000"	""	""	""	""	""	""	
"09/22/2016 04:40'00"	"42635.1944444444"	"  20.9000"	"  21.1000"	""	""	""	""	""	""	
"09/22/2016 04:50'00"	"42635.2013888889"	"  21.1000"	"  21.1000"	""	""	""	""	""	""	
"09/22/2016 05:00'00"	"42635.2083333333"	"  21.0000"	"  21.1000"	""	""	""	""	""	""	
"09/22/2016 05:10'00"	"42635.2152777778"	"  20.9000"	"  21.0000"	""	""	""	""	""	""	
"09/22/2016 05:20'00"	"42635.2222222222"	"  21.1000"	"  21.1000"	""	""	""	""	""	""	
"09/22/2016 05:30'00"	"42635.2291666667"	"  21.1000"	"  21.2000"	""	""	""	""	""	""	
"09/22/2016 05:40'00"	"42635.2361111111"	"  21.1000"	"  21.2000"	""	""	""	""	""	""	
"09/22/2016 05:50'00"	"42635.2430555556"	"  21.2000"	"  21.3000"	""	""	""	""	""	""	
"09/22/2016 06:00'00"	"42635.2500000000"	"  21.3000"	"  21.4000"	""	""	""	""	""	""	
"09/22/2016 06:10'00"	"42635.2569444444"	"  21.3000"	"  21.4000"	""	""	""	""	""	""	
"09/22/2016 06:20'00"	"42635.2638888889"	"  21.4000"	"  21.6000"	""	""	""	""	""	""	
"09/22/2016 06:30'00"	"42635.2708333333"	"  21.2000"	"  21.3000"	""	""	""	""	""	""	
"09/22/2016 06:40'00"	"42635.2777777778"	"  21.4000"	"  21.6000"	""	""	""	""	""	""	
"09/22/2016 06:50'00"	"42635.2847222222"	"  21.6000"	"  21.6000"	""	""	""	""	""	""	
"09/22/2016 07:00'00"	"42635.2916666667"	"  21.5000"	"  21.6000"	""	""	""	""	""	""	
"09/22/2016 07:10'00"	"42635.2986111111"	"  21.5000"	"  21.7000"	""	""	""	""	""	""	
"09/22/2016 07:20'00"	"42635.3055555556"	"  21.7000"	"  21.9000"	""	""	""	""	""	""	
"09/22/2016 07:30'00"	"42635.3125000000"	"  21.7000"	"  21.7000"	""	""	""	""	""	""	
"09/22/2016 07:40'00"	"42635.3194444444"	"  22.0000"	"  22.2000"	""	""	""	""	""	""	
"09/22/2016 07:50'00"	"42635.3263888889"	"  21.8000"	"  22.0000"	""	""	""	""	""	""	
"09/22/2016 08:00'00"	"42635.3333333333"	"  21.9000"	"  22.1000"	""	""	""	""	""	""	
"09/22/2016 08:10'00"	"42635.3402777778"	"  22.0000"	"  22.2000"	""	""	""	""	""	""	
"09/22/2016 08:20'00"	"42635.3472222222"	"  22.8000"	"  23.0000"	""	""	""	""	""	""	
"09/22/2016 08:30'00"	"42635.3541666667"	"  23.6000"	"  23.2000"	""	""	""	""	""	""	
"09/22/2016 08:40'00"	"42635.3611111111"	"  24.7000"	"  24.6000"	""	""	""	""	""	""	
"09/22/2016 08:50'00"	"42635.3680555556"	"  25.4000"	"  24.8000"	""	""	""	""	""	""	
"09/22/2016 09:00'00"	"42635.3750000000"	"  26.2000"	"  25.7000"	""	""	""	""	""	""	
"09/22/2016 09:10'00"	"42635.3819444444"	"  24.0000"	"  24.0000"	""	""	""	""	""	""	
"09/22/2016 09:20'00"	"42635.3888888889"	"  24.8000"	"  24.4000"	""	""	""	""	""	""	
"09/22/2016 09:30'00"	"42635.3958333333"	"  23.9000"	"  23.5000"	""	""	""	""	""	""	
"09/22/2016 09:40'00"	"42635.4027777778"	"  22.5000"	"  22.7000"	""	""	""	""	""	""	
"09/22/2016 09:50'00"	"42635.4097222222"	"  22.4000"	"  22.5000"	""	""	""	""	""	""	
"09/22/2016 10:00'00"	"42635.4166666667"	"  22.5000"	"  22.8000"	""	""	""	""	""	""	
"09/22/2016 10:10'00"	"42635.4236111111"	"  22.6000"	"  23.0000"	""	""	""	""	""	""	
"09/22/2016 10:20'00"	"42635.4305555556"	"  23.2000"	"  23.4000"	""	""	""	""	""	""	
"09/22/2016 10:30'00"	"42635.4375000000"	"  23.0000"	"  23.3000"	""	""	""	""	""	""	
"09/22/2016 10:40'00"	"42635.4444444444"	"  22.5000"	"  23.0000"	""	""	""	""	""	""	
"09/22/2016 10:50'00"	"42635.4513888889"	"  22.2000"	"  22.4000"	""	""	""	""	""	""	
"09/22/2016 11:00'00"	"42635.4583333333"	"  22.1000"	"  22.5000"	""	""	""	""	""	""	
"09/22/2016 11:10'00"	"42635.4652777778"	"  22.2000"	"  22.6000"	""	""	""	""	""	""	
"09/22/2016 11:20'00"	"42635.4722222222"	"  22.4000"	"  22.9000"	""	""	""	""	""	""	
"09/22/2016 11:30'00"	"42635.4791666667"	"  22.5000"	"  22.8000"	""	""	""	""	""	""	
"09/22/2016 11:40'00"	"42635.4861111111"	"  23.0000"	"  23.3000"	""	""	""	""	""	""	
"09/22/2016 11:50'00"	"42635.4930555556"	"  23.5000"	"  23.9000"	""	""	""	""	""	""	
"09/22/2016 12:00'00"	"42635.5000000000"	"  23.5000"	"  23.6000"	""	""	""	""	""	""	
"09/22/2016 12:10'00"	"42635.5069444444"	"  24.0000"	"  24.2000"	""	""	""	""	""	""	
"09/22/2016 12:20'00"	"42635.5138888889"	"  23.1000"	"  23.5000"	""	""	""	""	""	""	
"09/22/2016 12:30'00"	"42635.5208333333"	"  24.0000"	"  24.3000"	""	""	""	""	""	""	
"09/22/2016 12:40'00"	"42635.5277777778"	"  25.1000"	"  24.9000"	""	""	""	""	""	""	
"09/22/2016 12:50'00"	"42635.5347222222"	"  25.2000"	"  24.8000"	""	""	""	""	""	""	
"09/22/2016 13:00'00"	"42635.5416666667"	"  26.3000"	"  25.4000"	""	""	""	""	""	""	
"09/22/2016 13:10'00"	"42635.5486111111"	"  25.5000"	"  25.2000"	""	""	""	""	""	""	
"09/22/2016 13:20'00"	"42635.5555555556"	"  25.8000"	"  25.7000"	""	""	""	""	""	""	
"09/22/2016 13:30'00"	"42635.5625000000"	"  27.2000"	"  26.8000"	""	""	""	""	""	""	
"09/22/2016 13:40'00"	"42635.5694444444"	"  28.6000"	"  28.6000"	""	""	""	""	""	""	
"09/22/2016 13:50'00"	"42635.5763888889"	"  27.7000"	"  26.4000"	""	""	""	""	""	""	
"09/22/2016 14:00'00"	"42635.5833333333"	"  27.3000"	"  26.4000"	""	""	""	""	""	""	
"09/22/2016 14:10'00"	"42635.5902777778"	"  26.7000"	"  25.6000"	""	""	""	""	""	""	
"09/22/2016 14:20'00"	"42635.5972222222"	"  25.9000"	"  24.8000"	""	""	""	""	""	""	
"09/22/2016 14:30'00"	"42635.6041666667"	"  24.5000"	"  24.0000"	""	""	""	""	""	""	
"09/22/2016 14:40'00"	"42635.6111111111"	"  24.5000"	"  24.0000"	""	""	""	""	""	""	
"09/22/2016 14:50'00"	"42635.6180555556"	"  24.1000"	"  23.8000"	""	""	""	""	""	""	
"09/22/2016 15:00'00"	"42635.6250000000"	"  23.6000"	"  23.8000"	""	""	""	""	""	""	
"09/22/2016 15:10'00"	"42635.6319444444"	"  23.7000"	"  23.8000"	""	""	""	""	""	""	
"09/22/2016 15:20'00"	"42635.6388888889"	"  24.0000"	"  23.8000"	""	""	""	""	""	""	
"09/22/2016 15:30'00"	"42635.6458333333"	"  24.0000"	"  23.8000"	""	""	""	""	""	""	
"09/22/2016 15:40'00"	"42635.6527777778"	"  23.0000"	"  23.8000"	""	""	""	""	""	""	
"09/22/2016 15:50'00"	"42635.6597222222"	"  22.6000"	"  23.8000"	""	""	""	""	""	""	
"09/22/2016 16:00'00"	"42635.6666666667"	"  22.7000"	"  23.8000"	""	""	""	""	""	""	
"09/22/2016 16:10'00"	"42635.6736111111"	"  22.8000"	"  23.8000"	""	""	""	""	""	""	
"09/22/2016 16:20'00"	"42635.6805555556"	"  22.7000"	"  23.8000"	""	""	""	""	""	""	
"09/22/2016 16:30'00"	"42635.6875000000"	"  23.0000"	"  23.7000"	""	""	""	""	""	""	
"09/22/2016 16:40'00"	"42635.6944444444"	"  23.1000"	"  23.7000"	""	""	""	""	""	""	
"09/22/2016 16:50'00"	"42635.7013888889"	"  23.2000"	"  23.7000"	""	""	""	""	""	""	
"09/22/2016 17:00'00"	"42635.7083333333"	"  22.9000"	"  23.7000"	""	""	""	""	""	""	
"09/22/2016 17:10'00"	"42635.7152777778"	"  22.5000"	"  23.7000"	""	""	""	""	""	""	
"09/22/2016 17:20'00"	"42635.7222222222"	"  22.6000"	"  23.7000"	""	""	""	""	""	""	
"09/22/2016 17:30'00"	"42635.7291666667"	"  22.5000"	"  23.7000"	""	""	""	""	""	""	
"09/22/2016 17:40'00"	"42635.7361111111"	"  22.4000"	"  23.7000"	""	""	""	""	""	""	
"09/22/2016 17:50'00"	"42635.7430555556"	"  22.4000"	"  23.7000"	""	""	""	""	""	""	
"09/22/2016 18:00'00"	"42635.7500000000"	"  22.1000"	"  23.7000"	""	""	""	""	""	""	
"09/22/2016 18:10'00"	"42635.7569444444"	"  22.1000"	"  23.6000"	""	""	""	""	""	""	
"09/22/2016 18:20'00"	"42635.7638888889"	"  22.1000"	"  23.7000"	""	""	""	""	""	""	
"09/22/2016 18:30'00"	"42635.7708333333"	"  22.0000"	"  23.6000"	""	""	""	""	""	""	
"09/22/2016 18:40'00"	"42635.7777777778"	"  21.9000"	"  23.6000"	""	""	""	""	""	""	
"09/22/2016 18:50'00"	"42635.7847222222"	"  22.0000"	"  23.6000"	""	""	""	""	""	""	
"09/22/2016 19:00'00"	"42635.7916666667"	"  22.0000"	"  23.6000"	""	""	""	""	""	""	
"09/22/2016 19:10'00"	"42635.7986111111"	"  22.1000"	"  23.5000"	""	""	""	""	""	""	
"09/22/2016 19:20'00"	"42635.8055555556"	"  22.0000"	"  23.6000"	""	""	""	""	""	""	
