Date/Time,T20,ST
2017/5/24 21:30,21.1,21.1
2017/5/24 21:40,21.1,21
2017/5/24 21:50,21.1,21
2017/5/24 22:00,21,21
2017/5/24 22:10,21.1,21
2017/5/24 22:20,21,21
2017/5/24 22:30,21,21
2017/5/24 22:40,21.1,21
2017/5/24 22:50,21.1,21
2017/5/24 23:00,21,21
2017/5/24 23:10,21,21
2017/5/24 23:20,21,21
2017/5/24 23:30,21.1,21.1
2017/5/24 23:40,21,21
2017/5/24 23:50,21.1,21.1
2017/5/25 0:00,21.2,21.2
2017/5/25 0:10,21.2,21.2
2017/5/25 0:20,21.2,21.2
2017/5/25 0:30,21.2,21.2
2017/5/25 0:40,21.2,21.2
2017/5/25 0:50,21.1,21.1
2017/5/25 1:00,21.1,21.1
2017/5/25 1:10,21.1,21.1
2017/5/25 1:20,21,21
2017/5/25 1:30,20.9,20.9
2017/5/25 1:40,20.9,20.9
2017/5/25 1:50,20.8,20.8
2017/5/25 2:00,20.8,20.8
2017/5/25 2:10,20.8,20.8
2017/5/25 2:20,20.7,20.7
2017/5/25 2:30,20.5,20.5
2017/5/25 2:40,20.4,20.3
2017/5/25 2:50,20.2,20.2
2017/5/25 3:00,20.1,20.1
2017/5/25 3:10,20,20
2017/5/25 3:20,19.9,19.9
2017/5/25 3:30,19.9,19.9
2017/5/25 3:40,19.9,19.9
2017/5/25 3:50,19.9,19.8
2017/5/25 4:00,19.8,19.8
2017/5/25 4:10,19.9,19.9
2017/5/25 4:20,19.8,19.8
2017/5/25 4:30,19.8,19.8
2017/5/25 4:40,19.8,19.8
2017/5/25 4:50,19.7,19.7
2017/5/25 5:00,19.8,19.7
2017/5/25 5:10,19.8,19.7
2017/5/25 5:20,19.8,19.8
2017/5/25 5:30,20.1,20.1
2017/5/25 5:40,20.1,20.1
2017/5/25 5:50,20.2,20.1
2017/5/25 6:00,20.4,20.4
2017/5/25 6:10,20.5,20.4
2017/5/25 6:20,20.4,20.4
2017/5/25 6:30,20.8,20.7
2017/5/25 6:40,20.9,20.8
2017/5/25 6:50,20.8,20.7
2017/5/25 7:00,21.2,21
2017/5/25 7:10,21.1,21
2017/5/25 7:20,21.4,21.3
2017/5/25 7:30,21.2,21.1
2017/5/25 7:40,21.2,21.1
2017/5/25 7:50,21.5,21.4
2017/5/25 8:00,21.8,21.6
2017/5/25 8:10,21.9,21.7
2017/5/25 8:20,21.5,21.4
2017/5/25 8:30,21.8,21.6
2017/5/25 8:40,21.7,21.5
2017/5/25 8:50,21.7,21.5
2017/5/25 9:00,21.5,21.4
2017/5/25 9:10,21.2,21.2
2017/5/25 9:20,21.9,21.7
2017/5/25 9:30,22.2,22.1
2017/5/25 9:40,21.7,21.6
2017/5/25 9:50,22.2,22.1
2017/5/25 10:00,23.1,22.8
2017/5/25 10:10,22.9,22.7
2017/5/25 10:20,23.1,22.6
2017/5/25 10:30,22.9,22.8
2017/5/25 10:40,22.5,22.8
2017/5/25 10:50,22.4,22.8
2017/5/25 11:00,23.6,22.9
2017/5/25 11:10,22.5,23
2017/5/25 11:20,21.4,22.9
2017/5/25 11:30,22.2,22.9
2017/5/25 11:40,24,23
2017/5/25 11:50,25.8,23.2
2017/5/25 12:00,25.9,23.5
2017/5/25 12:10,24,23.6
2017/5/25 12:20,26,23.8
2017/5/25 12:30,26,24.1
2017/5/25 12:40,24.9,24.2
2017/5/25 12:50,23.8,24.1
2017/5/25 13:00,23.4,24
2017/5/25 13:10,23.5,23.9
2017/5/25 13:20,23.4,23.8
2017/5/25 13:30,24.3,23.8
2017/5/25 13:40,26.2,24
2017/5/25 13:50,24.8,24.1
2017/5/25 14:00,23.6,24
2017/5/25 14:10,22.1,23.8
2017/5/25 14:20,21.8,23.6
2017/5/25 14:30,22.6,23.5
2017/5/25 14:40,22.7,23.4
2017/5/25 14:50,22.6,23.4
2017/5/25 15:00,22.3,23.4
2017/5/25 15:10,22.3,23.3
2017/5/25 15:20,21.9,23.2
2017/5/25 15:30,21.7,23.1
2017/5/25 15:40,21.6,23.1
2017/5/25 15:50,21.5,23
2017/5/25 16:00,21.5,22.8
2017/5/25 16:10,21.5,22.8
2017/5/25 16:20,22,22.8
2017/5/25 16:30,22.5,22.8
2017/5/25 16:40,22.5,22.9
2017/5/25 16:50,22.4,22.9
2017/5/25 17:00,21.8,22.8
2017/5/25 17:10,22,22.7
2017/5/25 17:20,22.2,22.7
2017/5/25 17:30,21.7,22.7
2017/5/25 17:40,21.5,22.6
2017/5/25 17:50,21.7,22.5
2017/5/25 18:00,21.9,22.6
2017/5/25 18:10,21.8,22.5
2017/5/25 18:20,21.2,22.4
2017/5/25 18:30,21.3,22.4
2017/5/25 18:40,21.1,22.3
2017/5/25 18:50,20.9,22.3
2017/5/25 19:00,21,22.2
2017/5/25 19:10,20.8,22.1
2017/5/25 19:20,20.6,22.1
2017/5/25 19:30,20.3,22
2017/5/25 19:40,20.2,21.9
2017/5/25 19:50,20.2,21.9
2017/5/25 20:00,20.4,21.9
2017/5/25 20:10,20.4,21.8
2017/5/25 20:20,20.3,21.8
2017/5/25 20:30,20.1,21.8
2017/5/25 20:40,20,21.7
2017/5/25 20:50,20.1,21.7
2017/5/25 21:00,20.2,21.7
2017/5/25 21:10,20.4,21.7
2017/5/25 21:20,20.3,21.7
2017/5/25 21:30,20.2,21.6
2017/5/25 21:40,20.1,21.6
2017/5/25 21:50,19.8,21.5
2017/5/25 22:00,19.9,21.5
2017/5/25 22:10,20,21.5
2017/5/25 22:20,19.9,21.5
2017/5/25 22:30,20,21.5
2017/5/25 22:40,19.9,21.4
2017/5/25 22:50,20,21.4
2017/5/25 23:00,20,21.4
2017/5/25 23:10,19.9,21.4
2017/5/25 23:20,19.9,21.4
2017/5/25 23:30,19.9,21.3
2017/5/25 23:40,19.9,21.3
2017/5/25 23:50,20,21.3
2017/5/26 0:00,20.1,21.3
2017/5/26 0:10,19.9,21.3
2017/5/26 0:20,19.8,21.3
2017/5/26 0:30,20,21.3
2017/5/26 0:40,19.9,21.2
2017/5/26 0:50,20,21.2
2017/5/26 1:00,20,21.2
2017/5/26 1:10,19.9,21.2
2017/5/26 1:20,19.9,21.2
2017/5/26 1:30,19.9,21.2
2017/5/26 1:40,19.9,21.2
2017/5/26 1:50,19.8,21.2
2017/5/26 2:00,19.8,21.1
2017/5/26 2:10,19.8,21.1
2017/5/26 2:20,19.7,21.1
2017/5/26 2:30,19.8,21.1
2017/5/26 2:40,19.8,21
2017/5/26 2:50,19.8,21
2017/5/26 3:00,19.6,21
2017/5/26 3:10,19.4,21
2017/5/26 3:20,19.3,20.9
2017/5/26 3:30,19.2,20.9
2017/5/26 3:40,19,20.9
2017/5/26 3:50,19,20.8
2017/5/26 4:00,19.1,20.8
2017/5/26 4:10,19,20.8
2017/5/26 4:20,19,20.8
2017/5/26 4:30,18.8,20.7
2017/5/26 4:40,18.7,20.7
2017/5/26 4:50,18.9,20.7
2017/5/26 5:00,18.8,20.6
2017/5/26 5:10,18.7,20.6
2017/5/26 5:20,18.7,20.6
2017/5/26 5:30,18.9,20.6
2017/5/26 5:40,18.9,20.6
2017/5/26 5:50,18.9,20.6
2017/5/26 6:00,18.9,20.6
2017/5/26 6:10,19,20.6
2017/5/26 6:20,19,20.6
2017/5/26 6:30,19.1,20.6
2017/5/26 6:40,19.3,20.6
2017/5/26 6:50,19.4,20.6
2017/5/26 7:00,19.8,20.6
2017/5/26 7:10,20.1,20.7
2017/5/26 7:20,20.1,20.7
2017/5/26 7:30,20.1,20.8
2017/5/26 7:40,20.2,20.8
2017/5/26 7:50,20.2,20.8
2017/5/26 8:00,20.4,20.9
2017/5/26 8:10,20.7,20.9
2017/5/26 8:20,21.1,21
2017/5/26 8:30,22.1,20.9
2017/5/26 8:40,22.4,21.1
2017/5/26 8:50,23.5,21.4
2017/5/26 9:00,23.7,21.6
2017/5/26 9:10,23.3,21.8
2017/5/26 9:20,23.4,21.9
2017/5/26 9:30,26.2,22.2
2017/5/26 9:40,27.3,22.7
2017/5/26 9:50,28.5,23.1
2017/5/26 10:00,28.8,23.5
2017/5/26 10:10,29.2,23.8
2017/5/26 10:20,27.5,24.1
2017/5/26 10:30,26.3,24.1
2017/5/26 10:40,24.3,23.9
2017/5/26 10:50,24,23.7
2017/5/26 11:00,24.8,23.6
2017/5/26 11:10,25.4,23.6
2017/5/26 11:20,25.6,23.7
2017/5/26 11:30,25.8,23.7
2017/5/26 11:40,26.1,23.8
2017/5/26 11:50,26.6,23.9
2017/5/26 12:00,25.4,23.9
2017/5/26 12:10,26.2,23.9
2017/5/26 12:20,28.2,24.1
2017/5/26 12:30,28.5,24.4
2017/5/26 12:40,28.1,24.5
2017/5/26 12:50,28.4,24.7
2017/5/26 13:00,28.9,24.9
2017/5/26 13:10,29.8,25.1
2017/5/26 13:20,27.8,25.1
2017/5/26 13:30,29.9,27.9
2017/5/26 13:40,28.8,27.8
2017/5/26 13:50,28.7,27.4
2017/5/26 14:00,27.8,27.1
2017/5/26 14:10,27.1,26.2
2017/5/26 14:20,26.5,25.9
2017/5/26 14:30,26.5,25.2
2017/5/26 14:40,27,25.9
2017/5/26 14:50,29.1,27.8
2017/5/26 15:00,32.8,30.9
2017/5/26 15:10,30.9,29
2017/5/26 15:20,28.7,27.3
2017/5/26 15:30,26.9,25.9
2017/5/26 15:40,26.5,25.8
2017/5/26 15:50,26.9,26
2017/5/26 16:00,26.5,25.8
2017/5/26 16:10,27.2,26.2
2017/5/26 16:20,27.8,26.5
2017/5/26 16:30,28.6,27.1
2017/5/26 16:40,27.7,26.6
2017/5/26 16:50,25.9,25.2
2017/5/26 17:00,24.4,24
2017/5/26 17:10,23.9,23.5
2017/5/26 17:20,23.1,22.8
2017/5/26 17:30,22.4,22.3
2017/5/26 17:40,21.8,21.8
2017/5/26 17:50,21.4,21.3
2017/5/26 18:00,21.1,21
2017/5/26 18:10,20.9,20.8
2017/5/26 18:20,20.8,20.6
2017/5/26 18:30,20.6,20.4
2017/5/26 18:40,20.5,20.4
2017/5/26 18:50,20.5,20.4
2017/5/26 19:00,20.2,22.7
2017/5/26 19:10,20.2,22.6
2017/5/26 19:20,20.2,22.5
2017/5/26 19:30,20.2,22.5
2017/5/26 19:40,20.3,22.4
2017/5/26 19:50,20.4,22.4
2017/5/26 20:00,20.3,22.3
2017/5/26 20:10,20.3,22.3
2017/5/26 20:20,20.1,22.2
2017/5/26 20:30,19.9,22.2
2017/5/26 20:40,19.9,22.1
2017/5/26 20:50,20.2,22.1
2017/5/26 21:00,20.1,22.1
2017/5/26 21:10,20.2,22
2017/5/26 21:20,20.2,22
2017/5/26 21:30,20.4,22
2017/5/26 21:40,20.1,22
2017/5/26 21:50,19.9,21.9
2017/5/26 22:00,20,21.9
2017/5/26 22:10,19.8,21.8
2017/5/26 22:20,19.9,21.8
2017/5/26 22:30,19.9,21.8
2017/5/26 22:40,18.5,21.7
2017/5/26 22:50,17.9,21.5
2017/5/26 23:00,17.5,21.4
2017/5/26 23:10,17.4,21.2
2017/5/26 23:20,17.1,21.1
2017/5/26 23:30,17.1,20.9
2017/5/26 23:40,16.8,20.8
2017/5/26 23:50,16.6,20.7
2017/5/27 0:00,16.5,20.6
2017/5/27 0:10,16.5,20.4
2017/5/27 0:20,16.5,20.3
2017/5/27 0:30,16.4,20.2
2017/5/27 0:40,16.4,20.1
2017/5/27 0:50,16.3,20.1
2017/5/27 1:00,16.3,20
2017/5/27 1:10,16.3,19.9
2017/5/27 1:20,16.2,19.8
2017/5/27 1:30,16.1,19.7
2017/5/27 1:40,16.2,19.6
2017/5/27 1:50,16.3,19.6
2017/5/27 2:00,16.2,19.5
2017/5/27 2:10,16.2,19.4
2017/5/27 2:20,16,19.4
2017/5/27 2:30,16.2,19.3
2017/5/27 2:40,16,19.2
2017/5/27 2:50,16,19.1
2017/5/27 3:00,15.9,19.1
2017/5/27 3:10,15.8,19
2017/5/27 3:20,15.6,18.9
2017/5/27 3:30,15.6,18.9
2017/5/27 3:40,15.6,18.8
2017/5/27 3:50,15.7,18.7
2017/5/27 4:00,15.6,18.7
2017/5/27 4:10,15.7,18.6
2017/5/27 4:20,15.5,18.6
2017/5/27 4:30,15.3,18.5
2017/5/27 4:40,15.2,18.4
2017/5/27 4:50,15.1,18.4
2017/5/27 5:00,15.2,18.3
2017/5/27 5:10,15.4,18.3
2017/5/27 5:20,15.8,18.3
2017/5/27 5:30,15.9,18.3
2017/5/27 5:40,16.2,18.3
2017/5/27 5:50,16.6,18.4
2017/5/27 6:00,16.8,18.4
2017/5/27 6:10,17.3,18.4
2017/5/27 6:20,17.7,18.4
2017/5/27 6:30,18.2,18.5
2017/5/27 6:40,18.7,18.6
2017/5/27 6:50,19.7,18.7
2017/5/27 7:00,20.3,18.8
2017/5/27 7:10,20.6,19
2017/5/27 7:20,21.9,19.1
2017/5/27 7:30,22.9,19.4
2017/5/27 7:40,23.4,20.1
2017/5/27 7:50,25.4,20.8
2017/5/27 8:00,24.8,21.4
2017/5/27 8:10,24,21.9
2017/5/27 8:20,25,22.4
2017/5/27 8:30,25.1,22.9
2017/5/27 8:40,24.8,22.4
2017/5/27 8:50,25,22.3
2017/5/27 9:00,27.2,22.3
2017/5/27 9:10,27.6,22.3
2017/5/27 9:20,28.1,22.4
2017/5/27 9:30,28.2,22.7
2017/5/27 9:40,28.7,23.1
2017/5/27 9:50,29.9,23.7
2017/5/27 10:00,28.8,24.5
2017/5/27 10:10,28.9,25.2
2017/5/27 10:20,29.1,25.9
2017/5/27 10:30,29.2,26.5
2017/5/27 10:40,29,27.2
2017/5/27 10:50,29.3,27.9
2017/5/27 11:00,28.7,28.4
2017/5/27 11:10,29.2,29
2017/5/27 11:20,30,28.7
2017/5/27 11:30,30.1,29
2017/5/27 11:40,30.1,29.7
2017/5/27 11:50,30.4,30.3
2017/5/27 12:00,31,30.7
2017/5/27 12:10,30.7,30.9
2017/5/27 12:20,31.3,30.2
2017/5/27 12:30,30.8,29.8
2017/5/27 12:40,31.4,29.9
2017/5/27 12:50,30.8,29.4
2017/5/27 13:00,31.3,29.5
2017/5/27 13:10,31.4,29.9
2017/5/27 13:20,32.6,30.5
2017/5/27 13:30,32.8,30.3
2017/5/27 13:40,31.3,29.8
2017/5/27 13:50,31.6,29.4
2017/5/27 14:00,31.5,28.8
2017/5/27 14:10,31.4,28.4
2017/5/27 14:20,32.3,28
2017/5/27 14:30,31.7,27.7
2017/5/27 14:40,30.5,27.4
2017/5/27 14:50,30.2,27.1
2017/5/27 15:00,29.8,26.8
2017/5/27 15:10,30.2,26.6
2017/5/27 15:20,29.6,26.4
2017/5/27 15:30,29.3,26.3
2017/5/27 15:40,28.1,26.1
2017/5/27 15:50,28.5,26
2017/5/27 16:00,28.1,25.9
2017/5/27 16:10,27.8,25.9
2017/5/27 16:20,27.4,25.8
2017/5/27 16:30,27.1,25.8
2017/5/27 16:40,27.2,25.6
2017/5/27 16:50,27.2,25.5
2017/5/27 17:00,27.2,25.4
2017/5/27 17:10,26.1,25.3
2017/5/27 17:20,25.3,24.1
2017/5/27 17:30,26.3,23
2017/5/27 17:40,24.2,23.7
2017/5/27 17:50,23.3,22.9
2017/5/27 18:00,22.5,22.9
2017/5/27 18:10,22,21.9
2017/5/27 18:20,21.6,21.5
2017/5/27 18:30,21.1,21
2017/5/27 18:40,20.6,20.6
2017/5/27 18:50,20.3,20.3
2017/5/27 19:00,19.8,19.9
2017/5/27 19:10,19.6,19.7
2017/5/27 19:20,19.4,19.5
2017/5/27 19:30,19.2,19.3
2017/5/27 19:40,19.2,19.2
2017/5/27 19:50,19,19
2017/5/27 20:00,18.7,18.7
2017/5/27 20:10,18.5,18.5
2017/5/27 20:20,18.4,18.4
2017/5/27 20:30,18.3,18.4
2017/5/27 20:40,18.2,18.2
2017/5/27 20:50,18.2,18.2
2017/5/27 21:00,18.1,18.2
2017/5/27 21:10,18.1,18.2
2017/5/27 21:20,17.9,18
2017/5/27 21:30,17.8,17.9
2017/5/27 21:40,17.7,17.7
2017/5/27 21:50,17.6,17.6
2017/5/27 22:00,17.5,17.5
2017/5/27 22:10,17.3,17.3
2017/5/27 22:20,17.2,17.2
2017/5/27 22:30,17,17
2017/5/27 22:40,16.9,16.9
2017/5/27 22:50,16.7,16.7
2017/5/27 23:00,16.7,16.7
2017/5/27 23:10,16.7,16.7
2017/5/27 23:20,16.3,16.4
2017/5/27 23:30,16.5,16.5
2017/5/27 23:40,16.5,16.5
2017/5/27 23:50,16.4,16.4
2017/5/28 0:00,16.1,16.2
2017/5/28 0:10,16.1,16.1
2017/5/28 0:20,15.9,15.9
2017/5/28 0:30,15.9,15.8
2017/5/28 0:40,15.9,15.9
2017/5/28 0:50,16.1,16
2017/5/28 1:00,16,15.9
2017/5/28 1:10,15.9,15.9
2017/5/28 1:20,15.6,15.7
2017/5/28 1:30,15.7,15.7
2017/5/28 1:40,15.8,15.8
2017/5/28 1:50,15.7,15.7
2017/5/28 2:00,15.5,15.5
2017/5/28 2:10,15.5,15.5
2017/5/28 2:20,15.5,15.5
2017/5/28 2:30,15.3,15.3
2017/5/28 2:40,15,15
2017/5/28 2:50,14.8,14.8
2017/5/28 3:00,15,15
2017/5/28 3:10,15.1,15.1
2017/5/28 3:20,15.2,15.1
2017/5/28 3:30,15,15
2017/5/28 3:40,14.9,14.9
2017/5/28 3:50,14.8,14.8
2017/5/28 4:00,14.6,14.6
2017/5/28 4:10,14.3,14.2
2017/5/28 4:20,14.1,14.1
2017/5/28 4:30,13.9,13.8
2017/5/28 4:40,13.6,13.6
2017/5/28 4:50,13.5,13.4
2017/5/28 5:00,13.3,13.3
2017/5/28 5:10,13.5,13.5
2017/5/28 5:20,13.8,13.8
2017/5/28 5:30,14.4,14.4
2017/5/28 5:40,14.9,14.8
2017/5/28 5:50,15.4,15.4
2017/5/28 6:00,16.2,16.2
2017/5/28 6:10,17.2,17.1
2017/5/28 6:20,18.2,18.1
2017/5/28 6:30,18.8,18.5
2017/5/28 6:40,19.6,19.2
2017/5/28 6:50,20.5,20.3
2017/5/28 7:00,21.6,21
2017/5/28 7:10,22.3,21.8
2017/5/28 7:20,23.2,23
2017/5/28 7:30,23.7,25.8
2017/5/28 7:40,24.5,27.1
2017/5/28 7:50,27,21.4
2017/5/28 8:00,23.6,21.6
2017/5/28 8:10,24.6,22
2017/5/28 8:20,24.4,22.2
2017/5/28 8:30,24.7,22.4
2017/5/28 8:40,25.9,22.5
2017/5/28 8:50,25.7,22.5
2017/5/28 9:00,28.1,21.6
2017/5/28 9:10,27.3,22.2
2017/5/28 9:20,27.9,22.5
2017/5/28 9:30,29,23.3
2017/5/28 9:40,28.8,24.4
2017/5/28 9:50,29.3,25.6
2017/5/28 10:00,29.1,26.8
2017/5/28 10:10,30.2,27.8
2017/5/28 10:20,30.3,28.6
2017/5/28 10:30,31.7,29.1
2017/5/28 10:40,31.4,30
2017/5/28 10:50,31.1,30.7
2017/5/28 11:00,32.1,31.3
2017/5/28 11:10,30.9,31.4
2017/5/28 11:20,31.2,30.6
2017/5/28 11:30,32.1,31
2017/5/28 11:40,31.7,31.5
2017/5/28 11:50,31.3,31.6
2017/5/28 12:00,31.7,31.9
2017/5/28 12:10,31.4,31.7
2017/5/28 12:20,31.5,30.6
2017/5/28 12:30,31.4,30.5
2017/5/28 12:40,30.9,30.4
2017/5/28 12:50,31.5,29.6
2017/5/28 13:00,32.6,29.9
2017/5/28 13:10,31.2,30.5
2017/5/28 13:20,33.5,30.4
2017/5/28 13:30,32.6,29.9
2017/5/28 13:40,34.6,29.3
2017/5/28 13:50,32.6,28.9
2017/5/28 14:00,31.1,28.2
2017/5/28 14:10,32,27.7
2017/5/28 14:20,32.6,27.3
2017/5/28 14:30,31.8,27
2017/5/28 14:40,31.2,26.7
2017/5/28 14:50,30.7,26.4
2017/5/28 15:00,30.7,26.4
2017/5/28 15:10,29.7,26.2
2017/5/28 15:20,30.9,26.1
2017/5/28 15:30,28.7,25.9
2017/5/28 15:40,29.5,25.6
2017/5/28 15:50,28.7,23.5
2017/5/28 16:00,27.7,23.7
2017/5/28 16:10,27.2,23.8
2017/5/28 16:20,26.9,24
2017/5/28 16:30,26.4,24.1
2017/5/28 16:40,26.8,24.2
2017/5/28 16:50,27.1,24.3
2017/5/28 17:00,26.4,24.2
2017/5/28 17:10,25.4,24
2017/5/28 17:20,25.2,23.8
2017/5/28 17:30,25,23.6
2017/5/28 17:40,25.1,23.4
2017/5/28 17:50,24.6,23.4
2017/5/28 18:00,23.9,23.2
2017/5/28 18:10,23.5,23.1
2017/5/28 18:20,23.2,23
2017/5/28 18:30,22.9,22.8
2017/5/28 18:40,22.7,22.7
2017/5/28 18:50,22.3,22.5
2017/5/28 19:00,22.1,22.3
2017/5/28 19:10,22.1,22.1
2017/5/28 19:20,21.9,22
2017/5/28 19:30,21.7,21.9
2017/5/28 19:40,21.6,21.9
2017/5/28 19:50,21.5,21.9
2017/5/28 20:00,21.5,21.8
2017/5/28 20:10,21.4,21.8
2017/5/28 20:20,21.2,21.7
2017/5/28 20:30,21.3,21.6
2017/5/28 20:40,20.6,21.5
2017/5/28 20:50,20.5,21.5
2017/5/28 21:00,20.2,21.4
2017/5/28 21:10,20,21.4
2017/5/28 21:20,19.8,21.3
2017/5/28 21:30,19.6,21.3
2017/5/28 21:40,19.5,21.2
2017/5/28 21:50,19,21.1
2017/5/28 22:00,18.5,21
2017/5/28 22:10,18.1,20.9
2017/5/28 22:20,18.1,20.8
2017/5/28 22:30,17.6,20.7
2017/5/28 22:40,17.8,20.6
2017/5/28 22:50,17.7,20.5
2017/5/28 23:00,17.2,20.4
2017/5/28 23:10,17.2,20.4
2017/5/28 23:20,17.1,20.3
2017/5/28 23:30,17.1,20.2
2017/5/28 23:40,16.8,20.1
2017/5/28 23:50,16.7,20
2017/5/29 0:00,16.4,19.9
2017/5/29 0:10,16.4,19.9
2017/5/29 0:20,16.3,19.8
2017/5/29 0:30,16.3,19.8
2017/5/29 0:40,16.2,19.7
2017/5/29 0:50,16,19.6
2017/5/29 1:00,16.1,19.6
2017/5/29 1:10,16.1,19.5
2017/5/29 1:20,15.8,19.4
2017/5/29 1:30,15.8,19.4
2017/5/29 1:40,16,19.3
2017/5/29 1:50,16,19.3
2017/5/29 2:00,15.8,19.2
2017/5/29 2:10,15.7,19.2
2017/5/29 2:20,15.6,19.1
2017/5/29 2:30,15.6,19.1
2017/5/29 2:40,15.8,19.1
2017/5/29 2:50,15.7,19
2017/5/29 3:00,15.6,19
2017/5/29 3:10,15.4,18.9
2017/5/29 3:20,15.5,18.9
2017/5/29 3:30,15.5,18.8
2017/5/29 3:40,15.5,18.8
2017/5/29 3:50,15.5,18.7
2017/5/29 4:00,15.5,18.7
2017/5/29 4:10,15.2,18.7
2017/5/29 4:20,15,18.6
2017/5/29 4:30,14.6,18.5
2017/5/29 4:40,14.6,18.4
2017/5/29 4:50,14.4,18.3
2017/5/29 5:00,14.3,18.2
2017/5/29 5:10,14.4,18.2
2017/5/29 5:20,14.7,18.2
2017/5/29 5:30,15.1,18.2
2017/5/29 5:40,15.5,18.3
2017/5/29 5:50,15.7,18.4
2017/5/29 6:00,16.2,18.4
2017/5/29 6:10,17,18.5
2017/5/29 6:20,18,18.7
2017/5/29 6:30,19.4,18.9
2017/5/29 6:40,20.4,19.1
2017/5/29 6:50,20.7,19.3
2017/5/29 7:00,22.1,19.5
2017/5/29 7:10,23.3,19.8
2017/5/29 7:20,25.7,20.2
2017/5/29 7:30,27.8,20.7
2017/5/29 7:40,29,21.6
2017/5/29 7:50,29,22.2
2017/5/29 8:00,27.5,22.6
2017/5/29 8:10,27.1,23.1
2017/5/29 8:20,27.4,23.4
2017/5/29 8:30,26.3,23.6
2017/5/29 8:40,26.2,23
2017/5/29 8:50,27.3,22.9
2017/5/29 9:00,28.5,22.8
2017/5/29 9:10,29.8,22.9
2017/5/29 9:20,30.2,23
2017/5/29 9:30,30.3,23.2
2017/5/29 9:40,29.1,23.3
2017/5/29 9:50,29.8,23.6
2017/5/29 10:00,28.4,23.9
2017/5/29 10:10,29.7,24.2
2017/5/29 10:20,30.9,24.6
2017/5/29 10:30,30.1,24.9
2017/5/29 10:40,29.1,25.3
2017/5/29 10:50,29.8,25.7
2017/5/29 11:00,29.9,26.1
2017/5/29 11:10,30.3,26.5
2017/5/29 11:20,31.6,26.6
2017/5/29 11:30,32.6,26.8
2017/5/29 11:40,30.3,27.1
2017/5/29 11:50,30.2,27.4
2017/5/29 12:00,30.1,27.6
2017/5/29 12:10,30.3,27.6
2017/5/29 12:20,30.7,27.5
2017/5/29 12:30,31.6,27.3
2017/5/29 12:40,30.7,27.3
2017/5/29 12:50,30.6,27.1
2017/5/29 13:00,31.7,26.9
2017/5/29 13:10,31.8,27.2
2017/5/29 13:20,32.1,27.4
2017/5/29 13:30,31.5,27.4
2017/5/29 13:40,32.2,27.2
2017/5/29 13:50,30.5,26.9
2017/5/29 14:00,31.5,26.7
2017/5/29 14:10,31.3,26.4
2017/5/29 14:20,31.7,26.2
2017/5/29 14:30,30.8,26
2017/5/29 14:40,30,25.7
2017/5/29 14:50,29.8,25.5
2017/5/29 15:00,30.6,25.3
2017/5/29 15:10,29.6,25.2
2017/5/29 15:20,29.7,25.1
2017/5/29 15:30,29.7,24.9
2017/5/29 15:40,29.6,24.9
2017/5/29 15:50,30.1,25
2017/5/29 16:00,29.3,25
2017/5/29 16:10,28.8,24.9
2017/5/29 16:20,30.1,24.9
2017/5/29 16:30,28.9,25
2017/5/29 16:40,28,25
2017/5/29 16:50,27.7,24.7
2017/5/29 17:00,27.5,24.5
2017/5/29 17:10,26.4,24.4
2017/5/29 17:20,26.6,24.2
2017/5/29 17:30,25.6,24.1
2017/5/29 17:40,25.4,23.9
2017/5/29 17:50,24.5,23.7
2017/5/29 18:00,23.8,23.6
2017/5/29 18:10,23.2,23.3
2017/5/29 18:20,22.7,23.2
2017/5/29 18:30,22.3,23
2017/5/29 18:40,22,22.9
2017/5/29 18:50,21.7,22.9
2017/5/29 19:00,21.5,22.8
2017/5/29 19:10,21.3,22.8
2017/5/29 19:20,21,22.7
2017/5/29 19:30,20.7,22.7
2017/5/29 19:40,20.6,22.6
2017/5/29 19:50,20.5,22.6
2017/5/29 20:00,20.5,22.5
2017/5/29 20:10,20.3,22.5
2017/5/29 20:20,20.3,22.4
2017/5/29 20:30,20.1,22.4
2017/5/29 20:40,20,22.3
2017/5/29 20:50,19.8,22.3
2017/5/29 21:00,19.7,22.2
2017/5/29 21:10,19.5,22.1
2017/5/29 21:20,19.2,22.1
2017/5/29 21:30,19,22
2017/5/29 21:40,19.1,21.9
2017/5/29 21:50,19,21.8
2017/5/29 22:00,18.8,21.8
2017/5/29 22:10,18.5,21.7
2017/5/29 22:20,18.7,21.6
2017/5/29 22:30,18.5,21.5
2017/5/29 22:40,18.3,21.5
2017/5/29 22:50,18.1,21.4
2017/5/29 23:00,18,21.3
2017/5/29 23:10,17.9,21.2
2017/5/29 23:20,18.2,21.2
2017/5/29 23:30,18.1,21.1
2017/5/29 23:40,17.9,21
2017/5/29 23:50,17.9,21
2017/5/30 0:00,18,20.9
2017/5/30 0:10,17.7,20.9
2017/5/30 0:20,17.8,20.8
2017/5/30 0:30,18,20.8
2017/5/30 0:40,17.9,20.7
2017/5/30 0:50,17.7,20.7
2017/5/30 1:00,17.7,20.6
2017/5/30 1:10,17.6,20.6
2017/5/30 1:20,17.4,20.6
2017/5/30 1:30,17.5,20.5
2017/5/30 1:40,17.4,20.5
2017/5/30 1:50,17.4,20.4
2017/5/30 2:00,17.7,20.4
2017/5/30 2:10,17.8,20.4
2017/5/30 2:20,17.7,20.4
2017/5/30 2:30,17.3,20.3
2017/5/30 2:40,17,20.3
